,MBUU US Equity
2023-03-17,4.8724
2023-03-18,4.8724
2023-03-19,4.8724
2023-03-20,4.875
2023-03-21,5.067
2023-03-22,4.9326
2023-03-23,4.9169
2023-03-24,4.9038
2023-03-25,4.9038
2023-03-26,4.9038
2023-03-27,4.9239
2023-03-28,4.9344
2023-03-29,4.9256
2023-03-30,4.9082
2023-03-31,4.9773
2023-04-01,4.9773
2023-04-02,4.9773
2023-04-03,4.9957
2023-04-04,4.8052
2023-04-05,4.6806
2023-04-06,4.5796
2023-04-07,4.5796
2023-04-08,4.5796
2023-04-09,4.5796
2023-04-10,4.6753
2023-04-11,4.8289
2023-04-12,4.8105
2023-04-13,4.8675
2023-04-14,4.9114
2023-04-15,4.9114
2023-04-16,4.9114
2023-04-17,4.9421
2023-04-18,4.9948
2023-04-19,5.0045
2023-04-20,4.9746
2023-04-21,5.029
2023-04-22,5.029
2023-04-23,5.029
2023-04-24,4.9694
2023-04-25,4.8719
2023-04-26,4.8166
2023-04-27,4.886
2023-04-28,5.0036
2023-04-29,5.0036
2023-04-30,5.0036
2023-05-01,5.0001
2023-05-02,4.9904
2023-05-03,5.083
2023-05-04,4.9512
2023-05-05,5.1059
2023-05-06,5.1059
2023-05-07,5.1059
2023-05-08,5.1731
2023-05-09,4.9901
2023-05-10,4.8363
2023-05-11,4.8955
2023-05-12,4.8982
2023-05-13,4.8982
2023-05-14,4.8982
2023-05-15,4.8814
2023-05-16,4.7372
2023-05-17,4.8628
2023-05-18,4.9936
2023-05-19,4.7629
2023-05-20,4.7629
2023-05-21,4.7629
2023-05-22,4.8
2023-05-23,4.7894
2023-05-24,4.6957
2023-05-25,4.7443
2023-05-26,4.7797
2023-05-27,4.7797
2023-05-28,4.7797
2023-05-29,4.7797
2023-05-30,4.7576
2023-05-31,4.6594
2023-06-01,4.632
2023-06-02,4.823
2023-06-03,4.823
2023-06-04,4.823
2023-06-05,4.7735
2023-06-06,5.1086
2023-06-07,5.3783
2023-06-08,5.2907
2023-06-09,5.3208
2023-06-10,5.3208
2023-06-11,5.3208
2023-06-12,5.3005
2023-06-13,5.4746
2023-06-14,5.4366
2023-06-15,5.4561
2023-06-16,5.1342
2023-06-17,5.1342
2023-06-18,5.1342
2023-06-19,5.1342
2023-06-20,5.1413
2023-06-21,5.1669
2023-06-22,5.1077
2023-06-23,4.9954
2023-06-24,4.9954
2023-06-25,4.9954
2023-06-26,5.0502
2023-06-27,5.1634
2023-06-28,5.1422
2023-06-29,5.2165
2023-06-30,7.9133
2023-07-01,7.9133
2023-07-02,7.9133
2023-07-03,8.0198
2023-07-04,8.0198
2023-07-05,7.7741
2023-07-06,7.5837
2023-07-07,7.5283
2023-07-08,7.5283
2023-07-09,7.5283
2023-07-10,7.5013
2023-07-11,7.6761
2023-07-12,7.8252
2023-07-13,7.7954
2023-07-14,7.49
2023-07-15,7.49
2023-07-16,7.49
2023-07-17,7.4871
2023-07-18,7.6633
2023-07-19,7.8167
2023-07-20,7.7045
2023-07-21,7.7684
2023-07-22,7.7684
2023-07-23,7.7684
2023-07-24,7.8451
2023-07-25,7.9261
2023-07-26,8.0085
2023-07-27,7.8806
2023-07-28,7.8934
2023-07-29,7.8934
2023-07-30,7.8934
2023-07-31,8.0965
2023-08-01,8.1477
2023-08-02,8.0795
2023-08-03,7.4971
2023-08-04,7.6519
2023-08-05,7.6519
2023-08-06,7.6519
2023-08-07,7.7741
2023-08-08,7.6917
2023-08-09,7.6306
2023-08-10,7.6278
2023-08-11,7.5837
2023-08-12,7.5837
2023-08-13,7.5837
2023-08-14,7.5908
2023-08-15,7.3777
2023-08-16,7.2655
2023-08-17,7.2655
2023-08-18,7.3493
2023-08-19,7.3493
2023-08-20,7.3493
2023-08-21,7.2769
2023-08-22,7.1689
2023-08-23,7.2499
2023-08-24,7.1533
2023-08-25,7.2343
2023-08-26,7.2343
2023-08-27,7.2343
2023-08-28,7.1689
2023-08-29,7.0377
2023-08-30,6.7227
2023-08-31,6.4715
2023-09-01,6.6929
2023-09-02,6.6929
2023-09-03,6.6929
2023-09-04,6.6929
2023-09-05,6.4772
2023-09-06,6.4715
2023-09-07,6.4063
2023-09-08,6.419
2023-09-09,6.419
2023-09-10,6.419
2023-09-11,6.3708
2023-09-12,6.297
2023-09-13,6.4134
2023-09-14,6.6418
2023-09-15,6.3748
2023-09-16,6.3748
2023-09-17,6.3748
2023-09-18,6.4215
2023-09-19,6.4979
2023-09-20,6.4371
2023-09-21,6.3466
2023-09-22,6.2787
2023-09-23,6.2787
2023-09-24,6.2787
2023-09-25,6.3169
2023-09-26,6.2461
2023-09-27,6.3536
2023-09-28,6.4894
2023-09-29,8.333
2023-09-30,8.333
2023-10-01,8.333
2023-10-02,8.3969
2023-10-03,8.2756
2023-10-04,8.333
2023-10-05,8.3281
2023-10-06,8.2723
2023-10-07,8.2723
2023-10-08,8.2723
2023-10-09,8.2412
2023-10-10,8.3985
2023-10-11,8.4543
2023-10-12,8.2527
2023-10-13,8.3149
2023-10-14,8.3149
2023-10-15,8.3149
2023-10-16,8.5379
2023-10-17,8.6804
2023-10-18,8.5952
2023-10-19,8.5231
2023-10-20,8.4936
2023-10-21,8.4936
2023-10-22,8.4936
2023-10-23,8.2658
2023-10-24,8.1511
2023-10-25,8.0527
2023-10-26,7.7298
2023-10-27,7.6708
2023-10-28,7.6708
2023-10-29,7.6708
2023-10-30,7.6938
2023-10-31,7.3987
2023-11-01,7.594
2023-11-02,7.4768
2023-11-03,7.8919
2023-11-04,7.8919
2023-11-05,7.8919
2023-11-06,7.6021
2023-11-07,7.3873
2023-11-08,7.3629
2023-11-09,7.2327
2023-11-10,7.3319
2023-11-11,7.3319
2023-11-12,7.3319
2023-11-13,7.2408
2023-11-14,7.7714
2023-11-15,7.9537
2023-11-16,7.6933
2023-11-17,7.8365
2023-11-18,7.8365
2023-11-19,7.8365
2023-11-20,7.9082
2023-11-21,7.8479
2023-11-22,7.7405
2023-11-23,7.7405
2023-11-24,7.747
2023-11-25,7.747
2023-11-26,7.747
2023-11-27,7.5989
2023-11-28,7.6575
2023-11-29,7.6038
2023-11-30,7.4996
2023-12-01,7.9635
2023-12-02,7.9635
2023-12-03,7.9635
2023-12-04,7.9749
2023-12-05,7.7454
2023-12-06,7.7861
2023-12-07,7.9513
2023-12-08,7.9472
2023-12-09,7.9472
2023-12-10,7.9472
2023-12-11,7.9309
2023-12-12,7.7584
2023-12-13,8.1165
2023-12-14,8.6048
2023-12-15,8.6878
2023-12-16,8.6878
2023-12-17,8.6878
2023-12-18,8.7562
2023-12-19,8.9759
2023-12-20,8.8864
2023-12-21,9.2005
2023-12-22,9.1826
2023-12-23,9.1826
2023-12-24,9.1826
2023-12-25,9.1826
2023-12-26,9.3145
2023-12-27,9.3747
2023-12-28,9.2917
2023-12-29,12.21
2023-12-30,12.21
2023-12-31,12.21
2024-01-01,12.21
2024-01-02,12.0067
2024-01-03,11.4997
2024-01-04,11.6315
2024-01-05,11.6538
2024-01-06,11.6538
2024-01-07,11.6538
2024-01-08,11.8571
2024-01-09,11.7074
2024-01-10,11.627
2024-01-11,11.5824
2024-01-12,11.3947
2024-01-13,11.3947
2024-01-14,11.3947
2024-01-15,11.3947
2024-01-16,11.129
2024-01-17,11.1558
2024-01-18,11.3635
2024-01-19,11.627
2024-01-20,11.627
2024-01-21,11.627
2024-01-22,11.8816
2024-01-23,11.8035
2024-01-24,11.6092
2024-01-25,11.263
2024-01-26,11.1334
2024-01-27,11.1334
2024-01-28,11.1334
2024-01-29,11.3635
2024-01-30,9.2636
2024-01-31,9.3061
2024-02-01,10.0086
2024-02-02,10.3262
2024-02-03,10.3262
2024-02-04,10.3262
2024-02-05,10.0354
2024-02-06,10.0399
2024-02-07,10.0287
2024-02-08,10.3933
2024-02-09,10.9191
2024-02-10,10.9191
2024-02-11,10.9191
2024-02-12,11.098
2024-02-13,10.5231
2024-02-14,10.5678
2024-02-15,10.8587
2024-02-16,10.588
2024-02-17,10.588
2024-02-18,10.588
2024-02-19,10.588
2024-02-20,9.6193
2024-02-21,9.5365
2024-02-22,9.494
2024-02-23,9.4045
2024-02-24,9.4045
2024-02-25,9.4045
2024-02-26,9.7244
2024-02-27,9.796
2024-02-28,9.6327
2024-02-29,9.7289
2024-03-01,9.758
2024-03-02,9.758
2024-03-03,9.758
2024-03-04,9.5432
2024-03-05,9.4806
2024-03-06,9.2815
2024-03-07,9.3083
2024-03-08,9.2949
2024-03-09,9.2949
2024-03-10,9.2949
2024-03-11,9.0287
2024-03-12,9.013
2024-03-13,8.9951
2024-03-14,8.5209
2024-03-15,8.7669
2024-03-16,8.7669
2024-03-17,8.7669
2024-03-18,8.7379
2024-03-19,8.8162
2024-03-20,9.069
2024-03-21,9.2077
2024-03-22,9.0645
2024-03-23,9.0645
2024-03-24,9.0645
2024-03-25,9.0578
2024-03-26,8.9974
2024-03-27,9.3732
2024-03-28,9.6484
2024-03-29,9.6484
2024-03-30,9.6484
2024-03-31,9.6484
2024-04-01,9.7334
2024-04-02,9.5141
2024-04-03,9.5678
2024-04-04,9.3933
2024-04-05,9.588
2024-04-06,9.588
2024-04-07,9.588
2024-04-08,9.5611
