,MA US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,31.3481
2020-01-02,31.8491
2020-01-03,31.5401
2020-01-04,31.5401
2020-01-05,31.5401
2020-01-06,31.6237
2020-01-07,31.5172
2020-01-08,32.0277
2020-01-09,32.4452
2020-01-10,32.6613
2020-01-11,32.6613
2020-01-12,32.6613
2020-01-13,33.0831
2020-01-14,32.606
2020-01-15,32.9829
2020-01-16,33.6144
2020-01-17,33.9652
2020-01-18,33.9652
2020-01-19,33.9652
2020-01-20,33.9652
2020-01-21,33.7846
2020-01-22,34.0331
2020-01-23,34.103
2020-01-24,33.9663
2020-01-25,33.9663
2020-01-26,33.9663
2020-01-27,33.1415
2020-01-28,33.6113
2020-01-29,33.5548
2020-01-30,33.9862
2020-01-31,33.0984
2020-02-01,33.0984
2020-02-02,33.0984
2020-02-03,33.9924
2020-02-04,34.4717
2020-02-05,34.3884
2020-02-06,34.4905
2020-02-07,34.2508
2020-02-08,34.2508
2020-02-09,34.2508
2020-02-10,34.5926
2020-02-11,34.6593
2020-02-12,34.9969
2020-02-13,35.172
2020-02-14,35.6377
2020-02-15,35.6377
2020-02-16,35.6377
2020-02-17,35.6377
2020-02-18,35.6679
2020-02-19,36.0132
2020-02-20,36.0017
2020-02-21,35.5077
2020-02-22,35.5077
2020-02-23,35.5077
2020-02-24,33.9445
2020-02-25,31.6793
2020-02-26,31.1748
2020-02-27,29.9039
2020-02-28,30.3646
2020-02-29,30.3646
2020-03-01,30.3646
2020-03-02,32.0797
2020-03-03,30.5466
2020-03-04,31.6241
2020-03-05,30.4146
2020-03-06,30.0277
2020-03-07,30.0277
2020-03-08,30.0277
2020-03-09,27.4275
2020-03-10,29.3579
2020-03-11,28.2336
2020-03-12,25.2944
2020-03-13,28.2596
2020-03-14,28.2596
2020-03-15,28.2596
2020-03-16,24.6859
2020-03-17,24.9179
2020-03-18,23.883
2020-03-19,23.8019
2020-03-20,22.1659
2020-03-21,22.1659
2020-03-22,22.1659
2020-03-23,21.3214
2020-03-24,24.8336
2020-03-25,26.8524
2020-03-26,27.5492
2020-03-27,25.934
2020-03-28,25.934
2020-03-29,25.934
2020-03-30,26.5164
2020-03-31,25.3235
2020-04-01,23.9764
2020-04-02,25.0448
2020-04-03,24.8523
2020-04-04,24.8523
2020-04-05,24.8523
2020-04-06,27.8597
2020-04-07,27.1461
2020-04-08,28.3809
2020-04-09,28.2197
2020-04-10,28.2197
2020-04-11,28.2197
2020-04-12,28.2197
2020-04-13,27.5893
2020-04-14,28.357
2020-04-15,26.9443
2020-04-16,25.8645
2020-04-17,27.2387
2020-04-18,27.2387
2020-04-19,27.2387
2020-04-20,26.3815
2020-04-21,25.7178
2020-04-22,26.9204
2020-04-23,26.8111
2020-04-24,27.1128
2020-04-25,27.1128
2020-04-26,27.1128
2020-04-27,27.7744
2020-04-28,27.7203
2020-04-29,29.666
2020-04-30,28.7601
2020-05-01,28.1129
2020-05-02,28.1129
2020-05-03,28.1129
2020-05-04,28.167
2020-05-05,28.6573
2020-05-06,28.4973
2020-05-07,29.1237
2020-05-08,29.5362
2020-05-09,29.5362
2020-05-10,29.5362
2020-05-11,29.4105
2020-05-12,28.463
2020-05-13,28.1566
2020-05-14,29.0032
2020-05-15,29.1726
2020-05-16,29.1726
2020-05-17,29.1726
2020-05-18,30.3111
2020-05-19,30.3974
2020-05-20,31.2357
2020-05-21,30.7641
2020-05-22,30.8316
2020-05-23,30.8316
2020-05-24,30.8316
2020-05-25,30.8316
2020-05-26,31.7063
2020-05-27,31.3365
2020-05-28,31.5993
2020-05-29,31.4528
2020-05-30,31.4528
2020-05-31,31.4528
2020-06-01,31.5058
2020-06-02,31.7333
2020-06-03,32.0949
2020-06-04,31.5027
2020-06-05,32.5945
2020-06-06,32.5945
2020-06-07,32.5945
2020-06-08,32.4418
2020-06-09,32.554
2020-06-10,32.7265
2020-06-11,30.4514
2020-06-12,31.1308
2020-06-13,31.1308
2020-06-14,31.1308
2020-06-15,31.0664
2020-06-16,31.8258
2020-06-17,31.751
2020-06-18,31.8642
2020-06-19,30.9968
2020-06-20,30.9968
2020-06-21,30.9968
2020-06-22,31.8216
2020-06-23,32.0751
2020-06-24,30.7381
2020-06-25,31.1537
2020-06-26,30.253
2020-06-27,30.253
2020-06-28,30.253
2020-06-29,30.6259
2020-06-30,33.1983
2020-07-01,33.8102
2020-07-02,33.9501
2020-07-03,33.9501
2020-07-04,33.9501
2020-07-05,33.9501
2020-07-06,34.3025
2020-07-07,33.6693
2020-07-08,33.6961
2020-07-09,33.0741
2020-07-10,33.196
2020-07-11,33.196
2020-07-12,33.196
2020-07-13,32.5807
2020-07-14,33.5619
2020-07-15,34.3193
2020-07-16,33.6066
2020-07-17,34.1336
2020-07-18,34.1336
2020-07-19,34.1336
2020-07-20,35.0174
2020-07-21,34.5296
2020-07-22,35.1751
2020-07-23,34.7869
2020-07-24,34.4535
2020-07-25,34.4535
2020-07-26,34.4535
2020-07-27,34.6706
2020-07-28,34.3875
2020-07-29,34.7198
2020-07-30,34.5939
2020-07-31,34.5415
2020-08-01,34.5415
2020-08-02,34.5415
2020-08-03,34.9945
2020-08-04,35.1953
2020-08-05,36.7139
2020-08-06,36.9527
2020-08-07,36.7161
2020-08-08,36.7161
2020-08-09,36.7161
2020-08-10,36.1426
2020-08-11,36.7741
2020-08-12,36.6726
2020-08-13,36.5119
2020-08-14,36.58
2020-08-15,36.58
2020-08-16,36.58
2020-08-17,36.9627
2020-08-18,37.0486
2020-08-19,37.2048
2020-08-20,37.7538
2020-08-21,37.7292
2020-08-22,37.7292
2020-08-23,37.7292
2020-08-24,38.4589
2020-08-25,38.9075
2020-08-26,39.2824
2020-08-27,39.838
2020-08-28,40.9672
2020-08-29,40.9672
2020-08-30,40.9672
2020-08-31,40.0824
2020-09-01,39.9384
2020-09-02,40.3624
2020-09-03,38.4812
2020-09-04,37.496
2020-09-05,37.496
2020-09-06,37.496
2020-09-07,37.496
2020-09-08,36.9236
2020-09-09,38.0126
2020-09-10,37.2584
2020-09-11,36.9538
2020-09-12,36.9538
2020-09-13,36.9538
2020-09-14,37.8966
2020-09-15,37.9568
2020-09-16,38.2592
2020-09-17,37.9892
2020-09-18,37.5239
2020-09-19,37.5239
2020-09-20,37.5239
2020-09-21,36.6971
2020-09-22,37.5295
2020-09-23,36.3267
2020-09-24,36.7373
2020-09-25,37.1356
2020-09-26,37.1356
2020-09-27,37.1356
2020-09-28,37.8732
2020-09-29,37.6322
2020-09-30,40.4373
2020-10-01,41.0554
2020-10-02,40.5157
2020-10-03,40.5157
2020-10-04,40.5157
2020-10-05,41.0411
2020-10-06,40.3493
2020-10-07,41.1184
2020-10-08,41.2669
2020-10-09,42.1275
2020-10-10,42.1275
2020-10-11,42.1275
2020-10-12,42.0859
2020-10-13,41.349
2020-10-14,40.9757
2020-10-15,40.4848
2020-10-16,40.5835
2020-10-17,40.5835
2020-10-18,40.5835
2020-10-19,39.6647
2020-10-20,39.6706
2020-10-21,39.8727
2020-10-22,39.8941
