,NMRK US Equity
2020-04-01,10.5358
2020-04-02,9.9277
2020-04-03,9.754
2020-04-04,9.754
2020-04-05,9.754
2020-04-06,10.1159
2020-04-07,10.5647
2020-04-08,11.0715
2020-04-09,11.5927
2020-04-10,11.5927
2020-04-11,11.5927
2020-04-12,11.5927
2020-04-13,11.2597
2020-04-14,11.4624
2020-04-15,11.1583
2020-04-16,10.724
2020-04-17,10.724
2020-04-18,10.724
2020-04-19,10.724
2020-04-20,10.6806
2020-04-21,10.4344
2020-04-22,10.2752
2020-04-23,10.3765
2020-04-24,10.695
2020-04-25,10.695
2020-04-26,10.695
2020-04-27,11.1728
2020-04-28,11.1583
2020-04-29,11.5348
2020-04-30,11.2162
2020-05-01,10.7529
2020-05-02,10.7529
2020-05-03,10.7529
2020-05-04,10.8688
2020-05-05,11.0859
2020-05-06,10.6806
2020-05-07,10.7964
2020-05-08,11.6506
2020-05-09,11.6506
2020-05-10,11.6506
2020-05-11,11.0615
2020-05-12,10.8726
2020-05-13,10.6402
2020-05-14,10.8726
2020-05-15,10.7855
2020-05-16,10.7855
2020-05-17,10.7855
2020-05-18,11.1632
2020-05-19,10.8436
2020-05-20,11.3957
2020-05-21,11.2794
2020-05-22,11.0324
2020-05-23,11.0324
2020-05-24,11.0324
2020-05-25,11.0324
2020-05-26,11.6136
2020-05-27,12.1947
2020-05-28,12.2819
2020-05-29,11.7734
2020-05-30,11.7734
2020-05-31,11.7734
2020-06-01,11.7443
2020-06-02,11.9187
2020-06-03,13.9963
2020-06-04,13.7348
2020-06-05,14.8825
2020-06-06,14.8825
2020-06-07,14.8825
2020-06-08,15.1586
2020-06-09,14.6573
2020-06-10,13.7493
2020-06-11,12.725
2020-06-12,12.7323
2020-06-13,12.7323
2020-06-14,12.7323
2020-06-15,13.1246
2020-06-16,13.2699
2020-06-17,12.7032
2020-06-18,12.6379
2020-06-19,12.5362
2020-06-20,12.5362
2020-06-21,12.5362
2020-06-22,12.5943
2020-06-23,12.7323
2020-06-24,12.2964
2020-06-25,12.4998
2020-06-26,12.093
2020-06-27,12.093
2020-06-28,12.093
2020-06-29,12.4708
2020-06-30,13.0082
2020-07-01,12.7671
2020-07-02,12.6014
2020-07-03,12.6014
2020-07-04,12.6014
2020-07-05,12.6014
2020-07-06,12.7972
2020-07-07,12.3302
2020-07-08,12.4055
2020-07-09,12.0138
2020-07-10,12.3302
2020-07-11,12.3302
2020-07-12,12.3302
2020-07-13,12.0214
2020-07-14,11.8331
2020-07-15,12.3076
2020-07-16,12.1494
2020-07-17,11.9536
2020-07-18,11.9536
2020-07-19,11.9536
2020-07-20,11.8331
2020-07-21,11.7427
2020-07-22,11.9385
2020-07-23,11.8481
2020-07-24,11.7728
2020-07-25,11.7728
2020-07-26,11.7728
2020-07-27,11.6975
2020-07-28,11.9235
2020-07-29,12.1494
2020-07-30,12.1645
2020-07-31,11.818
2020-08-01,11.818
2020-08-02,11.818
2020-08-03,11.6523
2020-08-04,11.7577
2020-08-05,12.044
2020-08-06,11.9536
2020-08-07,12.3754
2020-08-08,12.3754
2020-08-09,12.3754
2020-08-10,12.8509
2020-08-11,12.8963
2020-08-12,12.8434
2020-08-13,12.6164
2020-08-14,12.6921
2020-08-15,12.6921
2020-08-16,12.6921
2020-08-17,12.6769
2020-08-18,12.1927
2020-08-19,12.1549
2020-08-20,12.1322
2020-08-21,12.0112
2020-08-22,12.0112
2020-08-23,12.0112
2020-08-24,12.2381
2020-08-25,12.1776
2020-08-26,12.1171
2020-08-27,12.1927
2020-08-28,12.4273
2020-08-29,12.4273
2020-08-30,12.4273
2020-08-31,12.3894
2020-09-01,12.1625
2020-09-02,12.3592
2020-09-03,12.2533
2020-09-04,12.223
2020-09-05,12.223
2020-09-06,12.223
2020-09-07,12.223
2020-09-08,12.4954
2020-09-09,12.3894
2020-09-10,12.2684
2020-09-11,12.1171
2020-09-12,12.1171
2020-09-13,12.1171
2020-09-14,12.4348
2020-09-15,12.7375
2020-09-16,12.6467
2020-09-17,12.571
2020-09-18,12.3214
2020-09-19,12.3214
2020-09-20,12.3214
2020-09-21,11.8599
2020-09-22,11.9658
2020-09-23,11.875
2020-09-24,11.875
2020-09-25,12.0717
2020-09-26,12.0717
2020-09-27,12.0717
2020-09-28,12.223
2020-09-29,12.1776
2020-09-30,2.791
2020-10-01,3.3322
2020-10-02,3.3863
2020-10-03,3.3863
2020-10-04,3.3863
2020-10-05,3.3863
2020-10-06,3.8733
2020-10-07,3.6388
2020-10-08,4.0176
2020-10-09,3.9996
2020-10-10,3.9996
2020-10-11,3.9996
2020-10-12,3.9996
2020-10-13,3.9094
2020-10-14,4.1259
2020-10-15,4.3784
2020-10-16,4.2702
2020-10-17,4.2702
2020-10-18,4.2702
2020-10-19,4.0176
2020-10-20,3.9816
2020-10-21,3.6929
2020-10-22,3.9996
2020-10-23,4.0357
2020-10-24,4.0357
2020-10-25,4.0357
2020-10-26,3.3682
2020-10-27,3.242
2020-10-28,2.8271
2020-10-29,3.4945
2020-10-30,3.5396
2020-10-31,3.5396
2020-11-01,3.5396
2020-11-02,3.729
2020-11-03,3.8914
2020-11-04,3.9184
2020-11-05,5.0819
2020-11-06,5.1655
2020-11-07,5.1655
2020-11-08,5.1655
2020-11-09,7.0141
2020-11-10,7.0504
2020-11-11,6.6698
2020-11-12,7.2841
2020-11-13,7.6449
2020-11-14,7.6449
2020-11-15,7.6449
2020-11-16,8.186
2020-11-17,8.166
2020-11-18,7.5447
2020-11-19,7.6649
2020-11-20,7.685
2020-11-21,7.685
2020-11-22,7.685
2020-11-23,8.6069
2020-11-24,9.589
2020-11-25,9.4487
2020-11-26,9.4487
2020-11-27,9.3886
2020-11-28,9.3886
2020-11-29,9.3886
2020-11-30,9.0679
2020-12-01,9.3084
2020-12-02,9.7594
2020-12-03,9.8195
2020-12-04,10.5511
2020-12-05,10.5511
2020-12-06,10.5511
2020-12-07,10.2304
2020-12-08,10.2103
2020-12-09,10.1502
2020-12-10,10.3105
2020-12-11,9.9097
2020-12-12,9.9097
2020-12-13,9.9097
2020-12-14,9.5088
2020-12-15,10.0299
2020-12-16,10.1101
2020-12-17,10.3506
2020-12-18,10.2103
2020-12-19,10.2103
2020-12-20,10.2103
2020-12-21,9.5489
2020-12-22,9.2683
2020-12-23,9.5489
2020-12-24,9.6291
2020-12-25,9.6291
2020-12-26,9.6291
2020-12-27,9.6291
2020-12-28,9.9899
2020-12-29,9.6692
2020-12-30,9.5088
2020-12-31,14.4349
2021-01-01,14.4349
2021-01-02,14.4349
2021-01-03,14.4349
2021-01-04,13.8694
2021-01-05,14.0391
2021-01-06,14.3077
2021-01-07,14.237
2021-01-08,14.2653
2021-01-09,14.2653
2021-01-10,14.2653
2021-01-11,14.1663
2021-01-12,14.1804
2021-01-13,14.1804
2021-01-14,14.1098
2021-01-15,14.1522
2021-01-16,14.1522
2021-01-17,14.1522
2021-01-18,14.1522
2021-01-19,14.0815
2021-01-20,14.1804
2021-01-21,14.3218
2021-01-22,14.4914
2021-01-23,14.4914
2021-01-24,14.4914
2021-01-25,14.6328
2021-01-26,14.5197
2021-01-27,13.9684
2021-01-28,14.1663
2021-01-29,13.6856
2021-01-30,13.6856
2021-01-31,13.6856
2021-02-01,13.9401
2021-02-02,15.3538
2021-02-03,15.0923
2021-02-04,15.6224
2021-02-05,15.4669
2021-02-06,15.4669
2021-02-07,15.4669
2021-02-08,15.9051
2021-02-09,16.2303
2021-02-10,16.202
2021-02-11,16.4847
2021-02-12,16.4423
2021-02-13,16.4423
2021-02-14,16.4423
2021-02-15,16.4423
2021-02-16,16.3575
2021-02-17,16.4706
2021-02-18,17.1774
2021-02-19,18.2801
2021-02-20,18.2801
2021-02-21,18.2801
2021-02-22,18.4639
2021-02-23,18.6053
2021-02-24,18.9799
2021-02-25,19.1566
2021-02-26,18.2942
2021-02-27,18.2942
2021-02-28,18.2942
2021-03-01,18.9728
2021-03-02,18.9202
2021-03-03,18.7414
2021-03-04,17.998
2021-03-05,18.6414
2021-03-06,18.6414
2021-03-07,18.6414
2021-03-08,19.0917
2021-03-09,19.0703
2021-03-10,19.0703
2021-03-11,19.5135
2021-03-12,19.7852
2021-03-13,19.7852
2021-03-14,19.7852
2021-03-15,20.1569
2021-03-16,19.9853
2021-03-17,20.1283
2021-03-18,19.8996
2021-03-19,19.6279
2021-03-20,19.6279
2021-03-21,19.6279
2021-03-22,18.9988
2021-03-23,18.5627
2021-03-24,18.384
2021-03-25,19.2276
2021-03-26,19.2133
2021-03-27,19.2133
2021-03-28,19.2133
2021-03-29,18.8272
2021-03-30,18.77
2021-03-31,16.1574
2021-04-01,16.8066
2021-04-02,16.8066
2021-04-03,16.8066
2021-04-04,16.8066
2021-04-05,16.9119
2021-04-06,16.7014
2021-04-07,16.6312
2021-04-08,16.7248
2021-04-09,16.678
2021-04-10,16.678
2021-04-11,16.678
2021-04-12,16.6546
2021-04-13,16.5844
2021-04-14,16.8417
2021-04-15,16.8066
2021-04-16,16.8651
2021-04-17,16.8651
2021-04-18,16.8651
2021-04-19,16.6663
2021-04-20,16.6487
2021-04-21,17.1225
2021-04-22,17.0523
2021-04-23,16.8183
2021-04-24,16.8183
2021-04-25,16.8183
2021-04-26,16.9119
2021-04-27,16.9353
2021-04-28,17.2628
2021-04-29,17.1576
2021-04-30,17.0289
2021-05-01,17.0289
2021-05-02,17.0289
2021-05-03,17.1693
2021-05-04,17.2044
2021-05-05,17.0991
2021-05-06,18.5496
2021-05-07,19.4035
2021-05-08,19.4035
2021-05-09,19.4035
2021-05-10,19.3906
2021-05-11,19.5902
2021-05-12,19.4728
2021-05-13,19.7664
2021-05-14,19.9308
2021-05-15,19.9308
2021-05-16,19.9308
2021-05-17,19.966
2021-05-18,19.5902
2021-05-19,19.4728
2021-05-20,19.3906
2021-05-21,19.3202
2021-05-22,19.3202
2021-05-23,19.3202
2021-05-24,19.6607
2021-05-25,19.2849
2021-05-26,19.3437
2021-05-27,19.6607
2021-05-28,19.602
2021-05-29,19.602
2021-05-30,19.602
2021-05-31,19.602
2021-06-01,19.7077
2021-06-02,19.7781
2021-06-03,19.6724
2021-06-04,19.555
2021-06-05,19.555
2021-06-06,19.555
2021-06-07,19.649
2021-06-08,19.8251
2021-06-09,19.7194
2021-06-10,19.6607
2021-06-11,19.7899
2021-06-12,19.7899
2021-06-13,19.7899
2021-06-14,19.4963
2021-06-15,20.2596
2021-06-16,20.1187
2021-06-17,19.6607
2021-06-18,18.7565
2021-06-19,18.7565
2021-06-20,18.7565
2021-06-21,19.3084
2021-06-22,19.3906
2021-06-23,19.6842
2021-06-24,19.6842
2021-06-25,19.144
2021-06-26,19.144
2021-06-27,19.144
2021-06-28,18.8974
2021-06-29,18.6039
2021-06-30,18.6039
2021-07-01,18.6039
2021-07-02,18.6039
2021-07-03,18.6039
2021-07-04,18.6039
2021-07-05,18.6039
2021-07-06,18.6039
2021-07-07,18.6039
2021-07-08,18.6039
2021-07-09,18.6039
2021-07-10,18.6039
2021-07-11,18.6039
2021-07-12,18.6039
2021-07-13,18.6039
2021-07-14,18.6039
2021-07-15,18.6039
2021-07-16,18.6039
2021-07-17,18.6039
2021-07-18,18.6039
2021-07-19,18.6039
2021-07-20,18.6039
2021-07-21,18.6039
2021-07-22,18.6039
2021-07-23,18.6039
2021-07-24,18.6039
2021-07-25,18.6039
2021-07-26,18.6039
2021-07-27,18.6039
2021-07-28,18.6039
2021-07-29,18.6039
2021-07-30,18.6039
2021-07-31,18.6039
2021-08-01,18.6039
2021-08-02,18.6039
2021-08-03,18.6039
2021-08-04,18.6039
2021-08-05,18.6039
2021-08-06,18.6039
2021-08-07,18.6039
2021-08-08,18.6039
2021-08-09,18.6039
2021-08-10,18.6039
2021-08-11,18.6039
2021-08-12,18.6039
2021-08-13,18.6039
2021-08-14,18.6039
2021-08-15,18.6039
2021-08-16,18.6039
2021-08-17,18.6039
2021-08-18,18.6039
2021-08-19,18.6039
2021-08-20,18.6039
2021-08-21,18.6039
2021-08-22,18.6039
2021-08-23,18.6039
2021-08-24,18.6039
2021-08-25,18.6039
2021-08-26,18.6039
2021-08-27,18.6039
2021-08-28,18.6039
2021-08-29,18.6039
2021-08-30,18.6039
2021-08-31,18.6039
2021-09-01,18.6039
2021-09-02,18.6039
2021-09-03,18.6039
2021-09-04,18.6039
2021-09-05,18.6039
2021-09-06,18.6039
2021-09-07,18.6039
2021-09-08,18.6039
2021-09-09,18.6039
2021-09-10,18.6039
2021-09-11,18.6039
2021-09-12,18.6039
2021-09-13,18.6039
2021-09-14,18.6039
2021-09-15,18.6039
2021-09-16,18.6039
2021-09-17,18.6039
2021-09-18,18.6039
2021-09-19,18.6039
2021-09-20,18.6039
2021-09-21,18.6039
2021-09-22,18.6039
2021-09-23,18.6039
2021-09-24,18.6039
2021-09-25,18.6039
2021-09-26,18.6039
2021-09-27,18.6039
2021-09-28,18.6039
2021-09-29,18.6039
2021-09-30,18.6039
2021-10-01,18.6039
2021-10-02,18.6039
2021-10-03,18.6039
2021-10-04,18.6039
2021-10-05,18.6039
2021-10-06,18.6039
2021-10-07,18.6039
2021-10-08,18.6039
2021-10-09,18.6039
2021-10-10,18.6039
2021-10-11,18.6039
2021-10-12,18.6039
2021-10-13,18.6039
2021-10-14,18.6039
2021-10-15,18.6039
2021-10-16,18.6039
2021-10-17,18.6039
2021-10-18,18.6039
2021-10-19,18.6039
2021-10-20,18.6039
2021-10-21,18.6039
2021-10-22,18.6039
2021-10-23,18.6039
2021-10-24,18.6039
2021-10-25,18.6039
2021-10-26,18.6039
2021-10-27,18.6039
2021-10-28,18.6039
2021-10-29,18.6039
2021-10-30,18.6039
2021-10-31,18.6039
2021-11-01,18.6039
2021-11-02,18.6039
2021-11-03,18.6039
2021-11-04,18.6039
2021-11-05,18.6039
2021-11-06,18.6039
2021-11-07,18.6039
2021-11-08,18.6039
2021-11-09,18.6039
2021-11-10,18.6039
2021-11-11,18.6039
2021-11-12,18.6039
2021-11-13,18.6039
2021-11-14,18.6039
2021-11-15,18.6039
2021-11-16,18.6039
2021-11-17,18.6039
2021-11-18,18.6039
2021-11-19,18.6039
2021-11-20,18.6039
2021-11-21,18.6039
2021-11-22,18.6039
2021-11-23,18.6039
2021-11-24,18.6039
2021-11-25,18.6039
2021-11-26,18.6039
2021-11-27,18.6039
2021-11-28,18.6039
2021-11-29,18.6039
2021-11-30,18.6039
2021-12-01,18.6039
2021-12-02,18.6039
2021-12-03,18.6039
2021-12-04,18.6039
2021-12-05,18.6039
2021-12-06,18.6039
2021-12-07,18.6039
2021-12-08,18.6039
2021-12-09,18.6039
2021-12-10,18.6039
2021-12-11,18.6039
2021-12-12,18.6039
2021-12-13,18.6039
2021-12-14,18.6039
2021-12-15,18.6039
2021-12-16,18.6039
2021-12-17,18.6039
2021-12-18,18.6039
2021-12-19,18.6039
2021-12-20,18.6039
2021-12-21,18.6039
2021-12-22,18.6039
2021-12-23,18.6039
2021-12-24,18.6039
2021-12-25,18.6039
2021-12-26,18.6039
2021-12-27,18.6039
2021-12-28,18.6039
2021-12-29,18.6039
2021-12-30,18.6039
2021-12-31,122.8816
2022-01-01,122.8816
2022-01-02,122.8816
2022-01-03,121.0264
2022-01-04,121.4504
2022-01-05,116.3618
2022-01-06,115.8317
2022-01-07,112.8634
2022-01-08,112.8634
2022-01-09,112.8634
2022-01-10,112.1213
2022-01-11,113.0224
2022-01-12,113.8175
2022-01-13,112.5983
2022-01-14,110.9021
2022-01-15,110.9021
2022-01-16,110.9021
2022-01-17,110.9021
2022-01-18,108.8349
2022-01-19,105.8665
2022-01-20,104.6474
2022-01-21,102.9511
2022-01-22,102.9511
2022-01-23,102.9511
2022-01-24,103.6402
2022-01-25,101.732
2022-01-26,101.732
2022-01-27,100.9899
2022-01-28,101.997
2022-01-29,101.997
2022-01-30,101.997
2022-01-31,104.9124
2022-02-01,105.0714
2022-02-02,106.5026
2022-02-03,106.1315
2022-02-04,105.8135
2022-02-05,105.8135
2022-02-06,105.8135
2022-02-07,107.0857
2022-02-08,109.2059
2022-02-09,111.8562
2022-02-10,112.2803
2022-02-11,114.1355
2022-02-12,114.1355
2022-02-13,114.1355
2022-02-14,109.0469
2022-02-15,110.4781
2022-02-16,118.8001
2022-02-17,116.7859
2022-02-18,116.7328
2022-02-19,116.7328
2022-02-20,116.7328
2022-02-21,116.7328
2022-02-22,119.5952
2022-02-23,112.2273
2022-02-24,113.6055
2022-02-25,119.1711
2022-02-26,119.1711
2022-02-27,119.1711
2022-02-28,117.4749
2022-03-01,112.2803
2022-03-02,108.7052
2022-03-03,107.2081
2022-03-04,104.5038
2022-03-05,104.5038
2022-03-06,104.5038
2022-03-07,100.7853
2022-03-08,101.6063
2022-03-09,103.7794
2022-03-10,100.3507
2022-03-11,99.578
2022-03-12,99.578
2022-03-13,99.578
2022-03-14,99.24
2022-03-15,98.0326
2022-03-16,101.2199
2022-03-17,103.1033
2022-03-18,100.7853
2022-03-19,100.7853
2022-03-20,100.7853
2022-03-21,99.6263
2022-03-22,100.8336
2022-03-23,99.3365
2022-03-24,98.8536
2022-03-25,98.8536
2022-03-26,98.8536
2022-03-27,98.8536
2022-03-28,99.6746
2022-03-29,102.0892
2022-03-30,101.7028
2022-03-31,56.0795
2022-04-01,56.6064
2022-04-02,56.6064
2022-04-03,56.6064
2022-04-04,56.1966
2022-04-05,54.9088
2022-04-06,52.0698
2022-04-07,50.138
2022-04-08,49.0551
2022-04-09,49.0551
2022-04-10,49.0551
2022-04-11,49.1429
2022-04-12,48.2648
2022-04-13,49.26
2022-04-14,48.3819
2022-04-15,48.3819
2022-04-16,48.3819
2022-04-17,48.3819
2022-04-18,47.1234
2022-04-19,48.7039
2022-04-20,49.2892
2022-04-21,49.0258
2022-04-22,47.8551
2022-04-23,47.8551
2022-04-24,47.8551
2022-04-25,47.8551
2022-04-26,47.0648
2022-04-27,47.1526
2022-04-28,48.7331
2022-04-29,45.0453
2022-04-30,45.0453
2022-05-01,45.0453
2022-05-02,44.6648
2022-05-03,45.1916
2022-05-04,46.7429
2022-05-05,45.1624
2022-05-06,44.9575
2022-05-07,44.9575
2022-05-08,44.9575
2022-05-09,43.0363
2022-05-10,41.7436
2022-05-11,42.2319
2022-05-12,41.0829
2022-05-13,42.0883
2022-05-14,42.0883
2022-05-15,42.0883
2022-05-16,42.0308
2022-05-17,42.3181
2022-05-18,40.9967
2022-05-19,41.3989
2022-05-20,40.3073
2022-05-21,40.3073
2022-05-22,40.3073
2022-05-23,40.5658
2022-05-24,39.2157
2022-05-25,39.5317
2022-05-26,41.284
2022-05-27,41.9159
2022-05-28,41.9159
2022-05-29,41.9159
2022-05-30,41.9159
2022-05-31,41.284
2022-06-01,40.1349
2022-06-02,40.5084
2022-06-03,39.1008
2022-06-04,39.1008
2022-06-05,39.1008
2022-06-06,40.02
2022-06-07,39.6178
2022-06-08,38.5262
2022-06-09,37.4059
2022-06-10,36.8314
2022-06-11,36.8314
2022-06-12,36.8314
2022-06-13,34.9067
2022-06-14,35.5674
2022-06-15,35.826
2022-06-16,34.7918
2022-06-17,36.7165
2022-06-18,36.7165
2022-06-19,36.7165
2022-06-20,36.7165
2022-06-21,36.4292
2022-06-22,36.2856
2022-06-23,37.2048
2022-06-24,38.3826
2022-06-25,38.3826
2022-06-26,38.3826
2022-06-27,38.1241
2022-06-28,37.4634
2022-06-29,37.4634
2022-06-30,6.0939
2022-07-01,6.226
2022-07-02,6.226
2022-07-03,6.226
2022-07-04,6.226
2022-07-05,6.2084
2022-07-06,6.0499
2022-07-07,6.16
2022-07-08,6.1776
2022-07-09,6.1776
2022-07-10,6.1776
2022-07-11,6.2304
2022-07-12,6.2921
2022-07-13,6.2921
2022-07-14,6.2965
2022-07-15,6.4329
2022-07-16,6.4329
2022-07-17,6.4329
2022-07-18,6.521
2022-07-19,6.6619
2022-07-20,6.7676
2022-07-21,6.7543
2022-07-22,6.772
2022-07-23,6.772
2022-07-24,6.772
2022-07-25,6.8204
2022-07-26,6.7808
2022-07-27,6.8996
2022-07-28,6.9877
2022-07-29,6.8556
2022-07-30,6.8556
2022-07-31,6.8556
2022-08-01,6.6047
2022-08-02,6.5386
2022-08-03,6.4329
2022-08-04,6.455
2022-08-05,6.5474
2022-08-06,6.5474
2022-08-07,6.5474
2022-08-08,6.5606
2022-08-09,6.3987
2022-08-10,6.4804
2022-08-11,6.532
2022-08-12,6.5965
2022-08-13,6.5965
2022-08-14,6.5965
2022-08-15,6.6653
2022-08-16,6.661
2022-08-17,6.6395
2022-08-18,6.6696
2022-08-19,6.6008
2022-08-20,6.6008
2022-08-21,6.6008
2022-08-22,6.188
2022-08-23,6.317
2022-08-24,6.3729
2022-08-25,6.489
2022-08-26,6.2998
2022-08-27,6.2998
2022-08-28,6.2998
2022-08-29,6.2697
2022-08-30,6.231
2022-08-31,6.2439
2022-09-01,6.2482
2022-09-02,6.2138
2022-09-03,6.2138
2022-09-04,6.2138
2022-09-05,6.2138
2022-09-06,5.9644
2022-09-07,6.1149
2022-09-08,6.2009
2022-09-09,6.3256
2022-09-10,6.3256
2022-09-11,6.3256
2022-09-12,6.403
2022-09-13,6.2525
2022-09-14,6.2783
2022-09-15,6.2783
2022-09-16,6.2482
2022-09-17,6.2482
2022-09-18,6.2482
2022-09-19,6.3213
2022-09-20,6.1751
2022-09-21,5.9171
2022-09-22,5.7666
2022-09-23,5.5817
2022-09-24,5.5817
2022-09-25,5.5817
2022-09-26,5.4828
2022-09-27,5.3495
2022-09-28,5.414
2022-09-29,5.2592
2022-09-30,5.9615
2022-10-01,5.9615
2022-10-02,5.9615
2022-10-03,6.1467
2022-10-04,6.4001
2022-10-05,6.3465
2022-10-06,6.3513
2022-10-07,6.1174
2022-10-08,6.1174
2022-10-09,6.1174
2022-10-10,6.1272
2022-10-11,6.1759
2022-10-12,6.1418
2022-10-13,6.249
2022-10-14,6.1808
2022-10-15,6.1808
2022-10-16,6.1808
2022-10-17,6.3611
2022-10-18,6.3952
2022-10-19,6.1515
2022-10-20,6.1321
2022-10-21,6.21
2022-10-22,6.21
2022-10-23,6.21
2022-10-24,6.3659
2022-10-25,6.5267
2022-10-26,6.595
2022-10-27,6.5852
2022-10-28,5.9177
2022-10-29,5.9177
2022-10-30,5.9177
2022-10-31,6.0249
2022-11-01,6.0297
2022-11-02,5.7812
2022-11-03,5.6886
2022-11-04,5.8543
2022-11-05,5.8543
2022-11-06,5.8543
2022-11-07,5.8331
2022-11-08,5.7529
2022-11-09,5.6821
2022-11-10,6.0314
2022-11-11,6.1588
2022-11-12,6.1588
2022-11-13,6.1588
2022-11-14,5.9983
2022-11-15,6.0502
2022-11-16,5.9511
2022-11-17,5.8709
2022-11-18,5.8662
2022-11-19,5.8662
2022-11-20,5.8662
2022-11-21,5.8709
2022-11-22,5.9323
2022-11-23,5.9842
2022-11-24,5.9842
2022-11-25,6.0219
2022-11-26,6.0219
2022-11-27,6.0219
2022-11-28,5.8473
2022-11-29,5.9747
2022-11-30,6.0361
2022-12-01,6.1399
2022-12-02,6.0927
2022-12-03,6.0927
2022-12-04,6.0927
2022-12-05,6.0361
2022-12-06,6.0455
2022-12-07,6.003
2022-12-08,5.97
2022-12-09,5.9653
2022-12-10,5.9653
2022-12-11,5.9653
2022-12-12,5.7057
2022-12-13,6.0361
2022-12-14,6.003
2022-12-15,5.8662
2022-12-16,5.7671
2022-12-17,5.7671
2022-12-18,5.7671
2022-12-19,5.7104
2022-12-20,5.7388
2022-12-21,5.8095
2022-12-22,5.7718
2022-12-23,5.8095
2022-12-24,5.8095
2022-12-25,5.8095
2022-12-26,5.8095
2022-12-27,5.7812
2022-12-28,5.7388
2022-12-29,5.8662
2022-12-30,9.0541
2022-12-31,9.0541
2023-01-01,9.0541
2023-01-02,9.0541
2023-01-03,9.1687
2023-01-04,9.3834
2023-01-05,9.2331
2023-01-06,9.4192
2023-01-07,9.4192
2023-01-08,9.4192
2023-01-09,9.3262
2023-01-10,9.362
2023-01-11,9.4837
2023-01-12,9.6411
2023-01-13,9.5982
2023-01-14,9.5982
2023-01-15,9.5982
2023-01-16,9.5982
2023-01-17,9.6555
2023-01-18,9.5982
2023-01-19,9.591
2023-01-20,9.6268
2023-01-21,9.6268
2023-01-22,9.6268
2023-01-23,9.7557
2023-01-24,9.5123
2023-01-25,9.5266
2023-01-26,9.591
2023-01-27,9.4765
2023-01-28,9.4765
2023-01-29,9.4765
2023-01-30,9.362
2023-01-31,9.4837
2023-02-01,9.4693
2023-02-02,9.8487
2023-02-03,9.7986
2023-02-04,9.7986
2023-02-05,9.7986
2023-02-06,9.5409
2023-02-07,9.5839
2023-02-08,9.2617
2023-02-09,9.5409
2023-02-10,9.5982
2023-02-11,9.5982
2023-02-12,9.5982
2023-02-13,9.6483
2023-02-14,9.6411
2023-02-15,9.7127
2023-02-16,9.4407
2023-02-17,9.4049
2023-02-18,9.4049
2023-02-19,9.4049
2023-02-20,9.4049
2023-02-21,9.0756
2023-02-22,9.1758
2023-02-23,9.2188
2023-02-24,9.14
2023-02-25,9.14
2023-02-26,9.14
2023-02-27,9.0613
2023-02-28,9.0899
2023-03-01,9.0828
2023-03-02,8.8823
2023-03-03,9.0183
2023-03-04,9.0183
2023-03-05,9.0183
2023-03-06,8.911
2023-03-07,8.8465
2023-03-08,9.0112
2023-03-09,8.7821
2023-03-10,8.5817
2023-03-11,8.5817
2023-03-12,8.5817
2023-03-13,8.4027
2023-03-14,8.3669
2023-03-15,8.3526
2023-03-16,8.4027
2023-03-17,8.1565
2023-03-18,8.1565
