,EXC US Equity
2023-03-19,24.4166
2023-03-20,24.321
2023-03-21,23.9805
2023-03-22,23.6818
2023-03-23,23.5385
2023-03-24,23.8491
2023-03-25,23.8491
2023-03-26,23.8491
2023-03-27,23.9327
2023-03-28,24.0223
2023-03-29,24.1209
2023-03-30,24.2105
2023-03-31,23.3472
2023-04-01,23.3472
2023-04-02,23.3472
2023-04-03,23.3247
2023-04-04,23.3387
2023-04-05,23.6397
2023-04-06,23.6762
2023-04-07,23.6762
2023-04-08,23.6762
2023-04-09,23.6762
2023-04-10,23.7325
2023-04-11,23.7325
2023-04-12,23.6819
2023-04-13,23.6284
2023-04-14,23.4147
2023-04-15,23.4147
2023-04-16,23.4147
2023-04-17,23.5665
2023-04-18,23.6172
2023-04-19,23.6706
2023-04-20,23.6594
2023-04-21,23.7212
2023-04-22,23.7212
2023-04-23,23.7212
2023-04-24,23.7859
2023-04-25,23.8309
2023-04-26,23.6003
2023-04-27,23.5975
2023-04-28,23.5019
2023-04-29,23.5019
2023-04-30,23.5019
2023-05-01,23.71
2023-05-02,23.5384
2023-05-03,23.4709
2023-05-04,23.5356
2023-05-05,23.6172
2023-05-06,23.6172
2023-05-07,23.6172
2023-05-08,23.5947
2023-05-09,23.5525
2023-05-10,23.6369
2023-05-11,23.5131
2023-05-12,23.3078
2023-05-13,23.3078
2023-05-14,23.3078
2023-05-15,23.0293
2023-05-16,22.6383
2023-05-17,22.6074
2023-05-18,22.644
2023-05-19,22.779
2023-05-20,22.779
2023-05-21,22.779
2023-05-22,22.8493
2023-05-23,22.9393
2023-05-24,22.8577
2023-05-25,22.6777
2023-05-26,22.644
2023-05-27,22.644
2023-05-28,22.644
2023-05-29,22.644
2023-05-30,22.6299
2023-05-31,22.7171
2023-06-01,22.6693
2023-06-02,22.7284
2023-06-03,22.7284
2023-06-04,22.7284
2023-06-05,22.8099
2023-06-06,22.7452
2023-06-07,22.9112
2023-06-08,22.8521
2023-06-09,22.838
2023-06-10,22.838
2023-06-11,22.838
2023-06-12,22.7902
2023-06-13,22.7593
2023-06-14,22.8493
2023-06-15,23.0462
2023-06-16,23.1559
2023-06-17,23.1559
2023-06-18,23.1559
2023-06-19,23.1559
2023-06-20,23.0237
2023-06-21,23.0715
2023-06-22,22.9674
2023-06-23,22.779
2023-06-24,22.779
2023-06-25,22.779
2023-06-26,22.9759
2023-06-27,23.0462
2023-06-28,22.8409
2023-06-29,22.8465
2023-06-30,23.2149
2023-07-01,23.2149
2023-07-02,23.2149
2023-07-03,23.3018
2023-07-04,23.3018
2023-07-05,23.4224
2023-07-06,23.3046
2023-07-07,23.2766
2023-07-08,23.2766
2023-07-09,23.2766
2023-07-10,23.2822
2023-07-11,23.4869
2023-07-12,23.5823
2023-07-13,23.6188
2023-07-14,23.5739
2023-07-15,23.5739
2023-07-16,23.5739
2023-07-17,23.5066
2023-07-18,23.3663
2023-07-19,23.4308
2023-07-20,23.5711
2023-07-21,23.7225
2023-07-22,23.7225
2023-07-23,23.7225
2023-07-24,23.8011
2023-07-25,23.8544
2023-07-26,23.9049
2023-07-27,23.5571
2023-07-28,23.4841
2023-07-29,23.4841
2023-07-30,23.4841
2023-07-31,23.529
2023-08-01,23.4196
2023-08-02,23.428
2023-08-03,23.1476
2023-08-04,22.9849
2023-08-05,22.9849
2023-08-06,22.9849
2023-08-07,22.9989
2023-08-08,23.0298
2023-08-09,23.0774
2023-08-10,23.0606
2023-08-11,23.1504
2023-08-12,23.1504
2023-08-13,23.1504
2023-08-14,23.0298
2023-08-15,22.8923
2023-08-16,22.954
2023-08-17,22.9961
2023-08-18,23.0101
2023-08-19,23.0101
2023-08-20,23.0101
2023-08-21,22.9344
2023-08-22,23.0073
2023-08-23,23.0774
2023-08-24,23.0298
2023-08-25,23.0915
2023-08-26,23.0915
2023-08-27,23.0915
2023-08-28,23.0774
2023-08-29,23.1476
2023-08-30,23.1251
2023-08-31,23.041
2023-09-01,23.0045
2023-09-02,23.0045
2023-09-03,23.0045
2023-09-04,23.0045
2023-09-05,22.8699
2023-09-06,22.9681
2023-09-07,23.1672
2023-09-08,23.17
2023-09-09,23.17
2023-09-10,23.17
2023-09-11,23.17
2023-09-12,23.1644
2023-09-13,23.3243
2023-09-14,23.5234
2023-09-15,23.4701
2023-09-16,23.4701
2023-09-17,23.4701
2023-09-18,23.4252
2023-09-19,23.3074
2023-09-20,23.2401
2023-09-21,23.1363
2023-09-22,23.0662
2023-09-23,23.0662
2023-09-24,23.0662
2023-09-25,23.0915
2023-09-26,22.7689
2023-09-27,22.6707
2023-09-28,22.4127
2023-09-29,21.8853
2023-09-30,21.8853
2023-10-01,21.8853
2023-10-02,21.5645
2023-10-03,21.6841
2023-10-04,21.782
2023-10-05,21.782
2023-10-06,21.9642
2023-10-07,21.9642
2023-10-08,21.9642
2023-10-09,22.1327
2023-10-10,22.2904
2023-10-11,22.4971
2023-10-12,22.44
2023-10-13,22.4726
2023-10-14,22.4726
2023-10-15,22.4726
2023-10-16,22.5324
2023-10-17,22.5025
2023-10-18,22.4617
2023-10-19,22.4236
2023-10-20,22.2959
2023-10-21,22.2959
2023-10-22,22.2959
2023-10-23,22.0512
2023-10-24,22.1762
2023-10-25,22.2143
2023-10-26,22.2551
2023-10-27,22.0593
2023-10-28,22.0593
2023-10-29,22.0593
2023-10-30,22.0648
2023-10-31,22.198
2023-11-01,22.3584
2023-11-02,22.6765
2023-11-03,22.6384
2023-11-04,22.6384
2023-11-05,22.6384
2023-11-06,22.4916
2023-11-07,22.4155
2023-11-08,22.372
2023-11-09,22.2823
2023-11-10,22.3312
2023-11-11,22.3312
2023-11-12,22.3312
2023-11-13,22.1599
2023-11-14,22.3747
2023-11-15,22.3965
2023-11-16,22.3448
2023-11-17,22.2007
2023-11-18,22.2007
2023-11-19,22.2007
2023-11-20,22.236
2023-11-21,22.1817
2023-11-22,22.1762
2023-11-23,22.1762
2023-11-24,22.2659
2023-11-25,22.2659
2023-11-26,22.2659
2023-11-27,22.2524
2023-11-28,22.2578
2023-11-29,22.0484
2023-11-30,22.0811
2023-12-01,22.2116
2023-12-02,22.2116
2023-12-03,22.2116
2023-12-04,22.1409
2023-12-05,22.0783
2023-12-06,22.3258
2023-12-07,22.3067
2023-12-08,22.2714
2023-12-09,22.2714
2023-12-10,22.2714
2023-12-11,22.3557
2023-12-12,22.3339
2023-12-13,22.7581
2023-12-14,21.9152
2023-12-15,21.26
2023-12-16,21.26
2023-12-17,21.26
2023-12-18,20.9772
2023-12-19,21.2382
2023-12-20,21.0751
2023-12-21,21.1458
2023-12-22,21.1974
2023-12-23,21.1974
2023-12-24,21.1974
2023-12-25,21.1974
2023-12-26,21.2708
2023-12-27,21.2382
2023-12-28,21.3578
2023-12-29,19.6379
2023-12-30,19.6379
2023-12-31,19.6379
2024-01-01,19.6379
2024-01-02,19.7787
2024-01-03,19.7071
2024-01-04,19.6676
2024-01-05,19.7392
2024-01-06,19.7392
2024-01-07,19.7392
2024-01-08,19.833
2024-01-09,19.7713
2024-01-10,19.8207
2024-01-11,19.7145
2024-01-12,19.6799
2024-01-13,19.6799
2024-01-14,19.6799
2024-01-15,19.6799
2024-01-16,19.5885
2024-01-17,19.5614
2024-01-18,19.4898
2024-01-19,19.4255
2024-01-20,19.4255
2024-01-21,19.4255
2024-01-22,19.3811
2024-01-23,19.3539
2024-01-24,19.1885
2024-01-25,19.391
2024-01-26,19.4181
2024-01-27,19.4181
2024-01-28,19.4181
2024-01-29,19.4873
2024-01-30,19.428
2024-01-31,19.3687
2024-02-01,19.4206
2024-02-02,19.2551
2024-02-03,19.2551
2024-02-04,19.2551
2024-02-05,19.0748
2024-02-06,19.1465
2024-02-07,19.1934
2024-02-08,19.107
2024-02-09,19.1292
2024-02-10,19.1292
2024-02-11,19.1292
2024-02-12,19.2625
2024-02-13,19.2156
2024-02-14,19.1983
2024-02-15,19.3811
2024-02-16,19.3934
2024-02-17,19.3934
2024-02-18,19.3934
2024-02-19,19.3934
2024-02-20,19.349
2024-02-21,19.7145
2024-02-22,19.67
2024-02-23,19.6947
2024-02-24,19.6947
2024-02-25,19.6947
2024-02-26,19.5713
2024-02-27,19.7145
2024-02-28,19.6132
2024-02-29,19.6231
2024-03-01,19.5367
2024-03-02,19.5367
2024-03-03,19.5367
2024-03-04,19.712
2024-03-05,19.7293
2024-03-06,19.8281
2024-03-07,19.9173
2024-03-08,19.9496
2024-03-09,19.9496
2024-03-10,19.9496
2024-03-11,20.0067
2024-03-12,19.962
2024-03-13,19.9571
2024-03-14,19.8528
2024-03-15,19.8304
2024-03-16,19.8304
2024-03-17,19.8304
2024-03-18,19.8602
2024-03-19,19.9124
2024-03-20,19.8503
2024-03-21,19.967
2024-03-22,19.8851
2024-03-23,19.8851
2024-03-24,19.8851
2024-03-25,19.9223
2024-03-26,19.8503
2024-03-27,20.0365
2024-03-28,20.1011
2024-03-29,20.1011
2024-03-30,20.1011
2024-03-31,20.1011
2024-04-01,20.0167
2024-04-02,20.1036
2024-04-03,20.0117
2024-04-04,20.0142
2024-04-05,20.044
2024-04-06,20.044
2024-04-07,20.044
2024-04-08,20.1533
