,CAR US Equity
2023-02-13,3.857
2023-02-14,4.0937
2023-02-15,4.1198
2023-02-16,4.0061
2023-02-17,3.9451
2023-02-18,3.9451
2023-02-19,3.9451
2023-02-20,3.9451
2023-02-21,3.7955
2023-02-22,3.7791
2023-02-23,3.7465
2023-02-24,3.7281
2023-02-25,3.7281
2023-02-26,3.7281
2023-02-27,3.7565
2023-02-28,3.742
2023-03-01,3.7291
2023-03-02,3.7804
2023-03-03,3.8569
2023-03-04,3.8569
2023-03-05,3.8569
2023-03-06,3.8083
2023-03-07,3.7702
2023-03-08,3.7638
2023-03-09,3.6382
2023-03-10,3.4752
2023-03-11,3.4752
2023-03-12,3.4752
2023-03-13,3.4429
2023-03-14,3.417
2023-03-15,3.4301
2023-03-16,3.3866
2023-03-17,3.2982
2023-03-18,3.2982
2023-03-19,3.2982
2023-03-20,3.3148
2023-03-21,3.3998
2023-03-22,3.3248
2023-03-23,3.3719
2023-03-24,3.3588
2023-03-25,3.3588
2023-03-26,3.3588
2023-03-27,3.3599
2023-03-28,3.3385
2023-03-29,3.3969
2023-03-30,3.4361
2023-03-31,3.7112
2023-04-01,3.7112
2023-04-02,3.7112
2023-04-03,3.6848
2023-04-04,3.6406
2023-04-05,3.5391
2023-04-06,3.5753
2023-04-07,3.5753
2023-04-08,3.5753
2023-04-09,3.5753
2023-04-10,3.6694
2023-04-11,3.7137
2023-04-12,3.6102
2023-04-13,3.5725
2023-04-14,3.5385
2023-04-15,3.5385
2023-04-16,3.5385
2023-04-17,3.5934
2023-04-18,3.5423
2023-04-19,3.5617
2023-04-20,3.485
2023-04-21,3.5272
2023-04-22,3.5272
2023-04-23,3.5272
2023-04-24,3.4951
2023-04-25,3.4196
2023-04-26,3.4211
2023-04-27,3.5208
2023-04-28,3.5267
2023-04-29,3.5267
2023-04-30,3.5267
2023-05-01,3.532
2023-05-02,3.4897
2023-05-03,3.4521
2023-05-04,3.3924
2023-05-05,3.4457
2023-05-06,3.4457
2023-05-07,3.4457
2023-05-08,3.3948
2023-05-09,3.3836
2023-05-10,3.4054
2023-05-11,3.4056
2023-05-12,3.3578
2023-05-13,3.3578
2023-05-14,3.3578
2023-05-15,3.399
2023-05-16,3.3465
2023-05-17,3.4012
2023-05-18,3.3968
2023-05-19,3.3724
2023-05-20,3.3724
2023-05-21,3.3724
2023-05-22,3.423
2023-05-23,3.442
2023-05-24,3.4151
2023-05-25,3.4251
2023-05-26,3.3997
2023-05-27,3.3997
2023-05-28,3.3997
2023-05-29,3.3997
2023-05-30,3.4027
2023-05-31,3.449
2023-06-01,3.4676
2023-06-02,3.5211
2023-06-03,3.5211
2023-06-04,3.5211
2023-06-05,3.5313
2023-06-06,3.6213
2023-06-07,3.6973
2023-06-08,3.7278
2023-06-09,3.71
2023-06-10,3.71
2023-06-11,3.71
2023-06-12,3.7885
2023-06-13,3.7698
2023-06-14,3.8054
2023-06-15,3.844
2023-06-16,3.8232
2023-06-17,3.8232
2023-06-18,3.8232
2023-06-19,3.8232
2023-06-20,4.0266
2023-06-21,3.9812
2023-06-22,4.0164
2023-06-23,4.0233
2023-06-24,4.0233
2023-06-25,4.0233
2023-06-26,4.0284
2023-06-27,4.0335
2023-06-28,4.0647
2023-06-29,4.0693
2023-06-30,4.5919
2023-07-01,4.5919
2023-07-02,4.5919
2023-07-03,4.5852
2023-07-04,4.5852
2023-07-05,4.6365
2023-07-06,4.5695
2023-07-07,4.6483
2023-07-08,4.6483
2023-07-09,4.6483
2023-07-10,4.6777
2023-07-11,4.7116
2023-07-12,4.6749
2023-07-13,4.6884
2023-07-14,4.6577
2023-07-15,4.6577
2023-07-16,4.6577
2023-07-17,4.6785
2023-07-18,4.7557
2023-07-19,4.7151
2023-07-20,4.6079
2023-07-21,4.5654
2023-07-22,4.5654
2023-07-23,4.5654
2023-07-24,4.5438
2023-07-25,4.5337
2023-07-26,4.5462
2023-07-27,4.4818
2023-07-28,4.521
2023-07-29,4.521
2023-07-30,4.521
2023-07-31,4.4965
2023-08-01,4.5037
2023-08-02,4.4638
2023-08-03,4.4583
2023-08-04,4.4868
2023-08-05,4.4868
2023-08-06,4.4868
2023-08-07,4.4766
2023-08-08,4.4836
2023-08-09,4.4669
2023-08-10,4.529
2023-08-11,4.5529
2023-08-12,4.5529
2023-08-13,4.5529
2023-08-14,4.5594
2023-08-15,4.4746
2023-08-16,4.4535
2023-08-17,4.4709
2023-08-18,4.5113
2023-08-19,4.5113
2023-08-20,4.5113
2023-08-21,4.5382
2023-08-22,4.4835
2023-08-23,4.5535
2023-08-24,4.5303
2023-08-25,4.3937
2023-08-26,4.3937
2023-08-27,4.3937
2023-08-28,4.4824
2023-08-29,4.4196
2023-08-30,4.4279
2023-08-31,4.3553
2023-09-01,4.3424
2023-09-02,4.3424
2023-09-03,4.3424
2023-09-04,4.3424
2023-09-05,4.3391
2023-09-06,4.2716
2023-09-07,4.1808
2023-09-08,4.1995
2023-09-09,4.1995
2023-09-10,4.1995
2023-09-11,4.2323
2023-09-12,4.1707
2023-09-13,4.1582
2023-09-14,4.2232
2023-09-15,4.1904
2023-09-16,4.1904
2023-09-17,4.1904
2023-09-18,4.1808
2023-09-19,4.1346
2023-09-20,4.1047
2023-09-21,4.0798
2023-09-22,4.007
2023-09-23,4.007
2023-09-24,4.007
2023-09-25,3.9941
2023-09-26,3.9614
2023-09-27,3.9667
2023-09-28,3.9945
2023-09-29,4.7583
2023-09-30,4.7583
2023-10-01,4.7583
2023-10-02,4.682
2023-10-03,4.6164
2023-10-04,4.6272
2023-10-05,4.6837
2023-10-06,4.745
2023-10-07,4.745
2023-10-08,4.745
2023-10-09,4.7612
2023-10-10,4.7772
2023-10-11,4.8191
2023-10-12,4.7521
2023-10-13,4.6778
2023-10-14,4.6778
2023-10-15,4.6778
2023-10-16,4.704
2023-10-17,4.766
2023-10-18,4.7031
2023-10-19,4.6202
2023-10-20,4.6829
2023-10-21,4.6829
2023-10-22,4.6829
2023-10-23,4.6681
2023-10-24,4.6618
2023-10-25,4.5941
2023-10-26,4.502
2023-10-27,4.5125
2023-10-28,4.5125
2023-10-29,4.5125
2023-10-30,4.5415
2023-10-31,4.5368
2023-11-01,4.5525
2023-11-02,4.6945
2023-11-03,4.8544
2023-11-04,4.8544
2023-11-05,4.8544
2023-11-06,4.8596
2023-11-07,4.7563
2023-11-08,4.7232
2023-11-09,4.7189
2023-11-10,4.7034
2023-11-11,4.7034
2023-11-12,4.7034
2023-11-13,4.6899
2023-11-14,4.7789
2023-11-15,4.7647
2023-11-16,4.6819
2023-11-17,4.7225
2023-11-18,4.7225
2023-11-19,4.7225
2023-11-20,4.7203
2023-11-21,4.6727
2023-11-22,4.685
2023-11-23,4.685
2023-11-24,4.6781
2023-11-25,4.6781
2023-11-26,4.6781
2023-11-27,4.6559
2023-11-28,4.5953
2023-11-29,4.5771
2023-11-30,4.6439
2023-12-01,4.8016
2023-12-02,4.8016
2023-12-03,4.8016
2023-12-04,4.7731
2023-12-05,4.6576
2023-12-06,4.7208
2023-12-07,4.7442
2023-12-08,4.7285
2023-12-09,4.7285
2023-12-10,4.7285
2023-12-11,4.823
2023-12-12,4.7755
2023-12-13,4.8595
2023-12-14,4.7631
2023-12-15,4.786
2023-12-16,4.786
2023-12-17,4.786
2023-12-18,4.7149
2023-12-19,4.716
2023-12-20,4.5906
2023-12-21,4.6676
2023-12-22,4.6368
2023-12-23,4.6368
2023-12-24,4.6368
2023-12-25,4.6368
2023-12-26,4.6194
2023-12-27,4.6029
2023-12-28,4.5845
2023-12-29,4.8253
2023-12-30,4.8253
2023-12-31,4.8253
2024-01-01,4.8253
2024-01-02,4.8045
2024-01-03,4.6941
2024-01-04,4.6797
2024-01-05,4.6805
2024-01-06,4.6805
2024-01-07,4.6805
2024-01-08,4.7423
2024-01-09,4.7343
2024-01-10,4.7179
2024-01-11,4.6861
2024-01-12,4.6092
2024-01-13,4.6092
2024-01-14,4.6092
2024-01-15,4.6092
2024-01-16,4.5939
2024-01-17,4.5953
2024-01-18,4.6495
2024-01-19,4.6566
2024-01-20,4.6566
2024-01-21,4.6566
2024-01-22,4.728
2024-01-23,4.7052
2024-01-24,4.6916
2024-01-25,4.7756
2024-01-26,4.7857
2024-01-27,4.7857
2024-01-28,4.7857
2024-01-29,4.8021
2024-01-30,4.7445
2024-01-31,4.6504
2024-02-01,4.6381
2024-02-02,4.6236
2024-02-03,4.6236
2024-02-04,4.6236
2024-02-05,4.5495
2024-02-06,4.6701
2024-02-07,4.6853
2024-02-08,4.6818
2024-02-09,4.7172
2024-02-10,4.7172
2024-02-11,4.7172
2024-02-12,4.7104
2024-02-13,4.213
2024-02-14,4.0853
2024-02-15,4.1003
2024-02-16,3.9565
2024-02-17,3.9565
2024-02-18,3.9565
2024-02-19,3.9565
2024-02-20,3.8806
2024-02-21,3.8161
2024-02-22,3.8023
2024-02-23,3.8654
2024-02-24,3.8654
2024-02-25,3.8654
2024-02-26,3.8925
2024-02-27,3.8904
2024-02-28,3.9019
2024-02-29,3.9033
2024-03-01,3.9346
2024-03-02,3.9346
2024-03-03,3.9346
2024-03-04,3.8832
2024-03-05,3.8691
2024-03-06,3.867
2024-03-07,3.9469
2024-03-08,3.9528
2024-03-09,3.9528
2024-03-10,3.9528
2024-03-11,3.9503
2024-03-12,3.9673
2024-03-13,3.9672
2024-03-14,3.8971
2024-03-15,3.899
2024-03-16,3.899
2024-03-17,3.899
2024-03-18,3.9043
2024-03-19,4.0002
2024-03-20,4.0114
2024-03-21,3.9944
2024-03-22,3.9719
2024-03-23,3.9719
2024-03-24,3.9719
2024-03-25,4.0351
2024-03-26,4.0358
2024-03-27,4.0952
2024-03-28,4.0855
2024-03-29,4.0855
2024-03-30,4.0855
2024-03-31,4.0855
2024-04-01,4.1275
2024-04-02,4.0828
2024-04-03,4.0684
2024-04-04,4.0582
2024-04-05,4.0724
2024-04-06,4.0724
2024-04-07,4.0724
2024-04-08,4.0792
