,BCO US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,26.1886
2020-01-02,26.5203
2020-01-03,26.3787
2020-01-04,26.3787
2020-01-05,26.3787
2020-01-06,26.7104
2020-01-07,26.5921
2020-01-08,26.8709
2020-01-09,27.2322
2020-01-10,27.3864
2020-01-11,27.3864
2020-01-12,27.3864
2020-01-13,27.3146
2020-01-14,26.928
2020-01-15,26.6534
2020-01-16,26.9322
2020-01-17,26.5562
2020-01-18,26.5562
2020-01-19,26.5562
2020-01-20,26.5562
2020-01-21,26.4168
2020-01-22,26.1168
2020-01-23,26.1675
2020-01-24,26.0661
2020-01-25,26.0661
2020-01-26,26.0661
2020-01-27,25.9795
2020-01-28,25.8971
2020-01-29,25.3837
2020-01-30,25.3457
2020-01-31,24.8176
2020-02-01,24.8176
2020-02-02,24.8176
2020-02-03,25.0943
2020-02-04,25.5147
2020-02-05,25.6816
2020-02-06,24.0845
2020-02-07,24.4627
2020-02-08,24.4627
2020-02-09,24.4627
2020-02-10,24.3465
2020-02-11,24.8197
2020-02-12,24.883
2020-02-13,24.7035
2020-02-14,24.8133
2020-02-15,24.8133
2020-02-16,24.8133
2020-02-17,24.8133
2020-02-18,24.7985
2020-02-19,24.8767
2020-02-20,24.8873
2020-02-21,24.7964
2020-02-22,24.7964
2020-02-23,24.7964
2020-02-24,24.4817
2020-02-25,23.9662
2020-02-26,24.976
2020-02-27,24.1415
2020-02-28,23.6176
2020-02-29,23.6176
2020-03-01,23.6176
2020-03-02,24.3103
2020-03-03,23.7129
2020-03-04,24.3379
2020-03-05,24.1197
2020-03-06,23.7722
2020-03-07,23.7722
2020-03-08,23.7722
2020-03-09,21.9736
2020-03-10,22.3804
2020-03-11,20.7132
2020-03-12,19.2006
2020-03-13,20.5077
2020-03-14,20.5077
2020-03-15,20.5077
2020-03-16,18.8722
2020-03-17,18.9146
2020-03-18,17.6816
2020-03-19,17.2007
2020-03-20,16.5906
2020-03-21,16.5906
2020-03-22,16.5906
2020-03-23,15.8873
2020-03-24,16.5144
2020-03-25,17.635
2020-03-26,18.565
2020-03-27,17.9189
2020-03-28,17.9189
2020-03-29,17.9189
2020-03-30,18.7699
2020-03-31,21.6221
2020-04-01,20.2663
2020-04-02,20.3107
2020-04-03,19.5909
2020-04-04,19.5909
2020-04-05,19.5909
2020-04-06,20.2392
2020-04-07,20.3452
2020-04-08,20.6854
2020-04-09,21.7084
2020-04-10,21.7084
2020-04-11,21.7084
2020-04-12,21.7084
2020-04-13,21.1957
2020-04-14,21.7257
2020-04-15,21.1513
2020-04-16,21.2129
2020-04-17,21.9746
2020-04-18,21.9746
2020-04-19,21.9746
2020-04-20,21.3411
2020-04-21,20.9911
2020-04-22,20.8185
2020-04-23,20.4759
2020-04-24,19.6698
2020-04-25,19.6698
2020-04-26,19.6698
2020-04-27,20.6016
2020-04-28,20.6386
2020-04-29,21.9352
2020-04-30,21.3929
2020-05-01,20.7988
2020-05-02,20.7988
2020-05-03,20.7988
2020-05-04,20.2663
2020-05-05,20.715
2020-05-06,18.9327
2020-05-07,18.9721
2020-05-08,18.923
2020-05-09,18.923
2020-05-10,18.923
2020-05-11,18.2148
2020-05-12,17.973
2020-05-13,17.3833
2020-05-14,17.3759
2020-05-15,18.0322
2020-05-16,18.0322
2020-05-17,18.0322
2020-05-18,18.9378
2020-05-19,18.1063
2020-05-20,18.7898
2020-05-21,18.9403
2020-05-22,18.7774
2020-05-23,18.7774
2020-05-24,18.7774
2020-05-25,18.7774
2020-05-26,19.2019
2020-05-27,19.7275
2020-05-28,19.0119
2020-05-29,18.6861
2020-05-30,18.6861
2020-05-31,18.6861
2020-06-01,19.0612
2020-06-02,19.2487
2020-06-03,19.9175
2020-06-04,20.3493
2020-06-05,21.4004
2020-06-06,21.4004
2020-06-07,21.4004
2020-06-08,22.1234
2020-06-09,21.6373
2020-06-10,21.0846
2020-06-11,20.1321
2020-06-12,20.5393
2020-06-13,20.5393
2020-06-14,20.5393
2020-06-15,20.6182
2020-06-16,20.7712
2020-06-17,20.4036
2020-06-18,20.3369
2020-06-19,19.6436
2020-06-20,19.6436
2020-06-21,19.6436
2020-06-22,19.535
2020-06-23,19.9446
2020-06-24,19.4141
2020-06-25,19.6312
2020-06-26,19.6213
2020-06-27,19.6213
2020-06-28,19.6213
2020-06-29,20.0976
2020-06-30,30.4518
2020-07-01,30.0873
2020-07-02,29.8733
2020-07-03,29.8733
2020-07-04,29.8733
2020-07-05,29.8733
2020-07-06,30.1809
2020-07-07,29.5624
2020-07-08,29.763
2020-07-09,28.7667
2020-07-10,28.887
2020-07-11,28.887
2020-07-12,28.887
2020-07-13,28.8369
2020-07-14,28.4758
2020-07-15,29.1344
2020-07-16,28.8135
2020-07-17,28.6664
2020-07-18,28.6664
2020-07-19,28.6664
2020-07-20,28.3454
2020-07-21,28.0445
2020-07-22,28.1548
2020-07-23,28.312
2020-07-24,27.9208
2020-07-25,27.9208
2020-07-26,27.9208
2020-07-27,28.0712
2020-07-28,28.0378
2020-07-29,31.3187
2020-07-30,30.7232
2020-07-31,30.0741
2020-08-01,30.0741
2020-08-02,30.0741
2020-08-03,29.8299
2020-08-04,30.0039
2020-08-05,30.6797
2020-08-06,30.9507
2020-08-07,31.0243
2020-08-08,31.0243
2020-08-09,31.0243
2020-08-10,31.8708
2020-08-11,31.7303
2020-08-12,31.5663
2020-08-13,30.9741
2020-08-14,30.9306
2020-08-15,30.9306
2020-08-16,30.9306
2020-08-17,30.5358
2020-08-18,30.3585
2020-08-19,30.5325
2020-08-20,30.2347
2020-08-21,30.0273
2020-08-22,30.0273
2020-08-23,30.0273
2020-08-24,30.9842
2020-08-25,31.0946
2020-08-26,30.9808
2020-08-27,31.8273
2020-08-28,32.028
2020-08-29,32.028
2020-08-30,32.028
2020-08-31,31.4158
2020-09-01,30.4288
2020-09-02,31.3622
2020-09-03,30.7132
2020-09-04,30.8303
2020-09-05,30.8303
2020-09-06,30.8303
2020-09-07,30.8303
2020-09-08,30.5961
2020-09-09,30.4789
2020-09-10,30.218
2020-09-11,30.3853
2020-09-12,30.3853
2020-09-13,30.3853
2020-09-14,30.673
2020-09-15,30.3585
2020-09-16,30.5091
2020-09-17,30.6027
2020-09-18,30.4656
2020-09-19,30.4656
2020-09-20,30.4656
2020-09-21,29.85
2020-09-22,29.5555
2020-09-23,28.5853
2020-09-24,28.5183
2020-09-25,28.7258
2020-09-26,28.7258
2020-09-27,28.7258
2020-09-28,28.8563
2020-09-29,28.5518
2020-09-30,24.9405
2020-10-01,25.2554
2020-10-02,26.1624
2020-10-03,26.1624
2020-10-04,26.1624
2020-10-05,26.4137
2020-10-06,26.7227
2020-10-07,26.7603
2020-10-08,27.0954
2020-10-09,27.1907
2020-10-10,27.1907
2020-10-11,27.1907
2020-10-12,27.2918
2020-10-13,26.7227
2020-10-14,26.4772
2020-10-15,26.2028
2020-10-16,26.0699
2020-10-17,26.0699
2020-10-18,26.0699
2020-10-19,26.0728
2020-10-20,26.5205
2020-10-21,26.2201
2020-10-22,26.3934
2020-10-23,26.7805
2020-10-24,26.7805
2020-10-25,26.7805
2020-10-26,26.5754
2020-10-27,25.9659
2020-10-28,25.7551
2020-10-29,25.2135
2020-10-30,25.1768
2020-10-31,25.1768
2020-11-01,25.1768
2020-11-02,25.1146
2020-11-03,26.1632
2020-11-04,26.166
2020-11-05,27.1524
2020-11-06,26.9546
2020-11-07,26.9546
2020-11-08,26.9546
2020-11-09,28.2236
2020-11-10,28.3254
2020-11-11,28.136
2020-11-12,28.3112
2020-11-13,28.7126
2020-11-14,28.7126
2020-11-15,28.7126
2020-11-16,29.747
2020-11-17,30.5525
2020-11-18,30.8408
2020-11-19,31.1913
2020-11-20,31.4033
2020-11-21,31.4033
2020-11-22,31.4033
2020-11-23,32.644
2020-11-24,33.5315
2020-11-25,32.8277
2020-11-26,32.8277
2020-11-27,32.5734
2020-11-28,32.5734
2020-11-29,32.5734
2020-11-30,32.0364
2020-12-01,32.5084
2020-12-02,32.9069
2020-12-03,33.0708
2020-12-04,33.817
2020-12-05,33.817
2020-12-06,33.817
2020-12-07,32.8475
2020-12-08,32.5055
2020-12-09,32.938
