,GD US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,13.9834
2020-01-02,14.1151
2020-01-03,14.2259
2020-01-04,14.2259
2020-01-05,14.2259
2020-01-06,14.3468
2020-01-07,14.2157
2020-01-08,14.2449
2020-01-09,14.3164
2020-01-10,14.1834
2020-01-11,14.1834
2020-01-12,14.1834
2020-01-13,14.286
2020-01-14,14.2759
2020-01-15,14.3164
2020-01-16,14.3664
2020-01-17,14.3341
2020-01-18,14.3341
2020-01-19,14.3341
2020-01-20,14.3341
2020-01-21,14.4227
2020-01-22,14.4107
2020-01-23,14.5069
2020-01-24,14.5354
2020-01-25,14.5354
2020-01-26,14.5354
2020-01-27,14.3772
2020-01-28,14.4443
2020-01-29,14.4341
2020-01-30,14.2923
2020-01-31,13.9258
2020-02-01,13.9258
2020-02-02,13.9258
2020-02-03,14.0005
2020-02-04,14.1847
2020-02-05,14.4658
2020-02-06,14.6025
2020-02-07,14.6411
2020-02-08,14.6411
2020-02-09,14.6411
2020-02-10,14.6232
2020-02-11,14.6669
2020-02-12,14.7817
2020-02-13,14.8247
2020-02-14,14.7379
2020-02-15,14.7379
2020-02-16,14.7379
2020-02-17,14.7379
2020-02-18,14.743
2020-02-19,14.6422
2020-02-20,14.6042
2020-02-21,14.7088
2020-02-22,14.7088
2020-02-23,14.7088
2020-02-24,14.5193
2020-02-25,13.8418
2020-02-26,13.6916
2020-02-27,13.3487
2020-02-28,12.94
2020-02-29,12.94
2020-03-01,12.94
2020-03-02,13.2784
2020-03-03,13.0261
2020-03-04,13.4844
2020-03-05,13.1725
2020-03-06,13.1516
2020-03-07,13.1516
2020-03-08,13.1516
2020-03-09,12.3271
2020-03-10,12.6617
2020-03-11,12.2276
2020-03-12,11.1997
2020-03-13,11.6693
2020-03-14,11.6693
2020-03-15,11.6693
2020-03-16,10.8492
2020-03-17,11.1591
2020-03-18,10.4949
2020-03-19,10.2997
2020-03-20,10.0437
2020-03-21,10.0437
2020-03-22,10.0437
2020-03-23,9.5753
2020-03-24,10.0576
2020-03-25,10.5513
2020-03-26,11.2586
2020-03-27,11.5265
2020-03-28,11.5265
2020-03-29,11.5265
2020-03-30,11.7716
2020-03-31,11.6882
2020-04-01,11.3709
2020-04-02,11.4045
2020-04-03,11.2597
2020-04-04,11.2597
2020-04-05,11.2597
2020-04-06,11.7774
2020-04-07,11.8233
2020-04-08,12.0166
2020-04-09,12.2505
2020-04-10,12.2505
2020-04-11,12.2505
2020-04-12,12.2505
2020-04-13,11.9881
2020-04-14,12.0883
2020-04-15,11.7852
2020-04-16,11.6966
2020-04-17,12.0683
2020-04-18,12.0683
2020-04-19,12.0683
2020-04-20,11.8782
2020-04-21,11.6481
2020-04-22,11.7567
2020-04-23,11.5706
2020-04-24,11.4937
2020-04-25,11.4937
2020-04-26,11.4937
2020-04-27,11.8298
2020-04-28,11.9584
2020-04-29,11.8668
2020-04-30,11.4816
2020-05-01,11.3014
2020-05-02,11.3014
2020-05-03,11.3014
2020-05-04,11.1085
2020-05-05,11.2094
2020-05-06,10.9136
2020-05-07,11.2586
2020-05-08,11.7838
2020-05-09,11.7838
2020-05-10,11.7838
2020-05-11,11.6854
2020-05-12,11.5723
2020-05-13,11.5378
2020-05-14,11.6279
2020-05-15,11.5007
2020-05-16,11.5007
2020-05-17,11.5007
2020-05-18,12.0476
2020-05-19,11.8374
2020-05-20,11.8885
2020-05-21,11.9959
2020-05-22,11.9895
2020-05-23,11.9895
2020-05-24,11.9895
2020-05-25,11.9895
2020-05-26,12.3779
2020-05-27,12.7485
2020-05-28,12.6233
2020-05-29,12.5172
2020-05-30,12.5172
2020-05-31,12.5172
2020-06-01,12.5453
2020-06-02,12.6763
2020-06-03,13.0539
2020-06-04,13.1727
2020-06-05,13.5005
2020-06-06,13.5005
2020-06-07,13.5005
2020-06-08,13.8557
2020-06-09,13.581
2020-06-10,13.2341
2020-06-11,12.6271
2020-06-12,12.6686
2020-06-13,12.6686
2020-06-14,12.6686
2020-06-15,12.9172
2020-06-16,13.1024
2020-06-17,13.1702
2020-06-18,13.2986
2020-06-19,13.2066
2020-06-20,13.2066
2020-06-21,13.2066
2020-06-22,12.9625
2020-06-23,12.8954
2020-06-24,12.4929
2020-06-25,12.5255
2020-06-26,13.1239
2020-06-27,13.1239
2020-06-28,13.1239
2020-06-29,13.3468
2020-06-30,13.3549
2020-07-01,13.1977
2020-07-02,13.2086
2020-07-03,13.2086
2020-07-04,13.2086
2020-07-05,13.2086
2020-07-06,13.2879
2020-07-07,13.0649
2020-07-08,12.9782
2020-07-09,12.5798
2020-07-10,12.8475
2020-07-11,12.8475
2020-07-12,12.8475
2020-07-13,12.9051
2020-07-14,12.9416
2020-07-15,13.1063
2020-07-16,13.2906
2020-07-17,13.3177
2020-07-18,13.3177
2020-07-19,13.3177
2020-07-20,13.0832
2020-07-21,13.2431
2020-07-22,13.4952
2020-07-23,13.4599
2020-07-24,13.4017
2020-07-25,13.4017
2020-07-26,13.4017
2020-07-27,13.2547
2020-07-28,13.2946
2020-07-29,13.356
2020-07-30,13.3167
2020-07-31,13.173
2020-08-01,13.173
2020-08-02,13.173
2020-08-03,13.2394
2020-08-04,13.2069
2020-08-05,13.339
2020-08-06,13.3356
2020-08-07,13.5952
2020-08-08,13.5952
2020-08-09,13.5952
2020-08-10,13.8385
2020-08-11,13.9937
2020-08-12,13.8283
2020-08-13,13.7294
2020-08-14,13.8317
2020-08-15,13.8317
2020-08-16,13.8317
2020-08-17,13.646
2020-08-18,13.5993
2020-08-19,13.5627
2020-08-20,13.4576
2020-08-21,13.381
2020-08-22,13.381
2020-08-23,13.381
2020-08-24,13.6176
2020-08-25,13.4935
2020-08-26,13.4258
2020-08-27,13.5593
2020-08-28,13.5478
2020-08-29,13.5478
2020-08-30,13.5478
2020-08-31,13.3499
2020-09-01,13.4068
2020-09-02,13.6596
2020-09-03,13.5254
2020-09-04,13.5091
2020-09-05,13.5091
2020-09-06,13.5091
2020-09-07,13.5091
2020-09-08,13.1879
2020-09-09,13.1344
2020-09-10,12.8911
2020-09-11,13.0795
2020-09-12,13.0795
2020-09-13,13.0795
2020-09-14,13.2225
2020-09-15,13.0646
2020-09-16,13.1757
2020-09-17,13.0273
2020-09-18,12.9189
2020-09-19,12.9189
2020-09-20,12.9189
2020-09-21,12.6031
2020-09-22,12.679
2020-09-23,12.4797
2020-09-24,12.5062
2020-09-25,12.9533
2020-09-26,12.9533
2020-09-27,12.9533
2020-09-28,13.1434
2020-09-29,12.9771
2020-09-30,12.9687
2020-10-01,12.954
2020-10-02,13.1132
2020-10-03,13.1132
2020-10-04,13.1132
2020-10-05,13.2704
2020-10-06,13.2409
2020-10-07,13.4205
2020-10-08,13.4324
2020-10-09,13.3356
2020-10-10,13.3356
2020-10-11,13.3356
2020-10-12,13.4107
2020-10-13,13.3062
2020-10-14,13.2816
2020-10-15,13.1357
2020-10-16,13.236
2020-10-17,13.236
2020-10-18,13.236
2020-10-19,12.9863
2020-10-20,12.9708
2020-10-21,12.841
2020-10-22,13.0382
2020-10-23,13.128
2020-10-24,13.128
2020-10-25,13.128
2020-10-26,12.9743
2020-10-27,12.719
2020-10-28,12.5491
2020-10-29,12.4712
2020-10-30,12.4719
2020-10-31,12.4719
2020-11-01,12.4719
2020-11-02,12.8059
2020-11-03,12.9539
2020-11-04,13.0164
2020-11-05,13.0206
2020-11-06,13.0325
2020-11-07,13.0325
2020-11-08,13.0325
2020-11-09,13.5805
2020-11-10,13.8738
2020-11-11,13.8022
2020-11-12,13.6065
2020-11-13,13.8626
2020-11-14,13.8626
2020-11-15,13.8626
2020-11-16,13.9874
2020-11-17,13.885
2020-11-18,14.0274
2020-11-19,13.7812
2020-11-20,13.6668
2020-11-21,13.6668
2020-11-22,13.6668
2020-11-23,13.7833
2020-11-24,14.0394
2020-11-25,13.925
2020-11-26,13.925
2020-11-27,13.9264
2020-11-28,13.9264
2020-11-29,13.9264
2020-11-30,13.7363
2020-12-01,13.9054
2020-12-02,14.0169
2020-12-03,14.0541
2020-12-04,14.2057
2020-12-05,14.2057
2020-12-06,14.2057
2020-12-07,13.9924
2020-12-08,14.0324
2020-12-09,14.0723
2020-12-10,13.8078
2020-12-11,13.8752
2020-12-12,13.8752
2020-12-13,13.8752
2020-12-14,14.0162
2020-12-15,14.1046
2020-12-16,14.0204
2020-12-17,13.8934
2020-12-18,13.9692
2020-12-19,13.9692
2020-12-20,13.9692
2020-12-21,13.7587
2020-12-22,13.5363
2020-12-23,13.6521
2020-12-24,13.7124
2020-12-25,13.7124
2020-12-26,13.7124
2020-12-27,13.7124
2020-12-28,13.6921
2020-12-29,13.61
2020-12-30,13.6626
2020-12-31,13.2144
2021-01-01,13.2144
2021-01-02,13.2144
2021-01-03,13.2144
2021-01-04,13.0144
2021-01-05,13.0193
2021-01-06,13.2783
2021-01-07,13.4158
2021-01-08,13.3498
2021-01-09,13.3498
2021-01-10,13.3498
2021-01-11,13.4199
2021-01-12,13.5394
2021-01-13,13.479
2021-01-14,13.5803
2021-01-15,13.5165
2021-01-16,13.5165
2021-01-17,13.5165
2021-01-18,13.5165
2021-01-19,13.5137
2021-01-20,13.5762
2021-01-21,13.37
2021-01-22,13.4887
2021-01-23,13.4887
2021-01-24,13.4887
2021-01-25,13.5158
2021-01-26,13.3193
2021-01-27,13.4859
2021-01-28,13.3262
2021-01-29,13.0658
2021-01-30,13.0658
2021-01-31,13.0658
2021-02-01,13.1346
2021-02-02,13.2839
2021-02-03,13.5102
2021-02-04,13.8192
2021-02-05,13.9088
2021-02-06,13.9088
2021-02-07,13.9088
2021-02-08,13.9657
2021-02-09,14.1115
2021-02-10,14.1801
2021-02-11,14.2023
2021-02-12,14.2978
2021-02-13,14.2978
2021-02-14,14.2978
2021-02-15,14.2978
2021-02-16,14.1933
2021-02-17,14.2743
2021-02-18,14.187
2021-02-19,14.2944
2021-02-20,14.2944
2021-02-21,14.2944
2021-02-22,14.408
2021-02-23,14.4724
2021-02-24,14.5216
2021-02-25,14.3927
2021-02-26,14.2037
2021-02-27,14.2037
2021-02-28,14.2037
2021-03-01,14.4523
2021-03-02,14.4952
2021-03-03,14.5139
2021-03-04,14.363
2021-03-05,14.692
2021-03-06,14.692
2021-03-07,14.692
2021-03-08,14.8423
2021-03-09,14.5687
2021-03-10,14.8236
2021-03-11,14.8409
2021-03-12,15.0916
2021-03-13,15.0916
2021-03-14,15.0916
2021-03-15,15.1207
2021-03-16,15.0244
2021-03-17,15.1768
2021-03-18,15.2959
2021-03-19,15.1837
2021-03-20,15.1837
2021-03-21,15.1837
2021-03-22,15.1103
2021-03-23,14.9933
2021-03-24,15.1006
2021-03-25,15.2346
2021-03-26,15.3361
2021-03-27,15.3361
2021-03-28,15.3361
2021-03-29,15.4569
2021-03-30,15.3746
2021-03-31,15.3375
2021-04-01,15.459
2021-04-02,15.459
2021-04-03,15.459
2021-04-04,15.459
2021-04-05,15.7853
2021-04-06,15.7524
2021-04-07,15.7304
