,LAD US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,13.8453
2020-01-02,13.8618
2020-01-03,13.8062
2020-01-04,13.8062
2020-01-05,13.8062
2020-01-06,13.6086
2020-01-07,13.6553
2020-01-08,13.5076
2020-01-09,13.4849
2020-01-10,13.4996
2020-01-11,13.4996
2020-01-12,13.4996
2020-01-13,13.6843
2020-01-14,13.61
2020-01-15,13.5815
2020-01-16,13.5917
2020-01-17,13.6847
2020-01-18,13.6847
2020-01-19,13.6847
2020-01-20,13.6847
2020-01-21,13.7399
2020-01-22,13.6126
2020-01-23,13.6927
2020-01-24,13.44
2020-01-25,13.44
2020-01-26,13.44
2020-01-27,13.5076
2020-01-28,13.593
2020-01-29,13.6562
2020-01-30,13.6638
2020-01-31,13.3399
2020-02-01,13.3399
2020-02-02,13.3399
2020-02-03,13.525
2020-02-04,13.468
2020-02-05,13.6189
2020-02-06,13.549
2020-02-07,13.2424
2020-02-08,13.2424
2020-02-09,13.2424
2020-02-10,13.3723
2020-02-11,13.5388
2020-02-12,13.0333
2020-02-13,13.1276
2020-02-14,13.1334
2020-02-15,13.1334
2020-02-16,13.1334
2020-02-17,13.1334
2020-02-18,13.08
2020-02-19,13.1432
2020-02-20,13.1352
2020-02-21,13.0821
2020-02-22,13.0821
2020-02-23,13.0821
2020-02-24,13.0263
2020-02-25,12.9709
2020-02-26,12.8642
2020-02-27,12.686
2020-02-28,12.6253
2020-02-29,12.6253
2020-03-01,12.6253
2020-03-02,12.6784
2020-03-03,12.5038
2020-03-04,12.5123
2020-03-05,12.4386
2020-03-06,12.2953
2020-03-07,12.2953
2020-03-08,12.2953
2020-03-09,11.9416
2020-03-10,11.9367
2020-03-11,11.8546
2020-03-12,11.3413
2020-03-13,11.5694
2020-03-14,11.5694
2020-03-15,11.5694
2020-03-16,10.7047
2020-03-17,10.6752
2020-03-18,10.1378
2020-03-19,10.3667
2020-03-20,10.2415
2020-03-21,10.2415
2020-03-22,10.2415
2020-03-23,10.457
2020-03-24,11.0445
2020-03-25,11.2412
2020-03-26,11.3565
2020-03-27,11.036
2020-03-28,11.036
2020-03-29,11.036
2020-03-30,10.8335
2020-03-31,11.319
2020-04-01,10.9158
2020-04-02,10.7875
2020-04-03,10.6413
2020-04-04,10.6413
2020-04-05,10.6413
2020-04-06,10.8904
2020-04-07,10.9785
2020-04-08,11.1381
2020-04-09,11.4168
2020-04-10,11.4168
2020-04-11,11.4168
2020-04-12,11.4168
2020-04-13,11.4477
2020-04-14,11.6221
2020-04-15,11.5432
2020-04-16,11.6207
2020-04-17,11.9717
2020-04-18,11.9717
2020-04-19,11.9717
2020-04-20,11.7268
2020-04-21,11.6031
2020-04-22,11.9473
2020-04-23,12.0515
2020-04-24,12.236
2020-04-25,12.236
2020-04-26,12.236
2020-04-27,12.3493
2020-04-28,12.6032
2020-04-29,12.871
2020-04-30,12.5142
2020-05-01,12.405
2020-05-02,12.405
2020-05-03,12.405
2020-05-04,12.4414
2020-05-05,12.3533
2020-05-06,12.2693
2020-05-07,12.3376
2020-05-08,12.649
2020-05-09,12.649
2020-05-10,12.649
2020-05-11,12.4967
2020-05-12,12.219
2020-05-13,11.89
2020-05-14,12.214
2020-05-15,12.2136
2020-05-16,12.2136
2020-05-17,12.2136
2020-05-18,12.7677
2020-05-19,12.7587
2020-05-20,12.7447
2020-05-21,12.8813
2020-05-22,12.8908
2020-05-23,12.8908
2020-05-24,12.8908
2020-05-25,12.8908
2020-05-26,13.0162
2020-05-27,13.3766
2020-05-28,13.0391
2020-05-29,12.9649
2020-05-30,12.9649
2020-05-31,12.9649
2020-06-01,13.0625
2020-06-02,13.3262
2020-06-03,13.6121
2020-06-04,13.6628
2020-06-05,14.1297
2020-06-06,14.1297
2020-06-07,14.1297
2020-06-08,13.9999
2020-06-09,13.9024
2020-06-10,13.7343
2020-06-11,13.1483
2020-06-12,13.2827
2020-06-13,13.2827
2020-06-14,13.2827
2020-06-15,13.6098
