,HUBG US Equity
2021-08-25,18.6982
2021-08-26,18.6246
2021-08-27,19.2379
2021-08-28,19.2379
2021-08-29,19.2379
2021-08-30,19.4151
2021-08-31,19.3797
2021-09-01,19.4124
2021-09-02,19.7259
2021-09-03,19.4696
2021-09-04,19.4696
2021-09-05,19.4696
2021-09-06,19.4696
2021-09-07,19.2897
2021-09-08,19.3797
2021-09-09,18.6164
2021-09-10,18.9353
2021-09-11,18.9353
2021-09-12,18.9353
2021-09-13,18.8917
2021-09-14,18.7936
2021-09-15,19.1888
2021-09-16,19.3251
2021-09-17,18.8753
2021-09-18,18.8753
2021-09-19,18.8753
2021-09-20,18.9299
2021-09-21,19.1261
2021-09-22,19.1316
2021-09-23,19.3197
2021-09-24,19.3224
2021-09-25,19.3224
2021-09-26,19.3224
2021-09-27,19.6686
2021-09-28,19.2815
2021-09-29,19.3987
2021-09-30,16.0212
2021-10-01,16.132
2021-10-02,16.132
2021-10-03,16.132
2021-10-04,16.3083
2021-10-05,16.4869
2021-10-06,16.6112
2021-10-07,16.6044
2021-10-08,16.4733
2021-10-09,16.4733
2021-10-10,16.4733
2021-10-11,16.4191
2021-10-12,16.6384
2021-10-13,16.6338
2021-10-14,16.8034
2021-10-15,16.9435
2021-10-16,16.9435
2021-10-17,16.9435
2021-10-18,17.043
2021-10-19,17.052
2021-10-20,17.3437
2021-10-21,17.5358
2021-10-22,18.058
2021-10-23,18.058
2021-10-24,18.058
2021-10-25,18.153
2021-10-26,18.0761
2021-10-27,17.9133
2021-10-28,18.327
2021-10-29,18.2289
2021-10-30,18.2289
2021-10-31,18.2289
2021-11-01,18.9473
2021-11-02,18.6288
2021-11-03,19.1845
2021-11-04,19.4534
2021-11-05,19.3497
2021-11-06,19.3497
2021-11-07,19.3497
2021-11-08,19.5137
2021-11-09,19.3109
2021-11-10,19.0923
2021-11-11,19.3975
2021-11-12,19.7665
2021-11-13,19.7665
2021-11-14,19.7665
2021-11-15,19.9464
2021-11-16,20.2539
2021-11-17,20.0831
2021-11-18,19.4635
2021-11-19,19.5137
2021-11-20,19.5137
2021-11-21,19.5137
2021-11-22,19.8576
2021-11-23,19.787
2021-11-24,19.6708
2021-11-25,19.6708
2021-11-26,19.0991
2021-11-27,19.0991
2021-11-28,19.0991
2021-11-29,18.9533
2021-11-30,18.1698
2021-12-01,17.9034
2021-12-02,18.4022
2021-12-03,18.5365
2021-12-04,18.5365
2021-12-05,18.5365
2021-12-06,19.3087
2021-12-07,19.3656
2021-12-08,19.3405
2021-12-09,19.3474
2021-12-10,19.6435
2021-12-11,19.6435
2021-12-12,19.6435
2021-12-13,19.5774
2021-12-14,19.4317
2021-12-15,19.4453
2021-12-16,19.0262
2021-12-17,18.4614
2021-12-18,18.4614
2021-12-19,18.4614
2021-12-20,18.3133
2021-12-21,18.6208
2021-12-22,18.7597
2021-12-23,18.8486
2021-12-24,18.8486
2021-12-25,18.8486
2021-12-26,18.8486
2021-12-27,19.254
2021-12-28,19.4248
2021-12-29,19.8211
2021-12-30,19.648
2021-12-31,12.9154
2022-01-01,12.9154
2022-01-02,12.9154
2022-01-03,12.7934
2022-01-04,13.1942
2022-01-05,12.6612
2022-01-06,12.7019
2022-01-07,12.3548
2022-01-08,12.3548
2022-01-09,12.3548
2022-01-10,12.2546
2022-01-11,12.2241
2022-01-12,12.3867
2022-01-13,12.4855
2022-01-14,12.3896
2022-01-15,12.3896
2022-01-16,12.3896
2022-01-17,12.3896
2022-01-18,12.2255
2022-01-19,12.1573
2022-01-20,11.9365
2022-01-21,11.9496
2022-01-22,11.9496
2022-01-23,11.9496
2022-01-24,12.2488
2022-01-25,11.9118
2022-01-26,11.7361
2022-01-27,11.4064
2022-01-28,11.6286
2022-01-29,11.6286
2022-01-30,11.6286
2022-01-31,11.678
2022-02-01,11.7666
2022-02-02,11.8291
2022-02-03,11.6911
2022-02-04,11.3832
2022-02-05,11.3832
2022-02-06,11.3832
2022-02-07,11.4413
2022-02-08,11.6722
2022-02-09,12.275
2022-02-10,12.13
2022-02-11,12.1764
2022-02-12,12.1764
2022-02-13,12.1764
2022-02-14,12.1547
2022-02-15,12.2605
2022-02-16,12.3446
2022-02-17,12.1634
2022-02-18,12.2243
2022-02-19,12.2243
2022-02-20,12.2243
2022-02-21,12.2243
2022-02-22,12.0344
2022-02-23,11.8488
2022-02-24,12.1329
2022-02-25,12.6257
2022-02-26,12.6257
2022-02-27,12.6257
2022-02-28,12.9603
2022-03-01,12.873
2022-03-02,13.0418
2022-03-03,13.1102
2022-03-04,13.0942
2022-03-05,13.0942
2022-03-06,13.0942
2022-03-07,12.7581
2022-03-08,12.23
2022-03-09,12.457
2022-03-10,12.5777
2022-03-11,12.1383
2022-03-12,12.1383
2022-03-13,12.1383
2022-03-14,12.1165
2022-03-15,12.0685
2022-03-16,12.6985
2022-03-17,12.649
2022-03-18,12.7508
2022-03-19,12.7508
2022-03-20,12.7508
2022-03-21,12.6737
2022-03-22,12.7261
2022-03-23,12.5515
2022-03-24,12.4511
2022-03-25,12.374
2022-03-26,12.374
2022-03-27,12.374
2022-03-28,12.2547
2022-03-29,12.6868
2022-03-30,12.4075
2022-03-31,8.4772
2022-04-01,7.7328
2022-04-02,7.7328
2022-04-03,7.7328
2022-04-04,7.5696
2022-04-05,7.2716
2022-04-06,6.9641
2022-04-07,6.9104
2022-04-08,6.8093
2022-04-09,6.8093
2022-04-10,6.8093
2022-04-11,6.8072
2022-04-12,6.8515
2022-04-13,7.0219
2022-04-14,6.902
2022-04-15,6.902
2022-04-16,6.902
2022-04-17,6.902
2022-04-18,6.8504
2022-04-19,7.0723
2022-04-20,7.1239
2022-04-21,7.1386
2022-04-22,7.0113
2022-04-23,7.0113
2022-04-24,7.0113
2022-04-25,7.2585
2022-04-26,7.1901
2022-04-27,7.1502
2022-04-28,7.351
2022-04-29,7.4107
2022-04-30,7.4107
2022-05-01,7.4107
2022-05-02,7.986
2022-05-03,8.1038
2022-05-04,8.5887
2022-05-05,8.3573
2022-05-06,8.3478
2022-05-07,8.3478
2022-05-08,8.3478
2022-05-09,8.2489
2022-05-10,8.1753
2022-05-11,8.0459
2022-05-12,8.1363
2022-05-13,8.1048
2022-05-14,8.1048
2022-05-15,8.1048
2022-05-16,7.9375
2022-05-17,8.2815
2022-05-18,7.7061
2022-05-19,7.6103
2022-05-20,7.7313
2022-05-21,7.7313
2022-05-22,7.7313
2022-05-23,7.8418
2022-05-24,7.7492
2022-05-25,8.1216
2022-05-26,8.0648
2022-05-27,8.0732
2022-05-28,8.0732
2022-05-29,8.0732
2022-05-30,8.0732
2022-05-31,8.0248
2022-06-01,7.9964
2022-06-02,8.2657
2022-06-03,8.4362
2022-06-04,8.4362
2022-06-05,8.4362
2022-06-06,8.6182
2022-06-07,8.514
2022-06-08,8.2573
2022-06-09,8.1511
2022-06-10,7.9712
2022-06-11,7.9712
2022-06-12,7.9712
2022-06-13,7.8881
2022-06-14,8.0343
2022-06-15,8.0795
2022-06-16,7.6966
2022-06-17,7.3936
2022-06-18,7.3936
2022-06-19,7.3936
2022-06-20,7.3936
2022-06-21,7.623
2022-06-22,7.5114
2022-06-23,7.5588
2022-06-24,7.7218
2022-06-25,7.7218
2022-06-26,7.7218
2022-06-27,7.8723
2022-06-28,7.745
2022-06-29,7.7313
2022-06-30,5.8072
2022-07-01,5.845
2022-07-02,5.845
2022-07-03,5.845
2022-07-04,5.845
2022-07-05,5.7741
2022-07-06,5.7274
2022-07-07,5.8088
2022-07-08,5.783
2022-07-09,5.783
2022-07-10,5.783
2022-07-11,5.7991
2022-07-12,5.779
2022-07-13,5.6525
2022-07-14,5.6202
2022-07-15,5.7532
2022-07-16,5.7532
2022-07-17,5.7532
2022-07-18,5.725
2022-07-19,5.9836
2022-07-20,6.0529
2022-07-21,5.957
2022-07-22,5.9933
2022-07-23,5.9933
2022-07-24,5.9933
2022-07-25,5.9353
2022-07-26,5.945
2022-07-27,6.0433
2022-07-28,6.1827
2022-07-29,6.2471
2022-07-30,6.2471
2022-07-31,6.2471
2022-08-01,6.2737
2022-08-02,6.1665
2022-08-03,6.2254
2022-08-04,6.5179
2022-08-05,6.5902
2022-08-06,6.5902
2022-08-07,6.5902
2022-08-08,6.6023
2022-08-09,6.55
2022-08-10,6.8198
2022-08-11,6.9447
2022-08-12,7.0059
2022-08-13,7.0059
2022-08-14,7.0059
2022-08-15,7.0607
2022-08-16,7.0905
2022-08-17,6.9366
2022-08-18,6.997
2022-08-19,6.9551
2022-08-20,6.9551
2022-08-21,6.9551
2022-08-22,6.8818
2022-08-23,6.8504
2022-08-24,6.9592
2022-08-25,7.0808
2022-08-26,6.819
2022-08-27,6.819
2022-08-28,6.819
2022-08-29,6.7159
2022-08-30,6.6651
2022-08-31,6.5201
2022-09-01,6.4412
2022-09-02,6.3163
2022-09-03,6.3163
2022-09-04,6.3163
2022-09-05,6.3163
2022-09-06,6.3389
2022-09-07,6.4259
2022-09-08,6.326
2022-09-09,6.4364
2022-09-10,6.4364
2022-09-11,6.4364
2022-09-12,6.4766
2022-09-13,6.2737
2022-09-14,6.2277
2022-09-15,6.1375
2022-09-16,5.8757
2022-09-17,5.8757
2022-09-18,5.8757
2022-09-19,5.9587
2022-09-20,5.8346
2022-09-21,5.8209
2022-09-22,5.8137
2022-09-23,5.5938
2022-09-24,5.5938
2022-09-25,5.5938
2022-09-26,5.5825
2022-09-27,5.7122
2022-09-28,5.8338
2022-09-29,5.8129
2022-09-30,5.3428
2022-10-01,5.3428
2022-10-02,5.3428
2022-10-03,5.5245
2022-10-04,5.5565
2022-10-05,5.5032
2022-10-06,5.5565
2022-10-07,5.4621
2022-10-08,5.4621
2022-10-09,5.4621
2022-10-10,5.4926
2022-10-11,5.4606
2022-10-12,5.4805
2022-10-13,5.609
2022-10-14,5.5522
2022-10-15,5.5522
2022-10-16,5.5522
2022-10-17,5.6573
2022-10-18,5.7525
2022-10-19,5.6346
2022-10-20,5.4202
2022-10-21,5.5281
2022-10-22,5.5281
2022-10-23,5.5281
2022-10-24,5.6424
2022-10-25,5.712
2022-10-26,5.7752
2022-10-27,5.7716
2022-10-28,5.7017
2022-10-29,5.7017
2022-10-30,5.7017
2022-10-31,5.7323
2022-11-01,5.855
2022-11-02,5.6587
2022-11-03,5.6362
2022-11-04,5.7145
2022-11-05,5.7145
2022-11-06,5.7145
2022-11-07,5.8425
2022-11-08,5.8418
2022-11-09,5.6968
2022-11-10,6.0522
2022-11-11,6.1687
2022-11-12,6.1687
2022-11-13,6.1687
2022-11-14,6.2054
2022-11-15,6.3144
2022-11-16,6.089
2022-11-17,5.9528
2022-11-18,5.9998
2022-11-19,5.9998
2022-11-20,5.9998
2022-11-21,5.9801
2022-11-22,5.9971
2022-11-23,6.0556
2022-11-24,6.0556
2022-11-25,6.0604
2022-11-26,6.0604
2022-11-27,6.0604
2022-11-28,6.0563
2022-11-29,6.0808
2022-11-30,6.1748
2022-12-01,6.0801
2022-12-02,6.0686
2022-12-03,6.0686
2022-12-04,6.0686
2022-12-05,5.7962
2022-12-06,5.8282
2022-12-07,5.8119
2022-12-08,5.8037
2022-12-09,5.7669
2022-12-10,5.7669
2022-12-11,5.7669
2022-12-12,5.9235
2022-12-13,5.9195
2022-12-14,5.9535
2022-12-15,5.88
2022-12-16,5.9515
2022-12-17,5.9515
2022-12-18,5.9515
2022-12-19,5.8881
2022-12-20,5.7785
2022-12-21,5.9821
2022-12-22,5.9862
2022-12-23,6.0386
2022-12-24,6.0386
2022-12-25,6.0386
2022-12-26,6.0386
2022-12-27,6.0134
2022-12-28,5.8697
2022-12-29,5.9304
2022-12-30,5.9119
2022-12-31,5.9119
2023-01-01,5.9119
2023-01-02,5.9119
2023-01-03,5.8195
2023-01-04,5.8188
2023-01-05,5.5906
2023-01-06,5.8405
2023-01-07,5.8405
2023-01-08,5.8405
2023-01-09,5.9651
2023-01-10,5.8839
2023-01-11,6.0673
2023-01-12,6.1471
2023-01-13,6.0722
2023-01-14,6.0722
2023-01-15,6.0722
2023-01-16,6.0722
2023-01-17,5.9931
2023-01-18,6.0197
2023-01-19,6.0323
2023-01-20,6.1604
2023-01-21,6.1604
2023-01-22,6.1604
2023-01-23,6.1506
2023-01-24,6.2444
2023-01-25,6.1982
2023-01-26,6.1282
2023-01-27,6.1989
2023-01-28,6.1989
2023-01-29,6.1989
2023-01-30,6.1247
2023-01-31,6.3165
2023-02-01,6.5265
2023-02-02,6.7799
2023-02-03,7.1675
2023-02-04,7.1675
2023-02-05,7.1675
2023-02-06,7.1458
2023-02-07,7.292
2023-02-08,7.1905
2023-02-09,7.0331
2023-02-10,7.003
2023-02-11,7.003
2023-02-12,7.003
2023-02-13,7.0926
2023-02-14,7.1828
2023-02-15,7.1423
2023-02-16,7.0625
2023-02-17,7.1213
2023-02-18,7.1213
2023-02-19,7.1213
2023-02-20,7.1213
2023-02-21,6.8875
2023-02-22,6.8875
2023-02-23,6.968
2023-02-24,6.9517
2023-02-25,6.9517
2023-02-26,6.9517
2023-02-27,6.9144
2023-02-28,6.7977
2023-03-01,6.8251
2023-03-02,6.9355
2023-03-03,6.9369
2023-03-04,6.9369
2023-03-05,6.9369
2023-03-06,6.8097
2023-03-07,6.695
2023-03-08,6.7956
2023-03-09,6.7204
2023-03-10,6.5671
2023-03-11,6.5671
2023-03-12,6.5671
2023-03-13,6.392
2023-03-14,6.2858
2023-03-15,6.1719
2023-03-16,6.2928
2023-03-17,6.1199
2023-03-18,6.1199
