,BIIB US Equity
2023-03-20,11.4285
2023-03-21,11.3555
2023-03-22,11.151
2023-03-23,11.3149
2023-03-24,11.5164
2023-03-25,11.5164
2023-03-26,11.5164
2023-03-27,11.5144
2023-03-28,11.5256
2023-03-29,11.6815
2023-03-30,11.728
2023-03-31,12.0546
2023-04-01,12.0546
2023-04-02,12.0546
2023-04-03,12.0252
2023-04-04,11.9358
2023-04-05,12.3094
2023-04-06,12.4295
2023-04-07,12.4295
2023-04-08,12.4295
2023-04-09,12.4295
2023-04-10,12.2611
2023-04-11,12.2966
2023-04-12,12.3863
2023-04-13,12.5534
2023-04-14,12.4863
2023-04-15,12.4863
2023-04-16,12.4863
2023-04-17,12.6603
2023-04-18,12.7299
2023-04-19,12.6633
2023-04-20,12.5778
2023-04-21,12.7368
2023-04-22,12.7368
2023-04-23,12.7368
2023-04-24,12.6957
2023-04-25,12.2633
2023-04-26,12.5043
2023-04-27,12.7475
2023-04-28,13.1975
2023-04-29,13.1975
2023-04-30,13.1975
2023-05-01,13.4921
2023-05-02,13.4137
2023-05-03,13.4874
2023-05-04,13.5974
2023-05-05,13.7897
2023-05-06,13.7897
2023-05-07,13.7897
2023-05-08,13.6317
2023-05-09,13.6158
2023-05-10,13.5842
2023-05-11,13.4686
2023-05-12,13.4274
2023-05-13,13.4274
2023-05-14,13.4274
2023-05-15,13.5246
2023-05-16,13.3422
2023-05-17,13.284
2023-05-18,13.2498
2023-05-19,13.3795
2023-05-20,13.3795
2023-05-21,13.3795
2023-05-22,13.3106
2023-05-23,13.1513
2023-05-24,13.0832
2023-05-25,12.8935
2023-05-26,12.959
2023-05-27,12.959
2023-05-28,12.959
2023-05-29,12.959
2023-05-30,12.9603
2023-05-31,12.8627
2023-06-01,13.1196
2023-06-02,13.025
2023-06-03,13.025
2023-06-04,13.025
2023-06-05,13.1076
2023-06-06,13.0074
2023-06-07,13.2262
2023-06-08,13.3966
2023-06-09,13.3966
2023-06-10,13.3966
2023-06-11,13.3966
2023-06-12,13.5906
2023-06-13,13.2134
2023-06-14,13.016
2023-06-15,12.9235
2023-06-16,12.9085
2023-06-17,12.9085
2023-06-18,12.9085
2023-06-19,12.9085
2023-06-20,12.7505
2023-06-21,12.7749
2023-06-22,12.7574
2023-06-23,12.3536
2023-06-24,12.3536
2023-06-25,12.3536
2023-06-26,12.2278
2023-06-27,12.2864
2023-06-28,12.3322
2023-06-29,12.2513
2023-06-30,12.9617
2023-07-01,12.9617
2023-07-02,12.9617
2023-07-03,12.989
2023-07-04,12.989
2023-07-05,13.0099
2023-07-06,12.9682
2023-07-07,12.509
2023-07-08,12.509
2023-07-09,12.509
2023-07-10,12.8104
2023-07-11,12.7298
2023-07-12,12.627
2023-07-13,12.6432
2023-07-14,12.6877
2023-07-15,12.6877
2023-07-16,12.6877
2023-07-17,12.6631
2023-07-18,12.5599
2023-07-19,12.5932
2023-07-20,12.4919
2023-07-21,12.5863
2023-07-22,12.5863
2023-07-23,12.5863
2023-07-24,12.5983
2023-07-25,12.2956
2023-07-26,12.0612
2023-07-27,11.9473
2023-07-28,12.0603
2023-07-29,12.0603
2023-07-30,12.0603
2023-07-31,12.2901
2023-08-01,12.2488
2023-08-02,12.3535
2023-08-03,12.177
2023-08-04,12.2312
2023-08-05,12.2312
2023-08-06,12.2312
2023-08-07,12.3382
2023-08-08,12.473
2023-08-09,12.341
2023-08-10,12.2377
2023-08-11,12.4517
2023-08-12,12.4517
2023-08-13,12.4517
2023-08-14,12.4082
2023-08-15,12.2915
2023-08-16,12.0617
2023-08-17,11.8875
2023-08-18,11.8713
2023-08-19,11.8713
2023-08-20,11.8713
2023-08-21,12.0529
2023-08-22,11.9561
2023-08-23,12.0404
2023-08-24,11.9306
2023-08-25,12.0233
2023-08-26,12.0233
2023-08-27,12.0233
2023-08-28,12.052
2023-08-29,12.1886
2023-08-30,12.1506
2023-08-31,12.159
2023-09-01,12.1502
2023-09-02,12.1502
2023-09-03,12.1502
2023-09-04,12.1502
2023-09-05,12.1094
2023-09-06,11.9904
2023-09-07,11.8801
2023-09-08,11.7713
2023-09-09,11.7713
2023-09-10,11.7713
2023-09-11,11.768
2023-09-12,11.7458
2023-09-13,11.6286
2023-09-14,11.6476
2023-09-15,11.5767
2023-09-16,11.5767
2023-09-17,11.5767
2023-09-18,11.5077
2023-09-19,11.6638
2023-09-20,11.8426
2023-09-21,11.7685
2023-09-22,11.7106
2023-09-23,11.7106
2023-09-24,11.7106
2023-09-25,11.5874
2023-09-26,11.7277
2023-09-27,11.7032
2023-09-28,11.7176
2023-09-29,21.6435
2023-09-30,21.6435
2023-10-01,21.6435
2023-10-02,21.3384
2023-10-03,21.2245
2023-10-04,21.6545
2023-10-05,21.8463
2023-10-06,22.1021
2023-10-07,22.1021
2023-10-08,22.1021
2023-10-09,22.1727
2023-10-10,22.1676
2023-10-11,22.3425
2023-10-12,21.936
2023-10-13,22.0294
2023-10-14,22.0294
2023-10-15,22.0294
2023-10-16,22.4469
2023-10-17,22.4094
2023-10-18,22.1205
2023-10-19,21.6648
2023-10-20,21.6758
2023-10-21,21.6758
2023-10-22,21.6758
2023-10-23,21.3774
2023-10-24,21.2833
2023-10-25,20.8871
2023-10-26,20.4726
2023-10-27,19.9904
2023-10-28,19.9904
2023-10-29,19.9904
2023-10-30,20.1881
2023-10-31,20.2124
2023-11-01,20.3653
2023-11-02,20.5299
2023-11-03,21.0915
2023-11-04,21.0915
2023-11-05,21.0915
2023-11-06,21.0275
2023-11-07,20.8055
2023-11-08,19.7912
2023-11-09,19.2734
2023-11-10,19.2837
2023-11-11,19.2837
2023-11-12,19.2837
2023-11-13,19.1219
2023-11-14,19.3183
2023-11-15,19.6397
2023-11-16,19.6272
2023-11-17,19.5198
2023-11-18,19.5198
2023-11-19,19.5198
2023-11-20,19.675
2023-11-21,19.6353
2023-11-22,19.7588
2023-11-23,19.7588
2023-11-24,19.8103
2023-11-25,19.8103
2023-11-26,19.8103
2023-11-27,19.5779
2023-11-28,19.4764
2023-11-29,19.8184
2023-11-30,19.9669
2023-12-01,20.0081
2023-12-02,20.0081
2023-12-03,20.0081
2023-12-04,19.8765
2023-12-05,19.6353
2023-12-06,19.9515
2023-12-07,20.3376
2023-12-08,20.3501
2023-12-09,20.3501
2023-12-10,20.3501
2023-12-11,20.8516
2023-12-12,21.0671
2023-12-13,21.5466
2023-12-14,21.6187
2023-12-15,21.0002
2023-12-16,21.0002
2023-12-17,21.0002
2023-12-18,21.162
2023-12-19,21.262
2023-12-20,21.0024
2023-12-21,21.4216
2023-12-22,21.7238
2023-12-23,21.7238
2023-12-24,21.7238
2023-12-25,21.7238
2023-12-26,21.9246
2023-12-27,22.0151
2023-12-28,21.9158
2023-12-29,27.212
2023-12-30,27.212
2023-12-31,27.212
2024-01-01,27.212
2024-01-02,28.0154
2024-01-03,27.6308
2024-01-04,27.3477
2024-01-05,27.132
2024-01-06,27.132
2024-01-07,27.132
2024-01-08,27.141
2024-01-09,26.9487
2024-01-10,26.804
2024-01-11,26.1731
2024-01-12,26.2549
2024-01-13,26.2549
2024-01-14,26.2549
2024-01-15,26.2549
2024-01-16,26.0814
2024-01-17,25.9987
2024-01-18,26.1515
2024-01-19,26.4202
2024-01-20,26.4202
2024-01-21,26.4202
2024-01-22,26.271
2024-01-23,26.5748
2024-01-24,26.1686
2024-01-25,26.0832
2024-01-26,25.9583
2024-01-27,25.9583
2024-01-28,25.9583
2024-01-29,26.2009
2024-01-30,26.1614
2024-01-31,26.1237
2024-02-01,26.2288
2024-02-02,25.8594
2024-02-03,25.8594
2024-02-04,25.8594
2024-02-05,25.6905
2024-02-06,26.0239
2024-02-07,25.5736
2024-02-08,25.5521
2024-02-09,25.6132
2024-02-10,25.6132
2024-02-11,25.6132
2024-02-12,25.9511
2024-02-13,24.3253
2024-02-14,23.8576
2024-02-15,24.0929
2024-02-16,23.7079
2024-02-17,23.7079
2024-02-18,23.7079
2024-02-19,23.7079
2024-02-20,23.7196
2024-02-21,23.8909
2024-02-22,24.0144
2024-02-23,24.0902
2024-02-24,24.0902
2024-02-25,24.0902
2024-02-26,24.1253
2024-02-27,24.1461
2024-02-28,23.9477
2024-02-29,23.5195
2024-03-01,23.8765
2024-03-02,23.8765
2024-03-03,23.8765
2024-03-04,23.8828
2024-03-05,23.5411
2024-03-06,23.5709
2024-03-07,23.7331
2024-03-08,24.083
2024-03-09,24.083
2024-03-10,24.083
2024-03-11,24.6987
2024-03-12,24.4544
2024-03-13,24.3823
2024-03-14,23.7566
2024-03-15,23.7286
2024-03-16,23.7286
2024-03-17,23.7286
2024-03-18,23.7367
2024-03-19,23.6673
2024-03-20,23.6241
2024-03-21,23.8585
2024-03-22,23.6195
2024-03-23,23.6195
2024-03-24,23.6195
2024-03-25,23.4924
2024-03-26,23.0714
2024-03-27,23.4609
2024-03-28,23.3969
2024-03-29,23.3969
2024-03-30,23.3969
2024-03-31,23.3969
2024-04-01,23.3247
2024-04-02,22.6765
2024-04-03,22.5629
2024-04-04,22.4655
2024-04-05,22.3366
2024-04-06,22.3366
2024-04-07,22.3366
2024-04-08,22.434
