,RGP US Equity
2021-02-04,22.5619
2021-02-05,22.904
2021-02-06,22.904
2021-02-07,22.904
2021-02-08,23.39
2021-02-09,23.372
2021-02-10,23.264
2021-02-11,23.4801
2021-02-12,23.4981
2021-02-13,23.4981
2021-02-14,23.4981
2021-02-15,23.4981
2021-02-16,23.372
2021-02-17,22.85
2021-02-18,22.5799
2021-02-19,22.6699
2021-02-20,22.6699
2021-02-21,22.6699
2021-02-22,23.5341
2021-02-23,23.4441
2021-02-24,23.8581
2021-02-25,23.7681
2021-02-26,25.3074
2021-02-27,25.3074
2021-02-28,25.3074
2021-03-01,26.3102
2021-03-02,26.0152
2021-03-03,26.8607
2021-03-04,26.6051
2021-03-05,27.48
2021-03-06,27.48
2021-03-07,27.48
2021-03-08,28.3845
2021-03-09,27.6275
2021-03-10,28.2763
2021-03-11,28.296
2021-03-12,28.6696
2021-03-13,28.6696
2021-03-14,28.6696
2021-03-15,28.4238
2021-03-16,27.8241
2021-03-17,27.5095
2021-03-18,27.4997
2021-03-19,27.5488
2021-03-20,27.5488
2021-03-21,27.5488
2021-03-22,26.7427
2021-03-23,25.9956
2021-03-24,26.1332
2021-03-25,26.5854
2021-03-26,26.8607
2021-03-27,26.8607
2021-03-28,26.8607
2021-03-29,26.5658
2021-03-30,26.841
2021-03-31,26.841
2021-04-01,27.2736
2021-04-02,27.2736
2021-04-03,27.2736
2021-04-04,27.2736
2021-04-05,27.4309
2021-04-06,27.3129
2021-04-07,27.2973
2021-04-08,28.0516
2021-04-09,28.5876
2021-04-10,28.5876
2021-04-11,28.5876
2021-04-12,28.27
2021-04-13,28.3097
2021-04-14,28.7663
2021-04-15,29.2031
2021-04-16,29.1038
2021-04-17,29.1038
2021-04-18,29.1038
2021-04-19,28.3891
2021-04-20,27.9127
2021-04-21,28.3891
2021-04-22,27.873
2021-04-23,28.2105
2021-04-24,28.2105
2021-04-25,28.2105
2021-04-26,27.9722
2021-04-27,27.8134
2021-04-28,27.9325
2021-04-29,28.2303
2021-04-30,28.2303
2021-05-01,28.2303
2021-05-02,28.2303
2021-05-03,28.945
2021-05-04,29.3817
2021-05-05,29.7788
2021-05-06,29.7788
2021-05-07,29.9773
2021-05-08,29.9773
2021-05-09,29.9773
2021-05-10,29.5604
2021-05-11,28.7862
2021-05-12,28.1311
2021-05-13,28.9648
2021-05-14,29.2229
2021-05-15,29.2229
2021-05-16,29.2229
2021-05-17,29.1634
2021-05-18,28.9847
2021-05-19,28.6075
2021-05-20,28.7862
2021-05-21,29.1038
2021-05-22,29.1038
2021-05-23,29.1038
2021-05-24,29.342
2021-05-25,28.6075
2021-05-26,28.8457
2021-05-27,29.2229
2021-05-28,19.5656
2021-05-29,19.5656
2021-05-30,19.5656
2021-05-31,19.5656
2021-06-01,19.7939
2021-06-02,19.6327
2021-06-03,19.6596
2021-06-04,19.7268
2021-06-05,19.7268
2021-06-06,19.7268
2021-06-07,19.8208
2021-06-08,20.1834
2021-06-09,20.1028
2021-06-10,20.5327
2021-06-11,20.3715
2021-06-12,20.3715
2021-06-13,20.3715
2021-06-14,20.2372
2021-06-15,20.17
2021-06-16,19.9148
2021-06-17,19.485
2021-06-18,19.2163
2021-06-19,19.2163
2021-06-20,19.2163
2021-06-21,19.4581
2021-06-22,19.3641
2021-06-23,19.3641
2021-06-24,19.579
2021-06-25,19.673
2021-06-26,19.673
2021-06-27,19.673
2021-06-28,19.1223
2021-06-29,19.1492
2021-06-30,19.2701
2021-07-01,19.3238
2021-07-02,19.1223
2021-07-03,19.1223
2021-07-04,19.1223
2021-07-05,19.1223
2021-07-06,18.5044
2021-07-07,18.5447
2021-07-08,18.3164
2021-07-09,18.6656
2021-07-10,18.6656
2021-07-11,18.6656
2021-07-12,18.585
2021-07-13,18.3298
2021-07-14,18.397
2021-07-15,18.3836
2021-07-16,18.3701
2021-07-17,18.3701
2021-07-18,18.3701
2021-07-19,17.9537
2021-07-20,18.2895
2021-07-21,18.499
2021-07-22,21.1367
2021-07-23,21.7578
2021-07-24,21.7578
2021-07-25,21.7578
2021-07-26,21.9059
2021-07-27,21.1522
2021-07-28,21.3406
2021-07-29,21.6098
2021-07-30,20.8292
2021-07-31,20.8292
2021-08-01,20.8292
2021-08-02,19.8602
2021-08-03,20.1966
2021-08-04,19.591
2021-08-05,19.591
2021-08-06,19.4026
2021-08-07,19.4026
2021-08-08,19.4026
2021-08-09,19.3084
2021-08-10,19.4026
2021-08-11,19.8467
2021-08-12,20.2908
2021-08-13,20.8292
2021-08-14,20.8292
2021-08-15,20.8292
2021-08-16,20.7753
2021-08-17,20.4254
2021-08-18,20.1562
2021-08-19,20.6811
2021-08-20,21.704
2021-08-21,21.704
2021-08-22,21.704
2021-08-23,21.4617
2021-08-24,21.3002
2021-08-25,20.8292
2021-08-26,20.237
2021-08-27,13.7129
2021-08-28,13.7129
2021-08-29,13.7129
2021-08-30,13.4713
2021-08-31,13.6266
2021-09-01,13.7129
2021-09-02,13.7129
2021-09-03,13.6439
2021-09-04,13.6439
2021-09-05,13.6439
2021-09-06,13.6439
2021-09-07,13.4023
2021-09-08,13.3678
2021-09-09,13.4456
2021-09-10,13.5588
2021-09-11,13.5588
2021-09-12,13.5588
2021-09-13,13.3934
2021-09-14,13.1409
2021-09-15,13.315
2021-09-16,13.0539
2021-09-17,12.784
2021-09-18,12.784
2021-09-19,12.784
2021-09-20,13.0887
2021-09-21,12.7666
2021-09-22,12.9668
2021-09-23,13.4021
2021-09-24,13.5675
2021-09-25,13.5675
2021-09-26,13.5675
2021-09-27,13.7504
2021-09-28,13.6633
2021-09-29,13.7765
2021-09-30,13.7329
2021-10-01,13.9593
2021-10-02,13.9593
2021-10-03,13.9593
2021-10-04,14.0638
2021-10-05,14.2466
2021-10-06,14.5426
2021-10-07,16.754
2021-10-08,15.509
2021-10-09,15.509
2021-10-10,15.509
2021-10-11,15.6048
2021-10-12,15.422
2021-10-13,15.2827
2021-10-14,15.4742
2021-10-15,15.3262
2021-10-16,15.3262
2021-10-17,15.3262
2021-10-18,15.3349
2021-10-19,15.1172
2021-10-20,15.2043
2021-10-21,15.2304
2021-10-22,15.2304
2021-10-23,15.2304
2021-10-24,15.2304
2021-10-25,15.3523
2021-10-26,15.2565
2021-10-27,15.2043
2021-10-28,15.2565
2021-10-29,15.1521
2021-10-30,15.1521
2021-10-31,15.1521
2021-11-01,15.5787
2021-11-02,15.718
2021-11-03,15.8747
2021-11-04,15.866
2021-11-05,16.2491
2021-11-06,16.2491
2021-11-07,16.2491
2021-11-08,15.9705
2021-11-09,15.9617
2021-11-10,15.9182
2021-11-11,16.0488
2021-11-12,16.2752
2021-11-13,16.2752
2021-11-14,16.2752
2021-11-15,16.2229
2021-11-16,16.3361
2021-11-17,15.8399
2021-11-18,15.7093
2021-11-19,15.5264
2021-11-20,15.5264
2021-11-21,15.5264
2021-11-22,15.9356
2021-11-23,16.014
2021-11-24,15.7267
2021-11-25,15.7267
2021-11-26,10.2805
2021-11-27,10.2805
2021-11-28,10.2805
2021-11-29,10.2687
2021-11-30,10.0867
2021-12-01,9.9282
2021-12-02,10.257
2021-12-03,9.9869
2021-12-04,9.9869
2021-12-05,9.9869
2021-12-06,10.0691
2021-12-07,10.0221
2021-12-08,10.1043
2021-12-09,10.1807
2021-12-10,10.1337
2021-12-11,10.1337
2021-12-12,10.1337
2021-12-13,9.9282
2021-12-14,9.8695
2021-12-15,10.21
2021-12-16,10.0339
2021-12-17,10.1513
2021-12-18,10.1513
2021-12-19,10.1513
2021-12-20,10.0456
2021-12-21,10.21
2021-12-22,10.2746
2021-12-23,10.4331
2021-12-24,10.4331
2021-12-25,10.4331
2021-12-26,10.4331
2021-12-27,10.5682
2021-12-28,10.621
2021-12-29,10.6328
2021-12-30,10.4919
2021-12-31,10.4742
2022-01-01,10.4742
2022-01-02,10.4742
2022-01-03,10.6093
2022-01-04,10.7208
2022-01-05,10.8454
2022-01-06,11.348
2022-01-07,10.9279
2022-01-08,10.9279
2022-01-09,10.9279
2022-01-10,10.7207
2022-01-11,10.5768
2022-01-12,10.4732
2022-01-13,10.5538
2022-01-14,10.5308
2022-01-15,10.5308
2022-01-16,10.5308
2022-01-17,10.5308
2022-01-18,10.22
2022-01-19,10.197
2022-01-20,10.0129
2022-01-21,10.0359
2022-01-22,10.0359
2022-01-23,10.0359
2022-01-24,10.2258
2022-01-25,10.0704
2022-01-26,10.0129
2022-01-27,9.846
2022-01-28,9.8057
2022-01-29,9.8057
2022-01-30,9.8057
2022-01-31,10.0301
2022-02-01,10.0934
2022-02-02,10.1683
2022-02-03,10.0877
2022-02-04,10.0474
2022-02-05,10.0474
2022-02-06,10.0474
2022-02-07,9.9726
2022-02-08,10.1452
2022-02-09,10.0992
2022-02-10,9.7309
2022-02-11,9.518
2022-02-12,9.518
2022-02-13,9.518
2022-02-14,9.6043
2022-02-15,9.6734
2022-02-16,9.6676
2022-02-17,9.6503
2022-02-18,9.587
2022-02-19,9.587
2022-02-20,9.587
2022-02-21,9.587
2022-02-22,9.4489
2022-02-23,9.3568
2022-02-24,9.3626
2022-02-25,7.5257
2022-02-26,7.5257
2022-02-27,7.5257
2022-02-28,7.4578
2022-03-01,7.4216
2022-03-02,7.5845
2022-03-03,7.6796
2022-03-04,7.6615
2022-03-05,7.6615
2022-03-06,7.6615
2022-03-07,7.4487
2022-03-08,7.2903
2022-03-09,7.4487
2022-03-10,7.4306
2022-03-11,7.1229
2022-03-12,7.1229
2022-03-13,7.1229
2022-03-14,7.1636
2022-03-15,7.3673
2022-03-16,7.3854
2022-03-17,7.58
2022-03-18,7.5438
2022-03-19,7.5438
2022-03-20,7.5438
2022-03-21,7.4442
2022-03-22,7.5528
2022-03-23,7.4261
2022-03-24,7.5574
2022-03-25,7.6343
2022-03-26,7.6343
2022-03-27,7.6343
2022-03-28,7.5031
2022-03-29,7.8335
2022-03-30,7.7113
2022-03-31,7.7022
2022-04-01,7.8018
2022-04-02,7.8018
2022-04-03,7.8018
2022-04-04,7.6298
2022-04-05,7.5664
2022-04-06,7.5936
2022-04-07,8.144
2022-04-08,8.1901
2022-04-09,8.1901
2022-04-10,8.1901
2022-04-11,8.0104
2022-04-12,8.3513
2022-04-13,8.015
2022-04-14,8.1624
2022-04-15,8.1624
2022-04-16,8.1624
2022-04-17,8.1624
2022-04-18,8.1118
2022-04-19,8.2868
2022-04-20,8.379
2022-04-21,8.2914
2022-04-22,8.0565
2022-04-23,8.0565
2022-04-24,8.0565
2022-04-25,8.0196
2022-04-26,7.9413
2022-04-27,7.8077
2022-04-28,8.0565
2022-04-29,7.863
2022-04-30,7.863
2022-05-01,7.863
2022-05-02,7.7571
2022-05-03,7.8077
2022-05-04,8.0611
2022-05-05,7.7939
2022-05-06,7.6189
2022-05-07,7.6189
2022-05-08,7.6189
2022-05-09,7.6511
2022-05-10,7.5774
2022-05-11,7.5083
2022-05-12,7.5037
2022-05-13,7.6189
2022-05-14,7.6189
2022-05-15,7.6189
2022-05-16,7.688
2022-05-17,7.9229
2022-05-18,7.7663
2022-05-19,7.6834
2022-05-20,7.5037
2022-05-21,7.5037
2022-05-22,7.5037
2022-05-23,7.7985
2022-05-24,7.8907
2022-05-25,7.9736
2022-05-26,8.121
2022-05-27,6.7877
2022-05-28,6.7877
2022-05-29,6.7877
2022-05-30,6.7877
2022-05-31,6.9014
2022-06-01,6.7015
2022-06-02,6.9093
2022-06-03,6.9641
2022-06-04,6.9641
2022-06-05,6.9641
2022-06-06,6.9838
2022-06-07,7.1915
2022-06-08,7.2151
2022-06-09,7.1288
2022-06-10,6.9014
2022-06-11,6.9014
2022-06-12,6.9014
2022-06-13,6.7211
2022-06-14,6.7564
2022-06-15,6.8779
2022-06-16,6.5721
2022-06-17,6.576
2022-06-18,6.576
2022-06-19,6.576
2022-06-20,6.576
2022-06-21,6.9171
2022-06-22,6.9916
2022-06-23,6.8779
2022-06-24,7.7404
2022-06-25,7.7404
2022-06-26,7.7404
2022-06-27,7.9403
2022-06-28,7.5679
2022-06-29,7.2817
2022-06-30,7.6463
2022-07-01,7.7639
2022-07-02,7.7639
2022-07-03,7.7639
2022-07-04,7.7639
2022-07-05,7.7286
2022-07-06,7.8031
2022-07-07,7.9129
2022-07-08,7.9443
2022-07-09,7.9443
2022-07-10,7.9443
2022-07-11,7.7953
2022-07-12,7.3915
2022-07-13,7.4934
2022-07-14,7.2778
2022-07-15,7.3523
2022-07-16,7.3523
2022-07-17,7.3523
2022-07-18,7.4228
2022-07-19,7.6424
2022-07-20,7.5561
2022-07-21,7.5757
2022-07-22,7.4268
2022-07-23,7.4268
2022-07-24,7.4268
2022-07-25,7.5365
2022-07-26,7.4973
2022-07-27,7.6933
2022-07-28,7.6838
2022-07-29,8.1633
2022-07-30,8.1633
2022-07-31,8.1633
2022-08-01,8.3772
2022-08-02,8.3336
2022-08-03,8.2544
2022-08-04,8.0999
2022-08-05,7.9612
2022-08-06,7.9612
2022-08-07,7.9612
2022-08-08,7.8304
2022-08-09,7.6046
2022-08-10,7.775
2022-08-11,7.8978
2022-08-12,8.0919
2022-08-13,8.0919
2022-08-14,8.0919
2022-08-15,8.088
2022-08-16,8.1712
2022-08-17,8.1355
2022-08-18,8.2187
2022-08-19,8.0761
2022-08-20,8.0761
2022-08-21,8.0761
2022-08-22,7.9691
2022-08-23,7.771
2022-08-24,7.8582
2022-08-25,8.0286
2022-08-26,7.1596
2022-08-27,7.1596
2022-08-28,7.1596
2022-08-29,7.1194
2022-08-30,6.9402
2022-08-31,6.8196
2022-09-01,6.8561
2022-09-02,6.7647
2022-09-03,6.7647
2022-09-04,6.7647
2022-09-05,6.7647
2022-09-06,6.8785
2022-09-07,6.8564
2022-09-08,6.7494
2022-09-09,6.8674
2022-09-10,6.8674
2022-09-11,6.8674
2022-09-12,6.9375
2022-09-13,6.6756
2022-09-14,6.8047
2022-09-15,6.7383
2022-09-16,6.6682
2022-09-17,6.6682
2022-09-18,6.6682
2022-09-19,6.8121
2022-09-20,6.6572
2022-09-21,6.7051
2022-09-22,6.3621
2022-09-23,6.1407
2022-09-24,6.1407
2022-09-25,6.1407
2022-09-26,6.1924
2022-09-27,6.1776
2022-09-28,6.2957
2022-09-29,6.2699
2022-09-30,6.3399
2022-10-01,6.3399
2022-10-02,6.3399
2022-10-03,6.4395
2022-10-04,6.5834
2022-10-05,6.2994
2022-10-06,5.6427
2022-10-07,5.521
2022-10-08,5.521
2022-10-09,5.521
2022-10-10,5.6944
2022-10-11,5.7534
2022-10-12,5.9711
2022-10-13,6.1592
2022-10-14,6.1555
2022-10-15,6.1555
2022-10-16,6.1555
2022-10-17,6.2108
2022-10-18,6.3621
2022-10-19,6.399
2022-10-20,6.2145
2022-10-21,6.2256
2022-10-22,6.2256
2022-10-23,6.2256
2022-10-24,6.244
2022-10-25,6.2514
2022-10-26,6.2662
2022-10-27,6.2994
2022-10-28,6.517
2022-10-29,6.517
2022-10-30,6.517
2022-10-31,6.4137
2022-11-01,6.5502
2022-11-02,6.3363
2022-11-03,6.2477
2022-11-04,6.3289
2022-11-05,6.3289
2022-11-06,6.3289
2022-11-07,6.3879
2022-11-08,6.3658
2022-11-09,6.4027
2022-11-10,6.6572
2022-11-11,6.4617
2022-11-12,6.4617
2022-11-13,6.4617
2022-11-14,6.5318
2022-11-15,6.6941
2022-11-16,6.5871
2022-11-17,6.7346
2022-11-18,6.6941
2022-11-19,6.6941
2022-11-20,6.6941
2022-11-21,6.8232
2022-11-22,6.8638
2022-11-23,6.7494
2022-11-24,6.7494
2022-11-25,6.3378
2022-11-26,6.3378
2022-11-27,6.3378
2022-11-28,6.2704
2022-11-29,6.2491
2022-11-30,6.3378
2022-12-01,6.3591
2022-12-02,6.3165
2022-12-03,6.3165
2022-12-04,6.3165
2022-12-05,6.3094
2022-12-06,6.3307
2022-12-07,6.2456
2022-12-08,6.3165
2022-12-09,6.2314
2022-12-10,6.2314
2022-12-11,6.2314
2022-12-12,6.1321
2022-12-13,6.1604
2022-12-14,6.2952
2022-12-15,6.1001
2022-12-16,6.0043
2022-12-17,6.0043
2022-12-18,6.0043
2022-12-19,5.9618
2022-12-20,6.0505
2022-12-21,6.1072
2022-12-22,6.0398
2022-12-23,6.0611
2022-12-24,6.0611
2022-12-25,6.0611
2022-12-26,6.0611
2022-12-27,6.0753
2022-12-28,5.9902
2022-12-29,6.054
2022-12-30,6.0114
2022-12-31,6.0114
2023-01-01,6.0114
2023-01-02,6.0114
2023-01-03,6.0682
2023-01-04,6.0966
2023-01-05,4.9425
2023-01-06,5.4834
2023-01-07,5.4834
2023-01-08,5.4834
2023-01-09,5.5152
2023-01-10,5.646
2023-01-11,5.7203
2023-01-12,5.7379
2023-01-13,5.7273
2023-01-14,5.7273
2023-01-15,5.7273
2023-01-16,5.7273
2023-01-17,5.6708
2023-01-18,5.4975
2023-01-19,5.4587
2023-01-20,5.3491
2023-01-21,5.3491
2023-01-22,5.3491
2023-01-23,5.3738
2023-01-24,5.4233
2023-01-25,5.4304
2023-01-26,5.4763
2023-01-27,5.4481
2023-01-28,5.4481
2023-01-29,5.4481
2023-01-30,5.3703
2023-01-31,5.5965
2023-02-01,5.7591
2023-02-02,5.8829
2023-02-03,5.8899
2023-02-04,5.8899
2023-02-05,5.8899
2023-02-06,5.8864
2023-02-07,5.8687
2023-02-08,5.7839
2023-02-09,5.745
2023-02-10,5.7768
2023-02-11,5.7768
2023-02-12,5.7768
2023-02-13,5.8899
2023-02-14,5.8793
2023-02-15,5.9076
2023-02-16,5.9465
2023-02-17,5.9606
2023-02-18,5.9606
2023-02-19,5.9606
2023-02-20,5.9606
2023-02-21,5.8581
2023-02-22,5.8723
2023-02-23,5.9606
2023-02-24,6.1664
2023-02-25,6.1664
2023-02-26,6.1664
2023-02-27,6.1267
2023-02-28,6.1704
2023-03-01,6.1982
2023-03-02,6.1545
2023-03-03,6.2538
2023-03-04,6.2538
2023-03-05,6.2538
2023-03-06,6.1148
2023-03-07,6.0593
2023-03-08,6.0434
2023-03-09,6.0831
2023-03-10,6.0037
2023-03-11,6.0037
2023-03-12,6.0037
2023-03-13,5.9441
2023-03-14,6.091
2023-03-15,5.9679
2023-03-16,6.0632
2023-03-17,5.8092
2023-03-18,5.8092
2023-03-19,5.8092
2023-03-20,5.8766
