,RGP US Equity
2023-03-21,5.9918
2023-03-22,5.9521
2023-03-23,5.7099
2023-03-24,5.7853
2023-03-25,5.7853
2023-03-26,5.7853
2023-03-27,5.8885
2023-03-28,5.8052
2023-03-29,5.6861
2023-03-30,5.698
2023-03-31,5.7734
2023-04-01,5.7734
2023-04-02,5.7734
2023-04-03,5.7853
2023-04-04,5.5987
2023-04-05,5.0691
2023-04-06,5.2365
2023-04-07,5.2365
2023-04-08,5.2365
2023-04-09,5.2365
2023-04-10,5.3079
2023-04-11,5.2722
2023-04-12,5.2047
2023-04-13,5.3079
2023-04-14,5.2563
2023-04-15,5.2563
2023-04-16,5.2563
2023-04-17,5.3
2023-04-18,5.1888
2023-04-19,5.0896
2023-04-20,5.0618
2023-04-21,4.9666
2023-04-22,4.9666
2023-04-23,4.9666
2023-04-24,4.915
2023-04-25,4.7403
2023-04-26,4.6887
2023-04-27,4.7562
2023-04-28,4.7919
2023-04-29,4.7919
2023-04-30,4.7919
2023-05-01,4.7721
2023-05-02,4.6728
2023-05-03,4.7006
2023-05-04,4.6689
2023-05-05,4.7919
2023-05-06,4.7919
2023-05-07,4.7919
2023-05-08,4.7403
2023-05-09,4.7483
2023-05-10,4.8872
2023-05-11,4.8951
2023-05-12,4.9785
2023-05-13,4.9785
2023-05-14,4.9785
2023-05-15,5.0459
2023-05-16,4.9547
2023-05-17,5.0063
2023-05-18,5.1095
2023-05-19,5.1412
2023-05-20,5.1412
2023-05-21,5.1412
2023-05-22,5.2603
2023-05-23,5.3317
2023-05-24,5.2365
2023-05-25,5.1015
2023-05-26,5.7683
2023-05-27,5.7683
2023-05-28,5.7683
2023-05-29,5.7683
2023-05-30,5.6997
2023-05-31,5.6358
2023-06-01,5.718
2023-06-02,6.0424
2023-06-03,6.0424
2023-06-04,6.0424
2023-06-05,5.9556
2023-06-06,6.2297
2023-06-07,6.513
2023-06-08,6.3394
2023-06-09,6.3668
2023-06-10,6.3668
2023-06-11,6.3668
2023-06-12,6.3531
2023-06-13,6.2891
2023-06-14,5.9373
2023-06-15,5.919
2023-06-16,5.9693
2023-06-17,5.9693
2023-06-18,5.9693
2023-06-19,5.9693
2023-06-20,6.0287
2023-06-21,6.0287
2023-06-22,6.0515
2023-06-23,5.9145
2023-06-24,5.9145
2023-06-25,5.9145
2023-06-26,5.8322
2023-06-27,5.8002
2023-06-28,5.8414
2023-06-29,5.8733
2023-06-30,5.8322
2023-07-01,5.8322
2023-07-02,5.8322
2023-07-03,5.9419
2023-07-04,5.9419
2023-07-05,5.9236
2023-07-06,5.8642
2023-07-07,5.951
2023-07-08,5.951
2023-07-09,5.951
2023-07-10,5.9556
2023-07-11,6.0607
2023-07-12,5.983
2023-07-13,6.0652
2023-07-14,6.1795
2023-07-15,6.1795
2023-07-16,6.1795
2023-07-17,6.184
2023-07-18,6.2206
2023-07-19,6.2343
2023-07-20,6.1201
2023-07-21,5.9419
2023-07-22,5.9419
2023-07-23,5.9419
2023-07-24,6.1132
2023-07-25,6.3037
2023-07-26,6.1162
2023-07-27,5.9011
2023-07-28,5.892
2023-07-29,5.892
2023-07-30,5.892
2023-07-31,5.9652
2023-08-01,6.0018
2023-08-02,5.9469
2023-08-03,6.0384
2023-08-04,5.9881
2023-08-05,5.9881
2023-08-06,5.9881
2023-08-07,6.1207
2023-08-08,6.0155
2023-08-09,6.1207
2023-08-10,6.0292
2023-08-11,6.0933
2023-08-12,6.0933
2023-08-13,6.0933
2023-08-14,6.1116
2023-08-15,6.0567
2023-08-16,6.0064
2023-08-17,5.9835
2023-08-18,5.956
2023-08-19,5.956
2023-08-20,5.956
2023-08-21,5.9103
2023-08-22,5.7685
2023-08-23,5.6953
2023-08-24,5.6495
2023-08-25,7.8673
2023-08-26,7.8673
2023-08-27,7.8673
2023-08-28,7.9431
2023-08-29,7.9178
2023-08-30,8.1769
2023-08-31,8.0
2023-09-01,8.1011
2023-09-02,8.1011
2023-09-03,8.1011
2023-09-04,8.1011
2023-09-05,7.8547
2023-09-06,7.9115
2023-09-07,7.6721
2023-09-08,7.5014
2023-09-09,7.5014
2023-09-10,7.5014
2023-09-11,7.5393
2023-09-12,7.5267
2023-09-13,7.5014
2023-09-14,7.8049
2023-09-15,7.7417
2023-09-16,7.7417
2023-09-17,7.7417
2023-09-18,7.7669
2023-09-19,7.6911
2023-09-20,7.6721
2023-09-21,7.8681
2023-09-22,7.729
2023-09-23,7.729
2023-09-24,7.729
2023-09-25,7.7859
2023-09-26,7.5709
2023-09-27,7.7353
2023-09-28,7.7164
2023-09-29,7.6279
2023-09-30,7.6279
2023-10-01,7.6279
2023-10-02,7.5457
2023-10-03,7.4066
2023-10-04,7.356
2023-10-05,6.7553
2023-10-06,7.0999
2023-10-07,7.0999
2023-10-08,7.0999
2023-10-09,7.1473
2023-10-10,7.0968
2023-10-11,7.122
2023-10-12,7.1157
2023-10-13,6.9893
2023-10-14,6.9893
2023-10-15,6.9893
2023-10-16,7.1473
2023-10-17,7.3117
2023-10-18,7.1726
2023-10-19,7.0904
2023-10-20,6.964
2023-10-21,6.964
2023-10-22,6.964
2023-10-23,6.7364
2023-10-24,6.6226
2023-10-25,6.5846
2023-10-26,6.7427
2023-10-27,6.6036
2023-10-28,6.6036
2023-10-29,6.6036
2023-10-30,6.5909
2023-10-31,6.7174
2023-11-01,6.768
2023-11-02,6.8755
2023-11-03,7.0082
2023-11-04,7.0082
2023-11-05,7.0082
2023-11-06,7.0399
2023-11-07,6.8944
2023-11-08,6.8186
2023-11-09,6.7996
2023-11-10,6.8628
2023-11-11,6.8628
2023-11-12,6.8628
2023-11-13,6.8881
2023-11-14,7.3433
2023-11-15,7.2169
2023-11-16,7.1663
2023-11-17,7.1663
2023-11-18,7.1663
2023-11-19,7.1663
2023-11-20,7.2422
2023-11-21,7.0778
2023-11-22,7.0588
2023-11-23,7.0588
2023-11-24,10.3104
2023-11-25,10.3104
2023-11-26,10.3104
2023-11-27,10.1691
2023-11-28,10.0189
2023-11-29,9.9482
2023-11-30,9.9393
2023-12-01,10.359
2023-12-02,10.359
2023-12-03,10.359
2023-12-04,10.4872
2023-12-05,10.2663
2023-12-06,10.3988
2023-12-07,10.3988
2023-12-08,10.5578
2023-12-09,10.5578
2023-12-10,10.5578
2023-12-11,10.5137
2023-12-12,10.3104
2023-12-13,10.5755
2023-12-14,10.6727
2023-12-15,10.4076
2023-12-16,10.4076
2023-12-17,10.4076
2023-12-18,10.4783
2023-12-19,10.39
2023-12-20,10.3635
2023-12-21,10.4253
2023-12-22,10.4253
2023-12-23,10.4253
2023-12-24,10.4253
2023-12-25,10.4253
2023-12-26,10.4872
2023-12-27,10.4341
2023-12-28,10.5225
2023-12-29,10.443
2023-12-30,10.443
2023-12-31,10.443
2024-01-01,10.443
2024-01-02,10.2751
2024-01-03,9.9504
2024-01-04,9.6609
2024-01-05,9.4588
2024-01-06,9.4588
2024-01-07,9.4588
2024-01-08,9.3797
2024-01-09,9.0371
2024-01-10,9.3358
2024-01-11,9.428
2024-01-12,9.4676
2024-01-13,9.4676
2024-01-14,9.4676
2024-01-15,9.4676
2024-01-16,9.4061
2024-01-17,9.4236
2024-01-18,9.4236
2024-01-19,9.5027
2024-01-20,9.5027
2024-01-21,9.5027
2024-01-22,9.8102
2024-01-23,9.7751
2024-01-24,9.8893
2024-01-25,10.0914
2024-01-26,9.9947
2024-01-27,9.9947
2024-01-28,9.9947
2024-01-29,9.8981
2024-01-30,9.819
2024-01-31,9.7487
2024-02-01,9.7663
2024-02-02,9.6257
2024-02-03,9.6257
2024-02-04,9.6257
2024-02-05,9.5642
2024-02-06,9.6697
2024-02-07,9.4149
2024-02-08,9.5379
2024-02-09,9.5379
2024-02-10,9.5379
2024-02-11,9.5379
2024-02-12,10.0826
2024-02-13,9.3709
2024-02-14,9.5115
2024-02-15,9.8366
2024-02-16,9.7136
2024-02-17,9.7136
2024-02-18,9.7136
2024-02-19,9.7136
2024-02-20,9.45
2024-02-21,9.5642
2024-02-22,9.4061
2024-02-23,9.7857
2024-02-24,9.7857
2024-02-25,9.7857
2024-02-26,9.9473
2024-02-27,10.2514
2024-02-28,10.1279
2024-02-29,10.337
2024-03-01,10.4416
2024-03-02,10.4416
2024-03-03,10.4416
2024-03-04,10.5841
2024-03-05,10.0423
2024-03-06,10.1659
2024-03-07,10.3085
2024-03-08,10.5366
2024-03-09,10.5366
2024-03-10,10.5366
2024-03-11,10.2419
2024-03-12,10.0138
2024-03-13,10.0803
2024-03-14,9.5005
2024-03-15,9.7952
2024-03-16,9.7952
2024-03-17,9.7952
2024-03-18,9.605
2024-03-19,9.4529
2024-03-20,9.6526
2024-03-21,9.7096
2024-03-22,9.491
2024-03-23,9.491
2024-03-24,9.491
2024-03-25,9.51
2024-03-26,9.2153
2024-03-27,9.605
2024-03-28,9.7001
2024-03-29,9.7001
2024-03-30,9.7001
2024-03-31,9.7001
2024-04-01,9.5195
2024-04-02,9.1678
2024-04-03,8.8636
2024-04-04,8.0759
2024-04-05,8.7281
2024-04-06,8.7281
2024-04-07,8.7281
2024-04-08,8.6513
