,NKE US Equity
2020-06-14,48.2227
2020-06-15,48.9084
2020-06-16,49.4921
2020-06-17,49.5748
2020-06-18,49.2051
2020-06-19,47.9065
2020-06-20,47.9065
2020-06-21,47.9065
2020-06-22,49.7207
2020-06-23,50.8928
2020-06-24,49.9979
2020-06-25,50.6399
2020-06-26,46.8803
2020-06-27,46.8803
2020-06-28,46.8803
2020-06-29,47.9503
2020-06-30,49.0106
2020-07-01,48.6944
2020-07-02,49.1954
2020-07-03,49.1954
2020-07-04,49.1954
2020-07-05,49.1954
2020-07-06,49.9347
2020-07-07,48.5339
2020-07-08,49.3948
2020-07-09,48.495
2020-07-10,48.9814
2020-07-11,48.9814
2020-07-12,48.9814
2020-07-13,48.2373
2020-07-14,48.3832
2020-07-15,49.2489
2020-07-16,48.6263
2020-07-17,48.1497
2020-07-18,48.1497
2020-07-19,48.1497
2020-07-20,47.8433
2020-07-21,49.1613
2020-07-22,49.4288
2020-07-23,49.1322
2020-07-24,49.3448
2020-07-25,49.3448
2020-07-26,49.3448
2020-07-27,48.7496
2020-07-28,48.291
2020-07-29,48.6325
2020-07-30,48.5593
2020-07-31,48.9448
2020-08-01,48.9448
2020-08-02,48.9448
2020-08-03,49.296
2020-08-04,48.8081
2020-08-05,50.5694
2020-08-06,50.3303
2020-08-07,51.0183
2020-08-08,51.0183
2020-08-09,51.0183
2020-08-10,52.7503
2020-08-11,52.6088
2020-08-12,52.6576
2020-08-13,53.2918
2020-08-14,53.2479
2020-08-15,53.2479
2020-08-16,53.2479
2020-08-17,52.8722
2020-08-18,53.5114
2020-08-19,54.2041
2020-08-20,54.0188
2020-08-21,54.8677
2020-08-22,54.8677
2020-08-23,54.8677
2020-08-24,55.8825
2020-08-25,55.7263
2020-08-26,55.7361
2020-08-27,55.3995
2020-08-28,56.1069
2020-08-29,56.1069
2020-08-30,56.1069
2020-08-31,53.3319
2020-09-01,54.7105
2020-09-02,55.6264
2020-09-03,53.7805
2020-09-04,53.5702
2020-09-05,53.5702
2020-09-06,53.5702
2020-09-07,53.5702
2020-09-08,53.7198
2020-09-09,54.7385
2020-09-10,54.6871
2020-09-11,56.1872
2020-09-12,56.1872
2020-09-13,56.1872
2020-09-14,56.7854
2020-09-15,56.7807
2020-09-16,56.4629
2020-09-17,55.4208
2020-09-18,54.6264
2020-09-19,54.6264
2020-09-20,54.6264
2020-09-21,54.0235
2020-09-22,55.6591
2020-09-23,60.4444
2020-09-24,59.3416
2020-09-25,59.0985
2020-09-26,59.0985
2020-09-27,59.0985
2020-09-28,59.1406
2020-09-29,60.0893
2020-09-30,59.7107
2020-10-01,60.2248
2020-10-02,60.2248
2020-10-03,60.2248
2020-10-04,60.2248
2020-10-05,60.8183
2020-10-06,60.6968
2020-10-07,61.823
2020-10-08,62.0456
2020-10-09,62.6429
2020-10-10,62.6429
2020-10-11,62.6429
2020-10-12,61.928
2020-10-13,61.8057
2020-10-14,61.0815
2020-10-15,61.7117
2020-10-16,61.2414
2020-10-17,61.2414
2020-10-18,61.2414
2020-10-19,60.9733
2020-10-20,61.4718
2020-10-21,61.9139
2020-10-22,62.1914
2020-10-23,62.1773
2020-10-24,62.1773
2020-10-25,62.1773
2020-10-26,61.4154
2020-10-27,61.2367
2020-10-28,58.4573
2020-10-29,58.8241
2020-10-30,57.5167
2020-10-31,57.5167
2020-11-01,57.5167
2020-11-02,58.6031
2020-11-03,59.6377
2020-11-04,60.931
2020-11-05,62.0409
2020-11-06,61.6647
2020-11-07,61.6647
2020-11-08,61.6647
2020-11-09,61.6882
2020-11-10,61.105
2020-11-11,61.0815
2020-11-12,60.6018
2020-11-13,61.3731
2020-11-14,61.3731
2020-11-15,61.3731
2020-11-16,62.2337
2020-11-17,63.2213
2020-11-18,62.9486
2020-11-19,63.0802
2020-11-20,63.5834
2020-11-21,63.5834
2020-11-22,63.5834
2020-11-23,64.1243
2020-11-24,64.3923
2020-11-25,64.7874
2020-11-26,64.7874
2020-11-27,64.1807
2020-11-28,64.1807
2020-11-29,64.1807
2020-11-30,57.4496
2020-12-01,57.7637
2020-12-02,57.8232
2020-12-03,58.409
2020-12-04,58.5066
2020-12-05,58.5066
2020-12-06,58.5066
2020-12-07,59.1689
2020-12-08,59.3259
2020-12-09,59.1858
2020-12-10,58.6722
2020-12-11,58.6
2020-12-12,58.6
2020-12-13,58.6
2020-12-14,58.1203
2020-12-15,59.4405
2020-12-16,58.9948
2020-12-17,59.9117
2020-12-18,58.5448
2020-12-19,58.5448
2020-12-20,58.5448
2020-12-21,61.406
2020-12-22,60.7395
2020-12-23,60.4466
2020-12-24,60.3787
2020-12-25,60.3787
2020-12-26,60.3787
2020-12-27,60.3787
2020-12-28,60.731
2020-12-29,60.366
2020-12-30,60.3702
2020-12-31,60.3235
2021-01-01,60.3235
2021-01-02,60.3235
2021-01-03,60.3235
2021-01-04,59.7419
2021-01-05,60.4761
2021-01-06,60.9536
2021-01-07,62.062
2021-01-08,62.6588
2021-01-09,62.6588
2021-01-10,62.6588
2021-01-11,62.9572
2021-01-12,62.1046
2021-01-13,61.2477
2021-01-14,60.506
2021-01-15,60.2587
2021-01-16,60.2587
2021-01-17,60.2587
2021-01-18,60.2587
2021-01-19,59.6406
2021-01-20,61.1454
2021-01-21,60.6381
2021-01-22,59.6747
2021-01-23,59.6747
2021-01-24,59.6747
2021-01-25,58.9073
2021-01-26,57.8628
2021-01-27,56.1235
2021-01-28,57.7008
2021-01-29,57.2191
2021-01-30,57.2191
2021-01-31,57.2191
2021-02-01,58.1229
2021-02-02,59.777
2021-02-03,59.3677
2021-02-04,60.2203
2021-02-05,62.1302
2021-02-06,62.1302
2021-02-07,62.1302
2021-02-08,61.4055
2021-02-09,60.7149
2021-02-10,61.0005
2021-02-11,61.4609
2021-02-12,60.8555
2021-02-13,60.8555
2021-02-14,60.8555
2021-02-15,60.8555
2021-02-16,60.6807
2021-02-17,61.6527
2021-02-18,62.1217
2021-02-19,60.8129
2021-02-20,60.8129
2021-02-21,60.8129
2021-02-22,58.5321
2021-02-23,58.3019
2021-02-24,58.0973
2021-02-25,58.0504
2021-02-26,50.8364
2021-02-27,50.8364
2021-02-28,50.8364
2021-03-01,51.9173
2021-03-02,51.68
2021-03-03,50.6406
2021-03-04,49.8045
2021-03-05,50.2979
2021-03-06,50.2979
2021-03-07,50.2979
2021-03-08,50.7536
2021-03-09,51.2771
2021-03-10,51.8947
2021-03-11,53.2505
2021-03-12,52.9718
2021-03-13,52.9718
2021-03-14,52.9718
2021-03-15,54.6628
2021-03-16,54.5536
2021-03-17,54.6176
2021-03-18,53.9962
2021-03-19,51.8571
2021-03-20,51.8571
2021-03-21,51.8571
2021-03-22,52.1508
2021-03-23,51.7177
2021-03-24,50.2263
2021-03-25,48.5241
2021-03-26,50.1623
2021-03-27,50.1623
2021-03-28,50.1623
2021-03-29,50.3506
2021-03-30,50.1472
2021-03-31,50.1246
2021-04-01,49.9891
2021-04-02,49.9891
2021-04-03,49.9891
2021-04-04,49.9891
2021-04-05,51.0767
2021-04-06,51.8467
2021-04-07,51.6127
2021-04-08,50.5332
2021-04-09,51.2013
2021-04-10,51.2013
2021-04-11,51.2013
2021-04-12,51.6504
2021-04-13,50.4804
2021-04-14,49.9972
2021-04-15,50.5294
2021-04-16,50.771
2021-04-17,50.771
2021-04-18,50.771
2021-04-19,50.1142
2021-04-20,48.0534
2021-04-21,49.1065
2021-04-22,48.8347
2021-04-23,49.2159
2021-04-24,49.2159
2021-04-25,49.2159
2021-04-26,49.7481
2021-04-27,49.9406
2021-04-28,49.4122
2021-04-29,50.3747
2021-04-30,50.1331
2021-05-01,50.1331
2021-05-02,50.1331
2021-05-03,50.2879
2021-05-04,49.7293
2021-05-05,49.9784
2021-05-06,50.4615
2021-05-07,52.092
2021-05-08,52.092
2021-05-09,52.092
2021-05-10,51.5598
2021-05-11,51.8316
2021-05-12,50.4237
2021-05-13,50.5068
2021-05-14,51.3824
2021-05-15,51.3824
2021-05-16,51.3824
2021-05-17,51.5636
2021-05-18,51.2428
2021-05-19,50.2614
2021-05-20,50.3785
2021-05-21,50.1482
2021-05-22,50.1482
2021-05-23,50.1482
2021-05-24,50.6766
2021-05-25,50.7748
2021-05-26,51.7448
2021-05-27,51.6202
2021-05-28,30.9845
2021-05-29,30.9845
2021-05-30,30.9845
2021-05-31,30.9845
2021-06-01,30.5403
2021-06-02,30.4629
2021-06-03,30.4629
2021-06-04,30.365
2021-06-05,30.365
2021-06-06,30.365
2021-06-07,30.4128
2021-06-08,30.2761
2021-06-09,29.9322
2021-06-10,29.7364
2021-06-11,29.955
2021-06-12,29.955
2021-06-13,29.955
2021-06-14,29.8229
2021-06-15,29.5792
2021-06-16,29.6043
2021-06-17,29.2672
2021-06-18,29.151
2021-06-19,29.151
2021-06-20,29.151
2021-06-21,29.5314
2021-06-22,30.078
2021-06-23,30.2192
2021-06-24,30.3331
2021-06-25,35.0591
2021-06-26,35.0591
2021-06-27,35.0591
2021-06-28,34.6059
2021-06-29,35.4235
2021-06-30,35.091
2021-07-01,35.8904
2021-07-02,36.2867
2021-07-03,36.2867
2021-07-04,36.2867
2021-07-05,36.2867
2021-07-06,36.371
2021-07-07,36.3824
2021-07-08,36.4894
2021-07-09,36.5737
2021-07-10,36.5737
2021-07-11,36.5737
2021-07-12,36.7605
2021-07-13,36.7081
2021-07-14,36.6967
2021-07-15,36.7308
2021-07-16,36.3118
2021-07-17,36.3118
2021-07-18,36.3118
2021-07-19,35.8608
2021-07-20,36.329
2021-07-21,36.6345
2021-07-22,37.2274
2021-07-23,37.8385
2021-07-24,37.8385
2021-07-25,37.8385
2021-07-26,37.5489
2021-07-27,37.4303
2021-07-28,37.6332
2021-07-29,37.9821
2021-07-30,38.1007
2021-07-31,38.1007
2021-08-01,38.1007
2021-08-02,38.3834
2021-08-03,38.9489
2021-08-04,39.104
2021-08-05,39.5464
2021-08-06,39.3069
2021-08-07,39.3069
2021-08-08,39.3069
2021-08-09,39.0721
2021-08-10,39.2183
2021-08-11,38.9901
2021-08-12,38.8463
2021-08-13,39.0859
2021-08-14,39.0859
2021-08-15,39.0859
2021-08-16,39.2388
2021-08-17,38.8509
2021-08-18,38.4287
2021-08-19,37.6938
2021-08-20,38.1959
2021-08-21,38.1959
2021-08-22,38.1959
2021-08-23,38.6364
2021-08-24,38.6957
2021-08-25,38.6637
2021-08-26,37.9974
2021-08-27,38.148
2021-08-28,38.148
2021-08-29,38.148
2021-08-30,38.2507
2021-08-31,35.6264
2021-09-01,35.5873
2021-09-02,35.3942
2021-09-03,35.3117
2021-09-04,35.3117
2021-09-05,35.3117
2021-09-06,35.3117
2021-09-07,35.1707
2021-09-08,34.7518
2021-09-09,35.3226
2021-09-10,35.3768
2021-09-11,35.3768
2021-09-12,35.3768
2021-09-13,34.4936
2021-09-14,34.3287
2021-09-15,34.1442
2021-09-16,34.0769
2021-09-17,33.8209
2021-09-18,33.8209
2021-09-19,33.8209
2021-09-20,33.3499
2021-09-21,33.517
2021-09-22,34.0422
2021-09-23,34.5066
2021-09-24,32.3387
2021-09-25,32.3387
2021-09-26,32.3387
2021-09-27,32.0023
2021-09-28,31.4077
2021-09-29,31.5639
2021-09-30,31.3925
2021-10-01,31.7896
2021-10-02,31.7896
2021-10-03,31.7896
2021-10-04,31.807
2021-10-05,32.3047
2021-10-06,32.1615
2021-10-07,32.8233
2021-10-08,32.96
2021-10-09,32.96
2021-10-10,32.96
2021-10-11,32.4826
2021-10-12,33.1487
2021-10-13,33.7888
2021-10-14,33.9711
2021-10-15,34.1598
2021-10-16,34.1598
2021-10-17,34.1598
2021-10-18,34.4679
2021-10-19,34.1186
2021-10-20,34.2553
2021-10-21,35.0646
2021-10-22,35.3467
2021-10-23,35.3467
2021-10-24,35.3467
2021-10-25,35.5072
2021-10-26,35.4139
2021-10-27,35.1015
2021-10-28,35.5593
2021-10-29,36.1733
2021-10-30,36.1733
2021-10-31,36.1733
2021-11-01,35.9651
2021-11-02,36.2905
2021-11-03,37.3038
2021-11-04,37.9417
2021-11-05,38.3908
2021-11-06,38.3908
2021-11-07,38.3908
2021-11-08,37.1627
2021-11-09,37.5902
2021-11-10,36.3838
2021-11-11,36.1039
2021-11-12,36.5639
2021-11-13,36.5639
2021-11-14,36.5639
2021-11-15,36.5118
2021-11-16,37.1584
2021-11-17,37.1389
2021-11-18,37.0543
2021-11-19,37.8202
2021-11-20,37.8202
2021-11-21,37.8202
2021-11-22,37.6813
2021-11-23,37.2278
2021-11-24,37.2018
2021-11-25,37.2018
2021-11-26,36.3317
2021-11-27,36.3317
2021-11-28,36.3317
2021-11-29,36.7331
2021-11-30,37.0339
2021-12-01,36.4731
2021-12-02,37.2017
2021-12-03,37.2547
2021-12-04,37.2547
2021-12-05,37.2547
2021-12-06,36.961
2021-12-07,37.4865
2021-12-08,37.2569
2021-12-09,36.7822
2021-12-10,36.9942
2021-12-11,36.9942
2021-12-12,36.9942
2021-12-13,36.504
2021-12-14,36.1861
2021-12-15,35.8549
2021-12-16,35.5944
2021-12-17,35.2941
2021-12-18,35.2941
2021-12-19,35.2941
2021-12-20,34.3271
2021-12-21,36.4577
2021-12-22,36.1949
2021-12-23,36.2457
2021-12-24,36.2457
2021-12-25,36.2457
2021-12-26,36.2457
2021-12-27,36.6674
2021-12-28,36.4113
2021-12-29,36.9323
2021-12-30,36.6475
2021-12-31,36.4665
2022-01-01,36.4665
2022-01-02,36.4665
2022-01-03,36.0249
2022-01-04,36.4047
2022-01-05,35.4906
2022-01-06,35.1893
2022-01-07,34.2915
2022-01-08,34.2915
2022-01-09,34.2915
2022-01-10,32.8512
2022-01-11,32.8203
2022-01-12,33.2416
2022-01-13,32.6637
2022-01-14,32.3527
2022-01-15,32.3527
2022-01-16,32.3527
2022-01-17,32.3527
2022-01-18,32.0814
2022-01-19,31.6755
2022-01-20,31.1505
2022-01-21,31.1991
2022-01-22,31.1991
2022-01-23,31.1991
2022-01-24,31.8718
2022-01-25,31.7571
2022-01-26,31.4285
2022-01-27,31.5718
2022-01-28,31.852
2022-01-29,31.852
2022-01-30,31.852
2022-01-31,32.3284
2022-02-01,32.3615
2022-02-02,32.4696
2022-02-03,31.7196
2022-02-04,31.7373
2022-02-05,31.7373
2022-02-06,31.7373
2022-02-07,31.6821
2022-02-08,31.327
2022-02-09,31.9292
2022-02-10,31.6115
2022-02-11,30.5881
2022-02-12,30.5881
2022-02-13,30.5881
2022-02-14,30.8991
2022-02-15,31.7792
2022-02-16,31.9799
2022-02-17,31.166
2022-02-18,31.1991
2022-02-19,31.1991
2022-02-20,31.1991
2022-02-21,31.1991
2022-02-22,30.1491
2022-02-23,29.8492
2022-02-24,29.9242
2022-02-25,30.2837
2022-02-26,30.2837
2022-02-27,30.2837
2022-02-28,30.2129
2022-03-01,29.2512
2022-03-02,30.0197
2022-03-03,29.6399
2022-03-04,29.0203
2022-03-05,29.0203
2022-03-06,29.0203
2022-03-07,27.5234
2022-03-08,26.806
2022-03-09,28.0808
2022-03-10,27.8765
2022-03-11,27.1214
2022-03-12,27.1214
2022-03-13,27.1214
2022-03-14,25.9976
2022-03-15,26.404
2022-03-16,27.6899
2022-03-17,28.183
2022-03-18,29.0336
2022-03-19,29.0336
2022-03-20,29.0336
2022-03-21,28.8004
2022-03-22,29.4445
2022-03-23,29.4245
2022-03-24,29.2202
2022-03-25,29.5799
2022-03-26,29.5799
2022-03-27,29.5799
2022-03-28,29.8265
2022-03-29,30.7881
2022-03-30,30.6549
2022-03-31,29.7709
2022-04-01,29.54
2022-04-02,29.54
2022-04-03,29.54
2022-04-04,29.7221
2022-04-05,29.1291
2022-04-06,28.2583
2022-04-07,28.4837
2022-04-08,28.2118
2022-04-09,28.2118
2022-04-10,28.2118
2022-04-11,27.5112
2022-04-12,27.5244
2022-04-13,28.066
2022-04-14,29.3855
2022-04-15,29.3855
2022-04-16,29.3855
2022-04-17,29.3855
2022-04-18,28.981
2022-04-19,30.179
2022-04-20,29.9182
2022-04-21,29.8276
2022-04-22,28.4152
2022-04-23,28.4152
2022-04-24,28.4152
2022-04-25,28.1654
2022-04-26,26.5253
2022-04-27,26.6845
2022-04-28,27.9687
2022-04-29,27.4493
2022-04-30,27.4493
2022-05-01,27.4493
2022-05-02,27.7543
2022-05-03,27.0426
2022-05-04,27.7499
2022-05-05,26.1076
2022-05-06,25.1925
2022-05-07,25.1925
2022-05-08,25.1925
2022-05-09,24.4675
2022-05-10,24.0873
2022-05-11,23.7403
2022-05-12,23.7359
2022-05-13,24.8654
2022-05-14,24.8654
2022-05-15,24.8654
2022-05-16,24.7747
2022-05-17,25.5042
2022-05-18,24.0608
2022-05-19,23.4132
2022-05-20,23.758
2022-05-21,23.758
2022-05-22,23.758
2022-05-23,23.8972
2022-05-24,23.6011
2022-05-25,23.8022
2022-05-26,24.8499
2022-05-27,25.5241
2022-05-28,25.5241
2022-05-29,25.5241
2022-05-30,25.5241
2022-05-31,27.9659
2022-06-01,27.9258
2022-06-02,29.041
2022-06-03,28.461
2022-06-04,28.461
2022-06-05,28.461
2022-06-06,28.2912
2022-06-07,28.6308
2022-06-08,28.8029
2022-06-09,27.9069
2022-06-10,26.9945
2022-06-11,26.9945
2022-06-12,26.9945
2022-06-13,25.9831
2022-06-14,26.0491
2022-06-15,26.6904
2022-06-16,25.2003
2022-06-17,25.2522
2022-06-18,25.2522
2022-06-19,25.2522
2022-06-20,25.2522
2022-06-21,25.5681
2022-06-22,24.6816
2022-06-23,25.4078
2022-06-24,26.5654
2022-06-25,26.5654
2022-06-26,26.5654
2022-06-27,25.9972
2022-06-28,24.1771
2022-06-29,24.2879
2022-06-30,24.0403
2022-07-01,23.7998
2022-07-02,23.7998
2022-07-03,23.7998
2022-07-04,23.7998
2022-07-05,24.5401
2022-07-06,24.5189
2022-07-07,25.4384
2022-07-08,25.3913
2022-07-09,25.3913
2022-07-10,25.3913
2022-07-11,24.7264
2022-07-12,24.4081
2022-07-13,24.7264
2022-07-14,24.2808
2022-07-15,24.6297
2022-07-16,24.6297
2022-07-17,24.6297
2022-07-18,24.4505
2022-07-19,25.6883
2022-07-20,26.141
2022-07-21,26.1741
2022-07-22,25.5866
2022-07-23,25.5866
2022-07-24,25.5866
2022-07-25,25.6242
2022-07-26,24.6655
2022-07-27,25.2906
2022-07-28,26.3175
2022-07-29,26.9496
2022-07-30,26.9496
2022-07-31,26.9496
2022-08-01,26.8039
2022-08-02,26.2094
2022-08-03,26.7992
2022-08-04,26.8462
2022-08-05,26.7028
2022-08-06,26.7028
2022-08-07,26.7028
2022-08-08,26.7334
2022-08-09,25.8193
2022-08-10,26.5313
2022-08-11,26.7569
2022-08-12,27.2198
2022-08-13,27.2198
2022-08-14,27.2198
2022-08-15,27.2786
2022-08-16,27.6874
2022-08-17,27.4478
2022-08-18,27.2057
2022-08-19,26.536
2022-08-20,26.536
2022-08-21,26.536
2022-08-22,25.8733
2022-08-23,25.9532
2022-08-24,26.1248
2022-08-25,26.5501
2022-08-26,25.3892
2022-08-27,25.3892
2022-08-28,25.3892
2022-08-29,25.2953
2022-08-30,25.2906
2022-08-31,26.8472
2022-09-01,26.8573
2022-09-02,26.6689
2022-09-03,26.6689
2022-09-04,26.6689
2022-09-05,26.6689
2022-09-06,26.5208
2022-09-07,27.357
2022-09-08,27.4198
2022-09-09,27.9823
2022-09-10,27.9823
2022-09-11,27.9823
2022-09-12,28.3364
2022-09-13,26.6639
2022-09-14,26.9853
2022-09-15,26.6087
2022-09-16,26.2621
2022-09-17,26.2621
2022-09-18,26.2621
2022-09-19,27.0381
2022-09-20,25.8352
2022-09-21,25.1747
2022-09-22,24.8633
2022-09-23,24.4791
2022-09-24,24.4791
2022-09-25,24.4791
2022-09-26,24.238
2022-09-27,24.2957
2022-09-28,24.901
2022-09-29,24.0547
2022-09-30,20.9884
2022-10-01,20.9884
2022-10-02,20.9884
2022-10-03,21.5609
2022-10-04,22.3746
2022-10-05,22.9924
2022-10-06,22.7016
2022-10-07,21.9476
2022-10-08,21.9476
2022-10-09,21.9476
2022-10-10,21.8299
2022-10-11,22.1555
2022-10-12,22.2858
2022-10-13,22.5488
2022-10-14,22.0453
2022-10-15,22.0453
2022-10-16,22.0453
2022-10-17,22.6515
2022-10-18,22.5789
2022-10-19,22.3008
2022-10-20,21.8649
2022-10-21,22.2833
2022-10-22,22.2833
2022-10-23,22.2833
2022-10-24,22.1605
2022-10-25,23.0899
2022-10-26,23.2577
2022-10-27,22.7943
2022-10-28,23.6184
2022-10-29,23.6184
2022-10-30,23.6184
2022-10-31,23.3303
2022-11-01,23.6034
2022-11-02,22.7342
2022-11-03,22.7592
2022-11-04,24.1094
2022-11-05,24.1094
2022-11-06,24.1094
2022-11-07,23.5207
2022-11-08,23.5984
2022-11-09,23.1851
2022-11-10,25.0362
2022-11-11,26.6895
2022-11-12,26.6895
2022-11-13,26.6895
2022-11-14,26.2636
2022-11-15,26.8448
2022-11-16,26.474
2022-11-17,26.5066
2022-11-18,26.5216
2022-11-19,26.5216
2022-11-20,26.5216
2022-11-21,26.1234
2022-11-22,26.6594
2022-11-23,26.8298
2022-11-24,26.8298
2022-11-25,26.6569
2022-11-26,26.6569
2022-11-27,26.6569
2022-11-28,26.4064
2022-11-29,26.7296
2022-11-30,27.2024
2022-12-01,27.5507
2022-12-02,27.818
2022-12-03,27.818
2022-12-04,27.818
2022-12-05,27.1852
2022-12-06,26.7707
2022-12-07,26.8688
2022-12-08,27.612
2022-12-09,27.1362
2022-12-10,27.1362
2022-12-11,27.1362
2022-12-12,27.7861
2022-12-13,27.9774
2022-12-14,27.6341
2022-12-15,26.913
2022-12-16,26.2851
2022-12-17,26.2851
2022-12-18,26.2851
2022-12-19,25.5738
2022-12-20,25.613
2022-12-21,28.6961
2022-12-22,28.9242
2022-12-23,28.8114
2022-12-24,28.8114
2022-12-25,28.8114
2022-12-26,28.8114
2022-12-27,29.1327
2022-12-28,28.4999
2022-12-29,29.0812
2022-12-30,28.9978
2022-12-31,28.9978
2023-01-01,28.9978
2023-01-02,28.9978
2023-01-03,29.4245
2023-01-04,30.0279
2023-01-05,29.618
2023-01-06,30.5684
2023-01-07,30.5684
2023-01-08,30.5684
2023-01-09,30.6461
2023-01-10,30.8868
2023-01-11,31.3972
2023-01-12,31.3851
2023-01-13,31.6184
2023-01-14,31.6184
2023-01-15,31.6184
2023-01-16,31.6184
2023-01-17,31.4459
2023-01-18,31.0302
2023-01-19,30.5684
2023-01-20,31.0764
2023-01-21,31.0764
2023-01-22,31.0764
2023-01-23,31.4823
2023-01-24,31.1274
2023-01-25,31.125
2023-01-26,31.2976
2023-01-27,31.2976
2023-01-28,31.2976
2023-01-29,31.2976
2023-01-30,31.0156
2023-01-31,31.249
2023-02-01,31.7764
2023-02-02,31.6695
2023-02-03,31.317
2023-02-04,31.317
2023-02-05,31.317
2023-02-06,30.8601
2023-02-07,30.7628
2023-02-08,30.1746
2023-02-09,29.9971
2023-02-10,30.0093
2023-02-11,30.0093
2023-02-12,30.0093
2023-02-13,30.7191
2023-02-14,30.9743
2023-02-15,31.2854
2023-02-16,30.5319
2023-02-17,30.6437
2023-02-18,30.6437
2023-02-19,30.6437
2023-02-20,30.6437
2023-02-21,29.7346
2023-02-22,29.4429
2023-02-23,29.4575
2023-02-24,28.9908
2023-02-25,28.9908
2023-02-26,28.9908
2023-02-27,29.1099
2023-02-28,30.1778
2023-03-01,30.1249
2023-03-02,30.3766
2023-03-03,30.7188
2023-03-04,30.7188
2023-03-05,30.7188
2023-03-06,30.525
2023-03-07,30.3791
2023-03-08,30.447
2023-03-09,29.9463
2023-03-10,29.8506
2023-03-11,29.8506
2023-03-12,29.8506
2023-03-13,29.6921
2023-03-14,30.2306
2023-03-15,30.0218
2023-03-16,30.6458
2023-03-17,30.5804
