,SKYW US Equity
2023-03-20,17.6528
2023-03-21,17.7348
2023-03-22,17.6267
2023-03-23,17.6684
2023-03-24,17.6177
2023-03-25,17.6177
2023-03-26,17.6177
2023-03-27,17.8825
2023-03-28,18.0161
2023-03-29,18.1321
2023-03-30,18.2884
2023-03-31,26.1662
2023-04-01,26.1662
2023-04-02,26.1662
2023-04-03,26.1409
2023-04-04,26.1698
2023-04-05,26.159
2023-04-06,26.2744
2023-04-07,26.2744
2023-04-08,26.2744
2023-04-09,26.2744
2023-04-10,26.3971
2023-04-11,26.61
2023-04-12,26.5486
2023-04-13,26.7146
2023-04-14,26.7002
2023-04-15,26.7002
2023-04-16,26.7002
2023-04-17,26.7796
2023-04-18,26.7291
2023-04-19,26.895
2023-04-20,26.8986
2023-04-21,26.9022
2023-04-22,26.9022
2023-04-23,26.9022
2023-04-24,26.8517
2023-04-25,26.6677
2023-04-26,26.7038
2023-04-27,26.8517
2023-04-28,28.3779
2023-04-29,28.3779
2023-04-30,28.3779
2023-05-01,28.1326
2023-05-02,28.0568
2023-05-03,28.432
2023-05-04,27.093
2023-05-05,27.382
2023-05-06,27.382
2023-05-07,27.382
2023-05-08,27.1521
2023-05-09,27.0142
2023-05-10,26.85
2023-05-11,26.6529
2023-05-12,26.7383
2023-05-13,26.7383
2023-05-14,26.7383
2023-05-15,26.8992
2023-05-16,26.9124
2023-05-17,27.4444
2023-05-18,27.5593
2023-05-19,27.5363
2023-05-20,27.5363
2023-05-21,27.5363
2023-05-22,27.533
2023-05-23,27.5691
2023-05-24,27.5659
2023-05-25,27.7366
2023-05-26,28.1438
2023-05-27,28.1438
2023-05-28,28.1438
2023-05-29,28.1438
2023-05-30,28.1274
2023-05-31,27.9895
2023-06-01,28.4492
2023-06-02,28.7941
2023-06-03,28.7941
2023-06-04,28.7941
2023-06-05,29.0798
2023-06-06,29.3523
2023-06-07,29.3491
2023-06-08,29.3491
2023-06-09,29.3228
2023-06-10,29.3228
2023-06-11,29.3228
2023-06-12,29.7563
2023-06-13,30.4229
2023-06-14,30.285
2023-06-15,30.8318
2023-06-16,30.8728
2023-06-17,30.8728
2023-06-18,30.8728
2023-06-19,30.8728
2023-06-20,31.0961
2023-06-21,31.1848
2023-06-22,31.1717
2023-06-23,31.1618
2023-06-24,31.1618
2023-06-25,31.1618
2023-06-26,30.9451
2023-06-27,31.0304
2023-06-28,31.1881
2023-06-29,31.4278
2023-06-30,55.079
2023-07-01,55.079
2023-07-02,55.079
2023-07-03,55.1717
2023-07-04,55.1717
2023-07-05,54.7547
2023-07-06,54.4651
2023-07-07,55.1601
2023-07-08,55.1601
2023-07-09,55.1601
2023-07-10,55.9304
2023-07-11,55.6756
2023-07-12,55.3107
2023-07-13,55.5134
2023-07-14,54.9111
2023-07-15,54.9111
2023-07-16,54.9111
2023-07-17,54.9226
2023-07-18,55.7451
2023-07-19,56.0347
2023-07-20,55.5366
2023-07-21,55.2817
2023-07-22,55.2817
2023-07-23,55.2817
2023-07-24,55.1427
2023-07-25,54.8473
2023-07-26,54.7836
2023-07-27,54.4593
2023-07-28,57.2915
2023-07-29,57.2915
2023-07-30,57.2915
2023-07-31,56.973
2023-08-01,57.193
2023-08-02,57.2799
2023-08-03,55.0867
2023-08-04,54.5659
2023-08-05,54.5659
2023-08-06,54.5659
2023-08-07,55.1306
2023-08-08,55.2019
2023-08-09,54.84
2023-08-10,54.5001
2023-08-11,54.5275
2023-08-12,54.5275
2023-08-13,54.5275
2023-08-14,54.6262
2023-08-15,54.0669
2023-08-16,53.6393
2023-08-17,53.4748
2023-08-18,53.409
2023-08-19,53.409
2023-08-20,53.409
2023-08-21,53.6667
2023-08-22,53.6064
2023-08-23,54.1163
2023-08-24,53.579
2023-08-25,53.5187
2023-08-26,53.5187
2023-08-27,53.5187
2023-08-28,54.4398
2023-08-29,55.2786
2023-08-30,54.193
2023-08-31,56.2216
2023-09-01,55.8269
2023-09-02,55.8269
2023-09-03,55.8269
2023-09-04,55.8269
2023-09-05,55.4102
2023-09-06,55.2786
2023-09-07,55.3554
2023-09-08,54.8071
2023-09-09,54.8071
2023-09-10,54.8071
2023-09-11,55.5144
2023-09-12,55.2183
2023-09-13,54.7249
2023-09-14,55.2019
2023-09-15,54.999
2023-09-16,54.999
2023-09-17,54.999
2023-09-18,54.4069
2023-09-19,54.4069
2023-09-20,54.2588
2023-09-21,54.6152
2023-09-22,54.4836
2023-09-23,54.4836
2023-09-24,54.4836
2023-09-25,54.511
2023-09-26,54.2314
2023-09-27,54.5933
2023-09-28,55.0045
2023-09-29,84.204
2023-09-30,84.204
2023-10-01,84.204
2023-10-02,83.6004
2023-10-03,82.7208
2023-10-04,83.7729
2023-10-05,83.6694
2023-10-06,83.8936
2023-10-07,83.8936
2023-10-08,83.8936
2023-10-09,83.3934
2023-10-10,83.1434
2023-10-11,83.5831
2023-10-12,83.4279
2023-10-13,82.2465
2023-10-14,82.2465
2023-10-15,82.2465
2023-10-16,82.5311
2023-10-17,82.807
2023-10-18,80.6857
2023-10-19,80.4787
2023-10-20,80.151
2023-10-21,80.151
2023-10-22,80.151
2023-10-23,80.3149
2023-10-24,80.9271
2023-10-25,80.8237
2023-10-26,80.6943
2023-10-27,83.5188
2023-10-28,83.5188
2023-10-29,83.5188
2023-10-30,84.2575
2023-10-31,83.4349
2023-11-01,83.4516
2023-11-02,84.7695
2023-11-03,85.399
2023-11-04,85.399
2023-11-05,85.399
2023-11-06,84.9961
2023-11-07,84.8199
2023-11-08,84.4589
2023-11-09,84.0644
2023-11-10,83.9133
2023-11-11,83.9133
2023-11-12,83.9133
2023-11-13,84.1987
2023-11-14,86.1209
2023-11-15,87.1198
2023-11-16,86.8932
2023-11-17,87.1114
2023-11-18,87.1114
2023-11-19,87.1114
2023-11-20,87.7913
2023-11-21,87.0695
2023-11-22,86.91
2023-11-23,86.91
2023-11-24,87.0191
2023-11-25,87.0191
2023-11-26,87.0191
2023-11-27,87.0275
2023-11-28,86.7421
2023-11-29,86.6917
2023-11-30,87.7242
2023-12-01,88.4964
2023-12-02,88.4964
2023-12-03,88.4964
2023-12-04,89.638
2023-12-05,89.3274
2023-12-06,88.6475
2023-12-07,88.6559
2023-12-08,89.1763
2023-12-09,89.1763
2023-12-10,89.1763
2023-12-11,88.8993
2023-12-12,89.1512
2023-12-13,89.9066
2023-12-14,89.1763
2023-12-15,89.4785
2023-12-16,89.4785
2023-12-17,89.4785
2023-12-18,90.2927
2023-12-19,90.9559
2023-12-20,90.3011
2023-12-21,90.7041
2023-12-22,91.4343
2023-12-23,91.4343
2023-12-24,91.4343
2023-12-25,91.4343
2023-12-26,91.6526
2023-12-27,92.1982
2023-12-28,92.4164
2023-12-29,39.9195
2023-12-30,39.9195
2023-12-31,39.9195
2024-01-01,39.9195
2024-01-02,39.7298
2024-01-03,39.105
2024-01-04,39.6517
2024-01-05,39.5513
2024-01-06,39.5513
2024-01-07,39.5513
2024-01-08,39.7112
2024-01-09,39.2314
2024-01-10,39.2017
2024-01-11,39.2054
2024-01-12,38.9971
2024-01-13,38.9971
2024-01-14,38.9971
2024-01-15,38.9971
2024-01-16,38.8112
2024-01-17,38.6624
2024-01-18,39.0083
2024-01-19,39.0046
2024-01-20,39.0046
2024-01-21,39.0046
2024-01-22,39.4025
2024-01-23,39.4918
2024-01-24,39.7186
2024-01-25,40.1017
2024-01-26,40.6186
2024-01-27,40.6186
2024-01-28,40.6186
2024-01-29,40.7934
2024-01-30,40.8678
2024-01-31,40.3137
2024-02-01,40.6224
2024-02-02,42.2662
2024-02-03,42.2662
2024-02-04,42.2662
2024-02-05,42.679
2024-02-06,42.6604
2024-02-07,42.5711
2024-02-08,42.705
2024-02-09,42.5674
2024-02-10,42.5674
2024-02-11,42.5674
2024-02-12,42.7348
2024-02-13,42.5302
2024-02-14,42.5488
2024-02-15,42.0363
2024-02-16,42.0912
2024-02-17,42.0912
2024-02-18,42.0912
2024-02-19,42.0912
2024-02-20,42.7087
2024-02-21,42.4164
2024-02-22,42.811
2024-02-23,42.61
2024-02-24,42.61
2024-02-25,42.61
2024-02-26,42.8293
2024-02-27,43.001
2024-02-28,43.001
2024-02-29,43.973
2024-03-01,44.1484
2024-03-02,44.1484
2024-03-03,44.1484
2024-03-04,44.3787
2024-03-05,44.8062
2024-03-06,45.2191
2024-03-07,45.442
2024-03-08,45.2045
2024-03-09,45.2045
2024-03-10,45.2045
2024-03-11,44.8683
2024-03-12,45.146
2024-03-13,45.2228
2024-03-14,44.671
2024-03-15,44.7477
2024-03-16,44.7477
2024-03-17,44.7477
2024-03-18,44.4444
2024-03-19,44.3458
2024-03-20,45.0985
2024-03-21,45.5078
2024-03-22,45.0401
2024-03-23,45.0401
2024-03-24,45.0401
2024-03-25,45.4603
2024-03-26,45.4566
2024-03-27,45.9797
2024-03-28,45.8331
2024-03-29,45.8331
2024-03-30,45.8331
2024-03-31,45.8331
2024-04-01,45.7084
2024-04-02,45.5801
2024-04-03,45.8257
2024-04-04,45.4261
2024-04-05,45.8844
2024-04-06,45.8844
2024-04-07,45.8844
2024-04-08,46.4417
