,AIMC US Equity
2020-05-05,52.6692
2020-05-06,51.8808
2020-05-07,52.2923
2020-05-08,53.7433
2020-05-09,53.7433
2020-05-10,53.7433
2020-05-11,52.9962
2020-05-12,51.5018
2020-05-13,50.1157
2020-05-14,49.8992
2020-05-15,50.4839
2020-05-16,50.4839
2020-05-17,50.4839
2020-05-18,53.4834
2020-05-19,52.563
2020-05-20,53.9924
2020-05-21,54.6096
2020-05-22,54.1007
2020-05-23,54.1007
2020-05-24,54.1007
2020-05-25,54.1007
2020-05-26,55.8441
2020-05-27,58.5838
2020-05-28,56.797
2020-05-29,56.862
2020-05-30,56.862
2020-05-31,56.862
2020-06-01,56.8945
2020-06-02,57.3168
2020-06-03,58.6704
2020-06-04,59.5042
2020-06-05,62.8178
2020-06-06,62.8178
2020-06-07,62.8178
2020-06-08,63.5433
2020-06-09,61.9623
2020-06-10,58.2914
2020-06-11,54.3118
2020-06-12,55.7033
2020-06-13,55.7033
2020-06-14,55.7033
2020-06-15,56.7212
2020-06-16,57.9665
2020-06-17,56.862
2020-06-18,57.1977
2020-06-19,57.1977
2020-06-20,57.1977
2020-06-21,57.1977
2020-06-22,56.8187
2020-06-23,56.9378
2020-06-24,54.9886
2020-06-25,55.9307
2020-06-26,56.2772
2020-06-27,56.2772
2020-06-28,56.2772
2020-06-29,56.6779
2020-06-30,62.8073
2020-07-01,61.2827
2020-07-02,61.3654
2020-07-03,61.3654
2020-07-04,61.3654
2020-07-05,61.3654
2020-07-06,62.0213
2020-07-07,60.479
2020-07-08,61.1645
2020-07-09,60.3963
2020-07-10,61.1763
2020-07-11,61.1763
2020-07-12,61.1763
2020-07-13,61.9741
2020-07-14,63.2682
2020-07-15,65.0351
2020-07-16,64.7928
2020-07-17,64.6982
2020-07-18,64.6982
2020-07-19,64.6982
2020-07-20,63.3627
2020-07-21,63.93
2020-07-22,63.6818
2020-07-23,65.4782
2020-07-24,65.992
2020-07-25,65.992
2020-07-26,65.992
2020-07-27,65.6729
2020-07-28,66.7249
2020-07-29,68.4152
2020-07-30,67.7296
2020-07-31,65.6138
2020-08-01,65.6138
2020-08-02,65.6138
2020-08-03,66.4885
2020-08-04,66.1398
2020-08-05,67.7059
2020-08-06,67.8714
2020-08-07,69.3489
2020-08-08,69.3489
2020-08-09,69.3489
2020-08-10,74.798
2020-08-11,74.1715
2020-08-12,73.2732
2020-08-13,72.9541
2020-08-14,72.5876
2020-08-15,72.5876
2020-08-16,72.5876
2020-08-17,72.2921
2020-08-18,70.9328
2020-08-19,70.7437
2020-08-20,70.2473
2020-08-21,70.4482
2020-08-22,70.4482
2020-08-23,70.4482
2020-08-24,71.3229
2020-08-25,71.5889
2020-08-26,71.5238
2020-08-27,72.3631
2020-08-28,72.9895
2020-08-29,72.9895
2020-08-30,72.9895
2020-08-31,71.3111
2020-09-01,72.6822
2020-09-02,73.9351
2020-09-03,72.6822
2020-09-04,72.9186
2020-09-05,72.9186
2020-09-06,72.9186
2020-09-07,72.9186
2020-09-08,71.1811
2020-09-09,71.9257
2020-09-10,71.8312
2020-09-11,71.0274
2020-09-12,71.0274
2020-09-13,71.0274
2020-09-14,72.0321
2020-09-15,72.5049
2020-09-16,73.9115
2020-09-17,73.0368
2020-09-18,72.1621
2020-09-19,72.1621
2020-09-20,72.1621
2020-09-21,69.5026
2020-09-22,70.1763
2020-09-23,69.5144
2020-09-24,68.7816
2020-09-25,68.226
2020-09-26,68.226
2020-09-27,68.226
2020-09-28,69.5144
2020-09-29,68.7343
2020-09-30,51.4935
2020-10-01,52.1888
2020-10-02,52.7125
2020-10-03,52.7125
2020-10-04,52.7125
2020-10-05,53.8774
2020-10-06,54.6179
2020-10-07,55.0423
2020-10-08,54.8798
2020-10-09,54.4192
2020-10-10,54.4192
2020-10-11,54.4192
2020-10-12,54.1348
2020-10-13,54.1032
2020-10-14,54.8978
2020-10-15,54.6811
2020-10-16,54.9701
2020-10-17,54.9701
2020-10-18,54.9701
2020-10-19,53.8142
2020-10-20,53.6788
2020-10-21,53.6336
2020-10-22,54.636
2020-10-23,58.5821
2020-10-24,58.5821
2020-10-25,58.5821
2020-10-26,57.5256
2020-10-27,57.5166
2020-10-28,56.5306
2020-10-29,57.1723
2020-10-30,56.7566
2020-10-31,56.7566
2020-11-01,56.7566
2020-11-02,58.7631
2020-11-03,60.0827
2020-11-04,59.0071
2020-11-05,60.0375
2020-11-06,59.6308
2020-11-07,59.6308
2020-11-08,59.6308
2020-11-09,64.403
2020-11-10,67.2591
2020-11-11,67.25
2020-11-12,64.891
2020-11-13,66.0118
2020-11-14,66.0118
2020-11-15,66.0118
2020-11-16,68.4883
2020-11-17,67.6206
2020-11-18,67.4579
2020-11-19,65.9847
2020-11-20,66.7439
2020-11-21,66.7439
2020-11-22,66.7439
2020-11-23,67.4805
2020-11-24,70.3863
2020-11-25,70.5399
2020-11-26,70.5399
2020-11-27,70.4134
2020-11-28,70.4134
2020-11-29,70.4134
2020-11-30,69.4102
2020-12-01,70.2236
2020-12-02,69.6994
2020-12-03,67.3404
2020-12-04,68.2262
2020-12-05,68.2262
2020-12-06,68.2262
2020-12-07,67.964
2020-12-08,67.2229
2020-12-09,67.0873
2020-12-10,67.015
2020-12-11,66.2468
2020-12-12,66.2468
2020-12-13,66.2468
2020-12-14,65.9304
2020-12-15,67.1506
2020-12-16,67.3585
2020-12-17,67.6658
2020-12-18,66.4998
2020-12-19,66.4998
2020-12-20,66.4998
2020-12-21,66.5812
2020-12-22,66.5541
2020-12-23,68.0725
2020-12-24,67.9189
2020-12-25,67.9189
2020-12-26,67.9189
2020-12-27,67.9189
2020-12-28,68.2939
2020-12-29,66.4727
2020-12-30,67.9821
2020-12-31,61.9419
2021-01-01,61.9419
2021-01-02,61.9419
2021-01-03,61.9419
2021-01-04,61.5244
2021-01-05,65.115
2021-01-06,68.7807
2021-01-07,70.2921
2021-01-08,69.3986
2021-01-09,69.3986
2021-01-10,69.3986
2021-01-11,69.9915
2021-01-12,69.2316
2021-01-13,67.8622
2021-01-14,65.616
2021-01-15,62.8604
2021-01-16,62.8604
2021-01-17,62.8604
2021-01-18,62.8604
2021-01-19,62.8521
2021-01-20,62.2258
2021-01-21,62.9857
2021-01-22,62.7769
2021-01-23,62.7769
2021-01-24,62.7769
2021-01-25,62.134
2021-01-26,61.7582
2021-01-27,59.4285
2021-01-28,60.9399
2021-01-29,58.5851
2021-01-30,58.5851
2021-01-31,58.5851
2021-02-01,59.9546
2021-02-02,62.4012
2021-02-03,60.8814
2021-02-04,61.658
2021-02-05,62.7936
2021-02-06,62.7936
2021-02-07,62.7936
2021-02-08,65.1567
2021-02-09,65.2569
2021-02-10,63.0441
2021-02-11,62.6934
2021-02-12,59.9212
2021-02-13,59.9212
2021-02-14,59.9212
2021-02-15,59.9212
2021-02-16,61.2154
2021-02-17,61.992
2021-02-18,61.6497
2021-02-19,63.5452
2021-02-20,63.5452
2021-02-21,63.5452
2021-02-22,64.6056
2021-02-23,64.305
2021-02-24,66.6514
2021-02-25,64.1965
2021-02-26,64.0908
2021-02-27,64.0908
2021-02-28,64.0908
2021-03-01,67.0594
2021-03-02,66.5326
2021-03-03,66.2399
2021-03-04,64.4169
2021-03-05,67.2852
2021-03-06,67.2852
2021-03-07,67.2852
2021-03-08,66.842
2021-03-09,66.1897
2021-03-10,68.0879
2021-03-11,68.9492
2021-03-12,68.7485
2021-03-13,68.7485
2021-03-14,68.7485
2021-03-15,68.3806
2021-03-16,67.0594
2021-03-17,67.051
2021-03-18,66.0141
2021-03-19,64.9939
2021-03-20,64.9939
2021-03-21,64.9939
2021-03-22,63.9904
2021-03-23,61.3229
2021-03-24,60.679
2021-03-25,61.4365
2021-03-26,62.2558
2021-03-27,62.2558
2021-03-28,62.2558
2021-03-29,60.5504
2021-03-30,62.0301
2021-03-31,19.8633
2021-04-01,20.2699
2021-04-02,20.2699
2021-04-03,20.2699
2021-04-04,20.2699
2021-04-05,20.8597
2021-04-06,21.059
2021-04-07,21.0266
2021-04-08,20.9728
2021-04-09,21.339
2021-04-10,21.339
2021-04-11,21.339
2021-04-12,21.6433
2021-04-13,21.3175
2021-04-14,21.409
2021-04-15,21.8668
2021-04-16,21.918
2021-04-17,21.918
2021-04-18,21.918
2021-04-19,21.813
2021-04-20,21.2932
2021-04-21,21.7914
2021-04-22,21.6675
2021-04-23,22.0526
2021-04-24,22.0526
2021-04-25,22.0526
2021-04-26,22.233
2021-04-27,22.4189
2021-04-28,22.6289
2021-04-29,22.1146
2021-04-30,20.857
2021-05-01,20.857
2021-05-02,20.857
2021-05-03,21.8857
2021-05-04,21.8991
2021-05-05,21.9907
2021-05-06,22.5373
2021-05-07,23.1944
2021-05-08,23.1944
2021-05-09,23.1944
2021-05-10,22.7393
2021-05-11,22.7393
2021-05-12,21.9072
2021-05-13,22.4323
2021-05-14,22.7043
2021-05-15,22.7043
2021-05-16,22.7043
2021-05-17,22.9467
2021-05-18,22.3946
2021-05-19,22.1065
2021-05-20,22.1388
2021-05-21,22.295
2021-05-22,22.295
2021-05-23,22.295
2021-05-24,22.3973
2021-05-25,22.2034
2021-05-26,22.4027
2021-05-27,22.5912
2021-05-28,22.6558
2021-05-29,22.6558
2021-05-30,22.6558
2021-05-31,22.6558
2021-06-01,23.1163
2021-06-02,22.6908
2021-06-03,22.5185
2021-06-04,22.3381
2021-06-05,22.3381
2021-06-06,22.3381
2021-06-07,22.4054
2021-06-08,22.7985
2021-06-09,22.4242
2021-06-10,22.4135
2021-06-11,22.7501
2021-06-12,22.7501
2021-06-13,22.7501
2021-06-14,22.5535
2021-06-15,22.7716
2021-06-16,22.8309
2021-06-17,21.8803
2021-06-18,21.1074
2021-06-19,21.1074
2021-06-20,21.1074
2021-06-21,21.8911
2021-06-22,21.8695
2021-06-23,21.8884
2021-06-24,22.2465
2021-06-25,22.2304
2021-06-26,22.2304
2021-06-27,22.2304
2021-06-28,22.0338
2021-06-29,22.1334
2021-06-30,21.0696
2021-07-01,21.3119
2021-07-02,21.2023
2021-07-03,21.2023
2021-07-04,21.2023
2021-07-05,21.2023
2021-07-06,20.6895
2021-07-07,20.8707
2021-07-08,20.3988
2021-07-09,21.1028
2021-07-10,21.1028
2021-07-11,21.1028
2021-07-12,21.1308
2021-07-13,20.8502
2021-07-14,20.7329
2021-07-15,20.4268
2021-07-16,20.1845
2021-07-17,20.1845
2021-07-18,20.1845
2021-07-19,19.6845
2021-07-20,20.3783
2021-07-21,20.7584
2021-07-22,20.5033
2021-07-23,20.3503
2021-07-24,20.3503
2021-07-25,20.3503
2021-07-26,20.0008
2021-07-27,19.7485
2021-07-28,20.0294
2021-07-29,20.4329
2021-07-30,20.4916
2021-07-31,20.4916
2021-08-01,20.4916
2021-08-02,19.963
2021-08-03,20.0575
2021-08-04,19.5825
2021-08-05,19.6616
2021-08-06,19.8583
2021-08-07,19.8583
2021-08-08,19.8583
2021-08-09,19.6514
2021-08-10,20.129
2021-08-11,20.3001
2021-08-12,20.2413
2021-08-13,20.3129
2021-08-14,20.3129
2021-08-15,20.3129
2021-08-16,20.1264
2021-08-17,19.4726
2021-08-18,19.3501
2021-08-19,19.0845
2021-08-20,19.2275
2021-08-21,19.2275
2021-08-22,19.2275
2021-08-23,19.5927
2021-08-24,19.6872
2021-08-25,19.7357
2021-08-26,19.5569
2021-08-27,20.1469
2021-08-28,20.1469
2021-08-29,20.1469
2021-08-30,19.7868
2021-08-31,19.4394
2021-09-01,19.4803
2021-09-02,19.631
2021-09-03,19.3833
2021-09-04,19.3833
2021-09-05,19.3833
2021-09-06,19.3833
2021-09-07,19.3424
2021-09-08,18.9619
2021-09-09,18.9261
2021-09-10,18.8189
2021-09-11,18.8189
2021-09-12,18.8189
2021-09-13,19.1381
2021-09-14,18.8827
2021-09-15,19.1407
2021-09-16,18.7167
2021-09-17,18.5277
2021-09-18,18.5277
2021-09-19,18.5277
2021-09-20,18.1344
2021-09-21,18.0272
2021-09-22,17.9404
2021-09-23,18.2749
2021-09-24,18.5328
2021-09-25,18.5328
2021-09-26,18.5328
2021-09-27,19.2249
2021-09-28,18.898
2021-09-29,18.9593
2021-09-30,18.6817
2021-10-01,18.9874
2021-10-02,18.9874
2021-10-03,18.9874
2021-10-04,18.8242
2021-10-05,18.8423
2021-10-06,18.3993
2021-10-07,18.5755
2021-10-08,18.8034
2021-10-09,18.8034
2021-10-10,18.8034
2021-10-11,18.477
2021-10-12,18.433
2021-10-13,18.0703
2021-10-14,18.3423
2021-10-15,18.6273
2021-10-16,18.6273
2021-10-17,18.6273
2021-10-18,18.7439
2021-10-19,18.863
2021-10-20,19.1117
2021-10-21,19.1091
2021-10-22,18.5289
2021-10-23,18.5289
2021-10-24,18.5289
2021-10-25,18.5004
2021-10-26,18.6233
2021-10-27,17.8066
2021-10-28,18.0737
2021-10-29,17.8637
2021-10-30,17.8637
2021-10-31,17.8637
2021-11-01,18.6026
2021-11-02,18.6907
2021-11-03,18.9163
2021-11-04,18.9085
2021-11-05,19.6448
2021-11-06,19.6448
2021-11-07,19.6448
2021-11-08,19.777
2021-11-09,19.9844
2021-11-10,19.497
2021-11-11,19.6941
2021-11-12,19.7252
2021-11-13,19.7252
2021-11-14,19.7252
2021-11-15,19.7926
2021-11-16,20.2592
2021-11-17,20.3552
2021-11-18,20.2904
2021-11-19,19.7718
2021-11-20,19.7718
2021-11-21,19.7718
2021-11-22,19.7641
2021-11-23,20.0596
2021-11-24,19.847
2021-11-25,19.847
2021-11-26,18.727
2021-11-27,18.727
2021-11-28,18.727
2021-11-29,18.6959
2021-11-30,18.0088
2021-12-01,17.8351
2021-12-02,18.4548
2021-12-03,18.3225
2021-12-04,18.3225
2021-12-05,18.3225
2021-12-06,18.6311
2021-12-07,18.5922
2021-12-08,18.6026
2021-12-09,18.3044
2021-12-10,18.1255
2021-12-11,18.1255
2021-12-12,18.1255
2021-12-13,17.7003
2021-12-14,17.2959
2021-12-15,17.1662
2021-12-16,16.8966
2021-12-17,16.9977
2021-12-18,16.9977
2021-12-19,16.9977
2021-12-20,16.4896
2021-12-21,17.1455
2021-12-22,17.3036
2021-12-23,17.5603
2021-12-24,17.5603
2021-12-25,17.5603
2021-12-26,17.5603
2021-12-27,17.7859
2021-12-28,17.7962
2021-12-29,17.7729
2021-12-30,17.6666
2021-12-31,46.8768
2022-01-01,46.8768
2022-01-02,46.8768
2022-01-03,46.7235
2022-01-04,48.1832
2022-01-05,46.6702
2022-01-06,46.7502
2022-01-07,46.357
2022-01-08,46.357
2022-01-09,46.357
2022-01-10,45.8237
2022-01-11,45.9171
2022-01-12,45.7571
2022-01-13,46.0304
2022-01-14,46.2436
2022-01-15,46.2436
2022-01-16,46.2436
2022-01-17,46.2436
2022-01-18,45.7238
2022-01-19,44.3907
2022-01-20,44.3307
2022-01-21,43.9241
2022-01-22,43.9241
2022-01-23,43.9241
2022-01-24,44.8773
2022-01-25,44.424
2022-01-26,44.3307
2022-01-27,43.4842
2022-01-28,44.1841
2022-01-29,44.1841
2022-01-30,44.1841
2022-01-31,44.684
2022-02-01,45.1039
2022-02-02,44.7306
2022-02-03,44.0708
2022-02-04,44.3041
2022-02-05,44.3041
2022-02-06,44.3041
2022-02-07,43.3509
2022-02-08,44.2041
2022-02-09,44.9972
2022-02-10,44.7106
2022-02-11,43.8575
2022-02-12,43.8575
2022-02-13,43.8575
2022-02-14,44.6906
2022-02-15,45.4038
2022-02-16,43.5309
2022-02-17,43.0243
2022-02-18,42.5311
2022-02-19,42.5311
2022-02-20,42.5311
2022-02-21,42.5311
2022-02-22,41.8179
2022-02-23,41.2914
2022-02-24,41.558
2022-02-25,41.6046
2022-02-26,41.6046
2022-02-27,41.6046
2022-02-28,40.8723
2022-03-01,39.7367
2022-03-02,40.4047
2022-03-03,40.8322
2022-03-04,39.9305
2022-03-05,39.9305
2022-03-06,39.9305
2022-03-07,37.98
2022-03-08,37.7863
2022-03-09,38.0134
2022-03-10,38.1938
2022-03-11,39.1155
2022-03-12,39.1155
2022-03-13,39.1155
2022-03-14,38.294
2022-03-15,38.4543
2022-03-16,39.4963
2022-03-17,39.4428
2022-03-18,39.7902
2022-03-19,39.7902
2022-03-20,39.7902
2022-03-21,39.9037
2022-03-22,39.6299
2022-03-23,38.8617
2022-03-24,39.1356
2022-03-25,38.8684
2022-03-26,38.8684
2022-03-27,38.8684
2022-03-28,38.4476
2022-03-29,39.523
2022-03-30,38.6213
2022-03-31,38.0566
2022-04-01,38.2129
2022-04-02,38.2129
2022-04-03,38.2129
2022-04-04,37.7309
2022-04-05,36.8192
2022-04-06,35.7902
2022-04-07,35.4125
2022-04-08,34.9046
2022-04-09,34.9046
2022-04-10,34.9046
2022-04-11,35.0478
2022-04-12,34.9046
2022-04-13,35.9335
2022-04-14,35.9075
2022-04-15,35.9075
2022-04-16,35.9075
2022-04-17,35.9075
2022-04-18,35.5818
2022-04-19,36.6824
2022-04-20,36.8062
2022-04-21,36.7541
2022-04-22,35.914
2022-04-23,35.914
2022-04-24,35.914
2022-04-25,35.6926
2022-04-26,34.9697
2022-04-27,36.168
2022-04-28,38.6557
2022-04-29,38.1021
2022-04-30,38.1021
2022-05-01,38.1021
2022-05-02,38.1282
2022-05-03,38.7078
2022-05-04,39.7368
2022-05-05,38.3822
2022-05-06,38.1868
2022-05-07,38.1868
2022-05-08,38.1868
2022-05-09,37.2425
2022-05-10,37.0667
2022-05-11,36.9495
2022-05-12,37.3141
2022-05-13,37.1839
2022-05-14,37.1839
2022-05-15,37.1839
2022-05-16,36.8648
2022-05-17,37.7375
2022-05-18,35.9465
2022-05-19,36.1549
2022-05-20,35.914
2022-05-21,35.914
2022-05-22,35.914
2022-05-23,36.0768
2022-05-24,36.0442
2022-05-25,36.474
2022-05-26,37.477
2022-05-27,38.3496
2022-05-28,38.3496
2022-05-29,38.3496
2022-05-30,38.3496
2022-05-31,38.2389
2022-06-01,38.2845
2022-06-02,39.1897
2022-06-03,39.2809
2022-06-04,39.2809
2022-06-05,39.2809
2022-06-06,40.0363
2022-06-07,39.9256
2022-06-08,39.7693
2022-06-09,39.8019
2022-06-10,38.0761
2022-06-11,38.0761
2022-06-12,38.0761
2022-06-13,37.0992
2022-06-14,36.9885
2022-06-15,37.516
2022-06-16,35.6274
2022-06-17,34.9957
2022-06-18,34.9957
2022-06-19,34.9957
2022-06-20,34.9957
2022-06-21,35.0022
2022-06-22,34.4682
2022-06-23,33.9147
2022-06-24,35.8814
2022-06-25,35.8814
2022-06-26,35.8814
2022-06-27,36.2135
2022-06-28,35.4776
2022-06-29,35.2562
2022-06-30,32.9494
2022-07-01,33.4003
2022-07-02,33.4003
2022-07-03,33.4003
2022-07-04,33.4003
2022-07-05,33.1218
2022-07-06,33.1218
2022-07-07,33.7983
2022-07-08,32.8366
2022-07-09,32.8366
2022-07-10,32.8366
2022-07-11,32.505
2022-07-12,32.757
2022-07-13,32.2265
2022-07-14,32.4586
2022-07-15,33.155
2022-07-16,33.155
2022-07-17,33.155
2022-07-18,32.6775
2022-07-19,34.2094
2022-07-20,34.6007
2022-07-21,34.3819
2022-07-22,34.4416
2022-07-23,34.4416
2022-07-24,34.4416
2022-07-25,34.4946
2022-07-26,34.6073
2022-07-27,35.5093
2022-07-28,35.4098
2022-07-29,37.25
2022-07-30,37.25
2022-07-31,37.25
2022-08-01,36.7194
2022-08-02,36.149
2022-08-03,36.5337
2022-08-04,36.8587
2022-08-05,36.653
2022-08-06,36.653
2022-08-07,36.653
2022-08-08,37.1969
2022-08-09,37.1041
2022-08-10,38.0326
2022-08-11,38.3842
2022-08-12,39.4918
2022-08-13,39.4918
2022-08-14,39.4918
2022-08-15,39.1934
2022-08-16,39.1337
2022-08-17,38.0393
2022-08-18,38.1454
2022-08-19,37.1969
2022-08-20,37.1969
2022-08-21,37.1969
2022-08-22,36.4143
2022-08-23,36.4673
2022-08-24,36.1954
2022-08-25,36.5071
2022-08-26,36.1092
2022-08-27,36.1092
2022-08-28,36.1092
2022-08-29,35.2337
2022-08-30,35.2469
2022-08-31,34.7428
2022-09-01,34.5969
2022-09-02,34.1857
2022-09-03,34.1857
2022-09-04,34.1857
2022-09-05,34.1857
2022-09-06,34.9551
2022-09-07,35.499
2022-09-08,35.6117
2022-09-09,35.9831
2022-09-10,35.9831
2022-09-11,35.9831
2022-09-12,36.3214
2022-09-13,34.451
2022-09-14,34.4576
2022-09-15,33.6949
2022-09-16,33.0382
2022-09-17,33.0382
2022-09-18,33.0382
2022-09-19,33.4694
2022-09-20,33.2969
2022-09-21,32.9653
2022-09-22,32.4081
2022-09-23,31.924
2022-09-24,31.924
2022-09-25,31.924
2022-09-26,31.7316
2022-09-27,31.8709
2022-09-28,32.3352
2022-09-29,31.9637
2022-09-30,32.5689
2022-10-01,32.5689
2022-10-02,32.5689
2022-10-03,33.4612
2022-10-04,34.8202
2022-10-05,34.9369
2022-10-06,34.3603
2022-10-07,33.4886
2022-10-08,33.4886
2022-10-09,33.4886
2022-10-10,33.9897
2022-10-11,33.7289
2022-10-12,33.6465
2022-10-13,34.4907
2022-10-14,33.9622
2022-10-15,33.9622
2022-10-16,33.9622
2022-10-17,34.8064
2022-10-18,35.4928
2022-10-19,35.129
2022-10-20,34.3535
2022-10-21,35.7124
2022-10-22,35.7124
2022-10-23,35.7124
2022-10-24,35.9389
2022-10-25,36.591
2022-10-26,37.1195
2022-10-27,50.5477
2022-10-28,50.8089
2022-10-29,50.8089
2022-10-30,50.8089
2022-10-31,50.8364
2022-11-01,50.4927
2022-11-02,50.0321
2022-11-03,49.7021
2022-11-04,49.0009
2022-11-05,49.0009
2022-11-06,49.0009
2022-11-07,48.8291
2022-11-08,48.7672
2022-11-09,48.5953
2022-11-10,48.561
2022-11-11,48.9322
2022-11-12,48.9322
2022-11-13,48.9322
2022-11-14,49.049
2022-11-15,49.0972
2022-11-16,49.214
2022-11-17,49.3034
2022-11-18,49.4959
2022-11-19,49.4959
2022-11-20,49.4959
2022-11-21,49.5096
2022-11-22,49.5715
2022-11-23,49.6815
2022-11-24,49.6815
2022-11-25,49.6059
2022-11-26,49.6059
2022-11-27,49.6059
2022-11-28,49.4753
2022-11-29,49.5028
2022-11-30,49.7915
2022-12-01,50.0183
2022-12-02,49.9908
2022-12-03,49.9908
2022-12-04,49.9908
2022-12-05,50.1696
2022-12-06,50.3346
2022-12-07,50.3689
2022-12-08,50.3277
2022-12-09,50.2314
2022-12-10,50.2314
2022-12-11,50.2314
2022-12-12,50.3964
2022-12-13,50.5064
2022-12-14,50.4995
2022-12-15,50.3029
2022-12-16,50.1792
2022-12-17,50.1792
2022-12-18,50.1792
2022-12-19,50.2342
2022-12-20,50.2067
2022-12-21,50.4817
2022-12-22,50.5298
2022-12-23,50.4748
2022-12-24,50.4748
2022-12-25,50.4748
2022-12-26,50.4748
2022-12-27,50.4679
2022-12-28,50.5848
2022-12-29,50.5504
2022-12-30,19.8533
2022-12-31,19.8533
2023-01-01,19.8533
2023-01-02,19.8533
2023-01-03,19.8343
2023-01-04,19.875
2023-01-05,19.8669
2023-01-06,19.8804
2023-01-07,19.8804
2023-01-08,19.8804
2023-01-09,19.875
2023-01-10,19.894
2023-01-11,19.9265
2023-01-12,19.9428
2023-01-13,19.9509
2023-01-14,19.9509
2023-01-15,19.9509
2023-01-16,19.9509
2023-01-17,19.9509
2023-01-18,19.9618
2023-01-19,19.9618
2023-01-20,20.1814
2023-01-21,20.1814
2023-01-22,20.1814
2023-01-23,20.1922
2023-01-24,20.1922
2023-01-25,20.1949
2023-01-26,20.2193
2023-01-27,20.2112
2023-01-28,20.2112
2023-01-29,20.2112
2023-01-30,20.2003
2023-01-31,20.2112
2023-02-01,20.1868
2023-02-02,20.2627
2023-02-03,20.2546
2023-02-04,20.2546
2023-02-05,20.2546
2023-02-06,20.2627
2023-02-07,20.2681
2023-02-08,20.2681
2023-02-09,20.2681
2023-02-10,20.2708
2023-02-11,20.2708
2023-02-12,20.2708
2023-02-13,20.325
2023-02-14,20.3413
2023-02-15,20.344
2023-02-16,20.3332
2023-02-17,20.3359
2023-02-18,20.3359
2023-02-19,20.3359
2023-02-20,20.3359
2023-02-21,20.3332
2023-02-22,20.344
2023-02-23,20.3467
2023-02-24,20.3359
2023-02-25,20.3359
2023-02-26,20.3359
2023-02-27,20.3359
2023-02-28,20.3359
2023-03-01,20.3801
2023-03-02,20.4291
2023-03-03,20.4263
2023-03-04,20.4263
2023-03-05,20.4263
2023-03-06,20.4046
2023-03-07,20.3992
2023-03-08,20.3883
2023-03-09,20.3883
2023-03-10,20.4019
2023-03-11,20.4019
2023-03-12,20.4019
2023-03-13,20.323
2023-03-14,20.3992
2023-03-15,20.3638
2023-03-16,20.3475
2023-03-17,20.2605
