,DUK US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,22.9106
2020-01-02,22.8007
2020-01-03,22.8083
2020-01-04,22.8083
2020-01-05,22.8083
2020-01-06,22.8638
2020-01-07,22.7919
2020-01-08,22.8083
2020-01-09,22.8361
2020-01-10,22.8133
2020-01-11,22.8133
2020-01-12,22.8133
2020-01-13,22.9143
2020-01-14,22.9219
2020-01-15,23.0722
2020-01-16,23.1593
2020-01-17,23.2274
2020-01-18,23.2274
2020-01-19,23.2274
2020-01-20,23.2274
2020-01-21,23.3625
2020-01-22,23.4282
2020-01-23,23.5254
2020-01-24,23.5506
2020-01-25,23.5506
2020-01-26,23.5506
2020-01-27,23.5279
2020-01-28,23.5418
2020-01-29,23.61
2020-01-30,23.7009
2020-01-31,23.7211
2020-02-01,23.7211
2020-02-02,23.7211
2020-02-03,23.7261
2020-02-04,23.5911
2020-02-05,23.6592
2020-02-06,23.6327
2020-02-07,23.5494
2020-02-08,23.5494
2020-02-09,23.5494
2020-02-10,23.5443
2020-02-11,23.6403
2020-02-12,23.7577
2020-02-13,24.103
2020-02-14,24.2515
2020-02-15,24.2515
2020-02-16,24.2515
2020-02-17,24.2515
2020-02-18,24.3454
2020-02-19,24.2693
2020-02-20,24.2705
2020-02-21,24.3975
2020-02-22,24.3975
2020-02-23,24.3975
2020-02-24,24.381
2020-02-25,23.9963
2020-02-26,23.9545
2020-02-27,23.453
2020-02-28,23.0354
2020-02-29,23.0354
2020-03-01,23.0354
2020-03-02,23.6663
2020-03-03,23.5317
2020-03-04,24.2985
2020-03-05,24.1055
2020-03-06,23.9684
2020-03-07,23.9684
2020-03-08,23.9684
2020-03-09,23.401
2020-03-10,23.4607
2020-03-11,22.9389
2020-03-12,21.6112
2020-03-13,22.2827
2020-03-14,22.2827
2020-03-15,22.2827
2020-03-16,21.1161
2020-03-17,22.3119
2020-03-18,21.4588
2020-03-19,20.9219
2020-03-20,20.0777
2020-03-21,20.0777
2020-03-22,20.0777
2020-03-23,19.5382
2020-03-24,20.4712
2020-03-25,20.8787
2020-03-26,21.7013
2020-03-27,21.5743
2020-03-28,21.5743
2020-03-29,21.5743
2020-03-30,22.0043
2020-03-31,21.7852
2020-04-01,21.3681
2020-04-02,21.5974
2020-04-03,21.1727
2020-04-04,21.1727
2020-04-05,21.1727
2020-04-06,21.8319
2020-04-07,21.6882
2020-04-08,22.3675
2020-04-09,22.9738
2020-04-10,22.9738
2020-04-11,22.9738
2020-04-12,22.9738
2020-04-13,22.6019
2020-04-14,22.9876
2020-04-15,22.6246
2020-04-16,22.6309
2020-04-17,22.9473
2020-04-18,22.9473
2020-04-19,22.9473
2020-04-20,22.5125
2020-04-21,22.36
2020-04-22,22.5755
2020-04-23,22.3196
2020-04-24,22.3915
2020-04-25,22.3915
2020-04-26,22.3915
2020-04-27,22.5251
2020-04-28,22.636
2020-04-29,22.5099
2020-04-30,22.2617
2020-05-01,22.0071
2020-05-02,22.0071
2020-05-03,22.0071
2020-05-04,22.0058
2020-05-05,22.0701
2020-05-06,21.6832
2020-05-07,21.7134
2020-05-08,21.8987
2020-05-09,21.8987
2020-05-10,21.8987
2020-05-11,21.8835
2020-05-12,21.9113
2020-05-13,21.9262
2020-05-14,21.9779
2020-05-15,21.8379
2020-05-16,21.8379
2020-05-17,21.8379
2020-05-18,22.3086
2020-05-19,22.1029
2020-05-20,22.1054
2020-05-21,21.983
2020-05-22,22.0953
2020-05-23,22.0953
2020-05-24,22.0953
2020-05-25,22.0953
2020-05-26,22.0423
2020-05-27,22.1571
2020-05-28,22.4234
2020-05-29,22.3982
2020-05-30,22.3982
2020-05-31,22.3982
2020-06-01,22.6266
2020-06-02,22.6556
2020-06-03,22.8525
2020-06-04,22.7528
2020-06-05,22.8853
2020-06-06,22.8853
2020-06-07,22.8853
2020-06-08,23.1907
2020-06-09,22.9901
2020-06-10,22.9737
2020-06-11,22.5812
2020-06-12,22.5383
2020-06-13,22.5383
2020-06-14,22.5383
2020-06-15,22.566
2020-06-16,22.5648
2020-06-17,22.4714
2020-06-18,22.4159
2020-06-19,21.954
2020-06-20,21.954
2020-06-21,21.954
2020-06-22,22.007
2020-06-23,21.9211
2020-06-24,21.747
2020-06-25,21.6183
2020-06-26,21.5526
2020-06-27,21.5526
2020-06-28,21.5526
2020-06-29,21.7192
2020-06-30,22.3616
2020-07-01,22.6245
2020-07-02,22.6129
2020-07-03,22.6129
2020-07-04,22.6129
2020-07-05,22.6129
2020-07-06,22.3513
2020-07-07,22.4814
2020-07-08,22.5614
2020-07-09,22.3423
2020-07-10,22.5459
2020-07-11,22.5459
2020-07-12,22.5459
2020-07-13,22.5588
2020-07-14,22.5936
2020-07-15,22.4312
2020-07-16,22.5137
2020-07-17,22.6851
2020-07-18,22.6851
2020-07-19,22.6851
2020-07-20,22.5175
2020-07-21,22.6761
2020-07-22,22.9106
2020-07-23,22.89
2020-07-24,22.7353
2020-07-25,22.7353
2020-07-26,22.7353
2020-07-27,22.542
2020-07-28,22.9686
2020-07-29,23.0163
2020-07-30,22.9647
2020-07-31,22.9867
2020-08-01,22.9867
2020-08-02,22.9867
2020-08-03,22.8668
2020-08-04,22.9802
2020-08-05,22.8281
2020-08-06,22.9183
2020-08-07,23.2277
2020-08-08,23.2277
2020-08-09,23.2277
2020-08-10,22.9957
2020-08-11,22.8551
2020-08-12,22.9389
2020-08-13,22.7352
2020-08-14,22.6591
2020-08-15,22.6591
2020-08-16,22.6591
2020-08-17,22.7171
2020-08-18,22.5959
2020-08-19,22.5959
2020-08-20,22.5159
2020-08-21,22.5108
2020-08-22,22.5108
2020-08-23,22.5108
2020-08-24,22.5714
2020-08-25,22.4914
2020-08-26,22.3238
2020-08-27,22.3238
2020-08-28,22.3444
2020-08-29,22.3444
2020-08-30,22.3444
2020-08-31,22.4257
2020-09-01,22.28
2020-09-02,22.5714
2020-09-03,22.5288
2020-09-04,22.5069
2020-09-05,22.5069
2020-09-06,22.5069
2020-09-07,22.5069
2020-09-08,22.476
2020-09-09,22.7158
2020-09-10,22.6397
2020-09-11,22.7726
2020-09-12,22.7726
2020-09-13,22.7726
2020-09-14,22.9467
2020-09-15,22.9557
2020-09-16,23.006
2020-09-17,22.975
2020-09-18,22.7622
2020-09-19,22.7622
2020-09-20,22.7622
2020-09-21,22.7132
2020-09-22,22.7287
2020-09-23,22.5469
2020-09-24,22.5972
2020-09-25,22.7003
2020-09-26,22.7003
2020-09-27,22.7003
2020-09-28,22.7519
2020-09-29,22.6926
2020-09-30,23.9075
2020-10-01,24.1036
2020-10-02,24.3049
2020-10-03,24.3049
2020-10-04,24.3049
2020-10-05,24.326
2020-10-06,24.1983
2020-10-07,24.2681
2020-10-08,24.5115
2020-10-09,24.5313
2020-10-10,24.5313
2020-10-11,24.5313
2020-10-12,24.5063
2020-10-13,24.4813
2020-10-14,24.4484
2020-10-15,24.3549
2020-10-16,24.4089
2020-10-17,24.4089
2020-10-18,24.4089
2020-10-19,24.3694
