,TPB US Equity
2020-04-16,24.6069
2020-04-17,24.4796
2020-04-18,24.4796
2020-04-19,24.4796
2020-04-20,23.8591
2020-04-21,23.5648
2020-04-22,23.8591
2020-04-23,23.9307
2020-04-24,24.3682
2020-04-25,24.3682
2020-04-26,24.3682
2020-04-27,25.108
2020-04-28,26.199
2020-04-29,25.4922
2020-04-30,26.4134
2020-05-01,26.4928
2020-05-02,26.4928
2020-05-03,26.4928
2020-05-04,26.4055
2020-05-05,26.2784
2020-05-06,26.1514
2020-05-07,25.8258
2020-05-08,26.8661
2020-05-09,26.8661
2020-05-10,26.8661
2020-05-11,26.5087
2020-05-12,26.1752
2020-05-13,25.2301
2020-05-14,24.9522
2020-05-15,24.9998
2020-05-16,24.9998
2020-05-17,24.9998
2020-05-18,25.0872
2020-05-19,24.9442
2020-05-20,25.6987
2020-05-21,25.8813
2020-05-22,26.1434
2020-05-23,26.1434
2020-05-24,26.1434
2020-05-25,26.1434
2020-05-26,26.7787
2020-05-27,27.6603
2020-05-28,27.8667
2020-05-29,26.9614
2020-05-30,26.9614
2020-05-31,26.9614
2020-06-01,27.2155
2020-06-02,27.2076
2020-06-03,26.9217
2020-06-04,27.3029
2020-06-05,27.8032
2020-06-06,27.8032
2020-06-07,27.8032
2020-06-08,28.2797
2020-06-09,28.0812
2020-06-10,27.5332
2020-06-11,27.0488
2020-06-12,27.4458
2020-06-13,27.4458
2020-06-14,27.4458
2020-06-15,27.8667
2020-06-16,27.9223
2020-06-17,27.9303
2020-06-18,27.7873
2020-06-19,28.2082
2020-06-20,28.2082
2020-06-21,28.2082
2020-06-22,27.6285
2020-06-23,27.6285
2020-06-24,27.0885
2020-06-25,27.2394
2020-06-26,26.6437
2020-06-27,26.6437
2020-06-28,26.6437
2020-06-29,27.7556
2020-06-30,33.547
2020-07-01,32.823
2020-07-02,33.5917
2020-07-03,33.5917
2020-07-04,33.5917
2020-07-05,33.5917
2020-07-06,33.1627
2020-07-07,33.109
2020-07-08,34.8247
2020-07-09,34.2553
2020-07-10,34.5667
2020-07-11,34.5667
2020-07-12,34.5667
2020-07-13,34.8692
2020-07-14,36.6664
2020-07-15,37.2003
2020-07-16,37.225
2020-07-17,37.594
2020-07-18,37.594
2020-07-19,37.594
2020-07-20,36.4519
2020-07-21,37.4886
2020-07-22,37.9542
2020-07-23,37.9102
2020-07-24,37.348
2020-07-25,37.348
2020-07-26,37.348
2020-07-27,37.9717
2020-07-28,40.4844
2020-07-29,40.9325
2020-07-30,40.3615
2020-07-31,40.1682
2020-08-01,40.1682
2020-08-02,40.1682
2020-08-03,40.0188
2020-08-04,39.2106
2020-08-05,39.0613
2020-08-06,38.9119
2020-08-07,38.1476
2020-08-08,38.1476
2020-08-09,38.1476
2020-08-10,37.6381
2020-08-11,37.4624
2020-08-12,37.6117
2020-08-13,37.0495
2020-08-14,36.5839
2020-08-15,36.5839
2020-08-16,36.5839
2020-08-17,38.2794
2020-08-18,38.5517
2020-08-19,38.0773
2020-08-20,37.6205
2020-08-21,37.1637
2020-08-22,37.1637
2020-08-23,37.1637
2020-08-24,36.9968
2020-08-25,36.4609
2020-08-26,36.3379
2020-08-27,36.6366
2020-08-28,37.0407
2020-08-29,37.0407
2020-08-30,37.0407
2020-08-31,36.6717
2020-09-01,36.8035
2020-09-02,36.5751
2020-09-03,36.865
2020-09-04,36.2237
2020-09-05,36.2237
2020-09-06,36.2237
2020-09-07,36.2237
2020-09-08,37.2252
2020-09-09,37.6205
2020-09-10,37.928
2020-09-11,38.745
2020-09-12,38.745
2020-09-13,38.745
2020-09-14,38.5693
2020-09-15,39.2985
2020-09-16,38.7362
2020-09-17,38.174
2020-09-18,37.6293
2020-09-19,37.6293
2020-09-20,37.6293
2020-09-21,36.7771
2020-09-22,36.4872
2020-09-23,35.6527
2020-09-24,36.2061
2020-09-25,36.3555
2020-09-26,36.3555
2020-09-27,36.3555
2020-09-28,36.2149
2020-09-29,35.8986
2020-09-30,31.5314
2020-10-01,30.3809
2020-10-02,30.96
2020-10-03,30.96
2020-10-04,30.96
2020-10-05,33.423
2020-10-06,32.8362
2020-10-07,33.5697
2020-10-08,32.9675
2020-10-09,33.3072
2020-10-10,33.3072
2020-10-11,33.3072
2020-10-12,33.4616
2020-10-13,33.7319
2020-10-14,34.0021
2020-10-15,34.6275
2020-10-16,34.6044
2020-10-17,34.6044
2020-10-18,34.6044
2020-10-19,34.3341
2020-10-20,33.9326
2020-10-21,33.6624
2020-10-22,34.2492
2020-10-23,34.4499
2020-10-24,34.4499
2020-10-25,34.4499
2020-10-26,35.4151
2020-10-27,38.664
2020-10-28,39.0335
2020-10-29,38.3638
2020-10-30,38.8334
2020-10-31,38.8334
2020-11-01,38.8334
2020-11-02,38.5101
2020-11-03,38.2715
2020-11-04,38.0174
2020-11-05,38.9258
2020-11-06,39.5493
2020-11-07,39.5493
2020-11-08,39.5493
2020-11-09,39.0874
2020-11-10,39.9881
2020-11-11,40.4577
2020-11-12,39.1644
2020-11-13,39.8495
2020-11-14,39.8495
2020-11-15,39.8495
2020-11-16,40.3191
2020-11-17,41.1813
2020-11-18,39.6571
2020-11-19,39.8187
2020-11-20,39.5801
2020-11-21,39.5801
2020-11-22,39.5801
2020-11-23,39.5801
2020-11-24,40.0035
2020-11-25,39.557
2020-11-26,39.557
2020-11-27,40.1036
2020-11-28,40.1036
2020-11-29,40.1036
2020-11-30,40.0266
2020-12-01,41.0581
2020-12-02,40.6424
2020-12-03,40.7348
2020-12-04,41.0196
2020-12-05,41.0196
2020-12-06,41.0196
2020-12-07,41.2813
2020-12-08,42.69
2020-12-09,42.7824
2020-12-10,43.2366
2020-12-11,43.7447
2020-12-12,43.7447
2020-12-13,43.7447
2020-12-14,42.7054
2020-12-15,42.3436
2020-12-16,42.8671
2020-12-17,43.2597
2020-12-18,44.1141
2020-12-19,44.1141
2020-12-20,44.1141
2020-12-21,44.0218
2020-12-22,44.4221
2020-12-23,45.4228
2020-12-24,46.1695
2020-12-25,46.1695
2020-12-26,46.1695
2020-12-27,46.1695
2020-12-28,45.723
2020-12-29,44.576
2020-12-30,44.3143
2020-12-31,17.6095
2021-01-01,17.6095
2021-01-02,17.6095
2021-01-03,17.6095
2021-01-04,17.1574
2021-01-05,17.3482
2021-01-06,18.2582
2021-01-07,18.5546
2021-01-08,17.8913
2021-01-09,17.8913
2021-01-10,17.8913
2021-01-11,17.7856
2021-01-12,17.539
2021-01-13,17.5625
2021-01-14,17.6124
2021-01-15,17.4979
2021-01-16,17.4979
2021-01-17,17.4979
2021-01-18,17.4979
2021-01-19,17.7738
2021-01-20,17.7562
2021-01-21,17.768
2021-01-22,17.8091
2021-01-23,17.8091
2021-01-24,17.8091
2021-01-25,17.7621
2021-01-26,18.0498
2021-01-27,17.8179
2021-01-28,18.3991
2021-01-29,18.355
2021-01-30,18.355
2021-01-31,18.355
2021-02-01,19.6818
2021-02-02,19.3853
2021-02-03,19.7816
2021-02-04,20.2131
2021-02-05,20.4538
2021-02-06,20.4538
2021-02-07,20.4538
2021-02-08,20.8911
2021-02-09,21.1729
2021-02-10,20.5927
2021-02-11,21.3518
2021-02-12,21.8207
2021-02-13,21.8207
2021-02-14,21.8207
2021-02-15,21.8207
2021-02-16,20.1912
2021-02-17,20.0248
2021-02-18,19.6651
2021-02-19,19.5861
2021-02-20,19.5861
2021-02-21,19.5861
2021-02-22,19.0801
2021-02-23,19.5276
2021-02-24,19.7996
2021-02-25,19.279
2021-02-26,18.9193
2021-02-27,18.9193
2021-02-28,18.9193
2021-03-01,19.6183
2021-03-02,19.1181
2021-03-03,18.852
2021-03-04,18.4279
2021-03-05,18.6063
2021-03-06,18.6063
2021-03-07,18.6063
2021-03-08,18.7028
2021-03-09,19.083
2021-03-10,19.3199
2021-03-11,19.6036
2021-03-12,19.9546
2021-03-13,19.9546
2021-03-14,19.9546
2021-03-15,19.9634
2021-03-16,19.4428
2021-03-17,19.7528
2021-03-18,19.6183
2021-03-19,19.782
2021-03-20,19.782
2021-03-21,19.782
2021-03-22,20.0482
2021-03-23,19.3697
2021-03-24,19.4837
2021-03-25,19.7265
2021-03-26,19.8047
2021-03-27,19.8047
2021-03-28,19.8047
2021-03-29,19.3605
2021-03-30,19.5096
2021-03-31,15.8815
2021-04-01,15.9312
2021-04-02,15.9312
2021-04-03,15.9312
2021-04-04,15.9312
2021-04-05,15.5999
2021-04-06,15.5668
2021-04-07,15.4698
2021-04-08,15.8412
2021-04-09,15.6851
2021-04-10,15.6851
2021-04-11,15.6851
2021-04-12,15.4485
2021-04-13,15.3656
2021-04-14,15.2876
2021-04-15,15.2639
2021-04-16,15.3231
2021-04-17,15.3231
2021-04-18,15.3231
2021-04-19,14.6605
2021-04-20,14.4216
2021-04-21,14.6795
2021-04-22,14.599
2021-04-23,14.9066
2021-04-24,14.9066
2021-04-25,14.9066
2021-04-26,15.032
2021-04-27,15.6023
2021-04-28,15.1404
2021-04-29,15.0695
2021-04-30,15.0766
2021-05-01,15.0766
2021-05-02,15.0766
2021-05-03,14.826
2021-05-04,14.8497
2021-05-05,14.9231
2021-05-06,14.623
2021-05-07,14.6702
2021-05-08,14.6702
2021-05-09,14.6702
2021-05-10,14.5166
2021-05-11,14.4622
2021-05-12,14.214
2021-05-13,14.1573
2021-05-14,14.3606
2021-05-15,14.3606
2021-05-16,14.3606
2021-05-17,14.1857
2021-05-18,13.9682
2021-05-19,14.0179
2021-05-20,13.9682
2021-05-21,13.9068
2021-05-22,13.9068
2021-05-23,13.9068
2021-05-24,13.8879
2021-05-25,13.8571
2021-05-26,13.85
2021-05-27,13.8335
2021-05-28,13.6468
2021-05-29,13.6468
2021-05-30,13.6468
2021-05-31,13.6468
2021-06-01,13.7389
2021-06-02,13.7862
2021-06-03,13.6562
2021-06-04,13.8855
2021-06-05,13.8855
2021-06-06,13.8855
2021-06-07,14.4362
2021-06-08,14.344
2021-06-09,14.1431
2021-06-10,14.1833
2021-06-11,14.188
2021-06-12,14.188
2021-06-13,14.188
2021-06-14,14.2542
2021-06-15,14.1242
2021-06-16,14.0202
2021-06-17,13.6491
2021-06-18,13.4978
2021-06-19,13.4978
2021-06-20,13.4978
2021-06-21,13.7106
2021-06-22,13.7224
2021-06-23,13.6279
2021-06-24,14.0037
2021-06-25,13.7106
2021-06-26,13.7106
2021-06-27,13.7106
2021-06-28,13.9257
2021-06-29,13.9895
2021-06-30,13.2106
2021-07-01,13.463
2021-07-02,13.2969
2021-07-03,13.2969
2021-07-04,13.2969
2021-07-05,13.2969
2021-07-06,13.3228
2021-07-07,13.2602
2021-07-08,13.3443
2021-07-09,13.3314
2021-07-10,13.3314
2021-07-11,13.3314
2021-07-12,13.4738
2021-07-13,13.2732
2021-07-14,13.4414
2021-07-15,13.312
2021-07-16,13.2041
2021-07-17,13.2041
2021-07-18,13.2041
2021-07-19,12.9496
2021-07-20,12.8655
2021-07-21,12.9733
2021-07-22,12.887
2021-07-23,13.1631
2021-07-24,13.1631
2021-07-25,13.1631
2021-07-26,13.4328
2021-07-27,14.417
2021-07-28,14.3506
2021-07-29,14.4341
2021-07-30,14.6933
2021-07-31,14.6933
2021-08-01,14.6933
2021-08-02,14.8175
2021-08-03,14.4791
2021-08-04,14.3677
2021-08-05,14.2007
2021-08-06,13.9801
2021-08-07,13.9801
2021-08-08,13.9801
2021-08-09,13.4082
2021-08-10,13.4553
2021-08-11,13.8109
2021-08-12,13.4275
2021-08-13,13.1533
2021-08-14,13.1533
2021-08-15,13.1533
2021-08-16,13.9287
2021-08-17,13.8323
2021-08-18,13.5453
2021-08-19,13.526
2021-08-20,13.7188
2021-08-21,13.7188
2021-08-22,13.7188
2021-08-23,13.7402
2021-08-24,13.6524
2021-08-25,13.8922
2021-08-26,13.9394
2021-08-27,14.0722
2021-08-28,14.0722
2021-08-29,14.0722
2021-08-30,14.0743
2021-08-31,13.995
2021-09-01,14.1343
2021-09-02,14.4748
2021-09-03,14.4748
2021-09-04,14.4748
2021-09-05,14.4748
2021-09-06,14.4748
2021-09-07,14.055
2021-09-08,14.01
2021-09-09,13.828
2021-09-10,13.5517
2021-09-11,13.5517
2021-09-12,13.5517
2021-09-13,13.4789
2021-09-14,13.5281
2021-09-15,13.6952
2021-09-16,13.7188
2021-09-17,12.7828
2021-09-18,12.7828
2021-09-19,12.7828
2021-09-20,12.8813
2021-09-21,12.7571
2021-09-22,12.9092
2021-09-23,12.9049
2021-09-24,12.9306
2021-09-25,12.9306
2021-09-26,12.9306
2021-09-27,13.1833
2021-09-28,13.4639
2021-09-29,13.6352
2021-09-30,12.8172
2021-10-01,12.9691
2021-10-02,12.9691
2021-10-03,12.9691
2021-10-04,12.9331
2021-10-05,12.8892
2021-10-06,12.8832
2021-10-07,12.8732
2021-10-08,12.8692
2021-10-09,12.8692
2021-10-10,12.8692
2021-10-11,12.8672
2021-10-12,12.8692
2021-10-13,12.9331
2021-10-14,12.9351
2021-10-15,12.8552
2021-10-16,12.8552
2021-10-17,12.8552
2021-10-18,12.5795
2021-10-19,12.6234
2021-10-20,12.6015
2021-10-21,12.6714
2021-10-22,12.7673
2021-10-23,12.7673
2021-10-24,12.7673
2021-10-25,12.9891
2021-10-26,10.9584
2021-10-27,10.8089
2021-10-28,10.7611
2021-10-29,10.8827
2021-10-30,10.8827
2021-10-31,10.8827
2021-11-01,11.1357
2021-11-02,11.2473
2021-11-03,11.2453
2021-11-04,11.2892
2021-11-05,11.3908
2021-11-06,11.3908
2021-11-07,11.3908
2021-11-08,11.4585
2021-11-09,11.4685
2021-11-10,11.4007
2021-11-11,11.5283
2021-11-12,11.5801
2021-11-13,11.5801
2021-11-14,11.5801
2021-11-15,11.2274
2021-11-16,11.0082
2021-11-17,10.9365
2021-11-18,10.8767
2021-11-19,10.7292
2021-11-20,10.7292
2021-11-21,10.7292
2021-11-22,10.7292
2021-11-23,10.7771
2021-11-24,10.7093
2021-11-25,10.7093
2021-11-26,10.7611
2021-11-27,10.7611
2021-11-28,10.7611
2021-11-29,10.7073
2021-11-30,10.8488
2021-12-01,10.6515
2021-12-02,10.6675
2021-12-03,10.8468
2021-12-04,10.8468
2021-12-05,10.8468
2021-12-06,10.8249
2021-12-07,10.7512
2021-12-08,10.7352
2021-12-09,10.5459
2021-12-10,10.5061
2021-12-11,10.5061
2021-12-12,10.5061
2021-12-13,10.4503
2021-12-14,10.3407
2021-12-15,10.3367
2021-12-16,10.514
2021-12-17,10.6774
2021-12-18,10.6774
2021-12-19,10.6774
2021-12-20,10.3526
2021-12-21,10.5579
2021-12-22,10.5479
2021-12-23,10.5758
2021-12-24,10.5758
2021-12-25,10.5758
2021-12-26,10.5758
2021-12-27,10.5937
2021-12-28,10.5798
2021-12-29,10.5917
2021-12-30,10.6894
2021-12-31,11.1558
2022-01-01,11.1558
2022-01-02,11.1558
2022-01-03,10.9841
2022-01-04,10.9944
2022-01-05,10.8309
2022-01-06,10.7937
2022-01-07,11.0379
2022-01-08,11.0379
2022-01-09,11.0379
2022-01-10,10.953
2022-01-11,11.1248
2022-01-12,11.2324
2022-01-13,11.0172
2022-01-14,10.9468
2022-01-15,10.9468
2022-01-16,10.9468
2022-01-17,10.9468
2022-01-18,10.7358
2022-01-19,10.6902
2022-01-20,10.653
2022-01-21,10.4771
2022-01-22,10.4771
2022-01-23,10.4771
2022-01-24,10.6282
2022-01-25,10.6344
2022-01-26,10.3488
2022-01-27,10.1667
2022-01-28,10.4543
2022-01-29,10.4543
2022-01-30,10.4543
2022-01-31,10.6282
2022-02-01,10.622
2022-02-02,10.4854
2022-02-03,10.3571
2022-02-04,10.3074
2022-02-05,10.3074
2022-02-06,10.3074
2022-02-07,10.3778
2022-02-08,10.3985
2022-02-09,10.6592
2022-02-10,10.5702
2022-02-11,10.7751
2022-02-12,10.7751
2022-02-13,10.7751
2022-02-14,10.4937
2022-02-15,10.5909
2022-02-16,10.624
2022-02-17,10.4978
2022-02-18,10.4088
2022-02-19,10.4088
2022-02-20,10.4088
2022-02-21,10.4088
2022-02-22,9.9577
2022-02-23,10.1572
2022-02-24,10.1734
2022-02-25,10.1411
2022-02-26,10.1411
2022-02-27,10.1411
2022-02-28,10.0988
2022-03-01,9.8547
2022-03-02,9.9092
2022-03-03,9.9919
2022-03-04,9.9112
2022-03-05,9.9112
2022-03-06,9.9112
2022-03-07,9.6046
2022-03-08,9.4715
2022-03-09,9.4655
2022-03-10,9.3727
2022-03-11,9.2511
2022-03-12,9.2511
2022-03-13,9.2511
2022-03-14,9.4393
2022-03-15,9.2971
2022-03-16,9.4013
2022-03-17,9.7338
2022-03-18,10.0262
2022-03-19,10.0262
2022-03-20,10.0262
2022-03-21,9.7558
2022-03-22,9.8079
2022-03-23,9.7138
2022-03-24,9.864
2022-03-25,10.1784
2022-03-26,10.1784
2022-03-27,10.1784
2022-03-28,10.0162
2022-03-29,9.8459
2022-03-30,9.7959
2022-03-31,10.8541
2022-04-01,10.852
2022-04-02,10.852
2022-04-03,10.852
2022-04-04,10.6804
2022-04-05,10.5196
2022-04-06,10.4767
2022-04-07,10.4253
2022-04-08,10.2173
2022-04-09,10.2173
2022-04-10,10.2173
2022-04-11,10.3138
2022-04-12,10.3073
2022-04-13,10.2151
2022-04-14,10.2087
2022-04-15,10.2087
2022-04-16,10.2087
2022-04-17,10.2087
2022-04-18,10.2409
2022-04-19,10.3352
2022-04-20,10.3373
2022-04-21,10.3266
2022-04-22,10.2001
2022-04-23,10.2001
2022-04-24,10.2001
2022-04-25,10.1358
2022-04-26,10.2087
2022-04-27,9.9582
2022-04-28,10.2286
2022-04-29,10.2435
2022-04-30,10.2435
2022-05-01,10.2435
2022-05-02,10.2669
2022-05-03,10.1541
2022-05-04,10.1796
2022-05-05,9.7071
2022-05-06,9.5729
2022-05-07,9.5729
2022-05-08,9.5729
2022-05-09,9.3175
2022-05-10,9.194
2022-05-11,9.4942
2022-05-12,9.5091
2022-05-13,9.6283
2022-05-14,9.6283
2022-05-15,9.6283
2022-05-16,9.6985
2022-05-17,9.6304
2022-05-18,9.4516
2022-05-19,9.3452
2022-05-20,9.3473
2022-05-21,9.3473
2022-05-22,9.3473
2022-05-23,9.4686
2022-05-24,9.3856
2022-05-25,9.5772
2022-05-26,9.6304
2022-05-27,9.722
2022-05-28,9.722
2022-05-29,9.722
2022-05-30,9.722
2022-05-31,9.7858
2022-06-01,9.7837
2022-06-02,9.8369
2022-06-03,9.5708
2022-06-04,9.5708
2022-06-05,9.5708
2022-06-06,9.5602
2022-06-07,9.7816
2022-06-08,9.6922
2022-06-09,9.4942
2022-06-10,9.4623
2022-06-11,9.4623
2022-06-12,9.4623
2022-06-13,9.2834
2022-06-14,9.375
2022-06-15,9.4005
2022-06-16,9.2962
2022-06-17,9.5027
2022-06-18,9.5027
2022-06-19,9.5027
2022-06-20,9.5027
2022-06-21,9.3665
2022-06-22,9.2089
2022-06-23,9.5048
2022-06-24,9.8007
2022-06-25,9.8007
2022-06-26,9.8007
2022-06-27,9.8199
2022-06-28,9.6602
2022-06-29,9.3388
2022-06-30,10.4106
2022-07-01,10.6071
2022-07-02,10.6071
2022-07-03,10.6071
2022-07-04,10.6071
2022-07-05,10.6811
2022-07-06,10.4522
2022-07-07,10.5424
2022-07-08,10.4499
2022-07-09,10.4499
2022-07-10,10.4499
2022-07-11,10.4268
2022-07-12,10.5586
2022-07-13,10.4268
2022-07-14,10.376
2022-07-15,10.5609
2022-07-16,10.5609
2022-07-17,10.5609
2022-07-18,10.6117
2022-07-19,10.8174
2022-07-20,10.9885
2022-07-21,11.0601
2022-07-22,11.1734
2022-07-23,11.1734
2022-07-24,11.1734
2022-07-25,11.1896
2022-07-26,11.0416
2022-07-27,9.598
2022-07-28,9.8867
2022-07-29,9.5958
2022-07-30,9.5958
2022-07-31,9.5958
2022-08-01,9.6162
2022-08-02,9.5958
2022-08-03,9.4935
2022-08-04,9.6458
2022-08-05,9.7344
2022-08-06,9.7344
2022-08-07,9.7344
2022-08-08,9.8526
2022-08-09,9.6799
2022-08-10,9.7231
2022-08-11,9.8117
2022-08-12,9.964
2022-08-13,9.964
2022-08-14,9.964
2022-08-15,9.9845
2022-08-16,10.0254
2022-08-17,9.7117
2022-08-18,9.7822
2022-08-19,9.6094
2022-08-20,9.6094
2022-08-21,9.6094
2022-08-22,9.8185
2022-08-23,9.6276
2022-08-24,9.6003
2022-08-25,9.6708
2022-08-26,9.6026
2022-08-27,9.6026
2022-08-28,9.6026
2022-08-29,9.5253
2022-08-30,9.4366
2022-08-31,9.4412
2022-09-01,9.4548
2022-09-02,9.423
2022-09-03,9.423
2022-09-04,9.423
2022-09-05,9.423
2022-09-06,9.3639
2022-09-07,9.4844
2022-09-08,9.4935
2022-09-09,9.5958
2022-09-10,9.5958
2022-09-11,9.5958
2022-09-12,9.5412
2022-09-13,9.348
2022-09-14,9.3616
2022-09-15,9.3616
2022-09-16,9.2548
2022-09-17,9.2548
2022-09-18,9.2548
2022-09-19,9.3025
2022-09-20,9.1775
2022-09-21,9.1252
2022-09-22,9.0707
2022-09-23,8.8024
2022-09-24,8.8024
2022-09-25,8.8024
2022-09-26,8.7842
2022-09-27,8.7479
2022-09-28,8.8911
2022-09-29,8.9024
2022-09-30,9.2876
2022-10-01,9.2876
2022-10-02,9.2876
2022-10-03,9.4427
2022-10-04,9.4474
2022-10-05,9.4098
2022-10-06,9.4098
2022-10-07,9.29
2022-10-08,9.29
2022-10-09,9.29
2022-10-10,8.9962
2022-10-11,8.9351
2022-10-12,9.0244
2022-10-13,9.2876
2022-10-14,9.2453
2022-10-15,9.2453
2022-10-16,9.2453
2022-10-17,9.015
2022-10-18,9.1772
2022-10-19,9.0996
2022-10-20,9.1231
2022-10-21,9.1513
2022-10-22,9.1513
2022-10-23,9.1513
2022-10-24,9.1161
2022-10-25,9.4121
2022-10-26,9.7595
2022-10-27,9.7317
2022-10-28,9.7201
2022-10-29,9.7201
2022-10-30,9.7201
2022-10-31,9.7502
2022-11-01,9.6415
2022-11-02,9.4726
2022-11-03,9.4356
2022-11-04,9.5027
2022-11-05,9.5027
2022-11-06,9.5027
2022-11-07,9.5027
2022-11-08,9.3777
2022-11-09,9.1487
2022-11-10,9.3014
2022-11-11,9.2597
2022-11-12,9.2597
2022-11-13,9.2597
2022-11-14,9.2204
2022-11-15,9.2644
2022-11-16,9.2273
2022-11-17,9.2412
2022-11-18,9.2805
2022-11-19,9.2805
2022-11-20,9.2805
2022-11-21,9.2551
2022-11-22,9.2644
2022-11-23,9.3291
2022-11-24,9.3291
2022-11-25,9.2204
2022-11-26,9.2204
2022-11-27,9.2204
2022-11-28,9.1787
2022-11-29,9.269
2022-11-30,9.3939
2022-12-01,9.3754
2022-12-02,9.3823
2022-12-03,9.3823
2022-12-04,9.3823
2022-12-05,9.343
2022-12-06,9.2158
2022-12-07,9.1695
2022-12-08,9.1787
2022-12-09,9.2366
2022-12-10,9.2366
2022-12-11,9.2366
2022-12-12,9.1024
2022-12-13,9.1325
2022-12-14,9.0561
2022-12-15,8.9613
2022-12-16,8.9034
2022-12-17,8.9034
2022-12-18,8.9034
2022-12-19,8.8132
2022-12-20,8.8132
2022-12-21,8.8363
2022-12-22,8.841
2022-12-23,8.9451
2022-12-24,8.9451
2022-12-25,8.9451
2022-12-26,8.9451
2022-12-27,8.9381
2022-12-28,8.9312
2022-12-29,9.0422
2022-12-30,14.5093
2022-12-31,14.5093
2023-01-01,14.5093
2023-01-02,14.5093
2023-01-03,14.5203
2023-01-04,14.6046
2023-01-05,14.6485
2023-01-06,14.7181
2023-01-07,14.7181
2023-01-08,14.7181
2023-01-09,14.4544
2023-01-10,14.3591
2023-01-11,14.3591
2023-01-12,14.4141
2023-01-13,14.6375
2023-01-14,14.6375
2023-01-15,14.6375
2023-01-16,14.6375
2023-01-17,14.6778
2023-01-18,14.502
2023-01-19,14.6595
2023-01-20,14.9123
2023-01-21,14.9123
2023-01-22,14.9123
2023-01-23,14.9709
2023-01-24,14.7657
2023-01-25,14.9233
2023-01-26,14.9196
2023-01-27,14.9342
2023-01-28,14.9342
2023-01-29,14.9342
2023-01-30,14.9562
2023-01-31,15.0881
2023-02-01,15.3006
2023-02-02,15.4214
2023-02-03,15.3006
2023-02-04,15.3006
2023-02-05,15.3006
2023-02-06,15.3006
2023-02-07,15.1101
2023-02-08,14.7731
2023-02-09,14.8353
2023-02-10,14.9049
2023-02-11,14.9049
2023-02-12,14.9049
2023-02-13,14.7877
2023-02-14,14.502
2023-02-15,14.6998
2023-02-16,14.4947
2023-02-17,14.5716
2023-02-18,14.5716
2023-02-19,14.5716
2023-02-20,14.5716
2023-02-21,14.4251
2023-02-22,14.4727
2023-02-23,14.5057
2023-02-24,15.3344
2023-02-25,15.3344
2023-02-26,15.3344
2023-02-27,15.2724
2023-02-28,15.3016
2023-03-01,15.1229
2023-03-02,15.163
2023-03-03,15.1411
2023-03-04,15.1411
2023-03-05,15.1411
2023-03-06,14.9296
2023-03-07,14.8713
2023-03-08,14.802
2023-03-09,14.4847
2023-03-10,14.1529
2023-03-11,14.1529
2023-03-12,14.1529
2023-03-13,14.058
2023-03-14,14.058
2023-03-15,14.1278
2023-03-16,14.0949
2023-03-17,14.0619
