,PNW US Equity
2023-03-18,24.2796
2023-03-19,24.2796
2023-03-20,24.5857
2023-03-21,24.2425
2023-03-22,23.9239
2023-03-23,23.7322
2023-03-24,24.2146
2023-03-25,24.2146
2023-03-26,24.2146
2023-03-27,24.2239
2023-03-28,24.2688
2023-03-29,24.4048
2023-03-30,24.5038
2023-03-31,25.898
2023-04-01,25.898
2023-04-02,25.898
2023-04-03,25.7783
2023-04-04,25.8109
2023-04-05,26.114
2023-04-06,26.0696
2023-04-07,26.0696
2023-04-08,26.0696
2023-04-09,26.0696
2023-04-10,26.0898
2023-04-11,26.0322
2023-04-12,25.998
2023-04-13,25.9762
2023-04-14,25.788
2023-04-15,25.788
2023-04-16,25.788
2023-04-17,25.9171
2023-04-18,25.8705
2023-04-19,26.0213
2023-04-20,26.0571
2023-04-21,26.1162
2023-04-22,26.1162
2023-04-23,26.1162
2023-04-24,26.1675
2023-04-25,26.1707
2023-04-26,25.8674
2023-04-27,25.9669
2023-04-28,25.7849
2023-04-29,25.7849
2023-04-30,25.7849
2023-05-01,25.8565
2023-05-02,25.7818
2023-05-03,25.7787
2023-05-04,25.9767
2023-05-05,26.0436
2023-05-06,26.0436
2023-05-07,26.0436
2023-05-08,25.997
2023-05-09,26.0016
2023-05-10,26.1276
2023-05-11,26.1121
2023-05-12,26.1509
2023-05-13,26.1509
2023-05-14,26.1509
2023-05-15,26.0483
2023-05-16,25.8119
2023-05-17,25.7947
2023-05-18,25.7465
2023-05-19,25.6392
2023-05-20,25.6392
2023-05-21,25.6392
2023-05-22,25.6656
2023-05-23,25.6594
2023-05-24,25.5863
2023-05-25,25.4634
2023-05-26,25.5272
2023-05-27,25.5272
2023-05-28,25.5272
2023-05-29,25.5272
2023-05-30,25.4977
2023-05-31,25.6019
2023-06-01,25.4137
2023-06-02,25.6143
2023-06-03,25.6143
2023-06-04,25.6143
2023-06-05,25.6765
2023-06-06,25.9363
2023-06-07,26.1027
2023-06-08,26.2163
2023-06-09,26.1478
2023-06-10,26.1478
2023-06-11,26.1478
2023-06-12,26.1898
2023-06-13,26.2583
2023-06-14,26.3391
2023-06-15,26.5771
2023-06-16,26.5305
2023-06-17,26.5305
2023-06-18,26.5305
2023-06-19,26.5305
2023-06-20,26.434
2023-06-21,26.5102
2023-06-22,26.4402
2023-06-23,26.1509
2023-06-24,26.1509
2023-06-25,26.1509
2023-06-26,26.3283
2023-06-27,26.336
2023-06-28,26.1089
2023-06-29,26.1385
2023-06-30,28.2254
2023-07-01,28.2254
2023-07-02,28.2254
2023-07-03,28.2715
2023-07-04,28.2715
2023-07-05,28.4262
2023-07-06,28.3225
2023-07-07,28.3011
2023-07-08,28.3011
2023-07-09,28.3011
2023-07-10,28.2123
2023-07-11,28.3423
2023-07-12,28.5348
2023-07-13,28.52
2023-07-14,28.5117
2023-07-15,28.5117
2023-07-16,28.5117
2023-07-17,28.385
2023-07-18,28.4031
2023-07-19,28.3834
2023-07-20,28.7256
2023-07-21,28.877
2023-07-22,28.877
2023-07-23,28.877
2023-07-24,28.8622
2023-07-25,28.8474
2023-07-26,28.7651
2023-07-27,28.6483
2023-07-28,28.6105
2023-07-29,28.6105
2023-07-30,28.6105
2023-07-31,28.4492
2023-08-01,28.3604
2023-08-02,28.4081
2023-08-03,27.8765
2023-08-04,27.758
2023-08-05,27.758
2023-08-06,27.758
2023-08-07,27.4353
2023-08-08,27.511
2023-08-09,27.6559
2023-08-10,27.5143
2023-08-11,27.5637
2023-08-12,27.5637
2023-08-13,27.5637
2023-08-14,27.5555
2023-08-15,27.4403
2023-08-16,27.5473
2023-08-17,27.5522
2023-08-18,27.7036
2023-08-19,27.7036
2023-08-20,27.7036
2023-08-21,27.6098
2023-08-22,27.7777
2023-08-23,27.8107
2023-08-24,27.7925
2023-08-25,27.8535
2023-08-26,27.8535
2023-08-27,27.8535
2023-08-28,27.7975
2023-08-29,27.7893
2023-08-30,27.6707
2023-08-31,27.5423
2023-09-01,27.3283
2023-09-02,27.3283
2023-09-03,27.3283
2023-09-04,27.3283
2023-09-05,27.0172
2023-09-06,27.2411
2023-09-07,27.33
2023-09-08,27.4353
2023-09-09,27.4353
2023-09-10,27.4353
2023-09-11,27.4189
2023-09-12,27.4123
2023-09-13,27.567
2023-09-14,27.7777
2023-09-15,27.7646
2023-09-16,27.7646
2023-09-17,27.7646
2023-09-18,27.8419
2023-09-19,27.8156
2023-09-20,27.9094
2023-09-21,27.7283
2023-09-22,27.6312
2023-09-23,27.6312
2023-09-24,27.6312
2023-09-25,27.5654
2023-09-26,27.1423
2023-09-27,27.0303
2023-09-28,26.9168
2023-09-29,23.6094
2023-09-30,23.6094
2023-10-01,23.6094
2023-10-02,23.2624
2023-10-03,23.3488
2023-10-04,23.3301
2023-10-05,23.3877
2023-10-06,23.4193
2023-10-07,23.4193
2023-10-08,23.4193
2023-10-09,23.5172
2023-10-10,23.6799
2023-10-11,23.8628
2023-10-12,23.7706
2023-10-13,23.8988
2023-10-14,23.8988
2023-10-15,23.8988
2023-10-16,24.0197
2023-10-17,23.9693
2023-10-18,23.9031
2023-10-19,23.8426
2023-10-20,23.6886
2023-10-21,23.6886
2023-10-22,23.6886
2023-10-23,23.5216
2023-10-24,23.7058
2023-10-25,23.7087
2023-10-26,23.8124
2023-10-27,23.6223
2023-10-28,23.6223
2023-10-29,23.6223
2023-10-30,23.7058
2023-10-31,23.6814
2023-11-01,23.8815
2023-11-02,23.8239
2023-11-03,23.6439
2023-11-04,23.6439
2023-11-05,23.6439
2023-11-06,23.4884
2023-11-07,23.3977
2023-11-08,23.2163
2023-11-09,23.2264
2023-11-10,23.1458
2023-11-11,23.1458
2023-11-12,23.1458
2023-11-13,22.9269
2023-11-14,23.428
2023-11-15,23.4208
2023-11-16,23.4237
2023-11-17,23.3632
2023-11-18,23.3632
2023-11-19,23.3632
2023-11-20,23.3272
2023-11-21,23.3387
2023-11-22,23.6051
2023-11-23,23.6051
2023-11-24,23.5489
2023-11-25,23.5489
2023-11-26,23.5489
2023-11-27,23.6195
2023-11-28,23.7044
2023-11-29,23.6713
2023-11-30,23.7908
2023-12-01,23.811
2023-12-02,23.811
2023-12-03,23.811
2023-12-04,23.8124
2023-12-05,23.7735
2023-12-06,23.9736
2023-12-07,23.9506
2023-12-08,23.8426
2023-12-09,23.8426
2023-12-10,23.8426
2023-12-11,23.893
2023-12-12,23.6843
2023-12-13,24.1075
2023-12-14,23.7577
2023-12-15,23.6151
2023-12-16,23.6151
2023-12-17,23.6151
2023-12-18,23.4481
2023-12-19,23.4654
2023-12-20,23.1846
2023-12-21,23.1962
2023-12-22,23.2422
2023-12-23,23.2422
2023-12-24,23.2422
2023-12-25,23.2422
2023-12-26,23.2739
2023-12-27,23.1947
2023-12-28,23.3445
2023-12-29,22.4896
2023-12-30,22.4896
2023-12-31,22.4896
2024-01-01,22.4896
2024-01-02,22.6778
2024-01-03,22.7891
2024-01-04,22.8303
2024-01-05,22.8317
2024-01-06,22.8317
2024-01-07,22.8317
2024-01-08,22.8537
2024-01-09,22.774
2024-01-10,22.7218
2024-01-11,22.3783
2024-01-12,22.4085
2024-01-13,22.4085
2024-01-14,22.4085
2024-01-15,22.4085
2024-01-16,22.2175
2024-01-17,22.2202
2024-01-18,22.1392
2024-01-19,22.1859
2024-01-20,22.1859
2024-01-21,22.1859
2024-01-22,22.1543
2024-01-23,22.1859
2024-01-24,21.9894
2024-01-25,22.2353
2024-01-26,22.425
2024-01-27,22.425
2024-01-28,22.425
2024-01-29,22.2724
2024-01-30,22.2944
2024-01-31,22.0856
2024-02-01,22.2546
2024-02-02,22.0581
2024-02-03,22.0581
2024-02-04,22.0581
2024-02-05,21.9358
2024-02-06,21.9729
2024-02-07,21.8575
2024-02-08,21.7407
2024-02-09,21.8245
2024-02-10,21.8245
2024-02-11,21.8245
2024-02-12,21.9743
2024-02-13,21.8479
2024-02-14,21.8039
2024-02-15,21.9482
2024-02-16,21.9509
2024-02-17,21.9509
2024-02-18,21.9509
2024-02-19,21.9509
2024-02-20,22.1131
2024-02-21,22.2601
2024-02-22,22.2656
2024-02-23,22.3054
2024-02-24,22.3054
2024-02-25,22.3054
2024-02-26,22.1364
2024-02-27,22.1007
2024-02-28,21.8108
2024-02-29,22.0073
2024-03-01,22.794
2024-03-02,22.794
2024-03-03,22.794
2024-03-04,22.9196
2024-03-05,22.8777
2024-03-06,23.0497
2024-03-07,23.2904
2024-03-08,23.3398
2024-03-09,23.3398
2024-03-10,23.3398
2024-03-11,23.4295
2024-03-12,23.2067
2024-03-13,23.3054
2024-03-14,23.2067
2024-03-15,23.2321
2024-03-16,23.2321
2024-03-17,23.2321
2024-03-18,23.3966
2024-03-19,23.4594
2024-03-20,23.5013
2024-03-21,23.5162
2024-03-22,23.5357
2024-03-23,23.5357
2024-03-24,23.5357
2024-03-25,23.4729
2024-03-26,23.3831
2024-03-27,23.6882
2024-03-28,23.7929
2024-03-29,23.7929
2024-03-30,23.7929
2024-03-31,23.7929
2024-04-01,23.6912
2024-04-02,23.6897
2024-04-03,23.5461
2024-04-04,23.5372
2024-04-05,22.6376
2024-04-06,22.6376
2024-04-07,22.6376
2024-04-08,22.8194
