,WBA US Equity
2020-06-27,35.3593
2020-06-28,35.3593
2020-06-29,35.8183
2020-06-30,35.8462
2020-07-01,35.2435
2020-07-02,35.6826
2020-07-03,35.6826
2020-07-04,35.6826
2020-07-05,35.6826
2020-07-06,36.1536
2020-07-07,35.7784
2020-07-08,35.8063
2020-07-09,34.3074
2020-07-10,34.7451
2020-07-11,34.7451
2020-07-12,34.7451
2020-07-13,34.5321
2020-07-14,34.7411
2020-07-15,34.9659
2020-07-16,35.23
2020-07-17,35.2576
2020-07-18,35.2576
2020-07-19,35.2576
2020-07-20,34.8791
2020-07-21,34.8594
2020-07-22,34.9698
2020-07-23,34.8318
2020-07-24,34.8988
2020-07-25,34.8988
2020-07-26,34.8988
2020-07-27,34.6347
2020-07-28,34.9659
2020-07-29,35.1551
2020-07-30,34.9501
2020-07-31,34.9777
2020-08-01,34.9777
2020-08-02,34.9777
2020-08-03,35.1236
2020-08-04,35.0644
2020-08-05,35.0171
2020-08-06,35.0487
2020-08-07,35.2971
2020-08-08,35.2971
2020-08-09,35.2971
2020-08-10,35.8254
2020-08-11,35.4272
2020-08-12,35.4154
2020-08-13,35.092
2020-08-14,35.4508
2020-08-15,35.4508
2020-08-16,35.4508
2020-08-17,35.161
2020-08-18,34.9974
2020-08-19,34.7963
2020-08-20,34.5834
2020-08-21,34.4848
2020-08-22,34.4848
2020-08-23,34.4848
2020-08-24,34.5952
2020-08-25,34.5006
2020-08-26,34.1733
2020-08-27,34.4375
2020-08-28,34.2088
2020-08-29,34.2088
2020-08-30,34.2088
2020-08-31,38.1214
2020-09-01,37.556
2020-09-02,37.7399
2020-09-03,37.704
2020-09-04,37.6143
2020-09-05,37.6143
2020-09-06,37.6143
2020-09-07,37.6143
2020-09-08,37.2598
2020-09-09,36.9232
2020-09-10,36.618
2020-09-11,36.6315
2020-09-12,36.6315
2020-09-13,36.6315
2020-09-14,36.8155
2020-09-15,36.8873
2020-09-16,37.3405
2020-09-17,37.7579
2020-09-18,37.6322
2020-09-19,37.6322
2020-09-20,37.6322
2020-09-21,37.1206
2020-09-22,37.0892
2020-09-23,36.793
2020-09-24,36.7796
2020-09-25,36.9591
2020-09-26,36.9591
2020-09-27,36.9591
2020-09-28,37.2463
2020-09-29,36.9367
2020-09-30,37.179
2020-10-01,37.1565
2020-10-02,37.1117
2020-10-03,37.1117
2020-10-04,37.1117
2020-10-05,37.4931
2020-10-06,37.1924
2020-10-07,37.4348
2020-10-08,37.6951
2020-10-09,37.3675
2020-10-10,37.3675
2020-10-11,37.3675
2020-10-12,37.6322
2020-10-13,37.2957
2020-10-14,37.1745
2020-10-15,37.9388
2020-10-16,37.8357
2020-10-17,37.8357
2020-10-18,37.8357
2020-10-19,37.6384
2020-10-20,37.8715
2020-10-21,37.8267
2020-10-22,37.8805
2020-10-23,38.1182
2020-10-24,38.1182
2020-10-25,38.1182
2020-10-26,37.746
2020-10-27,37.2034
2020-10-28,36.5711
2020-10-29,36.0912
2020-10-30,36.3244
2020-10-31,36.3244
2020-11-01,36.3244
2020-11-02,37.1092
2020-11-03,37.8177
2020-11-04,37.3356
2020-11-05,37.8895
2020-11-06,37.7908
2020-11-07,37.7908
2020-11-08,37.7908
2020-11-09,38.9007
2020-11-10,40.051
2020-11-11,39.6429
2020-11-12,39.3424
2020-11-13,40.2124
2020-11-14,40.2124
2020-11-15,40.2124
2020-11-16,40.8358
2020-11-17,38.9321
2020-11-18,38.2034
2020-11-19,38.033
2020-11-20,37.8895
2020-11-21,37.8895
2020-11-22,37.8895
2020-11-23,38.0913
2020-11-24,38.3334
2020-11-25,38.5801
2020-11-26,38.5801
2020-11-27,38.5487
2020-11-28,38.5487
2020-11-29,38.5487
2020-11-30,42.2366
2020-12-01,42.4579
2020-12-02,43.1368
2020-12-03,44.6028
2020-12-04,44.8931
2020-12-05,44.8931
2020-12-06,44.8931
2020-12-07,44.411
2020-12-08,44.1465
2020-12-09,44.0385
2020-12-10,43.9796
2020-12-11,43.9207
2020-12-12,43.9207
2020-12-13,43.9207
2020-12-14,43.8962
2020-12-15,43.8225
2020-12-16,43.3857
2020-12-17,43.6017
2020-12-18,43.5084
2020-12-19,43.5084
2020-12-20,43.5084
2020-12-21,43.4986
2020-12-22,42.8115
2020-12-23,43.106
2020-12-24,42.9833
2020-12-25,42.9833
2020-12-26,42.9833
2020-12-27,42.9833
2020-12-28,43.0029
2020-12-29,42.8802
2020-12-30,42.8458
2020-12-31,43.1109
2021-01-01,43.1109
2021-01-02,43.1109
2021-01-03,43.1109
2021-01-04,43.8569
2021-01-05,43.7391
2021-01-06,44.6569
2021-01-07,45.755
2021-01-08,45.7304
2021-01-09,45.7304
2021-01-10,45.7304
2021-01-11,46.9527
2021-01-12,47.0804
2021-01-13,47.5614
2021-01-14,47.7479
2021-01-15,47.5516
2021-01-16,47.5516
2021-01-17,47.5516
2021-01-18,47.5516
2021-01-19,47.1736
2021-01-20,47.1442
2021-01-21,46.6435
2021-01-22,46.83
2021-01-23,46.83
2021-01-24,46.83
2021-01-25,47.0116
2021-01-26,47.6841
2021-01-27,48.661
2021-01-28,48.4155
2021-01-29,48.2045
2021-01-30,48.2045
2021-01-31,48.2045
2021-02-01,47.5074
2021-02-02,47.316
2021-02-03,47.5418
2021-02-04,47.7234
2021-02-05,47.9885
2021-02-06,47.9885
2021-02-07,47.9885
2021-02-08,48.0474
2021-02-09,48.0817
2021-02-10,48.8721
2021-02-11,48.1407
2021-02-12,48.2683
2021-02-13,48.2683
2021-02-14,48.2683
2021-02-15,48.2683
2021-02-16,47.6596
2021-02-17,47.8658
2021-02-18,47.5516
2021-02-19,47.5221
2021-02-20,47.5221
2021-02-21,47.5221
2021-02-22,47.5221
2021-02-23,47.3012
2021-02-24,47.6743
2021-02-25,47.2325
2021-02-26,59.3743
2021-02-27,59.3743
2021-02-28,59.3743
2021-03-01,59.3248
2021-03-02,59.0711
2021-03-03,59.1887
2021-03-04,58.7121
2021-03-05,58.9225
2021-03-06,58.9225
2021-03-07,58.9225
2021-03-08,59.7147
2021-03-09,59.7023
2021-03-10,60.9772
2021-03-11,61.5961
2021-03-12,62.6421
2021-03-13,62.6421
2021-03-14,62.6421
2021-03-15,63.7808
2021-03-16,63.5704
2021-03-17,63.1929
2021-03-18,62.3264
2021-03-19,62.2274
2021-03-20,62.2274
2021-03-21,62.2274
2021-03-22,62.5802
2021-03-23,61.9118
2021-03-24,61.757
2021-03-25,61.7137
2021-03-26,61.9118
2021-03-27,61.9118
2021-03-28,61.9118
2021-03-29,62.4193
2021-03-30,62.4997
2021-03-31,63.688
2021-04-01,63.609
2021-04-02,63.609
2021-04-03,63.609
2021-04-04,63.609
2021-04-05,64.8782
2021-04-06,64.1972
2021-04-07,64.1229
2021-04-08,63.6337
2021-04-09,63.2561
2021-04-10,63.2561
2021-04-11,63.2561
2021-04-12,63.578
2021-04-13,63.5161
2021-04-14,63.4356
2021-04-15,62.9713
2021-04-16,62.7112
2021-04-17,62.7112
2021-04-18,62.7112
2021-04-19,63.0146
2021-04-20,62.736
2021-04-21,63.1756
2021-04-22,62.2654
2021-04-23,62.5379
2021-04-24,62.5379
2021-04-25,62.5379
2021-04-26,62.3583
2021-04-27,62.2221
2021-04-28,62.154
2021-04-29,62.3614
2021-04-30,62.5874
2021-05-01,62.5874
2021-05-02,62.5874
2021-05-03,63.3304
2021-05-04,63.2189
2021-05-05,63.4356
2021-05-06,63.4294
2021-05-07,63.4728
2021-05-08,63.4728
2021-05-09,63.4728
2021-05-10,63.8319
2021-05-11,63.2932
2021-05-12,62.5502
2021-05-13,63.2313
2021-05-14,63.5842
2021-05-15,63.5842
2021-05-16,63.5842
2021-05-17,63.9495
2021-05-18,63.9247
2021-05-19,63.6461
2021-05-20,63.5161
2021-05-21,63.6895
2021-05-22,63.6895
2021-05-23,63.6895
2021-05-24,63.6585
2021-05-25,63.2623
2021-05-26,61.9125
2021-05-27,62.5502
2021-05-28,19.7815
2021-05-29,19.7815
2021-05-30,19.7815
2021-05-31,19.7815
2021-06-01,19.8172
2021-06-02,20.0138
2021-06-03,20.2004
2021-06-04,20.2163
2021-06-05,20.2163
2021-06-06,20.2163
2021-06-07,20.1587
2021-06-08,20.0476
2021-06-09,19.9344
2021-06-10,20.3077
2021-06-11,20.3077
2021-06-12,20.3077
2021-06-13,20.3077
2021-06-14,20.1329
2021-06-15,20.0952
2021-06-16,19.9105
2021-06-17,19.8113
2021-06-18,19.4201
2021-06-19,19.4201
2021-06-20,19.4201
2021-06-21,19.6365
2021-06-22,19.6048
2021-06-23,19.6663
2021-06-24,19.6703
2021-06-25,19.6822
2021-06-26,19.6822
2021-06-27,19.6822
2021-06-28,19.6921
2021-06-29,19.6484
2021-06-30,19.7715
2021-07-01,18.9972
2021-07-02,18.8965
2021-07-03,18.8965
2021-07-04,18.8965
2021-07-05,18.8965
2021-07-06,18.8031
2021-07-07,18.7614
2021-07-08,18.6084
2021-07-09,18.7455
2021-07-10,18.7455
2021-07-11,18.7455
2021-07-12,18.7733
2021-07-13,18.7276
2021-07-14,18.6402
2021-07-15,18.515
2021-07-16,18.4693
2021-07-17,18.4693
2021-07-18,18.4693
2021-07-19,18.3819
2021-07-20,18.4772
2021-07-21,18.5984
2021-07-22,18.5627
2021-07-23,18.5706
2021-07-24,18.5706
2021-07-25,18.5706
2021-07-26,18.7137
2021-07-27,18.6282
2021-07-28,18.6859
2021-07-29,18.672
2021-07-30,18.6938
2021-07-31,18.6938
2021-08-01,18.6938
2021-08-02,18.6302
2021-08-03,18.7614
2021-08-04,18.5726
2021-08-05,18.6501
2021-08-06,18.6839
2021-08-07,18.6839
2021-08-08,18.6839
2021-08-09,18.7514
2021-08-10,18.9482
2021-08-11,19.2045
2021-08-12,19.125
2021-08-13,19.119
2021-08-14,19.119
2021-08-15,19.119
2021-08-16,19.0892
2021-08-17,19.0892
2021-08-18,19.0654
2021-08-19,18.7733
2021-08-20,18.9223
2021-08-21,18.9223
2021-08-22,18.9223
2021-08-23,18.9641
2021-08-24,18.9303
2021-08-25,18.9919
2021-08-26,18.8309
2021-08-27,18.9581
2021-08-28,18.9581
2021-08-29,18.9581
2021-08-30,18.9879
2021-08-31,16.748
2021-09-01,16.6624
2021-09-02,16.9398
2021-09-03,16.8486
2021-09-04,16.8486
2021-09-05,16.8486
2021-09-06,16.8486
2021-09-07,16.7946
2021-09-08,16.8113
2021-09-09,16.7145
2021-09-10,16.5061
2021-09-11,16.5061
2021-09-12,16.5061
2021-09-13,16.4558
2021-09-14,16.2771
2021-09-15,16.6308
2021-09-16,16.5973
2021-09-17,16.5377
2021-09-18,16.5377
2021-09-19,16.5377
2021-09-20,16.3106
2021-09-21,16.2399
2021-09-22,16.238
2021-09-23,16.3218
2021-09-24,16.2939
2021-09-25,16.2939
2021-09-26,16.2939
2021-09-27,16.3851
2021-09-28,16.2529
2021-09-29,16.3683
2021-09-30,16.0593
2021-10-01,16.0128
2021-10-02,16.0128
2021-10-03,16.0128
2021-10-04,15.9923
2021-10-05,16.0668
2021-10-06,16.0333
2021-10-07,16.2082
2021-10-08,16.1208
2021-10-09,16.1208
2021-10-10,16.1208
2021-10-11,16.1282
2021-10-12,16.1282
2021-10-13,16.0984
2021-10-14,16.7586
2021-10-15,16.414
2021-10-16,16.414
2021-10-17,16.414
2021-10-18,16.3171
2021-10-19,16.2445
2021-10-20,16.3153
2021-10-21,16.455
2021-10-22,16.4289
2021-10-23,16.4289
2021-10-24,16.4289
2021-10-25,16.4699
2021-10-26,16.3004
2021-10-27,16.0787
2021-10-28,16.075
2021-10-29,16.0601
2021-10-30,16.0601
2021-10-31,16.0601
2021-11-01,16.116
2021-11-02,16.196
2021-11-03,16.4717
2021-11-04,16.5239
2021-11-05,16.6524
2021-11-06,16.6524
2021-11-07,16.6524
2021-11-08,16.5965
2021-11-09,16.4475
2021-11-10,16.4233
2021-11-11,16.604
2021-11-12,16.5295
2021-11-13,16.5295
2021-11-14,16.5295
2021-11-15,16.4699
2021-11-16,16.3488
2021-11-17,16.2072
2021-11-18,16.2091
2021-11-19,16.0526
2021-11-20,16.0526
2021-11-21,16.0526
2021-11-22,16.116
2021-11-23,16.129
2021-11-24,15.9856
2021-11-25,15.9856
2021-11-26,15.8514
2021-11-27,15.8514
2021-11-28,15.8514
2021-11-29,15.885
2021-11-30,16.2213
2021-12-01,16.034
2021-12-02,16.1901
2021-12-03,16.5213
2021-12-04,16.5213
2021-12-05,16.5213
2021-12-06,16.8283
2021-12-07,16.8162
2021-12-08,16.8468
2021-12-09,16.9628
2021-12-10,17.0199
2021-12-11,17.0199
2021-12-12,17.0199
2021-12-13,16.9576
2021-12-14,16.9887
2021-12-15,17.0476
2021-12-16,16.9783
2021-12-17,16.9074
2021-12-18,16.9074
2021-12-19,16.9074
2021-12-20,16.9039
2021-12-21,17.0995
2021-12-22,17.1774
2021-12-23,17.1895
2021-12-24,17.1895
2021-12-25,17.1895
2021-12-26,17.1895
2021-12-27,17.2328
2021-12-28,17.354
2021-12-29,17.4959
2021-12-30,17.4509
2021-12-31,17.4803
2022-01-01,17.4803
2022-01-02,17.4803
2022-01-03,17.6361
2022-01-04,17.7088
2022-01-05,17.7988
2022-01-06,17.5217
2022-01-07,17.7639
2022-01-08,17.7639
2022-01-09,17.7639
2022-01-10,17.7448
2022-01-11,17.8486
2022-01-12,17.776
2022-01-13,17.8244
2022-01-14,17.8434
2022-01-15,17.8434
2022-01-16,17.8434
2022-01-17,17.8434
2022-01-18,17.7085
2022-01-19,17.7103
2022-01-20,17.6497
2022-01-21,17.5321
2022-01-22,17.5321
2022-01-23,17.5321
2022-01-24,17.5113
2022-01-25,17.2709
2022-01-26,17.0582
2022-01-27,17.0997
2022-01-28,17.1793
2022-01-29,17.1793
2022-01-30,17.1793
2022-01-31,17.0582
2022-02-01,17.0565
2022-02-02,17.1706
2022-02-03,17.0132
2022-02-04,16.8576
2022-02-05,16.8576
2022-02-06,16.8576
2022-02-07,16.9423
2022-02-08,17.0634
2022-02-09,17.098
2022-02-10,16.9648
2022-02-11,16.8748
2022-02-12,16.8748
2022-02-13,16.8748
2022-02-14,16.6431
2022-02-15,16.8057
2022-02-16,16.733
2022-02-17,16.548
2022-02-18,16.5134
2022-02-19,16.5134
2022-02-20,16.5134
2022-02-21,16.5134
2022-02-22,16.3715
2022-02-23,16.3145
2022-02-24,16.2816
2022-02-25,16.4424
2022-02-26,16.4424
2022-02-27,16.4424
2022-02-28,15.141
2022-03-01,14.9676
2022-03-02,15.1507
2022-03-03,15.2422
2022-03-04,15.4027
2022-03-05,15.4027
2022-03-06,15.4027
2022-03-07,15.2855
2022-03-08,15.3626
2022-03-09,15.4669
2022-03-10,15.4589
2022-03-11,15.3578
2022-03-12,15.3578
2022-03-13,15.3578
2022-03-14,15.4332
2022-03-15,15.4749
2022-03-16,15.3481
2022-03-17,15.3642
2022-03-18,15.3449
2022-03-19,15.3449
2022-03-20,15.3449
2022-03-21,15.3481
2022-03-22,15.3561
2022-03-23,15.2454
2022-03-24,15.2903
2022-03-25,15.3064
2022-03-26,15.3064
2022-03-27,15.3064
2022-03-28,15.3176
2022-03-29,15.4188
2022-03-30,15.361
2022-03-31,14.9333
2022-04-01,14.7871
2022-04-02,14.7871
2022-04-03,14.7871
2022-04-04,14.7132
2022-04-05,14.7277
2022-04-06,14.8594
2022-04-07,14.9879
2022-04-08,15.0377
2022-04-09,15.0377
2022-04-10,15.0377
2022-04-11,14.8787
2022-04-12,14.8465
2022-04-13,14.906
2022-04-14,14.9397
2022-04-15,14.9397
2022-04-16,14.9397
2022-04-17,14.9397
2022-04-18,14.8899
2022-04-19,15.0666
2022-04-20,15.2176
2022-04-21,15.261
2022-04-22,15.057
2022-04-23,15.057
2022-04-24,15.057
2022-04-25,15.0329
2022-04-26,14.9493
2022-04-27,14.8465
2022-04-28,14.8947
2022-04-29,14.5526
2022-04-30,14.5526
2022-05-01,14.5526
2022-05-02,14.5719
2022-05-03,14.6393
2022-05-04,14.8835
2022-05-05,14.7743
2022-05-06,14.808
2022-05-07,14.808
2022-05-08,14.808
2022-05-09,14.7855
2022-05-10,14.6988
2022-05-11,14.7052
2022-05-12,14.6747
2022-05-13,14.7373
2022-05-14,14.7373
2022-05-15,14.7373
2022-05-16,14.8337
2022-05-17,14.9606
2022-05-18,14.355
2022-05-19,14.2651
2022-05-20,14.3213
2022-05-21,14.3213
2022-05-22,14.3213
2022-05-23,14.5124
2022-05-24,14.5012
2022-05-25,14.5622
2022-05-26,14.6554
2022-05-27,14.763
2022-05-28,14.763
2022-05-29,14.763
2022-05-30,14.763
2022-05-31,19.6848
2022-06-01,19.5582
2022-06-02,19.5959
2022-06-03,19.5315
2022-06-04,19.5315
2022-06-05,19.5315
2022-06-06,19.587
2022-06-07,19.5004
2022-06-08,19.4115
2022-06-09,19.216
2022-06-10,19.176
2022-06-11,19.176
2022-06-12,19.176
2022-06-13,18.8961
2022-06-14,18.8784
2022-06-15,18.9961
2022-06-16,18.7606
2022-06-17,18.6829
2022-06-18,18.6829
2022-06-19,18.6829
2022-06-20,18.6829
2022-06-21,18.8561
2022-06-22,18.9339
2022-06-23,19.0316
2022-06-24,19.2005
2022-06-25,19.2005
2022-06-26,19.2005
2022-06-27,19.3204
2022-06-28,19.0472
2022-06-29,19.0272
2022-06-30,18.3721
2022-07-01,18.5188
2022-07-02,18.5188
2022-07-03,18.5188
2022-07-04,18.5188
2022-07-05,18.5077
2022-07-06,18.3454
2022-07-07,18.441
2022-07-08,18.2943
2022-07-09,18.2943
2022-07-10,18.2943
2022-07-11,18.2677
2022-07-12,18.3877
2022-07-13,18.2254
2022-07-14,18.141
2022-07-15,18.401
2022-07-16,18.401
2022-07-17,18.401
2022-07-18,18.4655
2022-07-19,18.5277
2022-07-20,18.5988
2022-07-21,18.4966
2022-07-22,18.5411
2022-07-23,18.5411
2022-07-24,18.5411
2022-07-25,18.5611
2022-07-26,18.5833
2022-07-27,18.6655
2022-07-28,18.7144
2022-07-29,18.7544
2022-07-30,18.7544
2022-07-31,18.7544
2022-08-01,18.8145
2022-08-02,18.6277
2022-08-03,18.6589
2022-08-04,18.6122
2022-08-05,18.6144
2022-08-06,18.6144
2022-08-07,18.6144
2022-08-08,18.7233
2022-08-09,18.6455
2022-08-10,18.8167
2022-08-11,18.8545
2022-08-12,18.97
2022-08-13,18.97
2022-08-14,18.97
2022-08-15,19.0767
2022-08-16,19.2923
2022-08-17,19.0323
2022-08-18,18.4477
2022-08-19,18.4432
2022-08-20,18.4432
2022-08-21,18.4432
2022-08-22,18.241
2022-08-23,18.2699
2022-08-24,18.1209
2022-08-25,18.1276
2022-08-26,17.9498
2022-08-27,17.9498
2022-08-28,17.9498
2022-08-29,17.9409
2022-08-30,17.7675
2022-08-31,32.715
2022-09-01,32.7965
2022-09-02,32.8005
2022-09-03,32.8005
2022-09-04,32.8005
2022-09-05,32.8005
2022-09-06,32.8209
2022-09-07,33.1307
2022-09-08,33.0818
2022-09-09,33.1959
2022-09-10,33.1959
2022-09-11,33.1959
2022-09-12,33.3548
2022-09-13,32.5845
2022-09-14,32.5968
2022-09-15,32.3767
2022-09-16,32.393
2022-09-17,32.393
2022-09-18,32.393
2022-09-19,32.3441
2022-09-20,32.2789
2022-09-21,32.0506
2022-09-22,32.0058
2022-09-23,31.8061
2022-09-24,31.8061
2022-09-25,31.8061
2022-09-26,31.7491
2022-09-27,31.6431
2022-09-28,31.9569
2022-09-29,31.2844
2022-09-30,31.2233
2022-10-01,31.2233
2022-10-02,31.2233
2022-10-03,31.6431
2022-10-04,32.0343
2022-10-05,31.9406
2022-10-06,31.5697
2022-10-07,30.8647
2022-10-08,30.8647
2022-10-09,30.8647
2022-10-10,31.4026
2022-10-11,31.7164
2022-10-12,31.4434
2022-10-13,32.1491
2022-10-14,31.9819
2022-10-15,31.9819
2022-10-16,31.9819
2022-10-17,31.8841
2022-10-18,31.9248
2022-10-19,32.0431
2022-10-20,32.0309
2022-10-21,32.4142
2022-10-22,32.4142
2022-10-23,32.4142
2022-10-24,32.5733
2022-10-25,32.9118
2022-10-26,32.9077
2022-10-27,32.9729
2022-10-28,33.344
2022-10-29,33.344
2022-10-30,33.344
2022-10-31,33.3114
2022-11-01,33.2135
2022-11-02,33.03
2022-11-03,33.0015
2022-11-04,33.5439
2022-11-05,33.5439
2022-11-06,33.5439
2022-11-07,34.1638
2022-11-08,34.0414
2022-11-09,33.4705
2022-11-10,34.123
2022-11-11,35.2526
2022-11-12,35.2526
2022-11-13,35.2526
2022-11-14,34.959
2022-11-15,35.0039
2022-11-16,34.8978
2022-11-17,34.7918
2022-11-18,34.6368
2022-11-19,34.6368
2022-11-20,34.6368
2022-11-21,34.9794
2022-11-22,35.4688
2022-11-23,35.4565
2022-11-24,35.4565
2022-11-25,35.4158
2022-11-26,35.4158
2022-11-27,35.4158
2022-11-28,35.0691
2022-11-29,35.1792
2022-11-30,35.1792
2022-12-01,35.1792
2022-12-02,35.1792
2022-12-03,35.1792
2022-12-04,35.1792
2022-12-05,35.1792
2022-12-06,35.1792
2022-12-07,35.1792
2022-12-08,35.1792
2022-12-09,35.1792
2022-12-10,35.1792
2022-12-11,35.1792
2022-12-12,35.1792
2022-12-13,35.1792
2022-12-14,35.1792
2022-12-15,35.1792
2022-12-16,35.1792
2022-12-17,35.1792
2022-12-18,35.1792
2022-12-19,35.1792
2022-12-20,35.1792
2022-12-21,35.1792
2022-12-22,35.1792
2022-12-23,35.1792
2022-12-24,35.1792
2022-12-25,35.1792
2022-12-26,35.1792
2022-12-27,35.1792
2022-12-28,35.1792
2022-12-29,35.1792
2022-12-30,35.1792
2022-12-31,35.1792
2023-01-01,35.1792
2023-01-02,35.1792
2023-01-03,35.1792
2023-01-04,35.1792
2023-01-05,35.1792
2023-01-06,35.1792
2023-01-07,35.1792
2023-01-08,35.1792
2023-01-09,35.1792
2023-01-10,35.1792
2023-01-11,35.1792
2023-01-12,35.1792
2023-01-13,35.1792
2023-01-14,35.1792
2023-01-15,35.1792
2023-01-16,35.1792
2023-01-17,35.1792
2023-01-18,35.1792
2023-01-19,35.1792
2023-01-20,35.1792
2023-01-21,35.1792
2023-01-22,35.1792
2023-01-23,35.1792
2023-01-24,35.1792
2023-01-25,35.1792
2023-01-26,35.1792
2023-01-27,35.1792
2023-01-28,35.1792
2023-01-29,35.1792
2023-01-30,35.1792
2023-01-31,35.1792
2023-02-01,35.1792
2023-02-02,35.1792
2023-02-03,35.1792
2023-02-04,35.1792
2023-02-05,35.1792
2023-02-06,35.1792
2023-02-07,35.1792
2023-02-08,35.1792
2023-02-09,35.1792
2023-02-10,35.1792
2023-02-11,35.1792
2023-02-12,35.1792
2023-02-13,35.1792
2023-02-14,35.1792
2023-02-15,35.1792
2023-02-16,35.1792
2023-02-17,35.1792
2023-02-18,35.1792
2023-02-19,35.1792
2023-02-20,35.1792
2023-02-21,35.1792
2023-02-22,35.1792
2023-02-23,35.1792
2023-02-24,35.1792
2023-02-25,35.1792
2023-02-26,35.1792
2023-02-27,35.1792
2023-02-28,35.1792
2023-03-01,35.1792
2023-03-02,35.1792
2023-03-03,35.1792
2023-03-04,35.1792
2023-03-05,35.1792
2023-03-06,35.1792
2023-03-07,35.1792
2023-03-08,35.1792
2023-03-09,35.1792
2023-03-10,35.1792
2023-03-11,35.1792
2023-03-12,35.1792
2023-03-13,35.1792
2023-03-14,35.1792
2023-03-15,35.1792
2023-03-16,35.1792
2023-03-17,35.1792
