,NI US Equity
2020-11-09,70.1396
2020-11-10,71.388
2020-11-11,70.8288
2020-11-12,69.8275
2020-11-13,70.6077
2020-11-14,70.6077
2020-11-15,70.6077
2020-11-16,70.8028
2020-11-17,70.9718
2020-11-18,69.9446
2020-11-19,69.4764
2020-11-20,69.8665
2020-11-21,69.8665
2020-11-22,69.8665
2020-11-23,70.3997
2020-11-24,71.2189
2020-11-25,71.1669
2020-11-26,71.1669
2020-11-27,70.6598
2020-11-28,70.6598
2020-11-29,70.6598
2020-11-30,70.2567
2020-12-01,70.6338
2020-12-02,70.8028
2020-12-03,70.4647
2020-12-04,69.9966
2020-12-05,69.9966
2020-12-06,69.9966
2020-12-07,69.8926
2020-12-08,68.9693
2020-12-09,68.9563
2020-12-10,68.1371
2020-12-11,68.5532
2020-12-12,68.5532
2020-12-13,68.5532
2020-12-14,68.2411
2020-12-15,68.9563
2020-12-16,68.4362
2020-12-17,68.4492
2020-12-18,67.916
2020-12-19,67.916
2020-12-20,67.916
2020-12-21,66.7847
2020-12-22,67.0188
2020-12-23,67.2789
2020-12-24,67.5129
2020-12-25,67.5129
2020-12-26,67.5129
2020-12-27,67.5129
2020-12-28,67.786
2020-12-29,67.838
2020-12-30,68.1111
2020-12-31,35.2527
2021-01-01,35.2527
2021-01-02,35.2527
2021-01-03,35.2527
2021-01-04,35.0022
2021-01-05,34.9605
2021-01-06,35.3084
2021-01-07,34.6892
2021-01-08,34.4665
2021-01-09,34.4665
2021-01-10,34.4665
2021-01-11,34.5152
2021-01-12,34.5083
2021-01-13,34.6057
2021-01-14,34.5013
2021-01-15,35.2457
2021-01-16,35.2457
2021-01-17,35.2457
2021-01-18,35.2457
2021-01-19,34.9187
2021-01-20,34.8631
2021-01-21,34.543
2021-01-22,34.55
2021-01-23,34.55
2021-01-24,34.55
2021-01-25,34.6752
2021-01-26,34.3969
2021-01-27,34.0839
2021-01-28,34.717
2021-01-29,34.7031
2021-01-30,34.7031
2021-01-31,34.7031
2021-02-01,34.7518
2021-02-02,34.9257
2021-02-03,34.7796
2021-02-04,35.1275
2021-02-05,35.1553
2021-02-06,35.1553
2021-02-07,35.1553
2021-02-08,34.8213
2021-02-09,34.8492
2021-02-10,34.9257
2021-02-11,35.1205
2021-02-12,34.9674
2021-02-13,34.9674
2021-02-14,34.9674
2021-02-15,34.9674
2021-02-16,34.8631
2021-02-17,35.4208
2021-02-18,35.5417
2021-02-19,35.5417
2021-02-20,35.5417
2021-02-21,35.5417
2021-02-22,35.2145
2021-02-23,35.3781
2021-02-24,35.0722
2021-02-25,35.0224
2021-02-26,34.6595
2021-02-27,34.6595
2021-02-28,34.6595
2021-03-01,34.9441
2021-03-02,34.7805
2021-03-03,34.6382
2021-03-04,34.5884
2021-03-05,34.8445
2021-03-06,34.8445
2021-03-07,34.8445
2021-03-08,34.9726
2021-03-09,34.9654
2021-03-10,35.0366
2021-03-11,35.0864
2021-03-12,35.3354
2021-03-13,35.3354
2021-03-14,35.3354
2021-03-15,35.6769
2021-03-16,35.9757
2021-03-17,35.9757
2021-03-18,36.0611
2021-03-19,36.1464
2021-03-20,36.1464
2021-03-21,36.1464
2021-03-22,35.9543
2021-03-23,36.0255
2021-03-24,36.2816
2021-03-25,36.6231
2021-03-26,36.2247
2021-03-27,36.2247
2021-03-28,36.2247
2021-03-29,36.4737
2021-03-30,36.3599
2021-03-31,24.039
2021-04-01,24.0203
2021-04-02,24.0203
2021-04-03,24.0203
2021-04-04,24.0203
2021-04-05,24.1891
2021-04-06,24.2313
2021-04-07,24.2828
2021-04-08,24.2922
2021-04-09,24.3204
2021-04-10,24.3204
2021-04-11,24.3204
2021-04-12,24.3391
2021-04-13,24.2266
2021-04-14,24.5782
2021-04-15,24.7283
2021-04-16,24.747
2021-04-17,24.747
2021-04-18,24.747
2021-04-19,24.8116
2021-04-20,25.018
2021-04-21,24.9476
2021-04-22,24.8867
2021-04-23,24.8022
2021-04-24,24.8022
2021-04-25,24.8022
2021-04-26,24.7787
2021-04-27,24.7271
2021-04-28,24.7506
2021-04-29,24.821
2021-04-30,24.943
2021-05-01,24.943
2021-05-02,24.943
2021-05-03,24.8867
2021-05-04,24.9054
2021-05-05,24.833
2021-05-06,24.8237
2021-05-07,24.9269
2021-05-08,24.9269
2021-05-09,24.9269
2021-05-10,25.1568
2021-05-11,24.8471
2021-05-12,24.6547
2021-05-13,24.8237
2021-05-14,24.819
2021-05-15,24.819
2021-05-16,24.819
2021-05-17,24.6782
2021-05-18,24.5843
2021-05-19,24.5515
2021-05-20,24.6172
2021-05-21,24.6641
2021-05-22,24.6641
2021-05-23,24.6641
2021-05-24,24.7298
2021-05-25,24.6219
2021-05-26,24.6829
2021-05-27,24.7063
2021-05-28,24.7016
2021-05-29,24.7016
2021-05-30,24.7016
2021-05-31,24.7016
2021-06-01,24.6688
2021-06-02,24.7251
2021-06-03,24.6923
2021-06-04,24.697
2021-06-05,24.697
2021-06-06,24.697
2021-06-07,24.7063
2021-06-08,24.6641
2021-06-09,24.758
2021-06-10,24.819
2021-06-11,24.941
2021-06-12,24.941
2021-06-13,24.941
2021-06-14,24.9504
2021-06-15,25.0114
2021-06-16,24.8471
2021-06-17,24.88
2021-06-18,24.4764
2021-06-19,24.4764
2021-06-20,24.4764
2021-06-21,24.65
2021-06-22,24.5374
2021-06-23,24.4013
2021-06-24,24.3919
2021-06-25,24.5139
2021-06-26,24.5139
2021-06-27,24.5139
2021-06-28,24.5421
2021-06-29,24.2981
2021-06-30,23.2145
2021-07-01,23.3473
2021-07-02,23.3605
2021-07-03,23.3605
2021-07-04,23.3605
2021-07-05,23.3605
2021-07-06,23.3782
2021-07-07,23.449
2021-07-08,23.4136
2021-07-09,23.4977
2021-07-10,23.4977
2021-07-11,23.4977
2021-07-12,23.542
2021-07-13,23.4225
2021-07-14,23.5154
2021-07-15,23.6836
2021-07-16,23.7677
2021-07-17,23.7677
2021-07-18,23.7677
2021-07-19,23.4181
2021-07-20,23.511
2021-07-21,23.3428
2021-07-22,23.3827
2021-07-23,23.5287
2021-07-24,23.5287
2021-07-25,23.5287
2021-07-26,23.542
2021-07-27,23.7013
2021-07-28,23.657
2021-07-29,23.5243
2021-07-30,23.334
2021-07-31,23.334
2021-08-01,23.334
2021-08-02,23.4933
2021-08-03,23.573
2021-08-04,23.5519
2021-08-05,23.636
2021-08-06,23.6183
2021-08-07,23.6183
2021-08-08,23.6183
2021-08-09,23.5475
2021-08-10,23.4722
2021-08-11,23.6006
2021-08-12,23.5696
2021-08-13,23.6493
2021-08-14,23.6493
2021-08-15,23.6493
2021-08-16,23.7246
2021-08-17,23.7467
2021-08-18,23.6493
2021-08-19,23.6626
2021-08-20,23.7556
2021-08-21,23.7556
2021-08-22,23.7556
2021-08-23,23.5918
2021-08-24,23.5209
2021-08-25,23.4545
2021-08-26,23.3394
2021-08-27,23.3615
2021-08-28,23.3615
2021-08-29,23.3615
2021-08-30,23.335
2021-08-31,23.2863
2021-09-01,23.5342
2021-09-02,23.6095
2021-09-03,23.4678
2021-09-04,23.4678
2021-09-05,23.4678
2021-09-06,23.4678
2021-09-07,23.3173
2021-09-08,23.4855
2021-09-09,23.4589
2021-09-10,23.2686
2021-09-11,23.2686
2021-09-12,23.2686
2021-09-13,23.3128
2021-09-14,23.1357
2021-09-15,23.0826
2021-09-16,23.0206
2021-09-17,23.0118
2021-09-18,23.0118
2021-09-19,23.0118
2021-09-20,22.9675
2021-09-21,22.9985
2021-09-22,23.056
2021-09-23,22.9586
2021-09-24,23.0029
2021-09-25,23.0029
2021-09-26,23.0029
2021-09-27,22.9453
2021-09-28,22.9276
2021-09-29,23.1003
2021-09-30,22.2036
2021-10-01,22.2328
2021-10-02,22.2328
2021-10-03,22.2328
2021-10-04,22.3538
2021-10-05,22.2703
2021-10-06,22.3788
2021-10-07,22.3413
2021-10-08,22.287
2021-10-09,22.287
2021-10-10,22.287
2021-10-11,22.2495
2021-10-12,22.2578
2021-10-13,22.3955
2021-10-14,22.4831
2021-10-15,22.4748
2021-10-16,22.4748
2021-10-17,22.4748
2021-10-18,22.3204
2021-10-19,22.3746
2021-10-20,22.4873
2021-10-21,22.4831
2021-10-22,22.5457
2021-10-23,22.5457
2021-10-24,22.5457
2021-10-25,22.5123
2021-10-26,22.5081
2021-10-27,22.4581
2021-10-28,22.3913
2021-10-29,22.3872
2021-10-30,22.3872
2021-10-31,22.3872
2021-11-01,22.4539
2021-11-02,22.4164
2021-11-03,22.6537
2021-11-04,22.5619
2021-11-05,22.6621
2021-11-06,22.6621
2021-11-07,22.6621
2021-11-08,22.5619
2021-11-09,22.5452
2021-11-10,22.6621
2021-11-11,22.5702
2021-11-12,22.5661
2021-11-13,22.5661
2021-11-14,22.5661
2021-11-15,22.7581
2021-11-16,22.6496
2021-11-17,22.6537
2021-11-18,22.5828
2021-11-19,22.6245
2021-11-20,22.6245
2021-11-21,22.6245
2021-11-22,22.7289
2021-11-23,22.7581
2021-11-24,22.7289
2021-11-25,22.7289
2021-11-26,22.5285
2021-11-27,22.5285
2021-11-28,22.5285
2021-11-29,22.637
2021-11-30,22.3281
2021-12-01,22.2822
2021-12-02,22.4575
2021-12-03,22.5744
2021-12-04,22.5744
2021-12-05,22.5744
2021-12-06,22.8166
2021-12-07,22.8792
2021-12-08,22.8708
2021-12-09,22.8875
2021-12-10,22.9209
2021-12-11,22.9209
2021-12-12,22.9209
2021-12-13,23.0629
2021-12-14,23.0378
2021-12-15,23.2007
2021-12-16,23.3301
2021-12-17,23.3176
2021-12-18,23.3176
2021-12-19,23.3176
2021-12-20,23.3802
2021-12-21,23.2925
2021-12-22,23.3343
2021-12-23,23.3134
2021-12-24,23.3134
2021-12-25,23.3134
2021-12-26,23.3134
2021-12-27,23.3969
2021-12-28,23.518
2021-12-29,23.6599
2021-12-30,23.5973
2021-12-31,22.302
2022-01-01,22.302
2022-01-02,22.302
2022-01-03,22.2669
2022-01-04,22.3059
2022-01-05,22.3644
2022-01-06,22.3176
2022-01-07,22.4034
2022-01-08,22.4034
2022-01-09,22.4034
2022-01-10,22.3644
2022-01-11,22.38
2022-01-12,22.4346
2022-01-13,22.5828
2022-01-14,22.5828
2022-01-15,22.5828
2022-01-16,22.5828
2022-01-17,22.5828
2022-01-18,22.5165
2022-01-19,22.4307
2022-01-20,22.3917
2022-01-21,22.2708
2022-01-22,22.2708
2022-01-23,22.2708
2022-01-24,22.0797
2022-01-25,22.1187
2022-01-26,22.1928
2022-01-27,22.4424
2022-01-28,22.9494
2022-01-29,22.9494
2022-01-30,22.9494
2022-01-31,22.9143
2022-02-01,22.7778
2022-02-02,23.0781
2022-02-03,23.1327
2022-02-04,22.9806
2022-02-05,22.9806
2022-02-06,22.9806
2022-02-07,22.7622
2022-02-08,22.8051
2022-02-09,22.8519
2022-02-10,22.6491
2022-02-11,22.7505
2022-02-12,22.7505
2022-02-13,22.7505
2022-02-14,22.614
2022-02-15,22.5555
2022-02-16,22.6101
2022-02-17,22.6764
2022-02-18,22.6296
2022-02-19,22.6296
2022-02-20,22.6296
2022-02-21,22.6296
2022-02-22,22.5945
2022-02-23,22.8913
2022-02-24,22.9396
2022-02-25,23.2013
2022-02-26,23.2013
2022-02-27,23.2013
2022-02-28,23.1811
2022-03-01,23.0684
2022-03-02,23.2858
2022-03-03,23.4791
2022-03-04,23.8052
2022-03-05,23.8052
2022-03-06,23.8052
2022-03-07,23.6562
2022-03-08,23.4549
2022-03-09,23.471
2022-03-10,23.5797
2022-03-11,23.5274
2022-03-12,23.5274
2022-03-13,23.5274
2022-03-14,23.4549
2022-03-15,23.5515
2022-03-16,23.6482
2022-03-17,23.6683
2022-03-18,23.6482
2022-03-19,23.6482
2022-03-20,23.6482
2022-03-21,23.7569
2022-03-22,23.7005
2022-03-23,23.7126
2022-03-24,23.8293
2022-03-25,24.0709
2022-03-26,24.0709
2022-03-27,24.0709
2022-03-28,24.0347
2022-03-29,24.1877
2022-03-30,24.2601
2022-03-31,20.779
2022-04-01,20.8757
2022-04-02,20.8757
2022-04-03,20.8757
2022-04-04,20.7514
2022-04-05,20.7997
2022-04-06,21.0069
2022-04-07,20.886
2022-04-08,20.8653
2022-04-09,20.8653
2022-04-10,20.8653
2022-04-11,20.8101
2022-04-12,20.886
2022-04-13,20.7376
2022-04-14,20.7617
2022-04-15,20.7617
2022-04-16,20.7617
2022-04-17,20.7617
2022-04-18,20.7583
2022-04-19,20.7781
2022-04-20,20.8921
2022-04-21,20.6468
2022-04-22,20.4671
2022-04-23,20.4671
2022-04-24,20.4671
2022-04-25,20.3668
2022-04-26,20.2355
2022-04-27,20.2044
2022-04-28,20.1871
2022-04-29,19.8623
2022-04-30,19.8623
2022-05-01,19.8623
2022-05-02,19.7275
2022-05-03,19.807
2022-05-04,20.0539
2022-05-05,19.9295
2022-05-06,19.9917
2022-05-07,19.9917
2022-05-08,19.9917
2022-05-09,19.9744
2022-05-10,19.933
2022-05-11,20.0539
2022-05-12,20.0332
2022-05-13,20.2786
2022-05-14,20.2786
2022-05-15,20.2786
2022-05-16,20.3166
2022-05-17,20.4273
2022-05-18,20.3616
2022-05-19,20.2752
2022-05-20,20.2648
2022-05-21,20.2648
2022-05-22,20.2648
2022-05-23,20.4273
2022-05-24,20.5966
2022-05-25,20.6658
2022-05-26,20.7003
2022-05-27,20.7764
2022-05-28,20.7764
2022-05-29,20.7764
2022-05-30,20.7764
2022-05-31,20.6692
2022-06-01,20.6312
2022-06-02,20.6554
2022-06-03,20.6588
2022-06-04,20.6588
2022-06-05,20.6588
2022-06-06,20.7764
2022-06-07,20.7798
2022-06-08,20.524
2022-06-09,20.2475
2022-06-10,20.1853
2022-06-11,20.1853
2022-06-12,20.1853
2022-06-13,19.6634
2022-06-14,19.3384
2022-06-15,19.3799
2022-06-16,19.1898
2022-06-17,19.0135
2022-06-18,19.0135
2022-06-19,19.0135
2022-06-20,19.0135
2022-06-21,19.1241
2022-06-22,19.2659
2022-06-23,19.411
2022-06-24,19.691
2022-06-25,19.691
2022-06-26,19.691
2022-06-27,19.8777
2022-06-28,19.9433
2022-06-29,19.9814
2022-06-30,20.2896
2022-07-01,20.483
2022-07-02,20.483
2022-07-03,20.483
2022-07-04,20.483
2022-07-05,19.965
2022-07-06,20.1445
2022-07-07,19.9477
2022-07-08,19.9373
2022-07-09,19.9373
2022-07-10,19.9373
2022-07-11,20.0513
2022-07-12,20.0099
2022-07-13,19.9857
2022-07-14,20.0202
2022-07-15,20.0444
2022-07-16,20.0444
2022-07-17,20.0444
2022-07-18,19.9097
2022-07-19,19.9477
2022-07-20,19.8752
2022-07-21,19.8061
2022-07-22,19.927
2022-07-23,19.927
2022-07-24,19.927
2022-07-25,20.1307
2022-07-26,20.1894
2022-07-27,20.2274
2022-07-28,20.4415
2022-07-29,20.6038
2022-07-30,20.6038
2022-07-31,20.6038
2022-08-01,20.5831
2022-08-02,20.5002
2022-08-03,20.5629
2022-08-04,20.4178
2022-08-05,20.2866
2022-08-06,20.2866
2022-08-07,20.2866
2022-08-08,20.4351
2022-08-09,20.5871
2022-08-10,20.6182
2022-08-11,20.6147
2022-08-12,20.8635
2022-08-13,20.8635
2022-08-14,20.8635
2022-08-15,20.9395
2022-08-16,21.0155
2022-08-17,21.0535
2022-08-18,21.0604
2022-08-19,21.0017
2022-08-20,21.0017
2022-08-21,21.0017
2022-08-22,20.8877
2022-08-23,20.7357
2022-08-24,20.7944
2022-08-25,20.7218
2022-08-26,20.5318
2022-08-27,20.5318
2022-08-28,20.5318
2022-08-29,20.5871
2022-08-30,20.3798
2022-08-31,20.3004
2022-09-01,20.3764
2022-09-02,20.3142
2022-09-03,20.3142
2022-09-04,20.3142
2022-09-05,20.3142
2022-09-06,20.3038
2022-09-07,20.6217
2022-09-08,20.5526
2022-09-09,20.6286
2022-09-10,20.6286
2022-09-11,20.6286
2022-09-12,20.67
2022-09-13,20.3764
2022-09-14,20.4213
2022-09-15,20.1104
2022-09-16,20.0655
2022-09-17,20.0655
2022-09-18,20.0655
2022-09-19,20.2244
2022-09-20,20.0758
2022-09-21,19.9204
2022-09-22,19.9929
2022-09-23,19.7925
2022-09-24,19.7925
2022-09-25,19.7925
2022-09-26,19.5611
2022-09-27,19.3849
2022-09-28,19.5093
2022-09-29,19.0774
2022-09-30,19.2704
2022-10-01,19.2704
2022-10-02,19.2704
2022-10-03,19.5514
2022-10-04,19.8564
2022-10-05,19.6028
2022-10-06,19.2396
2022-10-07,19.0374
2022-10-08,19.0374
2022-10-09,19.0374
2022-10-10,19.0408
2022-10-11,19.1608
2022-10-12,18.9277
2022-10-13,19.2875
2022-10-14,19.0305
2022-10-15,19.0305
2022-10-16,19.0305
2022-10-17,19.1676
2022-10-18,19.2978
2022-10-19,19.1642
2022-10-20,18.914
2022-10-21,19.0305
2022-10-22,19.0305
2022-10-23,19.0305
2022-10-24,19.0922
2022-10-25,19.2499
2022-10-26,19.2636
2022-10-27,19.3321
2022-10-28,19.5103
2022-10-29,19.5103
2022-10-30,19.5103
2022-10-31,19.4417
2022-11-01,19.4897
2022-11-02,19.4178
2022-11-03,19.4315
2022-11-04,19.5103
2022-11-05,19.5103
2022-11-06,19.5103
2022-11-07,18.9932
2022-11-08,19.1851
2022-11-09,19.1714
2022-11-10,19.5828
2022-11-11,19.4868
2022-11-12,19.4868
2022-11-13,19.4868
2022-11-14,19.4697
2022-11-15,19.4422
2022-11-16,19.5519
2022-11-17,19.4011
2022-11-18,19.6616
2022-11-19,19.6616
2022-11-20,19.6616
2022-11-21,19.7405
2022-11-22,19.8262
2022-11-23,19.9565
2022-11-24,19.9565
2022-11-25,19.9942
2022-11-26,19.9942
2022-11-27,19.9942
2022-11-28,19.9702
2022-11-29,19.9736
2022-11-30,20.217
2022-12-01,20.1519
2022-12-02,20.0902
2022-12-03,20.0902
2022-12-04,20.0902
2022-12-05,20.0696
2022-12-06,20.1827
2022-12-07,20.1245
2022-12-08,20.1587
2022-12-09,20.0285
2022-12-10,20.0285
2022-12-11,20.0285
2022-12-12,20.265
2022-12-13,20.2136
2022-12-14,20.1759
2022-12-15,20.0456
2022-12-16,19.9599
2022-12-17,19.9599
2022-12-18,19.9599
2022-12-19,19.9119
2022-12-20,19.9188
2022-12-21,20.0833
2022-12-22,20.0387
2022-12-23,20.1382
2022-12-24,20.1382
2022-12-25,20.1382
2022-12-26,20.1382
2022-12-27,20.169
2022-12-28,20.0833
2022-12-29,20.1827
2022-12-30,19.1862
2022-12-31,19.1862
2023-01-01,19.1862
2023-01-02,19.1862
2023-01-03,19.1926
2023-01-04,19.3017
2023-01-05,19.0932
2023-01-06,19.2472
2023-01-07,19.2472
2023-01-08,19.2472
2023-01-09,19.3338
2023-01-10,19.2311
2023-01-11,19.3498
2023-01-12,19.3402
2023-01-13,19.3049
2023-01-14,19.3049
2023-01-15,19.3049
2023-01-16,19.3049
2023-01-17,19.2504
2023-01-18,19.0643
2023-01-19,18.9969
2023-01-20,19.1188
2023-01-21,19.1188
2023-01-22,19.1188
2023-01-23,19.0803
2023-01-24,19.1541
2023-01-25,19.2375
2023-01-26,19.2247
2023-01-27,19.2183
2023-01-28,19.2183
2023-01-29,19.2183
2023-01-30,19.2279
2023-01-31,19.2921
2023-02-01,19.3274
2023-02-02,19.2985
2023-02-03,19.1509
2023-02-04,19.1509
2023-02-05,19.1509
2023-02-06,19.1381
2023-02-07,19.1252
2023-02-08,18.9841
2023-02-09,18.8365
2023-02-10,19.0129
2023-02-11,19.0129
2023-02-12,19.0129
2023-02-13,19.0964
2023-02-14,19.029
2023-02-15,19.0515
2023-02-16,19.0129
2023-02-17,19.0964
2023-02-18,19.0964
2023-02-19,19.0964
2023-02-20,19.0964
2023-02-21,19.0354
2023-02-22,19.3862
2023-02-23,19.4807
2023-02-24,19.4546
2023-02-25,19.4546
2023-02-26,19.4546
2023-02-27,19.3471
2023-02-28,19.3275
2023-03-01,19.132
2023-03-02,19.2754
2023-03-03,19.4155
2023-03-04,19.4155
2023-03-05,19.4155
2023-03-06,19.3699
2023-03-07,19.2884
2023-03-08,19.4155
2023-03-09,19.3112
2023-03-10,19.0929
2023-03-11,19.0929
2023-03-12,19.0929
2023-03-13,19.2949
2023-03-14,19.4351
2023-03-15,19.4644
2023-03-16,19.5003
2023-03-17,19.3406
