,LEN/B US Equity
2020-12-01,8.6794
2020-12-02,8.4819
2020-12-03,8.8927
2020-12-04,8.7451
2020-12-05,8.7451
2020-12-06,8.7451
2020-12-07,8.9786
2020-12-08,8.6095
2020-12-09,8.5994
2020-12-10,8.5888
2020-12-11,8.6354
2020-12-12,8.6354
2020-12-13,8.6354
2020-12-14,8.8197
2020-12-15,8.7426
2020-12-16,8.7847
2020-12-17,9.3371
2020-12-18,9.4225
2020-12-19,9.4225
2020-12-20,9.4225
2020-12-21,9.2941
2020-12-22,9.3754
2020-12-23,9.2026
2020-12-24,9.3828
2020-12-25,9.3828
2020-12-26,9.3828
2020-12-27,9.3828
2020-12-28,9.1793
2020-12-29,9.1403
2020-12-30,9.1463
2020-12-31,8.9744
2021-01-01,8.9744
2021-01-02,8.9744
2021-01-03,8.9744
2021-01-04,8.7845
2021-01-05,8.7279
2021-01-06,8.6877
2021-01-07,8.925
2021-01-08,8.6999
2021-01-09,8.6999
2021-01-10,8.6999
2021-01-11,8.9396
2021-01-12,9.0125
2021-01-13,8.9873
2021-01-14,8.8585
2021-01-15,9.0136
2021-01-16,9.0136
2021-01-17,9.0136
2021-01-18,9.0136
2021-01-19,9.1737
2021-01-20,9.5971
2021-01-21,9.6954
2021-01-22,9.7948
2021-01-23,9.7948
2021-01-24,9.7948
2021-01-25,9.9929
2021-01-26,9.9289
2021-01-27,9.8304
2021-01-28,9.7642
2021-01-29,9.6509
2021-01-30,9.6509
2021-01-31,9.6509
2021-02-01,9.7569
2021-02-02,9.8396
2021-02-03,9.8737
2021-02-04,10.014
2021-02-05,10.4105
2021-02-06,10.4105
2021-02-07,10.4105
2021-02-08,10.8259
2021-02-09,10.6129
2021-02-10,10.6775
2021-02-11,10.7675
2021-02-12,10.5745
2021-02-13,10.5745
2021-02-14,10.5745
2021-02-15,10.5745
2021-02-16,10.1659
2021-02-17,10.0682
2021-02-18,9.9805
2021-02-19,10.0879
2021-02-20,10.0879
2021-02-21,10.0879
2021-02-22,9.836
2021-02-23,9.8897
2021-02-24,9.951
2021-02-25,9.3694
2021-02-26,8.4311
2021-02-27,8.4311
2021-02-28,8.4311
2021-03-01,8.4047
2021-03-02,8.5561
2021-03-03,8.2445
2021-03-04,8.2142
2021-03-05,8.6911
2021-03-06,8.6911
2021-03-07,8.6911
2021-03-08,8.8734
2021-03-09,8.9107
2021-03-10,9.179
2021-03-11,9.1303
2021-03-12,8.8649
2021-03-13,8.8649
2021-03-14,8.8649
2021-03-15,9.0513
2021-03-16,8.9381
2021-03-17,9.9857
2021-03-18,9.4458
2021-03-19,9.4839
2021-03-20,9.4839
2021-03-21,9.4839
2021-03-22,9.6449
2021-03-23,9.4953
2021-03-24,9.4433
2021-03-25,9.8341
2021-03-26,10.1459
2021-03-27,10.1459
2021-03-28,10.1459
2021-03-29,9.8726
2021-03-30,10.0632
2021-03-31,10.0144
2021-04-01,10.2369
2021-04-02,10.2369
2021-04-03,10.2369
2021-04-04,10.2369
2021-04-05,10.3499
2021-04-06,10.3632
2021-04-07,10.2292
2021-04-08,10.1351
2021-04-09,10.4166
2021-04-10,10.4166
2021-04-11,10.4166
2021-04-12,10.3615
2021-04-13,10.2641
2021-04-14,10.2029
2021-04-15,10.1912
2021-04-16,10.4432
2021-04-17,10.4432
2021-04-18,10.4432
2021-04-19,10.2769
2021-04-20,9.942
2021-04-21,10.0915
2021-04-22,9.9868
2021-04-23,10.081
2021-04-24,10.081
2021-04-25,10.081
2021-04-26,10.2455
2021-04-27,10.2124
2021-04-28,10.1923
2021-04-29,10.3463
2021-04-30,10.2159
2021-05-01,10.2159
2021-05-02,10.2159
2021-05-03,10.4212
2021-05-04,10.5141
2021-05-05,10.3901
2021-05-06,10.401
2021-05-07,10.601
2021-05-08,10.601
2021-05-09,10.601
2021-05-10,10.5926
2021-05-11,10.2144
2021-05-12,9.5806
2021-05-13,9.8011
2021-05-14,9.8903
2021-05-15,9.8903
2021-05-16,9.8903
2021-05-17,9.7507
2021-05-18,9.5324
2021-05-19,9.4729
2021-05-20,9.5187
2021-05-21,9.4628
2021-05-22,9.4628
2021-05-23,9.4628
2021-05-24,9.5055
2021-05-25,9.6456
2021-05-26,9.8171
2021-05-27,9.8345
2021-05-28,8.5655
2021-05-29,8.5655
2021-05-30,8.5655
2021-05-31,8.5655
2021-06-01,8.5279
2021-06-02,8.3643
2021-06-03,8.2566
2021-06-04,8.3815
2021-06-05,8.3815
2021-06-06,8.3815
2021-06-07,8.3153
2021-06-08,8.3354
2021-06-09,8.1811
2021-06-10,7.9812
2021-06-11,8.1012
2021-06-12,8.1012
2021-06-13,8.1012
2021-06-14,8.0441
2021-06-15,8.0868
2021-06-16,7.9981
2021-06-17,8.2489
2021-06-18,8.5131
2021-06-19,8.5131
2021-06-20,8.5131
2021-06-21,8.4839
2021-06-22,8.552
2021-06-23,8.4336
2021-06-24,8.4481
2021-06-25,8.4309
2021-06-26,8.4309
2021-06-27,8.4309
2021-06-28,8.5351
2021-06-29,8.5998
2021-06-30,8.618
2021-07-01,8.8015
2021-07-02,8.7403
2021-07-03,8.7403
2021-07-04,8.7403
2021-07-05,8.7403
2021-07-06,8.6208
2021-07-07,8.7966
2021-07-08,8.5164
2021-07-09,8.5547
2021-07-10,8.5547
2021-07-11,8.5547
2021-07-12,8.5353
2021-07-13,8.3202
2021-07-14,8.3581
2021-07-15,8.3963
2021-07-16,8.33
2021-07-17,8.33
2021-07-18,8.33
2021-07-19,8.3435
2021-07-20,8.5233
2021-07-21,8.6812
2021-07-22,8.6454
2021-07-23,8.8563
2021-07-24,8.8563
2021-07-25,8.8563
2021-07-26,8.7365
2021-07-27,8.8182
2021-07-28,8.7066
2021-07-29,9.1287
2021-07-30,9.0315
2021-07-31,9.0315
2021-08-01,9.0315
2021-08-02,9.0851
2021-08-03,9.1936
2021-08-04,9.0529
2021-08-05,9.052
2021-08-06,8.9464
2021-08-07,8.9464
2021-08-08,8.9464
2021-08-09,8.929
2021-08-10,9.0754
2021-08-11,9.3092
2021-08-12,9.2011
2021-08-13,9.2592
2021-08-14,9.2592
2021-08-15,9.2592
2021-08-16,9.3011
2021-08-17,8.9851
2021-08-18,8.9431
2021-08-19,8.9262
2021-08-20,9.0441
2021-08-21,9.0441
2021-08-22,9.0441
2021-08-23,8.9786
2021-08-24,9.1748
2021-08-25,9.2616
2021-08-26,9.1109
2021-08-27,9.242
2021-08-28,9.242
2021-08-29,9.242
2021-08-30,9.2345
2021-08-31,8.216
2021-09-01,8.3023
2021-09-02,8.2329
2021-09-03,8.1029
2021-09-04,8.1029
2021-09-05,8.1029
2021-09-06,8.1029
2021-09-07,8.0204
2021-09-08,7.7981
2021-09-09,7.7467
2021-09-10,7.7108
2021-09-11,7.7108
2021-09-12,7.7108
2021-09-13,7.6854
2021-09-14,7.6291
2021-09-15,7.6252
2021-09-16,7.7456
2021-09-17,7.82
2021-09-18,7.82
2021-09-19,7.82
2021-09-20,7.6169
2021-09-21,7.5788
2021-09-22,7.5986
2021-09-23,7.6929
2021-09-24,7.7206
2021-09-25,7.7206
2021-09-26,7.7206
2021-09-27,7.699
2021-09-28,7.4102
2021-09-29,7.4204
2021-09-30,7.2409
2021-10-01,7.2406
2021-10-02,7.2406
2021-10-03,7.2406
2021-10-04,7.1448
2021-10-05,7.1166
2021-10-06,7.212
2021-10-07,7.2658
2021-10-08,7.2485
2021-10-09,7.2485
2021-10-10,7.2485
2021-10-11,7.2223
2021-10-12,7.2906
2021-10-13,7.3278
2021-10-14,7.5479
2021-10-15,7.4667
2021-10-16,7.4667
2021-10-17,7.4667
2021-10-18,7.6675
2021-10-19,7.6495
2021-10-20,7.8071
2021-10-21,7.7557
2021-10-22,7.6941
2021-10-23,7.6941
2021-10-24,7.6941
2021-10-25,7.6821
2021-10-26,7.6872
2021-10-27,7.6384
2021-10-28,7.6796
2021-10-29,7.6564
2021-10-30,7.6564
2021-10-31,7.6564
2021-11-01,7.7362
2021-11-02,7.6586
2021-11-03,7.7885
2021-11-04,7.755
2021-11-05,7.9488
2021-11-06,7.9488
2021-11-07,7.9488
2021-11-08,7.9584
2021-11-09,8.1759
2021-11-10,8.0028
2021-11-11,8.0936
2021-11-12,8.2156
2021-11-13,8.2156
2021-11-14,8.2156
2021-11-15,8.1242
2021-11-16,8.2054
2021-11-17,8.3587
2021-11-18,8.4076
2021-11-19,8.4299
2021-11-20,8.4299
2021-11-21,8.4299
2021-11-22,8.3465
2021-11-23,8.3773
2021-11-24,8.3124
2021-11-25,8.3124
2021-11-26,8.1297
2021-11-27,8.1297
2021-11-28,8.1297
2021-11-29,8.1455
2021-11-30,6.9647
2021-12-01,7.1743
2021-12-02,7.4426
2021-12-03,7.3946
2021-12-04,7.3946
2021-12-05,7.3946
2021-12-06,7.5427
2021-12-07,7.544
2021-12-08,7.5775
2021-12-09,7.5875
2021-12-10,7.6565
2021-12-11,7.6565
2021-12-12,7.6565
2021-12-13,7.439
2021-12-14,7.3235
2021-12-15,7.4449
2021-12-16,7.1696
2021-12-17,7.0139
2021-12-18,7.0139
2021-12-19,7.0139
2021-12-20,7.0125
2021-12-21,7.1846
2021-12-22,7.4001
2021-12-23,7.382
2021-12-24,7.382
2021-12-25,7.382
2021-12-26,7.382
2021-12-27,7.4666
2021-12-28,7.5277
2021-12-29,7.6234
2021-12-30,7.5704
2021-12-31,7.6282
2022-01-01,7.6282
2022-01-02,7.6282
2022-01-03,7.3718
2022-01-04,7.4175
2022-01-05,7.313
2022-01-06,7.1521
2022-01-07,6.8484
2022-01-08,6.8484
2022-01-09,6.8484
2022-01-10,6.9144
2022-01-11,7.1325
2022-01-12,7.1455
2022-01-13,7.1837
2022-01-14,7.1589
2022-01-15,7.1589
2022-01-16,7.1589
2022-01-17,7.1589
2022-01-18,6.7526
2022-01-19,6.4903
2022-01-20,6.4169
2022-01-21,6.4028
2022-01-22,6.4028
2022-01-23,6.4028
2022-01-24,6.678
2022-01-25,6.5565
2022-01-26,6.2746
2022-01-27,6.1927
2022-01-28,6.0979
2022-01-29,6.0979
2022-01-30,6.0979
2022-01-31,6.2529
2022-02-01,6.2262
2022-02-02,6.3316
2022-02-03,6.178
2022-02-04,5.9211
2022-02-05,5.9211
2022-02-06,5.9211
2022-02-07,6.0221
2022-02-08,6.1225
2022-02-09,6.2684
2022-02-10,6.0123
2022-02-11,5.9896
2022-02-12,5.9896
2022-02-13,5.9896
2022-02-14,5.9358
2022-02-15,6.0092
2022-02-16,6.0184
2022-02-17,5.866
2022-02-18,5.8765
2022-02-19,5.8765
2022-02-20,5.8765
2022-02-21,5.8765
2022-02-22,5.6812
2022-02-23,5.4698
2022-02-24,5.775
2022-02-25,5.949
2022-02-26,5.949
2022-02-27,5.949
2022-02-28,5.7934
2022-03-01,5.8142
2022-03-02,5.8315
2022-03-03,5.7145
2022-03-04,5.6757
2022-03-05,5.6757
2022-03-06,5.6757
2022-03-07,5.358
2022-03-08,5.3832
2022-03-09,5.586
2022-03-10,5.6145
2022-03-11,5.5346
2022-03-12,5.5346
2022-03-13,5.5346
2022-03-14,5.3602
2022-03-15,5.52
2022-03-16,5.6431
2022-03-17,5.6834
2022-03-18,5.8541
2022-03-19,5.8541
2022-03-20,5.8541
2022-03-21,5.6243
2022-03-22,5.6314
2022-03-23,5.4455
2022-03-24,5.3928
2022-03-25,5.3358
2022-03-26,5.3358
2022-03-27,5.3358
2022-03-28,5.3209
2022-03-29,5.4952
2022-03-30,5.4078
2022-03-31,5.2483
2022-04-01,5.3314
2022-04-02,5.3314
2022-04-03,5.3314
2022-04-04,5.3323
2022-04-05,5.1459
2022-04-06,4.9651
2022-04-07,4.921
2022-04-08,4.9401
2022-04-09,4.9401
2022-04-10,4.9401
2022-04-11,5.0131
2022-04-12,5.0208
2022-04-13,5.1005
2022-04-14,5.0334
2022-04-15,5.0334
2022-04-16,5.0334
2022-04-17,5.0334
2022-04-18,4.9928
2022-04-19,5.1843
2022-04-20,5.1987
2022-04-21,5.1542
2022-04-22,5.045
2022-04-23,5.045
2022-04-24,5.045
2022-04-25,5.1863
2022-04-26,5.0579
2022-04-27,4.9804
2022-04-28,5.1344
2022-04-29,5.0184
2022-04-30,5.0184
2022-05-01,5.0184
2022-05-02,5.0938
2022-05-03,5.1634
2022-05-04,5.3915
2022-05-05,5.1386
2022-05-06,5.1232
2022-05-07,5.1232
2022-05-08,5.1232
2022-05-09,5.0567
2022-05-10,4.9755
2022-05-11,4.7332
2022-05-12,4.8997
2022-05-13,5.0267
2022-05-14,5.0267
2022-05-15,5.0267
2022-05-16,4.9542
2022-05-17,5.0701
2022-05-18,4.7966
2022-05-19,4.8119
2022-05-20,4.9043
2022-05-21,4.9043
2022-05-22,4.9043
2022-05-23,4.8887
2022-05-24,4.7711
2022-05-25,4.9709
2022-05-26,5.1406
2022-05-27,5.2639
2022-05-28,5.2639
2022-05-29,5.2639
2022-05-30,5.2639
2022-05-31,4.6354
2022-06-01,4.606
2022-06-02,4.632
2022-06-03,4.633
2022-06-04,4.633
2022-06-05,4.633
2022-06-06,4.6743
2022-06-07,4.6813
2022-06-08,4.582
2022-06-09,4.5593
2022-06-10,4.3585
2022-06-11,4.3585
2022-06-12,4.3585
2022-06-13,4.1439
2022-06-14,4.1042
2022-06-15,4.0986
2022-06-16,3.882
2022-06-17,3.8862
2022-06-18,3.8862
2022-06-19,3.8862
2022-06-20,3.8862
2022-06-21,3.9384
2022-06-22,4.034
2022-06-23,4.1783
2022-06-24,4.2358
2022-06-25,4.2358
2022-06-26,4.2358
2022-06-27,4.2381
2022-06-28,4.1315
2022-06-29,4.1265
2022-06-30,4.1701
2022-07-01,4.3134
2022-07-02,4.3134
2022-07-03,4.3134
2022-07-04,4.3134
2022-07-05,4.4422
2022-07-06,4.4057
2022-07-07,4.456
2022-07-08,4.4861
2022-07-09,4.4861
2022-07-10,4.4861
2022-07-11,4.4982
2022-07-12,4.4751
2022-07-13,4.5
2022-07-14,4.4423
2022-07-15,4.4663
2022-07-16,4.4663
2022-07-17,4.4663
2022-07-18,4.4243
2022-07-19,4.5226
2022-07-20,4.5138
2022-07-21,4.6508
2022-07-22,4.6983
2022-07-23,4.6983
2022-07-24,4.6983
2022-07-25,4.628
2022-07-26,4.6024
2022-07-27,4.7201
2022-07-28,4.7962
2022-07-29,4.7864
2022-07-30,4.7864
2022-07-31,4.7864
2022-08-01,4.7972
2022-08-02,4.643
2022-08-03,4.6699
2022-08-04,4.8016
2022-08-05,4.7679
2022-08-06,4.7679
2022-08-07,4.7679
2022-08-08,4.858
2022-08-09,4.7458
2022-08-10,4.8871
2022-08-11,4.9091
2022-08-12,4.9344
2022-08-13,4.9344
2022-08-14,4.9344
2022-08-15,4.9281
2022-08-16,4.9289
2022-08-17,4.8412
2022-08-18,4.819
2022-08-19,4.733
2022-08-20,4.733
2022-08-21,4.733
2022-08-22,4.6573
2022-08-23,4.6504
2022-08-24,4.7286
2022-08-25,4.7801
2022-08-26,4.566
2022-08-27,4.566
2022-08-28,4.566
2022-08-29,4.5436
2022-08-30,4.4978
2022-08-31,3.9541
2022-09-01,3.9531
2022-09-02,3.9695
2022-09-03,3.9695
2022-09-04,3.9695
2022-09-05,3.9695
2022-09-06,3.913
2022-09-07,3.9724
2022-09-08,3.9936
2022-09-09,4.0533
2022-09-10,4.0533
2022-09-11,4.0533
2022-09-12,4.0871
2022-09-13,3.8168
2022-09-14,3.7823
2022-09-15,3.7974
2022-09-16,3.8818
2022-09-17,3.8818
2022-09-18,3.8818
2022-09-19,3.9908
2022-09-20,3.9237
2022-09-21,3.883
2022-09-22,3.9494
2022-09-23,3.933
2022-09-24,3.933
2022-09-25,3.933
2022-09-26,3.7922
2022-09-27,3.7823
2022-09-28,3.9531
2022-09-29,3.8501
2022-09-30,3.8313
2022-10-01,3.8313
2022-10-02,3.8313
2022-10-03,3.9835
2022-10-04,4.099
2022-10-05,4.0544
2022-10-06,4.0676
2022-10-07,3.98
2022-10-08,3.98
2022-10-09,3.98
2022-10-10,3.9846
2022-10-11,3.9843
2022-10-12,3.9145
2022-10-13,3.8969
2022-10-14,3.7849
2022-10-15,3.7849
2022-10-16,3.7849
2022-10-17,3.8282
2022-10-18,3.9293
2022-10-19,3.7375
2022-10-20,3.6991
2022-10-21,3.7828
2022-10-22,3.7828
2022-10-23,3.7828
2022-10-24,3.8262
2022-10-25,4.0051
2022-10-26,4.0125
2022-10-27,4.0409
2022-10-28,4.1527
2022-10-29,4.1527
2022-10-30,4.1527
2022-10-31,4.095
2022-11-01,4.1376
2022-11-02,4.0667
2022-11-03,4.0241
2022-11-04,4.0521
2022-11-05,4.0521
2022-11-06,4.0521
2022-11-07,4.036
2022-11-08,3.9731
2022-11-09,4.0039
2022-11-10,4.4272
2022-11-11,4.4126
2022-11-12,4.4126
2022-11-13,4.4126
2022-11-14,4.3152
2022-11-15,4.4002
2022-11-16,4.3469
2022-11-17,4.288
2022-11-18,4.2727
2022-11-19,4.2727
2022-11-20,4.2727
2022-11-21,4.2182
2022-11-22,4.2895
2022-11-23,4.3476
2022-11-24,4.3476
2022-11-25,4.3451
2022-11-26,4.3451
2022-11-27,4.3451
2022-11-28,4.3004
2022-11-29,4.3452
2022-11-30,3.9592
2022-12-01,3.9761
2022-12-02,3.9779
2022-12-03,3.9779
2022-12-04,3.9779
2022-12-05,3.9382
2022-12-06,3.8778
2022-12-07,4.0096
2022-12-08,4.0249
2022-12-09,3.9843
2022-12-10,3.9843
2022-12-11,3.9843
2022-12-12,4.0074
2022-12-13,4.0708
2022-12-14,4.081
2022-12-15,4.2305
2022-12-16,4.1435
2022-12-17,4.1435
2022-12-18,4.1435
2022-12-19,4.0539
2022-12-20,4.0078
2022-12-21,4.0743
2022-12-22,4.0952
2022-12-23,4.0778
2022-12-24,4.0778
2022-12-25,4.0778
2022-12-26,4.0778
2022-12-27,4.0805
2022-12-28,3.9858
2022-12-29,4.0785
2022-12-30,4.0716
2022-12-31,4.0716
2023-01-01,4.0716
2023-01-02,4.0716
2023-01-03,4.1347
2023-01-04,4.2049
2023-01-05,4.2112
2023-01-06,4.2901
2023-01-07,4.2901
2023-01-08,4.2901
2023-01-09,4.2723
2023-01-10,4.325
2023-01-11,4.4142
2023-01-12,4.4372
2023-01-13,4.4231
2023-01-14,4.4231
2023-01-15,4.4231
2023-01-16,4.4231
2023-01-17,4.4217
2023-01-18,4.3708
2023-01-19,4.2923
2023-01-20,4.3365
2023-01-21,4.3365
2023-01-22,4.3365
2023-01-23,4.3719
2023-01-24,4.4381
2023-01-25,4.4361
2023-01-26,4.4573
2023-01-27,4.4844
2023-01-28,4.4844
2023-01-29,4.4844
2023-01-30,4.4282
2023-01-31,4.5612
2023-02-01,4.6539
2023-02-02,4.7905
2023-02-03,4.6557
2023-02-04,4.6557
2023-02-05,4.6557
2023-02-06,4.5704
2023-02-07,4.6036
2023-02-08,4.4921
2023-02-09,4.4935
2023-02-10,4.5391
2023-02-11,4.5391
2023-02-12,4.5391
2023-02-13,4.6496
2023-02-14,4.63
2023-02-15,4.5849
2023-02-16,4.4947
2023-02-17,4.4024
2023-02-18,4.4024
2023-02-19,4.4024
2023-02-20,4.4024
2023-02-21,4.2648
2023-02-22,4.29
2023-02-23,4.3216
2023-02-24,4.2662
2023-02-25,4.2662
2023-02-26,4.2662
2023-02-27,4.2689
2023-02-28,4.4076
2023-03-01,4.358
2023-03-02,4.3759
2023-03-03,4.4455
2023-03-04,4.4455
2023-03-05,4.4455
2023-03-06,4.4252
2023-03-07,4.4116
2023-03-08,4.5078
2023-03-09,4.4861
2023-03-10,4.433
2023-03-11,4.433
2023-03-12,4.433
2023-03-13,4.4995
2023-03-14,4.5799
2023-03-15,4.5524
2023-03-16,4.7301
2023-03-17,4.7007
