,AWI US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,16.1759
2020-01-02,16.4071
2020-01-03,16.471
2020-01-04,16.471
2020-01-05,16.471
2020-01-06,16.4406
2020-01-07,16.5577
2020-01-08,16.7721
2020-01-09,16.7493
2020-01-10,16.8862
2020-01-11,16.8862
2020-01-12,16.8862
2020-01-13,17.1417
2020-01-14,17.3105
2020-01-15,17.5676
2020-01-16,17.4733
2020-01-17,17.3926
2020-01-18,17.3926
2020-01-19,17.3926
2020-01-20,17.3926
2020-01-21,17.8124
2020-01-22,17.9463
2020-01-23,17.9067
2020-01-24,17.5295
2020-01-25,17.5295
2020-01-26,17.5295
2020-01-27,17.3318
2020-01-28,17.4474
2020-01-29,17.3531
2020-01-30,17.3561
2020-01-31,17.1432
2020-02-01,17.1432
2020-02-02,17.1432
2020-02-03,17.2907
2020-02-04,17.4504
2020-02-05,17.5234
2020-02-06,17.5082
2020-02-07,17.4945
2020-02-08,17.4945
2020-02-09,17.4945
2020-02-10,17.747
2020-02-11,17.6101
2020-02-12,17.42
2020-02-13,17.417
2020-02-14,17.6786
2020-02-15,17.6786
2020-02-16,17.6786
2020-02-17,17.6786
2020-02-18,17.8565
2020-02-19,17.7546
2020-02-20,18.0558
2020-02-21,18.074
2020-02-22,18.074
2020-02-23,18.074
2020-02-24,18.0299
2020-02-25,17.7742
2020-02-26,17.4778
2020-02-27,17.392
2020-02-28,16.9556
2020-02-29,16.9556
2020-03-01,16.9556
2020-03-02,17.5304
2020-03-03,17.6102
2020-03-04,18.6079
2020-03-05,18.2979
2020-03-06,17.717
2020-03-07,17.717
2020-03-08,17.717
2020-03-09,16.176
2020-03-10,17.0022
2020-03-11,15.6659
2020-03-12,14.1565
2020-03-13,15.0925
2020-03-14,15.0925
2020-03-15,15.0925
2020-03-16,13.0203
2020-03-17,13.255
2020-03-18,12.5056
2020-03-19,13.0353
2020-03-20,11.9639
2020-03-21,11.9639
2020-03-22,11.9639
2020-03-23,11.9623
2020-03-24,12.7494
2020-03-25,13.6809
2020-03-26,14.4454
2020-03-27,13.8841
2020-03-28,13.8841
2020-03-29,13.8841
2020-03-30,14.2377
2020-03-31,12.9916
2020-04-01,12.1326
2020-04-02,12.0959
2020-04-03,11.3737
2020-04-04,11.3737
2020-04-05,11.3737
2020-04-06,12.4697
2020-04-07,12.4923
2020-04-08,12.859
2020-04-09,13.6786
2020-04-10,13.6786
2020-04-11,13.6786
2020-04-12,13.6786
2020-04-13,12.8717
2020-04-14,12.9267
2020-04-15,12.6291
2020-04-16,12.8379
2020-04-17,13.5671
2020-04-18,13.5671
2020-04-19,13.5671
2020-04-20,13.096
2020-04-21,12.5967
2020-04-22,12.5149
2020-04-23,12.6545
2020-04-24,12.742
2020-04-25,12.742
2020-04-26,12.742
2020-04-27,12.9368
2020-04-28,12.8201
2020-04-29,13.2953
2020-04-30,12.626
2020-05-01,12.3983
2020-05-02,12.3983
2020-05-03,12.3983
2020-05-04,12.193
2020-05-05,12.2689
2020-05-06,12.0862
2020-05-07,12.0468
2020-05-08,12.2296
2020-05-09,12.2296
2020-05-10,12.2296
2020-05-11,11.8837
2020-05-12,11.3199
2020-05-13,11.1835
2020-05-14,11.4057
2020-05-15,11.4239
2020-05-16,11.4239
2020-05-17,11.4239
2020-05-18,11.8162
2020-05-19,11.6081
2020-05-20,11.8064
2020-05-21,11.9737
2020-05-22,11.8148
2020-05-23,11.8148
2020-05-24,11.8148
2020-05-25,11.8148
2020-05-26,12.1424
2020-05-27,12.5796
2020-05-28,12.6274
2020-05-29,12.3884
2020-05-30,12.3884
2020-05-31,12.3884
2020-06-01,12.4447
2020-06-02,12.5361
2020-06-03,12.8201
2020-06-04,12.8566
2020-06-05,13.8436
2020-06-06,13.8436
2020-06-07,13.8436
2020-06-08,13.7831
2020-06-09,13.6369
2020-06-10,13.2278
2020-06-11,12.5122
2020-06-12,12.4559
2020-06-13,12.4559
2020-06-14,12.4559
2020-06-15,12.6162
2020-06-16,12.8271
2020-06-17,12.6513
2020-06-18,12.4601
2020-06-19,12.3336
2020-06-20,12.3336
2020-06-21,12.3336
2020-06-22,12.335
2020-06-23,12.2717
2020-06-24,11.7909
2020-06-25,12.0201
2020-06-26,11.8696
2020-06-27,11.8696
2020-06-28,11.8696
2020-06-29,12.2464
2020-06-30,13.6403
2020-07-01,13.293
2020-07-02,13.4128
2020-07-03,13.4128
2020-07-04,13.4128
2020-07-05,13.4128
2020-07-06,13.6281
2020-07-07,13.434
2020-07-08,13.3764
2020-07-09,13.0656
2020-07-10,13.0898
2020-07-11,13.0898
2020-07-12,13.0898
2020-07-13,12.9336
2020-07-14,13.2521
2020-07-15,13.7116
2020-07-16,13.7646
2020-07-17,13.7237
2020-07-18,13.7237
2020-07-19,13.7237
2020-07-20,13.8329
2020-07-21,13.6949
2020-07-22,14.0315
2020-07-23,13.7965
2020-07-24,13.9618
2020-07-25,13.9618
2020-07-26,13.9618
2020-07-27,14.1892
2020-07-28,12.7445
2020-07-29,12.5548
2020-07-30,12.699
2020-07-31,12.6277
2020-08-01,12.6277
2020-08-02,12.6277
2020-08-03,12.5245
2020-08-04,12.6155
2020-08-05,12.7051
2020-08-06,12.79
2020-08-07,12.8447
2020-08-08,12.8447
2020-08-09,12.8447
2020-08-10,12.9175
2020-08-11,13.2771
2020-08-12,13.3666
2020-08-13,13.4683
2020-08-14,13.4956
2020-08-15,13.4956
2020-08-16,13.4956
2020-08-17,13.2467
2020-08-18,13.1527
2020-08-19,13.0844
2020-08-20,13.0692
2020-08-21,13.0723
2020-08-22,13.0723
2020-08-23,13.0723
2020-08-24,13.2376
2020-08-25,13.2816
2020-08-26,13.0419
2020-08-27,13.1967
2020-08-28,13.3636
2020-08-29,13.3636
2020-08-30,13.3636
2020-08-31,13.007
2020-09-01,13.0465
2020-09-02,13.0009
2020-09-03,12.6929
2020-09-04,12.652
2020-09-05,12.652
2020-09-06,12.652
2020-09-07,12.652
2020-09-08,12.5457
2020-09-09,12.3834
2020-09-10,12.1421
2020-09-11,12.1209
2020-09-12,12.1209
2020-09-13,12.1209
2020-09-14,12.1497
2020-09-15,11.8523
2020-09-16,11.9358
2020-09-17,12.0723
2020-09-18,11.8296
2020-09-19,11.8296
2020-09-20,11.8296
2020-09-21,11.8311
2020-09-22,11.9798
2020-09-23,11.7249
2020-09-24,11.9934
2020-09-25,12.1937
2020-09-26,12.1937
2020-09-27,12.1937
2020-09-28,12.4395
2020-09-29,12.485
2020-09-30,14.1309
2020-10-01,14.5007
2020-10-02,14.4205
2020-10-03,14.4205
2020-10-04,14.4205
2020-10-05,14.5007
2020-10-06,14.3839
2020-10-07,14.2181
2020-10-08,14.3664
2020-10-09,14.3123
2020-10-10,14.3123
2020-10-11,14.3123
2020-10-12,14.1658
2020-10-13,13.782
2020-10-14,13.8535
2020-10-15,13.9774
2020-10-16,14.0035
2020-10-17,14.0035
2020-10-18,14.0035
2020-10-19,13.8832
2020-10-20,13.8832
2020-10-21,14.1047
2020-10-22,13.8832
2020-10-23,13.7279
2020-10-24,13.7279
2020-10-25,13.7279
2020-10-26,13.4627
2020-10-27,13.1017
2020-10-28,12.4544
2020-10-29,12.6987
2020-10-30,12.5765
2020-10-31,12.5765
2020-11-01,12.5765
2020-11-02,12.6376
2020-11-03,12.8906
2020-11-04,12.8644
2020-11-05,12.922
2020-11-06,12.765
2020-11-07,12.765
2020-11-08,12.765
2020-11-09,14.9405
2020-11-10,14.8498
2020-11-11,14.705
2020-11-12,14.4851
2020-11-13,14.8986
2020-11-14,14.8986
2020-11-15,14.8986
2020-11-16,15.4168
2020-11-17,15.7465
2020-11-18,15.7779
2020-11-19,15.9035
2020-11-20,15.6558
2020-11-21,15.6558
2020-11-22,15.6558
2020-11-23,15.7779
2020-11-24,15.9716
2020-11-25,15.6959
2020-11-26,15.6959
2020-11-27,15.8285
2020-11-28,15.8285
2020-11-29,15.8285
2020-11-30,15.5703
2020-12-01,15.6994
2020-12-02,15.5127
2020-12-03,15.9384
2020-12-04,16.2263
2020-12-05,16.2263
2020-12-06,16.2263
2020-12-07,16.2141
2020-12-08,16.2088
2020-12-09,16.1774
2020-12-10,16.078
2020-12-11,15.9698
2020-12-12,15.9698
2020-12-13,15.9698
2020-12-14,15.6802
2020-12-15,15.982
2020-12-16,15.7587
2020-12-17,15.5982
2020-12-18,15.5371
2020-12-19,15.5371
2020-12-20,15.5371
2020-12-21,15.2912
2020-12-22,15.2057
2020-12-23,15.1341
2020-12-24,15.0853
2020-12-25,15.0853
2020-12-26,15.0853
2020-12-27,15.0853
2020-12-28,15.0382
2020-12-29,15.1429
2020-12-30,15.0452
2020-12-31,16.3222
2021-01-01,16.3222
2021-01-02,16.3222
2021-01-03,16.3222
2021-01-04,15.709
2021-01-05,16.2399
2021-01-06,16.9521
2021-01-07,17.154
2021-01-08,17.0287
2021-01-09,17.0287
2021-01-10,17.0287
2021-01-11,17.1764
2021-01-12,17.6961
2021-01-13,17.8774
2021-01-14,18.2157
2021-01-15,18.0736
2021-01-16,18.0736
2021-01-17,18.0736
2021-01-18,18.0736
2021-01-19,18.055
2021-01-20,17.6288
2021-01-21,17.2848
2021-01-22,17.2587
2021-01-23,17.2587
2021-01-24,17.2587
2021-01-25,17.6119
2021-01-26,17.5858
2021-01-27,17.3708
2021-01-28,17.2699
2021-01-29,17.0362
2021-01-30,17.0362
2021-01-31,17.0362
2021-02-01,17.496
2021-02-02,17.4512
2021-02-03,17.3671
2021-02-04,17.6344
2021-02-05,17.6662
2021-02-06,17.6662
2021-02-07,17.6662
2021-02-08,17.9578
2021-02-09,17.8157
2021-02-10,17.769
2021-02-11,17.9858
2021-02-12,17.9839
2021-02-13,17.9839
2021-02-14,17.9839
2021-02-15,17.9839
2021-02-16,17.8456
2021-02-17,17.6213
2021-02-18,17.3465
2021-02-19,17.0231
2021-02-20,17.0231
2021-02-21,17.0231
2021-02-22,16.9334
2021-02-23,18.2257
2021-02-24,18.9014
2021-02-25,19.0152
2021-02-26,18.39
2021-02-27,18.39
2021-02-28,18.39
2021-03-01,18.7614
2021-03-02,18.1679
2021-03-03,18.278
2021-03-04,18.3116
2021-03-05,18.4796
2021-03-06,18.4796
2021-03-07,18.4796
2021-03-08,19.5192
2021-03-09,19.6928
2021-03-10,19.7842
2021-03-11,19.8626
2021-03-12,20.1986
2021-03-13,20.1986
2021-03-14,20.1986
2021-03-15,20.4001
2021-03-16,20.2359
2021-03-17,20.2676
2021-03-18,20.0511
2021-03-19,20.1164
2021-03-20,20.1164
2021-03-21,20.1164
2021-03-22,19.4912
2021-03-23,19.1142
2021-03-24,19.0843
2021-03-25,19.2933
2021-03-26,19.6965
2021-03-27,19.6965
2021-03-28,19.6965
2021-03-29,19.6517
2021-03-30,19.5602
2021-03-31,21.1827
2021-04-01,21.6731
2021-04-02,21.6731
2021-04-03,21.6731
2021-04-04,21.6731
