,BAH US Equity
2021-07-04,20.3336
2021-07-05,20.3336
2021-07-06,20.4108
2021-07-07,20.7577
2021-07-08,20.6266
2021-07-09,20.7288
2021-07-10,20.7288
2021-07-11,20.7288
2021-07-12,20.7538
2021-07-13,20.7326
2021-07-14,20.7384
2021-07-15,20.8348
2021-07-16,20.8541
2021-07-17,20.8541
2021-07-18,20.8541
2021-07-19,20.5611
2021-07-20,20.804
2021-07-21,20.7288
2021-07-22,20.7249
2021-07-23,20.9003
2021-07-24,20.9003
2021-07-25,20.9003
2021-07-26,20.9196
2021-07-27,20.9177
2021-07-28,20.9447
2021-07-29,20.9042
2021-07-30,20.0962
2021-07-31,20.0962
2021-08-01,20.0962
2021-08-02,20.0886
2021-08-03,19.5103
2021-08-04,19.3644
2021-08-05,19.3663
2021-08-06,19.3221
2021-08-07,19.3221
2021-08-08,19.3221
2021-08-09,19.1665
2021-08-10,19.2107
2021-08-11,19.3125
2021-08-12,19.276
2021-08-13,19.0916
2021-08-14,19.0916
2021-08-15,19.0916
2021-08-16,19.2625
2021-08-17,19.301
2021-08-18,18.9686
2021-08-19,19.2318
2021-08-20,19.4124
2021-08-21,19.4124
2021-08-22,19.4124
2021-08-23,19.2318
2021-08-24,19.1838
2021-08-25,19.2472
2021-08-26,19.1934
2021-08-27,19.3029
2021-08-28,19.3029
2021-08-29,19.3029
2021-08-30,19.3182
2021-08-31,19.3471
2021-09-01,19.4566
2021-09-02,19.6775
2021-09-03,19.5795
2021-09-04,19.5795
2021-09-05,19.5795
2021-09-06,19.5795
2021-09-07,19.3451
2021-09-08,19.5084
2021-09-09,19.4316
2021-09-10,19.2664
2021-09-11,19.2664
2021-09-12,19.2664
2021-09-13,19.4105
2021-09-14,18.9744
2021-09-15,19.0839
2021-09-16,19.0032
2021-09-17,18.9667
2021-09-18,18.9667
2021-09-19,18.9667
2021-09-20,18.9475
2021-09-21,18.6094
2021-09-22,18.669
2021-09-23,18.6786
2021-09-24,18.815
2021-09-25,18.815
2021-09-26,18.815
2021-09-27,18.8784
2021-09-28,18.6882
2021-09-29,18.8745
2021-09-30,18.2967
2021-10-01,18.5728
2021-10-02,18.5728
2021-10-03,18.5728
2021-10-04,18.656
2021-10-05,18.3894
2021-10-06,18.4726
2021-10-07,18.6088
2021-10-08,18.5747
2021-10-09,18.5747
2021-10-10,18.5747
2021-10-11,18.4802
2021-10-12,18.4556
2021-10-13,18.4783
2021-10-14,18.5445
2021-10-15,18.6031
2021-10-16,18.6031
2021-10-17,18.6031
2021-10-18,18.5785
2021-10-19,18.6031
2021-10-20,18.6371
2021-10-21,19.0078
2021-10-22,18.9775
2021-10-23,18.9775
2021-10-24,18.9775
2021-10-25,19.1118
2021-10-26,18.9189
2021-10-27,18.361
2021-10-28,18.5256
2021-10-29,19.5603
2021-10-30,19.5603
2021-10-31,19.5603
2021-11-01,19.6989
2021-11-02,19.7326
2021-11-03,19.5378
2021-11-04,19.6652
2021-11-05,19.549
2021-11-06,19.549
2021-11-07,19.549
2021-11-08,19.7232
2021-11-09,19.7401
2021-11-10,19.8225
2021-11-11,19.9143
2021-11-12,20.1203
2021-11-13,20.1203
2021-11-14,20.1203
2021-11-15,19.9667
2021-11-16,19.8881
2021-11-17,19.9274
2021-11-18,19.5528
2021-11-19,19.6502
2021-11-20,19.6502
2021-11-21,19.6502
2021-11-22,19.8618
2021-11-23,19.7682
2021-11-24,19.5846
2021-11-25,19.5846
2021-11-26,19.2494
2021-11-27,19.2494
2021-11-28,19.2494
2021-11-29,19.4142
2021-11-30,19.0134
2021-12-01,19.0078
2021-12-02,19.476
2021-12-03,19.3973
2021-12-04,19.3973
2021-12-05,19.3973
2021-12-06,19.4891
2021-12-07,19.4442
2021-12-08,19.3037
2021-12-09,18.9385
2021-12-10,18.9178
2021-12-11,18.9178
2021-12-12,18.9178
2021-12-13,19.1632
2021-12-14,19.049
2021-12-15,18.8448
2021-12-16,18.7905
2021-12-17,18.6388
2021-12-18,18.6388
2021-12-19,18.6388
2021-12-20,18.4983
2021-12-21,18.7025
2021-12-22,18.7231
2021-12-23,18.8373
2021-12-24,18.8373
2021-12-25,18.8373
2021-12-26,18.8373
2021-12-27,19.0246
2021-12-28,19.152
2021-12-29,19.2437
2021-12-30,19.2119
2021-12-31,19.5402
2022-01-01,19.5402
2022-01-02,19.5402
2022-01-03,20.1853
2022-01-04,20.5787
2022-01-05,20.2817
2022-01-06,19.9583
2022-01-07,20.0358
2022-01-08,20.0358
2022-01-09,20.0358
2022-01-10,19.8675
2022-01-11,19.8429
2022-01-12,19.718
2022-01-13,19.8202
2022-01-14,20.3271
2022-01-15,20.3271
2022-01-16,20.3271
2022-01-17,20.3271
2022-01-18,20.155
2022-01-19,19.9677
2022-01-20,19.7237
2022-01-21,19.6499
2022-01-22,19.6499
2022-01-23,19.6499
2022-01-24,19.8996
2022-01-25,19.6575
2022-01-26,19.4305
2022-01-27,19.02
2022-01-28,17.6677
2022-01-29,17.6677
2022-01-30,17.6677
2022-01-31,17.9463
2022-02-01,17.9331
2022-02-02,18.2588
2022-02-03,17.9162
2022-02-04,17.9313
2022-02-05,17.9313
2022-02-06,17.9313
2022-02-07,17.7204
2022-02-08,17.6112
2022-02-09,17.7242
2022-02-10,17.5905
2022-02-11,17.5566
2022-02-12,17.5566
2022-02-13,17.5566
2022-02-14,17.4945
2022-02-15,17.3778
2022-02-16,17.4267
2022-02-17,17.4079
2022-02-18,17.2498
2022-02-19,17.2498
2022-02-20,17.2498
2022-02-21,17.2498
2022-02-22,16.9391
2022-02-23,16.7697
2022-02-24,17.647
2022-02-25,17.8823
2022-02-26,17.8823
2022-02-27,17.8823
2022-02-28,18.6918
2022-03-01,19.0288
2022-03-02,18.865
2022-03-03,19.0589
2022-03-04,19.7536
2022-03-05,19.7536
2022-03-06,19.7536
2022-03-07,19.8684
2022-03-08,19.1964
2022-03-09,19.2208
2022-03-10,19.2811
2022-03-11,19.1869
2022-03-12,19.1869
2022-03-13,19.1869
2022-03-14,19.219
2022-03-15,19.4938
2022-03-16,19.2848
2022-03-17,19.5597
2022-03-18,19.8195
2022-03-19,19.8195
2022-03-20,19.8195
2022-03-21,19.5879
2022-03-22,19.6218
2022-03-23,19.6745
2022-03-24,19.9061
2022-03-25,20.0567
2022-03-26,20.0567
2022-03-27,20.0567
2022-03-28,20.196
2022-03-29,19.8214
2022-03-30,20.3334
2022-03-31,20.5925
2022-04-01,20.8784
2022-04-02,20.8784
2022-04-03,20.8784
2022-04-04,20.6742
2022-04-05,20.5828
2022-04-06,20.7228
2022-04-07,20.8881
2022-04-08,20.7889
2022-04-09,20.7889
2022-04-10,20.7889
2022-04-11,20.7014
2022-04-12,20.54
2022-04-13,20.6372
2022-04-14,20.5808
2022-04-15,20.5808
2022-04-16,20.5808
2022-04-17,20.5808
2022-04-18,20.4311
2022-04-19,20.503
2022-04-20,20.9834
2022-04-21,20.9931
2022-04-22,20.6275
2022-04-23,20.6275
2022-04-24,20.6275
2022-04-25,20.5011
2022-04-26,20.1802
2022-04-27,20.0032
2022-04-28,19.7406
2022-04-29,19.3847
2022-04-30,19.3847
2022-05-01,19.3847
2022-05-02,19.5442
2022-05-03,19.6978
2022-05-04,20.3649
2022-05-05,20.1218
2022-05-06,19.9118
2022-05-07,19.9118
2022-05-08,19.9118
2022-05-09,19.34
2022-05-10,19.3944
2022-05-11,19.0541
2022-05-12,18.9938
2022-05-13,19.1708
2022-05-14,19.1708
2022-05-15,19.1708
2022-05-16,19.4975
2022-05-17,19.7251
2022-05-18,19.0133
2022-05-19,19.2311
2022-05-20,18.7188
2022-05-21,18.7188
2022-05-22,18.7188
2022-05-23,19.1509
2022-05-24,19.8801
2022-05-25,19.8358
2022-05-26,20.2008
2022-05-27,20.28
2022-05-28,20.28
2022-05-29,20.28
2022-05-30,20.28
2022-05-31,20.0869
2022-06-01,19.9749
2022-06-02,20.3978
2022-06-03,20.3476
2022-06-04,20.3476
2022-06-05,20.3476
2022-06-06,20.5059
2022-06-07,20.6526
2022-06-08,20.2935
2022-06-09,20.141
2022-06-10,19.9035
2022-06-11,19.9035
2022-06-12,19.9035
2022-06-13,19.5926
2022-06-14,19.3455
2022-06-15,19.5714
2022-06-16,19.0867
2022-06-17,19.1811
2022-06-18,19.1811
2022-06-19,19.1811
2022-06-20,19.1811
2022-06-21,19.7858
2022-06-22,19.863
2022-06-23,19.9249
2022-06-24,20.8057
2022-06-25,20.8057
2022-06-26,20.8057
2022-06-27,20.6454
2022-06-28,20.4271
2022-06-29,20.6106
2022-06-30,19.3481
2022-07-01,19.7851
2022-07-02,19.7851
2022-07-03,19.7851
2022-07-04,19.7851
2022-07-05,19.3058
2022-07-06,19.6213
2022-07-07,19.7058
2022-07-08,19.7323
2022-07-09,19.7323
2022-07-10,19.7323
2022-07-11,19.6248
2022-07-12,19.3622
2022-07-13,19.2794
2022-07-14,19.3235
2022-07-15,19.3376
2022-07-16,19.3376
2022-07-17,19.3376
2022-07-18,19.2917
2022-07-19,19.7552
2022-07-20,19.8204
2022-07-21,19.8609
2022-07-22,20.0371
2022-07-23,20.0371
2022-07-24,20.0371
2022-07-25,20.1763
2022-07-26,20.1922
2022-07-27,20.0266
2022-07-28,20.2785
2022-07-29,20.3344
2022-07-30,20.3344
2022-07-31,20.3344
2022-08-01,20.3027
2022-08-02,20.3485
2022-08-03,20.3749
2022-08-04,20.167
2022-08-05,20.167
2022-08-06,20.167
2022-08-07,20.167
2022-08-08,20.0578
2022-08-09,20.2957
2022-08-10,20.3644
2022-08-11,20.1195
2022-08-12,20.3097
2022-08-13,20.3097
2022-08-14,20.3097
2022-08-15,20.7255
2022-08-16,20.7009
2022-08-17,20.7149
2022-08-18,20.8753
2022-08-19,20.8665
2022-08-20,20.8665
2022-08-21,20.8665
2022-08-22,20.692
2022-08-23,20.6621
2022-08-24,20.7766
2022-08-25,20.7519
2022-08-26,20.4983
2022-08-27,20.4983
2022-08-28,20.4983
2022-08-29,20.278
2022-08-30,20.2393
2022-08-31,20.2851
2022-09-01,20.382
2022-09-02,20.1847
2022-09-03,20.1847
2022-09-04,20.1847
2022-09-05,20.1847
2022-09-06,20.241
2022-09-07,20.4701
2022-09-08,20.3556
2022-09-09,20.604
2022-09-10,20.604
2022-09-11,20.604
2022-09-12,20.5969
2022-09-13,20.1653
2022-09-14,20.1794
2022-09-15,19.7196
2022-09-16,20.2164
2022-09-17,20.2164
2022-09-18,20.2164
2022-09-19,20.345
2022-09-20,20.2921
2022-09-21,20.1776
2022-09-22,20.1001
2022-09-23,19.8605
2022-09-24,19.8605
2022-09-25,19.8605
2022-09-26,19.7548
2022-09-27,19.6597
2022-09-28,19.8905
2022-09-29,19.6649
2022-09-30,19.2479
2022-10-01,19.2479
2022-10-02,19.2479
2022-10-03,19.881
2022-10-04,20.0943
2022-10-05,20.1765
2022-10-06,19.9877
2022-10-07,20.1031
2022-10-08,20.1031
2022-10-09,20.1031
2022-10-10,20.0121
2022-10-11,19.9719
2022-10-12,19.5837
2022-10-13,19.9107
2022-10-14,19.5977
2022-10-15,19.5977
2022-10-16,19.5977
2022-10-17,19.9614
2022-10-18,20.7397
2022-10-19,20.3444
2022-10-20,20.5071
2022-10-21,20.7659
2022-10-22,20.7659
2022-10-23,20.7659
2022-10-24,20.6837
2022-10-25,20.8446
2022-10-26,21.0877
2022-10-27,21.2171
2022-10-28,22.0891
2022-10-29,22.0891
2022-10-30,22.0891
2022-10-31,22.1188
2022-11-01,21.9965
2022-11-02,22.0612
2022-11-03,22.0926
2022-11-04,21.7658
2022-11-05,21.7658
2022-11-06,21.7658
2022-11-07,22.187
2022-11-08,22.381
2022-11-09,22.3093
2022-11-10,22.5435
2022-11-11,21.2189
2022-11-12,21.2189
2022-11-13,21.2189
2022-11-14,21.5072
2022-11-15,21.3237
2022-11-16,21.7449
2022-11-17,21.5492
2022-11-18,21.8357
2022-11-19,21.8357
2022-11-20,21.8357
2022-11-21,21.8375
2022-11-22,21.8689
2022-11-23,21.64
2022-11-24,21.64
2022-11-25,21.972
2022-11-26,21.972
2022-11-27,21.972
2022-11-28,21.8759
2022-11-29,21.633
2022-11-30,21.6907
2022-12-01,21.7746
2022-12-02,22.0472
2022-12-03,22.0472
2022-12-04,22.0472
2022-12-05,21.8847
2022-12-06,21.9021
2022-12-07,21.6645
2022-12-08,21.6662
2022-12-09,21.4164
2022-12-10,21.4164
2022-12-11,21.4164
2022-12-12,21.4583
2022-12-13,21.343
2022-12-14,21.5859
2022-12-15,21.3115
2022-12-16,21.2573
2022-12-17,21.2573
2022-12-18,21.2573
2022-12-19,21.2067
2022-12-20,21.2102
2022-12-21,21.4356
2022-12-22,21.2661
2022-12-23,21.3517
2022-12-24,21.3517
2022-12-25,21.3517
2022-12-26,21.3517
2022-12-27,21.3849
2022-12-28,21.2311
2022-12-29,21.3045
2022-12-30,25.8984
2022-12-31,25.8984
2023-01-01,25.8984
2023-01-02,25.8984
2023-01-03,25.9109
2023-01-04,25.7658
2023-01-05,25.4612
2023-01-06,25.5607
2023-01-07,25.5607
2023-01-08,25.5607
2023-01-09,24.2718
2023-01-10,24.3692
2023-01-11,24.3132
2023-01-12,24.0169
2023-01-13,23.9236
2023-01-14,23.9236
2023-01-15,23.9236
2023-01-16,23.9236
2023-01-17,23.905
2023-01-18,23.7496
2023-01-19,23.4097
2023-01-20,23.6646
2023-01-21,23.6646
2023-01-22,23.6646
2023-01-23,23.7869
2023-01-24,24.1744
2023-01-25,24.3733
2023-01-26,24.3774
2023-01-27,23.4625
2023-01-28,23.4625
2023-01-29,23.4625
2023-01-30,23.6222
2023-01-31,23.8585
2023-02-01,24.0098
2023-02-02,24.0305
2023-02-03,24.3145
2023-02-04,24.3145
2023-02-05,24.3145
2023-02-06,24.186
2023-02-07,24.327
2023-02-08,24.2171
2023-02-09,24.0388
2023-02-10,24.2772
2023-02-11,24.2772
2023-02-12,24.2772
2023-02-13,24.1072
2023-02-14,23.9062
2023-02-15,24.2275
2023-02-16,24.2399
2023-02-17,24.3311
2023-02-18,24.3311
2023-02-19,24.3311
2023-02-20,24.3311
2023-02-21,24.3477
2023-02-22,24.2586
2023-02-23,24.1238
2023-02-24,24.0782
2023-02-25,24.0782
2023-02-26,24.0782
2023-02-27,24.0077
2023-02-28,23.8771
2023-03-01,24.0285
2023-03-02,24.1922
2023-03-03,24.2295
2023-03-04,24.2295
2023-03-05,24.2295
2023-03-06,24.1984
2023-03-07,24.043
2023-03-08,23.419
2023-03-09,23.2096
2023-03-10,23.0086
2023-03-11,23.0086
2023-03-12,23.0086
2023-03-13,22.8427
2023-03-14,23.1723
2023-03-15,22.9464
2023-03-16,23.0127
2023-03-17,22.5877
