,GBDC US Equity
2023-03-15,43.3096
2023-03-16,43.4537
2023-03-17,43.0215
2023-03-18,43.0215
2023-03-19,43.0215
2023-03-20,43.3672
2023-03-21,43.9002
2023-03-22,43.5545
2023-03-23,43.4825
2023-03-24,43.9146
2023-03-25,43.9146
2023-03-26,43.9146
2023-03-27,44.0299
2023-03-28,43.9723
2023-03-29,44.2604
2023-03-30,44.3612
2023-03-31,48.3756
2023-04-01,48.3756
2023-04-02,48.3756
2023-04-03,48.2362
2023-04-04,48.0813
2023-04-05,47.9574
2023-04-06,48.0658
2023-04-07,48.0658
2023-04-08,48.0658
2023-04-09,48.0658
2023-04-10,47.849
2023-04-11,47.7716
2023-04-12,47.911
2023-04-13,48.2052
2023-04-14,48.1278
2023-04-15,48.1278
2023-04-16,48.1278
2023-04-17,48.1278
2023-04-18,47.5548
2023-04-19,47.911
2023-04-20,47.6632
2023-04-21,47.8026
2023-04-22,47.8026
2023-04-23,47.8026
2023-04-24,48.0503
2023-04-25,47.818
2023-04-26,47.7251
2023-04-27,48.1123
2023-04-28,48.2517
2023-04-29,48.2517
2023-04-30,48.2517
2023-05-01,48.2052
2023-05-02,47.6322
2023-05-03,47.7251
2023-05-04,47.6012
2023-05-05,47.911
2023-05-06,47.911
2023-05-07,47.911
2023-05-08,48.03
2023-05-09,47.5987
2023-05-10,47.5371
2023-05-11,47.4601
2023-05-12,47.4601
2023-05-13,47.4601
2023-05-14,47.4601
2023-05-15,47.5371
2023-05-16,47.4293
2023-05-17,47.7219
2023-05-18,47.6911
2023-05-19,47.7065
2023-05-20,47.7065
2023-05-21,47.7065
2023-05-22,47.6449
2023-05-23,47.7065
2023-05-24,47.6295
2023-05-25,47.5679
2023-05-26,47.7373
2023-05-27,47.7373
2023-05-28,47.7373
2023-05-29,47.7373
2023-05-30,47.7835
2023-05-31,47.799
2023-06-01,47.5371
2023-06-02,47.7681
2023-06-03,47.7681
2023-06-04,47.7681
2023-06-05,47.876
2023-06-06,47.876
2023-06-07,47.953
2023-06-08,48.0762
2023-06-09,48.0916
2023-06-10,48.0916
2023-06-11,48.0916
2023-06-12,48.1532
2023-06-13,48.2456
2023-06-14,48.2456
2023-06-15,48.1994
2023-06-16,48.03
2023-06-17,48.03
2023-06-18,48.03
2023-06-19,48.03
2023-06-20,48.0454
2023-06-21,47.9684
2023-06-22,47.8298
2023-06-23,47.6449
2023-06-24,47.6449
2023-06-25,47.6449
2023-06-26,47.7373
2023-06-27,47.7835
2023-06-28,47.9068
2023-06-29,48.1686
2023-06-30,32.031
2023-07-01,32.031
2023-07-02,32.031
2023-07-03,32.0209
2023-07-04,32.0209
2023-07-05,31.9295
2023-07-06,31.9092
2023-07-07,31.9904
2023-07-08,31.9904
2023-07-09,31.9904
2023-07-10,31.899
2023-07-11,31.9397
2023-07-12,32.0006
2023-07-13,32.0006
2023-07-14,31.9498
2023-07-15,31.9498
2023-07-16,31.9498
2023-07-17,32.0107
2023-07-18,32.1123
2023-07-19,32.1224
2023-07-20,32.1326
2023-07-21,32.2748
2023-07-22,32.2748
2023-07-23,32.2748
2023-07-24,32.3966
2023-07-25,32.3255
2023-07-26,32.5591
2023-07-27,32.4575
2023-07-28,32.5083
2023-07-29,32.5083
2023-07-30,32.5083
2023-07-31,32.4677
2023-08-01,32.4779
2023-08-02,32.4474
2023-08-03,32.4575
2023-08-04,32.5794
2023-08-05,32.5794
2023-08-06,32.5794
2023-08-07,32.6093
2023-08-08,32.893
2023-08-09,33.5415
2023-08-10,33.3084
2023-08-11,33.2882
2023-08-12,33.2882
2023-08-13,33.2882
2023-08-14,33.278
2023-08-15,33.3388
2023-08-16,33.3388
2023-08-17,33.2172
2023-08-18,33.2882
2023-08-19,33.2882
2023-08-20,33.2882
2023-08-21,33.2983
2023-08-22,33.1362
2023-08-23,33.1767
2023-08-24,33.2172
2023-08-25,33.1868
2023-08-26,33.1868
2023-08-27,33.1868
2023-08-28,33.278
2023-08-29,33.349
2023-08-30,33.3388
2023-08-31,32.893
2023-09-01,32.9538
2023-09-02,32.9538
2023-09-03,32.9538
2023-09-04,32.9538
2023-09-05,32.7714
2023-09-06,32.6802
2023-09-07,32.7815
2023-09-08,32.7917
2023-09-09,32.7917
2023-09-10,32.7917
2023-09-11,32.8626
2023-09-12,32.7106
2023-09-13,32.6903
2023-09-14,32.6903
2023-09-15,32.8727
2023-09-16,32.8727
2023-09-17,32.8727
2023-09-18,32.8829
2023-09-19,32.9741
2023-09-20,32.9639
2023-09-21,32.7714
2023-09-22,32.8322
2023-09-23,32.8322
2023-09-24,32.8322
2023-09-25,32.8829
2023-09-26,32.6701
2023-09-27,32.7309
2023-09-28,32.9133
2023-09-29,21.2294
2023-09-30,21.2294
2023-10-01,21.2294
2023-10-02,20.9824
2023-10-03,20.8849
2023-10-04,20.8329
2023-10-05,20.8719
2023-10-06,20.9304
2023-10-07,20.9304
2023-10-08,20.9304
2023-10-09,21.0019
2023-10-10,20.9954
2023-10-11,20.9824
2023-10-12,20.9564
2023-10-13,21.0019
2023-10-14,21.0019
2023-10-15,21.0019
2023-10-16,21.2554
2023-10-17,21.2749
2023-10-18,21.2489
2023-10-19,21.0669
2023-10-20,20.9629
2023-10-21,20.9629
2023-10-22,20.9629
2023-10-23,20.9044
2023-10-24,20.9629
2023-10-25,20.9239
2023-10-26,20.9694
2023-10-27,20.8914
2023-10-28,20.8914
2023-10-29,20.8914
2023-10-30,20.9954
2023-10-31,21.0539
2023-11-01,21.1514
2023-11-02,21.2814
2023-11-03,21.3008
2023-11-04,21.3008
2023-11-05,21.3008
2023-11-06,21.2814
2023-11-07,21.2619
2023-11-08,21.2359
2023-11-09,21.2554
2023-11-10,21.2814
2023-11-11,21.2814
2023-11-12,21.2814
2023-11-13,21.3203
2023-11-14,21.3788
2023-11-15,21.3853
2023-11-16,21.3398
2023-11-17,21.3788
2023-11-18,21.3788
2023-11-19,21.3788
2023-11-20,21.4503
2023-11-21,21.5738
2023-11-22,21.5413
2023-11-23,21.5413
2023-11-24,21.5673
2023-11-25,21.5673
2023-11-26,21.5673
2023-11-27,21.5023
2023-11-28,21.4308
2023-11-29,21.3723
2023-11-30,21.3658
2023-12-01,21.3983
2023-12-02,21.3983
2023-12-03,21.3983
2023-12-04,21.4178
2023-12-05,21.4373
2023-12-06,21.3788
2023-12-07,21.1514
2023-12-08,21.2034
2023-12-09,21.2034
2023-12-10,21.2034
2023-12-11,21.2359
2023-12-12,21.3398
2023-12-13,21.3983
2023-12-14,21.4438
2023-12-15,21.4698
2023-12-16,21.4698
2023-12-17,21.4698
2023-12-18,21.4438
2023-12-19,21.5153
2023-12-20,21.4308
2023-12-21,21.4633
2023-12-22,21.4893
2023-12-23,21.4893
2023-12-24,21.4893
2023-12-25,21.4893
2023-12-26,21.5153
2023-12-27,21.5478
2023-12-28,21.6453
2023-12-29,17.9657
2023-12-30,17.9657
2023-12-31,17.9657
2024-01-01,17.9657
2024-01-02,17.9548
2024-01-03,17.9438
2024-01-04,18.0645
2024-01-05,18.0699
2024-01-06,18.0699
2024-01-07,18.0699
2024-01-08,18.1303
2024-01-09,18.0864
2024-01-10,18.1248
2024-01-11,18.0699
2024-01-12,18.0425
2024-01-13,18.0425
2024-01-14,18.0425
2024-01-15,18.0425
2024-01-16,17.9548
2024-01-17,18.0748
2024-01-18,18.152
2024-01-19,18.1796
2024-01-20,18.1796
2024-01-21,18.1796
2024-01-22,18.2513
2024-01-23,18.3175
2024-01-24,18.1796
2024-01-25,18.2513
2024-01-26,18.2955
2024-01-27,18.2955
2024-01-28,18.2955
2024-01-29,18.2403
2024-01-30,18.2458
2024-01-31,18.1024
2024-02-01,18.0858
2024-02-02,18.1134
2024-02-03,18.1134
2024-02-04,18.1134
2024-02-05,18.1465
2024-02-06,18.0307
2024-02-07,18.1851
2024-02-08,18.1355
2024-02-09,18.152
2024-02-10,18.152
2024-02-11,18.152
2024-02-12,18.2569
2024-02-13,18.2072
2024-02-14,18.2348
2024-02-15,18.3727
2024-02-16,18.4168
2024-02-17,18.4168
2024-02-18,18.4168
2024-02-19,18.4168
2024-02-20,18.4775
2024-02-21,18.472
2024-02-22,18.5217
2024-02-23,18.4665
2024-02-24,18.4665
2024-02-25,18.4665
2024-02-26,18.4389
2024-02-27,18.4886
2024-02-28,18.4444
2024-02-29,18.2734
2024-03-01,18.2348
2024-03-02,18.2348
2024-03-03,18.2348
2024-03-04,18.2955
2024-03-05,18.312
2024-03-06,18.3948
2024-03-07,18.3451
2024-03-08,18.3506
2024-03-09,18.3506
2024-03-10,18.3506
2024-03-11,18.3672
2024-03-12,18.5106
2024-03-13,18.5382
2024-03-14,18.4279
2024-03-15,18.4941
2024-03-16,18.4941
2024-03-17,18.4941
2024-03-18,18.4168
2024-03-19,18.4058
2024-03-20,18.4224
2024-03-21,18.472
2024-03-22,18.461
2024-03-23,18.461
2024-03-24,18.461
2024-03-25,18.621
2024-03-26,18.6651
2024-03-27,18.7037
2024-03-28,18.8582
2024-03-29,18.8582
2024-03-30,18.8582
2024-03-31,18.8582
2024-04-01,18.8085
2024-04-02,18.8471
2024-04-03,18.8471
2024-04-04,18.7258
2024-04-05,18.8526
2024-04-06,18.8526
2024-04-07,18.8526
2024-04-08,18.8195
