,PAYX US Equity
2021-03-10,24.2147
2021-03-11,24.3326
2021-03-12,24.3557
2021-03-13,24.3557
2021-03-14,24.3557
2021-03-15,24.9967
2021-03-16,25.0711
2021-03-17,25.0557
2021-03-18,24.8788
2021-03-19,24.507
2021-03-20,24.507
2021-03-21,24.507
2021-03-22,24.6967
2021-03-23,24.5865
2021-03-24,24.7942
2021-03-25,25.1403
2021-03-26,25.7839
2021-03-27,25.7839
2021-03-28,25.7839
2021-03-29,25.6454
2021-03-30,25.3762
2021-03-31,25.066
2021-04-01,25.2557
2021-04-02,25.2557
2021-04-03,25.2557
2021-04-04,25.2557
2021-04-05,25.6659
2021-04-06,24.3768
2021-04-07,24.2246
2021-04-08,24.5398
2021-04-09,24.6218
2021-04-10,24.6218
2021-04-11,24.6218
2021-04-12,24.4911
2021-04-13,24.6013
2021-04-14,24.7217
2021-04-15,24.6089
2021-04-16,24.9138
2021-04-17,24.9138
2021-04-18,24.9138
2021-04-19,24.6397
2021-04-20,24.9164
2021-04-21,25.0983
2021-04-22,25.1137
2021-04-23,25.3571
2021-04-24,25.3571
2021-04-25,25.3571
2021-04-26,25.2597
2021-04-27,25.3289
2021-04-28,25.0035
2021-04-29,25.3878
2021-04-30,24.9113
2021-05-01,24.9113
2021-05-02,24.9113
2021-05-03,25.3135
2021-05-04,25.7542
2021-05-05,25.6517
2021-05-06,25.9617
2021-05-07,25.8131
2021-05-08,25.8131
2021-05-09,25.8131
2021-05-10,25.6671
2021-05-11,25.3058
2021-05-12,24.6166
2021-05-13,25.1777
2021-05-14,25.5825
2021-05-15,25.5825
2021-05-16,25.5825
2021-05-17,25.5159
2021-05-18,25.3238
2021-05-19,25.27
2021-05-20,25.7132
2021-05-21,25.7465
2021-05-22,25.7465
2021-05-23,25.7465
2021-05-24,26.0386
2021-05-25,25.8336
2021-05-26,25.7055
2021-05-27,25.7798
2021-05-28,24.8791
2021-05-29,24.8791
2021-05-30,24.8791
2021-05-31,24.8791
2021-06-01,24.8421
2021-06-02,25.0617
2021-06-03,25.0567
2021-06-04,25.2294
2021-06-05,25.2294
2021-06-06,25.2294
2021-06-07,25.0296
2021-06-08,25.3454
2021-06-09,25.4811
2021-06-10,25.7796
2021-06-11,25.8314
2021-06-12,25.8314
2021-06-13,25.8314
2021-06-14,25.7056
2021-06-15,25.6686
2021-06-16,25.5403
2021-06-17,25.6439
2021-06-18,25.0962
2021-06-19,25.0962
2021-06-20,25.0962
2021-06-21,25.5008
2021-06-22,25.4934
2021-06-23,25.449
2021-06-24,25.6538
2021-06-25,25.9414
2021-06-26,25.9414
2021-06-27,25.9414
2021-06-28,26.2616
2021-06-29,26.4168
2021-06-30,26.3577
2021-07-01,26.6459
2021-07-02,26.7099
2021-07-03,26.7099
2021-07-04,26.7099
2021-07-05,26.7099
2021-07-06,26.6705
2021-07-07,26.9759
2021-07-08,27.0769
2021-07-09,27.4907
2021-07-10,27.4907
2021-07-11,27.4907
2021-07-12,27.4341
2021-07-13,27.4242
2021-07-14,27.5967
2021-07-15,27.6804
2021-07-16,27.4807
2021-07-17,27.4807
2021-07-18,27.4807
2021-07-19,26.8797
2021-07-20,27.1383
2021-07-21,27.3674
2021-07-22,27.2566
2021-07-23,27.5793
2021-07-24,27.5793
2021-07-25,27.5793
2021-07-26,27.6852
2021-07-27,27.8182
2021-07-28,27.7074
2021-07-29,27.9192
2021-07-30,27.966
2021-07-31,27.966
2021-08-01,27.966
2021-08-02,27.8231
2021-08-03,28.2074
2021-08-04,28.0744
2021-08-05,28.3306
2021-08-06,28.3577
2021-08-07,28.3577
2021-08-08,28.3577
2021-08-09,28.301
2021-08-10,28.471
2021-08-11,28.6903
2021-08-12,28.6287
2021-08-13,28.7913
2021-08-14,28.7913
2021-08-15,28.7913
2021-08-16,29.0425
2021-08-17,28.7592
2021-08-18,28.1853
2021-08-19,28.3208
2021-08-20,28.3602
2021-08-21,28.3602
2021-08-22,28.3602
2021-08-23,28.3725
2021-08-24,28.0818
2021-08-25,28.067
2021-08-26,27.8601
2021-08-27,28.1015
2021-08-28,28.1015
2021-08-29,28.1015
2021-08-30,28.1385
2021-08-31,25.2811
2021-09-01,25.0922
2021-09-02,25.1145
2021-09-03,25.1432
2021-09-04,25.1432
2021-09-05,25.1432
2021-09-06,25.1432
2021-09-07,24.6289
2021-09-08,24.807
2021-09-09,24.6356
2021-09-10,24.4085
2021-09-11,24.4085
2021-09-12,24.4085
2021-09-13,24.2192
2021-09-14,24.266
2021-09-15,24.2771
2021-09-16,24.2014
2021-09-17,24.07
2021-09-18,24.07
2021-09-19,24.07
2021-09-20,23.9809
2021-09-21,24.0077
2021-09-22,24.2014
2021-09-23,24.4107
2021-09-24,24.3372
2021-09-25,24.3372
2021-09-26,24.3372
2021-09-27,24.0678
2021-09-28,23.6136
2021-09-29,23.8629
2021-09-30,24.8872
2021-10-01,25.4862
2021-10-02,25.4862
2021-10-03,25.4862
2021-10-04,25.4551
2021-10-05,25.8603
2021-10-06,26.1297
2021-10-07,26.2633
2021-10-08,26.2699
2021-10-09,26.2699
2021-10-10,26.2699
2021-10-11,25.9738
2021-10-12,25.9716
2021-10-13,26.0005
2021-10-14,26.2878
2021-10-15,26.3768
2021-10-16,26.3768
2021-10-17,26.3768
2021-10-18,26.5905
2021-10-19,26.969
2021-10-20,26.9869
2021-10-21,27.0959
2021-10-22,27.4054
2021-10-23,27.4054
2021-10-24,27.4054
2021-10-25,27.2741
2021-10-26,27.352
2021-10-27,27.1182
2021-10-28,27.3141
2021-10-29,27.2963
2021-10-30,27.2963
2021-10-31,27.2963
2021-11-01,26.9223
2021-11-02,27.3297
2021-11-03,27.3342
2021-11-04,27.3987
2021-11-05,27.5969
2021-11-06,27.5969
2021-11-07,27.5969
2021-11-08,27.2763
2021-11-09,27.2273
2021-11-10,27.2585
2021-11-11,27.323
2021-11-12,27.5902
2021-11-13,27.5902
2021-11-14,27.5902
2021-11-15,27.5635
2021-11-16,27.6904
2021-11-17,27.8685
2021-11-18,27.7928
2021-11-19,27.677
2021-11-20,27.677
2021-11-21,27.677
2021-11-22,27.5412
2021-11-23,27.7839
2021-11-24,27.6971
2021-11-25,27.6971
2021-11-26,27.1115
2021-11-27,27.1115
2021-11-28,27.1115
2021-11-29,27.3965
2021-11-30,25.1309
2021-12-01,24.8349
2021-12-02,25.4375
2021-12-03,25.2578
2021-12-04,25.2578
2021-12-05,25.2578
2021-12-06,25.7081
2021-12-07,25.9618
2021-12-08,25.9428
2021-12-09,25.7905
2021-12-10,26.1986
2021-12-11,26.1986
2021-12-12,26.1986
2021-12-13,26.2303
2021-12-14,25.8138
2021-12-15,26.4163
2021-12-16,26.2831
2021-12-17,26.1225
2021-12-18,26.1225
2021-12-19,26.1225
2021-12-20,26.1034
2021-12-21,26.6595
2021-12-22,28.1482
2021-12-23,28.3237
2021-12-24,28.3237
2021-12-25,28.3237
2021-12-26,28.3237
2021-12-27,28.6198
2021-12-28,28.6642
2021-12-29,28.9879
2021-12-30,28.7912
2021-12-31,28.8017
2022-01-01,28.8017
2022-01-02,28.8017
2022-01-03,28.3808
2022-01-04,28.3258
2022-01-05,27.7844
2022-01-06,27.5961
2022-01-07,27.1815
2022-01-08,27.1815
2022-01-09,27.1815
2022-01-10,26.7035
2022-01-11,27.1667
2022-01-12,27.0631
2022-01-13,26.7141
2022-01-14,26.3693
2022-01-15,26.3693
2022-01-16,26.3693
2022-01-17,26.3693
2022-01-18,25.9526
2022-01-19,25.5804
2022-01-20,25.5212
2022-01-21,25.0304
2022-01-22,25.0304
2022-01-23,25.0304
2022-01-24,25.3308
2022-01-25,25.0516
2022-01-26,23.9517
2022-01-27,23.535
2022-01-28,24.324
2022-01-29,24.324
2022-01-30,24.324
2022-01-31,24.838
2022-02-01,24.9099
2022-02-02,25.335
2022-02-03,25.0706
2022-02-04,25.2927
2022-02-05,25.2927
2022-02-06,25.2927
2022-02-07,25.3054
2022-02-08,25.5275
2022-02-09,26.1832
2022-02-10,25.39
2022-02-11,25.0812
2022-02-12,25.0812
2022-02-13,25.0812
2022-02-14,24.9903
2022-02-15,25.335
2022-02-16,25.316
2022-02-17,24.5397
2022-02-18,24.4319
2022-02-19,24.4319
2022-02-20,24.4319
2022-02-21,24.4319
2022-02-22,24.379
2022-02-23,23.9602
2022-02-24,24.4213
2022-02-25,25.0241
2022-02-26,25.0241
2022-02-27,25.0241
2022-02-28,23.6047
2022-03-01,23.3021
2022-03-02,23.8693
2022-03-03,23.8774
2022-03-04,24.5108
2022-03-05,24.5108
2022-03-06,24.5108
2022-03-07,24.2762
2022-03-08,23.4785
2022-03-09,24.2542
2022-03-10,24.2321
2022-03-11,23.9114
2022-03-12,23.9114
2022-03-13,23.9114
2022-03-14,23.7711
2022-03-15,24.158
2022-03-16,24.7052
2022-03-17,24.9197
2022-03-18,25.4228
2022-03-19,25.4228
2022-03-20,25.4228
2022-03-21,25.1281
2022-03-22,25.2865
2022-03-23,24.8715
2022-03-24,25.3446
2022-03-25,25.539
2022-03-26,25.539
2022-03-27,25.539
2022-03-28,25.7715
2022-03-29,26.3047
2022-03-30,27.1786
2022-03-31,27.1142
2022-04-01,27.5956
2022-04-02,27.5956
2022-04-03,27.5956
2022-04-04,27.6839
2022-04-05,27.6718
2022-04-06,28.069
2022-04-07,27.7902
2022-04-08,27.6799
2022-04-09,27.6799
2022-04-10,27.6799
2022-04-11,27.1884
2022-04-12,27.1383
2022-04-13,27.399
2022-04-14,27.1583
2022-04-15,27.1583
2022-04-16,27.1583
2022-04-17,27.1583
2022-04-18,26.9698
2022-04-19,27.3128
2022-04-20,27.7481
2022-04-21,27.4853
2022-04-22,26.0872
2022-04-23,26.0872
2022-04-24,26.0872
2022-04-25,26.2677
2022-04-26,25.7181
2022-04-27,25.9548
2022-04-28,26.2978
2022-04-29,25.1605
2022-04-30,25.1605
2022-05-01,25.1605
2022-05-02,25.345
2022-05-03,25.5256
2022-05-04,26.3119
2022-05-05,24.7312
2022-05-06,24.645
2022-05-07,24.645
2022-05-08,24.645
2022-05-09,23.8647
2022-05-10,23.8366
2022-05-11,23.4535
2022-05-12,23.3953
2022-05-13,23.7483
2022-05-14,23.7483
2022-05-15,23.7483
2022-05-16,23.8226
2022-05-17,24.1355
2022-05-18,23.297
2022-05-19,22.9761
2022-05-20,23.275
2022-05-21,23.275
2022-05-22,23.275
2022-05-23,23.4515
2022-05-24,23.3773
2022-05-25,23.4073
2022-05-26,24.0512
2022-05-27,24.6289
2022-05-28,24.6289
2022-05-29,24.6289
2022-05-30,24.6289
2022-05-31,24.1235
2022-06-01,23.8154
2022-06-02,24.5394
2022-06-03,24.512
2022-06-04,24.512
2022-06-05,24.512
2022-06-06,24.5355
2022-06-07,24.6964
2022-06-08,24.4708
2022-06-09,23.8821
2022-06-10,23.4956
2022-06-11,23.4956
2022-06-12,23.4956
2022-06-13,22.8246
2022-06-14,22.8756
2022-06-15,22.9698
2022-06-16,22.1575
2022-06-17,21.9986
2022-06-18,21.9986
2022-06-19,21.9986
2022-06-20,21.9986
2022-06-21,22.6421
2022-06-22,22.5146
2022-06-23,22.8442
2022-06-24,23.8488
2022-06-25,23.8488
2022-06-26,23.8488
2022-06-27,23.8939
2022-06-28,23.3485
2022-06-29,22.3615
2022-06-30,22.1001
2022-07-01,22.5872
2022-07-02,22.5872
2022-07-03,22.5872
2022-07-04,22.5872
2022-07-05,22.4326
2022-07-06,22.7065
2022-07-07,22.6185
2022-07-08,22.6732
2022-07-09,22.6732
2022-07-10,22.6732
2022-07-11,22.5598
2022-07-12,22.2918
2022-07-13,21.9964
2022-07-14,21.9573
2022-07-15,22.3216
2022-07-16,22.3216
2022-07-17,22.3216
2022-07-18,22.2414
2022-07-19,23.1372
2022-07-20,23.3583
2022-07-21,23.7006
2022-07-22,23.7768
2022-07-23,23.7768
2022-07-24,23.7768
2022-07-25,23.5969
2022-07-26,23.5402
2022-07-27,24.3578
2022-07-28,24.9172
2022-07-29,24.9192
2022-07-30,24.9192
2022-07-31,24.9192
2022-08-01,24.5866
2022-08-02,24.5436
2022-08-03,25.0541
2022-08-04,24.9759
2022-08-05,25.1676
2022-08-06,25.1676
2022-08-07,25.1676
2022-08-08,25.4316
2022-08-09,25.4316
2022-08-10,25.8111
2022-08-11,25.6605
2022-08-12,26.3529
2022-08-13,26.3529
2022-08-14,26.3529
2022-08-15,26.8497
2022-08-16,26.881
2022-08-17,26.9417
2022-08-18,27.0473
2022-08-19,26.9163
2022-08-20,26.9163
2022-08-21,26.9163
2022-08-22,26.4175
2022-08-23,26.2336
2022-08-24,26.2493
2022-08-25,26.0497
2022-08-26,25.0209
2022-08-27,25.0209
2022-08-28,25.0209
2022-08-29,24.6903
2022-08-30,24.127
2022-08-31,23.2684
2022-09-01,23.4414
2022-09-02,22.8286
2022-09-03,22.8286
2022-09-04,22.8286
2022-09-05,22.8286
2022-09-06,22.9638
2022-09-07,23.3997
2022-09-08,23.6529
2022-09-09,23.9574
2022-09-10,23.9574
2022-09-11,23.9574
2022-09-12,24.0526
2022-09-13,23.0533
2022-09-14,22.8762
2022-09-15,22.4593
2022-09-16,22.6821
2022-09-17,22.6821
2022-09-18,22.6821
2022-09-19,22.9409
2022-09-20,22.6649
2022-09-21,22.2595
2022-09-22,22.2024
2022-09-23,21.7093
2022-09-24,21.7093
2022-09-25,21.7093
2022-09-26,21.5228
2022-09-27,21.3857
2022-09-28,22.1586
2022-09-29,21.4059
2022-09-30,21.1812
2022-10-01,21.1812
2022-10-02,21.1812
2022-10-03,21.6858
2022-10-04,21.7867
2022-10-05,21.6344
2022-10-06,21.0822
2022-10-07,20.6823
2022-10-08,20.6823
2022-10-09,20.6823
2022-10-10,20.7375
2022-10-11,20.4443
2022-10-12,20.3795
2022-10-13,20.8118
2022-10-14,20.6061
2022-10-15,20.6061
2022-10-16,20.6061
2022-10-17,21.1317
2022-10-18,21.404
2022-10-19,21.0365
2022-10-20,20.9622
2022-10-21,21.1717
2022-10-22,21.1717
2022-10-23,21.1717
2022-10-24,21.5506
2022-10-25,21.9943
2022-10-26,21.7867
2022-10-27,21.8572
2022-10-28,22.6246
2022-10-29,22.6246
2022-10-30,22.6246
2022-10-31,22.3427
2022-11-01,22.2951
2022-11-02,21.6172
2022-11-03,21.3392
2022-11-04,21.4763
2022-11-05,21.4763
2022-11-06,21.4763
2022-11-07,21.7848
2022-11-08,22.1028
2022-11-09,21.7582
2022-11-10,22.9273
2022-11-11,22.8569
2022-11-12,22.8569
2022-11-13,22.8569
2022-11-14,22.8911
2022-11-15,22.9825
2022-11-16,22.7578
2022-11-17,22.7064
2022-11-18,22.8226
2022-11-19,22.8226
2022-11-20,22.8226
2022-11-21,22.9597
2022-11-22,23.1939
2022-11-23,23.2663
2022-11-24,23.2663
2022-11-25,23.2758
2022-11-26,23.2758
2022-11-27,23.2758
2022-11-28,22.754
2022-11-29,22.6931
2022-11-30,23.0234
2022-12-01,23.3736
2022-12-02,23.3886
2022-12-03,23.3886
2022-12-04,23.3886
2022-12-05,22.8661
2022-12-06,22.3868
2022-12-07,22.3512
2022-12-08,22.2988
2022-12-09,22.1771
2022-12-10,22.1771
2022-12-11,22.1771
2022-12-12,22.8249
2022-12-13,22.8905
2022-12-14,22.7688
2022-12-15,21.722
2022-12-16,21.5123
2022-12-17,21.5123
2022-12-18,21.5123
2022-12-19,21.4299
2022-12-20,21.194
2022-12-21,21.2895
2022-12-22,20.8084
2022-12-23,21.5257
2022-12-24,21.5257
2022-12-25,21.5257
2022-12-26,21.5257
2022-12-27,21.3608
2022-12-28,21.2297
2022-12-29,21.6099
2022-12-30,21.4414
2022-12-31,21.4414
2023-01-01,21.4414
2023-01-02,21.4414
2023-01-03,21.4882
2023-01-04,21.7242
2023-01-05,21.2166
2023-01-06,21.7953
2023-01-07,21.7953
2023-01-08,21.7953
2023-01-09,21.7879
2023-01-10,21.7691
2023-01-11,22.213
2023-01-12,22.2448
2023-01-13,22.331
2023-01-14,22.331
2023-01-15,22.331
2023-01-16,22.331
2023-01-17,21.977
2023-01-18,21.7541
2023-01-19,21.4339
2023-01-20,21.8852
2023-01-21,21.8852
2023-01-22,21.8852
2023-01-23,22.271
2023-01-24,22.0145
2023-01-25,21.4526
2023-01-26,21.3552
2023-01-27,20.9675
2023-01-28,20.9675
2023-01-29,20.9675
2023-01-30,21.2784
2023-01-31,21.4976
2023-02-01,21.844
2023-02-02,22.3853
2023-02-03,22.007
2023-02-04,22.007
2023-02-05,22.007
2023-02-06,21.6474
2023-02-07,21.874
2023-02-08,21.3234
2023-02-09,21.1024
2023-02-10,21.1904
2023-02-11,21.1904
2023-02-12,21.1904
2023-02-13,21.432
2023-02-14,21.138
2023-02-15,21.3796
2023-02-16,21.2728
2023-02-17,21.2897
2023-02-18,21.2897
2023-02-19,21.2897
2023-02-20,21.2897
2023-02-21,20.6847
2023-02-22,20.5274
2023-02-23,20.6473
2023-02-24,20.5836
2023-02-25,20.5836
2023-02-26,20.5836
2023-02-27,20.5855
2023-02-28,19.8144
2023-03-01,19.8692
2023-03-02,20.1249
2023-03-03,20.2399
2023-03-04,20.2399
2023-03-05,20.2399
2023-03-06,20.313
2023-03-07,20.1231
2023-03-08,20.2326
2023-03-09,19.9331
2023-03-10,19.3451
2023-03-11,19.3451
2023-03-12,19.3451
2023-03-13,19.4364
2023-03-14,19.42
2023-03-15,19.1935
2023-03-16,19.4985
