,PNM US Equity
2021-04-29,27.9651
2021-04-30,27.8979
2021-05-01,27.8979
2021-05-02,27.8979
2021-05-03,27.9529
2021-05-04,27.9498
2021-05-05,27.9254
2021-05-06,27.9865
2021-05-07,27.956
2021-05-08,27.956
2021-05-09,27.956
2021-05-10,27.9254
2021-05-11,27.904
2021-05-12,27.7786
2021-05-13,27.8336
2021-05-14,27.852
2021-05-15,27.852
2021-05-16,27.852
2021-05-17,27.8031
2021-05-18,27.7388
2021-05-19,27.7755
2021-05-20,27.7908
2021-05-21,27.8245
2021-05-22,27.8245
2021-05-23,27.8245
2021-05-24,27.7939
2021-05-25,27.7878
2021-05-26,27.8031
2021-05-27,27.7755
2021-05-28,27.8245
2021-05-29,27.8245
2021-05-30,27.8245
2021-05-31,27.8245
2021-06-01,27.8092
2021-06-02,27.745
2021-06-03,27.7572
2021-06-04,27.7786
2021-06-05,27.7786
2021-06-06,27.7786
2021-06-07,27.7786
2021-06-08,27.7755
2021-06-09,27.7755
2021-06-10,27.8336
2021-06-11,27.8428
2021-06-12,27.8428
2021-06-13,27.8428
2021-06-14,27.7878
2021-06-15,27.7939
2021-06-16,27.7908
2021-06-17,27.7572
2021-06-18,27.7266
2021-06-19,27.7266
2021-06-20,27.7266
2021-06-21,27.7603
2021-06-22,27.7205
2021-06-23,27.6074
2021-06-24,27.6349
2021-06-25,27.6104
2021-06-26,27.6104
2021-06-27,27.6104
2021-06-28,27.693
2021-06-29,27.7144
2021-06-30,27.7599
2021-07-01,27.772
2021-07-02,27.7841
2021-07-03,27.7841
2021-07-04,27.7841
2021-07-05,27.7841
2021-07-06,27.8143
2021-07-07,27.7931
2021-07-08,27.7629
2021-07-09,27.7387
2021-07-10,27.7387
2021-07-11,27.7387
2021-07-12,27.7387
2021-07-13,27.6963
2021-07-14,27.6903
2021-07-15,27.7175
2021-07-16,27.7387
2021-07-17,27.7387
2021-07-18,27.7387
2021-07-19,27.7478
2021-07-20,27.7447
2021-07-21,27.7145
2021-07-22,27.6963
2021-07-23,27.7296
2021-07-24,27.7296
2021-07-25,27.7296
2021-07-26,27.7084
2021-07-27,27.6389
2021-07-28,27.6389
2021-07-29,27.6237
2021-07-30,27.6268
2021-07-31,27.6268
2021-08-01,27.6268
2021-08-02,27.6268
2021-08-03,27.6147
2021-08-04,27.5542
2021-08-05,27.5088
2021-08-06,27.4392
2021-08-07,27.4392
2021-08-08,27.4392
2021-08-09,27.4422
2021-08-10,27.3908
2021-08-11,27.4634
2021-08-12,27.4967
2021-08-13,27.6086
2021-08-14,27.6086
2021-08-15,27.6086
2021-08-16,27.6479
2021-08-17,27.7145
2021-08-18,27.6994
2021-08-19,27.7024
2021-08-20,27.8234
2021-08-21,27.8234
2021-08-22,27.8234
2021-08-23,27.7568
2021-08-24,27.9988
2021-08-25,28.0079
2021-08-26,28.026
2021-08-27,28.0291
2021-08-28,28.0291
2021-08-29,28.0291
2021-08-30,28.0109
2021-08-31,27.9807
2021-09-01,28.0109
2021-09-02,28.0079
2021-09-03,28.023
2021-09-04,28.023
2021-09-05,28.023
2021-09-06,28.023
2021-09-07,28.0109
2021-09-08,28.0805
2021-09-09,28.026
2021-09-10,28.026
2021-09-11,28.026
2021-09-12,28.026
2021-09-13,28.0502
2021-09-14,28.017
2021-09-15,28.017
2021-09-16,27.9867
2021-09-17,27.9534
2021-09-18,27.9534
2021-09-19,27.9534
2021-09-20,27.9867
2021-09-21,27.9837
2021-09-22,27.9837
2021-09-23,27.9837
2021-09-24,27.9807
2021-09-25,27.9807
2021-09-26,27.9807
2021-09-27,27.9807
2021-09-28,27.9504
2021-09-29,27.9928
2021-09-30,27.4084
2021-10-01,27.4502
2021-10-02,27.4502
2021-10-03,27.4502
2021-10-04,27.4442
2021-10-05,27.4114
2021-10-06,27.5099
2021-10-07,27.5158
2021-10-08,27.4412
2021-10-09,27.4412
2021-10-10,27.4412
2021-10-11,27.4323
2021-10-12,27.4532
2021-10-13,27.4502
2021-10-14,27.4532
2021-10-15,27.4502
2021-10-16,27.4502
2021-10-17,27.4502
2021-10-18,27.4651
2021-10-19,27.4711
2021-10-20,27.5009
2021-10-21,27.489
2021-10-22,27.4711
2021-10-23,27.4711
2021-10-24,27.4711
2021-10-25,27.474
2021-10-26,27.5039
2021-10-27,27.4979
2021-10-28,27.5755
2021-10-29,27.489
2021-10-30,27.489
2021-10-31,27.489
2021-11-01,27.483
2021-11-02,27.0981
2021-11-03,26.8624
2021-11-04,27.0414
2021-11-05,27.122
2021-11-06,27.122
2021-11-07,27.122
2021-11-08,27.1996
2021-11-09,27.2503
2021-11-10,27.2115
2021-11-11,27.1787
2021-11-12,27.2264
2021-11-13,27.2264
2021-11-14,27.2264
2021-11-15,27.489
2021-11-16,27.4681
2021-11-17,27.4651
2021-11-18,27.4532
2021-11-19,27.3995
2021-11-20,27.3995
2021-11-21,27.3995
2021-11-22,27.489
2021-11-23,27.5009
2021-11-24,27.4949
2021-11-25,27.4949
2021-11-26,27.4502
2021-11-27,27.4502
2021-11-28,27.4502
2021-11-29,27.4442
2021-11-30,27.3368
2021-12-01,27.0265
2021-12-02,26.1195
2021-12-03,26.1523
2021-12-04,26.1523
2021-12-05,26.1523
2021-12-06,26.2508
2021-12-07,26.2895
2021-12-08,26.2597
2021-12-09,26.0538
2021-12-10,26.2388
2021-12-11,26.2388
2021-12-12,26.2388
2021-12-13,26.1583
2021-12-14,26.1463
2021-12-15,26.2388
2021-12-16,26.0986
2021-12-17,26.0926
2021-12-18,26.0926
2021-12-19,26.0926
2021-12-20,26.0389
2021-12-21,26.0121
2021-12-22,26.0628
2021-12-23,26.0926
2021-12-24,26.0926
2021-12-25,26.0926
2021-12-26,26.0926
2021-12-27,26.1195
2021-12-28,26.2418
2021-12-29,26.2567
2021-12-30,26.3254
2021-12-31,25.4662
2022-01-01,25.4662
2022-01-02,25.4662
2022-01-03,25.416
2022-01-04,25.4801
2022-01-05,25.4801
2022-01-06,25.5664
2022-01-07,25.5664
2022-01-08,25.5664
2022-01-09,25.5664
2022-01-10,25.611
2022-01-11,25.508
2022-01-12,25.533
2022-01-13,25.5553
2022-01-14,25.6277
2022-01-15,25.6277
2022-01-16,25.6277
2022-01-17,25.6277
2022-01-18,25.3687
2022-01-19,25.299
2022-01-20,25.2935
2022-01-21,25.3854
2022-01-22,25.3854
2022-01-23,25.3854
2022-01-24,25.2266
2022-01-25,25.1208
2022-01-26,25.0873
2022-01-27,25.1263
2022-01-28,25.1542
2022-01-29,25.1542
2022-01-30,25.1542
2022-01-31,25.2433
2022-02-01,25.1626
2022-02-02,25.2489
2022-02-03,25.4411
2022-02-04,25.4216
2022-02-05,25.4216
2022-02-06,25.4216
2022-02-07,25.43
2022-02-08,25.4522
2022-02-09,25.4522
2022-02-10,25.3492
2022-02-11,25.2016
2022-02-12,25.2016
2022-02-13,25.2016
2022-02-14,25.1041
2022-02-15,25.1988
2022-02-16,25.2573
2022-02-17,25.2099
2022-02-18,25.2127
2022-02-19,25.2127
2022-02-20,25.2127
2022-02-21,25.2127
2022-02-22,25.2127
2022-02-23,25.1152
2022-02-24,25.2461
2022-02-25,25.2768
2022-02-26,25.2768
2022-02-27,25.2768
2022-02-28,25.3436
2022-03-01,25.196
2022-03-02,25.3408
2022-03-03,25.2935
2022-03-04,25.5302
2022-03-05,25.5302
2022-03-06,25.5302
2022-03-07,25.6054
2022-03-08,25.5804
2022-03-09,25.4968
2022-03-10,25.5191
2022-03-11,25.4968
2022-03-12,25.4968
2022-03-13,25.4968
2022-03-14,25.4606
2022-03-15,25.494
2022-03-16,25.4801
2022-03-17,25.611
2022-03-18,25.611
2022-03-19,25.611
2022-03-20,25.611
2022-03-21,25.6194
2022-03-22,25.5581
2022-03-23,25.6584
2022-03-24,25.6807
2022-03-25,25.8199
2022-03-26,25.8199
2022-03-27,25.8199
2022-03-28,25.7586
2022-03-29,25.9313
2022-03-30,26.1681
2022-03-31,24.4242
2022-04-01,24.4474
2022-04-02,24.4474
2022-04-03,24.4474
2022-04-04,24.4448
2022-04-05,24.3855
2022-04-06,24.4783
2022-04-07,24.3958
2022-04-08,24.4706
2022-04-09,24.4706
2022-04-10,24.4706
2022-04-11,24.468
2022-04-12,24.4525
2022-04-13,24.5092
2022-04-14,24.5195
2022-04-15,24.5195
2022-04-16,24.5195
2022-04-17,24.5195
2022-04-18,24.4448
2022-04-19,24.4603
2022-04-20,24.4757
2022-04-21,24.4603
2022-04-22,24.4525
2022-04-23,24.4525
2022-04-24,24.4525
2022-04-25,24.5195
2022-04-26,24.4706
2022-04-27,24.4525
2022-04-28,24.4448
2022-04-29,24.1639
2022-04-30,24.1639
2022-05-01,24.1639
2022-05-02,24.0093
2022-05-03,24.0118
2022-05-04,24.0402
2022-05-05,23.9886
2022-05-06,23.9938
2022-05-07,23.9938
2022-05-08,23.9938
2022-05-09,23.8855
2022-05-10,23.8392
2022-05-11,23.8804
2022-05-12,24.1716
2022-05-13,24.1536
2022-05-14,24.1536
2022-05-15,24.1536
2022-05-16,24.1046
2022-05-17,24.2257
2022-05-18,24.1639
2022-05-19,24.151
2022-05-20,24.0866
2022-05-21,24.0866
2022-05-22,24.0866
2022-05-23,24.2
2022-05-24,24.218
2022-05-25,24.3675
2022-05-26,24.3469
2022-05-27,24.3804
2022-05-28,24.3804
2022-05-29,24.3804
2022-05-30,24.3804
2022-05-31,24.3881
2022-06-01,24.3649
2022-06-02,24.3778
2022-06-03,24.3366
2022-06-04,24.3366
2022-06-05,24.3366
2022-06-06,24.3159
2022-06-07,24.3933
2022-06-08,24.2
2022-06-09,24.1252
2022-06-10,23.9551
2022-06-11,23.9551
2022-06-12,23.9551
2022-06-13,23.7026
2022-06-14,23.6613
2022-06-15,23.6716
2022-06-16,23.5634
2022-06-17,23.6897
2022-06-18,23.6897
2022-06-19,23.6897
2022-06-20,23.6897
2022-06-21,23.7077
2022-06-22,23.9448
2022-06-23,24.1665
2022-06-24,24.4268
2022-06-25,24.4268
2022-06-26,24.4268
2022-06-27,24.3108
2022-06-28,24.3237
2022-06-29,24.3907
2022-06-30,24.1945
2022-07-01,24.3909
2022-07-02,24.3909
2022-07-03,24.3909
2022-07-04,24.3909
2022-07-05,24.1522
2022-07-06,24.1199
2022-07-07,24.0925
2022-07-08,24.0527
2022-07-09,24.0527
2022-07-10,24.0527
2022-07-11,24.1422
2022-07-12,24.1124
2022-07-13,24.0652
2022-07-14,24.0527
2022-07-15,24.0453
2022-07-16,24.0453
2022-07-17,24.0453
2022-07-18,24.0453
2022-07-19,24.0975
2022-07-20,23.9831
2022-07-21,23.9334
2022-07-22,23.9956
2022-07-23,23.9956
2022-07-24,23.9956
2022-07-25,24.1199
2022-07-26,24.1248
2022-07-27,24.1323
2022-07-28,24.361
2022-07-29,24.3163
2022-07-30,24.3163
2022-07-31,24.3163
2022-08-01,24.3138
2022-08-02,24.2666
2022-08-03,24.371
2022-08-04,24.2989
2022-08-05,24.274
2022-08-06,24.274
2022-08-07,24.274
2022-08-08,24.269
2022-08-09,24.3113
2022-08-10,24.3983
2022-08-11,24.2467
2022-08-12,24.4008
2022-08-13,24.4008
2022-08-14,24.4008
2022-08-15,24.4182
2022-08-16,24.3237
2022-08-17,24.3213
2022-08-18,24.3411
2022-08-19,24.2666
2022-08-20,24.2666
2022-08-21,24.2666
2022-08-22,24.2119
2022-08-23,24.1572
2022-08-24,24.1746
2022-08-25,24.2143
2022-08-26,24.1522
2022-08-27,24.1522
2022-08-28,24.1522
2022-08-29,24.1522
2022-08-30,24.1174
2022-08-31,24.1074
2022-09-01,24.2342
2022-09-02,24.1597
2022-09-03,24.1597
2022-09-04,24.1597
2022-09-05,24.1597
2022-09-06,24.1099
2022-09-07,24.2069
2022-09-08,24.1447
2022-09-09,24.0876
2022-09-10,24.0876
2022-09-11,24.0876
2022-09-12,24.0925
2022-09-13,24.0329
2022-09-14,24.0776
2022-09-15,24.0701
2022-09-16,24.1273
2022-09-17,24.1273
2022-09-18,24.1273
2022-09-19,24.2019
2022-09-20,24.1099
2022-09-21,24.0503
2022-09-22,24.0478
2022-09-23,23.9384
2022-09-24,23.9384
2022-09-25,23.9384
2022-09-26,23.8936
2022-09-27,23.8091
2022-09-28,23.8911
2022-09-29,23.7519
2022-09-30,21.8084
2022-10-01,21.8084
2022-10-02,21.8084
2022-10-03,21.8997
2022-10-04,22.0411
2022-10-05,22.0639
2022-10-06,21.9156
2022-10-07,21.8905
2022-10-08,21.8905
2022-10-09,21.8905
2022-10-10,21.9042
2022-10-11,21.8472
2022-10-12,21.9088
2022-10-13,21.9316
2022-10-14,21.8039
2022-10-15,21.8039
2022-10-16,21.8039
2022-10-17,21.886
2022-10-18,21.8997
2022-10-19,21.9407
2022-10-20,21.8244
2022-10-21,21.886
2022-10-22,21.886
2022-10-23,21.886
2022-10-24,21.9613
2022-10-25,21.9658
2022-10-26,21.8586
2022-10-27,21.8586
2022-10-28,21.9476
2022-10-29,21.9476
2022-10-30,21.9476
2022-10-31,21.9772
2022-11-01,22.016
2022-11-02,22.0206
2022-11-03,22.0297
2022-11-04,22.0799
2022-11-05,22.0799
2022-11-06,22.0799
2022-11-07,22.0434
2022-11-08,22.1118
2022-11-09,22.1506
2022-11-10,22.1643
2022-11-11,22.1734
2022-11-12,22.1734
2022-11-13,22.1734
2022-11-14,22.1552
2022-11-15,22.3034
2022-11-16,22.2852
2022-11-17,22.3194
2022-11-18,22.3947
2022-11-19,22.3947
2022-11-20,22.3947
2022-11-21,22.4129
2022-11-22,22.4243
2022-11-23,22.4517
2022-11-24,22.4517
2022-11-25,22.4996
2022-11-26,22.4996
2022-11-27,22.4996
2022-11-28,22.4905
2022-11-29,22.4973
2022-11-30,22.5544
2022-12-01,22.4745
2022-12-02,22.5156
2022-12-03,22.5156
2022-12-04,22.5156
2022-12-05,22.5065
2022-12-06,22.5544
2022-12-07,22.5498
2022-12-08,22.5475
2022-12-09,22.5316
2022-12-10,22.5316
2022-12-11,22.5316
2022-12-12,22.5658
2022-12-13,22.5316
2022-12-14,22.5498
2022-12-15,22.5544
2022-12-16,22.5566
2022-12-17,22.5566
2022-12-18,22.5566
2022-12-19,22.527
2022-12-20,22.5133
2022-12-21,22.5133
2022-12-22,22.4631
2022-12-23,22.4951
2022-12-24,22.4951
2022-12-25,22.4951
2022-12-26,22.4951
2022-12-27,22.5133
2022-12-28,22.5316
2022-12-29,22.5658
2022-12-30,21.9456
2022-12-31,21.9456
2023-01-01,21.9456
2023-01-02,21.9456
2023-01-03,21.9914
2023-01-04,21.9936
2023-01-05,21.9718
2023-01-06,21.9958
2023-01-07,21.9958
2023-01-08,21.9958
2023-01-09,22.0023
2023-01-10,21.998
2023-01-11,22.0023
2023-01-12,22.0154
2023-01-13,22.0307
2023-01-14,22.0307
2023-01-15,22.0307
2023-01-16,22.0307
2023-01-17,22.0939
2023-01-18,22.0481
2023-01-19,22.0764
2023-01-20,22.1026
2023-01-21,22.1026
2023-01-22,22.1026
2023-01-23,22.1004
2023-01-24,22.0568
2023-01-25,22.0525
2023-01-26,22.0612
2023-01-27,22.0546
2023-01-28,22.0546
2023-01-29,22.0546
2023-01-30,22.0285
2023-01-31,22.0961
2023-02-01,22.0459
2023-02-02,22.0001
2023-02-03,21.9958
2023-02-04,21.9958
2023-02-05,21.9958
2023-02-06,22.0263
2023-02-07,22.0023
2023-02-08,22.0241
2023-02-09,22.0219
2023-02-10,22.0437
2023-02-11,22.0437
2023-02-12,22.0437
2023-02-13,22.0939
2023-02-14,22.0568
2023-02-15,22.0503
2023-02-16,22.0263
2023-02-17,22.0416
2023-02-18,22.0416
2023-02-19,22.0416
2023-02-20,22.0416
2023-02-21,22.0503
2023-02-22,22.0873
2023-02-23,22.0459
2023-02-24,22.0503
2023-02-25,22.0503
2023-02-26,22.0503
2023-02-27,22.0176
2023-02-28,21.9914
2023-03-01,21.9195
2023-03-02,21.9783
2023-03-03,21.974
2023-03-04,21.974
2023-03-05,21.974
2023-03-06,22.0089
2023-03-07,21.9478
2023-03-08,22.0263
2023-03-09,22.011
2023-03-10,21.9914
2023-03-11,21.9914
2023-03-12,21.9914
2023-03-13,21.9522
2023-03-14,21.9805
2023-03-15,21.9762
2023-03-16,21.9718
2023-03-17,21.9173
2023-03-18,21.9173
