,SCL US Equity
2023-03-18,12.4887
2023-03-19,12.4887
2023-03-20,12.686
2023-03-21,12.8549
2023-03-22,12.6666
2023-03-23,12.6784
2023-03-24,12.9668
2023-03-25,12.9668
2023-03-26,12.9668
2023-03-27,13.0399
2023-03-28,13.1497
2023-03-29,13.2293
2023-03-30,13.1669
2023-03-31,17.8702
2023-04-01,17.8702
2023-04-02,17.8702
2023-04-03,17.8513
2023-04-04,17.6188
2023-04-05,17.6404
2023-04-06,17.5823
2023-04-07,17.5823
2023-04-08,17.5823
2023-04-09,17.5823
2023-04-10,17.7621
2023-04-11,17.6188
2023-04-12,17.4769
2023-04-13,17.5323
2023-04-14,17.4215
2023-04-15,17.4215
2023-04-16,17.4215
2023-04-17,17.4634
2023-04-18,17.3891
2023-04-19,17.4188
2023-04-20,17.339
2023-04-21,17.2688
2023-04-22,17.2688
2023-04-23,17.2688
2023-04-24,17.3701
2023-04-25,16.1781
2023-04-26,16.0064
2023-04-27,16.3322
2023-04-28,16.4065
2023-04-29,16.4065
2023-04-30,16.4065
2023-05-01,16.12
2023-05-02,16.1037
2023-05-03,16.1308
2023-05-04,16.2038
2023-05-05,16.3988
2023-05-06,16.3988
2023-05-07,16.3988
2023-05-08,16.2783
2023-05-09,16.0062
2023-05-10,16.1416
2023-05-11,16.1104
2023-05-12,16.1348
2023-05-13,16.1348
2023-05-14,16.1348
2023-05-15,16.2553
2023-05-16,16.0752
2023-05-17,16.2214
2023-05-18,16.2823
2023-05-19,16.2918
2023-05-20,16.2918
2023-05-21,16.2918
2023-05-22,16.6505
2023-05-23,17.081
2023-05-24,17.039
2023-05-25,16.6099
2023-05-26,16.6208
2023-05-27,16.6208
2023-05-28,16.6208
2023-05-29,16.6208
2023-05-30,16.568
2023-05-31,16.392
2023-06-01,16.4813
2023-06-02,17.2015
2023-06-03,17.2015
2023-06-04,17.2015
2023-06-05,16.8915
2023-06-06,17.1649
2023-06-07,17.5331
2023-06-08,17.4018
2023-06-09,17.2367
2023-06-10,17.2367
2023-06-11,17.2367
2023-06-12,16.8901
2023-06-13,16.9781
2023-06-14,16.8157
2023-06-15,17.0593
2023-06-16,17.035
2023-06-17,17.035
2023-06-18,17.035
2023-06-19,17.035
2023-06-20,16.6844
2023-06-21,16.6086
2023-06-22,16.4109
2023-06-23,16.4218
2023-06-24,16.4218
2023-06-25,16.4218
2023-06-26,16.4935
2023-06-27,16.4177
2023-06-28,16.6086
2023-06-29,16.8617
2023-06-30,26.1646
2023-07-01,26.1646
2023-07-02,26.1646
2023-07-03,26.1454
2023-07-04,26.1454
2023-07-05,25.4893
2023-07-06,25.2897
2023-07-07,25.192
2023-07-08,25.192
2023-07-09,25.192
2023-07-10,25.0222
2023-07-11,25.2451
2023-07-12,25.5785
2023-07-13,25.7101
2023-07-14,25.5827
2023-07-15,25.5827
2023-07-16,25.5827
2023-07-17,25.6273
2023-07-18,26.3047
2023-07-19,26.3429
2023-07-20,26.4045
2023-07-21,26.2389
2023-07-22,26.2389
2023-07-23,26.2389
2023-07-24,26.1476
2023-07-25,26.3387
2023-07-26,25.6762
2023-07-27,25.5551
2023-07-28,25.8418
2023-07-29,25.8418
2023-07-30,25.8418
2023-07-31,26.2198
2023-08-01,25.9734
2023-08-02,25.8503
2023-08-03,25.77
2023-08-04,25.7657
2023-08-05,25.7657
2023-08-06,25.7657
2023-08-07,25.9973
2023-08-08,25.7572
2023-08-09,25.651
2023-08-10,25.6722
2023-08-11,25.4704
2023-08-12,25.4704
2023-08-13,25.4704
2023-08-14,25.224
2023-08-15,24.6887
2023-08-16,24.5633
2023-08-17,24.5336
2023-08-18,24.4932
2023-08-19,24.4932
2023-08-20,24.4932
2023-08-21,24.2829
2023-08-22,24.1385
2023-08-23,24.0216
2023-08-24,24.1831
2023-08-25,24.2808
2023-08-26,24.2808
2023-08-27,24.2808
2023-08-28,24.336
2023-08-29,24.4593
2023-08-30,24.5379
2023-08-31,24.4125
2023-09-01,24.4019
2023-09-02,24.4019
2023-09-03,24.4019
2023-09-04,24.4019
2023-09-05,23.344
2023-09-06,22.8979
2023-09-07,22.677
2023-09-08,22.3689
2023-09-09,22.3689
2023-09-10,22.3689
2023-09-11,22.6111
2023-09-12,22.4518
2023-09-13,22.7641
2023-09-14,23.0551
2023-09-15,23.242
2023-09-16,23.242
2023-09-17,23.242
2023-09-18,22.7407
2023-09-19,22.643
2023-09-20,22.4242
2023-09-21,22.0163
2023-09-22,21.6828
2023-09-23,21.6828
2023-09-24,21.6828
2023-09-25,21.8209
2023-09-26,21.4576
2023-09-27,21.6297
2023-09-28,21.7168
2023-09-29,32.6225
2023-09-30,32.6225
2023-10-01,32.6225
2023-10-02,31.4774
2023-10-03,31.1138
2023-10-04,31.1999
2023-10-05,31.0787
2023-10-06,30.8267
2023-10-07,30.8267
2023-10-08,30.8267
2023-10-09,30.3833
2023-10-10,30.4663
2023-10-11,29.9878
2023-10-12,29.3435
2023-10-13,29.015
2023-10-14,29.015
2023-10-15,29.015
2023-10-16,29.8985
2023-10-17,30.4025
2023-10-18,31.7421
2023-10-19,32.1185
2023-10-20,32.8202
2023-10-21,32.8202
2023-10-22,32.8202
2023-10-23,32.3865
2023-10-24,32.3195
2023-10-25,32.1696
2023-10-26,32.2971
2023-10-27,32.4917
2023-10-28,32.4917
2023-10-29,32.4917
2023-10-30,33.0946
2023-10-31,32.5683
2023-11-01,32.3354
2023-11-02,32.6941
2023-11-03,33.5112
2023-11-04,33.5112
2023-11-05,33.5112
2023-11-06,33.7634
2023-11-07,33.2686
2023-11-08,32.9909
2023-11-09,32.2089
2023-11-10,32.5185
2023-11-11,32.5185
2023-11-12,32.5185
2023-11-13,32.7611
2023-11-14,34.1624
2023-11-15,34.3156
2023-11-16,34.3028
2023-11-17,34.472
2023-11-18,34.472
2023-11-19,34.472
2023-11-20,34.788
2023-11-21,34.5007
2023-11-22,34.7721
2023-11-23,34.7721
2023-11-24,34.8551
2023-11-25,34.8551
2023-11-26,34.8551
2023-11-27,34.8966
2023-11-28,34.9732
2023-11-29,35.1455
2023-11-30,35.0657
2023-12-01,35.2604
2023-12-02,35.2604
2023-12-03,35.2604
2023-12-04,36.1861
2023-12-05,36.2372
2023-12-06,36.0712
2023-12-07,37.2267
2023-12-08,36.8947
2023-12-09,36.8947
2023-12-10,36.8947
2023-12-11,36.5947
2023-12-12,36.4127
2023-12-13,37.5778
2023-12-14,38.5003
2023-12-15,38.0662
2023-12-16,38.0662
2023-12-17,38.0662
2023-12-18,37.6384
2023-12-19,38.4588
2023-12-20,38.1811
2023-12-21,38.5769
2023-12-22,39.2632
2023-12-23,39.2632
2023-12-24,39.2632
2023-12-25,39.2632
2023-12-26,39.0908
2023-12-27,38.8259
2023-12-28,38.9887
2023-12-29,46.0168
2023-12-30,46.0168
2023-12-31,46.0168
2024-01-01,46.0168
2024-01-02,45.5932
2024-01-03,44.4026
2024-01-04,44.6507
2024-01-05,44.2462
2024-01-06,44.2462
2024-01-07,44.2462
2024-01-08,44.3187
2024-01-09,43.8607
2024-01-10,43.8493
2024-01-11,43.7997
2024-01-12,44.1546
2024-01-13,44.1546
2024-01-14,44.1546
2024-01-15,44.1546
2024-01-16,43.6012
2024-01-17,43.6966
2024-01-18,44.1355
2024-01-19,44.5171
2024-01-20,44.5171
2024-01-21,44.5171
2024-01-22,45.4139
2024-01-23,45.3528
2024-01-24,44.7537
2024-01-25,44.8148
2024-01-26,44.7346
2024-01-27,44.7346
2024-01-28,44.7346
2024-01-29,45.3719
2024-01-30,45.2574
2024-01-31,44.0019
2024-02-01,44.3721
2024-02-02,44.6812
2024-02-03,44.6812
2024-02-04,44.6812
2024-02-05,43.7005
2024-02-06,44.105
2024-02-07,44.0172
2024-02-08,44.2843
2024-02-09,44.3721
2024-02-10,44.3721
2024-02-11,44.3721
2024-02-12,45.2002
2024-02-13,43.5974
2024-02-14,44.0706
2024-02-15,45.5589
2024-02-16,45.4673
2024-02-17,45.4673
2024-02-18,45.4673
2024-02-19,45.4673
2024-02-20,44.6354
2024-02-21,44.5705
2024-02-22,45.059
2024-02-23,44.6659
2024-02-24,44.6659
2024-02-25,44.6659
2024-02-26,44.2805
2024-02-27,44.2958
2024-02-28,43.8035
2024-02-29,43.9966
2024-03-01,43.5154
2024-03-02,43.5154
2024-03-03,43.5154
2024-03-04,43.2672
2024-03-05,43.019
2024-03-06,43.0419
2024-03-07,43.504
2024-03-08,43.3818
2024-03-09,43.3818
2024-03-10,43.3818
2024-03-11,43.8247
2024-03-12,42.9885
2024-03-13,43.3589
2024-03-14,42.7823
2024-03-15,43.271
2024-03-16,43.271
2024-03-17,43.271
2024-03-18,42.6754
2024-03-19,43.0839
2024-03-20,44.0157
2024-03-21,44.3631
2024-03-22,43.7064
2024-03-23,43.7064
2024-03-24,43.7064
2024-03-25,43.5383
2024-03-26,43.536
2024-03-27,44.3025
2024-03-28,44.4443
2024-03-29,44.4443
2024-03-30,44.4443
2024-03-31,44.4443
2024-04-01,43.8196
2024-04-02,43.2715
2024-04-03,43.7199
2024-04-04,43.4402
2024-04-05,43.2984
2024-04-06,43.2984
2024-04-07,43.2984
2024-04-08,43.4938
