,FDS US Equity
2020-07-23,29.38
2020-07-24,29.3669
2020-07-25,29.3669
2020-07-26,29.3669
2020-07-27,29.4849
2020-07-28,28.9425
2020-07-29,29.3202
2020-07-30,29.185
2020-07-31,29.2325
2020-08-01,29.2325
2020-08-02,29.2325
2020-08-03,29.4382
2020-08-04,29.3137
2020-08-05,29.5406
2020-08-06,29.8118
2020-08-07,30.0125
2020-08-08,30.0125
2020-08-09,30.0125
2020-08-10,30.0485
2020-08-11,30.0076
2020-08-12,30.3681
2020-08-13,30.024
2020-08-14,29.9117
2020-08-15,29.9117
2020-08-16,29.9117
2020-08-17,29.9887
2020-08-18,30.4213
2020-08-19,30.4303
2020-08-20,30.0469
2020-08-21,30.0354
2020-08-22,30.0354
2020-08-23,30.0354
2020-08-24,30.1395
2020-08-25,30.0272
2020-08-26,30.024
2020-08-27,29.8577
2020-08-28,29.7749
2020-08-29,29.7749
2020-08-30,29.7749
2020-08-31,30.1075
2020-09-01,30.1648
2020-09-02,30.4149
2020-09-03,29.1627
2020-09-04,28.5976
2020-09-05,28.5976
2020-09-06,28.5976
2020-09-07,28.5976
2020-09-08,27.7664
2020-09-09,28.6145
2020-09-10,27.9728
2020-09-11,28.1403
2020-09-12,28.1403
2020-09-13,28.1403
2020-09-14,28.6776
2020-09-15,28.9227
2020-09-16,28.7366
2020-09-17,28.6456
2020-09-18,28.9286
2020-09-19,28.9286
2020-09-20,28.9286
2020-09-21,28.9656
2020-09-22,29.1307
2020-09-23,28.4502
2020-09-24,28.7568
2020-09-25,28.2549
2020-09-26,28.2549
2020-09-27,28.2549
2020-09-28,28.6667
2020-09-29,28.7231
2020-09-30,28.8006
2020-10-01,28.2212
2020-10-02,27.8608
2020-10-03,27.8608
2020-10-04,27.8608
2020-10-05,27.8128
2020-10-06,27.6965
2020-10-07,28.0005
2020-10-08,28.2717
2020-10-09,28.1766
2020-10-10,28.1766
2020-10-11,28.1766
2020-10-12,28.3526
2020-10-13,28.857
2020-10-14,28.8309
2020-10-15,29.0414
2020-10-16,29.1947
2020-10-17,29.1947
2020-10-18,29.1947
2020-10-19,28.7206
2020-10-20,28.6675
2020-10-21,28.6254
2020-10-22,28.2187
2020-10-23,28.2616
2020-10-24,28.2616
2020-10-25,28.2616
2020-10-26,27.7386
2020-10-27,27.4549
2020-10-28,26.8089
2020-10-29,26.7253
2020-10-30,26.4095
2020-10-31,26.4095
2020-11-01,26.4095
2020-11-02,26.8036
2020-11-03,27.5026
2020-11-04,28.2099
2020-11-05,28.6385
2020-11-06,28.8794
2020-11-07,28.8794
2020-11-08,28.8794
2020-11-09,27.2693
2020-11-10,27.8074
2020-11-11,28.8221
2020-11-12,27.9472
2020-11-13,28.2419
2020-11-14,28.2419
2020-11-15,28.2419
2020-11-16,28.3842
2020-11-17,27.82
2020-11-18,27.2988
2020-11-19,27.3746
2020-11-20,27.6769
2020-11-21,27.6769
2020-11-22,27.6769
2020-11-23,27.452
2020-11-24,27.5362
2020-11-25,27.7383
2020-11-26,27.7383
2020-11-27,27.7779
2020-11-28,27.7779
2020-11-29,27.7779
2020-11-30,29.0233
2020-12-01,29.7423
2020-12-02,29.2262
2020-12-03,30.1108
2020-12-04,30.4877
2020-12-05,30.4877
2020-12-06,30.4877
2020-12-07,30.5472
2020-12-08,30.2806
2020-12-09,30.042
2020-12-10,30.2908
2020-12-11,30.5268
2020-12-12,30.5268
2020-12-13,30.5268
2020-12-14,29.9682
2020-12-15,30.2314
2020-12-16,30.0098
2020-12-17,29.997
2020-12-18,30.1499
2020-12-19,30.1499
2020-12-20,30.1499
2020-12-21,28.929
2020-12-22,28.789
2020-12-23,28.2864
2020-12-24,28.4859
2020-12-25,28.4859
2020-12-26,28.4859
2020-12-27,28.4859
2020-12-28,28.7058
2020-12-29,28.4774
2020-12-30,28.5665
2020-12-31,28.9163
2021-01-01,28.9163
2021-01-02,28.9163
2021-01-03,28.9163
2021-01-04,28.7541
2021-01-05,28.6684
2021-01-06,28.8835
2021-01-07,29.0677
2021-01-08,29.0719
2021-01-09,29.0719
2021-01-10,29.0719
2021-01-11,28.8852
2021-01-12,29.156
2021-01-13,28.7783
2021-01-14,27.8999
2021-01-15,27.6928
2021-01-16,27.6928
2021-01-17,27.6928
2021-01-18,27.6928
2021-01-19,27.7904
2021-01-20,28.4779
2021-01-21,28.2462
2021-01-22,27.8651
2021-01-23,27.8651
2021-01-24,27.8651
2021-01-25,27.6351
2021-01-26,27.1582
2021-01-27,27.2252
2021-01-28,26.8942
2021-01-29,26.3468
2021-01-30,26.3468
2021-01-31,26.3468
2021-02-01,27.1887
2021-02-02,27.6504
2021-02-03,27.451
2021-02-04,27.4926
2021-02-05,27.6733
2021-02-06,27.6733
2021-02-07,27.6733
2021-02-08,27.9262
2021-02-09,27.3024
2021-02-10,26.9469
2021-02-11,27.6029
2021-02-12,27.5061
2021-02-13,27.5061
2021-02-14,27.5061
2021-02-15,27.5061
2021-02-16,27.2176
2021-02-17,27.4247
2021-02-18,27.7183
2021-02-19,27.3092
2021-02-20,27.3092
2021-02-21,27.3092
2021-02-22,26.4767
2021-02-23,26.385
2021-02-24,26.228
2021-02-25,25.6687
2021-02-26,25.8109
2021-02-27,25.8109
2021-02-28,25.8109
2021-03-01,26.4146
2021-03-02,26.393
2021-03-03,26.2228
2021-03-04,25.9089
2021-03-05,26.6695
2021-03-06,26.6695
2021-03-07,26.6695
2021-03-08,26.8065
2021-03-09,26.5234
2021-03-10,26.5068
2021-03-11,26.5441
2021-03-12,26.3913
2021-03-13,26.3913
2021-03-14,26.3913
2021-03-15,27.0241
2021-03-16,26.961
2021-03-17,26.8397
2021-03-18,26.3249
2021-03-19,26.4362
2021-03-20,26.4362
2021-03-21,26.4362
2021-03-22,26.6803
2021-03-23,27.1802
2021-03-24,27.259
2021-03-25,27.2441
2021-03-26,27.6136
2021-03-27,27.6136
2021-03-28,27.6136
2021-03-29,27.4749
2021-03-30,26.4279
2021-03-31,26.1995
2021-04-01,26.8987
2021-04-02,26.8987
2021-04-03,26.8987
2021-04-04,26.8987
2021-04-05,27.104
2021-04-06,26.9079
2021-04-07,26.1779
2021-04-08,26.2425
2021-04-09,26.1589
2021-04-10,26.1589
2021-04-11,26.1589
2021-04-12,26.3352
2021-04-13,26.3468
2021-04-14,26.1697
2021-04-15,26.6364
2021-04-16,26.9981
2021-04-17,26.9981
2021-04-18,26.9981
2021-04-19,26.8383
2021-04-20,26.9633
2021-04-21,27.2033
2021-04-22,27.3721
2021-04-23,29.3012
2021-04-24,29.3012
2021-04-25,29.3012
2021-04-26,28.4579
2021-04-27,28.8924
2021-04-28,28.4157
2021-04-29,28.8188
2021-04-30,28.4008
2021-05-01,28.4008
2021-05-02,28.4008
2021-05-03,28.8841
2021-05-04,29.1771
2021-05-05,28.4281
2021-05-06,28.5531
2021-05-07,28.4695
2021-05-08,28.4695
2021-05-09,28.4695
2021-05-10,28.309
2021-05-11,28.04
2021-05-12,27.5972
2021-05-13,27.7644
2021-05-14,27.9614
2021-05-15,27.9614
2021-05-16,27.9614
2021-05-17,27.5989
2021-05-18,27.2008
2021-05-19,27.2571
2021-05-20,27.6634
2021-05-21,27.733
2021-05-22,27.733
2021-05-23,27.733
2021-05-24,27.7983
2021-05-25,27.8637
2021-05-26,28.011
2021-05-27,28.0731
2021-05-28,28.3577
2021-05-29,28.3577
2021-05-30,28.3577
2021-05-31,28.3577
2021-06-01,27.502
2021-06-02,27.7842
2021-06-03,27.5746
2021-06-04,27.6114
2021-06-05,27.6114
2021-06-06,27.6114
2021-06-07,27.4219
2021-06-08,27.4428
2021-06-09,27.3075
2021-06-10,27.5296
2021-06-11,27.8601
2021-06-12,27.8601
2021-06-13,27.8601
2021-06-14,27.8267
2021-06-15,27.8251
2021-06-16,27.699
2021-06-17,27.8752
2021-06-18,27.6047
2021-06-19,27.6047
2021-06-20,27.6047
2021-06-21,27.9662
2021-06-22,28.0597
2021-06-23,27.8702
2021-06-24,28.0463
2021-06-25,28.1673
2021-06-26,28.1673
2021-06-27,28.1673
2021-06-28,28.5805
2021-06-29,28.5037
2021-06-30,28.462
2021-07-01,28.4804
2021-07-02,28.6466
2021-07-03,28.6466
2021-07-04,28.6466
2021-07-05,28.6466
2021-07-06,28.8582
2021-07-07,28.7399
2021-07-08,28.8441
2021-07-09,29.0407
2021-07-10,29.0407
2021-07-11,29.0407
2021-07-12,28.7358
2021-07-13,28.3992
2021-07-14,28.4167
2021-07-15,28.6774
2021-07-16,28.8724
2021-07-17,28.8724
2021-07-18,28.8724
2021-07-19,28.5391
2021-07-20,28.7683
2021-07-21,28.8149
2021-07-22,28.8432
2021-07-23,29.2098
2021-07-24,29.2098
2021-07-25,29.2098
2021-07-26,29.0032
2021-07-27,29.1149
2021-07-28,29.2198
2021-07-29,29.5406
2021-07-30,30.2138
2021-07-31,30.2138
2021-08-01,30.2138
2021-08-02,30.3755
2021-08-03,30.2721
2021-08-04,30.3396
2021-08-05,30.3563
2021-08-06,30.6229
2021-08-07,30.6229
2021-08-08,30.6229
2021-08-09,30.6579
2021-08-10,30.6071
2021-08-11,30.802
2021-08-12,30.6721
2021-08-13,31.117
2021-08-14,31.117
2021-08-15,31.117
2021-08-16,31.6019
2021-08-17,31.6544
2021-08-18,30.5379
2021-08-19,30.8704
2021-08-20,31.1886
2021-08-21,31.1886
2021-08-22,31.1886
2021-08-23,30.9912
2021-08-24,31.077
2021-08-25,31.7735
2021-08-26,31.6077
2021-08-27,31.8218
2021-08-28,31.8218
2021-08-29,31.8218
2021-08-30,32.1134
2021-08-31,30.615
2021-09-01,31.0629
2021-09-02,31.1482
2021-09-03,31.0685
2021-09-04,31.0685
2021-09-05,31.0685
2021-09-06,31.0685
2021-09-07,30.7896
2021-09-08,30.9832
2021-09-09,30.882
2021-09-10,30.9171
2021-09-11,30.9171
2021-09-12,30.9171
2021-09-13,30.8031
2021-09-14,30.8964
2021-09-15,30.898
2021-09-16,30.7713
2021-09-17,30.458
2021-09-18,30.458
2021-09-19,30.458
2021-09-20,30.16
2021-09-21,29.889
2021-09-22,30.1536
2021-09-23,30.0795
2021-09-24,30.0221
2021-09-25,30.0221
2021-09-26,30.0221
2021-09-27,29.7304
2021-09-28,30.8597
2021-09-29,31.7539
2021-09-30,31.7754
2021-10-01,31.7236
2021-10-02,31.7236
2021-10-03,31.7236
2021-10-04,31.9213
2021-10-05,31.9316
2021-10-06,31.7786
2021-10-07,32.3237
2021-10-08,32.2815
2021-10-09,32.2815
2021-10-10,32.2815
2021-10-11,32.6019
2021-10-12,33.057
2021-10-13,32.9669
2021-10-14,33.3598
2021-10-15,33.3781
2021-10-16,33.3781
2021-10-17,33.3781
2021-10-18,33.4507
2021-10-19,33.9727
2021-10-20,33.8906
2021-10-21,34.3425
2021-10-22,34.5333
2021-10-23,34.5333
2021-10-24,34.5333
2021-10-25,34.6762
2021-10-26,34.8819
2021-10-27,34.6039
2021-10-28,35.1542
2021-10-29,35.5606
2021-10-30,35.5606
2021-10-31,35.5606
2021-11-01,34.8403
2021-11-02,34.9324
2021-11-03,35.2699
2021-11-04,35.5336
2021-11-05,35.7996
2021-11-06,35.7996
2021-11-07,35.7996
2021-11-08,35.8845
2021-11-09,35.7106
2021-11-10,35.933
2021-11-11,36.5857
2021-11-12,36.5754
2021-11-13,36.5754
2021-11-14,36.5754
2021-11-15,37.0756
2021-11-16,36.9113
2021-11-17,36.9335
2021-11-18,36.9716
2021-11-19,36.9351
2021-11-20,36.9351
2021-11-21,36.9351
2021-11-22,36.5047
2021-11-23,37.2376
2021-11-24,37.56
2021-11-25,37.56
2021-11-26,36.7199
2021-11-27,36.7199
2021-11-28,36.7199
2021-11-29,37.5886
2021-11-30,36.4065
2021-12-01,35.9634
2021-12-02,36.5506
2021-12-03,36.2377
2021-12-04,36.2377
2021-12-05,36.2377
2021-12-06,35.7284
2021-12-07,36.2724
2021-12-08,36.8619
2021-12-09,35.9519
2021-12-10,36.2138
2021-12-11,36.2138
2021-12-12,36.2138
2021-12-13,36.2501
2021-12-14,35.8917
2021-12-15,36.4658
2021-12-16,36.6246
2021-12-17,36.7571
2021-12-18,36.7571
2021-12-19,36.7571
2021-12-20,36.5914
2021-12-21,36.8889
2021-12-22,37.0892
2021-12-23,37.2495
2021-12-24,37.2495
2021-12-25,37.2495
2021-12-26,37.2495
2021-12-27,37.7203
2021-12-28,37.8829
2021-12-29,37.9692
2021-12-30,37.6525
2021-12-31,37.7503
2022-01-01,37.7503
2022-01-02,37.7503
2022-01-03,37.1316
2022-01-04,36.8562
2022-01-05,35.2182
2022-01-06,35.0743
2022-01-07,34.4893
2022-01-08,34.4893
2022-01-09,34.4893
2022-01-10,34.5698
2022-01-11,34.6936
2022-01-12,34.9458
2022-01-13,33.8874
2022-01-14,33.3473
2022-01-15,33.3473
2022-01-16,33.3473
2022-01-17,33.3473
2022-01-18,33.4711
2022-01-19,33.5322
2022-01-20,33.2305
2022-01-21,32.8065
2022-01-22,32.8065
2022-01-23,32.8065
2022-01-24,32.873
2022-01-25,32.3708
2022-01-26,31.7805
2022-01-27,31.7789
2022-01-28,32.1906
2022-01-29,32.1906
2022-01-30,32.1906
2022-01-31,32.9434
2022-02-01,32.9001
2022-02-02,33.4703
2022-02-03,32.7353
2022-02-04,32.8188
2022-02-05,32.8188
2022-02-06,32.8188
2022-02-07,32.6053
2022-02-08,32.7554
2022-02-09,32.6107
2022-02-10,31.8811
2022-02-11,31.796
2022-02-12,31.796
2022-02-13,31.796
2022-02-14,31.252
2022-02-15,31.8687
2022-02-16,32.2029
2022-02-17,31.6892
2022-02-18,31.4826
2022-02-19,31.4826
2022-02-20,31.4826
2022-02-21,31.4826
2022-02-22,31.5708
2022-02-23,30.7855
2022-02-24,30.6942
2022-02-25,31.7704
2022-02-26,31.7704
2022-02-27,31.7704
2022-02-28,31.0456
2022-03-01,31.4858
2022-03-02,31.9543
2022-03-03,31.4698
2022-03-04,31.5766
2022-03-05,31.5766
2022-03-06,31.5766
2022-03-07,31.5606
2022-03-08,31.128
2022-03-09,31.7223
2022-03-10,31.115
2022-03-11,31.1753
2022-03-12,31.1753
2022-03-13,31.1753
2022-03-14,31.2119
2022-03-15,31.8337
2022-03-16,32.0497
2022-03-17,32.6516
2022-03-18,33.5679
2022-03-19,33.5679
2022-03-20,33.5679
2022-03-21,33.4436
2022-03-22,33.3131
2022-03-23,32.6326
2022-03-24,32.0603
2022-03-25,31.6628
2022-03-26,31.6628
2022-03-27,31.6628
2022-03-28,32.9721
2022-03-29,33.4306
2022-03-30,33.6252
2022-03-31,33.1865
2022-04-01,32.8027
2022-04-02,32.8027
2022-04-03,32.8027
2022-04-04,33.1986
2022-04-05,33.7815
2022-04-06,33.9223
2022-04-07,34.0707
2022-04-08,33.8603
2022-04-09,33.8603
2022-04-10,33.8603
2022-04-11,33.1198
2022-04-12,32.6195
2022-04-13,32.7549
2022-04-14,32.2348
2022-04-15,32.2348
2022-04-16,32.2348
2022-04-17,32.2348
2022-04-18,32.3617
2022-04-19,33.2996
2022-04-20,33.9812
2022-04-21,33.5995
2022-04-22,32.7442
2022-04-23,32.7442
2022-04-24,32.7442
2022-04-25,32.8827
2022-04-26,31.9517
2022-04-27,31.925
2022-04-28,32.143
2022-04-29,30.9282
2022-04-30,30.9282
2022-05-01,30.9282
2022-05-02,30.2642
2022-05-03,30.6008
2022-05-04,30.6115
2022-05-05,29.334
2022-05-06,28.9913
2022-05-07,28.9913
2022-05-08,28.9913
2022-05-09,27.8951
2022-05-10,28.146
2022-05-11,28.0443
2022-05-12,28.0924
2022-05-13,28.5048
2022-05-14,28.5048
2022-05-15,28.5048
2022-05-16,28.5537
2022-05-17,28.6845
2022-05-18,27.303
2022-05-19,27.6335
2022-05-20,27.9509
2022-05-21,27.9509
2022-05-22,27.9509
2022-05-23,28.5369
2022-05-24,28.4275
2022-05-25,28.4153
2022-05-26,29.0433
2022-05-27,29.744
2022-05-28,29.744
2022-05-29,29.744
2022-05-30,29.744
2022-05-31,34.293
2022-06-01,33.7187
2022-06-02,34.511
2022-06-03,34.0965
2022-06-04,34.0965
2022-06-05,34.0965
2022-06-06,33.9767
2022-06-07,34.2778
2022-06-08,33.868
2022-06-09,33.3201
2022-06-10,32.7881
2022-06-11,32.7881
2022-06-12,32.7881
2022-06-13,31.975
2022-06-14,31.8121
2022-06-15,32.2234
2022-06-16,31.6515
2022-06-17,31.7011
2022-06-18,31.7011
2022-06-19,31.7011
2022-06-20,31.7011
2022-06-21,32.4551
2022-06-22,32.5485
2022-06-23,34.8505
2022-06-24,35.1508
2022-06-25,35.1508
2022-06-26,35.1508
2022-06-27,35.0414
2022-06-28,33.8313
2022-06-29,34.3984
2022-06-30,34.5158
2022-07-01,35.354
2022-07-02,35.354
2022-07-03,35.354
2022-07-04,35.354
2022-07-05,35.4829
2022-07-06,35.9664
2022-07-07,35.9664
2022-07-08,35.9488
2022-07-09,35.9488
2022-07-10,35.9488
2022-07-11,36.1297
2022-07-12,35.282
2022-07-13,35.2475
2022-07-14,35.5349
2022-07-15,35.8167
2022-07-16,35.8167
2022-07-17,35.8167
2022-07-18,35.0858
2022-07-19,35.7919
2022-07-20,35.9015
2022-07-21,36.7028
2022-07-22,36.4611
2022-07-23,36.4611
2022-07-24,36.4611
2022-07-25,36.317
2022-07-26,36.2377
2022-07-27,36.5235
2022-07-28,37.5113
2022-07-29,38.1941
2022-07-30,38.1941
2022-07-31,38.1941
2022-08-01,37.6434
2022-08-02,37.4929
2022-08-03,37.617
2022-08-04,37.8019
2022-08-05,37.6842
2022-08-06,37.6842
2022-08-07,37.6842
2022-08-08,37.7034
2022-08-09,37.7194
2022-08-10,38.612
2022-08-11,38.4719
2022-08-12,39.1059
2022-08-13,39.1059
2022-08-14,39.1059
2022-08-15,39.5477
2022-08-16,39.6358
2022-08-17,40.0489
2022-08-18,40.1593
2022-08-19,39.5301
2022-08-20,39.5301
2022-08-21,39.5301
2022-08-22,39.3172
2022-08-23,38.9402
2022-08-24,39.1747
2022-08-25,40.0112
2022-08-26,39.4301
2022-08-27,39.4301
2022-08-28,39.4301
2022-08-29,39.1283
2022-08-30,38.8305
2022-08-31,37.2505
2022-09-01,37.7746
2022-09-02,37.0244
2022-09-03,37.0244
2022-09-04,37.0244
2022-09-05,37.0244
2022-09-06,37.4884
2022-09-07,38.1419
2022-09-08,38.4593
2022-09-09,38.8133
2022-09-10,38.8133
2022-09-11,38.8133
2022-09-12,39.1018
2022-09-13,38.3056
2022-09-14,38.4608
2022-09-15,38.29
2022-09-16,38.2393
2022-09-17,38.2393
2022-09-18,38.2393
2022-09-19,38.2737
2022-09-20,37.8978
2022-09-21,37.0251
2022-09-22,34.2411
2022-09-23,34.0789
2022-09-24,34.0789
2022-09-25,34.0789
2022-09-26,33.7475
2022-09-27,33.9588
2022-09-28,34.1093
2022-09-29,34.4057
2022-09-30,34.6591
2022-10-01,34.6591
2022-10-02,34.6591
2022-10-03,35.2838
2022-10-04,36.3904
2022-10-05,36.5066
2022-10-06,36.1517
2022-10-07,35.7181
2022-10-08,35.7181
2022-10-09,35.7181
2022-10-10,35.6472
2022-10-11,35.7977
2022-10-12,34.78
2022-10-13,35.3571
2022-10-14,34.2279
2022-10-15,34.2279
2022-10-16,34.2279
2022-10-17,35.1964
2022-10-18,35.375
2022-10-19,35.1263
2022-10-20,34.6139
2022-10-21,35.2869
2022-10-22,35.2869
2022-10-23,35.2869
2022-10-24,35.5277
2022-10-25,36.2384
2022-10-26,36.1125
2022-10-27,36.5645
2022-10-28,37.1094
2022-10-29,37.1094
2022-10-30,37.1094
2022-10-31,36.7255
2022-11-01,36.8014
2022-11-02,35.9417
2022-11-03,35.7273
2022-11-04,35.409
2022-11-05,35.409
2022-11-06,35.409
2022-11-07,35.8595
2022-11-08,36.5284
2022-11-09,36.1701
2022-11-10,37.586
2022-11-11,36.4095
2022-11-12,36.4095
2022-11-13,36.4095
2022-11-14,36.6715
2022-11-15,37.3232
2022-11-16,37.9928
2022-11-17,37.6189
2022-11-18,37.7026
2022-11-19,37.7026
2022-11-20,37.7026
2022-11-21,38.3941
2022-11-22,38.8048
2022-11-23,38.9519
2022-11-24,38.9519
2022-11-25,39.0958
2022-11-26,39.0958
2022-11-27,39.0958
2022-11-28,38.8431
2022-11-29,38.5904
2022-11-30,35.8271
2022-12-01,36.6001
2022-12-02,36.5283
2022-12-03,36.5283
2022-12-04,36.5283
2022-12-05,35.6707
2022-12-06,35.3194
2022-12-07,35.0449
2022-12-08,35.1167
2022-12-09,35.0058
2022-12-10,35.0058
2022-12-11,35.0058
2022-12-12,35.0165
2022-12-13,35.5192
2022-12-14,34.9745
2022-12-15,33.6775
2022-12-16,33.4869
2022-12-17,33.4869
2022-12-18,33.4869
2022-12-19,32.8839
2022-12-20,31.2753
2022-12-21,31.7887
2022-12-22,31.3621
2022-12-23,31.3294
2022-12-24,31.3294
2022-12-25,31.3294
2022-12-26,31.3294
2022-12-27,31.1523
2022-12-28,31.0791
2022-12-29,31.931
2022-12-30,31.5548
2022-12-31,31.5548
2023-01-01,31.5548
2023-01-02,31.5548
2023-01-03,31.8926
2023-01-04,32.0227
2023-01-05,31.1229
2023-01-06,31.9019
2023-01-07,31.9019
2023-01-08,31.9019
2023-01-09,31.9133
2023-01-10,32.246
2023-01-11,32.4988
2023-01-12,32.5744
2023-01-13,33.1085
2023-01-14,33.1085
2023-01-15,33.1085
2023-01-16,33.1085
2023-01-17,33.6325
2023-01-18,33.684
2023-01-19,33.1149
2023-01-20,33.2798
2023-01-21,33.2798
2023-01-22,33.2798
2023-01-23,33.3091
2023-01-24,32.9857
2023-01-25,32.5716
2023-01-26,33.0464
2023-01-27,33.3998
2023-01-28,33.3998
2023-01-29,33.3998
2023-01-30,33.0557
2023-01-31,33.2213
2023-02-01,33.479
2023-02-02,33.961
2023-02-03,33.5512
2023-02-04,33.5512
2023-02-05,33.5512
2023-02-06,33.5026
2023-02-07,34.0124
2023-02-08,33.8532
2023-02-09,33.5297
2023-02-10,33.6047
2023-02-11,33.6047
2023-02-12,33.6047
2023-02-13,34.0409
2023-02-14,33.7125
2023-02-15,34.1016
2023-02-16,33.5233
2023-02-17,33.8132
2023-02-18,33.8132
2023-02-19,33.8132
2023-02-20,33.8132
2023-02-21,33.1478
2023-02-22,33.1799
2023-02-23,33.474
2023-02-24,33.1106
2023-02-25,33.1106
2023-02-26,33.1106
2023-02-27,33.0057
2023-02-28,29.8343
2023-03-01,29.7171
2023-03-02,29.8402
2023-03-03,30.2719
2023-03-04,30.2719
2023-03-05,30.2719
2023-03-06,30.0824
2023-03-07,29.5118
2023-03-08,29.4059
2023-03-09,29.2736
2023-03-10,28.5891
2023-03-11,28.5891
2023-03-12,28.5891
2023-03-13,28.7102
2023-03-14,29.5052
2023-03-15,29.1854
2023-03-16,29.219
2023-03-17,29.2591
