,HES US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,43.4438
2020-01-02,43.8783
2020-01-03,44.8908
2020-01-04,44.8908
2020-01-05,44.8908
2020-01-06,45.3779
2020-01-07,45.4161
2020-01-08,44.2604
2020-01-09,44.5326
2020-01-10,44.2556
2020-01-11,44.2556
2020-01-12,44.2556
2020-01-13,44.6329
2020-01-14,44.9959
2020-01-15,45.0054
2020-01-16,45.1153
2020-01-17,44.9195
2020-01-18,44.9195
2020-01-19,44.9195
2020-01-20,44.9195
2020-01-21,44.2461
2020-01-22,43.63
2020-01-23,43.31
2020-01-24,42.2976
2020-01-25,42.2976
2020-01-26,42.2976
2020-01-27,41.2183
2020-01-28,41.2039
2020-01-29,39.1504
2020-01-30,39.5038
2020-01-31,38.5534
2020-02-01,38.5534
2020-02-02,38.5534
2020-02-03,38.4865
2020-02-04,39.0787
2020-02-05,39.862
2020-02-06,38.7731
2020-02-07,38.0185
2020-02-08,38.0185
2020-02-09,38.0185
2020-02-10,37.7797
2020-02-11,38.3576
2020-02-12,39.6041
2020-02-13,40.1867
2020-02-14,40.3539
2020-02-15,40.3539
2020-02-16,40.3539
2020-02-17,40.3539
2020-02-18,40.7359
2020-02-19,41.8964
2020-02-20,42.4972
2020-02-21,42.3537
2020-02-22,42.3537
2020-02-23,42.3537
2020-02-24,40.3445
2020-02-25,38.9907
2020-02-26,38.2684
2020-02-27,37.857
2020-02-28,38.4119
2020-02-29,38.4119
2020-03-01,38.4119
2020-03-02,38.8951
2020-03-03,39.139
2020-03-04,38.8042
2020-03-05,37.5987
2020-03-06,35.3216
2020-03-07,35.3216
2020-03-08,35.3216
2020-03-09,27.3137
2020-03-10,30.5188
2020-03-11,29.0885
2020-03-12,27.2467
2020-03-13,28.2418
2020-03-14,28.2418
2020-03-15,28.2418
2020-03-16,26.3905
2020-03-17,26.1848
2020-03-18,25.9552
2020-03-19,26.4287
2020-03-20,26.2183
2020-03-21,26.2183
2020-03-22,26.2183
2020-03-23,25.3668
2020-03-24,28.0504
2020-03-25,28.1557
2020-03-26,29.0837
2020-03-27,27.816
2020-03-28,27.816
2020-03-29,27.816
2020-03-30,26.8114
2020-03-31,26.8114
2020-04-01,26.8114
2020-04-02,26.8114
2020-04-03,26.8114
2020-04-04,26.8114
2020-04-05,26.8114
2020-04-06,26.8114
2020-04-07,26.8114
2020-04-08,26.8114
2020-04-09,26.8114
2020-04-10,26.8114
2020-04-11,26.8114
2020-04-12,26.8114
2020-04-13,26.8114
2020-04-14,26.8114
2020-04-15,26.8114
2020-04-16,26.8114
2020-04-17,26.8114
2020-04-18,26.8114
2020-04-19,26.8114
2020-04-20,26.8114
2020-04-21,26.8114
2020-04-22,26.8114
2020-04-23,26.8114
2020-04-24,26.8114
2020-04-25,26.8114
2020-04-26,26.8114
2020-04-27,26.8114
2020-04-28,26.8114
2020-04-29,26.8114
2020-04-30,26.8114
2020-05-01,26.8114
2020-05-02,26.8114
2020-05-03,26.8114
2020-05-04,26.8114
2020-05-05,26.8114
2020-05-06,26.8114
2020-05-07,26.8114
2020-05-08,26.8114
2020-05-09,26.8114
2020-05-10,26.8114
2020-05-11,26.8114
2020-05-12,26.8114
2020-05-13,26.8114
2020-05-14,26.8114
2020-05-15,26.8114
2020-05-16,26.8114
2020-05-17,26.8114
2020-05-18,26.8114
2020-05-19,26.8114
