,AMCX US Equity
2023-03-18,34.8877
2023-03-19,34.8877
2023-03-20,34.853
2023-03-21,35.1994
2023-03-22,34.8679
2023-03-23,34.9817
2023-03-24,34.7095
2023-03-25,34.7095
2023-03-26,34.7095
2023-03-27,35.1252
2023-03-28,35.1994
2023-03-29,35.3528
2023-03-30,35.3578
2023-03-31,37.9614
2023-04-01,37.9614
2023-04-02,37.9614
2023-04-03,37.7754
2023-04-04,37.7352
2023-04-05,37.6698
2023-04-06,37.9664
2023-04-07,37.9664
2023-04-08,37.9664
2023-04-09,37.9664
2023-04-10,38.2832
2023-04-11,38.4441
2023-04-12,38.0569
2023-04-13,38.3787
2023-04-14,38.1122
2023-04-15,38.1122
2023-04-16,38.1122
2023-04-17,38.3888
2023-04-18,38.3586
2023-04-19,38.439
2023-04-20,38.2731
2023-04-21,38.3536
2023-04-22,38.3536
2023-04-23,38.3536
2023-04-24,38.434
2023-04-25,37.8709
2023-04-26,37.6497
2023-04-27,37.8558
2023-04-28,38.0167
2023-04-29,38.0167
2023-04-30,38.0167
2023-05-01,38.2615
2023-05-02,37.9208
2023-05-03,37.6309
2023-05-04,36.5781
2023-05-05,36.7816
2023-05-06,36.7816
2023-05-07,36.7816
2023-05-08,36.8935
2023-05-09,37.3156
2023-05-10,36.6849
2023-05-11,36.39
2023-05-12,36.2425
2023-05-13,36.2425
2023-05-14,36.2425
2023-05-15,36.4052
2023-05-16,35.9272
2023-05-17,36.2527
2023-05-18,36.2374
2023-05-19,35.9272
2023-05-20,35.9272
2023-05-21,35.9272
2023-05-22,35.8458
2023-05-23,35.6831
2023-05-24,35.5559
2023-05-25,35.205
2023-05-26,35.2762
2023-05-27,35.2762
2023-05-28,35.2762
2023-05-29,35.2762
2023-05-30,35.1135
2023-05-31,34.8745
2023-06-01,34.9253
2023-06-02,35.0423
2023-06-03,35.0423
2023-06-04,35.0423
2023-06-05,34.9406
2023-06-06,34.9863
2023-06-07,35.5407
2023-06-08,35.4415
2023-06-09,35.2101
2023-06-10,35.2101
2023-06-11,35.2101
2023-06-12,35.1389
2023-06-13,35.2508
2023-06-14,35.1796
2023-06-15,35.1287
2023-06-16,34.966
2023-06-17,34.966
2023-06-18,34.966
2023-06-19,34.966
2023-06-20,34.5693
2023-06-21,34.5897
2023-06-22,34.5642
2023-06-23,34.5286
2023-06-24,34.5286
2023-06-25,34.5286
2023-06-26,34.8541
2023-06-27,34.9965
2023-06-28,35.027
2023-06-29,35.3474
2023-06-30,74.8035
2023-07-01,74.8035
2023-07-02,74.8035
2023-07-03,74.8035
2023-07-04,74.8035
2023-07-05,74.9865
2023-07-06,74.895
2023-07-07,75.6955
2023-07-08,75.6955
2023-07-09,75.6955
2023-07-10,75.7069
2023-07-11,76.1186
2023-07-12,75.9128
2023-07-13,76.1415
2023-07-14,75.9128
2023-07-15,75.9128
2023-07-16,75.9128
2023-07-17,75.8099
2023-07-18,76.7248
2023-07-19,77.045
2023-07-20,76.4617
2023-07-21,76.3245
2023-07-22,76.3245
2023-07-23,76.3245
2023-07-24,76.1301
2023-07-25,75.8785
2023-07-26,76.4274
2023-07-27,75.9357
2023-07-28,76.2673
2023-07-29,76.2673
2023-07-30,76.2673
2023-07-31,75.5697
2023-08-01,75.524
2023-08-02,74.975
2023-08-03,75.1809
2023-08-04,77.0566
2023-08-05,77.0566
2023-08-06,77.0566
2023-08-07,76.6678
2023-08-08,76.7135
2023-08-09,75.8558
2023-08-10,75.5242
2023-08-11,75.4899
2023-08-12,75.4899
2023-08-13,75.4899
2023-08-14,75.1582
2023-08-15,75.0782
2023-08-16,74.6779
2023-08-17,74.8609
2023-08-18,74.1404
2023-08-19,74.1404
2023-08-20,74.1404
2023-08-21,74.1633
2023-08-22,73.9803
2023-08-23,74.472
2023-08-24,74.2891
2023-08-25,73.8773
2023-08-26,73.8773
2023-08-27,73.8773
2023-08-28,74.2547
2023-08-29,74.5521
2023-08-30,74.8266
2023-08-31,74.4492
2023-09-01,74.1289
2023-09-02,74.1289
2023-09-03,74.1289
2023-09-04,74.1289
2023-09-05,73.8545
2023-09-06,73.6944
2023-09-07,72.6765
2023-09-08,73.1683
2023-09-09,73.1683
2023-09-10,73.1683
2023-09-11,73.6029
2023-09-12,73.7744
2023-09-13,73.6143
2023-09-14,74.4377
2023-09-15,74.7236
2023-09-16,74.7236
2023-09-17,74.7236
2023-09-18,74.5292
2023-09-19,74.3348
2023-09-20,74.3348
2023-09-21,75.1925
2023-09-22,74.7122
2023-09-23,74.7122
2023-09-24,74.7122
2023-09-25,74.1633
2023-09-26,73.4542
2023-09-27,73.843
2023-09-28,74.0603
2023-09-29,334.0049
2023-09-30,334.0049
2023-10-01,334.0049
2023-10-02,332.0982
2023-10-03,331.4626
2023-10-04,331.7274
2023-10-05,330.7741
2023-10-06,333.7401
2023-10-07,333.7401
2023-10-08,333.7401
2023-10-09,337.0768
2023-10-10,336.9179
2023-10-11,335.9646
2023-10-12,333.899
2023-10-13,332.8926
2023-10-14,332.8926
2023-10-15,332.8926
2023-10-16,338.9835
2023-10-17,340.5195
2023-10-18,339.4072
2023-10-19,339.3543
2023-10-20,336.3883
2023-10-21,336.3883
2023-10-22,336.3883
2023-10-23,333.5812
2023-10-24,335.0642
2023-10-25,332.7337
2023-10-26,332.31
2023-10-27,330.7211
2023-10-28,330.7211
2023-10-29,330.7211
2023-10-30,332.8397
2023-10-31,334.1108
2023-11-01,335.5408
2023-11-02,341.4199
2023-11-03,351.1556
2023-11-04,351.1556
2023-11-05,351.1556
2023-11-06,349.3527
2023-11-07,346.224
2023-11-08,343.8377
2023-11-09,343.0423
2023-11-10,345.5877
2023-11-11,345.5877
2023-11-12,345.5877
2023-11-13,342.3529
2023-11-14,349.4587
2023-11-15,349.5118
2023-11-16,347.6027
2023-11-17,354.3904
2023-11-18,354.3904
2023-11-19,354.3904
2023-11-20,354.7085
2023-11-21,355.3449
2023-11-22,353.3298
2023-11-23,353.3298
2023-11-24,352.7995
2023-11-25,352.7995
2023-11-26,352.7995
2023-11-27,352.4813
2023-11-28,352.5344
2023-11-29,353.701
2023-11-30,352.4283
2023-12-01,357.3069
2023-12-02,357.3069
2023-12-03,357.3069
2023-12-04,360.3826
2023-12-05,357.7842
2023-12-06,360.5416
2023-12-07,363.8294
2023-12-08,366.6399
2023-12-09,366.6399
2023-12-10,366.6399
2023-12-11,365.7384
2023-12-12,362.3976
2023-12-13,368.8671
2023-12-14,375.3365
2023-12-15,380.4803
2023-12-16,380.4803
2023-12-17,380.4803
2023-12-18,374.329
2023-12-19,380.9575
2023-12-20,371.1473
2023-12-21,373.6927
2023-12-22,368.5489
2023-12-23,368.5489
2023-12-24,368.5489
2023-12-25,368.5489
2023-12-26,368.8141
2023-12-27,369.7686
2023-12-28,371.1473
2023-12-29,7.5737
2023-12-30,7.5737
2023-12-31,7.5737
2024-01-01,7.5737
2024-01-02,7.6185
2024-01-03,7.5311
2024-01-04,7.5389
2024-01-05,7.5714
2024-01-06,7.5714
2024-01-07,7.5714
2024-01-08,7.6152
2024-01-09,7.5995
2024-01-10,7.6331
2024-01-11,7.5176
2024-01-12,7.5131
2024-01-13,7.5131
2024-01-14,7.5131
2024-01-15,7.5131
2024-01-16,7.3875
2024-01-17,7.3819
2024-01-18,7.4088
2024-01-19,7.4481
2024-01-20,7.4481
2024-01-21,7.4481
2024-01-22,7.5569
2024-01-23,7.5602
2024-01-24,7.4245
2024-01-25,7.5625
2024-01-26,7.5344
2024-01-27,7.5344
2024-01-28,7.5344
2024-01-29,7.5299
2024-01-30,7.5266
2024-01-31,7.4952
2024-02-01,7.5232
2024-02-02,7.4963
2024-02-03,7.4963
2024-02-04,7.4963
2024-02-05,7.438
2024-02-06,7.4436
2024-02-07,7.3735
2024-02-08,7.3774
2024-02-09,7.0826
2024-02-10,7.0826
2024-02-11,7.0826
2024-02-12,7.1163
2024-02-13,6.9694
2024-02-14,7.0299
2024-02-15,7.0703
2024-02-16,6.9604
2024-02-17,6.9604
2024-02-18,6.9604
2024-02-19,6.9604
2024-02-20,6.9559
2024-02-21,6.9503
2024-02-22,6.9021
2024-02-23,6.8606
2024-02-24,6.8606
2024-02-25,6.8606
2024-02-26,6.8415
2024-02-27,6.8942
2024-02-28,6.9043
2024-02-29,6.9178
2024-03-01,6.9413
2024-03-02,6.9413
2024-03-03,6.9413
2024-03-04,6.8875
2024-03-05,6.8527
2024-03-06,6.8628
2024-03-07,6.818
2024-03-08,6.7955
2024-03-09,6.7955
2024-03-10,6.7955
2024-03-11,6.8438
2024-03-12,6.8785
2024-03-13,6.8875
2024-03-14,6.8449
2024-03-15,6.8382
2024-03-16,6.8382
2024-03-17,6.8382
2024-03-18,6.9133
2024-03-19,6.9301
2024-03-20,6.9402
2024-03-21,6.8539
2024-03-22,6.7709
2024-03-23,6.7709
2024-03-24,6.7709
2024-03-25,6.837
2024-03-26,6.8023
2024-03-27,6.8449
2024-03-28,6.8269
2024-03-29,6.8269
2024-03-30,6.8269
2024-03-31,6.8269
2024-04-01,6.7944
2024-04-02,6.763
2024-04-03,6.7798
2024-04-04,6.7798
2024-04-05,6.7563
2024-04-06,6.7563
2024-04-07,6.7563
2024-04-08,6.7294
