,SXT US Equity
2020-12-12,34.9973
2020-12-13,34.9973
2020-12-14,34.7146
2020-12-15,35.0383
2020-12-16,34.8662
2020-12-17,35.0178
2020-12-18,35.2924
2020-12-19,35.2924
2020-12-20,35.2924
2020-12-21,35.1244
2020-12-22,35.2842
2020-12-23,35.2309
2020-12-24,35.5915
2020-12-25,35.5915
2020-12-26,35.5915
2020-12-27,35.5915
2020-12-28,35.5915
2020-12-29,35.3538
2020-12-30,35.5013
2020-12-31,23.9261
2021-01-01,23.9261
2021-01-02,23.9261
2021-01-03,23.9261
2021-01-04,23.7568
2021-01-05,24.2979
2021-01-06,25.0831
2021-01-07,24.961
2021-01-08,24.9138
2021-01-09,24.9138
2021-01-10,24.9138
2021-01-11,24.8639
2021-01-12,24.8916
2021-01-13,24.1369
2021-01-14,24.4255
2021-01-15,24.3034
2021-01-16,24.3034
2021-01-17,24.3034
2021-01-18,24.3034
2021-01-19,24.4338
2021-01-20,24.5032
2021-01-21,24.4477
2021-01-22,24.6114
2021-01-23,24.6114
2021-01-24,24.6114
2021-01-25,24.8362
2021-01-26,24.7834
2021-01-27,23.5348
2021-01-28,23.4488
2021-01-29,23.0271
2021-01-30,23.0271
2021-01-31,23.0271
2021-02-01,24.3367
2021-02-02,24.3006
2021-02-03,24.2757
2021-02-04,24.2923
2021-02-05,24.1175
2021-02-06,24.1175
2021-02-07,24.1175
2021-02-08,24.2895
2021-02-09,24.3839
2021-02-10,24.8251
2021-02-11,24.961
2021-02-12,25.2829
2021-02-13,25.2829
2021-02-14,25.2829
2021-02-15,25.2829
2021-02-16,24.3145
2021-02-17,24.7779
2021-02-18,25.1164
2021-02-19,25.1941
2021-02-20,25.1941
2021-02-21,25.1941
2021-02-22,25.355
2021-02-23,25.2312
2021-02-24,25.4229
2021-02-25,25.1811
2021-02-26,25.0895
2021-02-27,25.0895
2021-02-28,25.0895
2021-03-01,25.1839
2021-03-02,24.7282
2021-03-03,24.2003
2021-03-04,24.028
2021-03-05,24.8477
2021-03-06,24.8477
2021-03-07,24.8477
2021-03-08,25.2222
2021-03-09,24.9809
2021-03-10,25.7188
2021-03-11,25.9352
2021-03-12,25.7854
2021-03-13,25.7854
2021-03-14,25.7854
2021-03-15,25.5219
2021-03-16,25.7216
2021-03-17,25.8992
2021-03-18,25.5718
2021-03-19,25.0974
2021-03-20,25.0974
2021-03-21,25.0974
2021-03-22,25.1029
2021-03-23,24.4676
2021-03-24,24.4676
2021-03-25,24.7062
2021-03-26,25.1335
2021-03-27,25.1335
2021-03-28,25.1335
2021-03-29,24.8976
2021-03-30,25.028
2021-03-31,23.0665
2021-04-01,23.4053
2021-04-02,23.4053
2021-04-03,23.4053
2021-04-04,23.4053
2021-04-05,23.3797
2021-04-06,23.4105
2021-04-07,23.0665
2021-04-08,23.1615
2021-04-09,23.4361
2021-04-10,23.4361
2021-04-11,23.4361
2021-04-12,23.5003
2021-04-13,23.49
2021-04-14,23.5157
2021-04-15,23.7621
2021-04-16,23.8802
2021-04-17,23.8802
2021-04-18,23.8802
2021-04-19,23.6877
2021-04-20,23.5927
2021-04-21,23.7082
2021-04-22,23.9675
2021-04-23,24.8505
2021-04-24,24.8505
2021-04-25,24.8505
2021-04-26,24.4372
2021-04-27,24.3782
2021-04-28,24.2601
2021-04-29,24.4295
2021-04-30,24.1549
2021-05-01,24.1549
2021-05-02,24.1549
2021-05-03,24.3577
2021-05-04,24.3929
2021-05-05,24.4903
2021-05-06,24.6773
2021-05-07,24.785
2021-05-08,24.785
2021-05-09,24.785
2021-05-10,24.7593
2021-05-11,25.0207
2021-05-12,24.275
2021-05-13,24.8003
2021-05-14,24.9951
2021-05-15,24.9951
2021-05-16,24.9951
2021-05-17,24.9618
2021-05-18,24.9285
2021-05-19,24.972
2021-05-20,25.1181
2021-05-21,25.3
2021-05-22,25.3
2021-05-23,25.3
2021-05-24,25.3231
2021-05-25,25.1616
2021-05-26,25.2821
2021-05-27,25.2539
2021-05-28,25.2744
2021-05-29,25.2744
2021-05-30,25.2744
2021-05-31,25.2744
2021-06-01,25.5614
2021-06-02,25.523
2021-06-03,25.5614
2021-06-04,25.8305
2021-06-05,25.8305
2021-06-06,25.8305
2021-06-07,25.851
2021-06-08,26.0022
2021-06-09,25.7408
2021-06-10,25.687
2021-06-11,25.833
2021-06-12,25.833
2021-06-13,25.833
2021-06-14,25.7587
2021-06-15,25.892
2021-06-16,25.7843
2021-06-17,25.5896
2021-06-18,25.3231
2021-06-19,25.3231
2021-06-20,25.3231
2021-06-21,25.6716
2021-06-22,25.4461
2021-06-23,25.2795
2021-06-24,25.4871
2021-06-25,25.3872
2021-06-26,25.3872
2021-06-27,25.3872
2021-06-28,25.2308
2021-06-29,25.1668
2021-06-30,25.9137
2021-07-01,26.1669
2021-07-02,26.1509
2021-07-03,26.1509
2021-07-04,26.1509
2021-07-05,26.1509
2021-07-06,25.7911
2021-07-07,25.9644
2021-07-08,25.7325
2021-07-09,25.7618
2021-07-10,25.7618
2021-07-11,25.7618
2021-07-12,25.8951
2021-07-13,25.2713
2021-07-14,25.3913
2021-07-15,25.1621
2021-07-16,24.7649
2021-07-17,24.7649
2021-07-18,24.7649
2021-07-19,24.0239
2021-07-20,24.4131
2021-07-21,24.7649
2021-07-22,24.5677
2021-07-23,25.6472
2021-07-24,25.6472
2021-07-25,25.6472
2021-07-26,25.8791
2021-07-27,25.7378
2021-07-28,25.7618
2021-07-29,26.1163
2021-07-30,26.079
2021-07-31,26.079
2021-08-01,26.079
2021-08-02,25.9724
2021-08-03,25.9818
2021-08-04,25.4529
2021-08-05,25.7452
2021-08-06,25.9951
2021-08-07,25.9951
2021-08-08,25.9951
2021-08-09,25.8728
2021-08-10,26.1067
2021-08-11,26.322
2021-08-12,26.3352
2021-08-13,26.4602
2021-08-14,26.4602
2021-08-15,26.4602
2021-08-16,26.4522
2021-08-17,26.0695
2021-08-18,25.708
2021-08-19,25.5539
2021-08-20,25.7506
2021-08-21,25.7506
2021-08-22,25.7506
2021-08-23,25.9419
2021-08-24,25.9791
2021-08-25,25.8595
2021-08-26,25.5273
2021-08-27,26.1545
2021-08-28,26.1545
2021-08-29,26.1545
2021-08-30,25.9605
2021-08-31,25.9233
2021-09-01,26.221
2021-09-02,26.2449
2021-09-03,26.2794
2021-09-04,26.2794
2021-09-05,26.2794
2021-09-06,26.2794
2021-09-07,26.221
2021-09-08,26.6728
2021-09-09,26.9385
2021-09-10,27.0475
2021-09-11,27.0475
2021-09-12,27.0475
2021-09-13,26.8482
2021-09-14,27.1538
2021-09-15,27.6375
2021-09-16,27.5179
2021-09-17,27.1326
2021-09-18,27.1326
2021-09-19,27.1326
2021-09-20,26.7206
2021-09-21,26.8163
2021-09-22,27.2521
2021-09-23,27.3159
2021-09-24,27.2521
2021-09-25,27.2521
2021-09-26,27.2521
2021-09-27,27.4754
2021-09-28,27.2362
2021-09-29,27.4993
2021-09-30,26.2009
2021-10-01,26.9598
2021-10-02,26.9598
2021-10-03,26.9598
2021-10-04,26.7316
2021-10-05,26.388
2021-10-06,26.1547
2021-10-07,26.1445
2021-10-08,25.7086
2021-10-09,25.7086
2021-10-10,25.7086
2021-10-11,25.6907
2021-10-12,25.7932
2021-10-13,25.6035
2021-10-14,26.3829
2021-10-15,27.5161
2021-10-16,27.5161
2021-10-17,27.5161
2021-10-18,27.529
2021-10-19,27.4495
2021-10-20,27.4162
2021-10-21,27.6007
2021-10-22,27.4623
2021-10-23,27.4623
2021-10-24,27.4623
2021-10-25,27.5751
2021-10-26,27.5956
2021-10-27,27.129
2021-10-28,26.9777
2021-10-29,27.3597
2021-10-30,27.3597
2021-10-31,27.3597
2021-11-01,27.329
2021-11-02,27.637
2021-11-03,27.499
2021-11-04,27.5348
2021-11-05,27.9105
2021-11-06,27.9105
2021-11-07,27.9105
2021-11-08,28.2351
2021-11-09,28.2786
2021-11-10,28.2709
2021-11-11,28.3399
2021-11-12,28.846
2021-11-13,28.846
2021-11-14,28.846
2021-11-15,29.1706
2021-11-16,29.7738
2021-11-17,29.0862
2021-11-18,28.984
2021-11-19,29.076
2021-11-20,29.076
2021-11-21,29.076
2021-11-22,29.191
2021-11-23,29.1399
2021-11-24,29.0479
2021-11-25,29.0479
2021-11-26,28.3885
2021-11-27,28.3885
2021-11-28,28.3885
2021-11-29,28.2504
2021-11-30,27.7162
2021-12-01,27.4964
2021-12-02,27.7852
2021-12-03,27.3098
2021-12-04,27.3098
2021-12-05,27.3098
2021-12-06,28.2479
2021-12-07,27.9821
2021-12-08,28.2121
2021-12-09,28.1303
2021-12-10,28.1917
2021-12-11,28.1917
2021-12-12,28.1917
2021-12-13,27.8952
2021-12-14,27.8185
2021-12-15,27.8415
2021-12-16,27.8083
2021-12-17,27.6881
2021-12-18,27.6881
2021-12-19,27.6881
2021-12-20,27.1207
2021-12-21,27.6983
2021-12-22,27.6958
2021-12-23,27.6805
2021-12-24,27.6805
2021-12-25,27.6805
2021-12-26,27.6805
2021-12-27,28.184
2021-12-28,28.483
2021-12-29,28.5035
2021-12-30,28.3041
2021-12-31,27.7822
2022-01-01,27.7822
2022-01-02,27.7822
2022-01-03,27.6265
2022-01-04,27.6117
2022-01-05,27.105
2022-01-06,27.0333
2022-01-07,26.67
2022-01-08,26.67
2022-01-09,26.67
2022-01-10,26.4994
2022-01-11,26.6724
2022-01-12,26.4475
2022-01-13,26.3066
2022-01-14,25.79
2022-01-15,25.79
2022-01-16,25.79
2022-01-17,25.79
2022-01-18,25.4835
2022-01-19,25.4811
2022-01-20,25.3303
2022-01-21,25.0584
2022-01-22,25.0584
2022-01-23,25.0584
2022-01-24,24.9472
2022-01-25,24.5937
2022-01-26,24.134
2022-01-27,23.961
2022-01-28,23.9535
2022-01-29,23.9535
2022-01-30,23.9535
2022-01-31,23.9956
2022-02-01,23.8003
2022-02-02,23.7261
2022-02-03,23.3578
2022-02-04,23.1651
2022-02-05,23.1651
2022-02-06,23.1651
2022-02-07,23.3776
2022-02-08,23.5605
2022-02-09,23.8744
2022-02-10,23.6718
2022-02-11,22.9105
2022-02-12,22.9105
2022-02-13,22.9105
2022-02-14,22.8783
2022-02-15,23.5877
2022-02-16,23.1033
2022-02-17,23.259
2022-02-18,23.0551
2022-02-19,23.0551
2022-02-20,23.0551
2022-02-21,23.0551
2022-02-22,22.86
2022-02-23,22.6921
2022-02-24,22.502
2022-02-25,23.2057
2022-02-26,23.2057
2022-02-27,23.2057
2022-02-28,23.3292
2022-03-01,22.4403
2022-03-02,22.7489
2022-03-03,23.0008
2022-03-04,22.6501
2022-03-05,22.6501
2022-03-06,22.6501
2022-03-07,21.7958
2022-03-08,21.5934
2022-03-09,22.218
2022-03-10,21.939
2022-03-11,21.6452
2022-03-12,21.6452
2022-03-13,21.6452
2022-03-14,21.8798
2022-03-15,22.2501
2022-03-16,22.8255
2022-03-17,22.822
2022-03-18,23.0939
2022-03-19,23.0939
2022-03-20,23.0939
2022-03-21,22.9208
2022-03-22,22.9876
2022-03-23,22.7058
2022-03-24,22.9826
2022-03-25,23.0691
2022-03-26,23.0691
2022-03-27,23.0691
2022-03-28,23.5016
2022-03-29,24.4013
2022-03-30,23.9737
2022-03-31,22.9256
2022-04-01,23.3484
2022-04-02,23.3484
2022-04-03,23.3484
2022-04-04,23.346
2022-04-05,22.9996
2022-04-06,23.0044
2022-04-07,23.0689
2022-04-08,22.83
2022-04-09,22.83
2022-04-10,22.83
2022-04-11,22.6079
2022-04-12,22.4717
2022-04-13,22.8252
2022-04-14,22.5649
2022-04-15,22.5649
2022-04-16,22.5649
2022-04-17,22.5649
2022-04-18,22.5338
2022-04-19,23.1023
2022-04-20,23.1835
2022-04-21,22.9041
2022-04-22,22.8802
2022-04-23,22.8802
2022-04-24,22.8802
2022-04-25,23.0569
2022-04-26,22.455
2022-04-27,22.787
2022-04-28,23.1716
2022-04-29,23.0808
2022-04-30,23.0808
2022-05-01,23.0808
2022-05-02,23.3006
2022-05-03,23.062
2022-05-04,23.8147
2022-05-05,23.2603
2022-05-06,22.5077
2022-05-07,22.5077
2022-05-08,22.5077
2022-05-09,22.5698
2022-05-10,22.8159
2022-05-11,22.3429
2022-05-12,22.4886
2022-05-13,22.8757
2022-05-14,22.8757
2022-05-15,22.8757
2022-05-16,22.6774
2022-05-17,22.8804
2022-05-18,22.6224
2022-05-19,22.7682
2022-05-20,22.9354
2022-05-21,22.9354
2022-05-22,22.9354
2022-05-23,22.8709
2022-05-24,22.8996
2022-05-25,23.3416
2022-05-26,23.6594
2022-05-27,23.8075
2022-05-28,23.8075
2022-05-29,23.8075
2022-05-30,23.8075
2022-05-31,23.7645
2022-06-01,23.4921
2022-06-02,23.8266
2022-06-03,23.6928
2022-06-04,23.6928
2022-06-05,23.6928
2022-06-06,23.7095
2022-06-07,23.7669
2022-06-08,23.1719
2022-06-09,22.8327
2022-06-10,22.1684
2022-06-11,22.1684
2022-06-12,22.1684
2022-06-13,21.6452
2022-06-14,21.2629
2022-06-15,21.1267
2022-06-16,20.5222
2022-06-17,20.3215
2022-06-18,20.3215
2022-06-19,20.3215
2022-06-20,20.3215
2022-06-21,20.5891
2022-06-22,20.9905
2022-06-23,21.3226
2022-06-24,22.2473
2022-06-25,22.2473
2022-06-26,22.2473
2022-06-27,22.276
2022-06-28,21.6906
2022-06-29,21.8961
2022-06-30,19.8875
2022-07-01,19.8595
2022-07-02,19.8595
2022-07-03,19.8595
2022-07-04,19.8595
2022-07-05,19.7326
2022-07-06,20.0208
2022-07-07,20.0337
2022-07-08,19.8659
2022-07-09,19.8659
2022-07-10,19.8659
2022-07-11,19.7885
2022-07-12,19.6939
2022-07-13,19.5928
2022-07-14,19.6164
2022-07-15,19.8423
2022-07-16,19.8423
2022-07-17,19.8423
2022-07-18,19.61
2022-07-19,19.8358
2022-07-20,20.1628
2022-07-21,20.6855
2022-07-22,20.6295
2022-07-23,20.6295
2022-07-24,20.6295
2022-07-25,20.4962
2022-07-26,20.4338
2022-07-27,20.892
2022-07-28,21.1458
2022-07-29,21.0533
2022-07-30,21.0533
2022-07-31,21.0533
2022-08-01,21.249
2022-08-02,21.0878
2022-08-03,20.905
2022-08-04,21.1072
2022-08-05,20.7608
2022-08-06,20.7608
2022-08-07,20.7608
2022-08-08,20.9953
2022-08-09,20.2983
2022-08-10,21.0556
2022-08-11,21.2578
2022-08-12,21.4665
2022-08-13,21.4665
2022-08-14,21.4665
2022-08-15,21.7139
2022-08-16,21.6622
2022-08-17,21.3718
2022-08-18,21.4406
2022-08-19,21.1631
2022-08-20,21.1631
2022-08-21,21.1631
2022-08-22,20.7264
2022-08-23,20.4855
2022-08-24,20.4382
2022-08-25,20.7974
2022-08-26,20.109
2022-08-27,20.109
2022-08-28,20.109
2022-08-29,19.9563
2022-08-30,19.881
2022-08-31,19.6981
2022-09-01,19.6336
2022-09-02,19.2614
2022-09-03,19.2614
2022-09-04,19.2614
2022-09-05,19.2614
2022-09-06,19.07
2022-09-07,19.4808
2022-09-08,19.4163
2022-09-09,19.7153
2022-09-10,19.7153
2022-09-11,19.7153
2022-09-12,19.9369
2022-09-13,19.0829
2022-09-14,18.9065
2022-09-15,18.558
2022-09-16,18.5429
2022-09-17,18.5429
2022-09-18,18.5429
2022-09-19,18.8591
2022-09-20,18.558
2022-09-21,18.3686
2022-09-22,18.2095
2022-09-23,17.833
2022-09-24,17.833
2022-09-25,17.833
2022-09-26,17.7276
2022-09-27,17.5641
2022-09-28,17.8954
2022-09-29,17.5877
2022-09-30,17.5429
2022-10-01,17.5429
2022-10-02,17.5429
2022-10-03,17.8197
2022-10-04,18.3775
2022-10-05,18.1715
2022-10-06,17.8562
2022-10-07,17.4636
2022-10-08,17.4636
2022-10-09,17.4636
2022-10-10,17.8326
2022-10-11,17.6288
2022-10-12,17.5022
2022-10-13,17.7532
2022-10-14,17.4743
2022-10-15,17.4743
2022-10-16,17.4743
2022-10-17,17.9248
2022-10-18,18.1479
2022-10-19,17.9291
2022-10-20,17.6459
2022-10-21,17.4571
2022-10-22,17.4571
2022-10-23,17.4571
2022-10-24,16.6526
2022-10-25,17.2683
2022-10-26,17.3799
2022-10-27,17.5365
2022-10-28,17.8497
2022-10-29,17.8497
2022-10-30,17.8497
2022-10-31,17.9978
2022-11-01,17.7767
2022-11-02,17.1266
2022-11-03,17.088
2022-11-04,17.3326
2022-11-05,17.3326
2022-11-06,17.3326
2022-11-07,17.5214
2022-11-08,17.5085
2022-11-09,17.2017
2022-11-10,18.2122
2022-11-11,18.2058
2022-11-12,18.2058
2022-11-13,18.2058
2022-11-14,17.9912
2022-11-15,18.15
2022-11-16,18.0084
2022-11-17,18.1586
2022-11-18,18.2701
2022-11-19,18.2701
2022-11-20,18.2701
2022-11-21,18.2894
2022-11-22,18.4525
2022-11-23,18.5919
2022-11-24,18.5919
2022-11-25,18.5941
2022-11-26,18.5941
2022-11-27,18.5941
2022-11-28,18.4911
2022-11-29,18.4375
2022-11-30,18.6949
2022-12-01,18.6477
2022-12-02,18.8966
2022-12-03,18.8966
2022-12-04,18.8966
2022-12-05,18.6842
2022-12-06,18.4375
2022-12-07,18.4096
2022-12-08,18.4997
2022-12-09,18.3817
2022-12-10,18.3817
2022-12-11,18.3817
2022-12-12,18.5834
2022-12-13,18.7078
2022-12-14,18.5426
2022-12-15,18.2079
2022-12-16,18.2487
2022-12-17,18.2487
2022-12-18,18.2487
2022-12-19,18.032
2022-12-20,18.0985
2022-12-21,18.3216
2022-12-22,18.1779
2022-12-23,18.313
2022-12-24,18.313
2022-12-25,18.313
2022-12-26,18.313
2022-12-27,18.3667
2022-12-28,18.18
2022-12-29,18.519
2022-12-30,18.9965
2022-12-31,18.9965
2023-01-01,18.9965
2023-01-02,18.9965
2023-01-03,18.943
2023-01-04,19.0392
2023-01-05,18.755
2023-01-06,19.2892
2023-01-07,19.2892
2023-01-08,19.2892
2023-01-09,19.2443
2023-01-10,19.4665
2023-01-11,19.7891
2023-01-12,20.1438
2023-01-13,20.0797
2023-01-14,20.0797
2023-01-15,20.0797
2023-01-16,20.0797
2023-01-17,19.9836
2023-01-18,19.6631
2023-01-19,19.5007
2023-01-20,19.2272
2023-01-21,19.2272
2023-01-22,19.2272
2023-01-23,19.4729
2023-01-24,18.9858
2023-01-25,19.0734
2023-01-26,19.0435
2023-01-27,18.9153
2023-01-28,18.9153
2023-01-29,18.9153
2023-01-30,19.1054
2023-01-31,19.5883
2023-02-01,19.866
2023-02-02,20.2635
2023-02-03,20.1844
2023-02-04,20.1844
2023-02-05,20.1844
2023-02-06,19.975
2023-02-07,19.9344
2023-02-08,19.5904
2023-02-09,18.9046
2023-02-10,19.2486
2023-02-11,19.2486
2023-02-12,19.2486
2023-02-13,19.834
2023-02-14,20.1203
2023-02-15,20.3147
2023-02-16,20.1032
2023-02-17,19.9921
2023-02-18,19.9921
2023-02-19,19.9921
2023-02-20,19.9921
2023-02-21,19.3611
2023-02-22,19.4081
2023-02-23,19.4274
2023-02-24,19.4146
2023-02-25,19.4146
2023-02-26,19.4146
2023-02-27,19.5408
2023-02-28,19.5429
2023-03-01,19.4573
2023-03-02,19.6092
2023-03-03,19.7033
2023-03-04,19.7033
2023-03-05,19.7033
2023-03-06,19.2049
2023-03-07,19.0531
2023-03-08,19.0338
2023-03-09,18.7621
2023-03-10,18.4135
2023-03-11,18.4135
2023-03-12,18.4135
2023-03-13,18.2637
2023-03-14,18.6338
2023-03-15,18.5974
2023-03-16,18.6616
2023-03-17,18.4648
2023-03-18,18.4648
2023-03-19,18.4648
