,CPB US Equity
2020-05-01,20.4525
2020-05-02,20.4525
2020-05-03,20.4525
2020-05-04,20.5617
2020-05-05,20.5912
2020-05-06,20.4968
2020-05-07,20.4024
2020-05-08,20.7033
2020-05-09,20.7033
2020-05-10,20.7033
2020-05-11,20.9097
2020-05-12,21.0395
2020-05-13,21.069
2020-05-14,21.2076
2020-05-15,21.3728
2020-05-16,21.3728
2020-05-17,21.3728
2020-05-18,20.6089
2020-05-19,20.2195
2020-05-20,19.7918
2020-05-21,19.4998
2020-05-22,19.8449
2020-05-23,19.8449
2020-05-24,19.8449
2020-05-25,19.8449
2020-05-26,19.5529
2020-05-27,19.9364
2020-05-28,20.19
2020-05-29,20.6207
2020-05-30,20.6207
2020-05-31,20.6207
2020-06-01,20.8389
2020-06-02,20.9245
2020-06-03,20.0036
2020-06-04,19.9888
2020-06-05,19.8145
2020-06-06,19.8145
2020-06-07,19.8145
2020-06-08,20.3196
2020-06-09,20.2133
2020-06-10,20.039
2020-06-11,19.7525
2020-06-12,19.4867
2020-06-13,19.4867
2020-06-14,19.4867
2020-06-15,19.8736
2020-06-16,20.107
2020-06-17,20.1779
2020-06-18,20.0715
2020-06-19,20.0981
2020-06-20,20.0981
2020-06-21,20.0981
2020-06-22,20.296
2020-06-23,20.0863
2020-06-24,20.0154
2020-06-25,20.234
2020-06-26,19.8795
2020-06-27,19.8795
2020-06-28,19.8795
2020-06-29,20.1306
2020-06-30,20.2428
2020-07-01,20.1483
2020-07-02,20.1513
2020-07-03,20.1513
2020-07-04,20.1513
2020-07-05,20.1513
2020-07-06,20.1483
2020-07-07,20.2724
2020-07-08,20.2133
2020-07-09,20.1779
2020-07-10,20.4348
2020-07-11,20.4348
2020-07-12,20.4348
2020-07-13,20.3019
2020-07-14,20.4437
2020-07-15,20.1188
2020-07-16,20.2192
2020-07-17,20.234
2020-07-18,20.234
2020-07-19,20.234
2020-07-20,20.1217
2020-07-21,20.1601
2020-07-22,20.1572
2020-07-23,20.2428
2020-07-24,20.1749
2020-07-25,20.1749
2020-07-26,20.1749
2020-07-27,20.2015
2020-07-28,20.4201
2020-07-29,20.4112
2020-07-30,20.1483
2020-07-31,18.5838
2020-08-01,18.5838
2020-08-02,18.5838
2020-08-03,18.622
2020-08-04,18.824
2020-08-05,18.6302
2020-08-06,18.6684
2020-08-07,18.693
2020-08-08,18.693
2020-08-09,18.693
2020-08-10,18.8104
2020-08-11,18.6384
2020-08-12,18.9632
2020-08-13,19.0233
2020-08-14,19.1461
2020-08-15,19.1461
2020-08-16,19.1461
2020-08-17,19.3235
2020-08-18,19.3672
2020-08-19,19.3508
2020-08-20,19.3563
2020-08-21,19.3945
2020-08-22,19.3945
2020-08-23,19.3945
2020-08-24,19.4355
2020-08-25,19.5283
2020-08-26,19.6511
2020-08-27,19.5992
2020-08-28,19.2853
2020-08-29,19.2853
2020-08-30,19.2853
2020-08-31,19.4136
2020-09-01,19.0833
2020-09-02,19.3699
2020-09-03,18.2999
2020-09-04,18.0406
2020-09-05,18.0406
2020-09-06,18.0406
2020-09-07,18.0406
2020-09-08,17.3965
2020-09-09,17.4974
2020-09-10,17.4238
2020-09-11,17.4729
2020-09-12,17.4729
2020-09-13,17.4729
2020-09-14,17.5602
2020-09-15,17.4783
2020-09-16,17.4074
2020-09-17,17.4974
2020-09-18,17.4565
2020-09-19,17.4565
2020-09-20,17.4565
2020-09-21,17.6285
2020-09-22,17.5166
2020-09-23,17.3855
2020-09-24,17.835
2020-09-25,18.0398
2020-09-26,18.0398
2020-09-27,18.0398
2020-09-28,18.1544
2020-09-29,18.1654
2020-09-30,18.2609
2020-10-01,18.3019
2020-10-02,18.3811
2020-10-03,18.3811
2020-10-04,18.3811
2020-10-05,18.4275
2020-10-06,18.3183
2020-10-07,18.2282
2020-10-08,18.2746
2020-10-09,18.2882
2020-10-10,18.2882
2020-10-11,18.2882
2020-10-12,18.4657
2020-10-13,18.5995
2020-10-14,18.5586
2020-10-15,18.4766
2020-10-16,18.4166
2020-10-17,18.4166
2020-10-18,18.4166
2020-10-19,18.3319
2020-10-20,18.0698
2020-10-21,18.0916
2020-10-22,18.1353
2020-10-23,18.3101
2020-10-24,18.3101
2020-10-25,18.3101
2020-10-26,18.2391
2020-10-27,18.2254
2020-10-28,17.906
2020-10-29,17.824
2020-10-30,15.7522
2020-10-31,15.7522
2020-11-01,15.7522
2020-11-02,15.9962
2020-11-03,16.047
2020-11-04,15.9986
2020-11-05,16.088
2020-11-06,16.0711
2020-11-07,16.0711
2020-11-08,16.0711
2020-11-09,15.6193
2020-11-10,15.902
2020-11-11,16.1436
2020-11-12,16.2016
2020-11-13,16.3611
2020-11-14,16.3611
2020-11-15,16.3611
2020-11-16,16.5326
2020-11-17,16.407
2020-11-18,16.3248
2020-11-19,16.3925
2020-11-20,16.3103
2020-11-21,16.3103
2020-11-22,16.3103
2020-11-23,16.3418
2020-11-24,16.4046
2020-11-25,16.2958
2020-11-26,16.2958
2020-11-27,16.3103
2020-11-28,16.3103
2020-11-29,16.3103
2020-11-30,16.5616
2020-12-01,16.6172
2020-12-02,16.3321
2020-12-03,16.2524
2020-12-04,16.1944
2020-12-05,16.1944
2020-12-06,16.1944
2020-12-07,16.1485
2020-12-08,16.1364
2020-12-09,15.9251
2020-12-10,15.9323
2020-12-11,15.9081
2020-12-12,15.9081
2020-12-13,15.9081
2020-12-14,15.787
2020-12-15,15.8137
2020-12-16,15.8839
2020-12-17,16.0461
2020-12-18,15.9953
2020-12-19,15.9953
2020-12-20,15.9953
2020-12-21,16.1769
2020-12-22,16.0413
2020-12-23,16.126
2020-12-24,16.2326
2020-12-25,16.2326
2020-12-26,16.2326
2020-12-27,16.2326
2020-12-28,16.2035
2020-12-29,16.2011
2020-12-30,16.1043
2020-12-31,16.1842
2021-01-01,16.1842
2021-01-02,16.1842
2021-01-03,16.1842
2021-01-04,16.2278
2021-01-05,16.3174
2021-01-06,16.0776
2021-01-07,15.9105
2021-01-08,15.8233
2021-01-09,15.8233
2021-01-10,15.8233
2021-01-11,15.6223
2021-01-12,15.4916
2021-01-13,15.4771
2021-01-14,15.5836
2021-01-15,15.7168
2021-01-16,15.7168
2021-01-17,15.7168
2021-01-18,15.7168
2021-01-19,15.7071
2021-01-20,15.6248
2021-01-21,15.7652
2021-01-22,15.7555
2021-01-23,15.7555
2021-01-24,15.7555
2021-01-25,16.0994
2021-01-26,16.5716
2021-01-27,17.24
2021-01-28,16.281
2021-01-29,15.2763
2021-01-30,15.2763
2021-01-31,15.2763
2021-02-01,15.2576
2021-02-02,15.0785
2021-02-03,15.0459
2021-02-04,15.0017
2021-02-05,15.1343
2021-02-06,15.1343
2021-02-07,15.1343
2021-02-08,15.0459
2021-02-09,15.018
2021-02-10,15.146
2021-02-11,15.011
2021-02-12,14.9598
2021-02-13,14.9598
2021-02-14,14.9598
2021-02-15,14.9598
2021-02-16,14.8109
2021-02-17,14.8737
2021-02-18,15.0506
2021-02-19,14.8598
2021-02-20,14.8598
2021-02-21,14.8598
2021-02-22,14.8156
2021-02-23,14.8621
2021-02-24,14.8411
2021-02-25,14.7039
2021-02-26,14.6643
2021-02-27,14.6643
2021-02-28,14.6643
2021-03-01,14.6736
2021-03-02,14.6969
2021-03-03,14.7411
2021-03-04,14.7388
2021-03-05,14.9226
2021-03-06,14.9226
2021-03-07,14.9226
2021-03-08,15.0762
2021-03-09,15.0017
2021-03-10,15.2251
2021-03-11,15.1227
2021-03-12,15.2437
2021-03-13,15.2437
2021-03-14,15.2437
2021-03-15,15.1599
2021-03-16,15.4625
2021-03-17,15.4764
2021-03-18,15.6068
2021-03-19,15.6696
2021-03-20,15.6696
2021-03-21,15.6696
2021-03-22,15.9559
2021-03-23,15.8651
2021-03-24,15.4322
2021-03-25,15.5719
2021-03-26,15.921
2021-03-27,15.921
2021-03-28,15.921
2021-03-29,16.1746
2021-03-30,16.0396
2021-03-31,15.7813
2021-04-01,15.7115
2021-04-02,15.7115
2021-04-03,15.7115
2021-04-04,15.7115
2021-04-05,15.7394
2021-04-06,15.7394
2021-04-07,15.537
2021-04-08,15.4276
2021-04-09,15.2693
2021-04-10,15.2693
2021-04-11,15.2693
2021-04-12,15.4462
2021-04-13,15.4532
2021-04-14,15.3554
2021-04-15,15.4578
2021-04-16,15.5788
2021-04-17,15.5788
2021-04-18,15.5788
2021-04-19,15.6394
2021-04-20,15.7511
2021-04-21,15.8465
2021-04-22,15.6091
2021-04-23,15.4322
2021-04-24,15.4322
2021-04-25,15.4322
2021-04-26,15.2344
2021-04-27,15.2577
2021-04-28,15.153
2021-04-29,15.2577
2021-04-30,15.1404
2021-05-01,15.1404
2021-05-02,15.1404
2021-05-03,15.2918
2021-05-04,15.2569
2021-05-05,15.3966
2021-05-06,15.6225
2021-05-07,15.5597
2021-05-08,15.5597
2021-05-09,15.5597
2021-05-10,15.6994
2021-05-11,15.6715
2021-05-12,15.4781
2021-05-13,15.562
2021-05-14,15.4944
2021-05-15,15.4944
2021-05-16,15.4944
2021-05-17,15.5154
2021-05-18,15.3873
2021-05-19,15.2755
2021-05-20,15.399
2021-05-21,15.4013
2021-05-22,15.4013
2021-05-23,15.4013
2021-05-24,15.3477
2021-05-25,15.2941
2021-05-26,15.2825
2021-05-27,15.1567
2021-05-28,15.3547
2021-05-29,15.3547
2021-05-30,15.3547
2021-05-31,15.3547
2021-06-01,15.4013
2021-06-02,15.5853
2021-06-03,15.5294
2021-06-04,15.5899
2021-06-05,15.5899
2021-06-06,15.5899
2021-06-07,15.5387
2021-06-08,15.4595
2021-06-09,14.7157
2021-06-10,14.6691
2021-06-11,14.76
2021-06-12,14.76
2021-06-13,14.76
2021-06-14,14.6924
2021-06-15,14.5876
2021-06-16,14.6225
2021-06-17,14.6621
2021-06-18,14.5643
2021-06-19,14.5643
2021-06-20,14.5643
2021-06-21,14.6295
2021-06-22,14.6388
2021-06-23,14.5526
2021-06-24,14.548
2021-06-25,14.6784
2021-06-26,14.6784
2021-06-27,14.6784
2021-06-28,14.7017
2021-06-29,14.6481
2021-06-30,14.6388
2021-07-01,14.6691
2021-07-02,14.6551
2021-07-03,14.6551
2021-07-04,14.6551
2021-07-05,14.6551
2021-07-06,14.6272
2021-07-07,14.753
2021-07-08,14.7017
2021-07-09,14.6505
2021-07-10,14.6505
2021-07-11,14.6505
2021-07-12,14.6295
2021-07-13,14.4338
2021-07-14,14.3546
2021-07-15,14.5154
2021-07-16,14.6249
2021-07-17,14.6249
2021-07-18,14.6249
2021-07-19,14.7134
2021-07-20,14.5666
2021-07-21,14.4059
2021-07-22,14.3314
2021-07-23,14.4012
2021-07-24,14.4012
2021-07-25,14.4012
2021-07-26,14.3873
2021-07-27,14.4292
2021-07-28,14.2918
2021-07-29,14.2545
2021-07-30,11.9575
2021-07-31,11.9575
2021-08-01,11.9575
2021-08-02,11.8771
2021-08-03,11.885
2021-08-04,11.7084
2021-08-05,11.6653
2021-08-06,11.679
2021-08-07,11.679
2021-08-08,11.679
2021-08-09,11.7359
2021-08-10,11.7202
2021-08-11,11.783
2021-08-12,11.7359
2021-08-13,11.8516
2021-08-14,11.8516
2021-08-15,11.8516
2021-08-16,11.9026
2021-08-17,11.9929
2021-08-18,11.7732
2021-08-19,11.8555
2021-08-20,11.8712
2021-08-21,11.8712
2021-08-22,11.8712
2021-08-23,11.7222
2021-08-24,11.6241
2021-08-25,11.4456
2021-08-26,11.3122
2021-08-27,11.5025
2021-08-28,11.5025
2021-08-29,11.5025
2021-08-30,11.4162
2021-08-31,11.5672
2021-09-01,11.7359
2021-09-02,11.7791
2021-09-03,11.8261
2021-09-04,11.8261
2021-09-05,11.8261
2021-09-06,11.8261
2021-09-07,11.7928
2021-09-08,11.8202
2021-09-09,11.7771
2021-09-10,11.8457
2021-09-11,11.8457
2021-09-12,11.8457
2021-09-13,11.9791
2021-09-14,11.8869
2021-09-15,12.0125
2021-09-16,11.9183
2021-09-17,11.8536
2021-09-18,11.8536
2021-09-19,11.8536
2021-09-20,11.7379
2021-09-21,11.6633
2021-09-22,11.6908
2021-09-23,11.6331
2021-09-24,11.6624
2021-09-25,11.6624
2021-09-26,11.6624
2021-09-27,11.6292
2021-09-28,11.5902
2021-09-29,11.7444
2021-09-30,11.5414
2021-10-01,11.4868
2021-10-02,11.4868
2021-10-03,11.4868
2021-10-04,11.5999
2021-10-05,11.6878
2021-10-06,11.6761
2021-10-07,11.6175
2021-10-08,11.6195
2021-10-09,11.6195
2021-10-10,11.6195
2021-10-11,11.5531
2021-10-12,11.5316
2021-10-13,11.4828
2021-10-14,11.4789
2021-10-15,11.4145
2021-10-16,11.4145
2021-10-17,11.4145
2021-10-18,11.356
2021-10-19,11.3638
2021-10-20,11.4537
2021-10-21,11.3266
2021-10-22,11.3403
2021-10-23,11.3403
2021-10-24,11.3403
2021-10-25,11.2426
2021-10-26,11.354
2021-10-27,11.1859
2021-10-28,11.2406
2021-10-29,11.8351
2021-10-30,11.8351
2021-10-31,11.8351
2021-11-01,11.9303
2021-11-02,11.9241
2021-11-03,12.1703
2021-11-04,12.0441
2021-11-05,11.9965
2021-11-06,11.9965
2021-11-07,11.9965
2021-11-08,12.013
2021-11-09,12.1103
2021-11-10,12.1372
2021-11-11,12.0379
2021-11-12,12.1662
2021-11-13,12.1662
2021-11-14,12.1662
2021-11-15,12.2034
2021-11-16,12.131
2021-11-17,12.1744
2021-11-18,12.0503
2021-11-19,11.9655
2021-11-20,11.9655
2021-11-21,11.9655
2021-11-22,12.0648
2021-11-23,12.1579
2021-11-24,12.1248
2021-11-25,12.1248
2021-11-26,12.16
2021-11-27,12.16
2021-11-28,12.16
2021-11-29,12.0937
2021-11-30,11.9137
2021-12-01,11.8268
2021-12-02,11.953
2021-12-03,12.0793
2021-12-04,12.0793
2021-12-05,12.0793
2021-12-06,12.1144
2021-12-07,12.0772
2021-12-08,12.2135
2021-12-09,12.2858
2021-12-10,12.4863
2021-12-11,12.4863
2021-12-12,12.4863
2021-12-13,12.5917
2021-12-14,12.4698
2021-12-15,12.5566
2021-12-16,12.6992
2021-12-17,12.4801
2021-12-18,12.4801
2021-12-19,12.4801
2021-12-20,12.5008
2021-12-21,12.3106
2021-12-22,12.2424
2021-12-23,12.2404
2021-12-24,12.2404
2021-12-25,12.2404
2021-12-26,12.2404
2021-12-27,12.2858
2021-12-28,12.5297
2021-12-29,12.5008
2021-12-30,12.4863
2021-12-31,12.5504
2022-01-01,12.5504
2022-01-02,12.5504
2022-01-03,12.6082
2022-01-04,12.6868
2022-01-05,12.7198
2022-01-06,12.8748
2022-01-07,13.0443
2022-01-08,13.0443
2022-01-09,13.0443
2022-01-10,13.0422
2022-01-11,12.8831
2022-01-12,12.912
2022-01-13,13.0505
2022-01-14,13.1538
2022-01-15,13.1538
2022-01-16,13.1538
2022-01-17,13.1538
2022-01-18,13.1352
2022-01-19,13.0836
2022-01-20,12.8335
2022-01-21,12.9306
2022-01-22,12.9306
2022-01-23,12.9306
2022-01-24,12.9348
2022-01-25,12.7426
2022-01-26,12.5648
2022-01-27,12.7054
2022-01-28,13.2039
2022-01-29,13.2039
2022-01-30,13.2039
2022-01-31,13.1821
2022-02-01,13.1887
2022-02-02,13.2738
2022-02-03,13.2869
2022-02-04,12.9572
2022-02-05,12.9572
2022-02-06,12.9572
2022-02-07,13.0555
2022-02-08,13.0729
2022-02-09,13.038
2022-02-10,12.9791
2022-02-11,13.1887
2022-02-12,13.1887
2022-02-13,13.1887
2022-02-14,13.1625
2022-02-15,13.1843
2022-02-16,13.0839
2022-02-17,13.1974
2022-02-18,13.3633
2022-02-19,13.3633
2022-02-20,13.3633
2022-02-21,13.3633
2022-02-22,13.3066
2022-02-23,13.3022
2022-02-24,13.0555
2022-02-25,13.4157
2022-02-26,13.4157
2022-02-27,13.4157
2022-02-28,13.3677
2022-03-01,13.2454
2022-03-02,13.407
2022-03-03,13.4943
2022-03-04,13.4943
2022-03-05,13.4943
2022-03-06,13.4943
2022-03-07,13.4878
2022-03-08,12.7847
2022-03-09,12.8557
2022-03-10,12.6898
2022-03-11,12.7553
2022-03-12,12.7553
2022-03-13,12.7553
2022-03-14,12.895
2022-03-15,13.0391
2022-03-16,12.8623
2022-03-17,12.8797
2022-03-18,12.8121
2022-03-19,12.8121
2022-03-20,12.8121
2022-03-21,12.8208
2022-03-22,12.9343
2022-03-23,12.9387
2022-03-24,13.0064
2022-03-25,13.2705
2022-03-26,13.2705
2022-03-27,13.2705
2022-03-28,13.1876
2022-03-29,13.3142
2022-03-30,13.1766
2022-03-31,13.2793
2022-04-01,13.384
2022-04-02,13.384
2022-04-03,13.384
2022-04-04,13.3709
2022-04-05,13.3469
2022-04-06,13.3491
2022-04-07,13.4081
2022-04-08,13.4757
2022-04-09,13.4757
2022-04-10,13.4757
2022-04-11,13.5412
2022-04-12,13.5281
2022-04-13,13.55
2022-04-14,13.6351
2022-04-15,13.6351
2022-04-16,13.6351
2022-04-17,13.6351
2022-04-18,13.4757
2022-04-19,13.6351
2022-04-20,13.8403
2022-04-21,13.9145
2022-04-22,13.7966
2022-04-23,13.7966
2022-04-24,13.7966
2022-04-25,13.7726
2022-04-26,13.67
2022-04-27,13.8185
2022-04-28,14.087
2022-04-29,13.5651
2022-04-30,13.5651
2022-05-01,13.5651
2022-05-02,13.4964
2022-05-03,13.5436
2022-05-04,13.7327
2022-05-05,13.866
2022-05-06,14.0916
2022-05-07,14.0916
2022-05-08,14.0916
2022-05-09,14.4612
2022-05-10,14.0723
2022-05-11,14.0228
2022-05-12,14.1647
2022-05-13,14.2807
2022-05-14,14.2807
2022-05-15,14.2807
2022-05-16,14.3043
2022-05-17,14.2227
2022-05-18,13.3502
2022-05-19,13.3159
2022-05-20,13.3094
2022-05-21,13.3094
2022-05-22,13.3094
2022-05-23,13.3373
2022-05-24,13.6812
2022-05-25,13.7284
2022-05-26,13.7113
2022-05-27,13.7779
2022-05-28,13.7779
2022-05-29,13.7779
2022-05-30,13.7779
2022-05-31,13.7134
2022-06-01,13.5179
2022-06-02,13.2492
2022-06-03,13.2449
2022-06-04,13.2449
2022-06-05,13.2449
2022-06-06,13.2836
2022-06-07,13.4319
2022-06-08,13.5465
2022-06-09,13.4801
2022-06-10,13.4651
2022-06-11,13.4651
2022-06-12,13.4651
2022-06-13,13.236
2022-06-14,13.1461
2022-06-15,13.1183
2022-06-16,13.0905
2022-06-17,13.1354
2022-06-18,13.1354
2022-06-19,13.1354
2022-06-20,13.1354
2022-06-21,13.4801
2022-06-22,13.4737
2022-06-23,13.5657
2022-06-24,13.7884
2022-06-25,13.7884
2022-06-26,13.7884
2022-06-27,13.7242
2022-06-28,13.6706
2022-06-29,13.7798
2022-06-30,13.7049
2022-07-01,13.7991
2022-07-02,13.7991
2022-07-03,13.7991
2022-07-04,13.7991
2022-07-05,13.7477
2022-07-06,13.7713
2022-07-07,13.8162
2022-07-08,13.8184
2022-07-09,13.8184
2022-07-10,13.8184
2022-07-11,13.8526
2022-07-12,13.8847
2022-07-13,14.0067
2022-07-14,13.919
2022-07-15,13.8505
2022-07-16,13.8505
2022-07-17,13.8505
2022-07-18,13.7327
2022-07-19,13.7841
2022-07-20,13.7049
2022-07-21,13.6107
2022-07-22,13.6621
2022-07-23,13.6621
2022-07-24,13.6621
2022-07-25,13.8248
2022-07-26,13.9083
2022-07-27,13.8141
2022-07-28,13.934
2022-07-29,17.0038
2022-07-30,17.0038
2022-07-31,17.0038
2022-08-01,17.0632
2022-08-02,16.965
2022-08-03,17.0917
2022-08-04,16.8978
2022-08-05,17.0219
2022-08-06,17.0219
2022-08-07,17.0219
2022-08-08,17.0529
2022-08-09,17.0891
2022-08-10,17.1563
2022-08-11,17.195
2022-08-12,17.1563
2022-08-13,17.1563
2022-08-14,17.1563
2022-08-15,17.1847
2022-08-16,17.3501
2022-08-17,17.3501
2022-08-18,17.376
2022-08-19,17.5103
2022-08-20,17.5103
2022-08-21,17.5103
2022-08-22,17.3915
2022-08-23,17.4716
2022-08-24,17.5724
2022-08-25,17.4793
2022-08-26,17.3501
2022-08-27,17.3501
2022-08-28,17.3501
2022-08-29,17.4664
2022-08-30,17.3501
2022-08-31,17.27
2022-09-01,17.009
2022-09-02,16.9469
2022-09-03,16.9469
2022-09-04,16.9469
2022-09-05,16.9469
2022-09-06,16.8642
2022-09-07,16.9935
2022-09-08,16.6135
2022-09-09,16.6368
2022-09-10,16.6368
2022-09-11,16.6368
2022-09-12,16.7867
2022-09-13,16.4688
2022-09-14,16.4843
2022-09-15,16.4197
2022-09-16,16.5748
2022-09-17,16.5748
2022-09-18,16.5748
2022-09-19,16.6678
2022-09-20,16.5954
2022-09-21,16.7919
2022-09-22,16.9086
2022-09-23,16.7593
2022-09-24,16.7593
2022-09-25,16.7593
2022-09-26,16.5997
2022-09-27,16.3681
2022-09-28,16.574
2022-09-29,16.3501
2022-09-30,16.3784
2022-10-01,16.3784
2022-10-02,16.3784
2022-10-03,16.5328
2022-10-04,16.6203
2022-10-05,16.4994
2022-10-06,16.2986
2022-10-07,16.2522
2022-10-08,16.2522
2022-10-09,16.2522
2022-10-10,16.5328
2022-10-11,16.7645
2022-10-12,16.8855
2022-10-13,17.2793
2022-10-14,17.2149
2022-10-15,17.2149
2022-10-16,17.2149
2022-10-17,17.1223
2022-10-18,17.2784
2022-10-19,17.3892
2022-10-20,17.1057
2022-10-21,17.2011
2022-10-22,17.2011
2022-10-23,17.2011
2022-10-24,17.2913
2022-10-25,17.4356
2022-10-26,17.5336
2022-10-27,17.6006
2022-10-28,16.979
2022-10-29,16.979
2022-10-30,16.979
2022-10-31,17.0231
2022-11-01,16.9397
2022-11-02,16.8638
2022-11-03,16.6113
2022-11-04,16.5133
2022-11-05,16.5133
2022-11-06,16.5133
2022-11-07,16.5843
2022-11-08,16.6873
2022-11-09,16.6628
2022-11-10,16.4446
2022-11-11,16.0574
2022-11-12,16.0574
2022-11-13,16.0574
2022-11-14,15.9765
2022-11-15,16.0182
2022-11-16,16.4838
2022-11-17,16.4299
2022-11-18,16.6922
2022-11-19,16.6922
2022-11-20,16.6922
2022-11-21,16.8466
2022-11-22,16.9397
2022-11-23,16.9324
2022-11-24,16.9324
2022-11-25,17.0549
2022-11-26,17.0549
2022-11-27,17.0549
2022-11-28,17.0255
2022-11-29,16.952
2022-11-30,17.2093
2022-12-01,17.1897
2022-12-02,17.3147
2022-12-03,17.3147
2022-12-04,17.3147
2022-12-05,17.1187
2022-12-06,17.0427
2022-12-07,17.8112
2022-12-08,18.0291
2022-12-09,17.6839
2022-12-10,17.6839
2022-12-11,17.6839
2022-12-12,17.9899
2022-12-13,17.8332
2022-12-14,18.012
2022-12-15,17.9924
2022-12-16,18.0267
2022-12-17,18.0267
2022-12-18,18.0267
2022-12-19,17.9704
2022-12-20,17.8112
2022-12-21,17.9899
2022-12-22,17.9679
2022-12-23,18.0805
2022-12-24,18.0805
2022-12-25,18.0805
2022-12-26,18.0805
2022-12-27,18.1467
2022-12-28,18.0218
2022-12-29,17.941
2022-12-30,17.9508
2022-12-31,17.9508
2023-01-01,17.9508
2023-01-02,17.9508
2023-01-03,17.8161
2023-01-04,17.7083
2023-01-05,17.8014
2023-01-06,18.0144
2023-01-07,18.0144
2023-01-08,18.0144
2023-01-09,17.7549
2023-01-10,17.7671
2023-01-11,17.6765
2023-01-12,17.4561
2023-01-13,17.5125
2023-01-14,17.5125
2023-01-15,17.5125
2023-01-16,17.5125
2023-01-17,17.439
2023-01-18,16.9297
2023-01-19,16.8832
2023-01-20,16.7975
2023-01-21,16.7975
2023-01-22,16.7975
2023-01-23,16.6848
2023-01-24,16.6407
2023-01-25,16.7044
2023-01-26,16.462
2023-01-27,15.9654
2023-01-28,15.9654
2023-01-29,15.9654
2023-01-30,16.1499
2023-01-31,16.1571
2023-02-01,16.0948
2023-02-02,15.7857
2023-02-03,15.9055
2023-02-04,15.9055
2023-02-05,15.9055
2023-02-06,16.193
2023-02-07,16.0061
2023-02-08,15.9103
2023-02-09,15.8169
2023-02-10,16.0373
2023-02-11,16.0373
2023-02-12,16.0373
2023-02-13,16.1259
2023-02-14,15.9391
2023-02-15,15.9223
2023-02-16,15.9079
2023-02-17,16.2577
2023-02-18,16.2577
2023-02-19,16.2577
2023-02-20,16.2577
2023-02-21,16.4973
2023-02-22,16.4086
2023-02-23,16.4254
2023-02-24,16.4446
2023-02-25,16.4446
2023-02-26,16.4446
2023-02-27,16.4422
2023-02-28,16.2984
2023-03-01,16.1523
2023-03-02,16.2745
2023-03-03,16.2721
2023-03-04,16.2721
2023-03-05,16.2721
2023-03-06,16.3128
2023-03-07,16.205
2023-03-08,16.4473
2023-03-09,16.2533
2023-03-10,16.2964
2023-03-11,16.2964
2023-03-12,16.2964
2023-03-13,16.4809
2023-03-14,16.5983
2023-03-15,16.7348
2023-03-16,16.6677
2023-03-17,16.5048
