,PINC US Equity
2020-05-22,10.5135
2020-05-23,10.5135
2020-05-24,10.5135
2020-05-25,10.5135
2020-05-26,10.7685
2020-05-27,10.8307
2020-05-28,10.8712
2020-05-29,11.008
2020-05-30,11.008
2020-05-31,11.008
2020-06-01,10.7654
2020-06-02,10.7934
2020-06-03,10.7841
2020-06-04,10.8494
2020-06-05,10.9023
2020-06-06,10.9023
2020-06-07,10.9023
2020-06-08,11.2071
2020-06-09,11.0174
2020-06-10,10.9054
2020-06-11,10.5104
2020-06-12,10.2429
2020-06-13,10.2429
2020-06-14,10.2429
2020-06-15,10.3704
2020-06-16,10.7343
2020-06-17,10.7903
2020-06-18,10.98
2020-06-19,11.0298
2020-06-20,11.0298
2020-06-21,11.0298
2020-06-22,10.6659
2020-06-23,10.8339
2020-06-24,10.6006
2020-06-25,10.641
2020-06-26,10.3144
2020-06-27,10.3144
2020-06-28,10.3144
2020-06-29,10.6255
2020-06-30,11.2755
2020-07-01,11.3863
2020-07-02,10.9724
2020-07-03,10.9724
2020-07-04,10.9724
2020-07-05,10.9724
2020-07-06,11.0587
2020-07-07,11.0441
2020-07-08,10.5127
2020-07-09,10.3074
2020-07-10,10.428
2020-07-11,10.428
2020-07-12,10.428
2020-07-13,10.2715
2020-07-14,10.4638
2020-07-15,10.78
2020-07-16,11.1386
2020-07-17,11.445
2020-07-18,11.445
2020-07-19,11.445
2020-07-20,11.181
2020-07-21,11.3602
2020-07-22,11.4548
2020-07-23,11.546
2020-07-24,11.4157
2020-07-25,11.4157
2020-07-26,11.4157
2020-07-27,11.357
2020-07-28,11.207
2020-07-29,11.2168
2020-07-30,11.4124
2020-07-31,11.5004
2020-08-01,11.5004
2020-08-02,11.5004
2020-08-03,11.4515
2020-08-04,11.4776
2020-08-05,11.3048
2020-08-06,11.2625
2020-08-07,11.4157
2020-08-08,11.4157
2020-08-09,11.4157
2020-08-10,11.4287
2020-08-11,11.621
2020-08-12,11.4189
2020-08-13,11.608
2020-08-14,12.1784
2020-08-15,12.1784
2020-08-16,12.1784
2020-08-17,11.5509
2020-08-18,11.7351
2020-08-19,11.269
2020-08-20,11.2201
2020-08-21,11.1256
2020-08-22,11.1256
2020-08-23,11.1256
2020-08-24,11.0864
2020-08-25,10.6405
2020-08-26,10.3307
2020-08-27,10.6911
2020-08-28,10.3568
2020-08-29,10.3568
2020-08-30,10.3568
2020-08-31,10.7841
2020-09-01,10.7938
2020-09-02,10.9015
2020-09-03,10.7547
2020-09-04,10.7058
2020-09-05,10.7058
2020-09-06,10.7058
2020-09-07,10.7058
2020-09-08,10.6014
2020-09-09,10.7351
2020-09-10,10.5883
2020-09-11,10.2491
2020-09-12,10.2491
2020-09-13,10.2491
2020-09-14,10.1969
2020-09-15,10.2556
2020-09-16,10.5035
2020-09-17,10.5035
2020-09-18,10.2361
2020-09-19,10.2361
2020-09-20,10.2361
2020-09-21,10.2556
2020-09-22,10.1578
2020-09-23,10.0697
2020-09-24,10.2556
2020-09-25,10.5166
2020-09-26,10.5166
2020-09-27,10.5166
2020-09-28,10.7253
2020-09-29,10.6079
2020-09-30,13.0692
2020-10-01,12.9145
2020-10-02,13.1536
2020-10-03,13.1536
2020-10-04,13.1536
2020-10-05,13.5686
2020-10-06,13.3822
2020-10-07,13.1712
2020-10-08,13.238
2020-10-09,13.2169
2020-10-10,13.2169
2020-10-11,13.2169
2020-10-12,13.0165
2020-10-13,12.9391
2020-10-14,13.4385
2020-10-15,13.769
2020-10-16,13.8394
2020-10-17,13.8394
2020-10-18,13.8394
2020-10-19,13.3963
2020-10-20,13.347
2020-10-21,13.2552
2020-10-22,13.6286
2020-10-23,13.6392
2020-10-24,13.6392
2020-10-25,13.6392
2020-10-26,13.5582
2020-10-27,13.3397
2020-10-28,12.8113
2020-10-29,12.9452
2020-10-30,13.0544
2020-10-31,13.0544
2020-11-01,13.0544
2020-11-02,13.4032
2020-11-03,13.5984
2020-11-04,13.8115
2020-11-05,13.5772
2020-11-06,13.6054
2020-11-07,13.6054
2020-11-08,13.6054
2020-11-09,13.9824
2020-11-10,13.8204
2020-11-11,13.6019
2020-11-12,13.6865
2020-11-13,13.9507
2020-11-14,13.9507
2020-11-15,13.9507
2020-11-16,13.7464
2020-11-17,13.6407
2020-11-18,13.5033
2020-11-19,13.4821
2020-11-20,13.5878
2020-11-21,13.5878
2020-11-22,13.5878
2020-11-23,13.7358
2020-11-24,13.9331
2020-11-25,13.8802
2020-11-26,13.8802
2020-11-27,14.0318
2020-11-28,14.0318
2020-11-29,14.0318
2020-11-30,14.0036
2020-12-01,13.9296
2020-12-02,13.8521
2020-12-03,13.7428
2020-12-04,13.9719
2020-12-05,13.9719
2020-12-06,13.9719
2020-12-07,14.0267
2020-12-08,14.3543
2020-12-09,14.1993
2020-12-10,14.5411
2020-12-11,14.2134
2020-12-12,14.2134
2020-12-13,14.2134
2020-12-14,13.9105
2020-12-15,14.0655
2020-12-16,13.9985
2020-12-17,13.9598
2020-12-18,13.8541
2020-12-19,13.8541
2020-12-20,13.8541
2020-12-21,13.7907
2020-12-22,13.5511
2020-12-23,14.0091
2020-12-24,14.0619
2020-12-25,14.0619
2020-12-26,14.0619
2020-12-27,14.0619
2020-12-28,13.914
2020-12-29,13.8541
2020-12-30,13.8964
2020-12-31,16.1414
2021-01-01,16.1414
2021-01-02,16.1414
2021-01-03,16.1414
2021-01-04,16.3291
2021-01-05,16.7229
2021-01-06,16.9786
2021-01-07,17.0982
2021-01-08,17.057
2021-01-09,17.057
2021-01-10,17.057
2021-01-11,16.7889
2021-01-12,16.8137
2021-01-13,16.8508
2021-01-14,16.9044
2021-01-15,16.8714
2021-01-16,16.8714
2021-01-17,16.8714
2021-01-18,16.8714
2021-01-19,16.1909
2021-01-20,16.3559
2021-01-21,16.0012
2021-01-22,16.0878
2021-01-23,16.0878
2021-01-24,16.0878
2021-01-25,15.8775
2021-01-26,15.8238
2021-01-27,15.7908
2021-01-28,15.7826
2021-01-29,15.6341
2021-01-30,15.6341
2021-01-31,15.6341
2021-02-01,15.7991
2021-02-02,16.3165
2021-02-03,16.3247
2021-02-04,16.3371
2021-02-05,16.1926
2021-02-06,16.1926
2021-02-07,16.1926
2021-02-08,16.2215
2021-02-09,16.1183
2021-02-10,16.1017
2021-02-11,16.1265
2021-02-12,16.2091
2021-02-13,16.2091
2021-02-14,16.2091
2021-02-15,16.2091
2021-02-16,16.0192
2021-02-17,15.8498
2021-02-18,15.5401
2021-02-19,15.6351
2021-02-20,15.6351
2021-02-21,15.6351
2021-02-22,15.887
2021-02-23,15.8168
2021-02-24,15.7796
2021-02-25,15.7879
2021-02-26,15.631
2021-02-27,15.631
2021-02-28,15.631
2021-03-01,15.4121
2021-03-02,15.4039
2021-03-03,15.3378
2021-03-04,15.1768
2021-03-05,15.6269
2021-03-06,15.6269
2021-03-07,15.6269
2021-03-08,15.9159
2021-03-09,15.5112
2021-03-10,15.7012
2021-03-11,15.6723
2021-03-12,15.792
2021-03-13,15.792
2021-03-14,15.792
2021-03-15,15.7425
2021-03-16,15.6888
2021-03-17,15.7053
2021-03-18,15.6269
2021-03-19,15.4204
2021-03-20,15.4204
2021-03-21,15.4204
2021-03-22,15.4988
2021-03-23,15.4286
2021-03-24,15.503
2021-03-25,15.6971
2021-03-26,15.8251
2021-03-27,15.8251
2021-03-28,15.8251
2021-03-29,15.7879
2021-03-30,15.6929
2021-03-31,17.9679
2021-04-01,18.3951
2021-04-02,18.3951
2021-04-03,18.3951
2021-04-04,18.3951
2021-04-05,18.2073
2021-04-06,18.0571
2021-04-07,18.0618
2021-04-08,18.0148
2021-04-09,18.104
2021-04-10,18.104
2021-04-11,18.104
2021-04-12,18.3388
2021-04-13,18.1838
2021-04-14,18.4843
2021-04-15,18.5735
2021-04-16,18.5922
2021-04-17,18.5922
2021-04-18,18.5922
2021-04-19,18.7002
2021-04-20,18.7002
2021-04-21,18.8176
2021-04-22,18.7472
2021-04-23,18.8035
2021-04-24,18.8035
2021-04-25,18.8035
2021-04-26,18.7706
2021-04-27,18.489
2021-04-28,18.5031
2021-04-29,18.6533
2021-04-30,18.672
2021-05-01,18.672
2021-05-02,18.672
2021-05-03,18.8598
2021-05-04,18.5401
2021-05-05,18.7748
2021-05-06,18.5494
2021-05-07,18.6152
2021-05-08,18.6152
2021-05-09,18.6152
2021-05-10,18.5119
2021-05-11,18.0189
2021-05-12,17.9719
2021-05-13,18.0799
2021-05-14,18.202
2021-05-15,18.202
2021-05-16,18.202
2021-05-17,18.0423
2021-05-18,18.4321
2021-05-19,18.4274
2021-05-20,18.3616
2021-05-21,18.3945
2021-05-22,18.3945
2021-05-23,18.3945
2021-05-24,18.3616
2021-05-25,18.2912
2021-05-26,18.418
2021-05-27,18.3241
2021-05-28,17.5728
2021-05-29,17.5728
2021-05-30,17.5728
2021-05-31,17.5728
2021-06-01,17.5305
2021-06-02,17.615
2021-06-03,17.8263
2021-06-04,17.6996
2021-06-05,17.6996
2021-06-06,17.6996
2021-06-07,17.5869
2021-06-08,17.7606
2021-06-09,17.8874
2021-06-10,18.0001
2021-06-11,18.0048
2021-06-12,18.0048
2021-06-13,18.0048
2021-06-14,18.0423
2021-06-15,18.1315
2021-06-16,18.2771
2021-06-17,18.2865
2021-06-18,18.1503
2021-06-19,18.1503
2021-06-20,18.1503
2021-06-21,18.2161
2021-06-22,18.3522
2021-06-23,18.155
2021-06-24,18.202
2021-06-25,18.5964
2021-06-26,18.5964
2021-06-27,18.5964
2021-06-28,18.4555
2021-06-29,18.4555
2021-06-30,18.1231
2021-07-01,18.1612
2021-07-02,18.4134
2021-07-03,18.4134
2021-07-04,18.4134
2021-07-05,18.4134
2021-07-06,18.4325
2021-07-07,18.3516
2021-07-08,18.2897
2021-07-09,18.4705
2021-07-10,18.4705
2021-07-11,18.4705
2021-07-12,18.5324
2021-07-13,18.2421
2021-07-14,18.3896
2021-07-15,18.5277
2021-07-16,18.423
2021-07-17,18.423
2021-07-18,18.423
2021-07-19,18.3516
2021-07-20,18.5039
2021-07-21,18.5324
2021-07-22,18.5562
2021-07-23,18.3944
2021-07-24,18.3944
2021-07-25,18.3944
2021-07-26,18.3658
2021-07-27,18.4991
2021-07-28,18.5324
2021-07-29,18.5752
2021-07-30,18.5277
2021-07-31,18.5277
2021-08-01,18.5277
2021-08-02,18.5467
2021-08-03,18.6942
2021-08-04,18.423
2021-08-05,18.1612
2021-08-06,18.5752
2021-08-07,18.5752
2021-08-08,18.5752
2021-08-09,18.5039
2021-08-10,18.6752
2021-08-11,18.6324
2021-08-12,18.8037
2021-08-13,18.7323
2021-08-14,18.7323
2021-08-15,18.7323
2021-08-16,18.6895
2021-08-17,19.1003
2021-08-18,19.9032
2021-08-19,19.6069
2021-08-20,19.583
2021-08-21,19.583
2021-08-22,19.583
2021-08-23,19.6308
2021-08-24,19.6833
2021-08-25,19.3392
2021-08-26,19.1959
2021-08-27,19.172
2021-08-28,19.172
2021-08-29,19.172
2021-08-30,19.0955
2021-08-31,19.3345
2021-09-01,19.1051
2021-09-02,19.2723
2021-09-03,19.215
2021-09-04,19.215
2021-09-05,19.215
2021-09-06,19.215
2021-09-07,19.4205
2021-09-08,19.8793
2021-09-09,20.1182
2021-09-10,20.2664
2021-09-11,20.2664
2021-09-12,20.2664
2021-09-13,20.0083
2021-09-14,20.534
2021-09-15,20.405
2021-09-16,20.3954
2021-09-17,20.1947
2021-09-18,20.1947
2021-09-19,20.1947
2021-09-20,20.1039
2021-09-21,19.994
2021-09-22,20.1708
2021-09-23,20.1517
2021-09-24,20.1278
2021-09-25,20.1278
2021-09-26,20.1278
2021-09-27,20.1182
2021-09-28,20.1565
2021-09-29,20.2616
2021-09-30,19.0195
2021-10-01,18.803
2021-10-02,18.803
2021-10-03,18.803
2021-10-04,18.8346
2021-10-05,18.8752
2021-10-06,18.776
2021-10-07,18.9744
2021-10-08,19.2766
2021-10-09,19.2766
2021-10-10,19.2766
2021-10-11,19.3398
2021-10-12,19.3984
2021-10-13,19.3894
2021-10-14,19.3398
2021-10-15,19.3984
2021-10-16,19.3984
2021-10-17,19.3984
2021-10-18,19.3127
2021-10-19,19.5066
2021-10-20,19.5549
2021-10-21,19.4378
2021-10-22,19.5054
2021-10-23,19.5054
2021-10-24,19.5054
2021-10-25,19.1586
2021-10-26,19.1451
2021-10-27,18.7713
2021-10-28,18.8974
2021-10-29,19.0775
2021-10-30,19.0775
2021-10-31,19.0775
2021-11-01,19.2937
2021-11-02,19.2959
2021-11-03,20.133
2021-11-04,19.9316
2021-11-05,19.9182
2021-11-06,19.9182
2021-11-07,19.9182
2021-11-08,19.9137
2021-11-09,19.7525
2021-11-10,19.7391
2021-11-11,19.8421
2021-11-12,19.8644
2021-11-13,19.8644
2021-11-14,19.8644
2021-11-15,19.5242
2021-11-16,19.5242
2021-11-17,20.0032
2021-11-18,19.7078
2021-11-19,19.3496
2021-11-20,19.3496
2021-11-21,19.3496
2021-11-22,19.5287
2021-11-23,19.2691
2021-11-24,19.1527
2021-11-25,19.1527
2021-11-26,19.0005
2021-11-27,19.0005
2021-11-28,19.0005
2021-11-29,18.7722
2021-11-30,18.132
2021-12-01,18.0917
2021-12-02,18.1231
2021-12-03,18.3514
2021-12-04,18.3514
2021-12-05,18.3514
2021-12-06,18.4722
2021-12-07,18.4185
2021-12-08,18.5842
2021-12-09,18.5707
2021-12-10,18.9154
2021-12-11,18.9154
2021-12-12,18.9154
2021-12-13,18.6468
2021-12-14,18.5304
2021-12-15,18.6513
2021-12-16,18.7677
2021-12-17,19.2691
2021-12-18,19.2691
2021-12-19,19.2691
2021-12-20,19.1482
2021-12-21,19.2959
2021-12-22,19.475
2021-12-23,19.6093
2021-12-24,19.6093
2021-12-25,19.6093
2021-12-26,19.6093
2021-12-27,19.8107
2021-12-28,19.9808
2021-12-29,20.0614
2021-12-30,19.9943
2021-12-31,19.4783
2022-01-01,19.4783
2022-01-02,19.4783
2022-01-03,19.4957
2022-01-04,19.3696
2022-01-05,19.213
2022-01-06,19.113
2022-01-07,19.0608
2022-01-08,19.0608
2022-01-09,19.0608
2022-01-10,18.8912
2022-01-11,19.1695
2022-01-12,19.1391
2022-01-13,18.8607
2022-01-14,18.7911
2022-01-15,18.7911
2022-01-16,18.7911
2022-01-17,18.7911
2022-01-18,18.2257
2022-01-19,18.0648
2022-01-20,18.3345
2022-01-21,18.1648
2022-01-22,18.1648
2022-01-23,18.1648
2022-01-24,18.2518
2022-01-25,17.9648
2022-01-26,17.8169
2022-01-27,17.9343
2022-01-28,18.0387
2022-01-29,18.0387
2022-01-30,18.0387
2022-01-31,18.1953
2022-02-01,17.6336
2022-02-02,17.5189
2022-02-03,17.5146
2022-02-04,17.4254
2022-02-05,17.4254
2022-02-06,17.4254
2022-02-07,17.2979
2022-02-08,17.5656
2022-02-09,17.6591
2022-02-10,17.4891
2022-02-11,17.4891
2022-02-12,17.4891
2022-02-13,17.4891
2022-02-14,17.1746
2022-02-15,17.1619
2022-02-16,17.1066
2022-02-17,16.9239
2022-02-18,16.8516
2022-02-19,16.8516
2022-02-20,16.8516
2022-02-21,16.8516
2022-02-22,16.7921
2022-02-23,16.6816
2022-02-24,16.6348
2022-02-25,16.9621
2022-02-26,16.9621
2022-02-27,16.9621
2022-02-28,16.8474
2022-03-01,16.9196
2022-03-02,17.0344
2022-03-03,17.1576
2022-03-04,17.5316
2022-03-05,17.5316
2022-03-06,17.5316
2022-03-07,16.9579
2022-03-08,16.6178
2022-03-09,16.7284
2022-03-10,16.7751
2022-03-11,16.5711
2022-03-12,16.5711
2022-03-13,16.5711
2022-03-14,16.5456
2022-03-15,16.7454
2022-03-16,16.7411
2022-03-17,17.1959
2022-03-18,17.0174
2022-03-19,17.0174
2022-03-20,17.0174
2022-03-21,16.8134
2022-03-22,16.8304
2022-03-23,16.4138
2022-03-24,16.6646
2022-03-25,16.7241
2022-03-26,16.7241
2022-03-27,16.7241
2022-03-28,16.5966
2022-03-29,16.7879
2022-03-30,17.2851
2022-03-31,17.1675
2022-04-01,17.4294
2022-04-02,17.4294
2022-04-03,17.4294
2022-04-04,17.0365
2022-04-05,17.1194
2022-04-06,17.3421
2022-04-07,17.4032
2022-04-08,17.5691
2022-04-09,17.5691
2022-04-10,17.5691
2022-04-11,17.377
2022-04-12,17.4643
2022-04-13,17.4425
2022-04-14,17.5167
2022-04-15,17.5167
2022-04-16,17.5167
2022-04-17,17.5167
2022-04-18,17.5691
2022-04-19,17.8528
2022-04-20,18.1845
2022-04-21,18.1933
2022-04-22,17.8179
2022-04-23,17.8179
2022-04-24,17.8179
2022-04-25,18.0667
2022-04-26,17.4687
2022-04-27,17.6258
2022-04-28,17.7393
2022-04-29,17.4381
2022-04-30,17.4381
2022-05-01,17.4381
2022-05-02,17.3333
2022-05-03,17.2061
2022-05-04,17.8592
2022-05-05,17.5953
2022-05-06,17.5564
2022-05-07,17.5564
2022-05-08,17.5564
2022-05-09,17.2969
2022-05-10,17.4656
2022-05-11,17.3099
2022-05-12,17.3575
2022-05-13,17.4959
2022-05-14,17.4959
2022-05-15,17.4959
2022-05-16,17.6948
2022-05-17,17.7986
2022-05-18,17.617
2022-05-19,17.4396
2022-05-20,17.7035
2022-05-21,17.7035
2022-05-22,17.7035
2022-05-23,17.7943
2022-05-24,17.7727
2022-05-25,18.0019
2022-05-26,18.0754
2022-05-27,18.1706
2022-05-28,18.1706
2022-05-29,18.1706
2022-05-30,18.1706
2022-05-31,17.8116
2022-06-01,17.5391
2022-06-02,17.7683
2022-06-03,17.6818
2022-06-04,17.6818
2022-06-05,17.6818
2022-06-06,17.79
2022-06-07,17.764
2022-06-08,17.6732
2022-06-09,17.4267
2022-06-10,17.3921
2022-06-11,17.3921
2022-06-12,17.3921
2022-06-13,16.9769
2022-06-14,16.8471
2022-06-15,16.9444
2022-06-16,16.5011
2022-06-17,16.6092
2022-06-18,16.6092
2022-06-19,16.6092
2022-06-20,16.6092
2022-06-21,16.7822
2022-06-22,17.1196
2022-06-23,17.2277
2022-06-24,17.7078
2022-06-25,17.7078
2022-06-26,17.7078
2022-06-27,17.7078
2022-06-28,17.3229
2022-06-29,17.3358
2022-06-30,17.6384
2022-07-01,17.8861
2022-07-02,17.8861
2022-07-03,17.8861
2022-07-04,17.8861
2022-07-05,17.6879
2022-07-06,18.2328
2022-07-07,18.449
2022-07-08,18.3499
2022-07-09,18.3499
2022-07-10,18.3499
2022-07-11,18.3094
2022-07-12,18.2959
2022-07-13,18.1202
2022-07-14,18.1743
2022-07-15,18.3409
2022-07-16,18.3409
2022-07-17,18.3409
2022-07-18,18.1067
2022-07-19,18.3679
2022-07-20,18.3229
2022-07-21,18.3274
2022-07-22,18.4445
2022-07-23,18.4445
2022-07-24,18.4445
2022-07-25,18.476
2022-07-26,18.6876
2022-07-27,18.6606
2022-07-28,18.8407
2022-07-29,18.8903
2022-07-30,18.8903
2022-07-31,18.8903
2022-08-01,18.7912
2022-08-02,18.6696
2022-08-03,18.7282
2022-08-04,18.4445
2022-08-05,18.7867
2022-08-06,18.7867
2022-08-07,18.7867
2022-08-08,18.6336
2022-08-09,18.6516
2022-08-10,18.9218
2022-08-11,18.7417
2022-08-12,18.8768
2022-08-13,18.8768
2022-08-14,18.8768
2022-08-15,18.9083
2022-08-16,18.6226
2022-08-17,18.5505
2022-08-18,18.5911
2022-08-19,18.4694
2022-08-20,18.4694
2022-08-21,18.4694
2022-08-22,18.3252
2022-08-23,18.1405
2022-08-24,18.2441
2022-08-25,18.3567
2022-08-26,18.0864
2022-08-27,18.0864
2022-08-28,18.0864
2022-08-29,17.9692
2022-08-30,17.5456
2022-08-31,17.451
2022-09-01,17.3924
2022-09-02,17.4465
2022-09-03,17.4465
2022-09-04,17.4465
2022-09-05,17.4465
2022-09-06,17.4645
2022-09-07,17.6268
2022-09-08,17.46
2022-09-09,17.7169
2022-09-10,17.7169
2022-09-11,17.7169
2022-09-12,17.798
2022-09-13,17.3789
2022-09-14,17.2167
2022-09-15,17.1446
2022-09-16,17.2528
2022-09-17,17.2528
2022-09-18,17.2528
2022-09-19,17.3113
2022-09-20,17.1987
2022-09-21,17.1131
2022-09-22,16.9418
2022-09-23,16.6489
2022-09-24,16.6489
2022-09-25,16.6489
2022-09-26,16.5363
2022-09-27,16.4687
2022-09-28,16.6715
2022-09-29,16.7976
2022-09-30,17.7293
2022-10-01,17.7293
2022-10-02,17.7293
2022-10-03,17.9624
2022-10-04,18.2194
2022-10-05,18.148
2022-10-06,17.9006
2022-10-07,17.42
2022-10-08,17.42
2022-10-09,17.42
2022-10-10,17.4438
2022-10-11,17.3534
2022-10-12,17.0965
2022-10-13,17.1155
2022-10-14,17.5866
2022-10-15,17.5866
2022-10-16,17.5866
2022-10-17,17.8054
2022-10-18,17.9291
2022-10-19,17.6028
2022-10-20,17.5693
2022-10-21,17.5837
2022-10-22,17.5837
2022-10-23,17.5837
2022-10-24,17.7943
2022-10-25,17.7895
2022-10-26,18.2299
2022-10-27,18.115
2022-10-28,18.3974
2022-10-29,18.3974
2022-10-30,18.3974
2022-10-31,18.2778
2022-11-01,16.7859
2022-11-02,16.8673
2022-11-03,16.7093
2022-11-04,16.6758
2022-11-05,16.6758
2022-11-06,16.6758
2022-11-07,16.6088
2022-11-08,16.4652
2022-11-09,16.3887
2022-11-10,16.6758
2022-11-11,16.6662
2022-11-12,16.6662
2022-11-13,16.6662
2022-11-14,16.8242
2022-11-15,16.9199
2022-11-16,16.9295
2022-11-17,16.9295
2022-11-18,17.1209
2022-11-19,17.1209
2022-11-20,17.1209
2022-11-21,17.0922
2022-11-22,17.3315
2022-11-23,17.4224
2022-11-24,17.4224
2022-11-25,17.4942
2022-11-26,17.4942
2022-11-27,17.4942
2022-11-28,17.3171
2022-11-29,17.4703
2022-11-30,17.5421
2022-12-01,17.5995
2022-12-02,17.7957
2022-12-03,17.7957
2022-12-04,17.7957
2022-12-05,17.5884
2022-12-06,17.4161
2022-12-07,17.5932
2022-12-08,17.5693
2022-12-09,17.5406
2022-12-10,17.5406
2022-12-11,17.5406
2022-12-12,17.598
2022-12-13,17.7321
2022-12-14,17.7512
2022-12-15,17.6124
2022-12-16,17.4831
2022-12-17,17.4831
2022-12-18,17.4831
2022-12-19,17.5214
2022-12-20,17.6555
2022-12-21,18.0576
2022-12-22,18.1677
2022-12-23,18.4166
2022-12-24,18.4166
2022-12-25,18.4166
2022-12-26,18.4166
2022-12-27,18.1246
2022-12-28,18.0815
2022-12-29,18.3113
2022-12-30,18.0144
2022-12-31,18.0144
2023-01-01,18.0144
2023-01-02,18.0144
2023-01-03,18.1478
2023-01-04,18.1432
2023-01-05,17.9776
2023-01-06,18.0282
2023-01-07,18.0282
2023-01-08,18.0282
2023-01-09,17.9224
2023-01-10,17.9822
2023-01-11,17.7062
2023-01-12,17.2417
2023-01-13,17.3843
2023-01-14,17.3843
2023-01-15,17.3843
2023-01-16,17.3843
2023-01-17,17.4763
2023-01-18,17.3429
2023-01-19,17.4717
2023-01-20,17.4855
2023-01-21,17.4855
2023-01-22,17.4855
2023-01-23,17.2785
2023-01-24,17.0301
2023-01-25,16.9657
2023-01-26,17.0669
2023-01-27,17.0669
2023-01-28,17.0669
2023-01-29,17.0669
2023-01-30,17.1221
2023-01-31,17.2693
2023-02-01,17.2601
2023-02-02,17.4533
2023-02-03,17.2509
2023-02-04,17.2509
2023-02-05,17.2509
2023-02-06,16.8783
2023-02-07,17.1278
2023-02-08,16.8608
2023-02-09,16.8516
2023-02-10,16.8424
2023-02-11,16.8424
2023-02-12,16.8424
2023-02-13,16.8194
2023-02-14,16.8194
2023-02-15,16.9023
2023-02-16,16.9621
2023-02-17,17.3073
2023-02-18,17.3073
2023-02-19,17.3073
2023-02-20,17.3073
2023-02-21,17.2061
2023-02-22,17.2429
2023-02-23,17.0404
2023-02-24,17.0542
2023-02-25,17.0542
2023-02-26,17.0542
2023-02-27,17.0726
2023-02-28,16.7412
2023-03-01,16.6215
2023-03-02,16.534
2023-03-03,16.6445
2023-03-04,16.6445
2023-03-05,16.6445
2023-03-06,16.3959
2023-03-07,16.2072
2023-03-08,16.1428
2023-03-09,16.2026
2023-03-10,16.2487
2023-03-11,16.2487
2023-03-12,16.2487
2023-03-13,16.1566
2023-03-14,16.5156
2023-03-15,16.3913
2023-03-16,16.6215
2023-03-17,16.5386
