,CLR US Equity
2020-08-20,151.8098
2020-08-21,149.6032
2020-08-22,149.6032
2020-08-23,149.6032
2020-08-24,151.6333
2020-08-25,153.3545
2020-08-26,150.2652
2020-08-27,151.2802
2020-08-28,151.6774
2020-08-29,151.6774
2020-08-30,151.6774
2020-08-31,149.8238
2020-09-01,149.3825
2020-09-02,146.4256
2020-09-03,144.4396
2020-09-04,143.1598
2020-09-05,143.1598
2020-09-06,143.1598
2020-09-07,143.1598
2020-09-08,136.3633
2020-09-09,137.3783
2020-09-10,132.612
2020-09-11,132.2148
2020-09-12,132.2148
2020-09-13,132.2148
2020-09-14,132.2589
2020-09-15,131.4204
2020-09-16,135.6571
2020-09-17,138.4816
2020-09-18,139.585
2020-09-19,139.585
2020-09-20,139.585
2020-09-21,134.9951
2020-09-22,133.274
2020-09-23,129.4344
2020-09-24,130.1846
2020-09-25,130.0522
2020-09-26,130.0522
2020-09-27,130.0522
2020-09-28,130.5818
2020-09-29,128.3752
2020-09-30,128.3752
2020-10-01,128.3752
2020-10-02,128.3752
2020-10-03,128.3752
2020-10-04,128.3752
2020-10-05,128.3752
2020-10-06,128.3752
2020-10-07,128.3752
2020-10-08,128.3752
2020-10-09,128.3752
2020-10-10,128.3752
2020-10-11,128.3752
2020-10-12,128.3752
2020-10-13,128.3752
2020-10-14,128.3752
2020-10-15,128.3752
2020-10-16,128.3752
2020-10-17,128.3752
2020-10-18,128.3752
2020-10-19,128.3752
2020-10-20,128.3752
2020-10-21,128.3752
2020-10-22,128.3752
2020-10-23,128.3752
2020-10-24,128.3752
2020-10-25,128.3752
2020-10-26,128.3752
2020-10-27,128.3752
2020-10-28,128.3752
2020-10-29,128.3752
2020-10-30,128.3752
2020-10-31,128.3752
2020-11-01,128.3752
2020-11-02,128.3752
2020-11-03,128.3752
2020-11-04,128.3752
2020-11-05,128.3752
2020-11-06,128.3752
2020-11-07,128.3752
2020-11-08,128.3752
2020-11-09,128.3752
2020-11-10,128.3752
2020-11-11,128.3752
2020-11-12,128.3752
2020-11-13,128.3752
2020-11-14,128.3752
2020-11-15,128.3752
2020-11-16,128.3752
2020-11-17,128.3752
2020-11-18,128.3752
2020-11-19,128.3752
2020-11-20,128.3752
2020-11-21,128.3752
2020-11-22,128.3752
2020-11-23,128.3752
2020-11-24,128.3752
2020-11-25,128.3752
2020-11-26,128.3752
2020-11-27,128.3752
2020-11-28,128.3752
2020-11-29,128.3752
2020-11-30,128.3752
2020-12-01,128.3752
2020-12-02,128.3752
2020-12-03,128.3752
2020-12-04,128.3752
2020-12-05,128.3752
2020-12-06,128.3752
2020-12-07,128.3752
2020-12-08,128.3752
2020-12-09,128.3752
2020-12-10,128.3752
2020-12-11,128.3752
2020-12-12,128.3752
2020-12-13,128.3752
2020-12-14,128.3752
2020-12-15,128.3752
2020-12-16,128.3752
2020-12-17,128.3752
2020-12-18,128.3752
2020-12-19,128.3752
2020-12-20,128.3752
2020-12-21,128.3752
2020-12-22,128.3752
2020-12-23,128.3752
2020-12-24,128.3752
2020-12-25,128.3752
2020-12-26,128.3752
2020-12-27,128.3752
2020-12-28,128.3752
2020-12-29,128.3752
2020-12-30,128.3752
2020-12-31,128.3752
2021-01-01,128.3752
2021-01-02,128.3752
2021-01-03,128.3752
2021-01-04,128.3752
2021-01-05,128.3752
2021-01-06,128.3752
2021-01-07,128.3752
2021-01-08,128.3752
2021-01-09,128.3752
2021-01-10,128.3752
2021-01-11,128.3752
2021-01-12,128.3752
2021-01-13,128.3752
2021-01-14,128.3752
2021-01-15,128.3752
2021-01-16,128.3752
2021-01-17,128.3752
2021-01-18,128.3752
2021-01-19,128.3752
2021-01-20,128.3752
2021-01-21,128.3752
2021-01-22,128.3752
2021-01-23,128.3752
2021-01-24,128.3752
2021-01-25,128.3752
2021-01-26,128.3752
2021-01-27,128.3752
2021-01-28,128.3752
2021-01-29,128.3752
2021-01-30,128.3752
2021-01-31,128.3752
2021-02-01,128.3752
2021-02-02,128.3752
2021-02-03,128.3752
2021-02-04,128.3752
2021-02-05,128.3752
2021-02-06,128.3752
2021-02-07,128.3752
2021-02-08,128.3752
2021-02-09,128.3752
2021-02-10,128.3752
2021-02-11,128.3752
2021-02-12,128.3752
2021-02-13,128.3752
2021-02-14,128.3752
2021-02-15,128.3752
2021-02-16,128.3752
2021-02-17,128.3752
2021-02-18,128.3752
2021-02-19,128.3752
2021-02-20,128.3752
2021-02-21,128.3752
2021-02-22,128.3752
2021-02-23,128.3752
2021-02-24,128.3752
2021-02-25,128.3752
2021-02-26,128.3752
2021-02-27,128.3752
2021-02-28,128.3752
2021-03-01,128.3752
2021-03-02,128.3752
2021-03-03,128.3752
2021-03-04,128.3752
2021-03-05,128.3752
2021-03-06,128.3752
2021-03-07,128.3752
2021-03-08,128.3752
2021-03-09,128.3752
2021-03-10,128.3752
2021-03-11,128.3752
2021-03-12,128.3752
2021-03-13,128.3752
2021-03-14,128.3752
2021-03-15,128.3752
2021-03-16,128.3752
2021-03-17,128.3752
2021-03-18,128.3752
2021-03-19,128.3752
2021-03-20,128.3752
2021-03-21,128.3752
2021-03-22,128.3752
2021-03-23,128.3752
2021-03-24,128.3752
2021-03-25,128.3752
2021-03-26,128.3752
2021-03-27,128.3752
2021-03-28,128.3752
2021-03-29,128.3752
2021-03-30,128.3752
2021-03-31,324.2864
2021-04-01,336.1125
2021-04-02,336.1125
2021-04-03,336.1125
2021-04-04,336.1125
2021-04-05,323.0796
2021-04-06,325.4931
2021-04-07,324.1255
2021-04-08,318.6347
2021-04-09,322.7635
2021-04-10,322.7635
2021-04-11,322.7635
2021-04-12,320.2539
2021-04-13,321.5492
2021-04-14,338.8739
2021-04-15,338.3881
2021-04-16,334.0165
2021-04-17,334.0165
2021-04-18,334.0165
2021-04-19,330.9401
2021-04-20,322.9254
2021-04-21,323.816
2021-04-22,320.9015
2021-04-23,324.3017
2021-04-24,324.3017
2021-04-25,324.3017
2021-04-26,325.597
2021-04-27,327.378
2021-04-28,339.1416
2021-04-29,345.8617
2021-04-30,336.7126
2021-05-01,336.7126
2021-05-02,336.7126
2021-05-03,345.295
2021-05-04,342.2992
2021-05-05,353.3915
2021-05-06,353.2296
2021-05-07,362.7025
2021-05-08,362.7025
2021-05-09,362.7025
2021-05-10,360.5974
2021-05-11,362.6216
2021-05-12,361.7309
2021-05-13,355.9014
2021-05-14,371.042
2021-05-15,371.042
2021-05-16,371.042
2021-05-17,374.9283
2021-05-18,366.5079
2021-05-19,358.7352
2021-05-20,359.3829
2021-05-21,363.7551
2021-05-22,363.7551
2021-05-23,363.7551
2021-05-24,374.7664
2021-05-25,368.2891
2021-05-26,374.1187
2021-05-27,378.086
2021-05-28,379.8672
2021-05-29,379.8672
2021-05-30,379.8672
2021-05-31,379.8672
2021-06-01,403.1043
2021-06-02,406.3429
2021-06-03,401.9708
2021-06-04,401.404
2021-06-05,401.404
2021-06-06,401.404
2021-06-07,402.4566
2021-06-08,406.8287
2021-06-09,403.2662
2021-06-10,401.8898
2021-06-11,403.833
2021-06-12,403.833
2021-06-13,403.833
2021-06-14,402.7804
2021-06-15,414.0346
2021-06-16,412.2534
2021-06-17,393.6313
2021-06-18,392.093
2021-06-19,392.093
2021-06-20,392.093
2021-06-21,411.8486
2021-06-22,416.8684
2021-06-23,419.6212
2021-06-24,423.7505
2021-06-25,435.1666
2021-06-26,435.1666
2021-06-27,435.1666
2021-06-28,412.7392
2021-06-29,416.3826
2021-06-30,24.0827
2021-07-01,24.9697
2021-07-02,24.6102
2021-07-03,24.6102
2021-07-04,24.6102
2021-07-05,24.6102
2021-07-06,23.7606
2021-07-07,23.4805
2021-07-08,23.7793
2021-07-09,24.2321
2021-07-10,24.2321
2021-07-11,24.2321
2021-07-12,24.1668
2021-07-13,24.1761
2021-07-14,23.0838
2021-07-15,22.8597
2021-07-16,22.0708
2021-07-17,22.0708
2021-07-18,22.0708
2021-07-19,21.2772
2021-07-20,21.6367
2021-07-21,22.603
2021-07-22,22.4676
2021-07-23,22.3836
2021-07-24,22.3836
2021-07-25,22.3836
2021-07-26,22.8457
2021-07-27,22.3135
2021-07-28,22.5423
2021-07-29,22.4396
2021-07-30,22.2715
2021-07-31,22.2715
2021-08-01,22.2715
2021-08-02,22.0529
2021-08-03,22.5384
2021-08-04,21.6561
2021-08-05,22.6037
2021-08-06,22.7625
2021-08-07,22.7625
2021-08-08,22.7625
2021-08-09,22.5991
2021-08-10,23.5981
2021-08-11,23.6961
2021-08-12,23.9295
2021-08-13,23.4207
2021-08-14,23.4207
2021-08-15,23.4207
2021-08-16,22.7064
2021-08-17,22.6971
2021-08-18,22.2676
2021-08-19,21.9595
2021-08-20,22.1182
2021-08-21,22.1182
2021-08-22,22.1182
2021-08-23,23.2386
2021-08-24,23.7802
2021-08-25,23.8082
2021-08-26,23.4627
2021-08-27,24.2703
2021-08-28,24.2703
2021-08-29,24.2703
2021-08-30,24.2143
2021-08-31,24.6671
2021-09-01,24.275
2021-09-02,24.401
2021-09-03,24.2937
2021-09-04,24.2937
2021-09-05,24.2937
2021-09-06,24.2937
2021-09-07,23.7381
2021-09-08,23.7615
2021-09-09,23.8128
2021-09-10,24.345
2021-09-11,24.345
2021-09-12,24.345
2021-09-13,24.9799
2021-09-14,24.7465
2021-09-15,26.245
2021-09-16,26.5298
2021-09-17,25.9229
2021-09-18,25.9229
2021-09-19,25.9229
2021-09-20,25.3861
2021-09-21,25.4607
2021-09-22,26.1657
2021-09-23,27.0246
2021-09-24,26.9733
2021-09-25,26.9733
2021-09-26,26.9733
2021-09-27,28.3037
2021-09-28,28.117
2021-09-29,28.0703
2021-09-30,15.6815
2021-10-01,16.0073
2021-10-02,16.0073
2021-10-03,16.0073
2021-10-04,16.6455
2021-10-05,16.8798
2021-10-06,16.5809
2021-10-07,17.0737
2021-10-08,17.6418
2021-10-09,17.6418
2021-10-10,17.6418
2021-10-11,17.7603
2021-10-12,17.7199
2021-10-13,17.3483
2021-10-14,17.3456
2021-10-15,17.2918
2021-10-16,17.2918
2021-10-17,17.2918
2021-10-18,17.3052
2021-10-19,17.1275
2021-10-20,17.0925
2021-10-21,16.659
2021-10-22,17.0817
2021-10-23,17.0817
2021-10-24,17.0817
2021-10-25,17.211
2021-10-26,17.2568
2021-10-27,16.3224
2021-10-28,16.4355
2021-10-29,16.3978
2021-10-30,16.3978
2021-10-31,16.3978
2021-11-01,16.6509
2021-11-02,16.6347
2021-11-03,15.8237
2021-11-04,15.2131
2021-11-05,15.6095
2021-11-06,15.6095
2021-11-07,15.6095
2021-11-08,16.196
2021-11-09,16.3031
2021-11-10,15.971
2021-11-11,16.0594
2021-11-12,15.9094
2021-11-13,15.9094
2021-11-14,15.9094
2021-11-15,16.1183
2021-11-16,15.9791
2021-11-17,15.7059
2021-11-18,15.9094
2021-11-19,15.3336
2021-11-20,15.3336
2021-11-21,15.3336
2021-11-22,15.4996
2021-11-23,16.5121
2021-11-24,16.4799
2021-11-25,16.4799
2021-11-26,15.4273
2021-11-27,15.4273
2021-11-28,15.4273
2021-11-29,15.7005
2021-11-30,15.13
2021-12-01,14.6854
2021-12-02,15.0068
2021-12-03,14.7738
2021-12-04,14.7738
2021-12-05,14.7738
2021-12-06,15.0738
2021-12-07,15.7434
2021-12-08,15.6844
2021-12-09,15.5157
2021-12-10,15.5532
2021-12-11,15.5532
2021-12-12,15.5532
2021-12-13,15.0416
2021-12-14,14.7604
2021-12-15,14.8836
2021-12-16,14.8461
2021-12-17,14.7738
2021-12-18,14.7738
2021-12-19,14.7738
2021-12-20,14.6881
2021-12-21,15.4461
2021-12-22,15.4488
2021-12-23,15.2907
2021-12-24,15.2907
2021-12-25,15.2907
2021-12-26,15.2907
2021-12-27,15.738
2021-12-28,15.4889
2021-12-29,15.3711
2021-12-30,15.2023
2021-12-31,9.5739
2022-01-01,9.5739
2022-01-02,9.5739
2022-01-03,9.7877
2022-01-04,10.0357
2022-01-05,9.8382
2022-01-06,10.3803
2022-01-07,10.2644
2022-01-08,10.2644
2022-01-09,10.2644
2022-01-10,10.1575
2022-01-11,10.557
2022-01-12,10.5525
2022-01-13,10.4085
2022-01-14,10.6906
2022-01-15,10.6906
2022-01-16,10.6906
2022-01-17,10.6906
2022-01-18,10.6698
2022-01-19,10.6253
2022-01-20,10.4129
2022-01-21,10.0832
2022-01-22,10.0832
2022-01-23,10.0832
2022-01-24,10.2525
2022-01-25,10.9134
2022-01-26,10.8585
2022-01-27,10.6728
2022-01-28,10.6476
2022-01-29,10.6476
2022-01-30,10.6476
2022-01-31,10.6401
2022-02-01,11.0857
2022-02-02,11.1065
2022-02-03,11.1332
2022-02-04,11.4287
2022-02-05,11.4287
2022-02-06,11.4287
2022-02-07,11.4079
2022-02-08,11.0634
2022-02-09,11.1733
2022-02-10,11.1926
2022-02-11,11.7837
2022-02-12,11.7837
2022-02-13,11.7837
2022-02-14,11.4152
2022-02-15,10.9579
2022-02-16,10.9461
2022-02-17,10.9431
2022-02-18,10.7359
2022-02-19,10.7359
2022-02-20,10.7359
2022-02-21,10.7359
2022-02-22,10.5361
2022-02-23,10.5864
2022-02-24,10.5687
2022-02-25,10.6693
2022-02-26,10.6693
2022-02-27,10.6693
2022-02-28,11.1296
2022-03-01,11.4448
2022-03-02,11.7067
2022-03-03,11.5247
2022-03-04,11.939
2022-03-05,11.939
2022-03-06,11.939
2022-03-07,11.8577
2022-03-08,11.6298
2022-03-09,11.5794
2022-03-10,11.7333
2022-03-11,11.5498
2022-03-12,11.5498
2022-03-13,11.5498
2022-03-14,11.3752
2022-03-15,11.3234
2022-03-16,11.3619
2022-03-17,11.9272
2022-03-18,11.7837
2022-03-19,11.7837
2022-03-20,11.7837
2022-03-21,12.2691
2022-03-22,12.0885
2022-03-23,12.349
2022-03-24,12.2543
2022-03-25,12.5739
2022-03-26,12.5739
2022-03-27,12.5739
2022-03-28,12.2261
2022-03-29,12.1433
2022-03-30,12.2128
2022-03-31,10.0291
2022-04-01,10.2248
2022-04-02,10.2248
2022-04-03,10.2248
2022-04-04,10.2011
2022-04-05,10.0116
2022-04-06,9.801
2022-04-07,9.9548
2022-04-08,10.222
2022-04-09,10.222
2022-04-10,10.222
2022-04-11,10.0033
2022-04-12,10.2555
2022-04-13,10.5625
2022-04-14,10.5091
2022-04-15,10.5091
2022-04-16,10.5091
2022-04-17,10.5091
2022-04-18,10.5264
2022-04-19,10.3512
2022-04-20,10.4805
2022-04-21,10.13
2022-04-22,9.6901
2022-04-23,9.6901
2022-04-24,9.6901
2022-04-25,9.4143
2022-04-26,9.2664
2022-04-27,9.3534
2022-04-28,9.582
2022-04-29,9.2888
2022-04-30,9.2888
2022-05-01,9.2888
2022-05-02,9.2614
2022-05-03,9.5423
2022-05-04,9.8807
2022-05-05,9.9614
2022-05-06,10.1055
2022-05-07,10.1055
2022-05-08,10.1055
2022-05-09,9.2174
2022-05-10,9.3392
2022-05-11,9.3777
2022-05-12,9.4398
2022-05-13,9.5689
2022-05-14,9.5689
2022-05-15,9.5689
2022-05-16,9.7702
2022-05-17,9.9937
2022-05-18,9.6994
2022-05-19,9.7081
2022-05-20,9.8087
2022-05-21,9.8087
2022-05-22,9.8087
2022-05-23,10.2384
2022-05-24,10.0248
2022-05-25,10.349
2022-05-26,10.59
2022-05-27,10.9551
2022-05-28,10.9551
2022-05-29,10.9551
2022-05-30,10.9551
2022-05-31,10.8384
2022-06-01,10.9514
2022-06-02,10.78
2022-06-03,10.9663
2022-06-04,10.9663
2022-06-05,10.9663
2022-06-06,11.1924
2022-06-07,11.4073
2022-06-08,11.4048
2022-06-09,11.3327
2022-06-10,11.139
2022-06-11,11.139
2022-06-12,11.139
2022-06-13,10.3949
2022-06-14,11.6023
2022-06-15,11.2781
2022-06-16,11.016
2022-06-17,10.5601
2022-06-18,10.5601
2022-06-19,10.5601
2022-06-20,10.5601
2022-06-21,10.6645
2022-06-22,10.4633
2022-06-23,10.3602
2022-06-24,10.4844
2022-06-25,10.4844
2022-06-26,10.4844
2022-06-27,10.7403
2022-06-28,10.7912
2022-06-29,10.6123
2022-06-30,7.1913
2022-07-01,7.2184
2022-07-02,7.2184
2022-07-03,7.2184
2022-07-04,7.2184
2022-07-05,7.083
2022-07-06,6.9965
2022-07-07,7.1398
2022-07-08,7.1791
2022-07-09,7.1791
2022-07-10,7.1791
2022-07-11,7.1398
2022-07-12,6.9825
2022-07-13,7.0122
2022-07-14,6.9973
2022-07-15,7.0
2022-07-16,7.0
2022-07-17,7.0
2022-07-18,7.1337
2022-07-19,7.2691
2022-07-20,7.2927
2022-07-21,7.1441
2022-07-22,7.027
2022-07-23,7.027
2022-07-24,7.027
2022-07-25,7.2176
2022-07-26,7.2219
2022-07-27,7.3478
2022-07-28,7.3588
2022-07-29,7.5012
2022-07-30,7.5012
2022-07-31,7.5012
2022-08-01,7.4173
2022-08-02,7.4077
2022-08-03,7.3299
2022-08-04,7.1691
2022-08-05,7.2932
2022-08-06,7.2932
2022-08-07,7.2932
2022-08-08,7.26
2022-08-09,7.3824
2022-08-10,7.3911
2022-08-11,7.4733
2022-08-12,7.4767
2022-08-13,7.4767
2022-08-14,7.4767
2022-08-15,7.4287
2022-08-16,7.3885
2022-08-17,7.4462
2022-08-18,7.6472
2022-08-19,7.5606
2022-08-20,7.5606
2022-08-21,7.5606
2022-08-22,7.558
2022-08-23,7.6681
2022-08-24,7.7555
2022-08-25,7.7284
2022-08-26,7.6646
2022-08-27,7.6646
2022-08-28,7.6646
2022-08-29,7.8001
2022-08-30,7.6008
2022-08-31,7.5834
2022-09-01,7.454
2022-09-02,7.5606
2022-09-03,7.5606
2022-09-04,7.5606
2022-09-05,7.5606
2022-09-06,7.4837
2022-09-07,7.4558
2022-09-08,7.5475
2022-09-09,7.6297
2022-09-10,7.6297
2022-09-11,7.6297
2022-09-12,7.6751
2022-09-13,7.5746
2022-09-14,7.7617
2022-09-15,7.676
2022-09-16,7.5842
2022-09-17,7.5842
2022-09-18,7.5842
2022-09-19,7.6201
2022-09-20,7.5711
2022-09-21,7.5178
2022-09-22,7.4129
2022-09-23,7.0782
2022-09-24,7.0782
2022-09-25,7.0782
2022-09-26,6.9559
2022-09-27,7.0476
2022-09-28,7.3343
2022-09-29,7.2993
2022-09-30,5.8074
2022-10-01,5.8074
2022-10-02,5.8074
2022-10-03,5.9137
2022-10-04,6.0201
2022-10-05,6.0128
2022-10-06,6.0208
2022-10-07,6.0165
2022-10-08,6.0165
2022-10-09,6.0165
2022-10-10,5.9477
2022-10-11,5.968
2022-10-12,5.9926
2022-10-13,6.0714
2022-10-14,5.9094
2022-10-15,5.9094
2022-10-16,5.9094
2022-10-17,6.3377
2022-10-18,6.3044
2022-10-19,6.2964
2022-10-20,6.3123
2022-10-21,6.2484
2022-10-22,6.2484
2022-10-23,6.2484
2022-10-24,6.2412
2022-10-25,6.2434
2022-10-26,6.2405
2022-10-27,6.2412
2022-10-28,6.2462
2022-10-29,6.2462
2022-10-30,6.2462
2022-10-31,6.2462
2022-11-01,6.2441
2022-11-02,6.2462
2022-11-03,6.2519
2022-11-04,6.2591
2022-11-05,6.2591
2022-11-06,6.2591
2022-11-07,6.2584
2022-11-08,6.2541
2022-11-09,6.247
2022-11-10,6.2519
2022-11-11,6.2612
2022-11-12,6.2612
2022-11-13,6.2612
2022-11-14,6.2591
2022-11-15,6.2534
2022-11-16,6.2569
2022-11-17,6.2605
2022-11-18,6.2626
2022-11-19,6.2626
2022-11-20,6.2626
2022-11-21,6.2655
2022-11-22,6.2676
2022-11-23,6.2676
2022-11-24,6.2676
2022-11-25,6.2676
2022-11-26,6.2676
2022-11-27,6.2676
2022-11-28,6.2676
2022-11-29,6.2676
2022-11-30,6.2676
2022-12-01,6.2676
2022-12-02,6.2676
2022-12-03,6.2676
2022-12-04,6.2676
2022-12-05,6.2676
2022-12-06,6.2676
2022-12-07,6.2676
2022-12-08,6.2676
2022-12-09,6.2676
2022-12-10,6.2676
2022-12-11,6.2676
2022-12-12,6.2676
2022-12-13,6.2676
2022-12-14,6.2676
2022-12-15,6.2676
2022-12-16,6.2676
2022-12-17,6.2676
2022-12-18,6.2676
2022-12-19,6.2676
2022-12-20,6.2676
2022-12-21,6.2676
2022-12-22,6.2676
2022-12-23,6.2676
2022-12-24,6.2676
2022-12-25,6.2676
2022-12-26,6.2676
2022-12-27,6.2676
2022-12-28,6.2676
2022-12-29,6.2676
2022-12-30,6.2676
2022-12-31,6.2676
2023-01-01,6.2676
2023-01-02,6.2676
2023-01-03,6.2676
2023-01-04,6.2676
2023-01-05,6.2676
2023-01-06,6.2676
2023-01-07,6.2676
2023-01-08,6.2676
2023-01-09,6.2676
2023-01-10,6.2676
2023-01-11,6.2676
2023-01-12,6.2676
2023-01-13,6.2676
2023-01-14,6.2676
2023-01-15,6.2676
2023-01-16,6.2676
2023-01-17,6.2676
2023-01-18,6.2676
2023-01-19,6.2676
2023-01-20,6.2676
2023-01-21,6.2676
2023-01-22,6.2676
2023-01-23,6.2676
2023-01-24,6.2676
2023-01-25,6.2676
2023-01-26,6.2676
2023-01-27,6.2676
2023-01-28,6.2676
2023-01-29,6.2676
2023-01-30,6.2676
2023-01-31,6.2676
2023-02-01,6.2676
2023-02-02,6.2676
2023-02-03,6.2676
2023-02-04,6.2676
2023-02-05,6.2676
2023-02-06,6.2676
2023-02-07,6.2676
2023-02-08,6.2676
2023-02-09,6.2676
2023-02-10,6.2676
2023-02-11,6.2676
2023-02-12,6.2676
2023-02-13,6.2676
2023-02-14,6.2676
2023-02-15,6.2676
2023-02-16,6.2676
2023-02-17,6.2676
2023-02-18,6.2676
2023-02-19,6.2676
2023-02-20,6.2676
2023-02-21,6.2676
2023-02-22,6.2676
2023-02-23,6.2676
2023-02-24,6.2676
2023-02-25,6.2676
2023-02-26,6.2676
2023-02-27,6.2676
2023-02-28,6.2676
2023-03-01,6.2676
2023-03-02,6.2676
2023-03-03,6.2676
2023-03-04,6.2676
2023-03-05,6.2676
2023-03-06,6.2676
2023-03-07,6.2676
2023-03-08,6.2676
2023-03-09,6.2676
2023-03-10,6.2676
2023-03-11,6.2676
2023-03-12,6.2676
2023-03-13,6.2676
2023-03-14,6.2676
2023-03-15,6.2676
2023-03-16,6.2676
2023-03-17,6.2676
