,SOI US Equity
2020-05-28,6.6729
2020-05-29,6.7616
2020-05-30,6.7616
2020-05-31,6.7616
2020-06-01,6.5843
2020-06-02,6.9278
2020-06-03,7.2714
2020-06-04,7.6038
2020-06-05,8.1358
2020-06-06,8.1358
2020-06-07,8.1358
2020-06-08,9.1221
2020-06-09,8.3796
2020-06-10,7.892
2020-06-11,6.9056
2020-06-12,7.2381
2020-06-13,7.2381
2020-06-14,7.2381
2020-06-15,7.0054
2020-06-16,7.36
2020-06-17,7.0386
2020-06-18,7.2049
2020-06-19,7.4044
2020-06-20,7.4044
2020-06-21,7.4044
2020-06-22,7.2714
2020-06-23,7.3489
2020-06-24,6.6729
2020-06-25,6.8835
2020-06-26,6.9721
2020-06-27,6.9721
2020-06-28,6.9721
2020-06-29,7.083
2020-06-30,100.0353
2020-07-01,96.3221
2020-07-02,95.1921
2020-07-03,95.1921
2020-07-04,95.1921
2020-07-05,95.1921
2020-07-06,97.1294
2020-07-07,100.5196
2020-07-08,97.4522
2020-07-09,89.8645
2020-07-10,91.6404
2020-07-11,91.6404
2020-07-12,91.6404
2020-07-13,90.6717
2020-07-14,95.8378
2020-07-15,99.2281
2020-07-16,97.1294
2020-07-17,96.1607
2020-07-18,96.1607
2020-07-19,96.1607
2020-07-20,93.0933
2020-07-21,103.2641
2020-07-22,104.0713
2020-07-23,109.2374
2020-07-24,107.623
2020-07-25,107.623
2020-07-26,107.623
2020-07-27,106.8158
2020-07-28,102.6183
2020-07-29,105.6857
2020-07-30,103.4255
2020-07-31,97.4043
2020-08-01,97.4043
2020-08-02,97.4043
2020-08-03,99.5022
2020-08-04,98.0498
2020-08-05,105.1503
2020-08-06,103.0524
2020-08-07,106.6026
2020-08-08,106.6026
2020-08-09,106.6026
2020-08-10,111.1211
2020-08-11,110.9597
2020-08-12,112.5735
2020-08-13,109.346
2020-08-14,110.637
2020-08-15,110.637
2020-08-16,110.637
2020-08-17,110.1529
2020-08-18,106.2799
2020-08-19,105.3116
2020-08-20,103.6979
2020-08-21,101.4386
2020-08-22,101.4386
2020-08-23,101.4386
2020-08-24,107.5709
2020-08-25,106.6026
2020-08-26,105.7958
2020-08-27,105.473
2020-08-28,109.5074
2020-08-29,109.5074
2020-08-30,109.5074
2020-08-31,105.7958
2020-09-01,105.1503
2020-09-02,103.3751
2020-09-03,102.4069
2020-09-04,102.4069
2020-09-05,102.4069
2020-09-06,102.4069
2020-09-07,102.4069
2020-09-08,98.5339
2020-09-09,97.0815
2020-09-10,91.7562
2020-09-11,87.3991
2020-09-12,87.3991
2020-09-13,87.3991
2020-09-14,86.1081
2020-09-15,86.1081
2020-09-16,92.563
2020-09-17,92.563
2020-09-18,88.3673
2020-09-19,88.3673
2020-09-20,88.3673
2020-09-21,86.9149
2020-09-22,84.4943
2020-09-23,80.46
2020-09-24,80.46
2020-09-25,79.9758
2020-09-26,79.9758
2020-09-27,79.9758
2020-09-28,84.4943
2020-09-29,86.4308
2020-09-30,86.4308
2020-10-01,86.4308
2020-10-02,86.4308
2020-10-03,86.4308
2020-10-04,86.4308
2020-10-05,86.4308
2020-10-06,86.4308
2020-10-07,86.4308
2020-10-08,86.4308
2020-10-09,86.4308
2020-10-10,86.4308
2020-10-11,86.4308
2020-10-12,86.4308
2020-10-13,86.4308
2020-10-14,86.4308
2020-10-15,86.4308
2020-10-16,86.4308
2020-10-17,86.4308
2020-10-18,86.4308
2020-10-19,86.4308
2020-10-20,86.4308
2020-10-21,86.4308
2020-10-22,86.4308
2020-10-23,86.4308
2020-10-24,86.4308
2020-10-25,86.4308
2020-10-26,86.4308
2020-10-27,86.4308
2020-10-28,86.4308
2020-10-29,86.4308
2020-10-30,86.4308
2020-10-31,86.4308
2020-11-01,86.4308
2020-11-02,86.4308
2020-11-03,86.4308
2020-11-04,86.4308
2020-11-05,86.4308
2020-11-06,86.4308
2020-11-07,86.4308
2020-11-08,86.4308
2020-11-09,86.4308
2020-11-10,86.4308
2020-11-11,86.4308
2020-11-12,86.4308
2020-11-13,86.4308
2020-11-14,86.4308
2020-11-15,86.4308
2020-11-16,86.4308
2020-11-17,86.4308
2020-11-18,86.4308
2020-11-19,86.4308
2020-11-20,86.4308
2020-11-21,86.4308
2020-11-22,86.4308
2020-11-23,86.4308
2020-11-24,86.4308
2020-11-25,86.4308
2020-11-26,86.4308
2020-11-27,86.4308
2020-11-28,86.4308
2020-11-29,86.4308
2020-11-30,86.4308
2020-12-01,86.4308
2020-12-02,86.4308
2020-12-03,86.4308
2020-12-04,86.4308
2020-12-05,86.4308
2020-12-06,86.4308
2020-12-07,86.4308
2020-12-08,86.4308
2020-12-09,86.4308
2020-12-10,86.4308
2020-12-11,86.4308
2020-12-12,86.4308
2020-12-13,86.4308
2020-12-14,86.4308
2020-12-15,86.4308
2020-12-16,86.4308
2020-12-17,86.4308
2020-12-18,86.4308
2020-12-19,86.4308
2020-12-20,86.4308
2020-12-21,86.4308
2020-12-22,86.4308
2020-12-23,86.4308
2020-12-24,86.4308
2020-12-25,86.4308
2020-12-26,86.4308
2020-12-27,86.4308
2020-12-28,86.4308
2020-12-29,86.4308
2020-12-30,86.4308
2020-12-31,86.4308
2021-01-01,86.4308
2021-01-02,86.4308
2021-01-03,86.4308
2021-01-04,86.4308
2021-01-05,86.4308
2021-01-06,86.4308
2021-01-07,86.4308
2021-01-08,86.4308
2021-01-09,86.4308
2021-01-10,86.4308
2021-01-11,86.4308
2021-01-12,86.4308
2021-01-13,86.4308
2021-01-14,86.4308
2021-01-15,86.4308
2021-01-16,86.4308
2021-01-17,86.4308
2021-01-18,86.4308
2021-01-19,86.4308
2021-01-20,86.4308
2021-01-21,86.4308
2021-01-22,86.4308
2021-01-23,86.4308
2021-01-24,86.4308
2021-01-25,86.4308
2021-01-26,86.4308
2021-01-27,86.4308
2021-01-28,86.4308
2021-01-29,86.4308
2021-01-30,86.4308
2021-01-31,86.4308
2021-02-01,86.4308
2021-02-02,86.4308
2021-02-03,86.4308
2021-02-04,86.4308
2021-02-05,86.4308
2021-02-06,86.4308
2021-02-07,86.4308
2021-02-08,86.4308
2021-02-09,86.4308
2021-02-10,86.4308
2021-02-11,86.4308
2021-02-12,86.4308
2021-02-13,86.4308
2021-02-14,86.4308
2021-02-15,86.4308
2021-02-16,86.4308
2021-02-17,86.4308
2021-02-18,86.4308
2021-02-19,86.4308
2021-02-20,86.4308
2021-02-21,86.4308
2021-02-22,86.4308
2021-02-23,86.4308
2021-02-24,86.4308
2021-02-25,86.4308
2021-02-26,86.4308
2021-02-27,86.4308
2021-02-28,86.4308
2021-03-01,86.4308
2021-03-02,86.4308
2021-03-03,86.4308
2021-03-04,86.4308
2021-03-05,86.4308
2021-03-06,86.4308
2021-03-07,86.4308
2021-03-08,86.4308
2021-03-09,86.4308
2021-03-10,86.4308
2021-03-11,86.4308
2021-03-12,86.4308
2021-03-13,86.4308
2021-03-14,86.4308
2021-03-15,86.4308
2021-03-16,86.4308
2021-03-17,86.4308
2021-03-18,86.4308
2021-03-19,86.4308
2021-03-20,86.4308
2021-03-21,86.4308
2021-03-22,86.4308
2021-03-23,86.4308
2021-03-24,86.4308
2021-03-25,86.4308
2021-03-26,86.4308
2021-03-27,86.4308
2021-03-28,86.4308
2021-03-29,86.4308
2021-03-30,86.4308
2021-03-31,86.4308
2021-04-01,86.4308
2021-04-02,86.4308
2021-04-03,86.4308
2021-04-04,86.4308
2021-04-05,86.4308
2021-04-06,86.4308
2021-04-07,86.4308
2021-04-08,86.4308
2021-04-09,86.4308
2021-04-10,86.4308
2021-04-11,86.4308
2021-04-12,86.4308
2021-04-13,86.4308
2021-04-14,86.4308
2021-04-15,86.4308
2021-04-16,86.4308
2021-04-17,86.4308
2021-04-18,86.4308
2021-04-19,86.4308
2021-04-20,86.4308
2021-04-21,86.4308
2021-04-22,86.4308
2021-04-23,86.4308
2021-04-24,86.4308
2021-04-25,86.4308
2021-04-26,86.4308
2021-04-27,86.4308
2021-04-28,86.4308
2021-04-29,86.4308
2021-04-30,86.4308
2021-05-01,86.4308
2021-05-02,86.4308
2021-05-03,86.4308
2021-05-04,86.4308
2021-05-05,86.4308
2021-05-06,86.4308
2021-05-07,86.4308
2021-05-08,86.4308
2021-05-09,86.4308
2021-05-10,86.4308
2021-05-11,86.4308
2021-05-12,86.4308
2021-05-13,86.4308
2021-05-14,86.4308
2021-05-15,86.4308
2021-05-16,86.4308
2021-05-17,86.4308
2021-05-18,86.4308
2021-05-19,86.4308
2021-05-20,86.4308
2021-05-21,86.4308
2021-05-22,86.4308
2021-05-23,86.4308
2021-05-24,86.4308
2021-05-25,86.4308
2021-05-26,86.4308
2021-05-27,86.4308
2021-05-28,86.4308
2021-05-29,86.4308
2021-05-30,86.4308
2021-05-31,86.4308
2021-06-01,86.4308
2021-06-02,86.4308
2021-06-03,86.4308
2021-06-04,86.4308
2021-06-05,86.4308
2021-06-06,86.4308
2021-06-07,86.4308
2021-06-08,86.4308
2021-06-09,86.4308
2021-06-10,86.4308
2021-06-11,86.4308
2021-06-12,86.4308
2021-06-13,86.4308
2021-06-14,86.4308
2021-06-15,86.4308
2021-06-16,86.4308
2021-06-17,86.4308
2021-06-18,86.4308
2021-06-19,86.4308
2021-06-20,86.4308
2021-06-21,86.4308
2021-06-22,86.4308
2021-06-23,86.4308
2021-06-24,86.4308
2021-06-25,86.4308
2021-06-26,86.4308
2021-06-27,86.4308
2021-06-28,86.4308
2021-06-29,86.4308
2021-06-30,86.4308
2021-07-01,86.4308
2021-07-02,86.4308
2021-07-03,86.4308
2021-07-04,86.4308
2021-07-05,86.4308
2021-07-06,86.4308
2021-07-07,86.4308
2021-07-08,86.4308
2021-07-09,86.4308
2021-07-10,86.4308
2021-07-11,86.4308
2021-07-12,86.4308
2021-07-13,86.4308
2021-07-14,86.4308
2021-07-15,86.4308
2021-07-16,86.4308
2021-07-17,86.4308
2021-07-18,86.4308
2021-07-19,86.4308
2021-07-20,86.4308
2021-07-21,86.4308
2021-07-22,86.4308
2021-07-23,86.4308
2021-07-24,86.4308
2021-07-25,86.4308
2021-07-26,86.4308
2021-07-27,86.4308
2021-07-28,86.4308
2021-07-29,86.4308
2021-07-30,86.4308
2021-07-31,86.4308
2021-08-01,86.4308
2021-08-02,86.4308
2021-08-03,86.4308
2021-08-04,86.4308
2021-08-05,86.4308
2021-08-06,86.4308
2021-08-07,86.4308
2021-08-08,86.4308
2021-08-09,86.4308
2021-08-10,86.4308
2021-08-11,86.4308
2021-08-12,86.4308
2021-08-13,86.4308
2021-08-14,86.4308
2021-08-15,86.4308
2021-08-16,86.4308
2021-08-17,86.4308
2021-08-18,86.4308
2021-08-19,86.4308
2021-08-20,86.4308
2021-08-21,86.4308
2021-08-22,86.4308
2021-08-23,86.4308
2021-08-24,86.4308
2021-08-25,86.4308
2021-08-26,86.4308
2021-08-27,86.4308
2021-08-28,86.4308
2021-08-29,86.4308
2021-08-30,86.4308
2021-08-31,86.4308
2021-09-01,86.4308
2021-09-02,86.4308
2021-09-03,86.4308
2021-09-04,86.4308
2021-09-05,86.4308
2021-09-06,86.4308
2021-09-07,86.4308
2021-09-08,86.4308
2021-09-09,86.4308
2021-09-10,86.4308
2021-09-11,86.4308
2021-09-12,86.4308
2021-09-13,86.4308
2021-09-14,86.4308
2021-09-15,86.4308
2021-09-16,86.4308
2021-09-17,86.4308
2021-09-18,86.4308
2021-09-19,86.4308
2021-09-20,86.4308
2021-09-21,86.4308
2021-09-22,86.4308
2021-09-23,86.4308
2021-09-24,86.4308
2021-09-25,86.4308
2021-09-26,86.4308
2021-09-27,86.4308
2021-09-28,86.4308
2021-09-29,86.4308
2021-09-30,86.4308
2021-10-01,86.4308
2021-10-02,86.4308
2021-10-03,86.4308
2021-10-04,86.4308
2021-10-05,86.4308
2021-10-06,86.4308
2021-10-07,86.4308
2021-10-08,86.4308
2021-10-09,86.4308
2021-10-10,86.4308
2021-10-11,86.4308
2021-10-12,86.4308
2021-10-13,86.4308
2021-10-14,86.4308
2021-10-15,86.4308
2021-10-16,86.4308
2021-10-17,86.4308
2021-10-18,86.4308
2021-10-19,86.4308
2021-10-20,86.4308
2021-10-21,86.4308
2021-10-22,86.4308
2021-10-23,86.4308
2021-10-24,86.4308
2021-10-25,86.4308
2021-10-26,86.4308
2021-10-27,86.4308
2021-10-28,86.4308
2021-10-29,86.4308
2021-10-30,86.4308
2021-10-31,86.4308
2021-11-01,86.4308
2021-11-02,86.4308
2021-11-03,86.4308
2021-11-04,86.4308
2021-11-05,86.4308
2021-11-06,86.4308
2021-11-07,86.4308
2021-11-08,86.4308
2021-11-09,86.4308
2021-11-10,86.4308
2021-11-11,86.4308
2021-11-12,86.4308
2021-11-13,86.4308
2021-11-14,86.4308
2021-11-15,86.4308
2021-11-16,86.4308
2021-11-17,86.4308
2021-11-18,86.4308
2021-11-19,86.4308
2021-11-20,86.4308
2021-11-21,86.4308
2021-11-22,86.4308
2021-11-23,86.4308
2021-11-24,86.4308
2021-11-25,86.4308
2021-11-26,86.4308
2021-11-27,86.4308
2021-11-28,86.4308
2021-11-29,86.4308
2021-11-30,86.4308
2021-12-01,86.4308
2021-12-02,86.4308
2021-12-03,86.4308
2021-12-04,86.4308
2021-12-05,86.4308
2021-12-06,86.4308
2021-12-07,86.4308
2021-12-08,86.4308
2021-12-09,86.4308
2021-12-10,86.4308
2021-12-11,86.4308
2021-12-12,86.4308
2021-12-13,86.4308
2021-12-14,86.4308
2021-12-15,86.4308
2021-12-16,86.4308
2021-12-17,86.4308
2021-12-18,86.4308
2021-12-19,86.4308
2021-12-20,86.4308
2021-12-21,86.4308
2021-12-22,86.4308
2021-12-23,86.4308
2021-12-24,86.4308
2021-12-25,86.4308
2021-12-26,86.4308
2021-12-27,86.4308
2021-12-28,86.4308
2021-12-29,86.4308
2021-12-30,86.4308
2021-12-31,86.4308
2022-01-01,86.4308
2022-01-02,86.4308
2022-01-03,86.4308
2022-01-04,86.4308
2022-01-05,86.4308
2022-01-06,86.4308
2022-01-07,86.4308
2022-01-08,86.4308
2022-01-09,86.4308
2022-01-10,86.4308
2022-01-11,86.4308
2022-01-12,86.4308
2022-01-13,86.4308
2022-01-14,86.4308
2022-01-15,86.4308
2022-01-16,86.4308
2022-01-17,86.4308
2022-01-18,86.4308
2022-01-19,86.4308
2022-01-20,86.4308
2022-01-21,86.4308
2022-01-22,86.4308
2022-01-23,86.4308
2022-01-24,86.4308
2022-01-25,86.4308
2022-01-26,86.4308
2022-01-27,86.4308
2022-01-28,86.4308
2022-01-29,86.4308
2022-01-30,86.4308
2022-01-31,86.4308
2022-02-01,86.4308
2022-02-02,86.4308
2022-02-03,86.4308
2022-02-04,86.4308
2022-02-05,86.4308
2022-02-06,86.4308
2022-02-07,86.4308
2022-02-08,86.4308
2022-02-09,86.4308
2022-02-10,86.4308
2022-02-11,86.4308
2022-02-12,86.4308
2022-02-13,86.4308
2022-02-14,86.4308
2022-02-15,86.4308
2022-02-16,86.4308
2022-02-17,86.4308
2022-02-18,86.4308
2022-02-19,86.4308
2022-02-20,86.4308
2022-02-21,86.4308
2022-02-22,86.4308
2022-02-23,86.4308
2022-02-24,86.4308
2022-02-25,86.4308
2022-02-26,86.4308
2022-02-27,86.4308
2022-02-28,86.4308
2022-03-01,86.4308
2022-03-02,86.4308
2022-03-03,86.4308
2022-03-04,86.4308
2022-03-05,86.4308
2022-03-06,86.4308
2022-03-07,86.4308
2022-03-08,86.4308
2022-03-09,86.4308
2022-03-10,86.4308
2022-03-11,86.4308
2022-03-12,86.4308
2022-03-13,86.4308
2022-03-14,86.4308
2022-03-15,86.4308
2022-03-16,86.4308
2022-03-17,86.4308
2022-03-18,86.4308
2022-03-19,86.4308
2022-03-20,86.4308
2022-03-21,86.4308
2022-03-22,86.4308
2022-03-23,86.4308
2022-03-24,86.4308
2022-03-25,86.4308
2022-03-26,86.4308
2022-03-27,86.4308
2022-03-28,86.4308
2022-03-29,86.4308
2022-03-30,86.4308
2022-03-31,54.7341
2022-04-01,55.3366
2022-04-02,55.3366
2022-04-03,55.3366
2022-04-04,56.1128
2022-04-05,54.1213
2022-04-06,53.1001
2022-04-07,52.6915
2022-04-08,54.3767
2022-04-09,54.3767
2022-04-10,54.3767
2022-04-11,52.8958
2022-04-12,54.632
2022-04-13,56.0618
2022-04-14,56.215
2022-04-15,56.215
2022-04-16,56.215
2022-04-17,56.215
2022-04-18,56.1128
2022-04-19,56.7767
2022-04-20,57.9001
2022-04-21,55.2958
2022-04-22,53.5596
2022-04-23,53.5596
2022-04-24,53.5596
2022-04-25,50.1383
2022-04-26,50.5468
2022-04-27,51.5681
2022-04-28,52.5383
2022-04-29,55.5242
2022-04-30,55.5242
2022-05-01,55.5242
2022-05-02,57.8231
2022-05-03,60.2752
2022-05-04,62.2675
2022-05-05,60.8371
2022-05-06,60.6839
2022-05-07,60.6839
2022-05-08,60.6839
2022-05-09,53.4297
2022-05-10,58.2318
2022-05-11,57.2101
2022-05-12,57.4144
2022-05-13,59.9687
2022-05-14,59.9687
2022-05-15,59.9687
2022-05-16,62.8295
2022-05-17,62.8295
2022-05-18,61.9099
2022-05-19,62.4208
2022-05-20,62.6762
2022-05-21,62.6762
2022-05-22,62.6762
2022-05-23,63.5958
2022-05-24,63.749
2022-05-25,65.4348
2022-05-26,68.7043
2022-05-27,69.9815
2022-05-28,69.9815
2022-05-29,69.9815
2022-05-30,69.9815
2022-05-31,66.9163
2022-06-01,69.8793
2022-06-02,69.2152
2022-06-03,69.5217
2022-06-04,69.5217
2022-06-05,69.5217
2022-06-06,69.9815
2022-06-07,70.8499
2022-06-08,70.4923
2022-06-09,66.099
2022-06-10,68.5511
2022-06-11,68.5511
2022-06-12,68.5511
2022-06-13,62.5741
2022-06-14,64.4642
2022-06-15,64.924
2022-06-16,62.7784
2022-06-17,53.9406
2022-06-18,53.9406
2022-06-19,53.9406
2022-06-20,53.9406
2022-06-21,59.2535
2022-06-22,54.0428
2022-06-23,51.9993
2022-06-24,54.4515
2022-06-25,54.4515
2022-06-26,54.4515
2022-06-27,56.546
2022-06-28,56.9036
2022-06-29,55.7797
2022-06-30,23.2918
2022-07-01,23.6171
2022-07-02,23.6171
2022-07-03,23.6171
2022-07-04,23.6171
2022-07-05,21.2964
2022-07-06,20.7975
2022-07-07,20.9494
2022-07-08,21.4482
2022-07-09,21.4482
2022-07-10,21.4482
2022-07-11,20.8843
2022-07-12,20.559
2022-07-13,21.2964
2022-07-14,19.9083
2022-07-15,20.3204
2022-07-16,20.3204
2022-07-17,20.3204
2022-07-18,20.7542
2022-07-19,21.4699
2022-07-20,21.8169
2022-07-21,20.2553
2022-07-22,20.0818
2022-07-23,20.0818
2022-07-24,20.0818
2022-07-25,21.4916
2022-07-26,21.1446
2022-07-27,22.4025
2022-07-28,22.4459
2022-07-29,23.7473
2022-07-30,23.7473
2022-07-31,23.7473
2022-08-01,22.8797
2022-08-02,24.3159
2022-08-03,23.9905
2022-08-04,22.9709
2022-08-05,23.4048
2022-08-06,23.4048
2022-08-07,23.4048
2022-08-08,22.6455
2022-08-09,22.8191
2022-08-10,22.3852
2022-08-11,23.6868
2022-08-12,23.6868
2022-08-13,23.6868
2022-08-14,23.6868
2022-08-15,23.0143
2022-08-16,22.1032
2022-08-17,22.5371
2022-08-18,23.0577
2022-08-19,22.8842
2022-08-20,22.8842
2022-08-21,22.8842
2022-08-22,22.8842
2022-08-23,23.5567
2022-08-24,24.1424
2022-08-25,24.5112
2022-08-26,23.5784
2022-08-27,23.5784
2022-08-28,23.5784
2022-08-29,23.9254
2022-08-30,22.5805
2022-08-31,22.9059
2022-09-01,21.908
2022-09-02,22.19
2022-09-03,22.19
2022-09-04,22.19
2022-09-05,22.19
2022-09-06,21.7778
2022-09-07,22.2117
2022-09-08,21.8212
2022-09-09,22.4286
2022-09-10,22.4286
2022-09-11,22.4286
2022-09-12,22.6455
2022-09-13,21.6476
2022-09-14,22.8842
2022-09-15,22.0598
2022-09-16,21.3222
2022-09-17,21.3222
2022-09-18,21.3222
2022-09-19,22.9709
2022-09-20,21.4307
2022-09-21,21.4741
2022-09-22,21.127
2022-09-23,19.4783
2022-09-24,19.4783
2022-09-25,19.4783
2022-09-26,18.7407
2022-09-27,19.2397
2022-09-28,20.5413
2022-09-29,19.9339
2022-09-30,13.2244
2022-10-01,13.2244
2022-10-02,13.2244
2022-10-03,13.9345
2022-10-04,14.4776
2022-10-05,14.9649
2022-10-06,14.951
2022-10-07,14.8813
2022-10-08,14.8813
2022-10-09,14.8813
2022-10-10,14.3662
2022-10-11,14.2408
2022-10-12,14.3522
2022-10-13,15.132
2022-10-14,15.3965
2022-10-15,15.3965
2022-10-16,15.3965
2022-10-17,15.9256
2022-10-18,16.1902
2022-10-19,16.8028
2022-10-20,16.9142
2022-10-21,17.0534
2022-10-22,17.0534
2022-10-23,17.0534
2022-10-24,17.4572
2022-10-25,17.5547
2022-10-26,18.2509
2022-10-27,17.8749
2022-10-28,18.1256
2022-10-29,18.1256
2022-10-30,18.1256
2022-10-31,19.1559
2022-11-01,14.9847
2022-11-02,16.9262
2022-11-03,16.5639
2022-11-04,17.1492
2022-11-05,17.1492
2022-11-06,17.1492
2022-11-07,17.5393
2022-11-08,17.3582
2022-11-09,16.4803
2022-11-10,16.6615
2022-11-11,17.0795
2022-11-12,17.0795
2022-11-13,17.0795
2022-11-14,16.2992
2022-11-15,16.7869
2022-11-16,16.0066
2022-11-17,16.2713
2022-11-18,16.1738
2022-11-19,16.1738
2022-11-20,16.1738
2022-11-21,15.5328
2022-11-22,15.9927
2022-11-23,15.5607
2022-11-24,15.5607
2022-11-25,15.4214
2022-11-26,15.4214
2022-11-27,15.4214
2022-11-28,15.1566
2022-11-29,15.282
2022-11-30,15.4771
2022-12-01,15.3935
2022-12-02,15.6025
2022-12-03,15.6025
2022-12-04,15.6025
2022-12-05,14.2231
2022-12-06,14.1813
2022-12-07,13.6936
2022-12-08,13.5125
2022-12-09,13.1084
2022-12-10,13.1084
2022-12-11,13.1084
2022-12-12,13.6657
2022-12-13,13.9862
2022-12-14,13.7772
2022-12-15,13.9305
2022-12-16,13.4567
2022-12-17,13.4567
2022-12-18,13.4567
2022-12-19,13.61
2022-12-20,13.9305
2022-12-21,14.4181
2022-12-22,13.6239
2022-12-23,14.1116
2022-12-24,14.1116
2022-12-25,14.1116
2022-12-26,14.1116
2022-12-27,14.1952
2022-12-28,13.5543
2022-12-29,14.028
2022-12-30,11.35
2022-12-31,11.35
2023-01-01,11.35
2023-01-02,11.35
2023-01-03,10.6142
2023-01-04,10.9263
2023-01-05,11.0155
2023-01-06,11.0713
2023-01-07,11.0713
2023-01-08,11.0713
2023-01-09,11.4058
2023-01-10,11.6622
2023-01-11,11.7848
2023-01-12,12.3535
2023-01-13,12.2308
2023-01-14,12.2308
2023-01-15,12.2308
2023-01-16,12.2308
2023-01-17,12.2197
2023-01-18,11.6176
2023-01-19,11.7291
2023-01-20,11.5842
2023-01-21,11.5842
2023-01-22,11.5842
2023-01-23,11.6734
2023-01-24,11.5953
2023-01-25,11.9075
2023-01-26,11.8406
2023-01-27,11.573
2023-01-28,11.573
2023-01-29,11.573
2023-01-30,11.573
2023-01-31,12.0859
2023-02-01,11.9186
2023-02-02,11.6176
2023-02-03,11.6065
2023-02-04,11.6065
2023-02-05,11.6065
2023-02-06,11.6622
2023-02-07,12.1082
2023-02-08,12.0859
2023-02-09,11.5842
2023-02-10,12.097
2023-02-11,12.097
2023-02-12,12.097
2023-02-13,12.2977
2023-02-14,11.8517
2023-02-15,11.9744
2023-02-16,11.9186
2023-02-17,11.4058
2023-02-18,11.4058
2023-02-19,11.4058
2023-02-20,11.4058
2023-02-21,10.904
2023-02-22,10.8706
2023-02-23,9.8073
2023-02-24,10.2518
2023-02-25,10.2518
2023-02-26,10.2518
2023-02-27,9.9699
2023-02-28,9.9591
2023-03-01,10.2084
2023-03-02,10.5553
2023-03-03,11.2491
2023-03-04,11.2491
2023-03-05,11.2491
2023-03-06,11.0973
2023-03-07,11.0973
2023-03-08,11.1299
2023-03-09,11.1565
2023-03-10,10.9306
2023-03-11,10.9306
2023-03-12,10.9306
2023-03-13,10.3658
