,NGHC US Equity
2020-08-28,7.7976
2020-08-29,7.7976
2020-08-30,7.7976
2020-08-31,7.7976
2020-09-01,7.7919
2020-09-02,7.7929
2020-09-03,7.7938
2020-09-04,7.7948
2020-09-05,7.7948
2020-09-06,7.7948
2020-09-07,7.7948
2020-09-08,7.7882
2020-09-09,7.7825
2020-09-10,7.7825
2020-09-11,7.7844
2020-09-12,7.7844
2020-09-13,7.7844
2020-09-14,7.7844
2020-09-15,7.7844
2020-09-16,7.7825
2020-09-17,7.7825
2020-09-18,7.7787
2020-09-19,7.7787
2020-09-20,7.7787
2020-09-21,7.7787
2020-09-22,7.7768
2020-09-23,7.7636
2020-09-24,7.7693
2020-09-25,7.7645
2020-09-26,7.7645
2020-09-27,7.7645
2020-09-28,7.7693
2020-09-29,7.7712
2020-09-30,7.1326
2020-10-01,7.1479
2020-10-02,7.1326
2020-10-03,7.1326
2020-10-04,7.1326
2020-10-05,7.1394
2020-10-06,7.136
2020-10-07,7.1428
2020-10-08,7.1479
2020-10-09,7.1547
2020-10-10,7.1547
2020-10-11,7.1547
2020-10-12,7.1598
2020-10-13,7.1819
2020-10-14,7.1751
2020-10-15,7.1768
2020-10-16,7.1768
2020-10-17,7.1768
2020-10-18,7.1768
2020-10-19,7.1751
2020-10-20,7.1717
2020-10-21,7.17
2020-10-22,7.1615
2020-10-23,7.1649
2020-10-24,7.1649
2020-10-25,7.1649
2020-10-26,7.1734
2020-10-27,7.1734
2020-10-28,7.1666
2020-10-29,7.1734
2020-10-30,7.1732
2020-10-31,7.1732
2020-11-01,7.1732
2020-11-02,7.1749
2020-11-03,7.18
2020-11-04,7.1902
2020-11-05,7.1988
2020-11-06,7.1885
2020-11-07,7.1885
2020-11-08,7.1885
2020-11-09,7.1783
2020-11-10,7.1783
2020-11-11,7.1954
2020-11-12,7.1937
2020-11-13,7.1937
2020-11-14,7.1937
2020-11-15,7.1937
2020-11-16,7.2005
2020-11-17,7.2005
2020-11-18,7.1971
2020-11-19,7.1954
2020-11-20,7.1919
2020-11-21,7.1919
2020-11-22,7.1919
2020-11-23,7.1868
2020-11-24,7.1885
2020-11-25,7.1937
2020-11-26,7.1937
2020-11-27,7.1954
2020-11-28,7.1954
2020-11-29,7.1954
2020-11-30,7.1919
2020-12-01,7.2124
2020-12-02,7.2124
2020-12-03,7.209
2020-12-04,7.2124
2020-12-05,7.2124
2020-12-06,7.2124
2020-12-07,7.2005
2020-12-08,7.2039
2020-12-09,7.2005
2020-12-10,7.2039
2020-12-11,7.2039
2020-12-12,7.2039
2020-12-13,7.2039
2020-12-14,7.1971
2020-12-15,7.1988
2020-12-16,7.1988
2020-12-17,7.2022
2020-12-18,7.2022
2020-12-19,7.2022
2020-12-20,7.2022
2020-12-21,7.1937
2020-12-22,7.1817
2020-12-23,7.1919
2020-12-24,7.1937
2020-12-25,7.1937
2020-12-26,7.1937
2020-12-27,7.1937
2020-12-28,7.2022
2020-12-29,7.2124
2020-12-30,7.2039
2020-12-31,6.3948
2021-01-01,6.3948
2021-01-02,6.3948
2021-01-03,6.3948
2021-01-04,6.3948
2021-01-05,6.3948
2021-01-06,6.3948
2021-01-07,6.3948
2021-01-08,6.3948
2021-01-09,6.3948
2021-01-10,6.3948
2021-01-11,6.3948
2021-01-12,6.3948
2021-01-13,6.3948
2021-01-14,6.3948
2021-01-15,6.3948
2021-01-16,6.3948
2021-01-17,6.3948
2021-01-18,6.3948
2021-01-19,6.3948
2021-01-20,6.3948
2021-01-21,6.3948
2021-01-22,6.3948
2021-01-23,6.3948
2021-01-24,6.3948
2021-01-25,6.3948
2021-01-26,6.3948
2021-01-27,6.3948
2021-01-28,6.3948
2021-01-29,6.3948
2021-01-30,6.3948
2021-01-31,6.3948
2021-02-01,6.3948
2021-02-02,6.3948
2021-02-03,6.3948
2021-02-04,6.3948
2021-02-05,6.3948
2021-02-06,6.3948
2021-02-07,6.3948
2021-02-08,6.3948
2021-02-09,6.3948
2021-02-10,6.3948
2021-02-11,6.3948
2021-02-12,6.3948
2021-02-13,6.3948
2021-02-14,6.3948
2021-02-15,6.3948
2021-02-16,6.3948
2021-02-17,6.3948
2021-02-18,6.3948
2021-02-19,6.3948
2021-02-20,6.3948
2021-02-21,6.3948
2021-02-22,6.3948
2021-02-23,6.3948
2021-02-24,6.3948
2021-02-25,6.3948
2021-02-26,6.3948
2021-02-27,6.3948
2021-02-28,6.3948
2021-03-01,6.3948
2021-03-02,6.3948
2021-03-03,6.3948
2021-03-04,6.3948
2021-03-05,6.3948
2021-03-06,6.3948
2021-03-07,6.3948
2021-03-08,6.3948
2021-03-09,6.3948
2021-03-10,6.3948
2021-03-11,6.3948
2021-03-12,6.3948
2021-03-13,6.3948
2021-03-14,6.3948
2021-03-15,6.3948
2021-03-16,6.3948
2021-03-17,6.3948
2021-03-18,6.3948
2021-03-19,6.3948
2021-03-20,6.3948
2021-03-21,6.3948
2021-03-22,6.3948
2021-03-23,6.3948
2021-03-24,6.3948
2021-03-25,6.3948
2021-03-26,6.3948
2021-03-27,6.3948
2021-03-28,6.3948
2021-03-29,6.3948
2021-03-30,6.3948
2021-03-31,6.3948
2021-04-01,6.3948
2021-04-02,6.3948
2021-04-03,6.3948
2021-04-04,6.3948
2021-04-05,6.3948
2021-04-06,6.3948
2021-04-07,6.3948
2021-04-08,6.3948
2021-04-09,6.3948
2021-04-10,6.3948
2021-04-11,6.3948
2021-04-12,6.3948
2021-04-13,6.3948
2021-04-14,6.3948
2021-04-15,6.3948
2021-04-16,6.3948
2021-04-17,6.3948
2021-04-18,6.3948
2021-04-19,6.3948
2021-04-20,6.3948
2021-04-21,6.3948
2021-04-22,6.3948
2021-04-23,6.3948
2021-04-24,6.3948
2021-04-25,6.3948
2021-04-26,6.3948
2021-04-27,6.3948
2021-04-28,6.3948
2021-04-29,6.3948
2021-04-30,6.3948
2021-05-01,6.3948
2021-05-02,6.3948
2021-05-03,6.3948
2021-05-04,6.3948
2021-05-05,6.3948
2021-05-06,6.3948
2021-05-07,6.3948
2021-05-08,6.3948
2021-05-09,6.3948
2021-05-10,6.3948
2021-05-11,6.3948
2021-05-12,6.3948
2021-05-13,6.3948
2021-05-14,6.3948
2021-05-15,6.3948
2021-05-16,6.3948
2021-05-17,6.3948
2021-05-18,6.3948
2021-05-19,6.3948
2021-05-20,6.3948
2021-05-21,6.3948
2021-05-22,6.3948
2021-05-23,6.3948
2021-05-24,6.3948
2021-05-25,6.3948
2021-05-26,6.3948
2021-05-27,6.3948
2021-05-28,6.3948
2021-05-29,6.3948
2021-05-30,6.3948
2021-05-31,6.3948
2021-06-01,6.3948
2021-06-02,6.3948
2021-06-03,6.3948
2021-06-04,6.3948
2021-06-05,6.3948
2021-06-06,6.3948
2021-06-07,6.3948
2021-06-08,6.3948
2021-06-09,6.3948
2021-06-10,6.3948
2021-06-11,6.3948
2021-06-12,6.3948
2021-06-13,6.3948
2021-06-14,6.3948
2021-06-15,6.3948
2021-06-16,6.3948
2021-06-17,6.3948
2021-06-18,6.3948
2021-06-19,6.3948
2021-06-20,6.3948
2021-06-21,6.3948
2021-06-22,6.3948
2021-06-23,6.3948
2021-06-24,6.3948
2021-06-25,6.3948
2021-06-26,6.3948
2021-06-27,6.3948
2021-06-28,6.3948
2021-06-29,6.3948
2021-06-30,6.3948
2021-07-01,6.3948
2021-07-02,6.3948
2021-07-03,6.3948
2021-07-04,6.3948
2021-07-05,6.3948
2021-07-06,6.3948
2021-07-07,6.3948
2021-07-08,6.3948
2021-07-09,6.3948
2021-07-10,6.3948
2021-07-11,6.3948
2021-07-12,6.3948
2021-07-13,6.3948
2021-07-14,6.3948
2021-07-15,6.3948
2021-07-16,6.3948
2021-07-17,6.3948
2021-07-18,6.3948
2021-07-19,6.3948
2021-07-20,6.3948
2021-07-21,6.3948
2021-07-22,6.3948
2021-07-23,6.3948
2021-07-24,6.3948
2021-07-25,6.3948
2021-07-26,6.3948
2021-07-27,6.3948
2021-07-28,6.3948
2021-07-29,6.3948
2021-07-30,6.3948
2021-07-31,6.3948
2021-08-01,6.3948
2021-08-02,6.3948
2021-08-03,6.3948
2021-08-04,6.3948
2021-08-05,6.3948
2021-08-06,6.3948
2021-08-07,6.3948
2021-08-08,6.3948
2021-08-09,6.3948
2021-08-10,6.3948
2021-08-11,6.3948
2021-08-12,6.3948
2021-08-13,6.3948
2021-08-14,6.3948
2021-08-15,6.3948
2021-08-16,6.3948
2021-08-17,6.3948
2021-08-18,6.3948
2021-08-19,6.3948
2021-08-20,6.3948
2021-08-21,6.3948
2021-08-22,6.3948
2021-08-23,6.3948
2021-08-24,6.3948
2021-08-25,6.3948
2021-08-26,6.3948
2021-08-27,6.3948
2021-08-28,6.3948
2021-08-29,6.3948
2021-08-30,6.3948
2021-08-31,6.3948
2021-09-01,6.3948
2021-09-02,6.3948
2021-09-03,6.3948
2021-09-04,6.3948
2021-09-05,6.3948
2021-09-06,6.3948
2021-09-07,6.3948
2021-09-08,6.3948
2021-09-09,6.3948
2021-09-10,6.3948
2021-09-11,6.3948
2021-09-12,6.3948
2021-09-13,6.3948
2021-09-14,6.3948
2021-09-15,6.3948
2021-09-16,6.3948
2021-09-17,6.3948
2021-09-18,6.3948
2021-09-19,6.3948
2021-09-20,6.3948
2021-09-21,6.3948
2021-09-22,6.3948
2021-09-23,6.3948
2021-09-24,6.3948
2021-09-25,6.3948
2021-09-26,6.3948
2021-09-27,6.3948
2021-09-28,6.3948
2021-09-29,6.3948
2021-09-30,6.3948
2021-10-01,6.3948
2021-10-02,6.3948
2021-10-03,6.3948
2021-10-04,6.3948
2021-10-05,6.3948
2021-10-06,6.3948
2021-10-07,6.3948
2021-10-08,6.3948
2021-10-09,6.3948
2021-10-10,6.3948
2021-10-11,6.3948
2021-10-12,6.3948
2021-10-13,6.3948
2021-10-14,6.3948
2021-10-15,6.3948
2021-10-16,6.3948
2021-10-17,6.3948
2021-10-18,6.3948
2021-10-19,6.3948
2021-10-20,6.3948
2021-10-21,6.3948
2021-10-22,6.3948
2021-10-23,6.3948
2021-10-24,6.3948
2021-10-25,6.3948
2021-10-26,6.3948
2021-10-27,6.3948
2021-10-28,6.3948
2021-10-29,6.3948
2021-10-30,6.3948
2021-10-31,6.3948
2021-11-01,6.3948
2021-11-02,6.3948
2021-11-03,6.3948
2021-11-04,6.3948
2021-11-05,6.3948
2021-11-06,6.3948
2021-11-07,6.3948
2021-11-08,6.3948
2021-11-09,6.3948
2021-11-10,6.3948
2021-11-11,6.3948
2021-11-12,6.3948
2021-11-13,6.3948
2021-11-14,6.3948
2021-11-15,6.3948
2021-11-16,6.3948
2021-11-17,6.3948
2021-11-18,6.3948
2021-11-19,6.3948
2021-11-20,6.3948
2021-11-21,6.3948
2021-11-22,6.3948
2021-11-23,6.3948
2021-11-24,6.3948
2021-11-25,6.3948
2021-11-26,6.3948
2021-11-27,6.3948
2021-11-28,6.3948
2021-11-29,6.3948
2021-11-30,6.3948
2021-12-01,6.3948
2021-12-02,6.3948
2021-12-03,6.3948
2021-12-04,6.3948
2021-12-05,6.3948
2021-12-06,6.3948
2021-12-07,6.3948
2021-12-08,6.3948
2021-12-09,6.3948
2021-12-10,6.3948
2021-12-11,6.3948
2021-12-12,6.3948
2021-12-13,6.3948
2021-12-14,6.3948
2021-12-15,6.3948
2021-12-16,6.3948
2021-12-17,6.3948
2021-12-18,6.3948
2021-12-19,6.3948
2021-12-20,6.3948
2021-12-21,6.3948
2021-12-22,6.3948
2021-12-23,6.3948
2021-12-24,6.3948
2021-12-25,6.3948
2021-12-26,6.3948
2021-12-27,6.3948
2021-12-28,6.3948
2021-12-29,6.3948
2021-12-30,6.3948
2021-12-31,6.3948
2022-01-01,6.3948
2022-01-02,6.3948
2022-01-03,6.3948
2022-01-04,6.3948
2022-01-05,6.3948
2022-01-06,6.3948
2022-01-07,6.3948
2022-01-08,6.3948
2022-01-09,6.3948
2022-01-10,6.3948
2022-01-11,6.3948
2022-01-12,6.3948
2022-01-13,6.3948
2022-01-14,6.3948
2022-01-15,6.3948
2022-01-16,6.3948
2022-01-17,6.3948
2022-01-18,6.3948
2022-01-19,6.3948
2022-01-20,6.3948
2022-01-21,6.3948
2022-01-22,6.3948
2022-01-23,6.3948
2022-01-24,6.3948
2022-01-25,6.3948
2022-01-26,6.3948
2022-01-27,6.3948
2022-01-28,6.3948
2022-01-29,6.3948
2022-01-30,6.3948
2022-01-31,6.3948
2022-02-01,6.3948
2022-02-02,6.3948
2022-02-03,6.3948
2022-02-04,6.3948
2022-02-05,6.3948
2022-02-06,6.3948
2022-02-07,6.3948
2022-02-08,6.3948
2022-02-09,6.3948
2022-02-10,6.3948
2022-02-11,6.3948
2022-02-12,6.3948
2022-02-13,6.3948
2022-02-14,6.3948
2022-02-15,6.3948
2022-02-16,6.3948
2022-02-17,6.3948
2022-02-18,6.3948
2022-02-19,6.3948
2022-02-20,6.3948
2022-02-21,6.3948
2022-02-22,6.3948
2022-02-23,6.3948
2022-02-24,6.3948
2022-02-25,6.3948
2022-02-26,6.3948
2022-02-27,6.3948
2022-02-28,6.3948
2022-03-01,6.3948
2022-03-02,6.3948
2022-03-03,6.3948
2022-03-04,6.3948
2022-03-05,6.3948
2022-03-06,6.3948
2022-03-07,6.3948
2022-03-08,6.3948
2022-03-09,6.3948
2022-03-10,6.3948
2022-03-11,6.3948
2022-03-12,6.3948
2022-03-13,6.3948
2022-03-14,6.3948
2022-03-15,6.3948
2022-03-16,6.3948
2022-03-17,6.3948
2022-03-18,6.3948
2022-03-19,6.3948
2022-03-20,6.3948
2022-03-21,6.3948
2022-03-22,6.3948
2022-03-23,6.3948
2022-03-24,6.3948
2022-03-25,6.3948
2022-03-26,6.3948
2022-03-27,6.3948
2022-03-28,6.3948
2022-03-29,6.3948
2022-03-30,6.3948
2022-03-31,6.3948
2022-04-01,6.3948
2022-04-02,6.3948
2022-04-03,6.3948
2022-04-04,6.3948
2022-04-05,6.3948
2022-04-06,6.3948
2022-04-07,6.3948
2022-04-08,6.3948
2022-04-09,6.3948
2022-04-10,6.3948
2022-04-11,6.3948
2022-04-12,6.3948
2022-04-13,6.3948
2022-04-14,6.3948
2022-04-15,6.3948
2022-04-16,6.3948
2022-04-17,6.3948
2022-04-18,6.3948
2022-04-19,6.3948
2022-04-20,6.3948
2022-04-21,6.3948
2022-04-22,6.3948
2022-04-23,6.3948
2022-04-24,6.3948
2022-04-25,6.3948
2022-04-26,6.3948
2022-04-27,6.3948
2022-04-28,6.3948
2022-04-29,6.3948
2022-04-30,6.3948
2022-05-01,6.3948
2022-05-02,6.3948
2022-05-03,6.3948
2022-05-04,6.3948
2022-05-05,6.3948
2022-05-06,6.3948
2022-05-07,6.3948
2022-05-08,6.3948
2022-05-09,6.3948
2022-05-10,6.3948
2022-05-11,6.3948
2022-05-12,6.3948
2022-05-13,6.3948
2022-05-14,6.3948
2022-05-15,6.3948
2022-05-16,6.3948
2022-05-17,6.3948
2022-05-18,6.3948
2022-05-19,6.3948
2022-05-20,6.3948
2022-05-21,6.3948
2022-05-22,6.3948
2022-05-23,6.3948
2022-05-24,6.3948
2022-05-25,6.3948
2022-05-26,6.3948
2022-05-27,6.3948
2022-05-28,6.3948
2022-05-29,6.3948
2022-05-30,6.3948
2022-05-31,6.3948
2022-06-01,6.3948
2022-06-02,6.3948
2022-06-03,6.3948
2022-06-04,6.3948
2022-06-05,6.3948
2022-06-06,6.3948
2022-06-07,6.3948
2022-06-08,6.3948
2022-06-09,6.3948
2022-06-10,6.3948
2022-06-11,6.3948
2022-06-12,6.3948
2022-06-13,6.3948
2022-06-14,6.3948
2022-06-15,6.3948
2022-06-16,6.3948
2022-06-17,6.3948
2022-06-18,6.3948
2022-06-19,6.3948
2022-06-20,6.3948
2022-06-21,6.3948
2022-06-22,6.3948
2022-06-23,6.3948
2022-06-24,6.3948
2022-06-25,6.3948
2022-06-26,6.3948
2022-06-27,6.3948
2022-06-28,6.3948
2022-06-29,6.3948
2022-06-30,6.3948
2022-07-01,6.3948
2022-07-02,6.3948
2022-07-03,6.3948
2022-07-04,6.3948
2022-07-05,6.3948
2022-07-06,6.3948
2022-07-07,6.3948
2022-07-08,6.3948
2022-07-09,6.3948
2022-07-10,6.3948
2022-07-11,6.3948
2022-07-12,6.3948
2022-07-13,6.3948
2022-07-14,6.3948
2022-07-15,6.3948
2022-07-16,6.3948
2022-07-17,6.3948
2022-07-18,6.3948
2022-07-19,6.3948
2022-07-20,6.3948
2022-07-21,6.3948
2022-07-22,6.3948
2022-07-23,6.3948
2022-07-24,6.3948
2022-07-25,6.3948
2022-07-26,6.3948
2022-07-27,6.3948
2022-07-28,6.3948
2022-07-29,6.3948
2022-07-30,6.3948
2022-07-31,6.3948
2022-08-01,6.3948
2022-08-02,6.3948
2022-08-03,6.3948
2022-08-04,6.3948
2022-08-05,6.3948
2022-08-06,6.3948
2022-08-07,6.3948
2022-08-08,6.3948
2022-08-09,6.3948
2022-08-10,6.3948
2022-08-11,6.3948
2022-08-12,6.3948
2022-08-13,6.3948
2022-08-14,6.3948
2022-08-15,6.3948
2022-08-16,6.3948
2022-08-17,6.3948
2022-08-18,6.3948
2022-08-19,6.3948
2022-08-20,6.3948
2022-08-21,6.3948
2022-08-22,6.3948
2022-08-23,6.3948
2022-08-24,6.3948
2022-08-25,6.3948
2022-08-26,6.3948
2022-08-27,6.3948
2022-08-28,6.3948
2022-08-29,6.3948
2022-08-30,6.3948
2022-08-31,6.3948
2022-09-01,6.3948
2022-09-02,6.3948
2022-09-03,6.3948
2022-09-04,6.3948
2022-09-05,6.3948
2022-09-06,6.3948
2022-09-07,6.3948
2022-09-08,6.3948
2022-09-09,6.3948
2022-09-10,6.3948
2022-09-11,6.3948
2022-09-12,6.3948
2022-09-13,6.3948
2022-09-14,6.3948
2022-09-15,6.3948
2022-09-16,6.3948
2022-09-17,6.3948
2022-09-18,6.3948
2022-09-19,6.3948
2022-09-20,6.3948
2022-09-21,6.3948
2022-09-22,6.3948
2022-09-23,6.3948
2022-09-24,6.3948
2022-09-25,6.3948
2022-09-26,6.3948
2022-09-27,6.3948
2022-09-28,6.3948
2022-09-29,6.3948
2022-09-30,6.3948
2022-10-01,6.3948
2022-10-02,6.3948
2022-10-03,6.3948
2022-10-04,6.3948
2022-10-05,6.3948
2022-10-06,6.3948
2022-10-07,6.3948
2022-10-08,6.3948
2022-10-09,6.3948
2022-10-10,6.3948
2022-10-11,6.3948
2022-10-12,6.3948
2022-10-13,6.3948
2022-10-14,6.3948
2022-10-15,6.3948
2022-10-16,6.3948
2022-10-17,6.3948
2022-10-18,6.3948
2022-10-19,6.3948
2022-10-20,6.3948
2022-10-21,6.3948
2022-10-22,6.3948
2022-10-23,6.3948
2022-10-24,6.3948
2022-10-25,6.3948
2022-10-26,6.3948
2022-10-27,6.3948
2022-10-28,6.3948
2022-10-29,6.3948
2022-10-30,6.3948
2022-10-31,6.3948
2022-11-01,6.3948
2022-11-02,6.3948
2022-11-03,6.3948
2022-11-04,6.3948
2022-11-05,6.3948
2022-11-06,6.3948
2022-11-07,6.3948
2022-11-08,6.3948
2022-11-09,6.3948
2022-11-10,6.3948
2022-11-11,6.3948
2022-11-12,6.3948
2022-11-13,6.3948
2022-11-14,6.3948
2022-11-15,6.3948
2022-11-16,6.3948
2022-11-17,6.3948
2022-11-18,6.3948
2022-11-19,6.3948
2022-11-20,6.3948
2022-11-21,6.3948
2022-11-22,6.3948
2022-11-23,6.3948
2022-11-24,6.3948
2022-11-25,6.3948
2022-11-26,6.3948
2022-11-27,6.3948
2022-11-28,6.3948
2022-11-29,6.3948
2022-11-30,6.3948
2022-12-01,6.3948
2022-12-02,6.3948
2022-12-03,6.3948
2022-12-04,6.3948
2022-12-05,6.3948
2022-12-06,6.3948
2022-12-07,6.3948
2022-12-08,6.3948
2022-12-09,6.3948
2022-12-10,6.3948
2022-12-11,6.3948
2022-12-12,6.3948
2022-12-13,6.3948
2022-12-14,6.3948
2022-12-15,6.3948
2022-12-16,6.3948
2022-12-17,6.3948
2022-12-18,6.3948
2022-12-19,6.3948
2022-12-20,6.3948
2022-12-21,6.3948
2022-12-22,6.3948
2022-12-23,6.3948
2022-12-24,6.3948
2022-12-25,6.3948
2022-12-26,6.3948
2022-12-27,6.3948
2022-12-28,6.3948
2022-12-29,6.3948
2022-12-30,6.3948
2022-12-31,6.3948
2023-01-01,6.3948
2023-01-02,6.3948
2023-01-03,6.3948
2023-01-04,6.3948
2023-01-05,6.3948
2023-01-06,6.3948
2023-01-07,6.3948
2023-01-08,6.3948
2023-01-09,6.3948
2023-01-10,6.3948
2023-01-11,6.3948
2023-01-12,6.3948
2023-01-13,6.3948
2023-01-14,6.3948
2023-01-15,6.3948
2023-01-16,6.3948
2023-01-17,6.3948
2023-01-18,6.3948
2023-01-19,6.3948
2023-01-20,6.3948
2023-01-21,6.3948
2023-01-22,6.3948
2023-01-23,6.3948
2023-01-24,6.3948
2023-01-25,6.3948
2023-01-26,6.3948
2023-01-27,6.3948
2023-01-28,6.3948
2023-01-29,6.3948
2023-01-30,6.3948
2023-01-31,6.3948
2023-02-01,6.3948
2023-02-02,6.3948
2023-02-03,6.3948
2023-02-04,6.3948
2023-02-05,6.3948
2023-02-06,6.3948
2023-02-07,6.3948
2023-02-08,6.3948
2023-02-09,6.3948
2023-02-10,6.3948
2023-02-11,6.3948
2023-02-12,6.3948
2023-02-13,6.3948
2023-02-14,6.3948
2023-02-15,6.3948
2023-02-16,6.3948
2023-02-17,6.3948
2023-02-18,6.3948
2023-02-19,6.3948
2023-02-20,6.3948
2023-02-21,6.3948
2023-02-22,6.3948
2023-02-23,6.3948
2023-02-24,6.3948
2023-02-25,6.3948
2023-02-26,6.3948
2023-02-27,6.3948
2023-02-28,6.3948
2023-03-01,6.3948
2023-03-02,6.3948
2023-03-03,6.3948
2023-03-04,6.3948
2023-03-05,6.3948
2023-03-06,6.3948
2023-03-07,6.3948
2023-03-08,6.3948
2023-03-09,6.3948
2023-03-10,6.3948
