,LEA US Equity
2023-03-19,15.2669
2023-03-20,15.3736
2023-03-21,15.7033
2023-03-22,15.4453
2023-03-23,15.4663
2023-03-24,15.5879
2023-03-25,15.5879
2023-03-26,15.5879
2023-03-27,15.4987
2023-03-28,15.4716
2023-03-29,15.5074
2023-03-30,15.6045
2023-03-31,13.8413
2023-04-01,13.8413
2023-04-02,13.8413
2023-04-03,13.7316
2023-04-04,13.579
2023-04-05,13.3858
2023-04-06,13.2558
2023-04-07,13.2558
2023-04-08,13.2558
2023-04-09,13.2558
2023-04-10,13.4452
2023-04-11,13.5241
2023-04-12,13.4632
2023-04-13,13.5226
2023-04-14,13.5279
2023-04-15,13.5279
2023-04-16,13.5279
2023-04-17,13.4737
2023-04-18,13.6353
2023-04-19,13.5707
2023-04-20,13.5497
2023-04-21,13.3151
2023-04-22,13.3151
2023-04-23,13.3151
2023-04-24,13.4181
2023-04-25,13.2452
2023-04-26,13.2009
2023-04-27,12.9736
2023-04-28,12.9346
2023-04-29,12.9346
2023-04-30,12.9346
2023-05-01,12.8776
2023-05-02,12.7163
2023-05-03,12.5062
2023-05-04,12.2796
2023-05-05,12.63
2023-05-06,12.63
2023-05-07,12.63
2023-05-08,12.9166
2023-05-09,12.7441
2023-05-10,12.6803
2023-05-11,12.7778
2023-05-12,12.603
2023-05-13,12.603
2023-05-14,12.603
2023-05-15,12.5647
2023-05-16,12.3997
2023-05-17,12.5775
2023-05-18,12.6825
2023-05-19,12.7396
2023-05-20,12.7396
2023-05-21,12.7396
2023-05-22,12.8198
2023-05-23,12.7823
2023-05-24,12.6683
2023-05-25,12.687
2023-05-26,12.9309
2023-05-27,12.9309
2023-05-28,12.9309
2023-05-29,12.9309
2023-05-30,12.9406
2023-05-31,12.5595
2023-06-01,12.7868
2023-06-02,13.1897
2023-06-03,13.1897
2023-06-04,13.1897
2023-06-05,13.0554
2023-06-06,13.336
2023-06-07,13.6166
2023-06-08,13.4688
2023-06-09,13.7187
2023-06-10,13.7187
2023-06-11,13.7187
2023-06-12,13.9933
2023-06-13,14.0796
2023-06-14,14.2101
2023-06-15,14.1111
2023-06-16,14.0901
2023-06-17,14.0901
2023-06-18,14.0901
2023-06-19,14.0901
2023-06-20,14.0571
2023-06-21,13.943
2023-06-22,13.6812
2023-06-23,13.5896
2023-06-24,13.5896
2023-06-25,13.5896
2023-06-26,13.7689
2023-06-27,13.9062
2023-06-28,13.946
2023-06-29,14.0435
2023-06-30,12.425
2023-07-01,12.425
2023-07-02,12.425
2023-07-03,12.5283
2023-07-04,12.5283
2023-07-05,12.4375
2023-07-06,12.5591
2023-07-07,12.7572
2023-07-08,12.7572
2023-07-09,12.7572
2023-07-10,12.648
2023-07-11,12.8559
2023-07-12,13.0481
2023-07-13,13.0899
2023-07-14,12.8565
2023-07-15,12.8565
2023-07-16,12.8565
2023-07-17,12.7284
2023-07-18,12.7558
2023-07-19,12.784
2023-07-20,12.7643
2023-07-21,12.8415
2023-07-22,12.8415
2023-07-23,12.8415
2023-07-24,12.9291
2023-07-25,12.8493
2023-07-26,12.9945
2023-07-27,12.9964
2023-07-28,13.1422
2023-07-29,13.1422
2023-07-30,13.1422
2023-07-31,13.1579
2023-08-01,13.0899
2023-08-02,12.9246
2023-08-03,13.0658
2023-08-04,12.9962
2023-08-05,12.9962
2023-08-06,12.9962
2023-08-07,13.1595
2023-08-08,13.0541
2023-08-09,12.8927
2023-08-10,12.7137
2023-08-11,12.3324
2023-08-12,12.3324
2023-08-13,12.3324
2023-08-14,12.447
2023-08-15,12.3559
2023-08-16,12.2329
2023-08-17,12.2199
2023-08-18,12.2784
2023-08-19,12.2784
2023-08-20,12.2784
2023-08-21,12.2589
2023-08-22,12.214
2023-08-23,12.2947
2023-08-24,12.1496
2023-08-25,12.1847
2023-08-26,12.1847
2023-08-27,12.1847
2023-08-28,12.3396
2023-08-29,12.5101
2023-08-30,12.4906
2023-08-31,12.4164
2023-09-01,12.5394
2023-09-02,12.5394
2023-09-03,12.5394
2023-09-04,12.5394
2023-09-05,12.4398
2023-09-06,12.3617
2023-09-07,12.1353
2023-09-08,12.2186
2023-09-09,12.2186
2023-09-10,12.2186
2023-09-11,12.2199
2023-09-12,12.3611
2023-09-13,11.9531
2023-09-14,12.0598
2023-09-15,12.0383
2023-09-16,12.0383
2023-09-17,12.0383
2023-09-18,11.9231
2023-09-19,11.944
2023-09-20,11.8795
2023-09-21,11.6635
2023-09-22,11.6746
2023-09-23,11.6746
2023-09-24,11.6746
2023-09-25,11.791
2023-09-26,11.6427
2023-09-27,11.6739
2023-09-28,11.804
2023-09-29,11.3972
2023-09-30,11.3972
2023-10-01,11.3972
2023-10-02,11.3047
2023-10-03,11.1438
2023-10-04,11.2959
2023-10-05,11.1913
2023-10-06,11.4581
2023-10-07,11.4581
2023-10-08,11.4581
2023-10-09,11.4695
2023-10-10,11.5594
2023-10-11,11.7172
2023-10-12,11.5487
2023-10-13,11.4726
2023-10-14,11.4726
2023-10-15,11.4726
2023-10-16,11.4809
2023-10-17,11.5214
2023-10-18,11.2724
2023-10-19,11.1546
2023-10-20,11.2952
2023-10-21,11.2952
2023-10-22,11.2952
2023-10-23,11.1831
2023-10-24,11.1514
2023-10-25,11.1109
2023-10-26,11.2796
2023-10-27,10.9372
2023-10-28,10.9372
2023-10-29,10.9372
2023-10-30,10.9478
2023-10-31,11.0477
2023-11-01,11.0785
2023-11-02,10.924
2023-11-03,11.1106
2023-11-04,11.1106
2023-11-05,11.1106
2023-11-06,11.1112
2023-11-07,11.0955
2023-11-08,10.9353
2023-11-09,10.7694
2023-11-10,10.9032
2023-11-11,10.9032
2023-11-12,10.9032
2023-11-13,10.9384
2023-11-14,11.2193
2023-11-15,11.4335
2023-11-16,11.2947
2023-11-17,11.3261
2023-11-18,11.3261
2023-11-19,11.3261
2023-11-20,11.3506
2023-11-21,11.2765
2023-11-22,11.2727
2023-11-23,11.2727
2023-11-24,11.3299
2023-11-25,11.3299
2023-11-26,11.3299
2023-11-27,11.3625
2023-11-28,11.2306
2023-11-29,11.3651
2023-11-30,11.2985
2023-12-01,11.4643
2023-12-02,11.4643
2023-12-03,11.4643
2023-12-04,11.6271
2023-12-05,11.4235
2023-12-06,11.6001
2023-12-07,11.4002
2023-12-08,11.2564
2023-12-09,11.2564
2023-12-10,11.2564
2023-12-11,11.3186
2023-12-12,11.2438
2023-12-13,11.2117
2023-12-14,11.5963
2023-12-15,11.5259
2023-12-16,11.5259
2023-12-17,11.5259
2023-12-18,11.6095
2023-12-19,11.7201
2023-12-20,11.5228
2023-12-21,11.7395
2023-12-22,11.776
2023-12-23,11.776
2023-12-24,11.776
2023-12-25,11.776
2023-12-26,11.7911
2023-12-27,11.7999
2023-12-28,11.8024
2023-12-29,11.1372
2023-12-30,11.1372
2023-12-31,11.1372
2024-01-01,11.1372
2024-01-02,11.1723
2024-01-03,10.6747
2024-01-04,10.7098
2024-01-05,10.8157
2024-01-06,10.8157
2024-01-07,10.8157
2024-01-08,10.8981
2024-01-09,10.7703
2024-01-10,10.7467
2024-01-11,10.7116
2024-01-12,10.5403
2024-01-13,10.5403
2024-01-14,10.5403
2024-01-15,10.5403
2024-01-16,10.6765
2024-01-17,10.5475
2024-01-18,10.5082
2024-01-19,10.4713
2024-01-20,10.4713
2024-01-21,10.4713
2024-01-22,10.5046
2024-01-23,10.5136
2024-01-24,10.4822
2024-01-25,10.5996
2024-01-26,10.6807
2024-01-27,10.6807
2024-01-28,10.6807
2024-01-29,10.7612
2024-01-30,10.7407
2024-01-31,10.6341
2024-02-01,10.8478
2024-02-02,10.7994
2024-02-03,10.7994
2024-02-04,10.7994
2024-02-05,10.7225
2024-02-06,10.7727
2024-02-07,10.6008
2024-02-08,10.4891
2024-02-09,10.5745
2024-02-10,10.5745
2024-02-11,10.5745
2024-02-12,10.7351
2024-02-13,10.4696
2024-02-14,10.5828
2024-02-15,10.7511
2024-02-16,10.6663
2024-02-17,10.6663
2024-02-18,10.6663
2024-02-19,10.6663
2024-02-20,10.6551
2024-02-21,10.6005
2024-02-22,10.6112
2024-02-23,10.6011
2024-02-24,10.6011
2024-02-25,10.6011
2024-02-26,10.549
2024-02-27,10.6355
2024-02-28,10.6853
2024-02-29,10.7285
2024-03-01,10.6734
2024-03-02,10.6734
2024-03-03,10.6734
2024-03-04,10.7837
2024-03-05,10.8417
2024-03-06,10.8785
2024-03-07,11.016
2024-03-08,10.9034
2024-03-09,10.9034
2024-03-10,10.9034
2024-03-11,10.9544
2024-03-12,10.9668
2024-03-13,11.0996
2024-03-14,10.8909
2024-03-15,10.8963
2024-03-16,10.8963
2024-03-17,10.8963
2024-03-18,10.9099
2024-03-19,10.9917
2024-03-20,11.1173
2024-03-21,11.2454
2024-03-22,11.2234
2024-03-23,11.2234
2024-03-24,11.2234
2024-03-25,11.1452
2024-03-26,10.984
2024-03-27,11.173
2024-03-28,11.1748
2024-03-29,11.1748
2024-03-30,11.1748
2024-03-31,11.1748
2024-04-01,11.1446
2024-04-02,11.1387
2024-04-03,11.0699
2024-04-04,10.8867
2024-04-05,10.9139
2024-04-06,10.9139
2024-04-07,10.9139
2024-04-08,10.9589
