,ST US Equity
2020-04-23,16.1404
2020-04-24,16.5951
2020-04-25,16.5951
2020-04-26,16.5951
2020-04-27,17.2424
2020-04-28,17.425
2020-04-29,17.8524
2020-04-30,17.2177
2020-05-01,16.4666
2020-05-02,16.4666
2020-05-03,16.4666
2020-05-04,16.1774
2020-05-05,16.5397
2020-05-06,16.5098
2020-05-07,16.9751
2020-05-08,17.3273
2020-05-09,17.3273
2020-05-10,17.3273
2020-05-11,17.0548
2020-05-12,16.6261
2020-05-13,16.1076
2020-05-14,16.1542
2020-05-15,16.1874
2020-05-16,16.1874
2020-05-17,16.1874
2020-05-18,17.088
2020-05-19,17.0814
2020-05-20,17.3473
2020-05-21,16.8753
2020-05-22,16.7424
2020-05-23,16.7424
2020-05-24,16.7424
2020-05-25,16.7424
2020-05-26,17.2077
2020-05-27,17.7095
2020-05-28,17.3539
2020-05-29,16.9751
2020-05-30,16.9751
2020-05-31,16.9751
2020-06-01,17.3473
2020-06-02,17.6431
2020-06-03,18.4772
2020-06-04,18.1848
2020-06-05,18.9758
2020-06-06,18.9758
2020-06-07,18.9758
2020-06-08,19.4145
2020-06-09,19.0323
2020-06-10,18.3842
2020-06-11,17.1944
2020-06-12,17.4437
2020-06-13,17.4437
2020-06-14,17.4437
2020-06-15,17.6165
2020-06-16,17.7328
2020-06-17,17.5467
2020-06-18,17.4603
2020-06-19,17.4437
2020-06-20,17.4437
2020-06-21,17.4437
2020-06-22,17.5168
2020-06-23,17.5234
2020-06-24,16.8155
2020-06-25,16.8787
2020-06-26,17.005
2020-06-27,17.005
2020-06-28,17.005
2020-06-29,17.2875
2020-06-30,25.4528
2020-07-01,24.768
2020-07-02,24.9914
2020-07-03,24.9914
2020-07-04,24.9914
2020-07-05,24.9914
2020-07-06,25.3508
2020-07-07,24.8894
2020-07-08,24.8603
2020-07-09,24.904
2020-07-10,25.108
2020-07-11,25.108
2020-07-12,25.108
2020-07-13,25.5986
2020-07-14,26.0454
2020-07-15,27.0362
2020-07-16,26.8371
2020-07-17,27.0022
2020-07-18,27.0022
2020-07-19,27.0022
2020-07-20,26.9245
2020-07-21,27.0168
2020-07-22,27.0994
2020-07-23,27.3762
2020-07-24,27.0022
2020-07-25,27.0022
2020-07-26,27.0022
2020-07-27,27.6579
2020-07-28,26.5422
2020-07-29,26.8094
2020-07-30,26.2166
2020-07-31,25.8231
2020-08-01,25.8231
2020-08-02,25.8231
2020-08-03,26.1632
2020-08-04,26.3235
2020-08-05,26.5956
2020-08-06,26.5908
2020-08-07,26.892
2020-08-08,26.892
2020-08-09,26.892
2020-08-10,27.339
2020-08-11,27.5965
2020-08-12,27.6742
2020-08-13,27.5187
2020-08-14,27.3973
2020-08-15,27.3973
2020-08-16,27.3973
2020-08-17,27.4847
2020-08-18,27.2855
2020-08-19,27.1106
2020-08-20,26.7414
2020-08-21,26.9017
2020-08-22,26.9017
2020-08-23,26.9017
2020-08-24,27.4313
2020-08-25,27.4264
2020-08-26,27.475
2020-08-27,27.4313
2020-08-28,27.8783
2020-08-29,27.8783
2020-08-30,27.8783
2020-08-31,27.6013
2020-09-01,27.888
2020-09-02,28.5342
2020-09-03,27.8248
2020-09-04,28.0337
2020-09-05,28.0337
2020-09-06,28.0337
2020-09-07,28.0337
2020-09-08,27.2952
2020-09-09,28.3058
2020-09-10,27.8637
2020-09-11,28.1066
2020-09-12,28.1066
2020-09-13,28.1066
2020-09-14,28.2135
2020-09-15,28.3301
2020-09-16,28.8014
2020-09-17,28.8743
2020-09-18,28.4613
2020-09-19,28.4613
2020-09-20,28.4613
2020-09-21,27.6159
2020-09-22,27.7179
2020-09-23,27.5139
2020-09-24,27.4264
2020-09-25,27.5722
2020-09-26,27.5722
2020-09-27,27.5722
2020-09-28,28.2086
2020-09-29,28.1115
2020-09-30,30.0436
2020-10-01,30.4724
2020-10-02,30.2813
2020-10-03,30.2813
2020-10-04,30.2813
2020-10-05,31.4747
2020-10-06,31.2577
2020-10-07,31.6556
2020-10-08,32.012
2020-10-09,32.4202
2020-10-10,32.4202
2020-10-11,32.4202
2020-10-12,32.3169
2020-10-13,31.9449
2020-10-14,32.1929
2020-10-15,32.3375
2020-10-16,32.1877
2020-10-17,32.1877
2020-10-18,32.1877
2020-10-19,31.9604
2020-10-20,32.3582
2020-10-21,32.2859
2020-10-22,32.6372
2020-10-23,33.0195
2020-10-24,33.0195
2020-10-25,33.0195
2020-10-26,32.6785
2020-10-27,30.6829
2020-10-28,30.1556
2020-10-29,30.3055
2020-10-30,30.352
2020-10-31,30.352
2020-11-01,30.352
2020-11-02,30.9103
2020-11-03,31.2102
2020-11-04,30.626
2020-11-05,31.1171
2020-11-06,30.7553
2020-11-07,30.7553
2020-11-08,30.7553
2020-11-09,32.0373
2020-11-10,31.9701
2020-11-11,31.7995
2020-11-12,31.4273
2020-11-13,31.691
2020-11-14,31.691
2020-11-15,31.691
2020-11-16,32.0942
2020-11-17,32.5543
2020-11-18,32.5905
2020-11-19,32.5181
2020-11-20,32.3889
2020-11-21,32.3889
2020-11-22,32.3889
2020-11-23,33.2884
2020-11-24,34.2499
2020-11-25,33.764
2020-11-26,33.764
2020-11-27,33.8881
2020-11-28,33.8881
2020-11-29,33.8881
2020-11-30,32.9989
2020-12-01,33.0868
2020-12-02,33.0868
2020-12-03,33.0299
2020-12-04,33.6813
2020-12-05,33.6813
2020-12-06,33.6813
2020-12-07,33.2419
2020-12-08,33.2625
2020-12-09,33.4021
2020-12-10,33.4176
2020-12-11,33.1385
2020-12-12,33.1385
2020-12-13,33.1385
2020-12-14,33.5727
2020-12-15,34.1052
2020-12-16,34.0845
2020-12-17,34.0173
2020-12-18,33.9087
2020-12-19,33.9087
2020-12-20,33.9087
2020-12-21,34.007
2020-12-22,33.9863
2020-12-23,34.7307
2020-12-24,34.7566
2020-12-25,34.7566
2020-12-26,34.7566
2020-12-27,34.7566
2020-12-28,34.7152
2020-12-29,34.3637
2020-12-30,34.7204
2020-12-31,30.9714
2021-01-01,30.9714
2021-01-02,30.9714
2021-01-03,30.9714
2021-01-04,30.6127
2021-01-05,31.2881
2021-01-06,32.2429
2021-01-07,32.5457
2021-01-08,32.6668
2021-01-09,32.6668
2021-01-10,32.6668
2021-01-11,32.4479
2021-01-12,32.6854
2021-01-13,32.2662
2021-01-14,32.3035
2021-01-15,31.8936
2021-01-16,31.8936
2021-01-17,31.8936
2021-01-18,31.8936
2021-01-19,32.1777
2021-01-20,32.4479
2021-01-21,32.9137
2021-01-22,33.3468
2021-01-23,33.3468
2021-01-24,33.3468
2021-01-25,33.0254
2021-01-26,32.6808
2021-01-27,31.5676
2021-01-28,31.9262
2021-01-29,31.7911
2021-01-30,31.7911
2021-01-31,31.7911
2021-02-01,32.2057
2021-02-02,31.6095
2021-02-03,31.507
2021-02-04,31.4697
2021-02-05,31.0319
2021-02-06,31.0319
2021-02-07,31.0319
2021-02-08,31.9169
2021-02-09,31.8051
2021-02-10,31.7539
2021-02-11,32.6156
2021-02-12,33.6657
2021-02-13,33.6657
2021-02-14,33.6657
2021-02-15,33.6657
2021-02-16,33.9598
2021-02-17,33.7451
2021-02-18,33.6144
2021-02-19,34.0905
2021-02-20,34.0905
2021-02-21,34.0905
2021-02-22,33.9598
2021-02-23,33.7544
2021-02-24,34.1185
2021-02-25,32.7789
2021-02-26,33.1476
2021-02-27,33.1476
2021-02-28,33.1476
2021-03-01,34.0905
2021-03-02,34.2445
2021-03-03,34.8187
2021-03-04,33.7217
2021-03-05,34.0532
2021-03-06,34.0532
2021-03-07,34.0532
2021-03-08,33.8711
2021-03-09,34.2305
2021-03-10,34.73
2021-03-11,35.2808
2021-03-12,35.7335
2021-03-13,35.7335
2021-03-14,35.7335
2021-03-15,36.2096
2021-03-16,35.8736
2021-03-17,36.2236
2021-03-18,35.9809
2021-03-19,35.5095
2021-03-20,35.5095
2021-03-21,35.5095
2021-03-22,35.4768
2021-03-23,33.6424
2021-03-24,33.4977
2021-03-25,33.6564
2021-03-26,34.2399
2021-03-27,34.2399
2021-03-28,34.2399
2021-03-29,33.4323
2021-03-30,33.4417
2021-03-31,25.6823
2021-04-01,25.9062
2021-04-02,25.9062
2021-04-03,25.9062
2021-04-04,25.9062
2021-04-05,26.4334
2021-04-06,26.2276
2021-04-07,25.7148
2021-04-08,25.6751
2021-04-09,25.899
2021-04-10,25.899
2021-04-11,25.899
2021-04-12,25.9351
2021-04-13,25.6029
2021-04-14,25.6173
2021-04-15,25.8683
2021-04-16,25.9334
2021-04-17,25.9334
2021-04-18,25.9334
2021-04-19,25.7996
2021-04-20,25.2354
2021-04-21,25.7164
2021-04-22,25.9225
2021-04-23,26.447
2021-04-24,26.447
2021-04-25,26.447
2021-04-26,26.4759
2021-04-27,26.0192
2021-04-28,26.2075
2021-04-29,26.2293
2021-04-30,25.6679
2021-05-01,25.6679
2021-05-02,25.6679
2021-05-03,25.6027
2021-05-04,25.3963
2021-05-05,25.7621
2021-05-06,25.6679
2021-05-07,26.0663
2021-05-08,26.0663
2021-05-09,26.0663
2021-05-10,25.6245
2021-05-11,25.3529
2021-05-12,24.4439
2021-05-13,24.998
2021-05-14,25.7621
2021-05-15,25.7621
2021-05-16,25.7621
2021-05-17,25.773
2021-05-18,25.3999
2021-05-19,25.2659
2021-05-20,25.5013
2021-05-21,25.5701
2021-05-22,25.5701
2021-05-23,25.5701
2021-05-24,25.8418
2021-05-25,25.5339
2021-05-26,25.6933
2021-05-27,26.088
2021-05-28,26.28
2021-05-29,26.28
2021-05-30,26.28
2021-05-31,26.28
2021-06-01,26.4828
2021-06-02,26.5226
2021-06-03,26.3741
2021-06-04,26.8377
2021-06-05,26.8377
2021-06-06,26.8377
2021-06-07,26.6276
2021-06-08,26.595
2021-06-09,26.3379
2021-06-10,26.4284
2021-06-11,26.3053
2021-06-12,26.3053
2021-06-13,26.3053
2021-06-14,26.3524
2021-06-15,26.28
2021-06-16,26.059
2021-06-17,25.4506
2021-06-18,25.1935
2021-06-19,25.1935
2021-06-20,25.1935
2021-06-21,25.5231
2021-06-22,25.5267
2021-06-23,25.6208
2021-06-24,25.7802
2021-06-25,25.8418
2021-06-26,25.8418
2021-06-27,25.8418
2021-06-28,25.5448
2021-06-29,25.6317
2021-06-30,19.1059
2021-07-01,19.2448
2021-07-02,19.1819
2021-07-03,19.1819
2021-07-04,19.1819
2021-07-05,19.1819
2021-07-06,18.967
2021-07-07,19.0771
2021-07-08,18.7075
2021-07-09,19.0456
2021-07-10,19.0456
2021-07-11,19.0456
2021-07-12,19.1688
2021-07-13,18.8674
2021-07-14,18.7835
2021-07-15,18.6236
2021-07-16,18.1125
2021-07-17,18.1125
2021-07-18,18.1125
2021-07-19,17.8871
2021-07-20,18.2567
2021-07-21,18.5162
2021-07-22,18.2016
2021-07-23,18.296
2021-07-24,18.296
2021-07-25,18.296
2021-07-26,18.4637
2021-07-27,18.215
2021-07-28,18.6902
2021-07-29,19.1681
2021-07-30,19.302
2021-07-31,19.302
2021-08-01,19.302
2021-08-02,19.2101
2021-08-03,19.4201
2021-08-04,19.2521
2021-08-05,19.0972
2021-08-06,19.2626
2021-08-07,19.2626
2021-08-08,19.2626
2021-08-09,19.2915
2021-08-10,19.5698
2021-08-11,19.6459
2021-08-12,19.8271
2021-08-13,19.8244
2021-08-14,19.8244
2021-08-15,19.8244
2021-08-16,19.7247
2021-08-17,19.4674
2021-08-18,19.2442
2021-08-19,19.0237
2021-08-20,19.1024
2021-08-21,19.1024
2021-08-22,19.1024
2021-08-23,19.2731
2021-08-24,19.491
2021-08-25,19.638
2021-08-26,19.5934
2021-08-27,19.8218
2021-08-28,19.8218
2021-08-29,19.8218
2021-08-30,19.7641
2021-08-31,19.449
2021-09-01,19.3834
2021-09-02,19.3361
2021-09-03,19.1943
2021-09-04,19.1943
2021-09-05,19.1943
2021-09-06,19.1943
2021-09-07,18.9502
2021-09-08,18.7821
2021-09-09,18.6246
2021-09-10,18.8163
2021-09-11,18.8163
2021-09-12,18.8163
2021-09-13,19.2075
2021-09-14,18.9633
2021-09-15,19.0053
2021-09-16,18.9265
2021-09-17,18.6823
2021-09-18,18.6823
2021-09-19,18.6823
2021-09-20,18.4303
2021-09-21,18.2859
2021-09-22,18.4566
2021-09-23,18.7349
2021-09-24,18.8845
2021-09-25,18.8845
2021-09-26,18.8845
2021-09-27,19.0998
2021-09-28,18.6298
2021-09-29,18.4644
2021-09-30,17.1381
2021-10-01,17.4758
2021-10-02,17.4758
2021-10-03,17.4758
2021-10-04,17.3492
2021-10-05,17.4833
2021-10-06,17.2896
2021-10-07,17.5752
2021-10-08,17.7167
2021-10-09,17.7167
2021-10-10,17.7167
2021-10-11,17.6248
2021-10-12,17.6124
2021-10-13,17.5975
2021-10-14,17.9725
2021-10-15,18.0446
2021-10-16,18.0446
2021-10-17,18.0446
2021-10-18,17.6894
2021-10-19,17.7043
2021-10-20,17.6696
2021-10-21,17.8235
2021-10-22,17.5578
2021-10-23,17.5578
2021-10-24,17.5578
2021-10-25,17.6298
2021-10-26,17.4945
2021-10-27,17.159
2021-10-28,17.2559
2021-10-29,17.241
2021-10-30,17.241
2021-10-31,17.241
2021-11-01,17.5988
2021-11-02,18.0238
2021-11-03,18.0188
2021-11-04,18.1704
2021-11-05,18.394
2021-11-06,18.394
2021-11-07,18.394
2021-11-08,18.3195
2021-11-09,18.1505
2021-11-10,17.9964
2021-11-11,18.4437
2021-11-12,18.65
2021-11-13,18.65
2021-11-14,18.65
2021-11-15,18.6649
2021-11-16,18.7892
2021-11-17,18.7916
2021-11-18,18.6674
2021-11-19,18.4338
2021-11-20,18.4338
2021-11-21,18.4338
2021-11-22,18.645
2021-11-23,18.6947
2021-11-24,18.737
2021-11-25,18.737
2021-11-26,17.8598
2021-11-27,17.8598
2021-11-28,17.8598
2021-11-29,17.9368
2021-11-30,17.3901
2021-12-01,17.2832
2021-12-02,17.8473
2021-12-03,17.661
2021-12-04,17.661
2021-12-05,17.661
2021-12-06,17.8871
2021-12-07,18.3369
2021-12-08,18.4636
2021-12-09,18.2474
2021-12-10,18.4139
2021-12-11,18.4139
2021-12-12,18.4139
2021-12-13,18.2996
2021-12-14,17.7877
2021-12-15,18.0312
2021-12-16,18.0412
2021-12-17,17.7604
2021-12-18,17.7604
2021-12-19,17.7604
2021-12-20,17.5616
2021-12-21,17.8399
2021-12-22,17.9915
2021-12-23,18.4189
2021-12-24,18.4189
2021-12-25,18.4189
2021-12-26,18.4189
2021-12-27,18.563
2021-12-28,18.6724
2021-12-29,18.7146
2021-12-30,18.7991
2021-12-31,19.4804
2022-01-01,19.4804
2022-01-02,19.4804
2022-01-03,19.7933
2022-01-04,20.3088
2022-01-05,20.006
2022-01-06,20.1286
2022-01-07,19.7857
2022-01-08,19.7857
2022-01-09,19.7857
2022-01-10,19.7032
2022-01-11,20.0811
2022-01-12,20.0886
2022-01-13,20.0786
2022-01-14,19.9434
2022-01-15,19.9434
2022-01-16,19.9434
2022-01-17,19.9434
2022-01-18,19.7007
2022-01-19,19.1576
2022-01-20,18.7121
2022-01-21,18.7397
2022-01-22,18.7397
2022-01-23,18.7397
2022-01-24,18.7997
2022-01-25,18.562
2022-01-26,18.3167
2022-01-27,17.8538
2022-01-28,17.9939
2022-01-29,17.9939
2022-01-30,17.9939
2022-01-31,18.3968
2022-02-01,18.3743
2022-02-02,18.3893
2022-02-03,17.9363
2022-02-04,17.8788
2022-02-05,17.8788
2022-02-06,17.8788
2022-02-07,17.9564
2022-02-08,18.2141
2022-02-09,18.6321
2022-02-10,18.2414
2022-02-11,17.9726
2022-02-12,17.9726
2022-02-13,17.9726
2022-02-14,18.1618
2022-02-15,18.6298
2022-02-16,18.7741
2022-02-17,18.4007
2022-02-18,18.2688
2022-02-19,18.2688
2022-02-20,18.2688
2022-02-21,18.2688
2022-02-22,18.2041
2022-02-23,18.1319
2022-02-24,18.3335
2022-02-25,18.7144
2022-02-26,18.7144
2022-02-27,18.7144
2022-02-28,18.458
2022-03-01,18.1891
2022-03-02,18.4207
2022-03-03,18.3111
2022-03-04,17.8581
2022-03-05,17.8581
2022-03-06,17.8581
2022-03-07,17.3303
2022-03-08,17.766
2022-03-09,17.4075
2022-03-10,17.2656
2022-03-11,17.0963
2022-03-12,17.0963
2022-03-13,17.0963
2022-03-14,16.9494
2022-03-15,17.0465
2022-03-16,17.2955
2022-03-17,17.522
2022-03-18,17.3477
2022-03-19,17.3477
2022-03-20,17.3477
2022-03-21,17.161
2022-03-22,17.161
2022-03-23,16.7279
2022-03-24,16.7627
2022-03-25,16.7802
2022-03-26,16.7802
2022-03-27,16.7802
2022-03-28,16.6507
2022-03-29,17.2706
2022-03-30,16.9893
2022-03-31,17.6654
2022-04-01,17.5894
2022-04-02,17.5894
2022-04-03,17.5894
2022-04-04,17.7047
2022-04-05,17.2698
2022-04-06,17.0733
2022-04-07,16.9842
2022-04-08,16.8585
2022-04-09,16.8585
2022-04-10,16.8585
2022-04-11,16.9607
2022-04-12,16.8925
2022-04-13,16.958
2022-04-14,16.7093
2022-04-15,16.7093
2022-04-16,16.7093
2022-04-17,16.7093
2022-04-18,16.5997
2022-04-19,16.9311
2022-04-20,17.2312
2022-04-21,17.2234
2022-04-22,17.0224
2022-04-23,17.0224
2022-04-24,17.0224
2022-04-25,17.059
2022-04-26,16.2068
2022-04-27,15.9121
2022-04-28,16.4389
2022-04-29,16.186
2022-04-30,16.186
2022-05-01,16.186
2022-05-02,16.3607
2022-05-03,16.585
2022-05-04,16.8614
2022-05-05,16.4546
2022-05-06,16.2746
2022-05-07,16.2746
2022-05-08,16.2746
2022-05-09,15.9539
2022-05-10,15.8939
2022-05-11,15.5262
2022-05-12,15.873
2022-05-13,16.0999
2022-05-14,16.0999
2022-05-15,16.0999
2022-05-16,15.8835
2022-05-17,16.3555
2022-05-18,15.8261
2022-05-19,15.9382
2022-05-20,16.0634
2022-05-21,16.0634
2022-05-22,16.0634
2022-05-23,16.2433
2022-05-24,16.1286
2022-05-25,16.0477
2022-05-26,16.4181
2022-05-27,16.6893
2022-05-28,16.6893
2022-05-29,16.6893
2022-05-30,16.6893
2022-05-31,16.8692
2022-06-01,16.7258
2022-06-02,17.2108
2022-06-03,16.9188
2022-06-04,16.9188
2022-06-05,16.9188
2022-06-06,17.0335
2022-06-07,17.1613
2022-06-08,16.984
2022-06-09,16.8014
2022-06-10,16.3424
2022-06-11,16.3424
2022-06-12,16.3424
2022-06-13,15.8496
2022-06-14,15.6983
2022-06-15,15.8782
2022-06-16,15.0724
2022-06-17,15.1089
2022-06-18,15.1089
2022-06-19,15.1089
2022-06-20,15.1089
2022-06-21,15.3984
2022-06-22,15.3958
2022-06-23,15.2993
2022-06-24,15.607
2022-06-25,15.607
2022-06-26,15.607
2022-06-27,15.6905
2022-06-28,15.4662
2022-06-29,15.2524
2022-06-30,15.8773
2022-07-01,15.6811
2022-07-02,15.6811
2022-07-03,15.6811
2022-07-04,15.6811
2022-07-05,15.6184
2022-07-06,15.5884
2022-07-07,16.0843
2022-07-08,15.9481
2022-07-09,15.9481
2022-07-10,15.9481
2022-07-11,15.6511
2022-07-12,15.6075
2022-07-13,15.5176
2022-07-14,15.2969
2022-07-15,15.7083
2022-07-16,15.7083
2022-07-17,15.7083
2022-07-18,15.5639
2022-07-19,16.2614
2022-07-20,16.4685
2022-07-21,16.6865
2022-07-22,16.6892
2022-07-23,16.6892
2022-07-24,16.6892
2022-07-25,16.5993
2022-07-26,15.9317
2022-07-27,16.5094
2022-07-28,16.741
2022-07-29,16.7383
2022-07-30,16.7383
2022-07-31,16.7383
2022-08-01,16.6204
2022-08-02,16.5234
2022-08-03,16.9493
2022-08-04,16.9736
2022-08-05,16.8253
2022-08-06,16.8253
2022-08-07,16.8253
2022-08-08,16.7525
2022-08-09,16.3508
2022-08-10,16.7148
2022-08-11,16.7606
2022-08-12,16.9331
2022-08-13,16.9331
2022-08-14,16.9331
2022-08-15,16.8981
2022-08-16,16.9035
2022-08-17,16.7094
2022-08-18,16.8253
2022-08-19,16.4613
2022-08-20,16.4613
2022-08-21,16.4613
2022-08-22,16.0543
2022-08-23,16.0112
2022-08-24,15.906
2022-08-25,16.2268
2022-08-26,15.7227
2022-08-27,15.7227
2022-08-28,15.7227
2022-08-29,15.6984
2022-08-30,15.5798
2022-08-31,15.4801
2022-09-01,15.4343
2022-09-02,15.3561
2022-09-03,15.3561
2022-09-04,15.3561
2022-09-05,15.3561
2022-09-06,15.2536
2022-09-07,15.5798
2022-09-08,15.6904
2022-09-09,15.9222
2022-09-10,15.9222
2022-09-11,15.9222
2022-09-12,16.2861
2022-09-13,15.7712
2022-09-14,15.6957
2022-09-15,15.5313
2022-09-16,15.4181
2022-09-17,15.4181
2022-09-18,15.4181
2022-09-19,15.6472
2022-09-20,15.5771
2022-09-21,15.3722
2022-09-22,15.011
2022-09-23,14.7711
2022-09-24,14.7711
2022-09-25,14.7711
2022-09-26,14.736
2022-09-27,14.736
2022-09-28,15.0622
2022-09-29,14.7873
2022-09-30,13.3326
2022-10-01,13.3326
2022-10-02,13.3326
2022-10-03,13.6141
2022-10-04,14.0025
2022-10-05,14.0932
2022-10-06,14.1444
2022-10-07,13.8234
2022-10-08,13.8234
2022-10-09,13.8234
2022-10-10,13.7955
2022-10-11,13.542
2022-10-12,13.4978
2022-10-13,13.8211
2022-10-14,13.4815
2022-10-15,13.4815
2022-10-16,13.4815
2022-10-17,13.8955
2022-10-18,14.0444
2022-10-19,14.0048
2022-10-20,14.0793
2022-10-21,14.3584
2022-10-22,14.3584
2022-10-23,14.3584
2022-10-24,14.3421
2022-10-25,13.8397
2022-10-26,13.7467
2022-10-27,13.8862
2022-10-28,14.0374
2022-10-29,14.0374
2022-10-30,14.0374
2022-10-31,14.0141
2022-11-01,13.9518
2022-11-02,13.6287
2022-11-03,13.5301
2022-11-04,13.9908
2022-11-05,13.9908
2022-11-06,13.9908
2022-11-07,14.1283
2022-11-08,14.1535
2022-11-09,14.0641
2022-11-10,14.7768
2022-11-11,15.0495
2022-11-12,15.0495
2022-11-13,15.0495
2022-11-14,14.8983
2022-11-15,14.9922
2022-11-16,14.6553
2022-11-17,14.5637
2022-11-18,14.7516
2022-11-19,14.7516
2022-11-20,14.7516
2022-11-21,14.6874
2022-11-22,14.9945
2022-11-23,14.9808
2022-11-24,14.9808
2022-11-25,15.0335
2022-11-26,15.0335
2022-11-27,15.0335
2022-11-28,14.6233
2022-11-29,14.7447
2022-11-30,14.9968
2022-12-01,15.1045
2022-12-02,15.0243
2022-12-03,15.0243
2022-12-04,15.0243
2022-12-05,14.8799
2022-12-06,14.7333
2022-12-07,14.692
2022-12-08,14.6874
2022-12-09,14.621
2022-12-10,14.621
2022-12-11,14.621
2022-12-12,14.6966
2022-12-13,14.7356
2022-12-14,14.5018
2022-12-15,14.2176
2022-12-16,14.0458
2022-12-17,14.0458
2022-12-18,14.0458
2022-12-19,13.9289
2022-12-20,13.9472
2022-12-21,14.032
2022-12-22,13.7983
2022-12-23,13.7753
2022-12-24,13.7753
2022-12-25,13.7753
2022-12-26,13.7753
2022-12-27,13.7616
2022-12-28,13.6218
2022-12-29,13.9312
2022-12-30,13.7422
2022-12-31,13.7422
2023-01-01,13.7422
2023-01-02,13.7422
2023-01-03,13.7947
2023-01-04,14.0001
2023-01-05,14.0868
2023-01-06,14.4178
2023-01-07,14.4178
2023-01-08,14.4178
2023-01-09,14.484
2023-01-10,14.5936
2023-01-11,14.678
2023-01-12,14.8926
2023-01-13,14.8629
2023-01-14,14.8629
2023-01-15,14.8629
2023-01-16,14.8629
2023-01-17,14.7602
2023-01-18,14.783
2023-01-19,14.4954
2023-01-20,14.7625
2023-01-21,14.7625
2023-01-22,14.7625
2023-01-23,15.1026
2023-01-24,15.1573
2023-01-25,15.066
2023-01-26,15.1048
2023-01-27,15.2053
2023-01-28,15.2053
2023-01-29,15.2053
2023-01-30,14.9976
2023-01-31,16.132
2023-02-01,16.5383
2023-02-02,16.8213
2023-02-03,16.6889
2023-02-04,16.6889
2023-02-05,16.6889
2023-02-06,16.5383
2023-02-07,16.6387
2023-02-08,16.4538
2023-02-09,16.3214
2023-02-10,16.2849
2023-02-11,16.2849
2023-02-12,16.2849
2023-02-13,16.3466
2023-02-14,16.4421
2023-02-15,16.5013
2023-02-16,16.4444
2023-02-17,16.3966
2023-02-18,16.3966
2023-02-19,16.3966
2023-02-20,16.3966
2023-02-21,16.1372
2023-02-22,15.9506
2023-02-23,16.028
2023-02-24,15.9119
2023-02-25,15.9119
2023-02-26,15.9119
2023-02-27,15.9324
2023-02-28,16.0348
2023-03-01,16.0781
2023-03-02,16.1349
2023-03-03,16.2783
2023-03-04,16.2783
2023-03-05,16.2783
2023-03-06,16.1463
2023-03-07,16.0212
2023-03-08,16.1577
2023-03-09,15.8642
2023-03-10,15.541
2023-03-11,15.541
2023-03-12,15.541
2023-03-13,15.2566
2023-03-14,15.5388
2023-03-15,15.0859
2023-03-16,15.2111
2023-03-17,14.9084
2023-03-18,14.9084
