,KFRC US Equity
2023-03-17,11.0533
2023-03-18,11.0533
2023-03-19,11.0533
2023-03-20,11.0863
2023-03-21,11.3037
2023-03-22,11.095
2023-03-23,11.1402
2023-03-24,11.1159
2023-03-25,11.1159
2023-03-26,11.1159
2023-03-27,11.2811
2023-03-28,11.2932
2023-03-29,11.2724
2023-03-30,11.2776
2023-03-31,11.7803
2023-04-01,11.7803
2023-04-02,11.7803
2023-04-03,11.7189
2023-04-04,11.6484
2023-04-05,11.7387
2023-04-06,11.6502
2023-04-07,11.6502
2023-04-08,11.6502
2023-04-09,11.6502
2023-04-10,11.9248
2023-04-11,11.9862
2023-04-12,12.0638
2023-04-13,12.2245
2023-04-14,12.2047
2023-04-15,12.2047
2023-04-16,12.2047
2023-04-17,12.2697
2023-04-18,12.0656
2023-04-19,12.0891
2023-04-20,12.0819
2023-04-21,11.9356
2023-04-22,11.9356
2023-04-23,11.9356
2023-04-24,11.5581
2023-04-25,11.2024
2023-04-26,11.0651
2023-04-27,10.9766
2023-04-28,11.0398
2023-04-29,11.0398
2023-04-30,11.0398
2023-05-01,11.0958
2023-05-02,10.666
2023-05-03,10.8249
2023-05-04,10.5648
2023-05-05,10.4944
2023-05-06,10.4944
2023-05-07,10.4944
2023-05-08,10.3716
2023-05-09,9.9258
2023-05-10,10.4392
2023-05-11,10.4464
2023-05-12,10.6
2023-05-13,10.6
2023-05-14,10.6
2023-05-15,10.5368
2023-05-16,10.2909
2023-05-17,10.4934
2023-05-18,10.591
2023-05-19,10.8224
2023-05-20,10.8224
2023-05-21,10.8224
2023-05-22,11.0719
2023-05-23,11.3231
2023-05-24,11.1008
2023-05-25,10.8206
2023-05-26,10.9182
2023-05-27,10.9182
2023-05-28,10.9182
2023-05-29,10.9182
2023-05-30,10.8586
2023-05-31,10.77
2023-06-01,10.7429
2023-06-02,11.1749
2023-06-03,11.1749
2023-06-04,11.1749
2023-06-05,11.0375
2023-06-06,11.3249
2023-06-07,11.7281
2023-06-08,11.6214
2023-06-09,11.522
2023-06-10,11.522
2023-06-11,11.522
2023-06-12,11.5364
2023-06-13,11.578
2023-06-14,11.193
2023-06-15,10.9977
2023-06-16,11.4406
2023-06-17,11.4406
2023-06-18,11.4406
2023-06-19,11.4406
2023-06-20,11.3701
2023-06-21,11.4063
2023-06-22,11.4569
2023-06-23,11.108
2023-06-24,11.108
2023-06-25,11.108
2023-06-26,11.3358
2023-06-27,11.4135
2023-06-28,11.3484
2023-06-29,11.5798
2023-06-30,12.5584
2023-07-01,12.5584
2023-07-02,12.5584
2023-07-03,12.5506
2023-07-04,12.5506
2023-07-05,12.3192
2023-07-06,12.2939
2023-07-07,12.187
2023-07-08,12.187
2023-07-09,12.187
2023-07-10,12.1228
2023-07-11,12.2239
2023-07-12,12.2881
2023-07-13,12.3523
2023-07-14,12.7178
2023-07-15,12.7178
2023-07-16,12.7178
2023-07-17,13.0134
2023-07-18,13.2409
2023-07-19,13.2681
2023-07-20,13.0426
2023-07-21,12.6439
2023-07-22,12.6439
2023-07-23,12.6439
2023-07-24,13.0367
2023-07-25,13.0445
2023-07-26,12.7295
2023-07-27,12.572
2023-07-28,12.6439
2023-07-29,12.6439
2023-07-30,12.6439
2023-07-31,12.71
2023-08-01,11.9497
2023-08-02,12.0454
2023-08-03,12.0185
2023-08-04,11.7127
2023-08-05,11.7127
2023-08-06,11.7127
2023-08-07,11.8666
2023-08-08,11.705
2023-08-09,11.8358
2023-08-10,11.9147
2023-08-11,11.9223
2023-08-12,11.9223
2023-08-13,11.9223
2023-08-14,12.1128
2023-08-15,11.9839
2023-08-16,11.8858
2023-08-17,11.8089
2023-08-18,11.8127
2023-08-19,11.8127
2023-08-20,11.8127
2023-08-21,12.0339
2023-08-22,11.9493
2023-08-23,11.9454
2023-08-24,12.0628
2023-08-25,12.2589
2023-08-26,12.2589
2023-08-27,12.2589
2023-08-28,12.2916
2023-08-29,12.3744
2023-08-30,12.5148
2023-08-31,12.4244
2023-09-01,12.5609
2023-09-02,12.5609
2023-09-03,12.5609
2023-09-04,12.5609
2023-09-05,12.1762
2023-09-06,11.8281
2023-09-07,11.7146
2023-09-08,11.4915
2023-09-09,11.4915
2023-09-10,11.4915
2023-09-11,11.4261
2023-09-12,11.3068
2023-09-13,11.2011
2023-09-14,11.6377
2023-09-15,11.5954
2023-09-16,11.5954
2023-09-17,11.5954
2023-09-18,11.5223
2023-09-19,11.4992
2023-09-20,11.6088
2023-09-21,11.78
2023-09-22,11.8916
2023-09-23,11.8916
2023-09-24,11.8916
2023-09-25,12.1551
2023-09-26,11.8012
2023-09-27,12.007
2023-09-28,11.8916
2023-09-29,13.861
2023-09-30,13.861
2023-10-01,13.861
2023-10-02,13.6357
2023-10-03,13.7146
2023-10-04,13.8182
2023-10-05,13.7889
2023-10-06,13.7776
2023-10-07,13.7776
2023-10-08,13.7776
2023-10-09,13.8903
2023-10-10,13.9331
2023-10-11,13.7867
2023-10-12,13.9218
2023-10-13,13.7281
2023-10-14,13.7281
2023-10-15,13.7281
2023-10-16,13.8925
2023-10-17,13.9488
2023-10-18,13.62
2023-10-19,13.5637
2023-10-20,13.2933
2023-10-21,13.2933
2023-10-22,13.2933
2023-10-23,13.2528
2023-10-24,13.1942
2023-10-25,13.0771
2023-10-26,13.2483
2023-10-27,13.1965
2023-10-28,13.1965
2023-10-29,13.1965
2023-10-30,13.0884
2023-10-31,14.1719
2023-11-01,14.1088
2023-11-02,13.8118
2023-11-03,14.033
2023-11-04,14.033
2023-11-05,14.033
2023-11-06,14.2786
2023-11-07,13.9954
2023-11-08,14.0264
2023-11-09,14.1702
2023-11-10,14.2122
2023-11-11,14.2122
2023-11-12,14.2122
2023-11-13,14.1967
2023-11-14,14.8427
2023-11-15,14.8029
2023-11-16,14.7874
2023-11-17,14.8559
2023-11-18,14.8559
2023-11-19,14.8559
2023-11-20,15.0949
2023-11-21,14.9157
2023-11-22,15.0064
2023-11-23,15.0064
2023-11-24,15.2585
2023-11-25,15.2585
2023-11-26,15.2585
2023-11-27,15.524
2023-11-28,15.4532
2023-11-29,15.774
2023-11-30,15.8403
2023-12-01,15.6833
2023-12-02,15.6833
2023-12-03,15.6833
2023-12-04,16.1257
2023-12-05,15.8027
2023-12-06,15.5904
2023-12-07,15.6833
2023-12-08,15.701
2023-12-09,15.701
2023-12-10,15.701
2023-12-11,15.889
2023-12-12,15.7939
2023-12-13,15.7939
2023-12-14,15.6213
2023-12-15,15.451
2023-12-16,15.451
2023-12-17,15.451
2023-12-18,15.5682
2023-12-19,15.6457
2023-12-20,15.4377
2023-12-21,15.5395
2023-12-22,15.4775
2023-12-23,15.4775
2023-12-24,15.4775
2023-12-25,15.4775
2023-12-26,15.4289
2023-12-27,15.4289
2023-12-28,15.4001
2023-12-29,15.9808
2023-12-30,15.9808
2023-12-31,15.9808
2024-01-01,15.9808
2024-01-02,15.8674
2024-01-03,15.3208
2024-01-04,15.2142
2024-01-05,14.9602
2024-01-06,14.9602
2024-01-07,14.9602
2024-01-08,15.1054
2024-01-09,15.0509
2024-01-10,15.1303
2024-01-11,15.1507
2024-01-12,15.3639
2024-01-13,15.3639
2024-01-14,15.3639
2024-01-15,15.3639
2024-01-16,15.5771
2024-01-17,15.5884
2024-01-18,15.6497
2024-01-19,15.7585
2024-01-20,15.7585
2024-01-21,15.7585
2024-01-22,16.6362
2024-01-23,16.541
2024-01-24,16.6385
2024-01-25,16.2983
2024-01-26,16.2552
2024-01-27,16.2552
2024-01-28,16.2552
2024-01-29,16.6431
2024-01-30,16.5932
2024-01-31,16.16
2024-02-01,16.2439
2024-02-02,16.1849
2024-02-03,16.1849
2024-02-04,16.1849
2024-02-05,16.1985
2024-02-06,16.0466
2024-02-07,15.8538
2024-02-08,16.1078
2024-02-09,16.2915
2024-02-10,16.2915
2024-02-11,16.2915
2024-02-12,16.2598
2024-02-13,15.5839
2024-02-14,15.8039
2024-02-15,16.2779
2024-02-16,16.1373
2024-02-17,16.1373
2024-02-18,16.1373
2024-02-19,16.1373
2024-02-20,16.1146
2024-02-21,16.0738
2024-02-22,16.042
2024-02-23,16.0359
2024-02-24,16.0359
2024-02-25,16.0359
2024-02-26,16.0538
2024-02-27,16.1098
2024-02-28,16.186
2024-02-29,16.2599
2024-03-01,16.3316
2024-03-02,16.3316
2024-03-03,16.3316
2024-03-04,17.0306
2024-03-05,16.7505
2024-03-06,16.5937
2024-03-07,16.8693
2024-03-08,17.1045
2024-03-09,17.1045
2024-03-10,17.1045
2024-03-11,16.6094
2024-03-12,16.4346
2024-03-13,16.3405
2024-03-14,15.9373
2024-03-15,16.0157
2024-03-16,16.0157
2024-03-17,16.0157
2024-03-18,15.9911
2024-03-19,15.935
2024-03-20,16.3764
2024-03-21,16.5063
2024-03-22,16.4302
2024-03-23,16.4302
2024-03-24,16.4302
2024-03-25,16.2173
2024-03-26,16.1658
2024-03-27,16.3338
2024-03-28,16.457
2024-03-29,16.457
2024-03-30,16.457
2024-03-31,16.457
2024-04-01,16.3405
2024-04-02,15.9104
2024-04-03,15.7715
2024-04-04,15.8902
2024-04-05,15.9866
2024-04-06,15.9866
2024-04-07,15.9866
2024-04-08,15.9799
