,ESNT US Equity
2020-03-25,3.8647
2020-03-26,4.8077
2020-03-27,4.6459
2020-03-28,4.6459
2020-03-29,4.6459
2020-03-30,4.4135
2020-03-31,4.3102
2020-04-01,4.0031
2020-04-02,3.9847
2020-04-03,3.6324
2020-04-04,3.6324
2020-04-05,3.6324
2020-04-06,4.1206
2020-04-07,4.4532
2020-04-08,4.6853
2020-04-09,4.8509
2020-04-10,4.8509
2020-04-11,4.8509
2020-04-12,4.8509
2020-04-13,4.6244
2020-04-14,4.514
2020-04-15,4.2621
2020-04-16,3.9985
2020-04-17,4.2026
2020-04-18,4.2026
2020-04-19,4.2026
2020-04-20,4.0127
2020-04-21,3.9035
2020-04-22,3.973
2020-04-23,4.1062
2020-04-24,4.0438
2020-04-25,4.0438
2020-04-26,4.0438
2020-04-27,4.1473
2020-04-28,4.3514
2020-04-29,4.6944
2020-04-30,4.4549
2020-05-01,4.2678
2020-05-02,4.2678
2020-05-03,4.2678
2020-05-04,4.2692
2020-05-05,4.3741
2020-05-06,4.3004
2020-05-07,4.6873
2020-05-08,4.5337
2020-05-09,4.5337
2020-05-10,4.5337
2020-05-11,4.64
2020-05-12,4.4373
2020-05-13,4.2147
2020-05-14,4.3962
2020-05-15,4.3792
2020-05-16,4.3792
2020-05-17,4.3792
2020-05-18,4.7024
2020-05-19,4.7733
2020-05-20,5.1533
2020-05-21,4.9746
2020-05-22,4.8541
2020-05-23,4.8541
2020-05-24,4.8541
2020-05-25,4.8541
2020-05-26,5.2298
2020-05-27,5.8876
2020-05-28,5.3673
2020-05-29,5.8382
2020-05-30,5.8382
2020-05-31,5.8382
2020-06-01,6.0449
2020-06-02,6.1292
2020-06-03,6.2898
2020-06-04,6.2421
2020-06-05,6.6865
2020-06-06,6.6865
2020-06-07,6.6865
2020-06-08,7.2117
2020-06-09,6.7673
2020-06-10,6.5039
2020-06-11,6.1807
2020-06-12,6.6703
2020-06-13,6.6703
2020-06-14,6.6703
2020-06-15,6.5411
2020-06-16,6.6897
2020-06-17,6.5718
2020-06-18,6.4926
2020-06-19,6.4102
2020-06-20,6.4102
2020-06-21,6.4102
2020-06-22,6.6946
2020-06-23,6.7075
2020-06-24,6.2841
2020-06-25,6.5152
2020-06-26,6.1144
2020-06-27,6.1144
2020-06-28,6.1144
2020-06-29,6.3487
2020-06-30,8.0502
2020-07-01,7.6752
2020-07-02,7.6935
2020-07-03,7.6935
2020-07-04,7.6935
2020-07-05,7.6935
2020-07-06,7.6996
2020-07-07,7.1453
2020-07-08,7.2737
2020-07-09,7.076
2020-07-10,7.2716
2020-07-11,7.2716
2020-07-12,7.2716
2020-07-13,7.294
2020-07-14,7.2411
2020-07-15,7.8341
2020-07-16,7.7404
2020-07-17,7.7506
2020-07-18,7.7506
2020-07-19,7.7506
2020-07-20,7.6955
2020-07-21,7.8871
2020-07-22,8.0644
2020-07-23,7.9829
2020-07-24,7.8586
2020-07-25,7.8586
2020-07-26,7.8586
2020-07-27,7.7506
2020-07-28,7.72
2020-07-29,7.8892
2020-07-30,7.8973
2020-07-31,7.9605
2020-08-01,7.9605
2020-08-02,7.9605
2020-08-03,7.9197
2020-08-04,7.8545
2020-08-05,7.9992
2020-08-06,8.0135
2020-08-07,7.9584
2020-08-08,7.9584
2020-08-09,7.9584
2020-08-10,8.307
2020-08-11,8.3844
2020-08-12,8.2886
2020-08-13,7.9768
2020-08-14,8.0461
2020-08-15,8.0461
2020-08-16,8.0461
2020-08-17,8.04
2020-08-18,7.9951
2020-08-19,7.9116
2020-08-20,7.7974
2020-08-21,7.7465
2020-08-22,7.7465
2020-08-23,7.7465
2020-08-24,8.0359
2020-08-25,7.9421
2020-08-26,7.8301
2020-08-27,7.9646
2020-08-28,7.9748
2020-08-29,7.9748
2020-08-30,7.9748
2020-08-31,7.934
2020-09-01,8.0583
2020-09-02,8.3579
2020-09-03,8.3171
2020-09-04,8.2845
2020-09-05,8.2845
2020-09-06,8.2845
2020-09-07,8.2845
2020-09-08,8.1337
2020-09-09,8.2805
2020-09-10,8.2621
2020-09-11,8.2723
2020-09-12,8.2723
2020-09-13,8.2723
2020-09-14,8.4618
2020-09-15,8.5169
2020-09-16,8.311
2020-09-17,8.2784
2020-09-18,8.2417
2020-09-19,8.2417
2020-09-20,8.2417
2020-09-21,8.0318
2020-09-22,8.0502
2020-09-23,7.8871
2020-09-24,7.8199
2020-09-25,7.9381
2020-09-26,7.9381
2020-09-27,7.9381
2020-09-28,8.2295
2020-09-29,8.0848
2020-09-30,8.4885
2020-10-01,8.6569
2020-10-02,9.0597
2020-10-03,9.0597
2020-10-04,9.0597
2020-10-05,9.3283
2020-10-06,9.5116
2020-10-07,9.6224
2020-10-08,9.7013
2020-10-09,9.7119
2020-10-10,9.7119
2020-10-11,9.7119
2020-10-12,9.9293
2020-10-13,9.729
2020-10-14,9.6224
2020-10-15,9.729
2020-10-16,9.6735
2020-10-17,9.6735
2020-10-18,9.6735
2020-10-19,9.5521
2020-10-20,9.6778
2020-10-21,9.3283
2020-10-22,9.535
2020-10-23,9.8782
2020-10-24,9.8782
2020-10-25,9.8782
2020-10-26,9.5307
2020-10-27,9.1791
2020-10-28,8.87
2020-10-29,9.0277
2020-10-30,9.0938
2020-10-31,9.0938
2020-11-01,9.0938
2020-11-02,9.2835
2020-11-03,9.6032
2020-11-04,9.5329
2020-11-05,9.5393
2020-11-06,9.3432
2020-11-07,9.3432
2020-11-08,9.3432
2020-11-09,10.006
2020-11-10,10.0615
2020-11-11,9.8142
2020-11-12,9.5371
2020-11-13,9.6927
2020-11-14,9.6927
2020-11-15,9.6927
2020-11-16,10.3684
2020-11-17,10.4323
2020-11-18,10.2639
2020-11-19,10.3279
2020-11-20,10.1957
2020-11-21,10.1957
2020-11-22,10.1957
2020-11-23,10.1979
2020-11-24,10.46
2020-11-25,10.3577
2020-11-26,10.3577
2020-11-27,10.2639
2020-11-28,10.2639
2020-11-29,10.2639
2020-11-30,9.9485
2020-12-01,10.2085
2020-12-02,10.2789
2020-12-03,10.2085
2020-12-04,10.3812
2020-12-05,10.3812
2020-12-06,10.3812
2020-12-07,10.217
2020-12-08,10.0785
2020-12-09,10.0998
2020-12-10,10.0828
2020-12-11,9.8227
2020-12-12,9.8227
2020-12-13,9.8227
2020-12-14,9.7204
2020-12-15,10.1616
2020-12-16,10.3854
2020-12-17,10.1062
2020-12-18,9.9741
2020-12-19,9.9741
2020-12-20,9.9741
2020-12-21,10.0615
2020-12-22,9.9378
2020-12-23,10.0167
2020-12-24,9.9591
2020-12-25,9.9591
2020-12-26,9.9591
2020-12-27,9.9591
2020-12-28,9.908
2020-12-29,9.7226
2020-12-30,9.7865
2020-12-31,10.1898
2021-01-01,10.1898
2021-01-02,10.1898
2021-01-03,10.1898
2021-01-04,9.9555
2021-01-05,10.0636
2021-01-06,10.683
2021-01-07,11.0636
2021-01-08,11.2528
2021-01-09,11.2528
2021-01-10,11.2528
2021-01-11,11.415
2021-01-12,11.3519
2021-01-13,11.3091
2021-01-14,11.3767
2021-01-15,11.2933
2021-01-16,11.2933
2021-01-17,11.2933
2021-01-18,11.2933
2021-01-19,11.1042
2021-01-20,11.3519
2021-01-21,10.9983
2021-01-22,10.7776
2021-01-23,10.7776
2021-01-24,10.7776
2021-01-25,10.5907
2021-01-26,10.2641
2021-01-27,9.9938
2021-01-28,10.2979
2021-01-29,9.8812
2021-01-30,9.8812
2021-01-31,9.8812
2021-02-01,10.1943
2021-02-02,10.2979
2021-02-03,9.9961
2021-02-04,10.3452
2021-02-05,10.2956
2021-02-06,10.2956
2021-02-07,10.2956
2021-02-08,10.5118
2021-02-09,10.6019
2021-02-10,10.5344
2021-02-11,10.4826
2021-02-12,10.2641
2021-02-13,10.2641
2021-02-14,10.2641
2021-02-15,10.2641
2021-02-16,10.5006
2021-02-17,10.4713
2021-02-18,10.2303
2021-02-19,10.4195
2021-02-20,10.4195
2021-02-21,10.4195
2021-02-22,10.2123
2021-02-23,10.0636
2021-02-24,10.1988
2021-02-25,9.7393
2021-02-26,9.7806
2021-02-27,9.7806
2021-02-28,9.7806
2021-03-01,10.2688
2021-03-02,10.0247
2021-03-03,10.0744
2021-03-04,9.7828
2021-03-05,10.0157
2021-03-06,10.0157
2021-03-07,10.0157
2021-03-08,10.0337
2021-03-09,10.0722
2021-03-10,10.4067
2021-03-11,10.7436
2021-03-12,10.8408
2021-03-13,10.8408
2021-03-14,10.8408
2021-03-15,10.8182
2021-03-16,10.7006
2021-03-17,10.9515
2021-03-18,10.4904
2021-03-19,10.2937
2021-03-20,10.2937
2021-03-21,10.2937
2021-03-22,10.1332
2021-03-23,10.0428
2021-03-24,9.9207
2021-03-25,10.149
2021-03-26,10.5017
2021-03-27,10.5017
2021-03-28,10.5017
2021-03-29,10.5604
2021-03-30,10.7797
2021-03-31,11.4147
2021-04-01,11.2169
2021-04-02,11.2169
2021-04-03,11.2169
2021-04-04,11.2169
2021-04-05,11.5942
2021-04-06,11.5274
2021-04-07,11.6632
2021-04-08,11.9093
2021-04-09,11.9691
2021-04-10,11.9691
2021-04-11,11.9691
2021-04-12,11.7828
2021-04-13,11.6931
2021-04-14,11.7161
2021-04-15,11.7161
2021-04-16,11.7943
2021-04-17,11.7943
2021-04-18,11.7943
2021-04-19,11.9898
2021-04-20,11.7644
2021-04-21,12.0059
2021-04-22,12.1071
2021-04-23,12.3785
2021-04-24,12.3785
2021-04-25,12.3785
2021-04-26,12.5165
2021-04-27,12.6752
2021-04-28,12.7833
2021-04-29,12.7764
2021-04-30,12.5855
2021-05-01,12.5855
2021-05-02,12.5855
2021-05-03,12.62
2021-05-04,12.5372
2021-05-05,12.4521
2021-05-06,11.8541
2021-05-07,11.9241
2021-05-08,11.9241
2021-05-09,11.9241
2021-05-10,11.5699
2021-05-11,11.1972
2021-05-12,11.0868
2021-05-13,11.4065
2021-05-14,11.4249
2021-05-15,11.4249
2021-05-16,11.4249
2021-05-17,11.5445
2021-05-18,11.5192
2021-05-19,11.4962
2021-05-20,11.4985
2021-05-21,11.5307
2021-05-22,11.5307
2021-05-23,11.5307
2021-05-24,11.4157
2021-05-25,11.2731
2021-05-26,11.556
2021-05-27,11.6205
2021-05-28,11.4962
2021-05-29,11.4962
2021-05-30,11.4962
2021-05-31,11.4962
2021-06-01,11.5307
2021-06-02,11.4272
2021-06-03,11.3536
2021-06-04,11.3881
2021-06-05,11.3881
2021-06-06,11.3881
2021-06-07,11.6757
2021-06-08,11.7447
2021-06-09,11.6619
2021-06-10,11.4318
2021-06-11,11.4433
2021-06-12,11.4433
2021-06-13,11.4433
2021-06-14,11.4111
2021-06-15,11.5054
2021-06-16,11.5077
2021-06-17,11.1121
2021-06-18,10.7647
2021-06-19,10.7647
2021-06-20,10.7647
2021-06-21,11.0615
2021-06-22,11.1397
2021-06-23,11.0891
2021-06-24,11.1282
2021-06-25,11.2869
2021-06-26,11.2869
2021-06-27,11.2869
2021-06-28,11.0661
2021-06-29,10.9395
2021-06-30,7.9385
2021-07-01,8.0664
2021-07-02,8.005
2021-07-03,8.005
2021-07-04,8.005
2021-07-05,8.005
2021-07-06,7.8259
2021-07-07,7.7321
2021-07-08,7.64
2021-07-09,7.7628
2021-07-10,7.7628
2021-07-11,7.7628
2021-07-12,7.918
2021-07-13,7.7628
2021-07-14,7.8072
2021-07-15,7.8447
2021-07-16,7.7628
2021-07-17,7.7628
2021-07-18,7.7628
2021-07-19,7.5104
2021-07-20,7.6844
2021-07-21,7.7782
2021-07-22,7.6571
2021-07-23,7.7338
2021-07-24,7.7338
2021-07-25,7.7338
2021-07-26,7.7321
2021-07-27,7.6946
2021-07-28,7.8259
2021-07-29,7.9538
2021-07-30,7.976
2021-07-31,7.976
2021-08-01,7.976
2021-08-02,7.9453
2021-08-03,7.9675
2021-08-04,8.0033
2021-08-05,8.1585
2021-08-06,8.3708
2021-08-07,8.3708
2021-08-08,8.3708
2021-08-09,8.2761
2021-08-10,8.2896
2021-08-11,8.3708
2021-08-12,8.2997
2021-08-13,8.32
2021-08-14,8.32
2021-08-15,8.32
2021-08-16,8.2744
2021-08-17,8.1628
2021-08-18,8.1983
2021-08-19,8.0225
2021-08-20,8.1696
2021-08-21,8.1696
2021-08-22,8.1696
2021-08-23,8.1831
2021-08-24,8.2626
2021-08-25,8.2389
2021-08-26,8.1273
2021-08-27,8.3234
2021-08-28,8.3234
2021-08-29,8.3234
2021-08-30,8.1865
2021-08-31,8.2321
2021-09-01,8.2051
2021-09-02,8.2406
2021-09-03,8.1949
2021-09-04,8.1949
2021-09-05,8.1949
2021-09-06,8.1949
2021-09-07,8.1172
2021-09-08,8.0766
2021-09-09,8.0664
2021-09-10,7.894
2021-09-11,7.894
2021-09-12,7.894
2021-09-13,8.0275
2021-09-14,7.8061
2021-09-15,7.7875
2021-09-16,7.8027
2021-09-17,7.7706
2021-09-18,7.7706
2021-09-19,7.7706
2021-09-20,7.6809
2021-09-21,7.6252
2021-09-22,7.7452
2021-09-23,7.8416
2021-09-24,7.7824
2021-09-25,7.7824
2021-09-26,7.7824
2021-09-27,7.965
2021-09-28,7.7942
2021-09-29,7.8247
2021-09-30,6.8181
2021-10-01,7.0375
2021-10-02,7.0375
2021-10-03,7.0375
2021-10-04,6.9698
2021-10-05,6.9624
2021-10-06,6.9197
2021-10-07,7.0228
2021-10-08,7.0979
2021-10-09,7.0979
2021-10-10,7.0979
2021-10-11,7.1642
2021-10-12,7.2923
2021-10-13,7.36
2021-10-14,7.547
2021-10-15,7.5691
2021-10-16,7.5691
2021-10-17,7.5691
2021-10-18,7.519
2021-10-19,7.5278
2021-10-20,7.6574
2021-10-21,7.6339
2021-10-22,7.5573
2021-10-23,7.5573
2021-10-24,7.5573
2021-10-25,7.6147
2021-10-26,7.5853
2021-10-27,7.4086
2021-10-28,7.3541
2021-10-29,7.4056
2021-10-30,7.4056
2021-10-31,7.4056
2021-11-01,7.6074
2021-11-02,7.5602
2021-11-03,7.3806
2021-11-04,7.2864
2021-11-05,7.4307
2021-11-06,7.4307
2021-11-07,7.4307
2021-11-08,7.3074
2021-11-09,7.0952
2021-11-10,7.1853
2021-11-11,7.1679
2021-11-12,7.0792
2021-11-13,7.0792
2021-11-14,7.0792
2021-11-15,7.0749
2021-11-16,7.0371
2021-11-17,6.96
2021-11-18,6.8772
2021-11-19,6.9295
2021-11-20,6.9295
2021-11-21,6.9295
2021-11-22,6.8888
2021-11-23,6.9455
2021-11-24,6.9513
2021-11-25,6.9513
2021-11-26,6.5676
2021-11-27,6.5676
2021-11-28,6.5676
2021-11-29,6.4658
2021-11-30,6.3815
2021-12-01,6.399
2021-12-02,6.6359
2021-12-03,6.524
2021-12-04,6.524
2021-12-05,6.524
2021-12-06,6.6432
2021-12-07,6.742
2021-12-08,6.7536
2021-12-09,6.7057
2021-12-10,6.6679
2021-12-11,6.6679
2021-12-12,6.6679
2021-12-13,6.7318
2021-12-14,6.6795
2021-12-15,6.7624
2021-12-16,6.726
2021-12-17,6.7333
2021-12-18,6.7333
2021-12-19,6.7333
2021-12-20,6.4324
2021-12-21,6.6374
2021-12-22,6.742
2021-12-23,6.8045
2021-12-24,6.8045
2021-12-25,6.8045
2021-12-26,6.8045
2021-12-27,6.8685
2021-12-28,6.899
2021-12-29,6.9499
2021-12-30,6.96
2021-12-31,6.4704
2022-01-01,6.4704
2022-01-02,6.4704
2022-01-03,6.4824
2022-01-04,6.5661
2022-01-05,6.4824
2022-01-06,6.6379
2022-01-07,6.7616
2022-01-08,6.7616
2022-01-09,6.7616
2022-01-10,6.9717
2022-01-11,6.9703
2022-01-12,6.9969
2022-01-13,6.9929
2022-01-14,6.977
2022-01-15,6.977
2022-01-16,6.977
2022-01-17,6.977
2022-01-18,6.8387
2022-01-19,6.6393
2022-01-20,6.5568
2022-01-21,6.396
2022-01-22,6.396
2022-01-23,6.396
2022-01-24,6.4531
2022-01-25,6.4957
2022-01-26,6.4571
2022-01-27,6.2524
2022-01-28,6.3441
2022-01-29,6.3441
2022-01-30,6.3441
2022-01-31,6.485
2022-02-01,6.5396
2022-02-02,6.4811
2022-02-03,6.4132
2022-02-04,6.4837
2022-02-05,6.4837
2022-02-06,6.4837
2022-02-07,6.5209
2022-02-08,6.6539
2022-02-09,6.5582
2022-02-10,6.4824
2022-02-11,6.505
2022-02-12,6.505
2022-02-13,6.505
2022-02-14,6.4531
2022-02-15,6.6114
2022-02-16,6.5292
2022-02-17,6.2817
2022-02-18,6.3118
2022-02-19,6.3118
2022-02-20,6.3118
2022-02-21,6.3118
2022-02-22,6.2371
2022-02-23,6.1468
2022-02-24,6.0603
2022-02-25,6.2332
2022-02-26,6.2332
2022-02-27,6.2332
2022-02-28,6.2031
2022-03-01,6.0014
2022-03-02,6.207
2022-03-03,6.1402
2022-03-04,5.9647
2022-03-05,5.9647
2022-03-06,5.9647
2022-03-07,5.7054
2022-03-08,5.6019
2022-03-09,5.7853
2022-03-10,5.7683
2022-03-11,5.7643
2022-03-12,5.7643
2022-03-13,5.7643
2022-03-14,5.8927
2022-03-15,5.8966
2022-03-16,5.9372
2022-03-17,5.8416
2022-03-18,5.8717
2022-03-19,5.8717
2022-03-20,5.8717
2022-03-21,5.856
2022-03-22,5.9398
2022-03-23,5.7814
2022-03-24,5.9228
2022-03-25,5.9556
2022-03-26,5.9556
2022-03-27,5.9556
2022-03-28,5.9535
2022-03-29,6.0268
2022-03-30,5.9128
2022-03-31,4.7442
2022-04-01,4.6992
2022-04-02,4.6992
2022-04-03,4.6992
2022-04-04,4.6717
2022-04-05,4.6772
2022-04-06,4.6003
2022-04-07,4.6267
2022-04-08,4.6388
2022-04-09,4.6388
2022-04-10,4.6388
2022-04-11,4.6607
2022-04-12,4.6245
2022-04-13,4.7244
2022-04-14,4.7969
2022-04-15,4.7969
2022-04-16,4.7969
2022-04-17,4.7969
2022-04-18,4.8496
2022-04-19,4.9364
2022-04-20,5.0341
2022-04-21,4.999
2022-04-22,4.7387
2022-04-23,4.7387
2022-04-24,4.7387
2022-04-25,4.7804
2022-04-26,4.6882
2022-04-27,4.6717
2022-04-28,4.7892
2022-04-29,4.6695
2022-04-30,4.6695
2022-05-01,4.6695
2022-05-02,4.7178
2022-05-03,4.843
2022-05-04,4.9452
2022-05-05,4.7683
2022-05-06,4.7946
2022-05-07,4.7946
2022-05-08,4.7946
2022-05-09,4.686
2022-05-10,4.661
2022-05-11,4.6144
2022-05-12,4.5992
2022-05-13,4.6339
2022-05-14,4.6339
2022-05-15,4.6339
2022-05-16,4.6154
2022-05-17,4.8424
2022-05-18,4.6589
2022-05-19,4.7077
2022-05-20,4.6133
2022-05-21,4.6133
2022-05-22,4.6133
2022-05-23,4.6686
2022-05-24,4.597
2022-05-25,4.6708
2022-05-26,4.8087
2022-05-27,4.8576
2022-05-28,4.8576
2022-05-29,4.8576
2022-05-30,4.8576
2022-05-31,4.8641
2022-06-01,4.8174
2022-06-02,4.8782
2022-06-03,4.8131
2022-06-04,4.8131
2022-06-05,4.8131
2022-06-06,4.8739
2022-06-07,4.9694
2022-06-08,4.8847
2022-06-09,4.838
2022-06-10,4.6545
2022-06-11,4.6545
2022-06-12,4.6545
2022-06-13,4.4352
2022-06-14,4.4254
2022-06-15,4.4081
2022-06-16,4.091
2022-06-17,4.2278
2022-06-18,4.2278
2022-06-19,4.2278
2022-06-20,4.2278
2022-06-21,4.2311
2022-06-22,4.2126
2022-06-23,4.3234
2022-06-24,4.4906
2022-06-25,4.4906
2022-06-26,4.4906
2022-06-27,4.4949
2022-06-28,4.4624
2022-06-29,4.4591
2022-06-30,4.2034
2022-07-01,4.2654
2022-07-02,4.2654
2022-07-03,4.2654
2022-07-04,4.2654
2022-07-05,4.1785
2022-07-06,4.1695
2022-07-07,4.1955
2022-07-08,4.2084
2022-07-09,4.2084
2022-07-10,4.2084
2022-07-11,4.1945
2022-07-12,4.2015
2022-07-13,4.2104
2022-07-14,4.1735
2022-07-15,4.2474
2022-07-16,4.2474
2022-07-17,4.2474
2022-07-18,4.1665
2022-07-19,4.2734
2022-07-20,4.3033
2022-07-21,4.3223
2022-07-22,4.3033
2022-07-23,4.3033
2022-07-24,4.3033
2022-07-25,4.4062
2022-07-26,4.3663
2022-07-27,4.4012
2022-07-28,4.4492
2022-07-29,4.4891
2022-07-30,4.4891
2022-07-31,4.4891
2022-08-01,4.5291
2022-08-02,4.4721
2022-08-03,4.5371
2022-08-04,4.572
2022-08-05,4.596
2022-08-06,4.596
2022-08-07,4.596
2022-08-08,4.5858
2022-08-09,4.5039
2022-08-10,4.5948
2022-08-11,4.6098
2022-08-12,4.6908
2022-08-13,4.6908
2022-08-14,4.6908
2022-08-15,4.6988
2022-08-16,4.7408
2022-08-17,4.7118
2022-08-18,4.7268
2022-08-19,4.6498
2022-08-20,4.6498
2022-08-21,4.6498
2022-08-22,4.5259
2022-08-23,4.5219
2022-08-24,4.4579
2022-08-25,4.5149
2022-08-26,4.4099
2022-08-27,4.4099
2022-08-28,4.4099
2022-08-29,4.3849
2022-08-30,4.3719
2022-08-31,4.3159
2022-09-01,4.2249
2022-09-02,4.2029
2022-09-03,4.2029
2022-09-04,4.2029
2022-09-05,4.2029
2022-09-06,4.167
2022-09-07,4.2399
2022-09-08,4.2769
2022-09-09,4.3849
2022-09-10,4.3849
2022-09-11,4.3849
2022-09-12,4.4139
2022-09-13,4.2609
2022-09-14,4.2239
2022-09-15,4.2309
2022-09-16,4.2079
2022-09-17,4.2079
2022-09-18,4.2079
2022-09-19,4.2479
2022-09-20,4.2029
2022-09-21,4.131
2022-09-22,4.011
2022-09-23,3.917
2022-09-24,3.917
2022-09-25,3.917
2022-09-26,3.823
2022-09-27,3.787
2022-09-28,3.845
2022-09-29,3.868
2022-09-30,3.9244
2022-10-01,3.9244
2022-10-02,3.9244
2022-10-03,4.0451
2022-10-04,4.2494
2022-10-05,4.2102
2022-10-06,4.1771
2022-10-07,4.042
2022-10-08,4.042
2022-10-09,4.042
2022-10-10,3.9595
2022-10-11,3.9873
2022-10-12,3.9574
2022-10-13,4.0905
2022-10-14,3.9935
2022-10-15,3.9935
2022-10-16,3.9935
2022-10-17,4.1183
2022-10-18,4.1524
2022-10-19,4.0781
2022-10-20,4.0214
2022-10-21,4.0606
2022-10-22,4.0606
2022-10-23,4.0606
2022-10-24,4.1183
2022-10-25,4.239
2022-10-26,4.2525
2022-10-27,4.302
2022-10-28,4.3814
2022-10-29,4.3814
2022-10-30,4.3814
2022-10-31,4.4103
2022-11-01,4.399
2022-11-02,4.3226
2022-11-03,4.2731
2022-11-04,4.2215
2022-11-05,4.2215
2022-11-06,4.2215
2022-11-07,4.3102
2022-11-08,4.2755
2022-11-09,4.1775
2022-11-10,4.422
2022-11-11,4.3385
2022-11-12,4.3385
2022-11-13,4.3385
2022-11-14,4.2631
2022-11-15,4.2559
2022-11-16,4.2116
2022-11-17,4.2435
2022-11-18,4.2858
2022-11-19,4.2858
2022-11-20,4.2858
2022-11-21,4.291
2022-11-22,4.3962
2022-11-23,4.4355
2022-11-24,4.4355
2022-11-25,4.4035
2022-11-26,4.4035
2022-11-27,4.4035
2022-11-28,4.3374
2022-11-29,4.3519
2022-11-30,4.4633
2022-12-01,4.4705
2022-12-02,4.4117
2022-12-03,4.4117
2022-12-04,4.4117
2022-12-05,4.2549
2022-12-06,4.2012
2022-12-07,4.2177
2022-12-08,4.225
2022-12-09,4.2208
2022-12-10,4.2208
2022-12-11,4.2208
2022-12-12,4.2704
2022-12-13,4.2724
2022-12-14,4.2611
2022-12-15,4.258
2022-12-16,4.2023
2022-12-17,4.2023
2022-12-18,4.2023
2022-12-19,4.1909
2022-12-20,4.2466
2022-12-21,4.3952
2022-12-22,4.3106
2022-12-23,4.3478
2022-12-24,4.3478
2022-12-25,4.3478
2022-12-26,4.3478
2022-12-27,4.3508
2022-12-28,4.2931
2022-12-29,4.3756
2022-12-30,4.5251
2022-12-31,4.5251
2023-01-01,4.5251
2023-01-02,4.5251
2023-01-03,4.5905
2023-01-04,4.5927
2023-01-05,4.4907
2023-01-06,4.4897
2023-01-07,4.4897
2023-01-08,4.4897
2023-01-09,4.4618
2023-01-10,4.5444
2023-01-11,4.6313
2023-01-12,4.6528
2023-01-13,4.6485
2023-01-14,4.6485
2023-01-15,4.6485
2023-01-16,4.6485
2023-01-17,4.6495
2023-01-18,4.6646
2023-01-19,4.6774
2023-01-20,4.744
2023-01-21,4.744
2023-01-22,4.744
2023-01-23,4.7375
2023-01-24,4.715
2023-01-25,4.7719
2023-01-26,4.9317
2023-01-27,4.9618
2023-01-28,4.9618
2023-01-29,4.9618
2023-01-30,4.9317
2023-01-31,5.0777
2023-02-01,5.1056
2023-02-02,5.1077
2023-02-03,5.0938
2023-02-04,5.0938
2023-02-05,5.0938
2023-02-06,4.9586
2023-02-07,5.0219
2023-02-08,4.9639
2023-02-09,4.906
2023-02-10,4.8953
2023-02-11,4.8953
2023-02-12,4.8953
2023-02-13,5.0176
2023-02-14,5.0369
2023-02-15,5.0476
2023-02-16,5.0036
2023-02-17,5.0376
2023-02-18,5.0376
2023-02-19,5.0376
2023-02-20,5.0376
2023-02-21,4.9106
2023-02-22,4.9267
2023-02-23,4.9881
2023-02-24,4.9719
2023-02-25,4.9719
2023-02-26,4.9719
2023-02-27,4.987
2023-02-28,4.9784
2023-03-01,4.9956
2023-03-02,5.0322
2023-03-03,5.0602
2023-03-04,5.0602
2023-03-05,5.0602
2023-03-06,5.0559
2023-03-07,5.0366
2023-03-08,5.0301
2023-03-09,4.7943
2023-03-10,4.6424
2023-03-11,4.6424
2023-03-12,4.6424
2023-03-13,4.4464
2023-03-14,4.483
2023-03-15,4.398
2023-03-16,4.5153
2023-03-17,4.314
