,UNM US Equity
2020-04-27,4.4442
2020-04-28,4.5623
2020-04-29,4.7063
2020-04-30,4.6214
2020-05-01,4.4846
2020-05-02,4.4846
2020-05-03,4.4846
2020-05-04,4.5566
2020-05-05,4.2955
2020-05-06,4.1543
2020-05-07,4.235
2020-05-08,4.3445
2020-05-09,4.3445
2020-05-10,4.3445
2020-05-11,4.2436
2020-05-12,4.2062
2020-05-13,4.0592
2020-05-14,4.0996
2020-05-15,4.1226
2020-05-16,4.1226
2020-05-17,4.1226
2020-05-18,4.2854
2020-05-19,4.1932
2020-05-20,4.2163
2020-05-21,4.2782
2020-05-22,4.2278
2020-05-23,4.2278
2020-05-24,4.2278
2020-05-25,4.2278
2020-05-26,4.3964
2020-05-27,4.4943
2020-05-28,4.4021
2020-05-29,4.2912
2020-05-30,4.2912
2020-05-31,4.2912
2020-06-01,4.4223
2020-06-02,4.3632
2020-06-03,4.5376
2020-06-04,4.624
2020-06-05,4.7839
2020-06-06,4.7839
2020-06-07,4.7839
2020-06-08,5.0216
2020-06-09,4.9093
2020-06-10,4.7263
2020-06-11,4.4237
2020-06-12,4.5692
2020-06-13,4.5692
2020-06-14,4.5692
2020-06-15,4.5865
2020-06-16,4.6384
2020-06-17,4.5606
2020-06-18,4.5779
2020-06-19,4.4828
2020-06-20,4.4828
2020-06-21,4.4828
2020-06-22,4.4727
2020-06-23,4.4742
2020-06-24,4.343
2020-06-25,4.4641
2020-06-26,4.3445
2020-06-27,4.3445
2020-06-28,4.3445
2020-06-29,4.4266
2020-06-30,4.993
2020-07-01,4.8929
2020-07-02,4.9219
2020-07-03,4.9219
2020-07-04,4.9219
2020-07-05,4.9219
2020-07-06,5.035
2020-07-07,4.9277
2020-07-08,4.9727
2020-07-09,4.832
2020-07-10,4.9727
2020-07-11,4.9727
2020-07-12,4.9727
2020-07-13,5.0133
2020-07-14,5.0365
2020-07-15,5.1337
2020-07-16,5.1366
2020-07-17,5.1235
2020-07-18,5.1235
2020-07-19,5.1235
2020-07-20,5.0655
2020-07-21,5.167
2020-07-22,5.1786
2020-07-23,5.2381
2020-07-24,5.2164
2020-07-25,5.2164
2020-07-26,5.2164
2020-07-27,5.212
2020-07-28,5.1738
2020-07-29,5.2268
2020-07-30,5.0773
2020-07-31,5.0875
2020-08-01,5.0875
2020-08-02,5.0875
2020-08-03,5.0643
2020-08-04,5.0439
2020-08-05,5.1833
2020-08-06,5.0788
2020-08-07,5.1891
2020-08-08,5.1891
2020-08-09,5.1891
2020-08-10,5.3096
2020-08-11,5.3937
2020-08-12,5.3763
2020-08-13,5.3255
2020-08-14,5.3517
2020-08-15,5.3517
2020-08-16,5.3517
2020-08-17,5.2762
2020-08-18,5.2312
2020-08-19,5.2312
2020-08-20,5.1992
2020-08-21,5.147
2020-08-22,5.147
2020-08-23,5.147
2020-08-24,5.3125
2020-08-25,5.2936
2020-08-26,5.253
2020-08-27,5.3212
2020-08-28,5.3458
2020-08-29,5.3458
2020-08-30,5.3458
2020-08-31,5.2689
2020-09-01,5.2776
2020-09-02,5.2979
2020-09-03,5.2559
2020-09-04,5.475
2020-09-05,5.475
2020-09-06,5.475
2020-09-07,5.475
2020-09-08,5.311
2020-09-09,5.3009
2020-09-10,5.2486
2020-09-11,5.2631
2020-09-12,5.2631
2020-09-13,5.2631
2020-09-14,5.3197
2020-09-15,5.2268
2020-09-16,5.2936
2020-09-17,5.2878
2020-09-18,5.237
2020-09-19,5.237
2020-09-20,5.237
2020-09-21,5.0715
2020-09-22,5.0309
2020-09-23,4.9525
2020-09-24,4.9423
2020-09-25,4.9743
2020-09-26,4.9743
2020-09-27,4.9743
2020-09-28,5.0657
2020-09-29,5.0091
2020-09-30,4.7661
2020-10-01,4.7907
2020-10-02,4.8892
2020-10-03,4.8892
2020-10-04,4.8892
2020-10-05,5.0021
2020-10-06,4.9659
2020-10-07,5.0658
2020-10-08,5.0803
2020-10-09,5.0412
2020-10-10,5.0412
2020-10-11,5.0412
2020-10-12,5.0962
2020-10-13,5.0137
2020-10-14,5.0093
2020-10-15,5.0528
2020-10-16,5.0296
2020-10-17,5.0296
2020-10-18,5.0296
2020-10-19,5.0007
2020-10-20,5.034
2020-10-21,5.047
2020-10-22,5.173
2020-10-23,5.228
2020-10-24,5.228
2020-10-25,5.228
2020-10-26,5.115
2020-10-27,4.9717
2020-10-28,4.7297
2020-10-29,4.7978
2020-10-30,4.8876
2020-10-31,4.8876
2020-11-01,4.8876
2020-11-02,5.0107
2020-11-03,5.1483
2020-11-04,4.9499
2020-11-05,5.0643
2020-11-06,4.9557
2020-11-07,4.9557
2020-11-08,4.9557
2020-11-09,5.3323
2020-11-10,5.4424
2020-11-11,5.3845
2020-11-12,5.2208
2020-11-13,5.3541
2020-11-14,5.3541
2020-11-15,5.3541
2020-11-16,5.4352
2020-11-17,5.4294
2020-11-18,5.4294
2020-11-19,5.4352
2020-11-20,5.4308
2020-11-21,5.4308
2020-11-22,5.4308
2020-11-23,5.5742
2020-11-24,5.7655
2020-11-25,5.6872
2020-11-26,5.6872
2020-11-27,5.6814
2020-11-28,5.6814
2020-11-29,5.6814
2020-11-30,5.5496
2020-12-01,5.5873
2020-12-02,5.6336
2020-12-03,5.7206
2020-12-04,5.8437
2020-12-05,5.8437
2020-12-06,5.8437
2020-12-07,5.7626
2020-12-08,5.7437
2020-12-09,5.7553
2020-12-10,5.7785
2020-12-11,5.7003
2020-12-12,5.7003
2020-12-13,5.7003
2020-12-14,5.5829
2020-12-15,5.6235
2020-12-16,5.5554
2020-12-17,5.5351
2020-12-18,5.4627
2020-12-19,5.4627
2020-12-20,5.4627
2020-12-21,5.4236
2020-12-22,5.4178
2020-12-23,5.5047
2020-12-24,5.5047
2020-12-25,5.5047
2020-12-26,5.5047
2020-12-27,5.5047
2020-12-28,5.5293
2020-12-29,5.5438
2020-12-30,5.58
2020-12-31,6.8795
2021-01-01,6.8795
2021-01-02,6.8795
2021-01-03,6.8795
2021-01-04,6.7293
2021-01-05,6.7611
2021-01-06,7.0209
2021-01-07,6.9821
2021-01-08,6.9502
2021-01-09,6.9502
2021-01-10,6.9502
2021-01-11,6.9856
2021-01-12,7.1712
2021-01-13,7.15
2021-01-14,7.3108
2021-01-15,7.2826
2021-01-16,7.2826
2021-01-17,7.2826
2021-01-18,7.2826
2021-01-19,7.431
2021-01-20,7.3974
2021-01-21,7.3303
2021-01-22,7.3144
2021-01-23,7.3144
2021-01-24,7.3144
2021-01-25,7.249
2021-01-26,7.2755
2021-01-27,7.1924
2021-01-28,7.1217
2021-01-29,6.9308
2021-01-30,6.9308
2021-01-31,6.9308
2021-02-01,7.0192
2021-02-02,7.0457
2021-02-03,7.0775
2021-02-04,7.1889
2021-02-05,6.9528
2021-02-06,6.9528
2021-02-07,6.9528
2021-02-08,7.0553
2021-02-09,7.0447
2021-02-10,7.0978
2021-02-11,7.1172
2021-02-12,7.1985
2021-02-13,7.1985
2021-02-14,7.1985
2021-02-15,7.1985
2021-02-16,7.3435
2021-02-17,7.3849
2021-02-18,7.254
2021-02-19,7.353
2021-02-20,7.353
2021-02-21,7.353
2021-02-22,7.5192
2021-02-23,7.5334
2021-02-24,7.7403
2021-02-25,7.6253
2021-02-26,7.5069
2021-02-27,7.5069
2021-02-28,7.5069
2021-03-01,7.6342
2021-03-02,7.5776
2021-03-03,7.811
2021-03-04,7.6519
2021-03-05,7.9153
2021-03-06,7.9153
2021-03-07,7.9153
2021-03-08,8.0302
2021-03-09,7.864
2021-03-10,8.0073
2021-03-11,7.9454
2021-03-12,7.9595
2021-03-13,7.9595
2021-03-14,7.9595
2021-03-15,7.9206
2021-03-16,7.7739
2021-03-17,7.8216
2021-03-18,7.8587
2021-03-19,7.7562
2021-03-20,7.7562
2021-03-21,7.7562
2021-03-22,7.643
2021-03-23,7.4733
2021-03-24,7.4361
2021-03-25,7.6041
2021-03-26,7.7261
2021-03-27,7.7261
2021-03-28,7.7261
2021-03-29,7.6165
2021-03-30,7.7632
2021-03-31,7.3674
2021-04-01,7.4224
2021-04-02,7.4224
2021-04-03,7.4224
2021-04-04,7.4224
2021-04-05,7.3656
2021-04-06,7.3355
2021-04-07,7.3923
2021-04-08,7.2627
2021-04-09,7.3319
2021-04-10,7.3319
2021-04-11,7.3319
2021-04-12,7.5006
2021-04-13,7.4597
2021-04-14,7.5822
2021-04-15,7.5671
2021-04-16,7.6045
2021-04-17,7.6045
2021-04-18,7.6045
2021-04-19,7.608
2021-04-20,7.4443
2021-04-21,7.5564
2021-04-22,7.4586
2021-04-23,7.5458
2021-04-24,7.5458
2021-04-25,7.5458
2021-04-26,7.5066
2021-04-27,7.5475
2021-04-28,7.5707
2021-04-29,7.5653
2021-04-30,7.455
2021-05-01,7.455
2021-05-02,7.455
2021-05-03,7.5582
2021-05-04,7.5458
2021-05-05,7.6721
2021-05-06,7.7749
2021-05-07,7.7464
2021-05-08,7.7464
2021-05-09,7.7464
2021-05-10,7.8211
2021-05-11,7.7446
2021-05-12,7.5915
2021-05-13,7.7766
2021-05-14,7.8977
2021-05-15,7.8977
2021-05-16,7.8977
2021-05-17,7.9226
2021-05-18,7.871
2021-05-19,7.83
2021-05-20,7.7232
2021-05-21,7.7909
2021-05-22,7.7909
2021-05-23,7.7909
2021-05-24,7.814
2021-05-25,7.6681
2021-05-26,7.7428
2021-05-27,7.935
2021-05-28,7.9386
2021-05-29,7.9386
2021-05-30,7.9386
2021-05-31,7.9386
2021-06-01,8.0347
2021-06-02,8.0436
2021-06-03,8.0561
2021-06-04,8.0205
2021-06-05,8.0205
2021-06-06,8.0205
2021-06-07,8.0721
2021-06-08,8.1041
2021-06-09,7.9386
2021-06-10,7.8229
2021-06-11,7.8425
2021-06-12,7.8425
2021-06-13,7.8425
2021-06-14,7.7998
2021-06-15,7.8211
2021-06-16,7.8425
2021-06-17,7.4581
2021-06-18,7.2374
2021-06-19,7.2374
2021-06-20,7.2374
2021-06-21,7.4456
2021-06-22,7.3851
2021-06-23,7.3851
2021-06-24,7.4865
2021-06-25,7.6467
2021-06-26,7.6467
2021-06-27,7.6467
2021-06-28,7.483
2021-06-29,7.4421
2021-06-30,8.519
2021-07-01,8.601
2021-07-02,8.5743
2021-07-03,8.5743
2021-07-04,8.5743
2021-07-05,8.5743
2021-07-06,8.3816
2021-07-07,8.353
2021-07-08,8.1946
2021-07-09,8.4255
2021-07-10,8.4255
2021-07-11,8.4255
2021-07-12,8.4808
2021-07-13,8.374
2021-07-14,8.3625
2021-07-15,8.3644
2021-07-16,8.2595
2021-07-17,8.2595
2021-07-18,8.2595
2021-07-19,8.0801
2021-07-20,8.2633
2021-07-21,8.4198
2021-07-22,8.3225
2021-07-23,8.353
2021-07-24,8.353
2021-07-25,8.353
2021-07-26,8.435
2021-07-27,8.4045
2021-07-28,8.3892
2021-07-29,8.3778
2021-07-30,8.3282
2021-07-31,8.3282
2021-08-01,8.3282
2021-08-02,8.29
2021-08-03,8.2996
2021-08-04,7.8433
2021-08-05,7.9693
2021-08-06,8.1851
2021-08-07,8.1851
2021-08-08,8.1851
2021-08-09,8.1755
2021-08-10,8.2385
2021-08-11,8.3283
2021-08-12,8.3226
2021-08-13,8.2653
2021-08-14,8.2653
2021-08-15,8.2653
2021-08-16,8.1889
2021-08-17,8.1335
2021-08-18,8.0762
2021-08-19,7.9292
2021-08-20,7.9559
2021-08-21,7.9559
2021-08-22,7.9559
2021-08-23,8.0514
2021-08-24,8.1679
2021-08-25,8.2194
2021-08-26,8.1641
2021-08-27,8.271
2021-08-28,8.271
2021-08-29,8.271
2021-08-30,8.1622
2021-08-31,8.1832
2021-09-01,8.1392
2021-09-02,8.1622
2021-09-03,8.1431
2021-09-04,8.1431
2021-09-05,8.1431
2021-09-06,8.1431
2021-09-07,8.1106
2021-09-08,8.0896
2021-09-09,8.1259
2021-09-10,8.0247
2021-09-11,8.0247
2021-09-12,8.0247
2021-09-13,8.1182
2021-09-14,8.0801
2021-09-15,8.0705
2021-09-16,8.0323
2021-09-17,7.7344
2021-09-18,7.7344
2021-09-19,7.7344
2021-09-20,7.6542
2021-09-21,7.5721
2021-09-22,7.6084
2021-09-23,7.7039
2021-09-24,7.7478
2021-09-25,7.7478
2021-09-26,7.7478
2021-09-27,7.9349
2021-09-28,7.8318
2021-09-29,7.8834
2021-09-30,7.1784
2021-10-01,7.3157
2021-10-02,7.3157
2021-10-03,7.3157
2021-10-04,7.3418
2021-10-05,7.46
2021-10-06,7.4548
2021-10-07,7.559
2021-10-08,7.745
2021-10-09,7.745
2021-10-10,7.745
2021-10-11,7.7207
2021-10-12,7.6007
2021-10-13,7.5243
2021-10-14,7.6042
2021-10-15,7.599
2021-10-16,7.599
2021-10-17,7.599
2021-10-18,7.6077
2021-10-19,7.672
2021-10-20,7.7989
2021-10-21,7.6668
2021-10-22,7.6651
2021-10-23,7.6651
2021-10-24,7.6651
2021-10-25,7.6355
2021-10-26,7.6407
2021-10-27,7.5156
2021-10-28,7.4826
2021-10-29,7.2497
2021-10-30,7.2497
2021-10-31,7.2497
2021-11-01,7.387
2021-11-02,7.3574
2021-11-03,7.3866
2021-11-04,7.3344
2021-11-05,7.4057
2021-11-06,7.4057
2021-11-07,7.4057
2021-11-08,7.3605
2021-11-09,7.2927
2021-11-10,7.2788
2021-11-11,7.3848
2021-11-12,7.4283
2021-11-13,7.4283
2021-11-14,7.4283
2021-11-15,7.437
2021-11-16,7.3622
2021-11-17,7.4092
2021-11-18,7.3049
2021-11-19,7.2162
2021-11-20,7.2162
2021-11-21,7.2162
2021-11-22,7.251
2021-11-23,7.3118
2021-11-24,7.2562
2021-11-25,7.2562
2021-11-26,7.0736
2021-11-27,7.0736
2021-11-28,7.0736
2021-11-29,6.9867
2021-11-30,6.8389
2021-12-01,6.7137
2021-12-02,6.8268
2021-12-03,6.858
2021-12-04,6.858
2021-12-05,6.858
2021-12-06,6.9328
2021-12-07,7.0128
2021-12-08,7.0006
2021-12-09,7.0197
2021-12-10,6.9971
2021-12-11,6.9971
2021-12-12,6.9971
2021-12-13,6.8928
2021-12-14,6.9606
2021-12-15,7.0128
2021-12-16,7.0267
2021-12-17,6.9432
2021-12-18,6.9432
2021-12-19,6.9432
2021-12-20,6.7659
2021-12-21,6.9676
2021-12-22,7.011
2021-12-23,7.0771
2021-12-24,7.0771
2021-12-25,7.0771
2021-12-26,7.0771
2021-12-27,7.098
2021-12-28,7.1136
2021-12-29,7.1154
2021-12-30,7.1101
2021-12-31,6.7894
2022-01-01,6.7894
2022-01-02,6.7894
2022-01-03,6.909
2022-01-04,7.0565
2022-01-05,7.063
2022-01-06,7.2023
2022-01-07,7.3333
2022-01-08,7.3333
2022-01-09,7.3333
2022-01-10,7.2531
2022-01-11,7.2694
2022-01-12,7.2367
2022-01-13,7.3104
2022-01-14,7.3677
2022-01-15,7.3677
2022-01-16,7.3677
2022-01-17,7.3677
2022-01-18,7.2957
2022-01-19,7.181
2022-01-20,7.1335
2022-01-21,6.9746
2022-01-22,6.9746
2022-01-23,6.9746
2022-01-24,6.9664
2022-01-25,7.0548
2022-01-26,7.0663
2022-01-27,6.9123
2022-01-28,6.8582
2022-01-29,6.8582
2022-01-30,6.8582
2022-01-31,6.9221
2022-02-01,6.9156
2022-02-02,6.9801
2022-02-03,6.9931
2022-02-04,7.2059
2022-02-05,7.2059
2022-02-06,7.2059
2022-02-07,7.2304
2022-02-08,7.4563
2022-02-09,7.3859
2022-02-10,7.4759
2022-02-11,7.5496
2022-02-12,7.5496
2022-02-13,7.5496
2022-02-14,7.4367
2022-02-15,7.5905
2022-02-16,7.6101
2022-02-17,7.4727
2022-02-18,7.4808
2022-02-19,7.4808
2022-02-20,7.4808
2022-02-21,7.4808
2022-02-22,7.3696
2022-02-23,7.3385
2022-02-24,7.2321
2022-02-25,7.3934
2022-02-26,7.3934
2022-02-27,7.3934
2022-02-28,7.296
2022-03-01,7.1272
2022-03-02,7.3641
2022-03-03,7.4031
2022-03-04,7.2311
2022-03-05,7.2311
2022-03-06,7.2311
2022-03-07,7.0411
2022-03-08,7.0801
2022-03-09,7.2343
2022-03-10,7.2083
2022-03-11,7.1564
2022-03-12,7.1564
2022-03-13,7.1564
2022-03-14,7.2359
2022-03-15,7.2733
2022-03-16,7.5086
2022-03-17,7.5508
2022-03-18,7.5476
2022-03-19,7.5476
2022-03-20,7.5476
2022-03-21,7.5784
2022-03-22,7.6936
2022-03-23,7.6725
2022-03-24,7.8365
2022-03-25,7.9257
2022-03-26,7.9257
2022-03-27,7.9257
2022-03-28,7.8754
2022-03-29,7.9225
2022-03-30,7.8803
2022-03-31,7.2132
2022-04-01,7.2298
2022-04-02,7.2298
2022-04-03,7.2298
2022-04-04,7.0779
2022-04-05,7.1741
2022-04-06,7.2313
2022-04-07,7.2012
2022-04-08,7.3215
2022-04-09,7.3215
2022-04-10,7.3215
2022-04-11,7.3094
2022-04-12,7.2809
2022-04-13,7.338
2022-04-14,7.3842
2022-04-15,7.3842
2022-04-16,7.3842
2022-04-17,7.3842
2022-04-18,7.4216
2022-04-19,7.4861
2022-04-20,7.537
2022-04-21,7.5715
2022-04-22,7.4651
2022-04-23,7.4651
2022-04-24,7.4651
2022-04-25,7.4037
2022-04-26,7.158
2022-04-27,7.1894
2022-04-28,7.1984
2022-04-29,7.0486
2022-04-30,7.0486
2022-05-01,7.0486
2022-05-02,7.0935
2022-05-03,7.1505
2022-05-04,7.3243
2022-05-05,7.2568
2022-05-06,7.8952
2022-05-07,7.8952
2022-05-08,7.8952
2022-05-09,7.8878
2022-05-10,7.74
2022-05-11,7.6938
2022-05-12,7.5699
2022-05-13,7.6236
2022-05-14,7.6236
2022-05-15,7.6236
2022-05-16,7.6415
2022-05-17,7.9057
2022-05-18,7.7266
2022-05-19,7.6952
2022-05-20,7.5788
2022-05-21,7.5788
2022-05-22,7.5788
2022-05-23,7.7266
2022-05-24,7.6669
2022-05-25,7.7117
2022-05-26,7.8445
2022-05-27,7.9355
2022-05-28,7.9355
2022-05-29,7.9355
2022-05-30,7.9355
2022-05-31,7.9161
2022-06-01,7.9206
2022-06-02,7.9445
2022-06-03,7.8908
2022-06-04,7.8908
2022-06-05,7.8908
2022-06-06,8.0221
2022-06-07,8.0191
2022-06-08,7.934
2022-06-09,7.8311
2022-06-10,7.7221
2022-06-11,7.7221
2022-06-12,7.7221
2022-06-13,7.5027
2022-06-14,7.5191
2022-06-15,7.4788
2022-06-16,7.34
2022-06-17,7.3356
2022-06-18,7.3356
2022-06-19,7.3356
2022-06-20,7.3356
2022-06-21,7.5311
2022-06-22,7.4311
2022-06-23,7.3132
2022-06-24,7.5938
2022-06-25,7.5938
2022-06-26,7.5938
2022-06-27,7.5818
2022-06-28,7.6161
2022-06-29,7.6072
2022-06-30,6.6396
2022-07-01,6.6119
2022-07-02,6.6119
2022-07-03,6.6119
2022-07-04,6.6119
2022-07-05,6.3642
2022-07-06,6.4156
2022-07-07,6.4854
2022-07-08,6.5658
2022-07-09,6.5658
2022-07-10,6.5658
2022-07-11,6.5763
2022-07-12,6.5117
2022-07-13,6.4235
2022-07-14,6.3325
2022-07-15,6.3945
2022-07-16,6.3945
2022-07-17,6.3945
2022-07-18,6.4208
2022-07-19,6.5091
2022-07-20,6.5012
2022-07-21,6.4366
2022-07-22,6.3826
2022-07-23,6.3826
2022-07-24,6.3826
2022-07-25,6.492
2022-07-26,6.4577
2022-07-27,6.5091
2022-07-28,6.3497
2022-07-29,6.3984
2022-07-30,6.3984
2022-07-31,6.3984
2022-08-01,6.3628
2022-08-02,6.2891
2022-08-03,6.8655
2022-08-04,6.7698
2022-08-05,6.8616
2022-08-06,6.8616
2022-08-07,6.8616
2022-08-08,6.8655
2022-08-09,6.9782
2022-08-10,7.0463
2022-08-11,7.1525
2022-08-12,7.2534
2022-08-13,7.2534
2022-08-14,7.2534
2022-08-15,7.2586
2022-08-16,7.315
2022-08-17,7.3111
2022-08-18,7.3753
2022-08-19,7.3412
2022-08-20,7.3412
2022-08-21,7.3412
2022-08-22,7.2652
2022-08-23,7.2757
2022-08-24,7.3124
2022-08-25,7.4067
2022-08-26,7.2521
2022-08-27,7.2521
2022-08-28,7.2521
2022-08-29,7.218
2022-08-30,7.1617
2022-08-31,7.1171
2022-09-01,7.125
2022-09-02,7.0883
2022-09-03,7.0883
2022-09-04,7.0883
2022-09-05,7.0883
2022-09-06,7.087
2022-09-07,7.142
2022-09-08,7.1931
2022-09-09,7.2888
2022-09-10,7.2888
2022-09-11,7.2888
2022-09-12,7.3962
2022-09-13,7.3543
2022-09-14,7.4185
2022-09-15,7.4906
2022-09-16,7.4015
2022-09-17,7.4015
2022-09-18,7.4015
2022-09-19,7.5168
2022-09-20,7.4487
2022-09-21,7.3897
2022-09-22,7.4067
2022-09-23,7.256
2022-09-24,7.256
2022-09-25,7.256
2022-09-26,7.1944
2022-09-27,7.1656
2022-09-28,7.2704
2022-09-29,7.2416
2022-09-30,6.7609
2022-10-01,6.7609
2022-10-02,6.7609
2022-10-03,6.8466
2022-10-04,7.0596
2022-10-05,7.0363
2022-10-06,7.0559
2022-10-07,7.1061
2022-10-08,7.1061
2022-10-09,7.1061
2022-10-10,7.0816
2022-10-11,7.0412
2022-10-12,6.9886
2022-10-13,7.2383
2022-10-14,7.1244
2022-10-15,7.1244
2022-10-16,7.1244
2022-10-17,7.1697
2022-10-18,7.2824
2022-10-19,7.2873
2022-10-20,7.2089
2022-10-21,7.3472
2022-10-22,7.3472
2022-10-23,7.3472
2022-10-24,7.4146
2022-10-25,7.4917
2022-10-26,7.4501
2022-10-27,7.4954
2022-10-28,7.6533
2022-10-29,7.6533
2022-10-30,7.6533
2022-10-31,7.5921
2022-11-01,7.6031
2022-11-02,7.4836
2022-11-03,7.4372
2022-11-04,7.5128
2022-11-05,7.5128
2022-11-06,7.5128
2022-11-07,7.5579
2022-11-08,7.4628
2022-11-09,7.3921
2022-11-10,7.1886
2022-11-11,6.9473
2022-11-12,6.9473
2022-11-13,6.9473
2022-11-14,6.9473
2022-11-15,6.9534
2022-11-16,6.8863
2022-11-17,6.9973
2022-11-18,6.9887
2022-11-19,6.9887
2022-11-20,6.9887
2022-11-21,6.9741
2022-11-22,7.0753
2022-11-23,7.0033
2022-11-24,7.0033
2022-11-25,7.0692
2022-11-26,7.0692
2022-11-27,7.0692
2022-11-28,7.0448
2022-11-29,7.096
2022-11-30,7.152
2022-12-01,7.1252
2022-12-02,7.2361
2022-12-03,7.2361
2022-12-04,7.2361
2022-12-05,7.0801
2022-12-06,7.1277
2022-12-07,7.0155
2022-12-08,6.9461
2022-12-09,6.8851
2022-12-10,6.8851
2022-12-11,6.8851
2022-12-12,6.9046
2022-12-13,6.762
2022-12-14,6.8339
2022-12-15,6.8132
2022-12-16,6.7706
2022-12-17,6.7706
2022-12-18,6.7706
2022-12-19,6.7962
2022-12-20,6.9022
2022-12-21,6.9851
2022-12-22,6.9473
2022-12-23,7.018
2022-12-24,7.018
2022-12-25,7.018
2022-12-26,7.018
2022-12-27,7.018
2022-12-28,6.9753
2022-12-29,7.0289
2022-12-30,6.3727
2022-12-31,6.3727
2023-01-01,6.3727
2023-01-02,6.3727
2023-01-03,6.287
2023-01-04,6.3244
2023-01-05,6.3573
2023-01-06,6.3848
2023-01-07,6.3848
2023-01-08,6.3848
2023-01-09,6.2947
2023-01-10,6.3672
2023-01-11,6.3408
2023-01-12,6.3848
2023-01-13,6.4101
2023-01-14,6.4101
2023-01-15,6.4101
2023-01-16,6.4101
2023-01-17,6.3826
2023-01-18,6.2452
2023-01-19,6.2375
2023-01-20,6.2925
2023-01-21,6.2925
2023-01-22,6.2925
2023-01-23,6.3342
2023-01-24,6.3881
2023-01-25,6.42
2023-01-26,6.4353
2023-01-27,6.4309
2023-01-28,6.4309
2023-01-29,6.4309
2023-01-30,6.3804
2023-01-31,6.4826
2023-02-01,6.5905
2023-02-02,6.3329
2023-02-03,6.3995
2023-02-04,6.3995
2023-02-05,6.3995
2023-02-06,6.4868
2023-02-07,6.5337
2023-02-08,6.5141
2023-02-09,6.3743
2023-02-10,6.4988
2023-02-11,6.4988
2023-02-12,6.4988
2023-02-13,6.5315
2023-02-14,6.5184
2023-02-15,6.4944
2023-02-16,6.5381
2023-02-17,6.537
2023-02-18,6.537
2023-02-19,6.537
2023-02-20,6.537
2023-02-21,6.466
2023-02-22,6.454
2023-02-23,6.6448
2023-02-24,6.7243
2023-02-25,6.7243
2023-02-26,6.7243
2023-02-27,6.6829
2023-02-28,6.7145
2023-03-01,6.8255
2023-03-02,6.7602
2023-03-03,6.8081
2023-03-04,6.8081
2023-03-05,6.8081
2023-03-06,6.7722
2023-03-07,6.7841
2023-03-08,6.6546
2023-03-09,6.4891
2023-03-10,6.2594
2023-03-11,6.2594
2023-03-12,6.2594
2023-03-13,5.8533
2023-03-14,6.2028
2023-03-15,5.9861
2023-03-16,6.046
2023-03-17,5.8544
2023-03-18,5.8544
