,2061517D US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,30.4402
2020-01-02,31.4141
2020-01-03,31.3194
2020-01-04,31.3194
2020-01-05,31.3194
2020-01-06,31.8343
2020-01-07,32.2763
2020-01-08,32.9199
2020-01-09,34.1489
2020-01-10,34.6201
2020-01-11,34.6201
2020-01-12,34.6201
2020-01-13,34.8144
2020-01-14,35.0913
2020-01-15,35.1204
2020-01-16,35.169
2020-01-17,35.4847
2020-01-18,35.4847
2020-01-19,35.4847
2020-01-20,35.4847
2020-01-21,35.254
2020-01-22,35.2224
2020-01-23,35.2151
2020-01-24,35.1471
2020-01-25,35.1471
2020-01-26,35.1471
2020-01-27,34.1489
2020-01-28,34.8192
2020-01-29,35.0088
2020-01-30,30.6536
2020-01-31,29.8411
2020-02-01,29.8411
2020-02-02,29.8411
2020-02-03,29.7274
2020-02-04,30.6681
2020-02-05,31.5362
2020-02-06,32.003
2020-02-07,32.2835
2020-02-08,32.2835
2020-02-09,32.2835
2020-02-10,32.4866
2020-02-11,32.1553
2020-02-12,32.2037
2020-02-13,31.7297
2020-02-14,31.8579
2020-02-15,31.8579
2020-02-16,31.8579
2020-02-17,31.8579
2020-02-18,31.8361
2020-02-19,32.0852
2020-02-20,31.4032
2020-02-21,30.9027
2020-02-22,30.9027
2020-02-23,30.9027
2020-02-24,29.5654
2020-02-25,28.8786
2020-02-26,28.5376
2020-02-27,26.458
2020-02-28,26.8255
2020-02-29,26.8255
2020-03-01,26.8255
2020-03-02,27.4349
2020-03-03,26.8908
2020-03-04,27.7179
2020-03-05,27.3527
2020-03-06,26.0009
2020-03-07,26.0009
2020-03-08,26.0009
2020-03-09,23.0168
2020-03-10,24.18
2020-03-11,23.9938
2020-03-12,22.4655
2020-03-13,24.3154
2020-03-14,24.3154
2020-03-15,24.3154
2020-03-16,22.4461
2020-03-17,22.7508
2020-03-18,22.5719
2020-03-19,21.8246
2020-03-20,19.537
2020-03-21,19.537
2020-03-22,19.537
2020-03-23,20.0908
2020-03-24,21.7956
2020-03-25,23.07
2020-03-26,24.7991
2020-03-27,24.0663
2020-03-28,24.0663
2020-03-29,24.0663
2020-03-30,24.7555
2020-03-31,26.4651
2020-04-01,24.9173
2020-04-02,24.9466
2020-04-03,24.7918
2020-04-04,24.7918
2020-04-05,24.7918
2020-04-06,26.0248
2020-04-07,25.6325
2020-04-08,26.4117
2020-04-09,27.0442
2020-04-10,27.0442
2020-04-11,27.0442
2020-04-12,27.0442
2020-04-13,26.9081
2020-04-14,27.7994
2020-04-15,26.852
2020-04-16,27.0895
2020-04-17,27.8741
2020-04-18,27.8741
2020-04-19,27.8741
2020-04-20,27.0709
2020-04-21,25.6431
2020-04-22,26.7026
2020-04-23,26.6679
2020-04-24,26.2996
2020-04-25,26.2996
2020-04-26,26.2996
2020-04-27,26.7133
2020-04-28,26.8627
2020-04-29,28.4906
2020-04-30,28.3812
2020-05-01,26.4571
2020-05-02,26.4571
2020-05-03,26.4571
2020-05-04,27.65
2020-05-05,28.3998
2020-05-06,28.6491
2020-05-07,27.5972
2020-05-08,27.7991
2020-05-09,27.7991
2020-05-10,27.7991
