,OSK US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-10,16.8943
2023-03-11,16.8943
2023-03-12,16.8943
2023-03-13,16.4237
2023-03-14,16.9014
2023-03-15,16.7245
2023-03-16,16.7581
2023-03-17,16.1335
2023-03-18,16.1335
2023-03-19,16.1335
2023-03-20,16.418
2023-03-21,16.7738
2023-03-22,16.3542
2023-03-23,16.0037
2023-03-24,15.8692
2023-03-25,15.8692
2023-03-26,15.8692
2023-03-27,15.94
2023-03-28,16.0728
2023-03-29,16.3011
2023-03-30,16.51
2023-03-31,14.0343
2023-04-01,14.0343
2023-04-02,14.0343
2023-04-03,14.0274
2023-04-04,13.3843
2023-04-05,13.0995
2023-04-06,13.0898
2023-04-07,13.0898
2023-04-08,13.0898
2023-04-09,13.0898
2023-04-10,13.3023
2023-04-11,13.4815
2023-04-12,13.6065
2023-04-13,13.5899
2023-04-14,13.6274
2023-04-15,13.6274
2023-04-16,13.6274
2023-04-17,13.6551
2023-04-18,13.5496
2023-04-19,13.476
2023-04-20,13.3496
2023-04-21,13.3232
2023-04-22,13.3232
2023-04-23,13.3232
2023-04-24,13.3996
2023-04-25,13.2023
2023-04-26,13.0857
2023-04-27,13.0823
2023-04-28,13.0851
2023-04-29,13.0851
2023-04-30,13.0851
2023-05-01,13.2832
2023-05-02,13.3193
2023-05-03,13.3137
2023-05-04,12.8093
2023-05-05,13.0089
2023-05-06,13.0089
2023-05-07,13.0089
2023-05-08,13.0158
2023-05-09,12.88
2023-05-10,12.783
2023-05-11,12.7372
2023-05-12,12.6097
2023-05-13,12.6097
2023-05-14,12.6097
2023-05-15,12.7345
2023-05-16,12.5834
2023-05-17,12.8384
2023-05-18,12.9853
2023-05-19,12.7456
2023-05-20,12.7456
2023-05-21,12.7456
2023-05-22,12.8412
2023-05-23,12.7719
2023-05-24,12.6957
2023-05-25,12.7483
2023-05-26,12.7262
2023-05-27,12.7262
2023-05-28,12.7262
2023-05-29,12.7262
2023-05-30,12.8689
2023-05-31,12.7123
2023-06-01,13.1779
2023-06-02,13.8168
2023-06-03,13.8168
2023-06-04,13.8168
2023-06-05,13.6962
2023-06-06,13.9956
2023-06-07,14.2561
2023-06-08,14.1896
2023-06-09,14.0108
2023-06-10,14.0108
2023-06-11,14.0108
2023-06-12,14.1037
2023-06-13,14.2173
2023-06-14,13.9872
2023-06-15,14.1438
2023-06-16,14.0676
2023-06-17,14.0676
2023-06-18,14.0676
2023-06-19,14.0676
2023-06-20,14.0371
2023-06-21,13.99
2023-06-22,13.8334
2023-06-23,13.6824
2023-06-24,13.6824
2023-06-25,13.6824
2023-06-26,13.7655
2023-06-27,13.911
2023-06-28,13.9803
2023-06-29,14.2076
2023-06-30,11.1115
2023-07-01,11.1115
2023-07-02,11.1115
2023-07-03,11.1892
2023-07-04,11.1892
2023-07-05,10.9881
2023-07-06,10.9943
2023-07-07,11.184
2023-07-08,11.184
2023-07-09,11.184
2023-07-10,11.2442
2023-07-11,11.3914
2023-07-12,11.4391
2023-07-13,11.5314
2023-07-14,11.3821
2023-07-15,11.3821
2023-07-16,11.3821
2023-07-17,11.3707
2023-07-18,11.6226
2023-07-19,11.6714
2023-07-20,11.6724
2023-07-21,11.5532
2023-07-22,11.5532
2023-07-23,11.5532
2023-07-24,11.6029
2023-07-25,11.4889
2023-07-26,11.4391
2023-07-27,11.4153
2023-07-28,11.5241
2023-07-29,11.5241
2023-07-30,11.5241
2023-07-31,11.6797
2023-08-01,12.6461
2023-08-02,12.6979
2023-08-03,12.8877
2023-08-04,12.9613
2023-08-05,12.9613
2023-08-06,12.9613
2023-08-07,13.1365
2023-08-08,12.954
2023-08-09,12.9291
2023-08-10,12.7975
2023-08-11,12.8825
2023-08-12,12.8825
2023-08-13,12.8825
2023-08-14,12.6979
2023-08-15,12.643
2023-08-16,12.4232
2023-08-17,12.4108
2023-08-18,12.3849
2023-08-19,12.3849
2023-08-20,12.3849
2023-08-21,12.2926
2023-08-22,12.276
2023-08-23,12.3983
2023-08-24,12.3517
2023-08-25,12.4191
2023-08-26,12.4191
2023-08-27,12.4191
2023-08-28,12.4999
2023-08-29,12.7052
2023-08-30,12.8348
2023-08-31,12.897
2023-09-01,13.1354
2023-09-02,13.1354
2023-09-03,13.1354
2023-09-04,13.1354
2023-09-05,12.7788
2023-09-06,12.7384
2023-09-07,12.5652
2023-09-08,12.6886
2023-09-09,12.6886
2023-09-10,12.6886
2023-09-11,12.6886
2023-09-12,12.5995
2023-09-13,12.4823
2023-09-14,12.5259
2023-09-15,12.3206
2023-09-16,12.3206
2023-09-17,12.3206
2023-09-18,12.3569
2023-09-19,12.3175
2023-09-20,12.3589
2023-09-21,12.1443
2023-09-22,12.0314
2023-09-23,12.0314
2023-09-24,12.0314
2023-09-25,12.106
2023-09-26,11.9971
2023-09-27,12.1558
2023-09-28,12.0635
2023-09-29,10.8122
2023-09-30,10.8122
2023-10-01,10.8122
2023-10-02,10.7265
2023-10-03,10.6713
2023-10-04,10.5363
2023-10-05,10.392
2023-10-06,10.5287
2023-10-07,10.5287
2023-10-08,10.5287
2023-10-09,10.6433
2023-10-10,10.7452
2023-10-11,10.8377
2023-10-12,10.7138
2023-10-13,10.6611
2023-10-14,10.6611
2023-10-15,10.6611
2023-10-16,10.8454
2023-10-17,10.9167
2023-10-18,10.5567
2023-10-19,10.3462
2023-10-20,10.2553
2023-10-21,10.2553
2023-10-22,10.2553
2023-10-23,10.2248
2023-10-24,10.246
2023-10-25,10.0847
2023-10-26,10.3525
2023-10-27,10.0523
2023-10-28,10.0523
2023-10-29,10.0523
2023-10-30,10.1977
2023-10-31,10.1714
2023-11-01,10.2794
2023-11-02,10.5345
2023-11-03,10.7454
2023-11-04,10.7454
2023-11-05,10.7454
2023-11-06,10.5371
2023-11-07,10.5524
2023-11-08,10.503
2023-11-09,10.4631
2023-11-10,10.6068
2023-11-11,10.6068
2023-11-12,10.6068
2023-11-13,10.7684
2023-11-14,11.0448
2023-11-15,10.9657
2023-11-16,10.8381
2023-11-17,11.0124
2023-11-18,11.0124
2023-11-19,11.0124
2023-11-20,10.85
2023-11-21,10.8738
2023-11-22,10.8993
2023-11-23,10.8993
2023-11-24,10.9895
2023-11-25,10.9895
2023-11-26,10.9895
2023-11-27,10.9674
2023-11-28,10.8636
2023-11-29,10.9376
2023-11-30,10.9844
2023-12-01,11.2123
2023-12-02,11.2123
2023-12-03,11.2123
2023-12-04,11.2055
2023-12-05,11.0822
2023-12-06,11.1009
2023-12-07,11.1145
2023-12-08,11.1995
2023-12-09,11.1995
2023-12-10,11.1995
2023-12-11,11.3747
2023-12-12,11.305
2023-12-13,11.4895
2023-12-14,11.8424
2023-12-15,11.8356
2023-12-16,11.8356
2023-12-17,11.8356
2023-12-18,11.7208
2023-12-19,11.9343
2023-12-20,11.7072
2023-12-21,11.8059
2023-12-22,11.8688
2023-12-23,11.8688
2023-12-24,11.8688
2023-12-25,11.8688
2023-12-26,11.993
2023-12-27,11.9326
2023-12-28,11.9989
2023-12-29,10.6606
2023-12-30,10.6606
2023-12-31,10.6606
2024-01-01,10.6606
2024-01-02,10.5762
2024-01-03,10.299
2024-01-04,10.3005
2024-01-05,10.4169
2024-01-06,10.4169
2024-01-07,10.4169
2024-01-08,10.5067
2024-01-09,10.5114
2024-01-10,10.4825
2024-01-11,10.4762
2024-01-12,10.4333
2024-01-13,10.4333
2024-01-14,10.4333
2024-01-15,10.4333
2024-01-16,10.4302
2024-01-17,10.2505
2024-01-18,10.3771
2024-01-19,10.5418
2024-01-20,10.5418
2024-01-21,10.5418
2024-01-22,10.666
2024-01-23,10.6285
2024-01-24,10.5208
2024-01-25,10.8277
2024-01-26,10.8222
2024-01-27,10.8222
2024-01-28,10.8222
2024-01-29,11.0034
2024-01-30,11.0948
2024-01-31,10.7925
2024-02-01,10.9971
2024-02-02,11.0526
2024-02-03,11.0526
2024-02-04,11.0526
2024-02-05,10.9526
2024-02-06,10.9347
2024-02-07,10.9331
2024-02-08,11.0292
2024-02-09,10.9323
2024-02-10,10.9323
2024-02-11,10.9323
2024-02-12,11.044
2024-02-13,10.6192
2024-02-14,10.8183
2024-02-15,10.9144
2024-02-16,10.6793
2024-02-17,10.6793
2024-02-18,10.6793
2024-02-19,10.6793
2024-02-20,10.6481
2024-02-21,10.7082
2024-02-22,10.5887
2024-02-23,10.6957
2024-02-24,10.6957
2024-02-25,10.6957
2024-02-26,10.7129
2024-02-27,10.7433
2024-02-28,10.7504
2024-02-29,10.8733
2024-03-01,10.9461
2024-03-02,10.9461
2024-03-03,10.9461
2024-03-04,10.9626
2024-03-05,10.6839
2024-03-06,10.9062
2024-03-07,11.1207
2024-03-08,11.1387
2024-03-09,11.1387
2024-03-10,11.1387
2024-03-11,11.2248
2024-03-12,11.1669
2024-03-13,11.2734
2024-03-14,11.1677
2024-03-15,11.21
2024-03-16,11.21
2024-03-17,11.21
2024-03-18,11.307
2024-03-19,11.3869
2024-03-20,11.4675
2024-03-21,11.693
2024-03-22,11.5779
2024-03-23,11.5779
2024-03-24,11.5779
2024-03-25,11.6061
2024-03-26,11.6186
2024-03-27,11.8668
2024-03-28,11.9576
2024-03-29,11.9576
2024-03-30,11.9576
2024-03-31,11.9576
2024-04-01,11.8371
2024-04-02,11.8472
2024-04-03,12.1338
2024-04-04,11.9498
2024-04-05,12.1486
2024-04-06,12.1486
2024-04-07,12.1486
2024-04-08,12.1338
