,2078185D US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,22.6437
2020-01-02,22.6744
2020-01-03,22.6621
2020-01-04,22.6621
2020-01-05,22.6621
2020-01-06,22.8473
2020-01-07,22.8442
2020-01-08,22.8768
2020-01-09,22.869
2020-01-10,22.8753
2020-01-11,22.8753
2020-01-12,22.8753
2020-01-13,22.8799
2020-01-14,22.9079
2020-01-15,22.9141
2020-01-16,22.9203
2020-01-17,22.9405
2020-01-18,22.9405
2020-01-19,22.9405
2020-01-20,22.9405
2020-01-21,22.9467
2020-01-22,22.9094
2020-01-23,22.9343
2020-01-24,22.9467
2020-01-25,22.9467
2020-01-26,22.9467
2020-01-27,22.9141
2020-01-28,22.9156
2020-01-29,22.9156
2020-01-30,22.9141
2020-01-31,22.5552
2020-02-01,22.5552
2020-02-02,22.5552
2020-02-03,22.5831
2020-02-04,22.5645
2020-02-05,22.5862
2020-02-06,22.5707
2020-02-07,22.5692
2020-02-08,22.5692
2020-02-09,22.5692
2020-02-10,22.5847
2020-02-11,22.594
2020-02-12,22.6002
2020-02-13,22.608
2020-02-14,22.594
2020-02-15,22.594
2020-02-16,22.594
2020-02-17,22.594
2020-02-18,22.594
2020-02-19,22.5909
2020-02-20,22.5816
2020-02-21,22.5893
2020-02-22,22.5893
2020-02-23,22.5893
2020-02-24,22.5459
2020-02-25,22.5132
2020-02-26,22.476
2020-02-27,22.3968
2020-02-28,22.4884
2020-02-29,22.4884
2020-03-01,22.4884
2020-03-02,22.5008
2020-03-03,22.4527
2020-03-04,22.5039
2020-03-05,22.4356
2020-03-06,22.3502
2020-03-07,22.3502
2020-03-08,22.3502
2020-03-09,21.9371
2020-03-10,22.229
2020-03-11,21.9976
2020-03-12,21.5395
2020-03-13,21.6109
2020-03-14,21.6109
2020-03-15,21.6109
2020-03-16,19.7069
2020-03-17,19.738
2020-03-18,19.0143
2020-03-19,21.3096
2020-03-20,21.2323
2020-03-21,21.2323
2020-03-22,21.2323
2020-03-23,20.6465
2020-03-24,21.4141
2020-03-25,21.4218
2020-03-26,21.8041
2020-03-27,21.543
2020-03-28,21.543
2020-03-29,21.543
2020-03-30,21.7062
2020-03-31,21.8631
2020-04-01,21.8383
2020-04-02,21.9051
2020-04-03,21.6736
2020-04-04,21.6736
2020-04-05,21.6736
2020-04-06,21.6565
2020-04-07,21.6922
2020-04-08,21.8429
2020-04-09,21.6223
2020-04-10,21.6223
2020-04-11,21.6223
2020-04-12,21.6223
2020-04-13,21.6627
2020-04-14,21.8118
2020-04-15,21.7481
2020-04-16,21.5943
2020-04-17,21.8087
2020-04-18,21.8087
2020-04-19,21.8087
2020-04-20,21.8014
2020-04-21,21.859
2020-04-22,21.6645
2020-04-23,21.5074
2020-04-24,21.397
2020-04-25,21.397
2020-04-26,21.397
2020-04-27,21.1854
2020-04-28,21.4281
2020-04-29,21.5541
2020-04-30,33.1852
2020-05-01,33.3178
2020-05-02,33.3178
2020-05-03,33.3178
2020-05-04,33.3201
2020-05-05,33.4125
2020-05-06,33.5166
2020-05-07,33.5805
2020-05-08,33.6728
2020-05-09,33.6728
2020-05-10,33.6728
2020-05-11,33.6066
2020-05-12,33.4551
2020-05-13,33.4645
2020-05-14,33.3699
2020-05-15,33.3059
2020-05-16,33.3059
2020-05-17,33.3059
2020-05-18,33.4598
2020-05-19,33.5355
2020-05-20,32.9935
2020-05-21,33.1521
2020-05-22,32.8467
2020-05-23,32.8467
2020-05-24,32.8467
2020-05-25,32.8467
2020-05-26,32.9178
2020-05-27,33.4314
2020-05-28,33.4977
2020-05-29,33.5711
2020-05-30,33.5711
2020-05-31,33.5711
2020-06-01,33.6586
2020-06-02,30.9437
2020-06-03,30.2833
2020-06-04,30.3519
2020-06-05,32.1177
2020-06-06,32.1177
2020-06-07,32.1177
2020-06-08,32.1627
2020-06-09,32.7288
2020-06-10,31.8979
2020-06-11,31.5239
2020-06-12,31.4411
2020-06-13,31.4411
2020-06-14,31.4411
2020-06-15,31.6731
2020-06-16,31.8293
2020-06-17,32.0021
2020-06-18,31.8624
2020-06-19,31.8577
2020-06-20,31.8577
2020-06-21,31.8577
2020-06-22,32.1015
2020-06-23,32.1086
2020-06-24,31.9903
2020-06-25,31.7322
2020-06-26,31.5476
2020-06-27,31.5476
2020-06-28,31.5476
2020-06-29,31.7228
2020-06-30,32.1086
2020-07-01,32.1773
2020-07-02,32.1749
2020-07-03,32.1749
2020-07-04,32.1749
2020-07-05,32.1749
2020-07-06,32.3383
2020-07-07,32.1252
2020-07-08,32.0234
2020-07-09,31.8837
2020-07-10,31.9571
2020-07-11,31.9571
2020-07-12,31.9571
2020-07-13,31.9264
2020-07-14,32.0613
2020-07-15,32.2412
2020-07-16,32.1276
2020-07-17,32.0637
2020-07-18,32.0637
2020-07-19,32.0637
2020-07-20,31.9832
2020-07-21,32.182
2020-07-22,32.04
2020-07-23,32.0305
2020-07-24,31.9832
2020-07-25,31.9832
2020-07-26,31.9832
2020-07-27,32.833
2020-07-28,32.8212
2020-07-29,32.8093
2020-07-30,32.7501
2020-07-31,43.6164
2020-08-01,43.6164
2020-08-02,43.6164
2020-08-03,43.6509
2020-08-04,43.6665
2020-08-05,43.5694
2020-08-06,43.513
2020-08-07,43.4472
2020-08-08,43.4472
2020-08-09,43.4472
2020-08-10,43.56
2020-08-11,43.4974
2020-08-12,43.5036
2020-08-13,43.441
2020-08-14,43.5036
2020-08-15,43.5036
2020-08-16,43.5036
2020-08-17,43.6352
