,CTRA US Equity
2020-10-06,23.1548
2020-10-07,23.885
2020-10-08,24.1434
2020-10-09,24.6377
2020-10-10,24.6377
2020-10-11,24.6377
2020-10-12,25.3567
2020-10-13,25.0534
2020-10-14,24.9298
2020-10-15,25.2443
2020-10-16,24.8287
2020-10-17,24.8287
2020-10-18,24.8287
2020-10-19,24.8062
2020-10-20,25.0197
2020-10-21,24.9185
2020-10-22,26.0307
2020-10-23,25.4803
2020-10-24,25.4803
2020-10-25,25.4803
2020-10-26,25.0983
2020-10-27,24.8174
2020-10-28,23.7839
2020-10-29,24.031
2020-10-30,23.357
2020-10-31,23.357
2020-11-01,23.357
2020-11-02,22.9413
2020-11-03,22.2448
2020-11-04,21.3573
2020-11-05,21.8516
2020-11-06,21.8404
2020-11-07,21.8404
2020-11-08,21.8404
2020-11-09,22.0763
2020-11-10,22.6829
2020-11-11,22.7841
2020-11-12,22.3684
2020-11-13,23.166
2020-11-14,23.166
2020-11-15,23.166
2020-11-16,22.5257
2020-11-17,22.6717
2020-11-18,22.1774
2020-11-19,22.6717
2020-11-20,22.5481
2020-11-21,22.5481
2020-11-22,22.5481
2020-11-23,23.1773
2020-11-24,23.6266
2020-11-25,23.3345
2020-11-26,23.3345
2020-11-27,23.3345
2020-11-28,23.3345
2020-11-29,23.3345
2020-11-30,23.0537
2020-12-01,22.8964
2020-12-02,22.5257
2020-12-03,21.2562
2020-12-04,21.8404
2020-12-05,21.8404
2020-12-06,21.8404
2020-12-07,21.9415
2020-12-08,21.8179
2020-12-09,22.2111
2020-12-10,23.1997
2020-12-11,22.4695
2020-12-12,22.4695
2020-12-13,22.4695
2020-12-14,22.7504
2020-12-15,22.829
2020-12-16,22.492
2020-12-17,22.7279
2020-12-18,22.4358
2020-12-19,22.4358
2020-12-20,22.4358
2020-12-21,22.3122
2020-12-22,22.2336
2020-12-23,22.6605
2020-12-24,22.4021
2020-12-25,22.4021
2020-12-26,22.4021
2020-12-27,22.4021
2020-12-28,21.8853
2020-12-29,21.436
2020-12-30,21.8741
2020-12-31,25.4306
2021-01-01,25.4306
2021-01-02,25.4306
2021-01-03,25.4306
2021-01-04,25.8621
2021-01-05,26.0779
2021-01-06,26.4959
2021-01-07,26.9678
2021-01-08,26.7656
2021-01-09,26.7656
2021-01-10,26.7656
2021-01-11,27.8039
2021-01-12,28.532
2021-01-13,28.9905
2021-01-14,29.5029
2021-01-15,29.1928
2021-01-16,29.1928
2021-01-17,29.1928
2021-01-18,29.1928
2021-01-19,28.5725
2021-01-20,28.1814
2021-01-21,28.2354
2021-01-22,28.4781
2021-01-23,28.4781
2021-01-24,28.4781
2021-01-25,28.6804
2021-01-26,28.2758
2021-01-27,29.1658
2021-01-28,28.2623
2021-01-29,28.1949
2021-01-30,28.1949
2021-01-31,28.1949
2021-02-01,28.5725
2021-02-02,28.114
2021-02-03,29.0175
2021-02-04,28.9231
2021-02-05,27.1566
2021-02-06,27.1566
2021-02-07,27.1566
2021-02-08,27.4937
2021-02-09,27.0622
2021-02-10,27.4937
2021-02-11,26.9544
2021-02-12,28.0601
2021-02-13,28.0601
2021-02-14,28.0601
2021-02-15,28.0601
2021-02-16,28.168
2021-02-17,28.532
2021-02-18,27.8308
2021-02-19,28.5051
2021-02-20,28.5051
2021-02-21,28.5051
2021-02-22,28.2084
2021-02-23,27.8308
2021-02-24,29.3681
2021-02-25,28.977
2021-02-26,28.4902
2021-02-27,28.4902
2021-02-28,28.4902
2021-03-01,28.9632
2021-03-02,28.8416
2021-03-03,28.72
2021-03-04,28.6794
2021-03-05,29.1118
2021-03-06,29.1118
2021-03-07,29.1118
2021-03-08,29.247
2021-03-09,28.5173
2021-03-10,29.4091
2021-03-11,29.5578
2021-03-12,28.8821
2021-03-13,28.8821
2021-03-14,28.8821
2021-03-15,29.0983
2021-03-16,28.9497
2021-03-17,28.5173
2021-03-18,27.6524
2021-03-19,27.8686
2021-03-20,27.8686
2021-03-21,27.8686
2021-03-22,27.8011
2021-03-23,27.747
2021-03-24,28.1119
2021-03-25,28.774
2021-03-26,29.3956
2021-03-27,29.3956
2021-03-28,29.3956
2021-03-29,29.4632
2021-03-30,28.8686
2021-03-31,21.8807
2021-04-01,22.2029
2021-04-02,22.2029
2021-04-03,22.2029
2021-04-04,22.2029
2021-04-05,21.6415
2021-04-06,21.5791
2021-04-07,21.5688
2021-04-08,20.9138
2021-04-09,20.4251
2021-04-10,20.4251
2021-04-11,20.4251
2021-04-12,19.9885
2021-04-13,19.739
2021-04-14,19.9677
2021-04-15,19.8533
2021-04-16,19.5726
2021-04-17,19.5726
2021-04-18,19.5726
2021-04-19,19.5518
2021-04-20,19.3855
2021-04-21,19.4063
2021-04-22,19.3751
2021-04-23,19.1152
2021-04-24,19.1152
2021-04-25,19.1152
2021-04-26,19.4478
2021-04-27,19.8117
2021-04-28,19.9989
2021-04-29,20.0924
2021-04-30,19.687
2021-05-01,19.687
2021-05-02,19.687
2021-05-03,20.1132
2021-05-04,20.2276
2021-05-05,20.5187
2021-05-06,20.1444
2021-05-07,20.4355
2021-05-08,20.4355
2021-05-09,20.4355
2021-05-10,20.7578
2021-05-11,20.4563
2021-05-12,20.5499
2021-05-13,20.2276
2021-05-14,20.8306
2021-05-15,20.8306
2021-05-16,20.8306
2021-05-17,21.392
2021-05-18,20.9034
2021-05-19,21.0697
2021-05-20,20.8098
2021-05-21,20.8722
2021-05-22,20.8722
2021-05-23,20.8722
2021-05-24,19.6248
2021-05-25,19.4687
2021-05-26,19.7288
2021-05-27,19.3959
2021-05-28,19.4167
2021-05-29,19.4167
2021-05-30,19.4167
2021-05-31,19.4167
2021-06-01,19.4791
2021-06-02,20.0825
2021-06-03,19.8328
2021-06-04,19.9681
2021-06-05,19.9681
2021-06-06,19.9681
2021-06-07,19.8952
2021-06-08,20.0513
2021-06-09,20.2697
2021-06-10,20.353
2021-06-11,20.3322
2021-06-12,20.3322
2021-06-13,20.3322
2021-06-14,19.9472
2021-06-15,19.916
2021-06-16,19.5935
2021-06-17,18.9069
2021-06-18,18.3036
2021-06-19,18.3036
2021-06-20,18.3036
2021-06-21,18.9278
2021-06-22,19.0526
2021-06-23,19.4063
2021-06-24,19.5935
2021-06-25,19.8536
2021-06-26,19.8536
2021-06-27,19.8536
2021-06-28,19.3335
2021-06-29,19.2919
2021-06-30,20.5432
2021-07-01,20.9486
2021-07-02,20.9382
2021-07-03,20.9382
2021-07-04,20.9382
2021-07-05,20.9382
2021-07-06,20.065
2021-07-07,20.0858
2021-07-08,20.4912
2021-07-09,20.6992
2021-07-10,20.6992
2021-07-11,20.6992
2021-07-12,20.7823
2021-07-13,20.7823
2021-07-14,19.8675
2021-07-15,19.5245
2021-07-16,19.1918
2021-07-17,19.1918
2021-07-18,19.1918
2021-07-19,18.6513
2021-07-20,18.5473
2021-07-21,19.1918
2021-07-22,18.7033
2021-07-23,18.7968
2021-07-24,18.7968
2021-07-25,18.7968
2021-07-26,19.2126
2021-07-27,18.8904
2021-07-28,18.88
2021-07-29,18.9216
2021-07-30,19.0255
2021-07-31,19.0255
2021-08-01,19.0255
2021-08-02,19.1503
2021-08-03,19.3997
2021-08-04,18.88
2021-08-05,19.0671
2021-08-06,19.3166
2021-08-07,19.3166
2021-08-08,19.3166
2021-08-09,19.0255
2021-08-10,19.4205
2021-08-11,19.3062
2021-08-12,19.1191
2021-08-13,18.8384
2021-08-14,18.8384
2021-08-15,18.8384
2021-08-16,18.4746
2021-08-17,18.5057
2021-08-18,18.0172
2021-08-19,17.5598
2021-08-20,17.3831
2021-08-21,17.3831
2021-08-22,17.3831
2021-08-23,17.6222
2021-08-24,17.6741
2021-08-25,17.986
2021-08-26,17.6845
2021-08-27,18.6409
2021-08-28,18.6409
2021-08-29,18.6409
2021-08-30,18.7552
2021-08-31,18.9112
2021-09-01,19.2958
2021-09-02,20.4289
2021-09-03,20.9071
2021-09-04,20.9071
2021-09-05,20.9071
2021-09-06,20.9071
2021-09-07,20.8551
2021-09-08,21.5308
2021-09-09,21.6555
2021-09-10,21.4372
2021-09-11,21.4372
2021-09-12,21.4372
2021-09-13,22.1233
2021-09-14,21.7907
2021-09-15,23.1628
2021-09-16,22.5287
2021-09-17,22.5703
2021-09-18,22.5703
2021-09-19,22.5703
2021-09-20,22.5287
2021-09-21,22.1233
2021-09-22,22.5183
2021-09-23,22.9549
2021-09-24,23.5371
2021-09-25,23.5371
2021-09-26,23.5371
2021-09-27,25.3251
2021-09-28,25.0756
2021-09-29,25.8344
2021-09-30,19.6274
2021-10-01,38.8109
2021-10-02,38.8109
2021-10-03,38.8109
2021-10-04,39.6749
2021-10-05,39.4755
2021-10-06,38.5119
2021-10-07,38.4122
2021-10-08,38.8442
2021-10-09,38.8442
2021-10-10,38.8442
2021-10-11,37.5981
2021-10-12,37.4818
2021-10-13,36.5679
2021-10-14,36.3187
2021-10-15,35.6375
2021-10-16,35.6375
2021-10-17,35.6375
2021-10-18,35.7372
2021-10-19,36.5015
2021-10-20,37.4153
2021-10-21,36.3686
2021-10-22,37.2159
2021-10-23,37.2159
2021-10-24,37.2159
2021-10-25,39.326
2021-10-26,39.1765
2021-10-27,38.5783
2021-10-28,38.1962
2021-10-29,37.2658
2021-10-30,37.2658
2021-10-31,37.2658
2021-11-01,37.7144
2021-11-02,37.4818
2021-11-03,38.5951
2021-11-04,38.0295
2021-11-05,37.7466
2021-11-06,37.7466
2021-11-07,37.7466
2021-11-08,37.8797
2021-11-09,37.3806
2021-11-10,35.5671
2021-11-11,36.5321
2021-11-12,36.1161
2021-11-13,36.1161
2021-11-14,36.1161
2021-11-15,36.4822
2021-11-16,36.7484
2021-11-17,36.1328
2021-11-18,36.399
2021-11-19,35.1012
2021-11-20,35.1012
2021-11-21,35.1012
2021-11-22,36.7151
2021-11-23,36.7816
2021-11-24,36.9314
2021-11-25,36.9314
2021-11-26,36.7816
2021-11-27,36.7816
2021-11-28,36.7816
2021-11-29,36.5154
2021-11-30,35.251
2021-12-01,34.6853
2021-12-02,35.5005
2021-12-03,35.4839
2021-12-04,35.4839
2021-12-05,35.4839
2021-12-06,34.5189
2021-12-07,35.3175
2021-12-08,36.3657
2021-12-09,36.4822
2021-12-10,36.6319
2021-12-11,36.6319
2021-12-12,36.6319
2021-12-13,35.8832
2021-12-14,35.2676
2021-12-15,35.7335
2021-12-16,35.251
2021-12-17,34.5522
2021-12-18,34.5522
2021-12-19,34.5522
2021-12-20,34.1529
2021-12-21,34.5189
2021-12-22,34.7019
2021-12-23,34.103
2021-12-24,34.103
2021-12-25,34.103
2021-12-26,34.103
2021-12-27,34.9681
2021-12-28,35.0513
2021-12-29,35.1345
2021-12-30,34.3692
2021-12-31,11.46
2022-01-01,11.46
2022-01-02,11.46
2022-01-03,11.7564
2022-01-04,12.4634
2022-01-05,12.3334
2022-01-06,12.219
2022-01-07,12.7857
2022-01-08,12.7857
2022-01-09,12.7857
2022-01-10,12.6869
2022-01-11,12.6297
2022-01-12,13.3003
2022-01-13,12.9364
2022-01-14,13.1236
2022-01-15,13.1236
2022-01-16,13.1236
2022-01-17,13.1236
2022-01-18,12.926
2022-01-19,12.4374
2022-01-20,11.9955
2022-01-21,11.6316
2022-01-22,11.6316
2022-01-23,11.6316
2022-01-24,11.7356
2022-01-25,12.1619
2022-01-26,12.1203
2022-01-27,12.4946
2022-01-28,12.8273
2022-01-29,12.8273
2022-01-30,12.8273
2022-01-31,12.9676
2022-02-01,13.1184
2022-02-02,13.4979
2022-02-03,13.5135
2022-02-04,13.7578
2022-02-05,13.7578
2022-02-06,13.7578
2022-02-07,13.6435
2022-02-08,13.2224
2022-02-09,13.3991
2022-02-10,13.5343
2022-02-11,14.1165
2022-02-12,14.1165
2022-02-13,14.1165
2022-02-14,13.659
2022-02-15,13.4979
2022-02-16,13.4719
2022-02-17,13.4303
2022-02-18,13.3263
2022-02-19,13.3263
2022-02-20,13.3263
2022-02-21,13.3263
2022-02-22,13.3107
2022-02-23,13.6486
2022-02-24,13.1444
2022-02-25,13.3887
2022-02-26,13.3887
2022-02-27,13.3887
2022-02-28,13.711
2022-03-01,14.2465
2022-03-02,14.9305
2022-03-03,14.8473
2022-03-04,15.1592
2022-03-05,15.1592
2022-03-06,15.1592
2022-03-07,15.622
2022-03-08,15.1072
2022-03-09,14.8213
2022-03-10,15.2736
2022-03-11,14.9097
2022-03-12,14.9097
2022-03-13,14.9097
2022-03-14,13.6097
2022-03-15,13.7657
2022-03-16,13.7865
2022-03-17,14.4469
2022-03-18,14.5041
2022-03-19,14.5041
2022-03-20,14.5041
2022-03-21,14.6828
2022-03-22,14.8382
2022-03-23,15.1543
2022-03-24,15.5896
2022-03-25,16.5638
2022-03-26,16.5638
2022-03-27,16.5638
2022-03-28,16.1389
2022-03-29,15.7814
2022-03-30,15.6259
2022-03-31,10.9041
2022-04-01,10.9523
2022-04-02,10.9523
2022-04-03,10.9523
2022-04-04,10.7596
2022-04-05,10.6855
2022-04-06,10.7263
2022-04-07,10.8374
2022-04-08,11.5636
2022-04-09,11.5636
2022-04-10,11.5636
2022-04-11,11.4635
2022-04-12,11.4228
2022-04-13,11.7043
2022-04-14,11.8118
2022-04-15,11.8118
2022-04-16,11.8118
2022-04-17,11.8118
2022-04-18,12.3119
2022-04-19,12.2008
2022-04-20,12.3712
2022-04-21,12.0155
2022-04-22,11.6414
2022-04-23,11.6414
2022-04-24,11.6414
2022-04-25,11.5302
2022-04-26,11.4895
2022-04-27,11.6006
2022-04-28,11.7118
2022-04-29,11.5784
2022-04-30,11.5784
2022-05-01,11.5784
2022-05-02,11.6265
2022-05-03,12.5668
2022-05-04,12.9754
2022-05-05,12.6441
2022-05-06,12.8945
2022-05-07,12.8945
2022-05-08,12.8945
2022-05-09,11.7054
2022-05-10,11.8159
2022-05-11,11.8011
2022-05-12,11.6134
2022-05-13,11.8748
2022-05-14,11.8748
2022-05-15,11.8748
2022-05-16,12.1619
2022-05-17,12.3423
2022-05-18,12.2098
2022-05-19,12.1104
2022-05-20,12.2098
2022-05-21,12.2098
2022-05-22,12.2098
2022-05-23,12.8282
2022-05-24,12.9129
2022-05-25,13.4061
2022-05-26,13.6675
2022-05-27,13.9878
2022-05-28,13.9878
2022-05-29,13.9878
2022-05-30,13.9878
2022-05-31,13.5497
2022-06-01,13.8663
2022-06-02,13.789
2022-06-03,13.8626
2022-06-04,13.8626
2022-06-05,13.8626
2022-06-06,14.146
2022-06-07,14.2049
2022-06-08,14.0835
2022-06-09,13.7816
2022-06-10,13.5423
2022-06-11,13.5423
2022-06-12,13.5423
2022-06-13,12.8981
2022-06-14,12.3644
2022-06-15,12.2024
2022-06-16,11.4514
2022-06-17,10.6821
2022-06-18,10.6821
2022-06-19,10.6821
2022-06-20,10.6821
2022-06-21,11.0612
2022-06-22,10.8625
2022-06-23,10.4465
2022-06-24,10.6121
2022-06-25,10.6121
2022-06-26,10.6121
2022-06-27,10.8625
2022-06-28,11.1054
2022-06-29,10.7447
2022-06-30,6.1842
2022-07-01,6.3004
2022-07-02,6.3004
2022-07-03,6.3004
2022-07-04,6.3004
2022-07-05,6.1433
2022-07-06,6.0831
2022-07-07,6.3112
2022-07-08,6.2961
2022-07-09,6.2961
2022-07-10,6.2961
2022-07-11,6.3134
2022-07-12,6.3026
2022-07-13,6.4748
2022-07-14,6.2961
2022-07-15,6.4274
2022-07-16,6.4274
2022-07-17,6.4274
2022-07-18,6.535
2022-07-19,6.69
2022-07-20,6.8557
2022-07-21,6.6728
2022-07-22,6.5975
2022-07-23,6.5975
2022-07-24,6.5975
2022-07-25,6.8514
2022-07-26,6.9719
2022-07-27,7.1032
2022-07-28,7.0516
2022-07-29,7.2173
2022-07-30,7.2173
2022-07-31,7.2173
2022-08-01,6.9978
2022-08-02,6.9569
2022-08-03,6.728
2022-08-04,6.4539
2022-08-05,6.5686
2022-08-06,6.5686
2022-08-07,6.5686
2022-08-08,6.5453
2022-08-09,6.6111
2022-08-10,6.6536
2022-08-11,6.8661
2022-08-12,6.7238
2022-08-13,6.7238
2022-08-14,6.7238
2022-08-15,6.6579
2022-08-16,6.8343
2022-08-17,6.8704
2022-08-18,7.1318
2022-08-19,7.0723
2022-08-20,7.0723
2022-08-21,7.0723
2022-08-22,7.1318
2022-08-23,7.0744
2022-08-24,7.2784
2022-08-25,7.2763
2022-08-26,7.1934
2022-08-27,7.1934
2022-08-28,7.1934
2022-08-29,7.3294
2022-08-30,7.0935
2022-08-31,7.2019
2022-09-01,7.0574
2022-09-02,7.0319
2022-09-03,7.0319
2022-09-04,7.0319
2022-09-05,7.0319
2022-09-06,6.83
2022-09-07,6.8173
2022-09-08,6.8215
2022-09-09,6.9596
2022-09-10,6.9596
2022-09-11,6.9596
2022-09-12,7.1551
2022-09-13,7.0213
2022-09-14,7.4824
2022-09-15,7.1721
2022-09-16,6.7408
2022-09-17,6.7408
2022-09-18,6.7408
2022-09-19,6.7833
2022-09-20,6.779
2022-09-21,6.728
2022-09-22,6.592
2022-09-23,6.235
2022-09-24,6.235
2022-09-25,6.235
2022-09-26,6.014
2022-09-27,6.0544
2022-09-28,6.2988
2022-09-29,6.1521
2022-09-30,4.4052
2022-10-01,4.4052
2022-10-02,4.4052
2022-10-03,4.5966
2022-10-04,4.785
2022-10-05,4.8174
2022-10-06,4.8282
2022-10-07,4.8807
2022-10-08,4.8807
2022-10-09,4.8807
2022-10-10,4.768
2022-10-11,4.819
2022-10-12,4.9734
2022-10-13,5.0753
2022-10-14,4.7603
2022-10-15,4.7603
2022-10-16,4.7603
2022-10-17,4.8375
2022-10-18,4.9178
2022-10-19,5.0228
2022-10-20,4.9564
2022-10-21,4.9533
2022-10-22,4.9533
2022-10-23,4.9533
2022-10-24,5.0475
2022-10-25,5.0274
2022-10-26,5.0459
2022-10-27,5.0259
2022-10-28,5.0197
2022-10-29,5.0197
2022-10-30,5.0197
2022-10-31,5.1787
2022-11-01,5.12
2022-11-02,5.1092
2022-11-03,5.0984
2022-11-04,4.799
2022-11-05,4.799
2022-11-06,4.799
2022-11-07,4.8878
2022-11-08,4.8296
2022-11-09,4.4639
2022-11-10,4.5848
2022-11-11,4.7256
2022-11-12,4.7256
2022-11-13,4.7256
2022-11-14,4.6766
2022-11-15,4.6276
2022-11-16,4.415
2022-11-17,4.4731
2022-11-18,4.4425
2022-11-19,4.4425
2022-11-20,4.4425
2022-11-21,4.4088
2022-11-22,4.5802
2022-11-23,4.5863
2022-11-24,4.5863
2022-11-25,4.597
2022-11-26,4.597
2022-11-27,4.597
2022-11-28,4.5267
2022-11-29,4.6674
2022-11-30,4.643
2022-12-01,4.5695
2022-12-02,4.5435
2022-12-03,4.5435
2022-12-04,4.5435
2022-12-05,4.3813
2022-12-06,4.3201
2022-12-07,4.2711
2022-12-08,4.19
2022-12-09,4.1181
2022-12-10,4.1181
2022-12-11,4.1181
2022-12-12,4.1747
2022-12-13,4.1824
2022-12-14,4.1518
2022-12-15,4.2482
2022-12-16,4.1579
2022-12-17,4.1579
2022-12-18,4.1579
2022-12-19,4.0921
2022-12-20,4.1181
2022-12-21,4.2084
2022-12-22,4.1227
2022-12-23,4.2283
2022-12-24,4.2283
2022-12-25,4.2283
2022-12-26,4.2283
2022-12-27,4.2864
2022-12-28,4.1013
2022-12-29,4.1242
2022-12-30,4.0909
2022-12-31,4.0909
2023-01-01,4.0909
2023-01-02,4.0909
2023-01-03,3.8851
2023-01-04,4.0016
2023-01-05,3.9547
2023-01-06,4.044
2023-01-07,4.044
2023-01-08,4.044
2023-01-09,4.1242
2023-01-10,4.1681
2023-01-11,4.1091
2023-01-12,4.215
2023-01-13,4.1712
2023-01-14,4.1712
2023-01-15,4.1712
2023-01-16,4.1712
2023-01-17,4.2075
2023-01-18,4.1076
2023-01-19,4.2014
2023-01-20,4.2499
2023-01-21,4.2499
2023-01-22,4.2499
2023-01-23,4.2741
2023-01-24,4.1863
2023-01-25,4.1712
2023-01-26,4.1954
2023-01-27,4.206
2023-01-28,4.206
2023-01-29,4.206
2023-01-30,4.1046
2023-01-31,4.1606
2023-02-01,4.0864
2023-02-02,4.1151
2023-02-03,4.044
2023-02-04,4.044
2023-02-05,4.044
2023-02-06,3.9759
2023-02-07,4.044
2023-02-08,4.0274
2023-02-09,4.0591
2023-02-10,4.1666
2023-02-11,4.1666
2023-02-12,4.1666
2023-02-13,4.1575
2023-02-14,4.2393
2023-02-15,4.1439
2023-02-16,4.097
2023-02-17,3.9138
2023-02-18,3.9138
2023-02-19,3.9138
2023-02-20,3.9138
2023-02-21,3.8533
2023-02-22,3.8926
2023-02-23,4.1061
2023-02-24,4.2408
2023-02-25,4.2408
2023-02-26,4.2408
2023-02-27,4.1151
2023-02-28,4.0546
2023-03-01,4.0944
2023-03-02,4.1785
2023-03-03,4.2567
2023-03-04,4.2567
2023-03-05,4.2567
2023-03-06,4.1564
2023-03-07,4.1873
2023-03-08,4.0812
2023-03-09,4.0753
2023-03-10,3.9986
2023-03-11,3.9986
2023-03-12,3.9986
2023-03-13,3.9809
2023-03-14,4.0428
2023-03-15,3.7316
2023-03-16,3.8393
2023-03-17,3.7921
