,NVR US Equity
2021-12-10,12.2619
2021-12-11,12.2619
2021-12-12,12.2619
2021-12-13,11.9348
2021-12-14,12.0356
2021-12-15,12.2
2021-12-16,11.8791
2021-12-17,11.6093
2021-12-18,11.6093
2021-12-19,11.6093
2021-12-20,11.535
2021-12-21,11.85
2021-12-22,11.9948
2021-12-23,11.9321
2021-12-24,11.9321
2021-12-25,11.9321
2021-12-26,11.9321
2021-12-27,12.0094
2021-12-28,12.1173
2021-12-29,12.3134
2021-12-30,12.1971
2021-12-31,11.9871
2022-01-01,11.9871
2022-01-02,11.9871
2022-01-03,11.6636
2022-01-04,11.7971
2022-01-05,11.6041
2022-01-06,11.5226
2022-01-07,10.9858
2022-01-08,10.9858
2022-01-09,10.9858
2022-01-10,11.1488
2022-01-11,11.2598
2022-01-12,11.2588
2022-01-13,11.5251
2022-01-14,11.5805
2022-01-15,11.5805
2022-01-16,11.5805
2022-01-17,11.5805
2022-01-18,11.1093
2022-01-19,10.8071
2022-01-20,10.4508
2022-01-21,10.381
2022-01-22,10.381
2022-01-23,10.381
2022-01-24,10.6626
2022-01-25,10.3706
2022-01-26,10.1607
2022-01-27,10.1707
2022-01-28,10.4918
2022-01-29,10.4918
2022-01-30,10.4918
2022-01-31,10.748
2022-02-01,10.829
2022-02-02,10.9841
2022-02-03,10.8526
2022-02-04,10.5229
2022-02-05,10.5229
2022-02-06,10.5229
2022-02-07,10.5488
2022-02-08,10.5746
2022-02-09,10.6787
2022-02-10,10.2939
2022-02-11,10.022
2022-02-12,10.022
2022-02-13,10.022
2022-02-14,9.8964
2022-02-15,10.074
2022-02-16,9.9788
2022-02-17,9.7477
2022-02-18,9.7367
2022-02-19,9.7367
2022-02-20,9.7367
2022-02-21,9.7367
2022-02-22,9.3162
2022-02-23,8.993
2022-02-24,9.2803
2022-02-25,9.5742
2022-02-26,9.5742
2022-02-27,9.5742
2022-02-28,9.6589
2022-03-01,9.5518
2022-03-02,9.7706
2022-03-03,9.5988
2022-03-04,9.579
2022-03-05,9.579
2022-03-06,9.579
2022-03-07,9.1384
2022-03-08,9.0175
2022-03-09,9.3604
2022-03-10,9.2826
2022-03-11,9.2329
2022-03-12,9.2329
2022-03-13,9.2329
2022-03-14,8.9628
2022-03-15,9.3593
2022-03-16,9.4437
2022-03-17,9.5896
2022-03-18,9.7216
2022-03-19,9.7216
2022-03-20,9.7216
2022-03-21,9.523
2022-03-22,9.5428
2022-03-23,9.317
2022-03-24,9.1406
2022-03-25,8.9935
2022-03-26,8.9935
2022-03-27,8.9935
2022-03-28,8.9326
2022-03-29,9.1595
2022-03-30,9.0017
2022-03-31,7.6477
2022-04-01,7.7618
2022-04-02,7.7618
2022-04-03,7.7618
2022-04-04,7.7921
2022-04-05,7.5117
2022-04-06,7.4544
2022-04-07,7.3933
2022-04-08,7.3392
2022-04-09,7.3392
2022-04-10,7.3392
2022-04-11,7.394
2022-04-12,7.4426
2022-04-13,7.5636
2022-04-14,7.4131
2022-04-15,7.4131
2022-04-16,7.4131
2022-04-17,7.4131
2022-04-18,7.3868
2022-04-19,7.6074
2022-04-20,7.649
2022-04-21,7.5489
2022-04-22,7.3196
2022-04-23,7.3196
2022-04-24,7.3196
2022-04-25,7.4449
2022-04-26,7.555
2022-04-27,7.353
2022-04-28,7.5854
2022-04-29,7.3808
2022-04-30,7.3808
2022-05-01,7.3808
2022-05-02,7.4798
2022-05-03,7.4955
2022-05-04,7.8605
2022-05-05,7.444
2022-05-06,7.3911
2022-05-07,7.3911
2022-05-08,7.3911
2022-05-09,7.3119
2022-05-10,7.1448
2022-05-11,6.8604
2022-05-12,7.0987
2022-05-13,7.1785
2022-05-14,7.1785
2022-05-15,7.1785
2022-05-16,7.0709
2022-05-17,7.3088
2022-05-18,6.9049
2022-05-19,6.9383
2022-05-20,7.1242
2022-05-21,7.1242
2022-05-22,7.1242
2022-05-23,7.0352
2022-05-24,6.7733
2022-05-25,6.9977
2022-05-26,7.2768
2022-05-27,7.4819
2022-05-28,7.4819
2022-05-29,7.4819
2022-05-30,7.4819
2022-05-31,7.4521
2022-06-01,7.3424
2022-06-02,7.4732
2022-06-03,7.4127
2022-06-04,7.4127
2022-06-05,7.4127
2022-06-06,7.3961
2022-06-07,7.3863
2022-06-08,7.2798
2022-06-09,7.2559
2022-06-10,6.9695
2022-06-11,6.9695
2022-06-12,6.9695
2022-06-13,6.5695
2022-06-14,6.5017
2022-06-15,6.51
2022-06-16,6.0922
2022-06-17,6.1444
2022-06-18,6.1444
2022-06-19,6.1444
2022-06-20,6.1444
2022-06-21,6.3248
2022-06-22,6.3672
2022-06-23,6.5657
2022-06-24,6.7537
2022-06-25,6.7537
2022-06-26,6.7537
2022-06-27,6.7481
2022-06-28,6.5823
2022-06-29,6.6078
2022-06-30,6.2032
2022-07-01,6.4684
2022-07-02,6.4684
2022-07-03,6.4684
2022-07-04,6.4684
2022-07-05,6.7906
2022-07-06,6.7575
2022-07-07,6.7872
2022-07-08,6.7935
2022-07-09,6.7935
2022-07-10,6.7935
2022-07-11,6.7964
2022-07-12,6.7809
2022-07-13,6.8206
2022-07-14,6.7785
2022-07-15,6.7816
2022-07-16,6.7816
2022-07-17,6.7816
2022-07-18,6.7825
2022-07-19,6.9343
2022-07-20,6.9084
2022-07-21,7.0863
2022-07-22,7.0861
2022-07-23,7.0861
2022-07-24,7.0861
2022-07-25,6.9448
2022-07-26,6.7643
2022-07-27,6.7844
2022-07-28,6.8123
2022-07-29,6.8175
2022-07-30,6.8175
2022-07-31,6.8175
2022-08-01,6.8598
2022-08-02,6.5824
2022-08-03,6.632
2022-08-04,6.7963
2022-08-05,6.7607
2022-08-06,6.7607
2022-08-07,6.7607
2022-08-08,6.7836
2022-08-09,6.4932
2022-08-10,6.8157
2022-08-11,6.8066
2022-08-12,6.9133
2022-08-13,6.9133
2022-08-14,6.9133
2022-08-15,6.837
2022-08-16,6.8977
2022-08-17,6.858
2022-08-18,6.8899
2022-08-19,6.6218
2022-08-20,6.6218
2022-08-21,6.6218
2022-08-22,6.5179
2022-08-23,6.5056
2022-08-24,6.6471
2022-08-25,6.7691
2022-08-26,6.5442
2022-08-27,6.5442
2022-08-28,6.5442
2022-08-29,6.5251
2022-08-30,6.4343
2022-08-31,6.4078
2022-09-01,6.3702
2022-09-02,6.3324
2022-09-03,6.3324
2022-09-04,6.3324
2022-09-05,6.3324
2022-09-06,6.2471
2022-09-07,6.3973
2022-09-08,6.4906
2022-09-09,6.6066
2022-09-10,6.6066
2022-09-11,6.6066
2022-09-12,6.6496
2022-09-13,6.2889
2022-09-14,6.2404
2022-09-15,6.1949
2022-09-16,6.3205
2022-09-17,6.3205
2022-09-18,6.3205
2022-09-19,6.3968
2022-09-20,6.3186
2022-09-21,6.2334
2022-09-22,6.1982
2022-09-23,6.2755
2022-09-24,6.2755
2022-09-25,6.2755
2022-09-26,6.105
2022-09-27,6.0507
2022-09-28,6.3403
2022-09-29,6.1622
2022-09-30,5.7583
2022-10-01,5.7583
2022-10-02,5.7583
2022-10-03,5.9823
2022-10-04,6.2699
2022-10-05,6.2274
2022-10-06,6.2553
2022-10-07,6.1693
2022-10-08,6.1693
2022-10-09,6.1693
2022-10-10,6.074
2022-10-11,6.0353
2022-10-12,5.7923
2022-10-13,5.835
2022-10-14,5.6951
2022-10-15,5.6951
2022-10-16,5.6951
2022-10-17,5.8314
2022-10-18,6.0247
2022-10-19,5.7442
2022-10-20,5.7161
2022-10-21,5.8497
2022-10-22,5.8497
2022-10-23,5.8497
2022-10-24,5.8503
2022-10-25,6.0633
2022-10-26,5.9239
2022-10-27,5.8854
2022-10-28,6.0592
2022-10-29,6.0592
2022-10-30,6.0592
2022-10-31,6.0028
2022-11-01,6.0201
2022-11-02,5.8407
2022-11-03,5.7415
2022-11-04,5.8577
2022-11-05,5.8577
2022-11-06,5.8577
2022-11-07,5.8206
2022-11-08,5.8098
2022-11-09,5.7234
2022-11-10,6.4068
2022-11-11,6.3497
2022-11-12,6.3497
2022-11-13,6.3497
2022-11-14,6.1456
2022-11-15,6.3789
2022-11-16,6.3191
2022-11-17,6.1998
2022-11-18,6.2021
2022-11-19,6.2021
2022-11-20,6.2021
2022-11-21,6.1157
2022-11-22,6.2948
2022-11-23,6.3635
2022-11-24,6.3635
2022-11-25,6.3606
2022-11-26,6.3606
2022-11-27,6.3606
2022-11-28,6.2803
2022-11-29,6.4489
2022-11-30,6.57
2022-12-01,6.7206
2022-12-02,6.6425
2022-12-03,6.6425
2022-12-04,6.6425
2022-12-05,6.5864
2022-12-06,6.5118
2022-12-07,6.6984
2022-12-08,6.6525
2022-12-09,6.5842
2022-12-10,6.5842
2022-12-11,6.5842
2022-12-12,6.6659
2022-12-13,6.7058
2022-12-14,6.7307
2022-12-15,6.8735
2022-12-16,6.834
2022-12-17,6.834
2022-12-18,6.834
2022-12-19,6.6389
2022-12-20,6.5648
2022-12-21,6.6685
2022-12-22,6.6237
2022-12-23,6.5789
2022-12-24,6.5789
2022-12-25,6.5789
2022-12-26,6.5789
2022-12-27,6.5921
2022-12-28,6.4581
2022-12-29,6.5835
2022-12-30,5.7987
2022-12-31,5.7987
2023-01-01,5.7987
2023-01-02,5.7987
2023-01-03,5.7661
2023-01-04,5.8851
2023-01-05,5.8365
2023-01-06,6.0569
2023-01-07,6.0569
2023-01-08,6.0569
2023-01-09,6.0097
2023-01-10,6.1013
2023-01-11,6.2218
2023-01-12,6.2491
2023-01-13,6.3307
2023-01-14,6.3307
2023-01-15,6.3307
2023-01-16,6.3307
2023-01-17,6.3272
2023-01-18,6.3404
2023-01-19,6.2419
2023-01-20,6.3753
2023-01-21,6.3753
2023-01-22,6.3753
2023-01-23,6.37
2023-01-24,6.3965
2023-01-25,6.4383
2023-01-26,6.4988
2023-01-27,6.5125
2023-01-28,6.5125
2023-01-29,6.5125
2023-01-30,6.3716
2023-01-31,6.7199
2023-02-01,6.8972
2023-02-02,6.9646
2023-02-03,6.7891
2023-02-04,6.7891
2023-02-05,6.7891
2023-02-06,6.603
2023-02-07,6.6248
2023-02-08,6.4132
2023-02-09,6.4633
2023-02-10,6.5025
2023-02-11,6.5025
2023-02-12,6.5025
2023-02-13,6.6743
2023-02-14,6.5613
2023-02-15,6.6881
2023-02-16,6.6297
2023-02-17,6.5986
2023-02-18,6.5986
2023-02-19,6.5986
2023-02-20,6.5986
2023-02-21,6.4847
2023-02-22,6.541
2023-02-23,6.6434
2023-02-24,6.6475
2023-02-25,6.6475
2023-02-26,6.6475
2023-02-27,6.6966
2023-02-28,6.7061
2023-03-01,6.6567
2023-03-02,6.7685
2023-03-03,6.8108
2023-03-04,6.8108
2023-03-05,6.8108
2023-03-06,6.8078
2023-03-07,6.8903
2023-03-08,6.9385
2023-03-09,6.8977
2023-03-10,6.7942
2023-03-11,6.7942
2023-03-12,6.7942
2023-03-13,6.8387
2023-03-14,6.9883
2023-03-15,6.9188
2023-03-16,7.1399
