,GATX US Equity
2020-05-23,25.5415
2020-05-24,25.5415
2020-05-25,25.5415
2020-05-26,25.5878
2020-05-27,26.1233
2020-05-28,25.8867
2020-05-29,25.6464
2020-05-30,25.6464
2020-05-31,25.6464
2020-06-01,25.5427
2020-06-02,25.6659
2020-06-03,25.9294
2020-06-04,26.1575
2020-06-05,26.3819
2020-06-06,26.3819
2020-06-07,26.3819
2020-06-08,26.4088
2020-06-09,26.2636
2020-06-10,25.9672
2020-06-11,25.2304
2020-06-12,25.4561
2020-06-13,25.4561
2020-06-14,25.4561
2020-06-15,25.5134
2020-06-16,25.7305
2020-06-17,25.6195
2020-06-18,25.5854
2020-06-19,25.4768
2020-06-20,25.4768
2020-06-21,25.4768
2020-06-22,25.4853
2020-06-23,25.5073
2020-06-24,25.2304
2020-06-25,25.3304
2020-06-26,24.9559
2020-06-27,24.9559
2020-06-28,24.9559
2020-06-29,25.3817
2020-06-30,24.9835
2020-07-01,24.6196
2020-07-02,24.7573
2020-07-03,24.7573
2020-07-04,24.7573
2020-07-05,24.7573
2020-07-06,25.0093
2020-07-07,24.6626
2020-07-08,24.7265
2020-07-09,24.5888
2020-07-10,24.8716
2020-07-11,24.8716
2020-07-12,24.8716
2020-07-13,24.8667
2020-07-14,25.008
2020-07-15,25.4162
2020-07-16,25.533
2020-07-17,25.2674
2020-07-18,25.2674
2020-07-19,25.2674
2020-07-20,25.1691
2020-07-21,25.099
2020-07-22,25.2121
2020-07-23,25.2527
2020-07-24,25.2158
2020-07-25,25.2158
2020-07-26,25.2158
2020-07-27,25.1592
2020-07-28,25.0634
2020-07-29,25.1199
2020-07-30,24.9613
2020-07-31,24.9847
2020-08-01,24.9847
2020-08-02,24.9847
2020-08-03,24.9864
2020-08-04,25.0962
2020-08-05,25.3107
2020-08-06,25.3809
2020-08-07,25.4771
2020-08-08,25.4771
2020-08-09,25.4771
2020-08-10,25.6953
2020-08-11,25.805
2020-08-12,25.6978
2020-08-13,25.5856
2020-08-14,25.7434
2020-08-15,25.7434
2020-08-16,25.7434
2020-08-17,25.6361
2020-08-18,25.3982
2020-08-19,25.5412
2020-08-20,25.5092
2020-08-21,25.4524
2020-08-22,25.4524
2020-08-23,25.4524
2020-08-24,25.5844
2020-08-25,25.6238
2020-08-26,25.6435
2020-08-27,25.8223
2020-08-28,25.895
2020-08-29,25.895
2020-08-30,25.895
2020-08-31,25.7323
2020-09-01,25.8704
2020-09-02,25.8285
2020-09-03,25.6855
2020-09-04,25.6892
2020-09-05,25.6892
2020-09-06,25.6892
2020-09-07,25.6892
2020-09-08,25.3797
2020-09-09,25.3526
2020-09-10,25.2096
2020-09-11,25.249
2020-09-12,25.249
2020-09-13,25.249
2020-09-14,25.3551
2020-09-15,25.3612
2020-09-16,25.4635
2020-09-17,25.609
2020-09-18,25.5659
2020-09-19,25.5659
2020-09-20,25.5659
2020-09-21,25.1455
2020-09-22,25.27
2020-09-23,25.1689
2020-09-24,25.2022
2020-09-25,25.2379
2020-09-26,25.2379
2020-09-27,25.2379
2020-09-28,25.3945
2020-09-29,25.3329
2020-09-30,26.6956
2020-10-01,26.7338
2020-10-02,26.9108
2020-10-03,26.9108
2020-10-04,26.9108
2020-10-05,27.0968
2020-10-06,27.056
2020-10-07,27.2726
2020-10-08,27.3261
2020-10-09,27.214
2020-10-10,27.214
2020-10-11,27.214
2020-10-12,27.2853
2020-10-13,27.0637
2020-10-14,27.2382
2020-10-15,27.321
2020-10-16,27.3579
2020-10-17,27.3579
2020-10-18,27.3579
2020-10-19,27.2802
2020-10-20,27.4139
2020-10-21,27.2382
2020-10-22,27.3948
2020-10-23,27.4471
2020-10-24,27.4471
2020-10-25,27.4471
2020-10-26,27.3222
2020-10-27,27.3031
2020-10-28,26.9822
2020-10-29,27.2076
2020-10-30,27.2726
2020-10-31,27.2726
2020-11-01,27.2726
2020-11-02,27.5362
2020-11-03,27.9221
2020-11-04,27.4534
2020-11-05,27.8024
2020-11-06,27.7413
2020-11-07,27.7413
2020-11-08,27.7413
2020-11-09,28.4239
2020-11-10,28.7424
2020-11-11,28.7143
2020-11-12,28.4367
2020-11-13,28.6175
2020-11-14,28.6175
2020-11-15,28.6175
2020-11-16,28.9818
2020-11-17,28.8226
2020-11-18,28.7271
2020-11-19,28.7755
2020-11-20,28.7131
2020-11-21,28.7131
2020-11-22,28.7131
2020-11-23,29.0977
2020-11-24,29.2098
2020-11-25,28.9258
2020-11-26,28.9258
2020-11-27,28.9334
2020-11-28,28.9334
2020-11-29,28.9334
2020-11-30,28.7347
2020-12-01,28.7729
2020-12-02,28.9742
2020-12-03,28.9856
2020-12-04,29.3805
2020-12-05,29.3805
2020-12-06,29.3805
2020-12-07,29.5817
2020-12-08,29.5995
2020-12-09,29.5193
2020-12-10,29.4289
2020-12-11,29.4021
2020-12-12,29.4021
2020-12-13,29.4021
2020-12-14,29.1716
2020-12-15,29.2544
2020-12-16,29.1716
2020-12-17,29.1588
2020-12-18,29.1117
2020-12-19,29.1117
2020-12-20,29.1117
2020-12-21,29.1639
2020-12-22,29.1729
2020-12-23,29.29
2020-12-24,29.3206
2020-12-25,29.3206
2020-12-26,29.3206
2020-12-27,29.3206
2020-12-28,29.369
2020-12-29,29.1996
2020-12-30,29.2977
2020-12-31,29.1168
2021-01-01,29.1168
2021-01-02,29.1168
2021-01-03,29.1168
2021-01-04,29.0045
2021-01-05,29.1107
2021-01-06,29.5657
2021-01-07,29.6645
2021-01-08,29.6413
2021-01-09,29.6413
2021-01-10,29.6413
2021-01-11,29.7121
2021-01-12,29.9561
2021-01-13,29.6914
2021-01-14,29.8158
2021-01-15,29.8963
2021-01-16,29.8963
2021-01-17,29.8963
2021-01-18,29.8963
2021-01-19,29.9744
2021-01-20,29.8621
2021-01-21,29.6657
2021-01-22,29.706
2021-01-23,29.706
2021-01-24,29.706
2021-01-25,29.8658
2021-01-26,29.8146
2021-01-27,30.1196
2021-01-28,29.7499
2021-01-29,30.2903
2021-01-30,30.2903
2021-01-31,30.2903
2021-02-01,30.2537
2021-02-02,30.2428
2021-02-03,30.2171
2021-02-04,30.3867
2021-02-05,30.6344
2021-02-06,30.6344
2021-02-07,30.6344
2021-02-08,30.8991
2021-02-09,30.8796
2021-02-10,30.7747
2021-02-11,30.8186
2021-02-12,31.0382
2021-02-13,31.0382
2021-02-14,31.0382
2021-02-15,31.0382
2021-02-16,30.9845
2021-02-17,30.7344
2021-02-18,30.7521
2021-02-19,31.1326
2021-02-20,31.1326
2021-02-21,31.1326
2021-02-22,31.0861
2021-02-23,31.0372
2021-02-24,31.1167
2021-02-25,30.7228
2021-02-26,30.6445
2021-02-27,30.6445
2021-02-28,30.6445
2021-03-01,31.0066
2021-03-02,30.7484
2021-03-03,30.79
2021-03-04,30.6628
2021-03-05,30.8953
2021-03-06,30.8953
2021-03-07,30.8953
2021-03-08,30.9393
2021-03-09,30.779
2021-03-10,30.943
2021-03-11,31.1301
2021-03-12,31.4191
2021-03-13,31.4191
2021-03-14,31.4191
2021-03-15,31.0801
2021-03-16,30.9555
2021-03-17,30.7521
2021-03-18,30.1492
2021-03-19,29.8743
2021-03-20,29.8743
2021-03-21,29.8743
2021-03-22,29.8706
2021-03-23,29.7337
2021-03-24,29.9631
2021-03-25,30.1122
2021-03-26,30.4488
2021-03-27,30.4488
2021-03-28,30.4488
2021-03-29,30.1702
2021-03-30,30.3946
2021-03-31,31.1743
2021-04-01,31.3487
2021-04-02,31.3487
2021-04-03,31.3487
2021-04-04,31.3487
2021-04-05,31.4731
2021-04-06,31.4572
2021-04-07,31.3158
2021-04-08,31.3109
2021-04-09,31.3268
2021-04-10,31.3268
2021-04-11,31.3268
2021-04-12,31.534
2021-04-13,31.3158
2021-04-14,31.5353
2021-04-15,31.5974
2021-04-16,31.5572
2021-04-17,31.5572
2021-04-18,31.5572
2021-04-19,31.5328
2021-04-20,31.1158
2021-04-21,31.4145
2021-04-22,31.3304
2021-04-23,31.6072
2021-04-24,31.6072
2021-04-25,31.6072
2021-04-26,31.6938
2021-04-27,31.6901
2021-04-28,31.762
2021-04-29,31.8084
2021-04-30,31.7898
2021-05-01,31.7898
2021-05-02,31.7898
2021-05-03,31.846
2021-05-04,31.9717
2021-05-05,32.0974
2021-05-06,32.2389
2021-05-07,32.5159
2021-05-08,32.5159
2021-05-09,32.5159
2021-05-10,32.6038
2021-05-11,32.5269
2021-05-12,32.0193
2021-05-13,32.0864
2021-05-14,32.2499
2021-05-15,32.2499
2021-05-16,32.2499
2021-05-17,32.0278
2021-05-18,31.6995
2021-05-19,31.6117
2021-05-20,31.6922
2021-05-21,31.8033
2021-05-22,31.8033
2021-05-23,31.8033
2021-05-24,31.9558
2021-05-25,31.7447
2021-05-26,31.7252
2021-05-27,31.8826
2021-05-28,31.9058
2021-05-29,31.9058
2021-05-30,31.9058
2021-05-31,31.9058
2021-06-01,32.09
2021-06-02,32.0071
2021-06-03,31.7703
2021-06-04,31.652
2021-06-05,31.652
2021-06-06,31.652
2021-06-07,31.5873
2021-06-08,31.6446
2021-06-09,31.6434
2021-06-10,31.7105
2021-06-11,31.7398
2021-06-12,31.7398
2021-06-13,31.7398
2021-06-14,31.5226
2021-06-15,31.6446
2021-06-16,31.5604
2021-06-17,30.9113
2021-06-18,30.5867
2021-06-19,30.5867
2021-06-20,30.5867
2021-06-21,30.9405
2021-06-22,30.921
2021-06-23,30.8026
2021-06-24,31.126
2021-06-25,30.91
2021-06-26,30.91
2021-06-27,30.91
2021-06-28,30.7038
2021-06-29,30.439
2021-06-30,30.0008
2021-07-01,30.0391
2021-07-02,29.9218
2021-07-03,29.9218
2021-07-04,29.9218
2021-07-05,29.9218
2021-07-06,29.7879
2021-07-07,29.8142
2021-07-08,29.6778
2021-07-09,29.8883
2021-07-10,29.8883
2021-07-11,29.8883
2021-07-12,29.9613
2021-07-13,29.8812
2021-07-14,29.8848
2021-07-15,29.9446
2021-07-16,30.0044
2021-07-17,30.0044
2021-07-18,30.0044
2021-07-19,29.7053
2021-07-20,30.2915
2021-07-21,30.3238
2021-07-22,30.0654
2021-07-23,30.1803
2021-07-24,30.1803
2021-07-25,30.1803
2021-07-26,30.3011
2021-07-27,30.2329
2021-07-28,30.27
2021-07-29,30.4231
2021-07-30,30.4842
2021-07-31,30.4842
2021-08-01,30.4842
2021-08-02,30.2299
2021-08-03,30.4326
2021-08-04,30.1123
2021-08-05,30.2407
2021-08-06,30.549
2021-08-07,30.549
2021-08-08,30.549
2021-08-09,30.333
2021-08-10,30.5106
2021-08-11,30.7913
2021-08-12,30.6894
2021-08-13,30.6882
2021-08-14,30.6882
2021-08-15,30.6882
2021-08-16,30.6162
2021-08-17,30.4266
2021-08-18,29.9239
2021-08-19,29.7104
2021-08-20,29.7872
2021-08-21,29.7872
2021-08-22,29.7872
2021-08-23,29.8291
2021-08-24,29.9371
2021-08-25,30.1243
2021-08-26,30.1015
2021-08-27,30.4338
2021-08-28,30.4338
2021-08-29,30.4338
2021-08-30,30.4458
2021-08-31,30.4158
2021-09-01,30.3894
2021-09-02,30.3066
2021-09-03,30.2635
2021-09-04,30.2635
2021-09-05,30.2635
2021-09-06,30.2635
2021-09-07,30.0835
2021-09-08,30.0367
2021-09-09,30.0763
2021-09-10,30.0199
2021-09-11,30.0199
2021-09-12,30.0199
2021-09-13,30.0979
2021-09-14,29.78
2021-09-15,29.9335
2021-09-16,29.8411
2021-09-17,29.7908
2021-09-18,29.7908
2021-09-19,29.7908
2021-09-20,29.7128
2021-09-21,29.5952
2021-09-22,29.7452
2021-09-23,29.9191
2021-09-24,30.0067
2021-09-25,30.0067
2021-09-26,30.0067
2021-09-27,30.2563
2021-09-28,30.1267
2021-09-29,30.3234
2021-09-30,30.0839
2021-10-01,30.3319
2021-10-02,30.3319
2021-10-03,30.3319
2021-10-04,30.4369
2021-10-05,30.3343
2021-10-06,30.3928
2021-10-07,30.456
2021-10-08,30.3272
2021-10-09,30.3272
2021-10-10,30.3272
2021-10-11,30.3773
2021-10-12,30.4333
2021-10-13,30.4309
2021-10-14,30.6217
2021-10-15,30.8268
2021-10-16,30.8268
2021-10-17,30.8268
2021-10-18,30.8793
2021-10-19,30.8733
2021-10-20,31.1428
2021-10-21,30.8125
2021-10-22,30.5836
2021-10-23,30.5836
2021-10-24,30.5836
2021-10-25,30.791
2021-10-26,30.8507
2021-10-27,30.5287
2021-10-28,30.7958
2021-10-29,30.7147
2021-10-30,30.7147
2021-10-31,30.7147
2021-11-01,30.9389
2021-11-02,31.0021
2021-11-03,31.2251
2021-11-04,31.3432
2021-11-05,31.8452
2021-11-06,31.8452
2021-11-07,31.8452
2021-11-08,32.0217
2021-11-09,31.875
2021-11-10,31.875
2021-11-11,31.8941
2021-11-12,31.8726
2021-11-13,31.8726
2021-11-14,31.8726
2021-11-15,31.6162
2021-11-16,31.5077
2021-11-17,31.5244
2021-11-18,31.5852
2021-11-19,31.5614
2021-11-20,31.5614
2021-11-21,31.5614
2021-11-22,31.8559
2021-11-23,31.9788
2021-11-24,31.838
2021-11-25,31.838
2021-11-26,31.5518
2021-11-27,31.5518
2021-11-28,31.5518
2021-11-29,31.4827
2021-11-30,31.15
2021-12-01,30.9175
2021-12-02,31.3324
2021-12-03,31.4254
2021-12-04,31.4254
2021-12-05,31.4254
2021-12-06,31.9954
2021-12-07,32.0944
2021-12-08,32.0086
2021-12-09,31.869
2021-12-10,31.8273
2021-12-11,31.8273
2021-12-12,31.8273
2021-12-13,31.6508
2021-12-14,31.4946
2021-12-15,31.6246
2021-12-16,31.6007
2021-12-17,31.3956
2021-12-18,31.3956
2021-12-19,31.3956
2021-12-20,31.3503
2021-12-21,31.6616
2021-12-22,31.6639
2021-12-23,31.6949
2021-12-24,31.6949
2021-12-25,31.6949
2021-12-26,31.6949
2021-12-27,31.7259
2021-12-28,31.6938
2021-12-29,31.7796
2021-12-30,31.6997
2021-12-31,32.1581
2022-01-01,32.1581
2022-01-02,32.1581
2022-01-03,32.1246
2022-01-04,32.3004
2022-01-05,32.2406
2022-01-06,32.292
2022-01-07,32.0039
2022-01-08,32.0039
2022-01-09,32.0039
2022-01-10,31.8401
2022-01-11,31.7731
2022-01-12,31.7432
2022-01-13,31.846
2022-01-14,31.8688
2022-01-15,31.8688
2022-01-16,31.8688
2022-01-17,31.8688
2022-01-18,31.7348
2022-01-19,31.4646
2022-01-20,31.2422
2022-01-21,31.088
2022-01-22,31.088
2022-01-23,31.088
2022-01-24,31.1573
2022-01-25,31.8998
2022-01-26,32.0983
2022-01-27,32.0182
2022-01-28,32.2406
2022-01-29,32.2406
2022-01-30,32.2406
2022-01-31,32.1892
2022-02-01,32.3243
2022-02-02,32.2012
2022-02-03,32.2514
2022-02-04,32.0816
2022-02-05,32.0816
2022-02-06,32.0816
2022-02-07,32.0541
2022-02-08,32.2131
2022-02-09,32.1605
2022-02-10,31.9058
2022-02-11,31.8676
2022-02-12,31.8676
2022-02-13,31.8676
2022-02-14,32.0374
2022-02-15,32.2896
2022-02-16,32.5886
2022-02-17,32.2995
2022-02-18,32.2959
2022-02-19,32.2959
2022-02-20,32.2959
2022-02-21,32.2959
2022-02-22,32.2971
2022-02-23,32.0455
2022-02-24,32.1707
2022-02-25,32.4044
2022-02-26,32.4044
2022-02-27,32.4044
2022-02-28,32.414
2022-03-01,32.1886
2022-03-02,32.65
2022-03-03,32.9898
2022-03-04,33.3463
2022-03-05,33.3463
2022-03-06,33.3463
2022-03-07,33.4238
2022-03-08,33.5133
2022-03-09,33.4215
2022-03-10,33.6599
2022-03-11,34.062
2022-03-12,34.062
2022-03-13,34.062
2022-03-14,34.2369
2022-03-15,34.3099
2022-03-16,34.5255
2022-03-17,34.6548
2022-03-18,34.474
2022-03-19,34.474
2022-03-20,34.474
2022-03-21,34.5602
2022-03-22,34.383
2022-03-23,34.3099
2022-03-24,34.4009
2022-03-25,34.753
2022-03-26,34.753
2022-03-27,34.753
2022-03-28,34.6692
2022-03-29,34.838
2022-03-30,34.8392
2022-03-31,33.3804
2022-04-01,33.2038
2022-04-02,33.2038
2022-04-03,33.2038
2022-04-04,33.0527
2022-04-05,32.6545
2022-04-06,32.6926
2022-04-07,32.6453
2022-04-08,32.6395
2022-04-09,32.6395
2022-04-10,32.6395
2022-04-11,32.5207
2022-04-12,32.5138
2022-04-13,32.6926
2022-04-14,32.6834
2022-04-15,32.6834
2022-04-16,32.6834
2022-04-17,32.6834
2022-04-18,32.7665
2022-04-19,32.95
2022-04-20,32.4007
2022-04-21,32.1237
2022-04-22,31.8168
2022-04-23,31.8168
2022-04-24,31.8168
2022-04-25,31.8652
2022-04-26,31.5744
2022-04-27,31.2975
2022-04-28,31.3882
2022-04-29,31.0947
2022-04-30,31.0947
2022-05-01,31.0947
2022-05-02,30.9884
2022-05-03,31.2045
2022-05-04,31.7141
2022-05-05,31.6054
2022-05-06,31.4922
2022-05-07,31.4922
2022-05-08,31.4922
2022-05-09,31.342
2022-05-10,31.4645
2022-05-11,31.3189
2022-05-12,31.4367
2022-05-13,31.6805
2022-05-14,31.6805
2022-05-15,31.6805
2022-05-16,31.9105
2022-05-17,32.3033
2022-05-18,31.8504
2022-05-19,31.2288
2022-05-20,31.223
2022-05-21,31.223
2022-05-22,31.223
2022-05-23,31.3905
2022-05-24,31.3374
2022-05-25,31.3905
2022-05-26,31.2981
2022-05-27,31.483
2022-05-28,31.483
2022-05-29,31.483
2022-05-30,31.483
2022-05-31,31.6216
2022-06-01,31.5014
2022-06-02,31.6528
2022-06-03,31.5581
2022-06-04,31.5581
2022-06-05,31.5581
2022-06-06,31.8978
2022-06-07,31.9128
2022-06-08,31.6135
2022-06-09,31.3894
2022-06-10,30.6441
2022-06-11,30.6441
2022-06-12,30.6441
2022-06-13,30.3991
2022-06-14,30.3402
2022-06-15,30.4026
2022-06-16,30.019
2022-06-17,29.7775
2022-06-18,29.7775
2022-06-19,29.7775
2022-06-20,29.7775
2022-06-21,30.0282
2022-06-22,30.0444
2022-06-23,29.8179
2022-06-24,29.9797
2022-06-25,29.9797
2022-06-26,29.9797
2022-06-27,30.2639
2022-06-28,30.0687
2022-06-29,30.0421
2022-06-30,32.3145
2022-07-01,32.3963
2022-07-02,32.3963
2022-07-03,32.3963
2022-07-04,32.3963
2022-07-05,32.0874
2022-07-06,31.9714
2022-07-07,32.0727
2022-07-08,32.0251
2022-07-09,32.0251
2022-07-10,32.0251
2022-07-11,31.9836
2022-07-12,31.9665
2022-07-13,32.0276
2022-07-14,31.9714
2022-07-15,32.3181
2022-07-16,32.3181
2022-07-17,32.3181
2022-07-18,32.2839
2022-07-19,32.7967
2022-07-20,32.8504
2022-07-21,32.4182
2022-07-22,32.2327
2022-07-23,32.2327
2022-07-24,32.2327
2022-07-25,32.4646
2022-07-26,32.4072
2022-07-27,32.6722
2022-07-28,32.9725
2022-07-29,33.058
2022-07-30,33.058
2022-07-31,33.058
2022-08-01,32.8471
2022-08-02,32.6122
2022-08-03,32.881
2022-08-04,32.8955
2022-08-05,33.0202
2022-08-06,33.0202
2022-08-07,33.0202
2022-08-08,32.7454
2022-08-09,32.7853
2022-08-10,32.9718
2022-08-11,33.0032
2022-08-12,33.2454
2022-08-13,33.2454
2022-08-14,33.2454
2022-08-15,33.3022
2022-08-16,33.4875
2022-08-17,33.249
2022-08-18,33.3107
2022-08-19,33.0081
2022-08-20,33.0081
2022-08-21,33.0081
2022-08-22,32.9052
2022-08-23,32.8991
2022-08-24,32.9354
2022-08-25,33.2756
2022-08-26,32.8217
2022-08-27,32.8217
2022-08-28,32.8217
2022-08-29,32.8374
2022-08-30,32.5505
2022-08-31,32.5142
2022-09-01,32.3399
2022-09-02,32.0832
2022-09-03,32.0832
2022-09-04,32.0832
2022-09-05,32.0832
2022-09-06,32.1607
2022-09-07,32.2515
2022-09-08,32.191
2022-09-09,32.4452
2022-09-10,32.4452
2022-09-11,32.4452
2022-09-12,32.743
2022-09-13,32.5009
2022-09-14,32.4863
2022-09-15,32.5021
2022-09-16,32.4888
2022-09-17,32.4888
2022-09-18,32.4888
2022-09-19,32.8786
2022-09-20,32.8265
2022-09-21,32.375
2022-09-22,32.2309
2022-09-23,31.8096
2022-09-24,31.8096
2022-09-25,31.8096
2022-09-26,31.5724
2022-09-27,31.5699
2022-09-28,31.7382
2022-09-29,31.4852
2022-09-30,30.2069
2022-10-01,30.2069
2022-10-02,30.2069
2022-10-03,30.6399
2022-10-04,30.8263
2022-10-05,31.0162
2022-10-06,31.0634
2022-10-07,30.8074
2022-10-08,30.8074
2022-10-09,30.8074
2022-10-10,30.8416
2022-10-11,30.8345
2022-10-12,30.7956
2022-10-13,31.1696
2022-10-14,30.9183
2022-10-15,30.9183
2022-10-16,30.9183
2022-10-17,31.297
2022-10-18,31.5117
2022-10-19,31.3654
2022-10-20,31.0339
2022-10-21,31.2829
2022-10-22,31.2829
2022-10-23,31.2829
2022-10-24,31.4315
2022-10-25,31.6946
2022-10-26,32.0025
2022-10-27,32.2126
2022-10-28,32.2114
2022-10-29,32.2114
2022-10-30,32.2114
2022-10-31,32.4796
2022-11-01,32.6819
2022-11-02,32.3243
2022-11-03,32.3878
2022-11-04,32.6019
2022-11-05,32.6019
2022-11-06,32.6019
2022-11-07,32.469
2022-11-08,32.4902
2022-11-09,32.3466
2022-11-10,32.9502
2022-11-11,32.9361
2022-11-12,32.9361
2022-11-13,32.9361
2022-11-14,32.969
2022-11-15,33.0808
2022-11-16,32.9855
2022-11-17,33.1243
2022-11-18,32.9878
2022-11-19,32.9878
2022-11-20,32.9878
2022-11-21,33.2325
2022-11-22,33.4443
2022-11-23,33.3361
2022-11-24,33.3361
2022-11-25,33.3266
2022-11-26,33.3266
2022-11-27,33.3266
2022-11-28,33.1161
2022-11-29,33.2149
2022-11-30,33.4255
2022-12-01,33.4137
2022-12-02,33.4855
2022-12-03,33.4855
2022-12-04,33.4855
2022-12-05,33.1961
2022-12-06,32.9102
2022-12-07,32.9866
2022-12-08,33.1914
2022-12-09,33.0266
2022-12-10,33.0266
2022-12-11,33.0266
2022-12-12,33.3972
2022-12-13,33.3372
2022-12-14,33.069
2022-12-15,32.7537
2022-12-16,32.7078
2022-12-17,32.7078
2022-12-18,32.7078
2022-12-19,32.8196
2022-12-20,32.9302
2022-12-21,33.0937
2022-12-22,33.0043
2022-12-23,33.049
2022-12-24,33.049
2022-12-25,33.049
2022-12-26,33.049
2022-12-27,32.989
2022-12-28,32.6596
2022-12-29,32.8537
2022-12-30,32.1081
2022-12-31,32.1081
2023-01-01,32.1081
2023-01-02,32.1081
2023-01-03,32.2195
2023-01-04,32.322
2023-01-05,32.3008
2023-01-06,32.6283
2023-01-07,32.6283
2023-01-08,32.6283
2023-01-09,32.5392
2023-01-10,32.5693
2023-01-11,32.6172
2023-01-12,32.7698
2023-01-13,32.8533
2023-01-14,32.8533
2023-01-15,32.8533
2023-01-16,32.8533
2023-01-17,32.6606
2023-01-18,32.5838
2023-01-19,32.2474
2023-01-20,32.2997
2023-01-21,32.2997
2023-01-22,32.2997
2023-01-23,32.2295
2023-01-24,32.5036
2023-01-25,32.7509
2023-01-26,32.9569
2023-01-27,32.9358
2023-01-28,32.9358
2023-01-29,32.9358
2023-01-30,32.7408
2023-01-31,33.0115
2023-02-01,33.212
2023-02-02,33.3735
2023-02-03,33.2521
2023-02-04,33.2521
2023-02-05,33.2521
2023-02-06,33.0305
2023-02-07,33.0572
2023-02-08,32.7932
2023-02-09,32.5949
2023-02-10,32.5949
2023-02-11,32.5949
2023-02-12,32.5949
2023-02-13,32.6963
2023-02-14,32.5359
2023-02-15,32.5615
2023-02-16,32.6065
2023-02-17,32.6199
2023-02-18,32.6199
2023-02-19,32.6199
2023-02-20,32.6199
2023-02-21,32.2591
2023-02-22,32.2043
2023-02-23,32.3496
2023-02-24,32.4009
2023-02-25,32.4009
2023-02-26,32.4009
2023-02-27,32.4724
2023-02-28,32.449
2023-03-01,32.5182
2023-03-02,32.6422
2023-03-03,32.2859
2023-03-04,32.2859
2023-03-05,32.2859
2023-03-06,32.1965
2023-03-07,32.1172
2023-03-08,32.2032
2023-03-09,31.905
2023-03-10,31.7329
2023-03-11,31.7329
2023-03-12,31.7329
2023-03-13,31.5062
2023-03-14,31.9586
2023-03-15,31.7821
2023-03-16,31.9139
2023-03-17,31.5553
