,CNP US Equity
2020-06-05,23.5086
2020-06-06,23.5086
2020-06-07,23.5086
2020-06-08,23.9006
2020-06-09,23.6859
2020-06-10,23.5739
2020-06-11,23.2846
2020-06-12,23.3919
2020-06-13,23.3919
2020-06-14,23.3919
2020-06-15,23.5179
2020-06-16,23.5739
2020-06-17,23.6066
2020-06-18,23.5552
2020-06-19,23.2939
2020-06-20,23.2939
2020-06-21,23.2939
2020-06-22,23.4152
2020-06-23,23.4759
2020-06-24,23.5459
2020-06-25,23.4619
2020-06-26,23.2519
2020-06-27,23.2519
2020-06-28,23.2519
2020-06-29,23.6812
2020-06-30,22.1466
2020-07-01,22.4251
2020-07-02,22.5133
2020-07-03,22.5133
2020-07-04,22.5133
2020-07-05,22.5133
2020-07-06,22.5783
2020-07-07,22.5272
2020-07-08,22.4529
2020-07-09,22.2766
2020-07-10,22.4251
2020-07-11,22.4251
2020-07-12,22.4251
2020-07-13,22.3973
2020-07-14,22.4297
2020-07-15,22.439
2020-07-16,22.4344
2020-07-17,22.6989
2020-07-18,22.6989
2020-07-19,22.6989
2020-07-20,22.3833
2020-07-21,22.4854
2020-07-22,22.7693
2020-07-23,22.8621
2020-07-24,22.644
2020-07-25,22.644
2020-07-26,22.644
2020-07-27,22.333
2020-07-28,22.463
2020-07-29,22.5001
2020-07-30,22.3609
2020-07-31,22.3052
2020-08-01,22.3052
2020-08-02,22.3052
2020-08-03,22.4491
2020-08-04,22.528
2020-08-05,22.3098
2020-08-06,22.89
2020-08-07,22.955
2020-08-08,22.955
2020-08-09,22.955
2020-08-10,23.2195
2020-08-11,23.8502
2020-08-12,23.7445
2020-08-13,23.9156
2020-08-14,23.8149
2020-08-15,23.8149
2020-08-16,23.8149
2020-08-17,23.8703
2020-08-18,23.664
2020-08-19,23.6691
2020-08-20,23.4527
2020-08-21,23.4376
2020-08-22,23.4376
2020-08-23,23.4376
2020-08-24,23.654
2020-08-25,23.5483
2020-08-26,23.3622
2020-08-27,23.4226
2020-08-28,23.5181
2020-08-29,23.5181
2020-08-30,23.5181
2020-08-31,23.5785
2020-09-01,23.5433
2020-09-02,23.7697
2020-09-03,23.6187
2020-09-04,23.4779
2020-09-05,23.4779
2020-09-06,23.4779
2020-09-07,23.4779
2020-09-08,23.2264
2020-09-09,23.3068
2020-09-10,23.2666
2020-09-11,23.2666
2020-09-12,23.2666
2020-09-13,23.2666
2020-09-14,23.3119
2020-09-15,23.0453
2020-09-16,23.4125
2020-09-17,23.1861
2020-09-18,23.005
2020-09-19,23.005
2020-09-20,23.005
2020-09-21,22.9899
2020-09-22,22.9949
2020-09-23,22.9698
2020-09-24,22.9899
2020-09-25,23.0352
2020-09-26,23.0352
2020-09-27,23.0352
2020-09-28,23.0503
2020-09-29,23.0402
2020-09-30,24.9088
2020-10-01,24.9353
2020-10-02,25.2162
2020-10-03,25.2162
2020-10-04,25.2162
2020-10-05,25.354
2020-10-06,25.5554
2020-10-07,25.5978
2020-10-08,25.9529
2020-10-09,25.9794
2020-10-10,25.9794
2020-10-11,25.9794
2020-10-12,26.1066
2020-10-13,25.6879
2020-10-14,25.672
2020-10-15,25.7409
2020-10-16,25.7038
2020-10-17,25.7038
2020-10-18,25.7038
2020-10-19,25.6773
2020-10-20,25.9635
2020-10-21,26.0642
2020-10-22,26.3503
2020-10-23,26.4351
2020-10-24,26.4351
2020-10-25,26.4351
2020-10-26,26.3821
2020-10-27,26.4881
2020-10-28,25.9423
2020-10-29,26.0377
2020-10-30,25.8522
2020-10-31,25.8522
2020-11-01,25.8522
2020-11-02,26.0324
2020-11-03,26.202
2020-11-04,26.0801
2020-11-05,26.6683
2020-11-06,26.769
2020-11-07,26.769
2020-11-08,26.769
2020-11-09,27.2301
2020-11-10,27.4262
2020-11-11,27.4103
2020-11-12,27.0764
2020-11-13,27.5057
2020-11-14,27.5057
2020-11-15,27.5057
2020-11-16,27.9509
2020-11-17,27.9933
2020-11-18,27.2407
2020-11-19,27.0711
2020-11-20,27.087
2020-11-21,27.087
2020-11-22,27.087
2020-11-23,27.3626
2020-11-24,27.564
2020-11-25,27.6435
2020-11-26,27.6435
2020-11-27,27.4103
2020-11-28,27.4103
2020-11-29,27.4103
2020-11-30,26.9439
2020-12-01,26.7531
2020-12-02,26.8061
2020-12-03,26.7319
2020-12-04,26.769
2020-12-05,26.769
2020-12-06,26.769
2020-12-07,26.9174
2020-12-08,26.5782
2020-12-09,26.4351
2020-12-10,26.2073
2020-12-11,26.1808
2020-12-12,26.1808
2020-12-13,26.1808
2020-12-14,26.1225
2020-12-15,26.4404
2020-12-16,26.2443
2020-12-17,26.2496
2020-12-18,26.2443
2020-12-19,26.2443
2020-12-20,26.2443
2020-12-21,25.8098
2020-12-22,25.6879
2020-12-23,26.0483
2020-12-24,26.0907
2020-12-25,26.0907
2020-12-26,26.0907
2020-12-27,26.0907
2020-12-28,26.0006
2020-12-29,25.9423
2020-12-30,26.0059
2020-12-31,26.0095
2021-01-01,26.0095
2021-01-02,26.0095
2021-01-03,26.0095
2021-01-04,25.8522
2021-01-05,25.9728
2021-01-06,26.1721
2021-01-07,25.611
2021-01-08,25.5218
2021-01-09,25.5218
2021-01-10,25.5218
2021-01-11,25.5638
2021-01-12,25.5166
2021-01-13,25.5795
2021-01-14,25.5953
2021-01-15,25.9151
2021-01-16,25.9151
2021-01-17,25.9151
2021-01-18,25.9151
2021-01-19,26.0357
2021-01-20,25.9256
2021-01-21,26.0357
2021-01-22,25.9046
2021-01-23,25.9046
2021-01-24,25.9046
2021-01-25,26.0252
2021-01-26,26.1721
2021-01-27,25.6005
2021-01-28,25.978
2021-01-29,25.7211
2021-01-30,25.7211
2021-01-31,25.7211
2021-02-01,25.7998
2021-02-02,25.9361
2021-02-03,25.7526
2021-02-04,25.8994
2021-02-05,25.8837
2021-02-06,25.8837
2021-02-07,25.8837
2021-02-08,25.6896
2021-02-09,25.8207
2021-02-10,25.9151
2021-02-11,25.805
2021-02-12,25.8732
2021-02-13,25.8732
2021-02-14,25.8732
2021-02-15,25.8732
2021-02-16,25.9571
2021-02-17,25.9518
2021-02-18,26.0934
2021-02-19,25.8994
2021-02-20,25.8994
2021-02-21,25.8994
2021-02-22,25.5009
2021-02-23,25.5586
2021-02-24,25.5743
2021-02-25,25.0185
2021-02-26,24.8559
2021-02-27,24.8559
2021-02-28,24.8559
2021-03-01,24.9398
2021-03-02,24.9241
2021-03-03,24.8611
2021-03-04,25.0814
2021-03-05,25.4956
2021-03-06,25.4956
2021-03-07,25.4956
2021-03-08,25.5743
2021-03-09,25.6215
2021-03-10,25.8417
2021-03-11,25.826
2021-03-12,26.3255
2021-03-13,26.3255
2021-03-14,26.3255
2021-03-15,26.6441
2021-03-16,26.575
2021-03-17,26.4848
2021-03-18,26.3096
2021-03-19,26.4795
2021-03-20,26.4795
2021-03-21,26.4795
2021-03-22,26.3202
2021-03-23,26.2778
2021-03-24,26.2087
2021-03-25,26.5007
2021-03-26,26.3255
2021-03-27,26.3255
2021-03-28,26.3255
2021-03-29,26.6865
2021-03-30,26.7662
2021-03-31,23.6285
2021-04-01,23.6285
2021-04-02,23.6285
2021-04-03,23.6285
2021-04-04,23.6285
2021-04-05,23.7539
2021-04-06,23.8837
2021-04-07,23.9356
2021-04-08,23.8794
2021-04-09,23.8837
2021-04-10,23.8837
2021-04-11,23.8837
2021-04-12,23.927
2021-04-13,24.0654
2021-04-14,24.087
2021-04-15,24.2341
2021-04-16,24.2385
2021-04-17,24.2385
2021-04-18,24.2385
2021-04-19,24.1173
2021-04-20,24.312
2021-04-21,24.338
2021-04-22,24.286
2021-04-23,24.2687
2021-04-24,24.2687
2021-04-25,24.2687
2021-04-26,24.2082
2021-04-27,24.1303
2021-04-28,24.1865
2021-04-29,24.4331
2021-04-30,24.4245
2021-05-01,24.4245
2021-05-02,24.4245
2021-05-03,24.3942
2021-05-04,24.4548
2021-05-05,24.3336
2021-05-06,24.3769
2021-05-07,24.4245
2021-05-08,24.4245
2021-05-09,24.4245
2021-05-10,24.9844
2021-05-11,24.7386
2021-05-12,24.5974
2021-05-13,24.9708
2021-05-14,25.2212
2021-05-15,25.2212
2021-05-16,25.2212
2021-05-17,25.2257
2021-05-18,25.0755
2021-05-19,24.9753
2021-05-20,25.0755
2021-05-21,25.08
2021-05-22,25.08
2021-05-23,25.08
2021-05-24,25.2257
2021-05-25,25.1848
2021-05-26,25.2622
2021-05-27,25.2485
2021-05-28,25.3487
2021-05-29,25.3487
2021-05-30,25.3487
2021-05-31,25.3487
2021-06-01,25.2622
2021-06-02,25.2531
2021-06-03,25.3896
2021-06-04,25.3942
2021-06-05,25.3942
2021-06-06,25.3942
2021-06-07,25.4761
2021-06-08,25.4215
2021-06-09,25.5626
2021-06-10,25.6446
2021-06-11,25.7357
2021-06-12,25.7357
2021-06-13,25.7357
2021-06-14,25.6583
2021-06-15,25.6628
2021-06-16,25.4534
2021-06-17,25.3669
2021-06-18,25.0436
2021-06-19,25.0436
2021-06-20,25.0436
2021-06-21,25.1848
2021-06-22,25.1165
2021-06-23,25.0755
2021-06-24,24.989
2021-06-25,25.0983
2021-06-26,25.0983
2021-06-27,25.0983
2021-06-28,25.0436
2021-06-29,24.9799
2021-06-30,23.9998
2021-07-01,24.0911
2021-07-02,24.1693
2021-07-03,24.1693
2021-07-04,24.1693
2021-07-05,24.1693
2021-07-06,24.1606
2021-07-07,24.2127
2021-07-08,24.3214
2021-07-09,24.4126
2021-07-10,24.4126
2021-07-11,24.4126
2021-07-12,24.2996
2021-07-13,24.0693
2021-07-14,24.1084
2021-07-15,24.3474
2021-07-16,24.4647
2021-07-17,24.4647
2021-07-18,24.4647
2021-07-19,24.1519
2021-07-20,24.3127
2021-07-21,24.2822
2021-07-22,24.2214
2021-07-23,24.5202
2021-07-24,24.5202
2021-07-25,24.5202
2021-07-26,24.5956
2021-07-27,24.7465
2021-07-28,24.7332
2021-07-29,24.7998
2021-07-30,24.6445
2021-07-31,24.6445
2021-08-01,24.6445
2021-08-02,24.6844
2021-08-03,24.8264
2021-08-04,24.751
2021-08-05,24.9906
2021-08-06,25.0971
2021-08-07,25.0971
2021-08-08,25.0971
2021-08-09,25.1237
2021-08-10,25.1592
2021-08-11,25.2436
2021-08-12,25.2169
2021-08-13,25.2835
2021-08-14,25.2835
2021-08-15,25.2835
2021-08-16,25.2347
2021-08-17,25.2613
2021-08-18,25.0616
2021-08-19,24.8486
2021-08-20,25.035
2021-08-21,25.035
2021-08-22,25.035
2021-08-23,24.964
2021-08-24,24.8131
2021-08-25,24.7598
2021-08-26,24.6045
2021-08-27,24.7155
2021-08-28,24.7155
2021-08-29,24.7155
2021-08-30,24.609
2021-08-31,24.4803
2021-09-01,24.6666
2021-09-02,24.782
2021-09-03,24.8575
2021-09-04,24.8575
2021-09-05,24.8575
2021-09-06,24.8575
2021-09-07,24.7953
2021-09-08,25.0927
2021-09-09,25.1326
2021-09-10,24.9817
2021-09-11,24.9817
2021-09-12,24.9817
2021-09-13,24.9551
2021-09-14,24.7332
2021-09-15,24.4847
2021-09-16,24.2761
2021-09-17,24.1874
2021-09-18,24.1874
2021-09-19,24.1874
2021-09-20,24.3116
2021-09-21,24.4048
2021-09-22,24.2451
2021-09-23,24.3516
2021-09-24,24.6223
2021-09-25,24.6223
2021-09-26,24.6223
2021-09-27,24.6267
2021-09-28,24.4181
2021-09-29,24.4891
2021-09-30,23.9505
2021-10-01,24.0861
2021-10-02,24.0861
2021-10-03,24.0861
2021-10-04,24.3527
2021-10-05,24.3437
2021-10-06,24.4883
2021-10-07,24.3889
2021-10-08,24.3753
2021-10-09,24.3753
2021-10-10,24.3753
2021-10-11,24.3753
2021-10-12,24.6013
2021-10-13,24.538
2021-10-14,24.8408
2021-10-15,24.9221
2021-10-16,24.9221
2021-10-17,24.9221
2021-10-18,24.6691
2021-10-19,24.6555
2021-10-20,24.8679
2021-10-21,24.8137
2021-10-22,24.8272
2021-10-23,24.8272
2021-10-24,24.8272
2021-10-25,24.9312
2021-10-26,24.8905
2021-10-27,24.7233
2021-10-28,24.7142
2021-10-29,24.6013
2021-10-30,24.6013
2021-10-31,24.6013
2021-11-01,24.7142
2021-11-02,24.6691
2021-11-03,24.7142
2021-11-04,25.5358
2021-11-05,25.6173
2021-11-06,25.6173
2021-11-07,25.6173
2021-11-08,25.5454
2021-11-09,25.5454
2021-11-10,25.5741
2021-11-11,25.6652
2021-11-12,25.5837
2021-11-13,25.5837
2021-11-14,25.5837
2021-11-15,25.7515
2021-11-16,25.67
2021-11-17,25.6316
2021-11-18,25.4974
2021-11-19,25.5597
2021-11-20,25.5597
2021-11-21,25.5597
2021-11-22,25.5933
2021-11-23,25.5885
2021-11-24,25.6652
2021-11-25,25.6652
2021-11-26,25.4064
2021-11-27,25.4064
2021-11-28,25.4064
2021-11-29,25.5789
2021-11-30,25.253
2021-12-01,25.1811
2021-12-02,25.4016
2021-12-03,25.7515
2021-12-04,25.7515
2021-12-05,25.7515
2021-12-06,26.1205
2021-12-07,26.1972
2021-12-08,26.0774
2021-12-09,26.0343
2021-12-10,26.1924
2021-12-11,26.1924
2021-12-12,26.1924
2021-12-13,26.2548
2021-12-14,26.1685
2021-12-15,26.2979
2021-12-16,26.2452
2021-12-17,25.7659
2021-12-18,25.7659
2021-12-19,25.7659
2021-12-20,25.7754
2021-12-21,25.9192
2021-12-22,26.0055
2021-12-23,26.0247
2021-12-24,26.0247
2021-12-25,26.0247
2021-12-26,26.0247
2021-12-27,26.0534
2021-12-28,26.1829
2021-12-29,26.2308
2021-12-30,26.1733
2021-12-31,24.4935
2022-01-01,24.4935
2022-01-02,24.4935
2022-01-03,24.3597
2022-01-04,24.2813
2022-01-05,24.2536
2022-01-06,24.3735
2022-01-07,24.3782
2022-01-08,24.3782
2022-01-09,24.3782
2022-01-10,24.392
2022-01-11,24.2582
2022-01-12,24.2674
2022-01-13,24.3274
2022-01-14,24.3551
2022-01-15,24.3551
2022-01-16,24.3551
2022-01-17,24.3551
2022-01-18,24.2305
2022-01-19,24.2351
2022-01-20,24.1705
2022-01-21,24.2305
2022-01-22,24.2305
2022-01-23,24.2305
2022-01-24,24.1475
2022-01-25,24.2028
2022-01-26,24.2121
2022-01-27,24.2444
2022-01-28,24.4704
2022-01-29,24.4704
2022-01-30,24.4704
2022-01-31,24.7011
2022-02-01,24.5719
2022-02-02,24.6827
2022-02-03,24.6042
2022-02-04,24.4843
2022-02-05,24.4843
2022-02-06,24.4843
2022-02-07,24.5719
2022-02-08,24.6227
2022-02-09,24.6504
2022-02-10,24.3597
2022-02-11,24.2582
2022-02-12,24.2582
2022-02-13,24.2582
2022-02-14,24.0321
2022-02-15,24.0229
2022-02-16,24.0183
2022-02-17,23.986
2022-02-18,23.8937
2022-02-19,23.8937
2022-02-20,23.8937
2022-02-21,23.8937
2022-02-22,24.1659
2022-02-23,23.8383
2022-02-24,23.866
2022-02-25,24.249
2022-02-26,24.249
2022-02-27,24.249
2022-02-28,24.2351
2022-03-01,24.0183
2022-03-02,24.4058
2022-03-03,24.6458
2022-03-04,24.9918
2022-03-05,24.9918
2022-03-06,24.9918
2022-03-07,24.8718
2022-03-08,24.7842
2022-03-09,24.7104
2022-03-10,24.858
2022-03-11,24.7426
2022-03-12,24.7426
2022-03-13,24.7426
2022-03-14,24.736
2022-03-15,24.9531
2022-03-16,24.9484
2022-03-17,25.0454
2022-03-18,25.0316
2022-03-19,25.0316
2022-03-20,25.0316
2022-03-21,25.2255
2022-03-22,25.2255
2022-03-23,25.2948
2022-03-24,25.3687
2022-03-25,25.6596
2022-03-26,25.6596
2022-03-27,25.6596
2022-03-28,25.6457
2022-03-29,25.8397
2022-03-30,25.8305
2022-03-31,24.2176
2022-04-01,24.449
2022-04-02,24.449
2022-04-03,24.449
2022-04-04,24.3492
2022-04-05,24.3946
2022-04-06,24.7304
2022-04-07,24.8393
2022-04-08,25.0571
2022-04-09,25.0571
2022-04-10,25.0571
2022-04-11,24.9392
2022-04-12,24.9482
2022-04-13,24.98
2022-04-14,25.0163
2022-04-15,25.0163
2022-04-16,25.0163
2022-04-17,25.0163
2022-04-18,24.9618
2022-04-19,24.9119
2022-04-20,25.1751
2022-04-21,24.9528
2022-04-22,24.7576
2022-04-23,24.7576
2022-04-24,24.7576
2022-04-25,24.7213
2022-04-26,24.5126
2022-04-27,24.5307
2022-04-28,24.5806
2022-04-29,24.204
2022-04-30,24.204
2022-05-01,24.204
2022-05-02,24.027
2022-05-03,24.1722
2022-05-04,24.5353
2022-05-05,24.3537
2022-05-06,24.2584
2022-05-07,24.2584
2022-05-08,24.2584
2022-05-09,24.0996
2022-05-10,24.145
2022-05-11,24.1087
2022-05-12,24.1041
2022-05-13,24.3946
2022-05-14,24.3946
2022-05-15,24.3946
2022-05-16,24.3674
2022-05-17,24.5489
2022-05-18,24.2312
2022-05-19,24.2267
2022-05-20,24.1904
2022-05-21,24.1904
2022-05-22,24.1904
2022-05-23,24.3084
2022-05-24,24.5217
2022-05-25,24.7622
2022-05-26,24.8257
2022-05-27,25.0254
2022-05-28,25.0254
2022-05-29,25.0254
2022-05-30,25.0254
2022-05-31,24.8575
2022-06-01,24.862
2022-06-02,24.8802
2022-06-03,24.685
2022-06-04,24.685
2022-06-05,24.685
2022-06-06,24.626
2022-06-07,24.8665
2022-06-08,24.5217
2022-06-09,24.204
2022-06-10,23.9816
2022-06-11,23.9816
2022-06-12,23.9816
2022-06-13,23.31
2022-06-14,22.838
2022-06-15,23.074
2022-06-16,22.7654
2022-06-17,22.7473
2022-06-18,22.7473
2022-06-19,22.7473
2022-06-20,22.7473
2022-06-21,22.9061
2022-06-22,22.9288
2022-06-23,23.133
2022-06-24,23.4053
2022-06-25,23.4053
2022-06-26,23.4053
2022-06-27,23.4688
2022-06-28,23.5142
2022-06-29,23.5278
2022-06-30,23.5393
2022-07-01,23.9408
2022-07-02,23.9408
2022-07-03,23.9408
2022-07-04,23.9408
2022-07-05,23.3254
2022-07-06,23.4345
2022-07-07,23.4214
2022-07-08,23.4476
2022-07-09,23.4476
2022-07-10,23.4476
2022-07-11,23.5174
2022-07-12,23.4781
2022-07-13,23.321
2022-07-14,23.3385
2022-07-15,23.5524
2022-07-16,23.5524
2022-07-17,23.5524
2022-07-18,23.5305
2022-07-19,23.6135
2022-07-20,23.452
2022-07-21,23.4258
2022-07-22,23.5916
2022-07-23,23.5916
2022-07-24,23.5916
2022-07-25,23.7662
2022-07-26,23.9408
2022-07-27,23.9627
2022-07-28,24.3773
2022-07-29,24.4603
2022-07-30,24.4603
2022-07-31,24.4603
2022-08-01,24.4341
2022-08-02,24.4646
2022-08-03,24.4603
2022-08-04,24.3293
2022-08-05,24.3642
2022-08-06,24.3642
2022-08-07,24.3642
2022-08-08,24.4123
2022-08-09,24.6305
2022-08-10,24.6261
2022-08-11,24.5563
2022-08-12,24.8138
2022-08-13,24.8138
2022-08-14,24.8138
2022-08-15,24.8968
2022-08-16,24.9579
2022-08-17,24.8182
2022-08-18,24.8531
2022-08-19,24.8793
2022-08-20,24.8793
2022-08-21,24.8793
2022-08-22,24.6087
2022-08-23,24.5563
2022-08-24,24.7134
2022-08-25,24.7571
2022-08-26,24.4865
2022-08-27,24.4865
2022-08-28,24.4865
2022-08-29,24.6349
2022-08-30,24.4428
2022-08-31,24.3904
2022-09-01,24.5738
2022-09-02,24.4996
2022-09-03,24.4996
2022-09-04,24.4996
2022-09-05,24.4996
2022-09-06,24.4646
2022-09-07,24.888
2022-09-08,24.9011
2022-09-09,24.9666
2022-09-10,24.9666
2022-09-11,24.9666
2022-09-12,25.0757
2022-09-13,24.7484
2022-09-14,24.923
2022-09-15,24.6742
2022-09-16,24.613
2022-09-17,24.613
2022-09-18,24.613
2022-09-19,24.7964
2022-09-20,24.5912
2022-09-21,24.5738
2022-09-22,24.4472
2022-09-23,24.4035
2022-09-24,24.4035
2022-09-25,24.4035
2022-09-26,23.9452
2022-09-27,23.6746
2022-09-28,23.7881
2022-09-29,23.2162
2022-09-30,22.01
2022-10-01,22.01
2022-10-02,22.01
2022-10-03,22.2783
2022-10-04,22.5182
2022-10-05,22.2661
2022-10-06,21.6684
2022-10-07,21.4529
2022-10-08,21.4529
2022-10-09,21.4529
2022-10-10,21.4082
2022-10-11,21.3675
2022-10-12,20.9406
2022-10-13,21.1439
2022-10-14,21.0747
2022-10-15,21.0747
2022-10-16,21.0747
2022-10-17,21.2252
2022-10-18,21.5139
2022-10-19,21.5302
2022-10-20,21.3675
2022-10-21,21.5342
2022-10-22,21.5342
2022-10-23,21.5342
2022-10-24,21.6155
2022-10-25,21.7944
2022-10-26,21.7741
2022-10-27,21.9327
2022-10-28,22.2661
2022-10-29,22.2661
2022-10-30,22.2661
2022-10-31,22.1848
2022-11-01,22.0791
2022-11-02,21.9815
2022-11-03,21.9408
2022-11-04,22.1319
2022-11-05,22.1319
2022-11-06,22.1319
2022-11-07,21.9002
2022-11-08,21.9978
2022-11-09,22.014
2022-11-10,22.506
2022-11-11,22.3962
2022-11-12,22.3962
2022-11-13,22.3962
2022-11-14,22.3962
2022-11-15,22.3962
2022-11-16,22.5223
2022-11-17,22.4206
2022-11-18,22.6158
2022-11-19,22.6158
2022-11-20,22.6158
2022-11-21,22.7093
2022-11-22,22.933
2022-11-23,23.0793
2022-11-24,23.0793
2022-11-25,23.1729
2022-11-26,23.1729
2022-11-27,23.1729
2022-11-28,23.0997
2022-11-29,22.9858
2022-11-30,23.2013
2022-12-01,23.1688
2022-12-02,23.0224
2022-12-03,23.0224
2022-12-04,23.0224
2022-12-05,22.933
2022-12-06,23.0834
2022-12-07,22.9086
2022-12-08,22.8923
2022-12-09,22.933
2022-12-10,22.933
2022-12-11,22.933
2022-12-12,23.1607
2022-12-13,23.12
2022-12-14,23.1363
2022-12-15,23.0061
2022-12-16,22.754
2022-12-17,22.754
2022-12-18,22.754
2022-12-19,22.7418
2022-12-20,22.7378
2022-12-21,22.9655
2022-12-22,22.876
2022-12-23,23.0305
2022-12-24,23.0305
2022-12-25,23.0305
2022-12-26,23.0305
2022-12-27,23.1241
2022-12-28,22.9614
2022-12-29,22.9452
2022-12-30,23.2341
2022-12-31,23.2341
2023-01-01,23.2341
2023-01-02,23.2341
2023-01-03,23.0613
2023-01-04,23.0975
2023-01-05,22.8282
2023-01-06,23.2341
2023-01-07,23.2341
2023-01-08,23.2341
2023-01-09,23.4271
2023-01-10,23.4633
2023-01-11,23.7004
2023-01-12,23.6682
2023-01-13,23.7647
2023-01-14,23.7647
2023-01-15,23.7647
2023-01-16,23.7647
2023-01-17,23.6723
2023-01-18,23.3949
2023-01-19,23.3507
2023-01-20,23.2824
2023-01-21,23.2824
2023-01-22,23.2824
2023-01-23,23.2382
2023-01-24,23.3145
2023-01-25,23.2542
2023-01-26,23.2382
2023-01-27,23.1337
2023-01-28,23.1337
2023-01-29,23.1337
2023-01-30,23.1739
2023-01-31,23.2864
2023-02-01,23.2784
2023-02-02,23.1497
2023-02-03,22.9166
2023-02-04,22.9166
2023-02-05,22.9166
2023-02-06,22.9689
2023-02-07,23.0814
2023-02-08,22.8523
2023-02-09,22.6956
2023-02-10,22.9608
2023-02-11,22.9608
2023-02-12,22.9608
2023-02-13,23.0251
2023-02-14,22.9488
2023-02-15,22.8885
2023-02-16,22.8563
2023-02-17,22.9206
2023-02-18,22.9206
2023-02-19,22.9206
2023-02-20,22.9206
2023-02-21,22.8001
2023-02-22,22.7759
2023-02-23,22.7518
2023-02-24,22.6634
2023-02-25,22.6634
2023-02-26,22.6634
2023-02-27,22.6232
2023-02-28,22.3619
2023-03-01,22.1771
2023-03-02,22.4303
2023-03-03,22.5991
2023-03-04,22.5991
2023-03-05,22.5991
2023-03-06,22.6433
2023-03-07,22.3579
2023-03-08,22.4263
2023-03-09,22.3861
2023-03-10,22.2574
2023-03-11,22.2574
2023-03-12,22.2574
2023-03-13,22.5187
2023-03-14,22.7116
2023-03-15,22.8724
2023-03-16,22.9689
2023-03-17,22.8563
2023-03-18,22.8563
