,FL US Equity
2020-03-30,7.3191
2020-03-31,7.2549
2020-04-01,6.9499
2020-04-02,6.9193
2020-04-03,6.6561
2020-04-04,6.6561
2020-04-05,6.6561
2020-04-06,7.2629
2020-04-07,7.34
2020-04-08,7.4299
2020-04-09,7.7285
2020-04-10,7.7285
2020-04-11,7.7285
2020-04-12,7.7285
2020-04-13,7.4218
2020-04-14,7.4716
2020-04-15,7.3046
2020-04-16,7.2051
2020-04-17,7.3897
2020-04-18,7.3897
2020-04-19,7.3897
2020-04-20,7.3063
2020-04-21,7.3689
2020-04-22,7.1778
2020-04-23,7.2517
2020-04-24,7.4138
2020-04-25,7.4138
2020-04-26,7.4138
2020-04-27,7.6916
2020-04-28,7.7879
2020-04-29,8.1202
2020-04-30,7.8296
2020-05-01,16.1199
2020-05-02,16.1199
2020-05-03,16.1199
2020-05-04,15.9616
2020-05-05,15.833
2020-05-06,15.8297
2020-05-07,15.9616
2020-05-08,16.7562
2020-05-09,16.7562
2020-05-10,16.7562
2020-05-11,16.7397
2020-05-12,16.4034
2020-05-13,15.9913
2020-05-14,16.3573
2020-05-15,16.6441
2020-05-16,16.6441
2020-05-17,16.6441
2020-05-18,17.1651
2020-05-19,17.3728
2020-05-20,17.6003
2020-05-21,17.93
2020-05-22,17.109
2020-05-23,17.109
2020-05-24,17.109
2020-05-25,17.109
2020-05-26,17.5673
2020-05-27,17.9696
2020-05-28,17.686
2020-05-29,17.3959
2020-05-30,17.3959
2020-05-31,17.3959
2020-06-01,17.8905
2020-06-02,17.8707
2020-06-03,18.5169
2020-06-04,18.9818
2020-06-05,19.2753
2020-06-06,19.2753
2020-06-07,19.2753
2020-06-08,19.8424
2020-06-09,19.5127
2020-06-10,18.9631
2020-06-11,17.9307
2020-06-12,18.0131
2020-06-13,18.0131
2020-06-14,18.0131
2020-06-15,17.901
2020-06-16,18.1682
2020-06-17,17.8416
2020-06-18,17.9109
2020-06-19,17.5283
2020-06-20,17.5283
2020-06-21,17.5283
2020-06-22,18.0
2020-06-23,18.2045
2020-06-24,17.7592
2020-06-25,17.9439
2020-06-26,17.2017
2020-06-27,17.2017
2020-06-28,17.2017
2020-06-29,17.9703
2020-06-30,17.8812
2020-07-01,17.7823
2020-07-02,17.9604
2020-07-03,17.9604
2020-07-04,17.9604
2020-07-05,17.9604
2020-07-06,18.0329
2020-07-07,17.6701
2020-07-08,17.7823
2020-07-09,17.4953
2020-07-10,17.7757
2020-07-11,17.7757
2020-07-12,17.7757
2020-07-13,17.4953
2020-07-14,17.3402
2020-07-15,17.8779
2020-07-16,17.7921
2020-07-17,17.4062
2020-07-18,17.4062
2020-07-19,17.4062
2020-07-20,17.3501
2020-07-21,18.2309
2020-07-22,18.056
2020-07-23,18.4683
2020-07-24,18.0989
2020-07-25,18.0989
2020-07-26,18.0989
2020-07-27,18.1154
2020-07-28,18.1946
2020-07-29,18.4782
2020-07-30,18.3595
2020-07-31,16.383
2020-08-01,16.383
2020-08-02,16.383
2020-08-03,15.6458
2020-08-04,15.7555
2020-08-05,15.7898
2020-08-06,15.5498
2020-08-07,15.7281
2020-08-08,15.7281
2020-08-09,15.7281
2020-08-10,16.4653
2020-08-11,16.695
2020-08-12,16.6436
2020-08-13,16.3316
2020-08-14,16.1567
2020-08-15,16.1567
2020-08-16,16.1567
2020-08-17,16.0436
2020-08-18,15.6321
2020-08-19,15.735
2020-08-20,15.6287
2020-08-21,15.759
2020-08-22,15.759
2020-08-23,15.759
2020-08-24,16.3076
2020-08-25,16.4756
2020-08-26,16.2973
2020-08-27,16.5133
2020-08-28,16.7259
2020-08-29,16.7259
2020-08-30,16.7259
2020-08-31,16.7053
2020-09-01,16.8459
2020-09-02,17.4185
2020-09-03,17.2265
2020-09-04,17.3705
2020-09-05,17.3705
2020-09-06,17.3705
2020-09-07,17.3705
2020-09-08,17.5282
2020-09-09,17.8645
2020-09-10,17.6825
2020-09-11,18.0499
2020-09-12,18.0499
2020-09-13,18.0499
2020-09-14,18.6234
2020-09-15,18.6131
2020-09-16,18.8535
2020-09-17,18.6509
2020-09-18,18.5959
2020-09-19,18.5959
2020-09-20,18.5959
2020-09-21,18.1324
2020-09-22,18.1804
2020-09-23,17.6756
2020-09-24,17.5932
2020-09-25,17.5692
2020-09-26,17.5692
2020-09-27,17.5692
2020-09-28,17.4284
2020-09-29,17.3322
2020-09-30,17.6482
2020-10-01,18.019
2020-10-02,18.541
2020-10-03,18.541
2020-10-04,18.541
2020-10-05,19.0801
2020-10-06,18.8569
2020-10-07,19.1969
2020-10-08,19.4716
2020-10-09,19.3651
2020-10-10,19.3651
2020-10-11,19.3651
2020-10-12,19.214
2020-10-13,19.4235
2020-10-14,19.4029
2020-10-15,19.475
2020-10-16,19.3857
2020-10-17,19.3857
2020-10-18,19.3857
2020-10-19,19.3068
2020-10-20,19.4819
2020-10-21,19.6055
2020-10-22,19.6604
2020-10-23,19.9626
2020-10-24,19.9626
2020-10-25,19.9626
2020-10-26,19.3754
2020-10-27,19.4544
2020-10-28,18.7882
2020-10-29,19.008
2020-10-30,17.8709
2020-10-31,17.8709
2020-11-01,17.8709
2020-11-02,18.0219
2020-11-03,18.4881
2020-11-04,17.8775
2020-11-05,18.232
2020-11-06,17.93
2020-11-07,17.93
2020-11-08,17.93
2020-11-09,18.7999
2020-11-10,18.6194
2020-11-11,18.0154
2020-11-12,17.7462
2020-11-13,17.9891
2020-11-14,17.9891
2020-11-15,17.9891
2020-11-16,18.8032
2020-11-17,18.9017
2020-11-18,18.8754
2020-11-19,19.3317
2020-11-20,18.6588
2020-11-21,18.6588
2020-11-22,18.6588
2020-11-23,18.3239
2020-11-24,18.5439
2020-11-25,18.3535
2020-11-26,18.3535
2020-11-27,18.2813
2020-11-28,18.2813
2020-11-29,18.2813
2020-11-30,18.0416
2020-12-01,18.5669
2020-12-02,18.7113
2020-12-03,19.1709
2020-12-04,19.4433
2020-12-05,19.4433
2020-12-06,19.4433
2020-12-07,19.3547
2020-12-08,19.7979
2020-12-09,19.8524
2020-12-10,19.6164
2020-12-11,19.5378
2020-12-12,19.5378
2020-12-13,19.5378
2020-12-14,19.197
2020-12-15,19.5869
2020-12-16,19.1314
2020-12-17,19.233
2020-12-18,18.5579
2020-12-19,18.5579
2020-12-20,18.5579
2020-12-21,18.8594
2020-12-22,18.6235
2020-12-23,18.9086
2020-12-24,18.7054
2020-12-25,18.7054
2020-12-26,18.7054
2020-12-27,18.7054
2020-12-28,18.9905
2020-12-29,18.9807
2020-12-30,19.0298
2020-12-31,19.0167
2021-01-01,19.0167
2021-01-02,19.0167
2021-01-03,19.0167
2021-01-04,18.5776
2021-01-05,18.9807
2021-01-06,20.0523
2021-01-07,20.1637
2021-01-08,20.1473
2021-01-09,20.1473
2021-01-10,20.1473
2021-01-11,20.983
2021-01-12,21.255
2021-01-13,20.9305
2021-01-14,21.2714
2021-01-15,21.445
2021-01-16,21.445
2021-01-17,21.445
2021-01-18,21.445
2021-01-19,21.1993
2021-01-20,21.4024
2021-01-21,21.4385
2021-01-22,21.3467
2021-01-23,21.3467
2021-01-24,21.3467
2021-01-25,21.2386
2021-01-26,20.983
2021-01-27,19.9146
2021-01-28,20.1309
2021-01-29,20.0678
2021-01-30,20.0678
2021-01-31,20.0678
2021-02-01,20.3636
2021-02-02,20.6112
2021-02-03,20.7179
2021-02-04,21.4951
2021-02-05,21.8425
2021-02-06,21.8425
2021-02-07,21.8425
2021-02-08,22.3309
2021-02-09,22.5785
2021-02-10,22.5785
2021-02-11,22.8949
2021-02-12,22.9259
2021-02-13,22.9259
2021-02-14,22.9259
2021-02-15,22.9259
2021-02-16,22.8468
2021-02-17,22.3825
2021-02-18,22.809
2021-02-19,22.833
2021-02-20,22.833
2021-02-21,22.833
2021-02-22,23.5622
2021-02-23,23.201
2021-02-24,23.827
2021-02-25,23.1323
2021-02-26,21.5364
2021-02-27,21.5364
2021-02-28,21.5364
2021-03-01,22.7608
2021-03-02,22.2621
2021-03-03,22.6542
2021-03-04,22.4306
2021-03-05,22.919
2021-03-06,22.919
2021-03-07,22.919
2021-03-08,24.5596
2021-03-09,24.1847
2021-03-10,24.4874
2021-03-11,24.4048
2021-03-12,24.7591
2021-03-13,24.7591
2021-03-14,24.7591
2021-03-15,25.3094
2021-03-16,24.8657
2021-03-17,24.9482
2021-03-18,24.4736
2021-03-19,25.1305
2021-03-20,25.1305
2021-03-21,25.1305
2021-03-22,24.962
2021-03-23,24.1159
2021-03-24,23.4349
2021-03-25,24.1355
2021-03-26,24.6196
2021-03-27,24.6196
2021-03-28,24.6196
2021-03-29,24.0674
2021-03-30,24.5309
2021-03-31,24.1696
2021-04-01,24.3401
2021-04-02,24.3401
2021-04-03,24.3401
2021-04-04,24.3401
2021-04-05,23.9072
2021-04-06,24.156
2021-04-07,24.1219
2021-04-08,24.3776
2021-04-09,24.8854
2021-04-10,24.8854
2021-04-11,24.8854
2021-04-12,25.3558
2021-04-13,24.8513
2021-04-14,24.9775
2021-04-15,25.0218
2021-04-16,25.0218
2021-04-17,25.0218
2021-04-18,25.0218
2021-04-19,24.7832
2021-04-20,24.3264
2021-04-21,24.6911
2021-04-22,24.6571
2021-04-23,25.1274
2021-04-24,25.1274
2021-04-25,25.1274
2021-04-26,24.4594
2021-04-27,25.0115
2021-04-28,25.0593
2021-04-29,25.1377
2021-04-30,10.5715
2021-05-01,10.5715
2021-05-02,10.5715
2021-05-03,10.9352
2021-05-04,10.9203
2021-05-05,10.8873
2021-05-06,11.1223
2021-05-07,11.2017
2021-05-08,11.2017
2021-05-09,11.2017
2021-05-10,11.1163
2021-05-11,11.0655
2021-05-12,10.6553
2021-05-13,10.9816
2021-05-14,11.4127
2021-05-15,11.4127
2021-05-16,11.4127
2021-05-17,11.5953
2021-05-18,11.3214
2021-05-19,10.9742
2021-05-20,10.6793
2021-05-21,10.8544
2021-05-22,10.8544
2021-05-23,10.8544
2021-05-24,10.9562
2021-05-25,10.9367
2021-05-26,11.3199
2021-05-27,11.3723
2021-05-28,11.2166
2021-05-29,11.2166
2021-05-30,11.2166
2021-05-31,11.2166
2021-06-01,11.2735
2021-06-02,11.1642
2021-06-03,11.0789
2021-06-04,11.034
2021-06-05,11.034
2021-06-06,11.034
2021-06-07,10.9098
2021-06-08,11.0984
2021-06-09,11.0505
2021-06-10,10.9229
2021-06-11,11.142
2021-06-12,11.142
2021-06-13,11.142
2021-06-14,10.9919
2021-06-15,10.8809
2021-06-16,10.8254
2021-06-17,10.4877
2021-06-18,10.3347
2021-06-19,10.3347
2021-06-20,10.3347
2021-06-21,10.5508
2021-06-22,10.6498
2021-06-23,10.7608
2021-06-24,10.9229
2021-06-25,11.2561
2021-06-26,11.2561
2021-06-27,11.2561
2021-06-28,10.8539
2021-06-29,10.8269
2021-06-30,10.9919
2021-07-01,11.1195
2021-07-02,11.085
2021-07-03,11.085
2021-07-04,11.085
2021-07-05,11.085
2021-07-06,10.8254
2021-07-07,10.8554
2021-07-08,10.8569
2021-07-09,11.208
2021-07-10,11.208
2021-07-11,11.208
2021-07-12,11.247
2021-07-13,10.9379
2021-07-14,10.7984
2021-07-15,10.3797
2021-07-16,10.1486
2021-07-17,10.1486
2021-07-18,10.1486
2021-07-19,9.9175
2021-07-20,10.3046
2021-07-21,10.5493
2021-07-22,10.4682
2021-07-23,10.5027
2021-07-24,10.5027
2021-07-25,10.5027
2021-07-26,10.5312
2021-07-27,10.3016
2021-07-28,10.2656
2021-07-29,10.2671
2021-07-30,8.033
2021-07-31,8.033
2021-08-01,8.033
2021-08-02,7.8926
2021-08-03,7.8575
2021-08-04,7.6107
2021-08-05,7.7265
2021-08-06,7.7604
2021-08-07,7.7604
2021-08-08,7.7604
2021-08-09,7.7616
2021-08-10,7.9816
2021-08-11,8.1126
2021-08-12,8.019
2021-08-13,7.909
2021-08-14,7.909
2021-08-15,7.909
2021-08-16,7.8856
2021-08-17,7.682
2021-08-18,7.6411
2021-08-19,7.7207
2021-08-20,8.1828
2021-08-21,8.1828
2021-08-22,8.1828
2021-08-23,8.2226
2021-08-24,8.329
2021-08-25,8.1734
2021-08-26,8.1231
2021-08-27,8.0588
2021-08-28,8.0588
2021-08-29,8.0588
2021-08-30,7.8985
2021-08-31,7.9898
2021-09-01,8.0412
2021-09-02,8.1044
2021-09-03,8.0471
2021-09-04,8.0471
2021-09-05,8.0471
2021-09-06,8.0471
2021-09-07,7.6142
2021-09-08,7.5545
2021-09-09,7.6536
2021-09-10,7.48
2021-09-11,7.48
2021-09-12,7.48
2021-09-13,7.2759
2021-09-14,7.1926
2021-09-15,7.1938
2021-09-16,7.1457
2021-09-17,7.1785
2021-09-18,7.1785
2021-09-19,7.1785
2021-09-20,7.2172
2021-09-21,7.1984
2021-09-22,7.2899
2021-09-23,7.4506
2021-09-24,7.0143
2021-09-25,7.0143
2021-09-26,7.0143
2021-09-27,7.1457
2021-09-28,7.141
2021-09-29,7.1504
2021-09-30,6.7128
2021-10-01,6.829
2021-10-02,6.829
2021-10-03,6.829
2021-10-04,6.8219
2021-10-05,6.6776
2021-10-06,6.7574
2021-10-07,6.9322
2021-10-08,6.9052
2021-10-09,6.9052
2021-10-10,6.9052
2021-10-11,6.8196
2021-10-12,6.8677
2021-10-13,6.9216
2021-10-14,6.9228
2021-10-15,6.9416
2021-10-16,6.9416
2021-10-17,6.9416
2021-10-18,6.9334
2021-10-19,6.9463
2021-10-20,6.9416
2021-10-21,7.0905
2021-10-22,7.0471
2021-10-23,7.0471
2021-10-24,7.0471
2021-10-25,7.1504
2021-10-26,7.019
2021-10-27,6.8583
2021-10-28,6.9169
2021-10-29,7.943
2021-10-30,7.943
2021-10-31,7.943
2021-11-01,8.0418
2021-11-02,8.1028
2021-11-03,8.4373
2021-11-04,8.4591
2021-11-05,8.5488
2021-11-06,8.5488
2021-11-07,8.5488
2021-11-08,8.5764
2021-11-09,8.7523
2021-11-10,8.6707
2021-11-11,8.6546
2021-11-12,8.7787
2021-11-13,8.7787
2021-11-14,8.7787
2021-11-15,8.8466
2021-11-16,8.9328
2021-11-17,8.8535
2021-11-18,9.0799
2021-11-19,8.289
2021-11-20,8.289
2021-11-21,8.289
2021-11-22,8.4488
2021-11-23,8.4063
2021-11-24,8.1924
2021-11-25,8.1924
2021-11-26,8.0614
2021-11-27,8.0614
2021-11-28,8.0614
2021-11-29,7.9763
2021-11-30,7.7096
2021-12-01,7.5889
2021-12-02,7.5947
2021-12-03,7.5165
2021-12-04,7.5165
2021-12-05,7.5165
2021-12-06,7.5291
2021-12-07,7.5682
2021-12-08,7.3924
2021-12-09,7.4402
2021-12-10,7.3991
2021-12-11,7.3991
2021-12-12,7.3991
2021-12-13,7.1479
2021-12-14,7.2146
2021-12-15,7.2168
2021-12-16,7.1479
2021-12-17,7.1345
2021-12-18,7.1345
2021-12-19,7.1345
2021-12-20,6.9045
2021-12-21,7.0856
2021-12-22,7.1012
2021-12-23,7.1223
2021-12-24,7.1223
2021-12-25,7.1223
2021-12-26,7.1223
2021-12-27,7.1523
2021-12-28,7.1834
2021-12-29,7.3102
2021-12-30,7.3491
2021-12-31,7.3124
2022-01-01,7.3124
2022-01-02,7.3124
2022-01-03,7.438
2022-01-04,7.2612
2022-01-05,7.1657
2022-01-06,7.1545
2022-01-07,7.1368
2022-01-08,7.1368
2022-01-09,7.1368
2022-01-10,7.129
2022-01-11,7.1712
2022-01-12,7.2668
2022-01-13,7.269
2022-01-14,7.2846
2022-01-15,7.2846
2022-01-16,7.2846
2022-01-17,7.2846
2022-01-18,7.2657
2022-01-19,7.3768
2022-01-20,7.2579
2022-01-21,7.2612
2022-01-22,7.2612
2022-01-23,7.2612
2022-01-24,7.628
2022-01-25,7.5391
2022-01-26,7.4157
2022-01-27,7.408
2022-01-28,8.1708
2022-01-29,8.1708
2022-01-30,8.1708
2022-01-31,8.1998
2022-02-01,8.1731
2022-02-02,8.0312
2022-02-03,7.9056
2022-02-04,7.9161
2022-02-05,7.9161
2022-02-06,7.9161
2022-02-07,8.0405
2022-02-08,8.1522
2022-02-09,8.2243
2022-02-10,8.1673
2022-02-11,8.1033
2022-02-12,8.1033
2022-02-13,8.1033
2022-02-14,8.0149
2022-02-15,8.2405
2022-02-16,8.1254
2022-02-17,7.9835
2022-02-18,7.9102
2022-02-19,7.9102
2022-02-20,7.9102
2022-02-21,7.9102
2022-02-22,7.8277
2022-02-23,7.6404
2022-02-24,7.8195
2022-02-25,6.3844
2022-02-26,6.3844
2022-02-27,6.3844
2022-02-28,6.6809
2022-03-01,6.403
2022-03-02,6.6065
2022-03-03,6.6088
2022-03-04,6.4448
2022-03-05,6.4448
2022-03-06,6.4448
2022-03-07,6.2634
2022-03-08,6.4867
2022-03-09,6.4914
2022-03-10,6.5972
2022-03-11,6.4739
2022-03-12,6.4739
2022-03-13,6.4739
2022-03-14,6.4856
2022-03-15,6.6402
2022-03-16,6.7298
2022-03-17,6.7763
2022-03-18,6.7647
2022-03-19,6.7647
2022-03-20,6.7647
2022-03-21,6.61
2022-03-22,6.667
2022-03-23,6.6065
2022-03-24,6.4139
2022-03-25,6.3995
2022-03-26,6.3995
2022-03-27,6.3995
2022-03-28,6.3638
2022-03-29,6.5119
2022-03-30,6.3861
2022-03-31,6.3059
2022-04-01,6.2792
2022-04-02,6.2792
2022-04-03,6.2792
2022-04-04,6.3293
2022-04-05,6.3004
2022-04-06,6.1757
2022-04-07,6.1957
2022-04-08,6.2091
2022-04-09,6.2091
2022-04-10,6.2091
2022-04-11,6.2581
2022-04-12,6.2859
2022-04-13,6.3238
2022-04-14,6.3883
2022-04-15,6.3883
2022-04-16,6.3883
2022-04-17,6.3883
2022-04-18,6.3794
2022-04-19,6.4084
2022-04-20,6.3972
2022-04-21,6.3627
2022-04-22,6.2313
2022-04-23,6.2313
2022-04-24,6.2313
2022-04-25,6.3015
2022-04-26,6.2469
2022-04-27,6.2904
2022-04-28,6.3382
2022-04-29,6.9968
2022-04-30,6.9968
2022-05-01,6.9968
2022-05-02,7.0519
2022-05-03,7.0399
2022-05-04,7.1695
2022-05-05,7.0363
2022-05-06,7.0183
2022-05-07,7.0183
2022-05-08,7.0183
2022-05-09,6.8804
2022-05-10,6.7952
2022-05-11,6.698
2022-05-12,6.8996
2022-05-13,7.0519
2022-05-14,7.0519
2022-05-15,7.0519
2022-05-16,7.1239
2022-05-17,7.3147
2022-05-18,7.1899
2022-05-19,7.1155
2022-05-20,7.2643
2022-05-21,7.2643
2022-05-22,7.2643
2022-05-23,7.1587
2022-05-24,7.0903
2022-05-25,7.3302
2022-05-26,7.4034
2022-05-27,7.4742
2022-05-28,7.4742
2022-05-29,7.4742
2022-05-30,7.4742
2022-05-31,7.437
2022-06-01,7.3902
2022-06-02,7.4262
2022-06-03,7.3878
2022-06-04,7.3878
2022-06-05,7.3878
2022-06-06,7.395
2022-06-07,7.3746
2022-06-08,7.2693
2022-06-09,7.1667
2022-06-10,6.9932
2022-06-11,6.9932
2022-06-12,6.9932
2022-06-13,6.7844
2022-06-14,6.7714
2022-06-15,6.9425
2022-06-16,6.7089
2022-06-17,6.867
2022-06-18,6.867
2022-06-19,6.867
2022-06-20,6.867
2022-06-21,6.9342
2022-06-22,6.9153
2022-06-23,6.9047
2022-06-24,6.9673
2022-06-25,6.9673
2022-06-26,6.9673
2022-06-27,6.9153
2022-06-28,6.7938
2022-06-29,6.6558
2022-06-30,6.4599
2022-07-01,6.4457
2022-07-02,6.4457
2022-07-03,6.4457
2022-07-04,6.4457
2022-07-05,6.5307
2022-07-06,6.375
2022-07-07,6.4611
2022-07-08,6.4965
2022-07-09,6.4965
2022-07-10,6.4965
2022-07-11,6.4115
2022-07-12,6.4422
2022-07-13,6.4328
2022-07-14,6.336
2022-07-15,6.4953
2022-07-16,6.4953
2022-07-17,6.4953
2022-07-18,6.5154
2022-07-19,6.6593
2022-07-20,6.7384
2022-07-21,6.7372
2022-07-22,6.7431
2022-07-23,6.7431
2022-07-24,6.7431
2022-07-25,6.6935
2022-07-26,6.5897
2022-07-27,6.69
2022-07-28,6.7702
2022-07-29,8.2726
2022-07-30,8.2726
2022-07-31,8.2726
2022-08-01,8.3117
2022-08-02,8.2111
2022-08-03,8.3047
2022-08-04,8.2796
2022-08-05,8.2642
2022-08-06,8.2642
2022-08-07,8.2642
2022-08-08,8.4809
2022-08-09,8.3704
2022-08-10,8.4907
2022-08-11,8.6179
2022-08-12,8.713
2022-08-13,8.713
2022-08-14,8.713
2022-08-15,8.7004
2022-08-16,8.8402
2022-08-17,8.843
2022-08-18,8.7773
2022-08-19,9.6734
2022-08-20,9.6734
2022-08-21,9.6734
2022-08-22,9.4595
2022-08-23,9.4442
2022-08-24,9.4078
2022-08-25,9.6133
2022-08-26,9.4442
2022-08-27,9.4442
2022-08-28,9.4442
2022-08-29,9.4651
2022-08-30,9.3896
2022-08-31,9.4567
2022-09-01,9.4288
2022-09-02,9.303
2022-09-03,9.303
2022-09-04,9.303
2022-09-05,9.303
2022-09-06,9.3113
2022-09-07,9.3619
2022-09-08,9.4268
2022-09-09,9.6034
2022-09-10,9.6034
2022-09-11,9.6034
2022-09-12,9.7635
2022-09-13,9.4916
2022-09-14,9.4889
2022-09-15,9.6931
2022-09-16,9.7083
2022-09-17,9.7083
2022-09-18,9.7083
2022-09-19,9.7442
2022-09-20,9.5151
2022-09-21,9.493
2022-09-22,9.2736
2022-09-23,9.1148
2022-09-24,9.1148
2022-09-25,9.1148
2022-09-26,8.9906
2022-09-27,8.9934
2022-09-28,9.1259
2022-09-29,8.8195
2022-09-30,8.6028
2022-10-01,8.6028
2022-10-02,8.6028
2022-10-03,8.7008
2022-10-04,8.7601
2022-10-05,8.7684
2022-10-06,8.7077
2022-10-07,8.6635
2022-10-08,8.6635
2022-10-09,8.6635
2022-10-10,8.7518
2022-10-11,8.7822
2022-10-12,8.7449
2022-10-13,8.7422
2022-10-14,8.6842
2022-10-15,8.6842
2022-10-16,8.6842
2022-10-17,8.6925
2022-10-18,8.7394
2022-10-19,8.7215
2022-10-20,8.6552
2022-10-21,8.6897
2022-10-22,8.6897
2022-10-23,8.6897
2022-10-24,8.5586
2022-10-25,8.7946
2022-10-26,8.5586
2022-10-27,8.589
2022-10-28,9.0494
2022-10-29,9.0494
2022-10-30,9.0494
2022-10-31,9.0917
2022-11-01,9.1646
2022-11-02,9.0596
2022-11-03,9.0333
2022-11-04,9.1019
2022-11-05,9.1019
2022-11-06,9.1019
2022-11-07,9.0304
2022-11-08,8.975
2022-11-09,8.8322
2022-11-10,9.182
2022-11-11,9.3235
2022-11-12,9.3235
2022-11-13,9.3235
2022-11-14,9.2097
2022-11-15,9.3993
2022-11-16,9.0523
2022-11-17,9.2812
2022-11-18,9.701
2022-11-19,9.701
2022-11-20,9.701
2022-11-21,9.8847
2022-11-22,9.7331
2022-11-23,9.9416
2022-11-24,9.9416
2022-11-25,10.1442
2022-11-26,10.1442
2022-11-27,10.1442
2022-11-28,10.1049
2022-11-29,10.255
2022-11-30,10.2725
2022-12-01,10.1807
2022-12-02,10.3075
2022-12-03,10.3075
2022-12-04,10.3075
2022-12-05,10.1836
2022-12-06,10.0786
2022-12-07,10.1395
2022-12-08,10.1629
2022-12-09,10.001
2022-12-10,10.001
2022-12-11,10.001
2022-12-12,9.9456
2022-12-13,9.8392
2022-12-14,9.7794
2022-12-15,9.5752
2022-12-16,9.4557
2022-12-17,9.4557
2022-12-18,9.4557
2022-12-19,9.4017
2022-12-20,9.2574
2022-12-21,9.7196
2022-12-22,9.5417
2022-12-23,9.6321
2022-12-24,9.6321
2022-12-25,9.6321
2022-12-26,9.6321
2022-12-27,9.8654
2022-12-28,9.7706
2022-12-29,9.9019
2022-12-30,9.9806
2022-12-31,9.9806
2023-01-01,9.9806
2023-01-02,9.9806
2023-01-03,9.8727
2023-01-04,10.0739
2023-01-05,10.0418
2023-01-06,10.246
2023-01-07,10.246
2023-01-08,10.246
2023-01-09,10.1454
2023-01-10,10.2751
2023-01-11,10.2912
2023-01-12,10.2168
2023-01-13,10.1847
2023-01-14,10.1847
2023-01-15,10.1847
2023-01-16,10.1847
2023-01-17,10.0783
2023-01-18,10.071
2023-01-19,9.9004
2023-01-20,9.9587
2023-01-21,9.9587
2023-01-22,9.9587
2023-01-23,10.1454
2023-01-24,10.2095
2023-01-25,10.4064
2023-01-26,10.784
2023-01-27,11.7547
2023-01-28,11.7547
2023-01-29,11.7547
2023-01-30,11.5061
2023-01-31,11.6788
2023-02-01,11.9582
2023-02-02,12.168
2023-02-03,12.1438
2023-02-04,12.1438
2023-02-05,12.1438
2023-02-06,12.0179
2023-02-07,12.0922
2023-02-08,11.9678
2023-02-09,11.8548
2023-02-10,11.8903
2023-02-11,11.8903
2023-02-12,11.8903
2023-02-13,11.9291
2023-02-14,11.8306
2023-02-15,11.8581
2023-02-16,11.8258
2023-02-17,11.7886
2023-02-18,11.7886
2023-02-19,11.7886
2023-02-20,11.7886
2023-02-21,11.5707
2023-02-22,11.5707
2023-02-23,11.5626
2023-02-24,11.5804
2023-02-25,11.5804
2023-02-26,11.5804
2023-02-27,11.6417
2023-02-28,11.7127
2023-03-01,11.6223
2023-03-02,11.758
2023-03-03,11.8645
2023-03-04,11.8645
2023-03-05,11.8645
2023-03-06,11.6885
2023-03-07,11.6353
2023-03-08,11.8096
2023-03-09,11.7676
2023-03-10,11.5771
2023-03-11,11.5771
2023-03-12,11.5771
2023-03-13,11.1154
2023-03-14,11.2655
2023-03-15,11.2801
2023-03-16,11.5481
2023-03-17,11.477
2023-03-18,11.477
2023-03-19,11.477
2023-03-20,11.0895
