,RS US Equity
2023-03-16,6.0478
2023-03-17,5.9192
2023-03-18,5.9192
2023-03-19,5.9192
2023-03-20,6.0654
2023-03-21,6.1552
2023-03-22,6.0841
2023-03-23,6.1446
2023-03-24,6.1934
2023-03-25,6.1934
2023-03-26,6.1934
2023-03-27,6.2875
2023-03-28,6.2894
2023-03-29,6.2005
2023-03-30,6.1636
2023-03-31,6.7906
2023-04-01,6.7906
2023-04-02,6.7906
2023-04-03,6.7929
2023-04-04,6.5381
2023-04-05,6.4649
2023-04-06,6.3959
2023-04-07,6.3959
2023-04-08,6.3959
2023-04-09,6.3959
2023-04-10,6.5005
2023-04-11,6.5878
2023-04-12,6.5061
2023-04-13,6.4695
2023-04-14,6.4898
2023-04-15,6.4898
2023-04-16,6.4898
2023-04-17,6.5489
2023-04-18,6.6934
2023-04-19,6.5639
2023-04-20,6.5909
2023-04-21,6.5934
2023-04-22,6.5934
2023-04-23,6.5934
2023-04-24,6.6013
2023-04-25,6.3669
2023-04-26,6.3573
2023-04-27,6.7687
2023-04-28,6.5476
2023-04-29,6.5476
2023-04-30,6.5476
2023-05-01,6.5059
2023-05-02,6.5438
2023-05-03,6.512
2023-05-04,6.3346
2023-05-05,6.4348
2023-05-06,6.4348
2023-05-07,6.4348
2023-05-08,6.3628
2023-05-09,6.4251
2023-05-10,6.3608
2023-05-11,6.3288
2023-05-12,6.3753
2023-05-13,6.3753
2023-05-14,6.3753
2023-05-15,6.3862
2023-05-16,6.3524
2023-05-17,6.4361
2023-05-18,6.5182
2023-05-19,6.4467
2023-05-20,6.4467
2023-05-21,6.4467
2023-05-22,6.4823
2023-05-23,6.4427
2023-05-24,6.2342
2023-05-25,6.2611
2023-05-26,6.3369
2023-05-27,6.3369
2023-05-28,6.3369
2023-05-29,6.3369
2023-05-30,6.1439
2023-05-31,6.209
2023-06-01,6.1462
2023-06-02,6.3872
2023-06-03,6.3872
2023-06-04,6.3872
2023-06-05,6.3288
2023-06-06,6.474
2023-06-07,6.5774
2023-06-08,6.5312
2023-06-09,6.5126
2023-06-10,6.5126
2023-06-11,6.5126
2023-06-12,6.6423
2023-06-13,6.8149
2023-06-14,6.7219
2023-06-15,6.7486
2023-06-16,6.7529
2023-06-17,6.7529
2023-06-18,6.7529
2023-06-19,6.7529
2023-06-20,6.6603
2023-06-21,6.746
2023-06-22,6.7402
2023-06-23,6.8086
2023-06-24,6.8086
2023-06-25,6.8086
2023-06-26,6.8203
2023-06-27,6.9932
2023-06-28,6.985
2023-06-29,7.1277
2023-06-30,8.1153
2023-07-01,8.1153
2023-07-02,8.1153
2023-07-03,8.1317
2023-07-04,8.1317
2023-07-05,8.0812
2023-07-06,8.1641
2023-07-07,8.2351
2023-07-08,8.2351
2023-07-09,8.2351
2023-07-10,8.3404
2023-07-11,8.4239
2023-07-12,8.4539
2023-07-13,8.4481
2023-07-14,8.4285
2023-07-15,8.4285
2023-07-16,8.4285
2023-07-17,8.5134
2023-07-18,8.6156
2023-07-19,8.5044
2023-07-20,8.5264
2023-07-21,8.5327
2023-07-22,8.5327
2023-07-23,8.5327
2023-07-24,8.572
2023-07-25,8.7305
2023-07-26,8.6594
2023-07-27,8.3397
2023-07-28,8.6006
2023-07-29,8.6006
2023-07-30,8.6006
2023-07-31,8.6923
2023-08-01,8.6984
2023-08-02,8.4676
2023-08-03,8.5594
2023-08-04,8.4211
2023-08-05,8.4211
2023-08-06,8.4211
2023-08-07,8.451
2023-08-08,8.4512
2023-08-09,8.3776
2023-08-10,8.3193
2023-08-11,8.3868
2023-08-12,8.3868
2023-08-13,8.3868
2023-08-14,8.4642
2023-08-15,8.3207
2023-08-16,8.3575
2023-08-17,8.2799
2023-08-18,8.2816
2023-08-19,8.2816
2023-08-20,8.2816
2023-08-21,8.2388
2023-08-22,8.2451
2023-08-23,8.1628
2023-08-24,8.1718
2023-08-25,8.2031
2023-08-26,8.2031
2023-08-27,8.2031
2023-08-28,8.2572
2023-08-29,8.4947
2023-08-30,8.4544
2023-08-31,8.4682
2023-09-01,8.4846
2023-09-02,8.4846
2023-09-03,8.4846
2023-09-04,8.4846
2023-09-05,8.0622
2023-09-06,8.009
2023-09-07,8.1209
2023-09-08,8.0438
2023-09-09,8.0438
2023-09-10,8.0438
2023-09-11,7.8052
2023-09-12,7.936
2023-09-13,7.8339
2023-09-14,7.9205
2023-09-15,7.7801
2023-09-16,7.7801
2023-09-17,7.7801
2023-09-18,7.8555
2023-09-19,7.9929
2023-09-20,7.9038
2023-09-21,7.825
2023-09-22,7.8089
2023-09-23,7.8089
2023-09-24,7.8089
2023-09-25,7.8681
2023-09-26,7.7557
2023-09-27,7.8428
2023-09-28,7.8184
2023-09-29,8.3931
2023-09-30,8.3931
2023-10-01,8.3931
2023-10-02,8.3235
2023-10-03,8.1735
2023-10-04,8.2493
2023-10-05,8.2749
2023-10-06,8.3478
2023-10-07,8.3478
2023-10-08,8.3478
2023-10-09,8.4008
2023-10-10,8.4604
2023-10-11,8.4249
2023-10-12,8.2624
2023-10-13,8.1957
2023-10-14,8.1957
2023-10-15,8.1957
2023-10-16,8.2948
2023-10-17,8.3793
2023-10-18,8.1296
2023-10-19,8.0211
2023-10-20,7.8779
2023-10-21,7.8779
2023-10-22,7.8779
2023-10-23,7.8421
2023-10-24,7.9182
2023-10-25,7.9235
2023-10-26,7.8638
2023-10-27,7.8982
2023-10-28,7.8982
2023-10-29,7.8982
2023-10-30,8.0318
2023-10-31,8.085
2023-11-01,8.3223
2023-11-02,8.3274
2023-11-03,8.3293
2023-11-04,8.3293
2023-11-05,8.3293
2023-11-06,8.3531
2023-11-07,8.3388
2023-11-08,8.3262
2023-11-09,8.31
2023-11-10,8.3938
2023-11-11,8.3938
2023-11-12,8.3938
2023-11-13,8.4058
2023-11-14,8.5671
2023-11-15,8.5631
2023-11-16,8.5355
2023-11-17,8.5533
2023-11-18,8.5533
2023-11-19,8.5533
2023-11-20,8.4743
2023-11-21,8.4006
2023-11-22,8.4122
2023-11-23,8.4122
2023-11-24,8.418
2023-11-25,8.418
2023-11-26,8.418
2023-11-27,8.527
2023-11-28,8.4557
2023-11-29,8.4869
2023-11-30,8.6402
2023-12-01,8.7519
2023-12-02,8.7519
2023-12-03,8.7519
2023-12-04,8.7097
2023-12-05,8.4691
2023-12-06,8.3889
2023-12-07,8.4067
2023-12-08,8.3152
2023-12-09,8.3152
2023-12-10,8.3152
2023-12-11,8.4777
2023-12-12,8.3599
2023-12-13,8.4462
2023-12-14,8.4752
2023-12-15,8.4951
2023-12-16,8.4951
2023-12-17,8.4951
2023-12-18,8.575
2023-12-19,8.6974
2023-12-20,8.5961
2023-12-21,8.755
2023-12-22,8.8673
2023-12-23,8.8673
2023-12-24,8.8673
2023-12-25,8.8673
2023-12-26,8.8694
2023-12-27,8.8743
2023-12-28,8.8235
2023-12-29,9.3677
2023-12-30,9.3677
2023-12-31,9.3677
2024-01-01,9.3677
2024-01-02,9.4253
2024-01-03,9.3497
2024-01-04,9.234
2024-01-05,9.3007
2024-01-06,9.3007
2024-01-07,9.3007
2024-01-08,9.5215
2024-01-09,9.2958
2024-01-10,9.2797
2024-01-11,9.4052
2024-01-12,9.443
2024-01-13,9.443
2024-01-14,9.443
2024-01-15,9.443
2024-01-16,9.3319
2024-01-17,9.3405
2024-01-18,9.3878
2024-01-19,9.3401
2024-01-20,9.3401
2024-01-21,9.3401
2024-01-22,9.489
2024-01-23,9.4302
2024-01-24,9.4105
2024-01-25,9.3917
2024-01-26,9.4206
2024-01-27,9.4206
2024-01-28,9.4206
2024-01-29,9.5373
2024-01-30,9.7316
2024-01-31,9.5564
2024-02-01,9.6938
2024-02-02,9.7115
2024-02-03,9.7115
2024-02-04,9.7115
2024-02-05,9.6622
2024-02-06,9.7526
2024-02-07,9.9784
2024-02-08,9.9511
2024-02-09,10.0227
2024-02-10,10.0227
2024-02-11,10.0227
2024-02-12,9.9853
2024-02-13,9.6763
2024-02-14,9.8597
2024-02-15,11.0604
2024-02-16,10.8668
2024-02-17,10.8668
2024-02-18,10.8668
2024-02-19,10.8668
2024-02-20,10.5766
2024-02-21,10.5341
2024-02-22,10.6333
2024-02-23,10.7912
2024-02-24,10.7912
2024-02-25,10.7912
2024-02-26,10.8393
2024-02-27,10.7512
2024-02-28,10.7041
2024-02-29,10.7246
2024-03-01,10.6904
2024-03-02,10.6904
2024-03-03,10.6904
2024-03-04,10.7426
2024-03-05,10.693
2024-03-06,10.759
2024-03-07,10.7495
2024-03-08,10.6779
2024-03-09,10.6779
2024-03-10,10.6779
2024-03-11,10.6168
2024-03-12,10.7232
2024-03-13,10.8181
2024-03-14,10.6599
2024-03-15,10.7055
2024-03-16,10.7055
2024-03-17,10.7055
2024-03-18,10.7078
2024-03-19,10.8513
2024-03-20,10.9121
2024-03-21,11.0736
2024-03-22,11.027
2024-03-23,11.027
2024-03-24,11.027
2024-03-25,11.0631
2024-03-26,11.0582
2024-03-27,11.2395
2024-03-28,11.1502
2024-03-29,11.1502
2024-03-30,11.1502
2024-03-31,11.1502
2024-04-01,11.116
2024-04-02,11.114
2024-04-03,11.2923
2024-04-04,11.2192
2024-04-05,11.3427
2024-04-06,11.3427
2024-04-07,11.3427
2024-04-08,11.2455
