,ALLY US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,24.2356
2020-01-02,24.2664
2020-01-03,24.2028
2020-01-04,24.2028
2020-01-05,24.2028
2020-01-06,24.1258
2020-01-07,24.0737
2020-01-08,24.1816
2020-01-09,24.172
2020-01-10,24.1181
2020-01-11,24.1181
2020-01-12,24.1181
2020-01-13,24.1296
2020-01-14,24.1758
2020-01-15,24.1913
2020-01-16,24.2741
2020-01-17,24.2144
2020-01-18,24.2144
2020-01-19,24.2144
2020-01-20,24.2144
2020-01-21,24.1778
2020-01-22,24.5727
2020-01-23,24.6478
2020-01-24,24.54
2020-01-25,24.54
2020-01-26,24.54
2020-01-27,24.2985
2020-01-28,24.3725
2020-01-29,24.4674
2020-01-30,24.5053
2020-01-31,24.4256
2020-02-01,24.4256
2020-02-02,24.4256
2020-02-03,24.4142
2020-02-04,24.4541
2020-02-05,24.5831
2020-02-06,24.5395
2020-02-07,24.5281
2020-02-08,24.5281
2020-02-09,24.5281
2020-02-10,24.5376
2020-02-11,24.5736
2020-02-12,24.6002
2020-02-13,24.621
2020-02-14,24.5812
2020-02-15,24.5812
2020-02-16,24.5812
2020-02-17,24.5812
2020-02-18,24.4256
2020-02-19,23.7236
2020-02-20,23.9394
2020-02-21,23.7625
2020-02-22,23.7625
2020-02-23,23.7625
2020-02-24,23.5609
2020-02-25,23.3137
2020-02-26,23.2856
2020-02-27,23.1753
2020-02-28,23.1145
2020-02-29,23.1145
2020-03-01,23.1145
2020-03-02,23.219
2020-03-03,23.0308
2020-03-04,23.2609
2020-03-05,23.0498
2020-03-06,22.9662
2020-03-07,22.9662
2020-03-08,22.9662
2020-03-09,22.3521
2020-03-10,22.6088
2020-03-11,22.2875
2020-03-12,22.0707
2020-03-13,22.2519
2020-03-14,22.2519
2020-03-15,22.2519
2020-03-16,21.4017
2020-03-17,21.3979
2020-03-18,20.69
2020-03-19,20.7925
2020-03-20,20.5686
2020-03-21,20.5686
2020-03-22,20.5686
2020-03-23,20.6502
2020-03-24,21.0563
2020-03-25,21.4548
2020-03-26,21.6066
2020-03-27,21.341
2020-03-28,21.341
2020-03-29,21.341
2020-03-30,21.2556
2020-03-31,37.1609
2020-04-01,36.6388
2020-04-02,36.6458
2020-04-03,36.3082
2020-04-04,36.3082
2020-04-05,36.3082
2020-04-06,36.9556
2020-04-07,37.147
2020-04-08,37.4359
2020-04-09,37.9963
2020-04-10,37.9963
2020-04-11,37.9963
2020-04-12,37.9963
2020-04-13,37.6204
2020-04-14,37.415
2020-04-15,37.067
2020-04-16,36.8581
2020-04-17,37.4881
2020-04-18,37.4881
2020-04-19,37.4881
2020-04-20,37.3768
2020-04-21,37.0739
2020-04-22,37.0182
2020-04-23,37.1157
2020-04-24,37.1157
2020-04-25,37.1157
2020-04-26,37.1157
2020-04-27,37.429
2020-04-28,37.7653
2020-04-29,38.3898
2020-04-30,37.8243
2020-05-01,37.5398
2020-05-02,37.5398
2020-05-03,37.5398
2020-05-04,37.408
2020-05-05,37.3213
2020-05-06,37.0541
2020-05-07,37.3698
2020-05-08,37.6127
2020-05-09,37.6127
2020-05-10,37.6127
2020-05-11,37.3872
2020-05-12,37.2276
2020-05-13,36.9882
2020-05-14,37.3802
2020-05-15,37.4253
2020-05-16,37.4253
2020-05-17,37.4253
2020-05-18,37.8868
2020-05-19,37.6751
2020-05-20,37.8486
2020-05-21,37.7341
2020-05-22,37.6508
2020-05-23,37.6508
2020-05-24,37.6508
2020-05-25,37.6508
2020-05-26,38.0082
2020-05-27,38.591
2020-05-28,38.5112
2020-05-29,38.1886
2020-05-30,38.1886
2020-05-31,38.1886
2020-06-01,38.532
2020-06-02,38.6327
2020-06-03,39.1565
2020-06-04,39.4965
2020-06-05,39.9926
2020-06-06,39.9926
2020-06-07,39.9926
2020-06-08,40.3326
2020-06-09,40.0897
2020-06-10,39.3438
2020-06-11,38.6778
2020-06-12,39.2294
2020-06-13,39.2294
2020-06-14,39.2294
2020-06-15,39.4063
2020-06-16,39.4167
2020-06-17,39.1079
2020-06-18,39.049
2020-06-19,38.8026
2020-06-20,38.8026
2020-06-21,38.8026
2020-06-22,38.8686
2020-06-23,38.8686
2020-06-24,38.4904
2020-06-25,39.2502
2020-06-26,38.6778
2020-06-27,38.6778
2020-06-28,38.6778
2020-06-29,38.9275
2020-06-30,23.194
2020-07-01,22.9786
2020-07-02,23.0437
2020-07-03,23.0437
2020-07-04,23.0437
2020-07-05,23.0437
2020-07-06,23.3688
2020-07-07,23.1046
2020-07-08,23.129
2020-07-09,22.877
2020-07-10,23.3119
2020-07-11,23.3119
2020-07-12,23.3119
2020-07-13,23.4744
2020-07-14,23.5964
2020-07-15,24.0393
2020-07-16,24.2425
2020-07-17,23.8032
2020-07-18,23.8032
2020-07-19,23.8032
2020-07-20,23.7828
2020-07-21,23.8195
2020-07-22,23.8846
2020-07-23,23.8439
2020-07-24,23.7584
2020-07-25,23.7584
2020-07-26,23.7584
2020-07-27,23.6362
2020-07-28,23.6159
2020-07-29,23.7787
2020-07-30,23.4897
2020-07-31,23.3187
2020-08-01,23.3187
2020-08-02,23.3187
2020-08-03,23.5019
2020-08-04,23.506
2020-08-05,23.7991
2020-08-06,23.7217
2020-08-07,23.8765
2020-08-08,23.8765
2020-08-09,23.8765
2020-08-10,24.0882
2020-08-11,24.2673
2020-08-12,24.1655
2020-08-13,24.2144
2020-08-14,24.3528
2020-08-15,24.3528
2020-08-16,24.3528
2020-08-17,24.0678
2020-08-18,24.0637
2020-08-19,24.2022
2020-08-20,24.0312
2020-08-21,23.9335
2020-08-22,23.9335
2020-08-23,23.9335
2020-08-24,24.4627
2020-08-25,24.2999
2020-08-26,24.2144
2020-08-27,24.5564
2020-08-28,24.7233
2020-08-29,24.7233
2020-08-30,24.7233
2020-08-31,24.4505
2020-09-01,24.4627
2020-09-02,24.7233
2020-09-03,24.8129
2020-09-04,25.4114
2020-09-05,25.4114
2020-09-06,25.4114
2020-09-07,25.4114
2020-09-08,24.992
2020-09-09,24.9513
2020-09-10,24.7559
2020-09-11,24.8699
2020-09-12,24.8699
2020-09-13,24.8699
2020-09-14,25.0735
2020-09-15,25.2322
2020-09-16,25.5987
2020-09-17,25.7575
2020-09-18,25.5946
2020-09-19,25.5946
2020-09-20,25.5946
2020-09-21,25.1305
2020-09-22,24.9839
2020-09-23,24.6622
2020-09-24,24.7315
2020-09-25,25.1101
2020-09-26,25.1101
2020-09-27,25.1101
2020-09-28,25.2892
2020-09-29,25.0897
2020-09-30,17.466
2020-10-01,17.6191
2020-10-02,17.9716
2020-10-03,17.9716
2020-10-04,17.9716
2020-10-05,18.1996
2020-10-06,18.0322
2020-10-07,18.3669
2020-10-08,18.4773
2020-10-09,18.456
2020-10-10,18.456
2020-10-11,18.456
2020-10-12,18.4132
2020-10-13,18.3669
2020-10-14,18.2922
2020-10-15,18.4631
2020-10-16,18.7337
2020-10-17,18.7337
2020-10-18,18.7337
2020-10-19,18.6696
2020-10-20,18.6625
2020-10-21,18.4595
2020-10-22,18.8121
2020-10-23,18.894
2020-10-24,18.894
2020-10-25,18.894
2020-10-26,18.6768
2020-10-27,18.2565
2020-10-28,18.0001
2020-10-29,18.0179
2020-10-30,18.0393
2020-10-31,18.0393
2020-11-01,18.0393
2020-11-02,18.3669
2020-11-03,18.7094
2020-11-04,18.3639
2020-11-05,18.6168
2020-11-06,18.4743
2020-11-07,18.4743
2020-11-08,18.4743
2020-11-09,19.1759
2020-11-10,18.9088
2020-11-11,18.7841
2020-11-12,18.7735
2020-11-13,19.1901
2020-11-14,19.1901
2020-11-15,19.1901
2020-11-16,19.475
2020-11-17,19.4038
2020-11-18,19.2507
2020-11-19,19.183
2020-11-20,18.8589
2020-11-21,18.8589
2020-11-22,18.8589
2020-11-23,19.1723
2020-11-24,19.6033
2020-11-25,19.4715
2020-11-26,19.4715
2020-11-27,19.4608
2020-11-28,19.4608
2020-11-29,19.4608
2020-11-30,19.0975
2020-12-01,19.5926
2020-12-02,19.5961
2020-12-03,19.6389
2020-12-04,19.9701
2020-12-05,19.9701
2020-12-06,19.9701
2020-12-07,19.9487
2020-12-08,20.1018
2020-12-09,20.4793
2020-12-10,20.8212
2020-12-11,20.6182
2020-12-12,20.6182
2020-12-13,20.6182
2020-12-14,20.5292
2020-12-15,20.8319
2020-12-16,20.7714
2020-12-17,20.6539
2020-12-18,20.49
2020-12-19,20.49
2020-12-20,20.49
2020-12-21,20.9067
2020-12-22,20.718
2020-12-23,20.9601
2020-12-24,20.839
2020-12-25,20.839
2020-12-26,20.839
2020-12-27,20.839
2020-12-28,20.9957
2020-12-29,20.9174
2020-12-30,21.0919
2020-12-31,15.5391
2021-01-01,15.5391
2021-01-02,15.5391
2021-01-03,15.5391
2021-01-04,15.4784
2021-01-05,15.5786
2021-01-06,15.8844
2021-01-07,15.9476
2021-01-08,15.9898
2021-01-09,15.9898
2021-01-10,15.9898
2021-01-11,16.0188
2021-01-12,16.2534
2021-01-13,16.5671
2021-01-14,16.915
2021-01-15,16.915
2021-01-16,16.915
2021-01-17,16.915
2021-01-18,16.915
2021-01-19,17.0204
2021-01-20,17.0389
2021-01-21,16.6672
2021-01-22,16.8672
2021-01-23,16.8672
2021-01-24,16.8672
2021-01-25,16.537
2021-01-26,16.3574
2021-01-27,15.7683
2021-01-28,16.3257
2021-01-29,16.1355
2021-01-30,16.1355
2021-01-31,16.1355
2021-02-01,16.3362
2021-02-02,16.64
