,FLO US Equity
2020-06-12,22.5474
2020-06-13,22.5474
2020-06-14,22.5474
2020-06-15,22.8779
2020-06-16,23.0634
2020-06-17,23.144
2020-06-18,23.0795
2020-06-19,23.0069
2020-06-20,23.0069
2020-06-21,23.0069
2020-06-22,22.6925
2020-06-23,22.5474
2020-06-24,22.6199
2020-06-25,22.6199
2020-06-26,22.3619
2020-06-27,22.3619
2020-06-28,22.3619
2020-06-29,22.5312
2020-06-30,22.6522
2020-07-01,22.5635
2020-07-02,22.5232
2020-07-03,22.5232
2020-07-04,22.5232
2020-07-05,22.5232
2020-07-06,22.4022
2020-07-07,22.378
2020-07-08,22.3297
2020-07-09,22.112
2020-07-10,21.3302
2020-07-11,21.3302
2020-07-12,21.3302
2020-07-13,21.2044
2020-07-14,21.4559
2020-07-15,21.3537
2020-07-16,21.3537
2020-07-17,21.2751
2020-07-18,21.2751
2020-07-19,21.2751
2020-07-20,21.228
2020-07-21,21.9824
2020-07-22,21.7545
2020-07-23,21.7702
2020-07-24,21.6917
2020-07-25,21.6917
2020-07-26,21.6917
2020-07-27,21.7938
2020-07-28,21.8488
2020-07-29,21.8881
2020-07-30,21.8174
2020-07-31,21.9431
2020-08-01,21.9431
2020-08-02,21.9431
2020-08-03,22.3361
2020-08-04,22.5718
2020-08-05,22.3361
2020-08-06,22.454
2020-08-07,22.7526
2020-08-08,22.7526
2020-08-09,22.7526
2020-08-10,22.9831
2020-08-11,23.1403
2020-08-12,23.4075
2020-08-13,23.2975
2020-08-14,23.3368
2020-08-15,23.3368
2020-08-16,23.3368
2020-08-17,23.5254
2020-08-18,23.7848
2020-08-19,23.7298
2020-08-20,23.5726
2020-08-21,23.439
2020-08-22,23.439
2020-08-23,23.439
2020-08-24,23.6197
2020-08-25,23.7376
2020-08-26,23.6276
2020-08-27,23.5175
2020-08-28,23.2582
2020-08-29,23.2582
2020-08-30,23.2582
2020-08-31,23.2896
2020-09-01,23.0617
2020-09-02,23.3289
2020-09-03,22.9988
2020-09-04,22.9674
2020-09-05,22.9674
2020-09-06,22.9674
2020-09-07,22.9674
2020-09-08,22.5587
2020-09-09,22.7158
2020-09-10,22.5194
2020-09-11,22.4643
2020-09-12,22.4643
2020-09-13,22.4643
2020-09-14,22.3543
2020-09-15,22.3543
2020-09-16,22.4643
2020-09-17,22.4722
2020-09-18,22.5429
2020-09-19,22.5429
2020-09-20,22.5429
2020-09-21,22.4958
2020-09-22,22.5665
2020-09-23,22.3857
2020-09-24,22.5822
2020-09-25,22.7158
2020-09-26,22.7158
2020-09-27,22.7158
2020-09-28,22.9438
2020-09-29,23.0067
2020-09-30,23.1874
2020-10-01,23.2582
2020-10-02,23.8053
2020-10-03,23.8053
2020-10-04,23.8053
2020-10-05,24.0383
2020-10-06,23.8053
2020-10-07,23.7731
2020-10-08,23.7089
2020-10-09,23.8535
2020-10-10,23.8535
2020-10-11,23.8535
2020-10-12,24.0705
2020-10-13,24.0625
2020-10-14,23.9741
2020-10-15,24.0625
2020-10-16,24.0062
2020-10-17,24.0062
2020-10-18,24.0062
2020-10-19,23.8294
2020-10-20,23.4999
2020-10-21,23.3231
2020-10-22,23.3472
2020-10-23,23.4999
2020-10-24,23.4999
2020-10-25,23.4999
2020-10-26,23.4195
2020-10-27,23.4597
2020-10-28,23.0981
2020-10-29,23.1383
2020-10-30,22.9615
2020-10-31,22.9615
2020-11-01,22.9615
2020-11-02,23.2186
2020-11-03,23.2749
2020-11-04,23.4356
2020-11-05,23.6285
2020-11-06,22.9615
2020-11-07,22.9615
2020-11-08,22.9615
2020-11-09,22.0052
2020-11-10,22.0936
2020-11-11,22.2865
2020-11-12,21.9168
2020-11-13,21.9248
2020-11-14,21.9248
2020-11-15,21.9248
2020-11-16,21.74
2020-11-17,21.8766
2020-11-18,21.8204
2020-11-19,22.0374
2020-11-20,21.9168
2020-11-21,21.9168
2020-11-22,21.9168
2020-11-23,22.0132
2020-11-24,22.1338
2020-11-25,21.8123
2020-11-26,21.8123
2020-11-27,21.9007
2020-11-28,21.9007
2020-11-29,21.9007
2020-11-30,21.8445
2020-12-01,22.1016
2020-12-02,21.7882
2020-12-03,21.8686
2020-12-04,22.0293
2020-12-05,22.0293
2020-12-06,22.0293
2020-12-07,22.0856
2020-12-08,22.0856
2020-12-09,22.1659
2020-12-10,22.0454
2020-12-11,22.0775
2020-12-12,22.0775
2020-12-13,22.0775
2020-12-14,22.4231
2020-12-15,22.5035
2020-12-16,22.3588
2020-12-17,22.4231
2020-12-18,22.1418
2020-12-19,22.1418
2020-12-20,22.1418
2020-12-21,22.1579
2020-12-22,22.2222
2020-12-23,22.4954
2020-12-24,22.624
2020-12-25,22.624
2020-12-26,22.624
2020-12-27,22.624
2020-12-28,22.4794
2020-12-29,22.3267
2020-12-30,22.174
2020-12-31,17.1883
2021-01-01,17.1883
2021-01-02,17.1883
2021-01-03,17.1883
2021-01-04,17.3643
2021-01-05,17.2323
2021-01-06,17.2135
2021-01-07,17.0752
2021-01-08,16.8741
2021-01-09,16.8741
2021-01-10,16.8741
2021-01-11,16.8741
2021-01-12,16.7547
2021-01-13,16.6667
2021-01-14,16.8804
2021-01-15,17.0124
2021-01-16,17.0124
2021-01-17,17.0124
2021-01-18,17.0124
2021-01-19,16.8238
2021-01-20,17.0124
2021-01-21,16.8867
2021-01-22,17.0689
2021-01-23,17.0689
2021-01-24,17.0689
2021-01-25,17.3895
2021-01-26,17.4209
2021-01-27,17.5466
2021-01-28,17.5215
2021-01-29,17.3958
2021-01-30,17.3958
2021-01-31,17.3958
2021-02-01,17.1632
2021-02-02,17.1883
2021-02-03,17.1129
2021-02-04,16.9935
2021-02-05,17.0375
2021-02-06,17.0375
2021-02-07,17.0375
2021-02-08,17.1444
2021-02-09,17.2261
2021-02-10,17.2072
2021-02-11,17.0375
2021-02-12,17.1883
2021-02-13,17.1883
2021-02-14,17.1883
2021-02-15,17.1883
2021-02-16,16.9872
2021-02-17,17.0438
2021-02-18,16.849
2021-02-19,16.849
2021-02-20,16.849
2021-02-21,16.849
2021-02-22,16.8427
2021-02-23,16.9747
2021-02-24,16.8993
2021-02-25,16.9056
2021-02-26,16.6415
2021-02-27,16.6415
2021-02-28,16.6415
2021-03-01,16.6855
2021-03-02,16.8616
2021-03-03,17.0502
2021-03-04,17.0502
2021-03-05,17.4023
2021-03-06,17.4023
2021-03-07,17.4023
2021-03-08,17.5658
2021-03-09,17.4778
2021-03-10,17.6539
2021-03-11,17.5658
2021-03-12,17.6413
2021-03-13,17.6413
2021-03-14,17.6413
2021-03-15,17.9179
2021-03-16,18.0437
2021-03-17,17.9431
2021-03-18,17.811
2021-03-19,17.811
2021-03-20,17.811
2021-03-21,17.811
2021-03-22,18.0877
2021-03-23,18.05
2021-03-24,17.723
2021-03-25,18.0185
2021-03-26,18.1695
2021-03-27,18.1695
2021-03-28,18.1695
2021-03-29,18.3015
2021-03-30,18.2072
2021-03-31,17.9305
2021-04-01,18.0185
2021-04-02,18.0185
2021-04-03,18.0185
2021-04-04,18.0185
2021-04-05,18.0751
2021-04-06,18.1695
2021-04-07,18.1695
2021-04-08,18.1757
2021-04-09,17.9808
2021-04-10,17.9808
2021-04-11,17.9808
2021-04-12,18.1192
2021-04-13,17.8928
2021-04-14,17.8676
2021-04-15,17.9808
2021-04-16,18.0751
2021-04-17,18.0751
2021-04-18,18.0751
2021-04-19,18.1632
2021-04-20,18.2826
2021-04-21,18.3392
2021-04-22,18.3015
2021-04-23,18.0884
2021-04-24,18.0884
2021-04-25,18.0884
2021-04-26,17.8016
2021-04-27,17.8453
2021-04-28,17.8141
2021-04-29,17.9512
2021-04-30,17.8764
2021-05-01,17.8764
2021-05-02,17.8764
2021-05-03,18.0447
2021-05-04,18.0447
2021-05-05,18.1258
2021-05-06,18.319
2021-05-07,18.2068
2021-05-08,18.2068
2021-05-09,18.2068
2021-05-10,18.3751
2021-05-11,18.3252
2021-05-12,18.1881
2021-05-13,18.3127
2021-05-14,18.0572
2021-05-15,18.0572
2021-05-16,18.0572
2021-05-17,18.0946
2021-05-18,18.2629
2021-05-19,18.3252
2021-05-20,18.339
2021-05-21,17.9962
2021-05-22,17.9962
2021-05-23,17.9962
2021-05-24,17.99
2021-05-25,17.9713
2021-05-26,17.9962
2021-05-27,17.9027
2021-05-28,17.9588
2021-05-29,17.9588
2021-05-30,17.9588
2021-05-31,17.9588
2021-06-01,18.2455
2021-06-02,18.5261
2021-06-03,18.7941
2021-06-04,18.6258
2021-06-05,18.6258
2021-06-06,18.6258
2021-06-07,18.6258
2021-06-08,18.4762
2021-06-09,18.2331
2021-06-10,18.3016
2021-06-11,18.3016
2021-06-12,18.3016
2021-06-13,18.3016
2021-06-14,18.3203
2021-06-15,18.2518
2021-06-16,18.1583
2021-06-17,18.0897
2021-06-18,17.7344
2021-06-19,17.7344
2021-06-20,17.7344
2021-06-21,17.8216
2021-06-22,17.8528
2021-06-23,17.6783
2021-06-24,17.7406
2021-06-25,18.0087
2021-06-26,18.0087
2021-06-27,18.0087
2021-06-28,18.0398
2021-06-29,17.9401
2021-06-30,18.0274
2021-07-01,17.9775
2021-07-02,18.0585
2021-07-03,18.0585
2021-07-04,18.0585
2021-07-05,18.0585
2021-07-06,17.9775
2021-07-07,17.8715
2021-07-08,17.7718
2021-07-09,17.9214
2021-07-10,17.9214
2021-07-11,17.9214
2021-07-12,17.9339
2021-07-13,17.7468
2021-07-14,17.8216
2021-07-15,18.0211
2021-07-16,18.0537
2021-07-17,18.0537
2021-07-18,18.0537
2021-07-19,18.0662
2021-07-20,17.9098
2021-07-21,17.7033
2021-07-22,17.5469
2021-07-23,17.6721
2021-07-24,17.6721
2021-07-25,17.6721
2021-07-26,17.7597
2021-07-27,17.8034
2021-07-28,17.5907
2021-07-29,17.5594
2021-07-30,17.5657
2021-07-31,17.5657
2021-08-01,17.5657
2021-08-02,17.572
2021-08-03,17.5282
2021-08-04,17.0151
2021-08-05,17.159
2021-08-06,17.1465
2021-08-07,17.1465
2021-08-08,17.1465
2021-08-09,17.1215
2021-08-10,17.1528
2021-08-11,17.2279
2021-08-12,17.1364
2021-08-13,18.0563
2021-08-14,18.0563
2021-08-15,18.0563
2021-08-16,18.2315
2021-08-17,18.5756
2021-08-18,18.1939
2021-08-19,18.294
2021-08-20,18.2002
2021-08-21,18.2002
2021-08-22,18.2002
2021-08-23,18.0813
2021-08-24,17.7747
2021-08-25,17.7434
2021-08-26,17.6495
2021-08-27,17.7809
2021-08-28,17.7809
2021-08-29,17.7809
2021-08-30,17.9061
2021-08-31,17.9249
2021-09-01,17.9687
2021-09-02,17.9999
2021-09-03,17.856
2021-09-04,17.856
2021-09-05,17.856
2021-09-06,17.856
2021-09-07,17.662
2021-09-08,17.7872
2021-09-09,17.5244
2021-09-10,17.5619
2021-09-11,17.5619
2021-09-12,17.5619
2021-09-13,17.5119
2021-09-14,17.4931
2021-09-15,17.3492
2021-09-16,17.3179
2021-09-17,17.3742
2021-09-18,17.3742
2021-09-19,17.3742
2021-09-20,17.2303
2021-09-21,17.2741
2021-09-22,17.2929
2021-09-23,17.4117
2021-09-24,17.4743
2021-09-25,17.4743
2021-09-26,17.4743
2021-09-27,17.4555
2021-09-28,17.587
2021-09-29,17.8372
2021-09-30,17.612
2021-10-01,17.7246
2021-10-02,17.7246
2021-10-03,17.7246
2021-10-04,17.9311
2021-10-05,18.0625
2021-10-06,18.3003
2021-10-07,18.269
2021-10-08,18.358
2021-10-09,18.358
2021-10-10,18.358
2021-10-11,18.4586
2021-10-12,18.534
2021-10-13,18.7477
2021-10-14,18.6786
2021-10-15,18.4711
2021-10-16,18.4711
2021-10-17,18.4711
2021-10-18,18.4146
2021-10-19,18.3894
2021-10-20,18.5403
2021-10-21,18.4963
2021-10-22,18.534
2021-10-23,18.534
2021-10-24,18.534
2021-10-25,18.6094
2021-10-26,18.5906
2021-10-27,18.27
2021-10-28,18.4083
2021-10-29,18.3328
2021-10-30,18.3328
2021-10-31,18.3328
2021-11-01,18.446
2021-11-02,18.5906
2021-11-03,18.8043
2021-11-04,18.6597
2021-11-05,18.6409
2021-11-06,18.6409
2021-11-07,18.6409
2021-11-08,18.6786
2021-11-09,18.8169
2021-11-10,18.798
2021-11-11,18.8043
2021-11-12,19.141
2021-11-13,19.141
2021-11-14,19.141
2021-11-15,19.7435
2021-11-16,19.6242
2021-11-17,19.6368
2021-11-18,19.5238
2021-11-19,19.5928
2021-11-20,19.5928
2021-11-21,19.5928
2021-11-22,19.5677
2021-11-23,19.6995
2021-11-24,19.7309
2021-11-25,19.7309
2021-11-26,19.3795
2021-11-27,19.3795
2021-11-28,19.3795
2021-11-29,19.3418
2021-11-30,18.9779
2021-12-01,18.8712
2021-12-02,18.752
2021-12-03,18.9277
2021-12-04,18.9277
2021-12-05,18.9277
2021-12-06,18.89
2021-12-07,19.0281
2021-12-08,19.0908
2021-12-09,18.9277
2021-12-10,19.0406
2021-12-11,19.0406
2021-12-12,19.0406
2021-12-13,19.3042
2021-12-14,19.323
2021-12-15,19.5301
2021-12-16,19.869
2021-12-17,19.7686
2021-12-18,19.7686
2021-12-19,19.7686
2021-12-20,19.756
2021-12-21,19.756
2021-12-22,19.756
2021-12-23,19.6493
2021-12-24,19.6493
2021-12-25,19.6493
2021-12-26,19.6493
2021-12-27,19.7937
2021-12-28,19.9882
2021-12-29,19.9945
2021-12-30,19.9819
2021-12-31,21.7995
2022-01-01,21.7995
2022-01-02,21.7995
2022-01-03,21.7995
2022-01-04,21.8739
2022-01-05,22.0768
2022-01-06,22.1174
2022-01-07,22.1783
2022-01-08,22.1783
2022-01-09,22.1783
2022-01-10,22.3068
2022-01-11,22.0295
2022-01-12,22.0904
2022-01-13,22.3407
2022-01-14,22.8818
2022-01-15,22.8818
2022-01-16,22.8818
2022-01-17,22.8818
2022-01-18,22.8277
2022-01-19,22.7871
2022-01-20,22.3948
2022-01-21,22.6586
2022-01-22,22.6586
2022-01-23,22.6586
2022-01-24,22.5571
2022-01-25,22.2324
2022-01-26,22.1377
2022-01-27,22.2324
2022-01-28,22.3542
2022-01-29,22.3542
2022-01-30,22.3542
2022-01-31,22.246
2022-02-01,22.2189
2022-02-02,22.4557
2022-02-03,22.5504
2022-02-04,22.2527
2022-02-05,22.2527
2022-02-06,22.2527
2022-02-07,22.3339
2022-02-08,22.476
2022-02-09,22.3407
2022-02-10,22.2189
2022-02-11,22.1107
2022-02-12,22.1107
2022-02-13,22.1107
2022-02-14,22.1918
2022-02-15,22.246
2022-02-16,22.1039
2022-02-17,22.3813
2022-02-18,22.6113
2022-02-19,22.6113
2022-02-20,22.6113
2022-02-21,22.6113
2022-02-22,22.4354
2022-02-23,22.4889
2022-02-24,21.4058
2022-02-25,22.0421
2022-02-26,22.0421
2022-02-27,22.0421
2022-02-28,21.7713
2022-03-01,21.6969
2022-03-02,21.9203
2022-03-03,21.9338
2022-03-04,21.46
2022-03-05,21.46
2022-03-06,21.46
2022-03-07,20.6815
2022-03-08,20.1603
2022-03-09,20.3769
2022-03-10,20.0655
2022-03-11,19.6864
2022-03-12,19.6864
2022-03-13,19.6864
2022-03-14,19.8218
2022-03-15,20.0113
2022-03-16,20.3024
2022-03-17,20.2618
2022-03-18,20.3633
2022-03-19,20.3633
2022-03-20,20.3633
2022-03-21,20.2009
2022-03-22,20.2889
2022-03-23,20.14
2022-03-24,20.1061
2022-03-25,20.316
2022-03-26,20.316
2022-03-27,20.316
2022-03-28,20.316
2022-03-29,20.8372
2022-03-30,20.6815
2022-03-31,20.6206
2022-04-01,20.9861
2022-04-02,20.9861
2022-04-03,20.9861
2022-04-04,20.8304
2022-04-05,20.8101
2022-04-06,21.047
2022-04-07,21.0876
2022-04-08,21.1824
2022-04-09,21.1824
2022-04-10,21.1824
2022-04-11,21.196
2022-04-12,21.3602
2022-04-13,21.3738
2022-04-14,21.3874
2022-04-15,21.3874
2022-04-16,21.3874
2022-04-17,21.3874
2022-04-18,21.3127
2022-04-19,21.4552
2022-04-20,21.8555
2022-04-21,21.9234
2022-04-22,22.0297
2022-04-23,22.0297
2022-04-24,22.0297
2022-04-25,22.1671
2022-04-26,21.7204
2022-04-27,21.5829
2022-04-28,21.8028
2022-04-29,21.4386
2022-04-30,21.4386
2022-05-01,21.4386
2022-05-02,21.1293
2022-05-03,21.3561
2022-05-04,21.6035
2022-05-05,21.4248
2022-05-06,21.4523
2022-05-07,21.4523
2022-05-08,21.4523
2022-05-09,21.9609
2022-05-10,21.5966
2022-05-11,21.6654
2022-05-12,21.7822
2022-05-13,22.0022
2022-05-14,22.0022
2022-05-15,22.0022
2022-05-16,21.8372
2022-05-17,21.7135
2022-05-18,20.6482
2022-05-19,20.4771
2022-05-20,21.4257
2022-05-21,21.4257
2022-05-22,21.4257
2022-05-23,21.1576
2022-05-24,21.5288
2022-05-25,21.6388
2022-05-26,22.0168
2022-05-27,21.9962
2022-05-28,21.9962
2022-05-29,21.9962
2022-05-30,21.9962
2022-05-31,22.1818
2022-06-01,21.3707
2022-06-02,21.4188
2022-06-03,21.1439
2022-06-04,21.1439
2022-06-05,21.1439
2022-06-06,21.1576
2022-06-07,21.1507
2022-06-08,20.7727
2022-06-09,20.3809
2022-06-10,20.4428
2022-06-11,20.4428
2022-06-12,20.4428
2022-06-13,20.3947
2022-06-14,19.9548
2022-06-15,20.2434
2022-06-16,20.1128
2022-06-17,20.1678
2022-06-18,20.1678
2022-06-19,20.1678
2022-06-20,20.1678
2022-06-21,20.3878
2022-06-22,20.3878
2022-06-23,20.5871
2022-06-24,21.2401
2022-06-25,21.2401
2022-06-26,21.2401
2022-06-27,21.247
2022-06-28,21.1851
2022-06-29,21.3638
2022-06-30,21.302
2022-07-01,21.5494
2022-07-02,21.5494
2022-07-03,21.5494
2022-07-04,21.5494
2022-07-05,21.7144
2022-07-06,21.4257
2022-07-07,21.7694
2022-07-08,21.6662
2022-07-09,21.6662
2022-07-10,21.6662
2022-07-11,21.8106
2022-07-12,21.9481
2022-07-13,22.0649
2022-07-14,21.8793
2022-07-15,22.4585
2022-07-16,22.4585
2022-07-17,22.4585
2022-07-18,22.1415
2022-07-19,22.374
2022-07-20,22.3106
2022-07-21,22.3247
2022-07-22,22.5713
2022-07-23,22.5713
2022-07-24,22.5713
2022-07-25,22.7192
2022-07-26,23.0363
2022-07-27,22.8883
2022-07-28,23.2335
2022-07-29,23.4097
2022-07-30,23.4097
2022-07-31,23.4097
2022-08-01,23.4731
2022-08-02,22.994
2022-08-03,23.0856
2022-08-04,22.8601
2022-08-05,22.8954
2022-08-06,22.8954
2022-08-07,22.8954
2022-08-08,22.9024
2022-08-09,22.9376
2022-08-10,22.8249
2022-08-11,22.8056
2022-08-12,22.7704
2022-08-13,22.7704
2022-08-14,22.7704
2022-08-15,22.9604
2022-08-16,23.1153
2022-08-17,23.1434
2022-08-18,23.1927
2022-08-19,23.3475
2022-08-20,23.3475
2022-08-21,23.3475
2022-08-22,23.0801
2022-08-23,23.0167
2022-08-24,23.0167
2022-08-25,22.8126
2022-08-26,22.707
2022-08-27,22.707
2022-08-28,22.707
2022-08-29,22.5592
2022-08-30,22.693
2022-08-31,22.6085
2022-09-01,22.5944
2022-09-02,22.3903
2022-09-03,22.3903
2022-09-04,22.3903
2022-09-05,22.3903
2022-09-06,22.0665
2022-09-07,22.3622
2022-09-08,22.151
2022-09-09,22.1862
2022-09-10,22.1862
2022-09-11,22.1862
2022-09-12,22.2566
2022-09-13,21.7569
2022-09-14,21.7428
2022-09-15,21.6935
2022-09-16,21.7217
2022-09-17,21.7217
2022-09-18,21.7217
2022-09-19,21.8835
2022-09-20,21.6442
2022-09-21,21.5387
2022-09-22,21.602
2022-09-23,21.2994
2022-09-24,21.2994
2022-09-25,21.2994
2022-09-26,21.2853
2022-09-27,21.0108
2022-09-28,21.1867
2022-09-29,21.0601
2022-09-30,20.7715
2022-10-01,20.7715
2022-10-02,20.7715
2022-10-03,20.9334
2022-10-04,21.2079
2022-10-05,21.0249
2022-10-06,20.7504
2022-10-07,20.4037
2022-10-08,20.4037
2022-10-09,20.4037
2022-10-10,20.759
2022-10-11,21.0516
2022-10-12,21.0586
2022-10-13,21.6648
2022-10-14,21.5951
2022-10-15,21.5951
2022-10-16,21.5951
2022-10-17,21.6648
2022-10-18,22.1386
2022-10-19,21.9853
2022-10-20,21.9156
2022-10-21,22.1177
2022-10-22,22.1177
2022-10-23,22.1177
2022-10-24,22.3197
2022-10-25,22.4103
2022-10-26,22.5496
2022-10-27,22.8701
2022-10-28,23.1837
2022-10-29,23.1837
2022-10-30,23.1837
2022-10-31,23.3021
2022-11-01,23.2046
2022-11-02,23.0374
2022-11-03,23.1558
2022-11-04,23.1697
2022-11-05,23.1697
2022-11-06,23.1697
2022-11-07,23.121
2022-11-08,23.1558
2022-11-09,23.121
2022-11-10,23.7223
2022-11-11,21.9792
2022-11-12,21.9792
2022-11-13,21.9792
2022-11-14,22.3889
2022-11-15,22.9375
2022-11-16,23.0487
2022-11-17,23.0
2022-11-18,23.2639
2022-11-19,23.2639
2022-11-20,23.2639
2022-11-21,23.6806
2022-11-22,23.7848
2022-11-23,23.8473
2022-11-24,23.8473
2022-11-25,23.9653
2022-11-26,23.9653
2022-11-27,23.9653
2022-11-28,23.9653
2022-11-29,23.7778
2022-11-30,24.1667
2022-12-01,24.0556
2022-12-02,24.1181
2022-12-03,24.1181
2022-12-04,24.1181
2022-12-05,24.2223
2022-12-06,23.3264
2022-12-07,23.5834
2022-12-08,23.632
2022-12-09,23.375
2022-12-10,23.375
2022-12-11,23.375
2022-12-12,23.5
2022-12-13,23.2639
2022-12-14,23.4723
2022-12-15,23.1875
2022-12-16,23.2223
2022-12-17,23.2223
2022-12-18,23.2223
2022-12-19,23.1528
2022-12-20,23.0903
2022-12-21,23.4653
2022-12-22,23.4375
2022-12-23,23.5834
2022-12-24,23.5834
2022-12-25,23.5834
2022-12-26,23.5834
2022-12-27,23.6251
2022-12-28,23.4375
2022-12-29,23.4028
2022-12-30,22.5426
2022-12-31,22.5426
2023-01-01,22.5426
2023-01-02,22.5426
2023-01-03,22.361
2023-01-04,22.4283
2023-01-05,22.509
2023-01-06,22.825
2023-01-07,22.825
2023-01-08,22.825
2023-01-09,22.3678
2023-01-10,22.0988
2023-01-11,21.9844
2023-01-12,21.9374
2023-01-13,22.0382
2023-01-14,22.0382
2023-01-15,22.0382
2023-01-16,22.0382
2023-01-17,22.0382
2023-01-18,21.3927
2023-01-19,21.2582
2023-01-20,21.1842
2023-01-21,21.1842
2023-01-22,21.1842
2023-01-23,21.0968
2023-01-24,21.0833
2023-01-25,21.312
2023-01-26,21.1707
2023-01-27,21.164
2023-01-28,21.164
2023-01-29,21.164
2023-01-30,21.3792
2023-01-31,21.8365
2023-02-01,21.8163
2023-02-02,21.776
2023-02-03,21.7289
2023-02-04,21.7289
2023-02-05,21.7289
2023-02-06,21.9306
2023-02-07,21.7491
2023-02-08,21.6818
2023-02-09,21.581
2023-02-10,21.7222
2023-02-11,21.7222
2023-02-12,21.7222
2023-02-13,21.9508
2023-02-14,21.7558
2023-02-15,21.9105
2023-02-16,21.8029
2023-02-17,22.2534
2023-02-18,22.2534
2023-02-19,22.2534
2023-02-20,22.2534
2023-02-21,22.2534
2023-02-22,22.3335
2023-02-23,22.4681
2023-02-24,22.2797
2023-02-25,22.2797
2023-02-26,22.2797
2023-02-27,22.2797
2023-02-28,21.9769
2023-03-01,21.8019
2023-03-02,21.8894
2023-03-03,22.0374
2023-03-04,22.0374
2023-03-05,22.0374
2023-03-06,22.0172
2023-03-07,21.8759
2023-03-08,21.6673
2023-03-09,21.6
2023-03-10,21.5193
2023-03-11,21.5193
2023-03-12,21.5193
2023-03-13,21.129
2023-03-14,21.4991
2023-03-15,21.5327
2023-03-16,21.7077
2023-03-17,21.1693
