,IDA US Equity
2020-04-11,22.7515
2020-04-12,22.7515
2020-04-13,22.1463
2020-04-14,22.4177
2020-04-15,21.7451
2020-04-16,22.1134
2020-04-17,22.4143
2020-04-18,22.4143
2020-04-19,22.4143
2020-04-20,21.8558
2020-04-21,21.6016
2020-04-22,21.9906
2020-04-23,21.6915
2020-04-24,21.7797
2020-04-25,21.7797
2020-04-26,21.7797
2020-04-27,21.8143
2020-04-28,22.0045
2020-04-29,22.1393
2020-04-30,21.7107
2020-05-01,21.1384
2020-05-02,21.1384
2020-05-03,21.1384
2020-05-04,21.3061
2020-05-05,21.5603
2020-05-06,20.8963
2020-05-07,21.2196
2020-05-08,21.7453
2020-05-09,21.7453
2020-05-10,21.7453
2020-05-11,21.4669
2020-05-12,21.09
2020-05-13,20.777
2020-05-14,20.8202
2020-05-15,20.5228
2020-05-16,20.5228
2020-05-17,20.5228
2020-05-18,21.3286
2020-05-19,20.8963
2020-05-20,21.0312
2020-05-21,20.8392
2020-05-22,21.0744
2020-05-23,21.0744
2020-05-24,21.0744
2020-05-25,21.0744
2020-05-26,21.4081
2020-05-27,21.4617
2020-05-28,21.8249
2020-05-29,21.9615
2020-05-30,21.9615
2020-05-31,21.9615
2020-06-01,22.0203
2020-06-02,22.0981
2020-06-03,22.4024
2020-06-04,22.0756
2020-06-05,22.1033
2020-06-06,22.1033
2020-06-07,22.1033
2020-06-08,22.3972
2020-06-09,21.9061
2020-06-10,21.8145
2020-06-11,20.9188
2020-06-12,20.8773
2020-06-13,20.8773
2020-06-14,20.8773
2020-06-15,20.9931
2020-06-16,20.8686
2020-06-17,20.9776
2020-06-18,20.981
2020-06-19,20.5816
2020-06-20,20.5816
2020-06-21,20.5816
2020-06-22,20.8513
2020-06-23,20.8012
2020-06-24,20.8617
2020-06-25,20.668
2020-06-26,20.4986
2020-06-27,20.4986
2020-06-28,20.4986
2020-06-29,20.7458
2020-06-30,20.4698
2020-07-01,20.8439
2020-07-02,20.8422
2020-07-03,20.8422
2020-07-04,20.8422
2020-07-05,20.8422
2020-07-06,20.6568
2020-07-07,20.6602
2020-07-08,20.7141
2020-07-09,20.554
2020-07-10,20.9315
2020-07-11,20.9315
2020-07-12,20.9315
2020-07-13,20.9601
2020-07-14,20.9028
2020-07-15,20.9214
2020-07-16,20.8725
2020-07-17,21.1623
2020-07-18,21.1623
2020-07-19,21.1623
2020-07-20,20.982
2020-07-21,21.0814
2020-07-22,21.3898
2020-07-23,21.506
2020-07-24,21.4184
2020-07-25,21.4184
2020-07-26,21.4184
2020-07-27,21.2735
2020-07-28,21.6644
2020-07-29,21.7183
2020-07-30,21.4695
2020-07-31,21.4628
2020-08-01,21.4628
2020-08-02,21.4628
2020-08-03,21.2724
2020-08-04,21.2555
2020-08-05,21.0701
2020-08-06,21.1005
2020-08-07,21.3667
2020-08-08,21.3667
2020-08-09,21.3667
2020-08-10,21.4864
2020-08-11,20.8544
2020-08-12,20.9269
2020-08-13,20.7314
2020-08-14,20.5679
2020-08-15,20.5679
2020-08-16,20.5679
2020-08-17,20.4028
2020-08-18,20.4365
2020-08-19,20.7078
2020-08-20,20.7129
2020-08-21,20.6017
2020-08-22,20.6017
2020-08-23,20.6017
2020-08-24,20.9084
2020-08-25,20.8241
2020-08-26,20.6539
2020-08-27,20.7129
2020-08-28,20.6691
2020-08-29,20.6691
2020-08-30,20.6691
2020-08-31,20.8982
2020-09-01,20.6337
2020-09-02,20.9505
2020-09-03,20.7601
2020-09-04,20.5814
2020-09-05,20.5814
2020-09-06,20.5814
2020-09-07,20.5814
2020-09-08,20.2528
2020-09-09,20.2292
2020-09-10,19.8939
2020-09-11,19.7203
2020-09-12,19.7203
2020-09-13,19.7203
2020-09-14,19.8214
2020-09-15,19.5905
2020-09-16,19.7304
2020-09-17,19.8197
2020-09-18,19.5636
2020-09-19,19.5636
2020-09-20,19.5636
2020-09-21,19.2923
2020-09-22,19.454
2020-09-23,19.1574
2020-09-24,19.1473
2020-09-25,19.3226
2020-09-26,19.3226
2020-09-27,19.3226
2020-09-28,19.4372
2020-09-29,19.2468
2020-09-30,18.3893
2020-10-01,18.7083
2020-10-02,18.8889
2020-10-03,18.8889
2020-10-04,18.8889
2020-10-05,18.9068
2020-10-06,19.4032
2020-10-07,19.4553
2020-10-08,19.566
2020-10-09,19.6132
2020-10-10,19.6132
2020-10-11,19.6132
2020-10-12,19.7727
2020-10-13,19.6116
2020-10-14,19.636
2020-10-15,19.6701
2020-10-16,19.5627
2020-10-17,19.5627
2020-10-18,19.5627
2020-10-19,19.4195
2020-10-20,19.4065
2020-10-21,19.7255
2020-10-22,20.064
2020-10-23,20.2365
2020-10-24,20.2365
2020-10-25,20.2365
2020-10-26,20.2447
2020-10-27,20.1747
2020-10-28,19.7955
2020-10-29,19.7371
2020-10-30,19.6638
2020-10-31,19.6638
2020-11-01,19.6638
2020-11-02,20.0024
2020-11-03,20.1847
2020-11-04,20.0691
2020-11-05,20.2009
2020-11-06,20.0805
2020-11-07,20.0805
2020-11-08,20.0805
2020-11-09,20.5395
2020-11-10,20.5248
2020-11-11,20.8145
2020-11-12,20.2563
2020-11-13,20.6404
2020-11-14,20.6404
2020-11-15,20.6404
2020-11-16,20.7331
2020-11-17,20.5867
2020-11-18,20.1082
2020-11-19,20.0333
2020-11-20,20.0821
2020-11-21,20.0821
2020-11-22,20.0821
2020-11-23,20.2367
2020-11-24,20.5753
2020-11-25,20.572
2020-11-26,20.572
2020-11-27,20.3718
2020-11-28,20.3718
2020-11-29,20.3718
2020-11-30,20.1277
2020-12-01,20.3344
2020-12-02,20.3653
2020-12-03,20.2612
2020-12-04,20.2839
2020-12-05,20.2839
2020-12-06,20.2839
2020-12-07,20.4272
2020-12-08,20.2904
2020-12-09,20.4858
2020-12-10,20.4939
2020-12-11,20.6632
2020-12-12,20.6632
2020-12-13,20.6632
2020-12-14,20.6013
2020-12-15,21.0831
2020-12-16,20.9398
2020-12-17,21.1498
2020-12-18,20.8357
2020-12-19,20.8357
2020-12-20,20.8357
2020-12-21,20.6794
2020-12-22,20.7559
2020-12-23,20.6859
2020-12-24,20.865
2020-12-25,20.865
2020-12-26,20.865
2020-12-27,20.865
2020-12-28,20.9529
2020-12-29,20.8812
2020-12-30,20.8861
2020-12-31,21.1702
2021-01-01,21.1702
2021-01-02,21.1702
2021-01-03,21.1702
2021-01-04,20.479
2021-01-05,20.1024
2021-01-06,20.3176
2021-01-07,19.7421
2021-01-08,20.0583
2021-01-09,20.0583
2021-01-10,20.0583
2021-01-11,20.2507
2021-01-12,20.3029
2021-01-13,20.4252
2021-01-14,20.1138
2021-01-15,20.2442
2021-01-16,20.2442
2021-01-17,20.2442
2021-01-18,20.2442
2021-01-19,20.1007
2021-01-20,20.1073
2021-01-21,19.9638
2021-01-22,19.9279
2021-01-23,19.9279
2021-01-24,19.9279
2021-01-25,20.2507
2021-01-26,20.2165
2021-01-27,19.8219
2021-01-28,20.0746
2021-01-29,19.91
2021-01-30,19.91
2021-01-31,19.91
2021-02-01,19.9507
2021-02-02,19.9573
2021-02-03,19.8122
2021-02-04,19.8236
2021-02-05,19.9638
2021-02-06,19.9638
2021-02-07,19.9638
2021-02-08,19.8578
2021-02-09,19.6279
2021-02-10,19.7176
2021-02-11,19.6035
2021-02-12,19.6149
2021-02-13,19.6149
2021-02-14,19.6149
2021-02-15,19.6149
2021-02-16,19.6459
2021-02-17,19.6866
2021-02-18,19.9365
2021-02-19,19.8925
2021-02-20,19.8925
2021-02-21,19.8925
2021-02-22,19.7001
2021-02-23,20.0099
2021-02-24,19.9202
2021-02-25,19.9039
2021-02-26,19.5762
2021-02-27,19.5762
2021-02-28,19.5762
2021-03-01,19.8844
2021-03-02,19.5599
2021-03-03,19.5729
2021-03-04,19.7425
2021-03-05,20.2121
2021-03-06,20.2121
2021-03-07,20.2121
2021-03-08,20.5855
2021-03-09,20.6475
2021-03-10,20.9687
2021-03-11,20.8187
2021-03-12,21.36
2021-03-13,21.36
2021-03-14,21.36
2021-03-15,22.0025
2021-03-16,22.2438
2021-03-17,21.7677
2021-03-18,21.784
2021-03-19,21.8606
2021-03-20,21.8606
2021-03-21,21.8606
2021-03-22,21.4627
2021-03-23,21.479
2021-03-24,21.5182
2021-03-25,21.8459
2021-03-26,22.0824
2021-03-27,22.0824
2021-03-28,22.0824
2021-03-29,22.0269
2021-03-30,21.7677
2021-03-31,21.2729
2021-04-01,21.3187
2021-04-02,21.3187
2021-04-03,21.3187
2021-04-04,21.3187
2021-04-05,21.3693
2021-04-06,21.3633
2021-04-07,21.3364
2021-04-08,21.2335
2021-04-09,21.2019
2021-04-10,21.2019
2021-04-11,21.2019
2021-04-12,21.3063
2021-04-13,21.1955
2021-04-14,21.2541
2021-04-15,21.3697
2021-04-16,21.4568
2021-04-17,21.4568
2021-04-18,21.4568
2021-04-19,21.5708
2021-04-20,21.6531
2021-04-21,21.5755
2021-04-22,21.5549
2021-04-23,21.3364
2021-04-24,21.3364
2021-04-25,21.3364
2021-04-26,21.3174
2021-04-27,21.0894
2021-04-28,21.2399
2021-04-29,21.5011
2021-04-30,21.6847
2021-05-01,21.6847
2021-05-02,21.6847
2021-05-03,21.6309
2021-05-04,21.6341
2021-05-05,21.5549
2021-05-06,21.7227
2021-05-07,21.8082
2021-05-08,21.8082
2021-05-09,21.8082
2021-05-10,21.9048
2021-05-11,21.6452
2021-05-12,21.3
2021-05-13,21.5755
2021-05-14,21.585
2021-05-15,21.585
2021-05-16,21.585
2021-05-17,21.4188
2021-05-18,21.4742
2021-05-19,21.3887
2021-05-20,21.3934
2021-05-21,21.4188
2021-05-22,21.4188
2021-05-23,21.4188
2021-05-24,21.3823
2021-05-25,21.0942
2021-05-26,21.0419
2021-05-27,20.9121
2021-05-28,20.9675
2021-05-29,20.9675
2021-05-30,20.9675
2021-05-31,20.9675
2021-06-01,20.9089
2021-06-02,20.9913
2021-06-03,21.0451
2021-06-04,21.0609
2021-06-05,21.0609
2021-06-06,21.0609
2021-06-07,21.0134
2021-06-08,21.0214
2021-06-09,21.2256
2021-06-10,21.3111
2021-06-11,21.433
2021-06-12,21.433
2021-06-13,21.433
2021-06-14,21.4267
2021-06-15,21.5391
2021-06-16,21.5581
2021-06-17,21.6119
2021-06-18,21.1559
2021-06-19,21.1559
2021-06-20,21.1559
2021-06-21,21.3887
2021-06-22,21.1924
2021-06-23,20.8963
2021-06-24,20.9469
2021-06-25,21.2968
2021-06-26,21.2968
2021-06-27,21.2968
2021-06-28,21.2114
2021-06-29,20.8947
2021-06-30,20.0965
2021-07-01,20.2182
2021-07-02,20.1178
2021-07-03,20.1178
2021-07-04,20.1178
2021-07-05,20.1178
2021-07-06,20.1163
2021-07-07,20.346
2021-07-08,20.1863
2021-07-09,20.3673
2021-07-10,20.3673
2021-07-11,20.3673
2021-07-12,20.378
2021-07-13,20.2167
2021-07-14,20.4053
2021-07-15,20.8466
2021-07-16,21.0504
2021-07-17,21.0504
2021-07-18,21.0504
2021-07-19,20.9013
2021-07-20,21.128
2021-07-21,20.9013
2021-07-22,20.9181
2021-07-23,21.1995
2021-07-24,21.1995
2021-07-25,21.1995
2021-07-26,21.1478
2021-07-27,21.2939
2021-07-28,21.3167
2021-07-29,21.3139
2021-07-30,21.3063
2021-07-31,21.3063
2021-08-01,21.3063
2021-08-02,21.4813
2021-08-03,21.5269
2021-08-04,21.4098
2021-08-05,21.5269
2021-08-06,21.4919
2021-08-07,21.4919
2021-08-08,21.4919
2021-08-09,21.4159
2021-08-10,21.4022
2021-08-11,21.4417
2021-08-12,21.4402
2021-08-13,21.6045
2021-08-14,21.6045
2021-08-15,21.6045
2021-08-16,21.6806
2021-08-17,21.8312
2021-08-18,21.883
2021-08-19,21.7932
2021-08-20,21.8951
2021-08-21,21.8951
2021-08-22,21.8951
2021-08-23,21.603
2021-08-24,21.425
2021-08-25,21.3383
2021-08-26,21.1846
2021-08-27,21.3337
2021-08-28,21.3337
2021-08-29,21.3337
2021-08-30,21.2713
2021-08-31,21.2911
2021-09-01,21.4782
2021-09-02,21.6106
2021-09-03,21.5558
2021-09-04,21.5558
2021-09-05,21.5558
2021-09-06,21.5558
2021-09-07,21.3778
2021-09-08,21.7491
2021-09-09,21.5939
2021-09-10,21.2637
2021-09-11,21.2637
2021-09-12,21.2637
2021-09-13,21.18
2021-09-14,21.1374
2021-09-15,21.0249
2021-09-16,20.859
2021-09-17,20.9975
2021-09-18,20.9975
2021-09-19,20.9975
2021-09-20,21.0249
2021-09-21,20.9305
2021-09-22,21.104
2021-09-23,21.0385
2021-09-24,21.0233
2021-09-25,21.0233
2021-09-26,21.0233
2021-09-27,21.0644
2021-09-28,21.145
2021-09-29,21.2896
2021-09-30,20.9085
2021-10-01,21.0442
2021-10-02,21.0442
2021-10-03,21.0442
2021-10-04,21.1554
2021-10-05,21.1768
2021-10-06,21.2636
2021-10-07,20.9085
2021-10-08,20.6555
2021-10-09,20.6555
2021-10-10,20.6555
2021-10-11,20.2349
2021-10-12,20.5626
2021-10-13,20.7637
2021-10-14,20.9969
2021-10-15,21.192
2021-10-16,21.192
2021-10-17,21.192
2021-10-18,20.8506
2021-10-19,20.9329
2021-10-20,21.1128
2021-10-21,20.9238
2021-10-22,21.1478
2021-10-23,21.1478
2021-10-24,21.1478
2021-10-25,21.0686
2021-10-26,20.9802
2021-10-27,21.0061
2021-10-28,21.0366
2021-10-29,21.0518
2021-10-30,21.0518
2021-10-31,21.0518
2021-11-01,21.4588
2021-11-02,21.2865
2021-11-03,21.2271
2021-11-04,20.9787
2021-11-05,21.1707
2021-11-06,21.1707
2021-11-07,21.1707
2021-11-08,20.7912
2021-11-09,20.7607
2021-11-10,21.0137
2021-11-11,20.744
2021-11-12,20.747
2021-11-13,20.747
2021-11-14,20.747
2021-11-15,21.0945
2021-11-16,21.4511
2021-11-17,21.3475
2021-11-18,21.3658
2021-11-19,21.7041
2021-11-20,21.7041
2021-11-21,21.7041
2021-11-22,21.8032
2021-11-23,21.7468
2021-11-24,21.6493
2021-11-25,21.6493
2021-11-26,21.4527
2021-11-27,21.4527
2021-11-28,21.4527
2021-11-29,21.5655
2021-11-30,21.0975
2021-12-01,21.2012
2021-12-02,21.3948
2021-12-03,21.4435
2021-12-04,21.4435
2021-12-05,21.4435
2021-12-06,21.7102
2021-12-07,21.6539
2021-12-08,21.7666
2021-12-09,21.727
2021-12-10,21.7941
2021-12-11,21.7941
2021-12-12,21.7941
2021-12-13,22.0669
2021-12-14,21.9297
2021-12-15,22.2726
2021-12-16,22.1385
2021-12-17,21.884
2021-12-18,21.884
2021-12-19,21.884
2021-12-20,21.9358
2021-12-21,21.8307
2021-12-22,21.884
2021-12-23,21.788
2021-12-24,21.788
2021-12-25,21.788
2021-12-26,21.788
2021-12-27,21.9541
2021-12-28,22.1385
2021-12-29,22.2833
2021-12-30,22.3732
2021-12-31,22.8005
2022-01-01,22.8005
2022-01-02,22.8005
2022-01-03,22.5799
2022-01-04,22.6504
2022-01-05,22.658
2022-01-06,22.7561
2022-01-07,22.8496
2022-01-08,22.8496
2022-01-09,22.8496
2022-01-10,22.7009
2022-01-11,22.373
2022-01-12,22.3423
2022-01-13,22.4174
2022-01-14,22.3515
2022-01-15,22.3515
2022-01-16,22.3515
2022-01-17,22.3515
2022-01-18,22.1278
2022-01-19,22.2381
2022-01-20,22.2749
2022-01-21,22.1968
2022-01-22,22.1968
2022-01-23,22.1968
2022-01-24,22.0389
2022-01-25,21.9133
2022-01-26,21.8397
2022-01-27,21.7723
2022-01-28,22.0481
2022-01-29,22.0481
2022-01-30,22.0481
2022-01-31,22.327
2022-02-01,22.019
2022-02-02,22.2274
2022-02-03,22.0971
2022-02-04,21.8949
2022-02-05,21.8949
2022-02-06,21.8949
2022-02-07,21.9592
2022-02-08,21.9715
2022-02-09,21.9822
2022-02-10,21.5179
2022-02-11,21.6328
2022-02-12,21.6328
2022-02-13,21.6328
2022-02-14,21.4872
2022-02-15,21.3202
2022-02-16,21.2865
2022-02-17,21.4022
2022-02-18,21.1938
2022-02-19,21.1938
2022-02-20,21.1938
2022-02-21,21.1938
2022-02-22,20.9869
2022-02-23,20.8796
2022-02-24,20.9118
2022-02-25,21.4482
2022-02-26,21.4482
2022-02-27,21.4482
2022-02-28,21.3685
2022-03-01,21.1309
2022-03-02,21.4758
2022-03-03,21.9463
2022-03-04,22.4107
2022-03-05,22.4107
2022-03-06,22.4107
2022-03-07,22.4567
2022-03-08,22.3846
2022-03-09,22.1348
2022-03-10,22.3356
2022-03-11,22.3003
2022-03-12,22.3003
2022-03-13,22.3003
2022-03-14,22.2329
2022-03-15,22.5072
2022-03-16,22.4383
2022-03-17,22.3371
2022-03-18,22.3341
2022-03-19,22.3341
2022-03-20,22.3341
2022-03-21,22.4475
2022-03-22,22.4337
2022-03-23,22.4812
2022-03-24,22.4291
2022-03-25,22.8904
2022-03-26,22.8904
2022-03-27,22.8904
2022-03-28,22.8705
2022-03-29,23.0406
2022-03-30,23.2628
2022-03-31,23.2898
2022-04-01,23.6259
2022-04-02,23.6259
2022-04-03,23.6259
2022-04-04,23.19
2022-04-05,23.3605
2022-04-06,23.7798
2022-04-07,23.6523
2022-04-08,23.6201
2022-04-09,23.6201
2022-04-10,23.6201
2022-04-11,23.4296
2022-04-12,23.4603
2022-04-13,23.0641
2022-04-14,23.104
2022-04-15,23.104
2022-04-16,23.104
2022-04-17,23.104
2022-04-18,22.9305
2022-04-19,23.0319
2022-04-20,23.1532
2022-04-21,22.9505
2022-04-22,22.7293
2022-04-23,22.7293
2022-04-24,22.7293
2022-04-25,22.6556
2022-04-26,22.5911
2022-04-27,22.2747
2022-04-28,22.3085
2022-04-29,21.7387
2022-04-30,21.7387
2022-05-01,21.7387
2022-05-02,21.3103
2022-05-03,21.6512
2022-05-04,21.9461
2022-05-05,21.8985
2022-05-06,22.0705
2022-05-07,22.0705
2022-05-08,22.0705
2022-05-09,22.072
2022-05-10,22.0106
2022-05-11,22.0751
2022-05-12,21.9891
2022-05-13,22.0951
2022-05-14,22.0951
2022-05-15,22.0951
2022-05-16,22.0782
2022-05-17,22.1688
2022-05-18,22.0183
2022-05-19,21.9584
2022-05-20,21.94
2022-05-21,21.94
2022-05-22,21.94
2022-05-23,21.8908
2022-05-24,22.1319
2022-05-25,22.0705
2022-05-26,22.1703
2022-05-27,22.4775
2022-05-28,22.4775
2022-05-29,22.4775
2022-05-30,22.4775
2022-05-31,22.3285
2022-06-01,22.2625
2022-06-02,22.1074
2022-06-03,22.0843
2022-06-04,22.0843
2022-06-05,22.0843
2022-06-06,22.1611
2022-06-07,22.3853
2022-06-08,22.0858
2022-06-09,21.8662
2022-06-10,21.8785
2022-06-11,21.8785
2022-06-12,21.8785
2022-06-13,21.0262
2022-06-14,20.7052
2022-06-15,20.8449
2022-06-16,20.6223
2022-06-17,20.6576
2022-06-18,20.6576
2022-06-19,20.6576
2022-06-20,20.6576
2022-06-21,20.676
2022-06-22,20.8327
2022-06-23,21.0845
2022-06-24,21.5837
2022-06-25,21.5837
2022-06-26,21.5837
2022-06-27,21.8048
2022-06-28,21.8647
2022-06-29,21.7956
2022-06-30,22.7766
2022-07-01,23.2563
2022-07-02,23.2563
2022-07-03,23.2563
2022-07-04,23.2563
2022-07-05,22.6066
2022-07-06,22.8687
2022-07-07,22.7464
2022-07-08,22.6273
2022-07-09,22.6273
2022-07-10,22.6273
2022-07-11,22.7258
2022-07-12,22.6781
2022-07-13,22.5637
2022-07-14,22.6908
2022-07-15,22.6845
2022-07-16,22.6845
2022-07-17,22.6845
2022-07-18,22.5701
2022-07-19,22.7798
2022-07-20,22.6654
2022-07-21,22.5765
2022-07-22,22.7877
2022-07-23,22.7877
2022-07-24,22.7877
2022-07-25,23.018
2022-07-26,23.1816
2022-07-27,23.0958
2022-07-28,23.5342
2022-07-29,23.6978
2022-07-30,23.6978
2022-07-31,23.6978
2022-08-01,23.6534
2022-08-02,23.4469
2022-08-03,23.5199
2022-08-04,23.5187
2022-08-05,23.3439
2022-08-06,23.3439
2022-08-07,23.3439
2022-08-08,23.5059
2022-08-09,23.7712
2022-08-10,23.8157
2022-08-11,23.6394
2022-08-12,24.0253
2022-08-13,24.0253
2022-08-14,24.0253
2022-08-15,24.1874
2022-08-16,24.2445
2022-08-17,24.2287
2022-08-18,24.2128
2022-08-19,24.27
2022-08-20,24.27
2022-08-21,24.27
2022-08-22,23.9634
2022-08-23,23.7506
2022-08-24,23.7093
2022-08-25,23.8602
2022-08-26,23.6553
2022-08-27,23.6553
2022-08-28,23.6553
2022-08-29,23.722
2022-08-30,23.4249
2022-08-31,23.3042
2022-09-01,23.5282
2022-09-02,23.2883
2022-09-03,23.2883
2022-09-04,23.2883
2022-09-05,23.2883
2022-09-06,23.1486
2022-09-07,23.5329
2022-09-08,23.4789
2022-09-09,23.5933
2022-09-10,23.5933
2022-09-11,23.5933
2022-09-12,23.7363
2022-09-13,23.2026
2022-09-14,23.2995
2022-09-15,22.985
2022-09-16,23.228
2022-09-17,23.228
2022-09-18,23.228
2022-09-19,23.5552
2022-09-20,23.3598
2022-09-21,23.1486
2022-09-22,23.3201
2022-09-23,23.1724
2022-09-24,23.1724
2022-09-25,23.1724
2022-09-26,22.7626
2022-09-27,22.3512
2022-09-28,22.5895
2022-09-29,21.9446
2022-09-30,21.5228
2022-10-01,21.5228
2022-10-02,21.5228
2022-10-03,22.0295
2022-10-04,22.2459
2022-10-05,21.9087
2022-10-06,21.3519
2022-10-07,21.1025
2022-10-08,21.1025
2022-10-09,21.1025
2022-10-10,21.1338
2022-10-11,21.2358
2022-10-12,20.8468
2022-10-13,21.1056
2022-10-14,20.8593
2022-10-15,20.8593
2022-10-16,20.8593
2022-10-17,21.2201
2022-10-18,21.4617
2022-10-19,21.2797
2022-10-20,20.966
2022-10-21,21.2577
2022-10-22,21.2577
2022-10-23,21.2577
2022-10-24,21.3487
2022-10-25,21.6781
2022-10-26,21.8036
2022-10-27,21.9557
2022-10-28,22.3432
2022-10-29,22.3432
2022-10-30,22.3432
2022-10-31,22.4153
2022-11-01,22.1377
2022-11-02,22.0012
2022-11-03,21.9736
2022-11-04,22.2747
2022-11-05,22.2747
2022-11-06,22.2747
2022-11-07,21.6175
2022-11-08,21.9453
2022-11-09,21.6065
2022-11-10,22.2998
2022-11-11,22.0049
2022-11-12,22.0049
2022-11-13,22.0049
2022-11-14,21.9657
2022-11-15,22.1038
2022-11-16,22.201
2022-11-17,22.0081
2022-11-18,22.5461
2022-11-19,22.5461
2022-11-20,22.5461
2022-11-21,22.6355
2022-11-22,22.7579
2022-11-23,22.9006
2022-11-24,22.9006
2022-11-25,23.0794
2022-11-26,23.0794
2022-11-27,23.0794
2022-11-28,22.921
2022-11-29,22.8128
2022-11-30,23.3304
2022-12-01,23.1359
2022-12-02,23.0308
2022-12-03,23.0308
2022-12-04,23.0308
2022-12-05,22.9273
2022-12-06,22.9084
2022-12-07,22.8143
2022-12-08,22.8582
2022-12-09,22.9131
2022-12-10,22.9131
2022-12-11,22.9131
2022-12-12,23.0433
2022-12-13,22.9822
2022-12-14,22.9241
2022-12-15,22.681
2022-12-16,22.5743
2022-12-17,22.5743
2022-12-18,22.5743
2022-12-19,22.6732
2022-12-20,22.7155
2022-12-21,23.0167
2022-12-22,22.6841
2022-12-23,22.9147
2022-12-24,22.9147
2022-12-25,22.9147
2022-12-26,22.9147
2022-12-27,23.1092
2022-12-28,22.8755
2022-12-29,23.0873
2022-12-30,22.8531
2022-12-31,22.8531
2023-01-01,22.8531
2023-01-02,22.8531
2023-01-03,22.9119
2023-01-04,22.986
2023-01-05,22.5904
2023-01-06,23.0339
2023-01-07,23.0339
2023-01-08,23.0339
2023-01-09,22.8516
2023-01-10,22.7187
2023-01-11,22.9397
2023-01-12,22.9721
2023-01-13,22.7913
2023-01-14,22.7913
2023-01-15,22.7913
2023-01-16,22.7913
2023-01-17,22.7496
2023-01-18,22.2813
2023-01-19,22.1253
2023-01-20,22.1809
2023-01-21,22.1809
2023-01-22,22.1809
2023-01-23,22.1716
2023-01-24,22.2087
2023-01-25,22.3092
2023-01-26,22.4065
2023-01-27,22.4436
2023-01-28,22.4436
2023-01-29,22.4436
2023-01-30,22.3432
2023-01-31,22.5379
2023-02-01,22.813
2023-02-02,23.0788
2023-02-03,22.5781
2023-02-04,22.5781
2023-02-05,22.5781
2023-02-06,22.5935
2023-02-07,22.5827
2023-02-08,22.1763
2023-02-09,21.8193
2023-02-10,22.1376
2023-02-11,22.1376
2023-02-12,22.1376
2023-02-13,22.252
2023-02-14,21.793
2023-02-15,21.9135
2023-02-16,22.2021
2023-02-17,22.5158
2023-02-18,22.5158
2023-02-19,22.5158
2023-02-20,22.5158
2023-02-21,22.3458
2023-02-22,22.3767
2023-02-23,22.267
2023-02-24,22.3025
2023-02-25,22.3025
2023-02-26,22.3025
2023-02-27,22.2021
2023-02-28,22.1681
2023-03-01,21.8527
2023-03-02,22.0398
2023-03-03,22.134
2023-03-04,22.134
2023-03-05,22.134
2023-03-06,22.1217
2023-03-07,21.8605
2023-03-08,21.9841
2023-03-09,21.9331
2023-03-10,21.9022
2023-03-11,21.9022
2023-03-12,21.9022
2023-03-13,22.1665
2023-03-14,22.4679
2023-03-15,22.607
2023-03-16,22.8095
2023-03-17,22.6967
