,KOP US Equity
2020-05-14,10.071
2020-05-15,10.0527
2020-05-16,10.0527
2020-05-17,10.0527
2020-05-18,10.4403
2020-05-19,10.5385
2020-05-20,10.6999
2020-05-21,10.7182
2020-05-22,10.7232
2020-05-23,10.7232
2020-05-24,10.7232
2020-05-25,10.7232
2020-05-26,10.9212
2020-05-27,11.1075
2020-05-28,10.8679
2020-05-29,10.8213
2020-05-30,10.8213
2020-05-31,10.8213
2020-06-01,10.9711
2020-06-02,11.026
2020-06-03,11.2073
2020-06-04,11.4453
2020-06-05,11.595
2020-06-06,11.595
2020-06-07,11.595
2020-06-08,11.8462
2020-06-09,11.615
2020-06-10,11.2107
2020-06-11,10.7881
2020-06-12,10.9378
2020-06-13,10.9378
2020-06-14,10.9378
2020-06-15,10.8879
2020-06-16,11.0493
2020-06-17,11.1275
2020-06-18,11.3404
2020-06-19,11.2872
2020-06-20,11.2872
2020-06-21,11.2872
2020-06-22,11.2739
2020-06-23,11.2473
2020-06-24,11.0526
2020-06-25,11.0975
2020-06-26,10.9345
2020-06-27,10.9345
2020-06-28,10.9345
2020-06-29,11.1258
2020-06-30,10.0634
2020-07-01,9.9505
2020-07-02,9.9932
2020-07-03,9.9932
2020-07-04,9.9932
2020-07-05,9.9932
2020-07-06,10.0313
2020-07-07,9.894
2020-07-08,9.9703
2020-07-09,9.8711
2020-07-10,10.0466
2020-07-11,10.0466
2020-07-12,10.0466
2020-07-13,10.0893
2020-07-14,10.1641
2020-07-15,10.2724
2020-07-16,10.2556
2020-07-17,10.3365
2020-07-18,10.3365
2020-07-19,10.3365
2020-07-20,10.2114
2020-07-21,10.396
2020-07-22,10.367
2020-07-23,10.4463
2020-07-24,10.3182
2020-07-25,10.3182
2020-07-26,10.3182
2020-07-27,11.0139
2020-07-28,11.0169
2020-07-29,11.171
2020-07-30,11.0627
2020-07-31,11.0291
2020-08-01,11.0291
2020-08-02,11.0291
2020-08-03,11.0551
2020-08-04,11.0536
2020-08-05,11.2551
2020-08-06,11.1602
2020-08-07,11.1786
2020-08-08,11.1786
2020-08-09,11.1786
2020-08-10,11.2184
2020-08-11,11.1266
2020-08-12,11.2123
2020-08-13,11.2016
2020-08-14,11.197
2020-08-15,11.197
2020-08-16,11.197
2020-08-17,11.1067
2020-08-18,11.1128
2020-08-19,11.1327
2020-08-20,11.0485
2020-08-21,10.9919
2020-08-22,10.9919
2020-08-23,10.9919
2020-08-24,11.1205
2020-08-25,11.0225
2020-08-26,11.0149
2020-08-27,10.9735
2020-08-28,10.9919
2020-08-29,10.9919
2020-08-30,10.9919
2020-08-31,10.871
2020-09-01,10.9307
2020-09-02,10.8725
2020-09-03,10.646
2020-09-04,10.7639
2020-09-05,10.7639
2020-09-06,10.7639
2020-09-07,10.7639
2020-09-08,10.6659
2020-09-09,10.6537
2020-09-10,10.6215
2020-09-11,10.5894
2020-09-12,10.5894
2020-09-13,10.5894
2020-09-14,10.5986
2020-09-15,10.5863
2020-09-16,10.5221
2020-09-17,10.6368
2020-09-18,10.643
2020-09-19,10.643
2020-09-20,10.643
2020-09-21,10.3568
2020-09-22,10.5205
2020-09-23,10.2604
2020-09-24,10.265
2020-09-25,10.2864
2020-09-26,10.2864
2020-09-27,10.2864
2020-09-28,10.3843
2020-09-29,10.3751
2020-09-30,8.4226
2020-10-01,8.4374
2020-10-02,8.5748
2020-10-03,8.5748
2020-10-04,8.5748
2020-10-05,8.6206
2020-10-06,8.6637
2020-10-07,8.723
2020-10-08,8.7984
2020-10-09,8.8119
2020-10-10,8.8119
2020-10-11,8.8119
2020-10-12,8.8806
2020-10-13,8.8254
2020-10-14,8.9008
2020-10-15,8.9493
2020-10-16,8.9412
2020-10-17,8.9412
2020-10-18,8.9412
2020-10-19,8.9452
2020-10-20,9.0314
2020-10-21,8.8806
2020-10-22,8.8954
2020-10-23,9.0018
2020-10-24,9.0018
2020-10-25,9.0018
2020-10-26,8.9291
2020-10-27,8.661
2020-10-28,8.6341
2020-10-29,8.7364
2020-10-30,8.6273
2020-10-31,8.6273
2020-11-01,8.6273
2020-11-02,8.7971
2020-11-03,8.8536
2020-11-04,8.7097
2020-11-05,8.8904
2020-11-06,8.7299
2020-11-07,8.7299
2020-11-08,8.7299
2020-11-09,8.912
2020-11-10,9.1128
2020-11-11,9.1236
2020-11-12,9.071
2020-11-13,9.0778
2020-11-14,9.0778
2020-11-15,9.0778
2020-11-16,9.2194
2020-11-17,9.2086
2020-11-18,9.1169
2020-11-19,8.9996
2020-11-20,9.1776
2020-11-21,9.1776
2020-11-22,9.1776
2020-11-23,9.3218
2020-11-24,9.4674
2020-11-25,9.4486
2020-11-26,9.4486
2020-11-27,9.4149
2020-11-28,9.4149
2020-11-29,9.4149
2020-11-30,9.2558
2020-12-01,9.3407
2020-12-02,9.3717
2020-12-03,9.3232
2020-12-04,9.52
2020-12-05,9.52
2020-12-06,9.52
2020-12-07,9.4863
2020-12-08,9.2841
2020-12-09,9.3798
2020-12-10,9.2881
2020-12-11,9.1789
2020-12-12,9.1789
2020-12-13,9.1789
2020-12-14,9.3191
2020-12-15,9.4661
2020-12-16,9.3892
2020-12-17,9.4216
2020-12-18,9.2841
2020-12-19,9.2841
2020-12-20,9.2841
2020-12-21,9.4432
2020-12-22,9.4796
2020-12-23,9.5861
2020-12-24,9.5766
2020-12-25,9.5766
2020-12-26,9.5766
2020-12-27,9.5766
2020-12-28,9.7047
2020-12-29,9.6225
2020-12-30,9.7034
2020-12-31,9.109
2021-01-01,9.109
2021-01-02,9.109
2021-01-03,9.109
2021-01-04,8.9403
2021-01-05,9.0246
2021-01-06,9.3584
2021-01-07,9.4159
2021-01-08,9.3648
2021-01-09,9.3648
2021-01-10,9.3648
2021-01-11,9.3648
2021-01-12,9.6167
2021-01-13,9.531
2021-01-14,9.6193
2021-01-15,9.696
2021-01-16,9.696
2021-01-17,9.696
2021-01-18,9.696
2021-01-19,9.7177
2021-01-20,9.7305
2021-01-21,9.6333
2021-01-22,9.6858
2021-01-23,9.6858
2021-01-24,9.6858
2021-01-25,9.5694
2021-01-26,9.5566
2021-01-27,9.4492
2021-01-28,9.4658
2021-01-29,9.3801
2021-01-30,9.3801
2021-01-31,9.3801
2021-02-01,9.5732
2021-02-02,9.5745
2021-02-03,9.6269
2021-02-04,9.6014
2021-02-05,9.6295
2021-02-06,9.6295
2021-02-07,9.6295
2021-02-08,9.7983
2021-02-09,9.7356
2021-02-10,9.696
2021-02-11,9.7395
2021-02-12,9.7037
2021-02-13,9.7037
2021-02-14,9.7037
2021-02-15,9.7037
2021-02-16,9.6538
2021-02-17,9.6436
2021-02-18,9.5297
2021-02-19,9.728
2021-02-20,9.728
2021-02-21,9.728
2021-02-22,9.8878
2021-02-23,9.8776
2021-02-24,9.7032
2021-02-25,9.5572
2021-02-26,9.4035
2021-02-27,9.4035
2021-02-28,9.4035
2021-03-01,9.602
2021-03-02,9.5905
2021-03-03,9.6993
2021-03-04,9.5136
2021-03-05,9.6647
2021-03-06,9.6647
2021-03-07,9.6647
2021-03-08,9.6955
2021-03-09,9.5815
2021-03-10,9.698
2021-03-11,9.8095
2021-03-12,9.8978
2021-03-13,9.8978
2021-03-14,9.8978
2021-03-15,9.8325
2021-03-16,9.7634
2021-03-17,9.8402
2021-03-18,9.853
2021-03-19,9.8966
2021-03-20,9.8966
2021-03-21,9.8966
2021-03-22,9.748
2021-03-23,9.4406
2021-03-24,9.3202
2021-03-25,9.5021
2021-03-26,9.6519
2021-03-27,9.6519
2021-03-28,9.6519
2021-03-29,9.4624
2021-03-30,9.6391
2021-03-31,8.2513
2021-04-01,8.2373
2021-04-02,8.2373
2021-04-03,8.2373
2021-04-04,8.2373
2021-04-05,8.2708
2021-04-06,8.2366
2021-04-07,8.1723
2021-04-08,8.1363
2021-04-09,8.2148
2021-04-10,8.2148
2021-04-11,8.2148
2021-04-12,8.2399
2021-04-13,8.1232
2021-04-14,8.1777
2021-04-15,8.2268
2021-04-16,8.2529
2021-04-17,8.2529
2021-04-18,8.2529
2021-04-19,8.1941
2021-04-20,8.0339
2021-04-21,8.1592
2021-04-22,8.0829
2021-04-23,8.2159
2021-04-24,8.2159
2021-04-25,8.2159
2021-04-26,8.241
2021-04-27,8.2083
2021-04-28,8.2017
2021-04-29,8.1712
2021-04-30,8.1102
2021-05-01,8.1102
2021-05-02,8.1102
2021-05-03,8.2093
2021-05-04,8.2987
2021-05-05,8.3009
2021-05-06,8.3826
2021-05-07,8.6539
2021-05-08,8.6539
2021-05-09,8.6539
2021-05-10,8.5155
2021-05-11,8.4741
2021-05-12,8.2255
2021-05-13,8.1917
2021-05-14,8.3203
2021-05-15,8.3203
2021-05-16,8.3203
2021-05-17,8.3182
2021-05-18,8.2397
2021-05-19,8.1394
2021-05-20,8.1372
2021-05-21,8.1841
2021-05-22,8.1841
2021-05-23,8.1841
2021-05-24,8.1655
2021-05-25,8.1088
2021-05-26,8.1568
2021-05-27,8.2288
2021-05-28,8.2669
2021-05-29,8.2669
2021-05-30,8.2669
2021-05-31,8.2669
2021-06-01,8.3301
2021-06-02,8.1993
2021-06-03,8.1895
2021-06-04,8.22
2021-06-05,8.22
2021-06-06,8.22
2021-06-07,8.1426
2021-06-08,8.1699
2021-06-09,8.1481
2021-06-10,8.1088
2021-06-11,8.1165
2021-06-12,8.1165
2021-06-13,8.1165
2021-06-14,8.0249
2021-06-15,7.9998
2021-06-16,7.9682
2021-06-17,7.9399
2021-06-18,7.8614
2021-06-19,7.8614
2021-06-20,7.8614
2021-06-21,7.8875
2021-06-22,7.8897
2021-06-23,7.8963
2021-06-24,7.9388
2021-06-25,7.9606
2021-06-26,7.9606
2021-06-27,7.9606
2021-06-28,7.9006
2021-06-29,7.9322
2021-06-30,8.1914
2021-07-01,8.206
2021-07-02,8.169
2021-07-03,8.169
2021-07-04,8.169
2021-07-05,8.169
2021-07-06,8.0579
2021-07-07,8.0893
2021-07-08,7.9838
2021-07-09,8.0792
2021-07-10,8.0792
2021-07-11,8.0792
2021-07-12,8.0915
2021-07-13,8.0152
2021-07-14,7.9905
2021-07-15,8.0085
2021-07-16,7.8491
2021-07-17,7.8491
2021-07-18,7.8491
2021-07-19,7.7605
2021-07-20,7.8705
2021-07-21,7.9322
2021-07-22,7.921
2021-07-23,7.9412
2021-07-24,7.9412
2021-07-25,7.9412
2021-07-26,8.0141
2021-07-27,7.9647
2021-07-28,7.9917
2021-07-29,8.0433
2021-07-30,8.0074
2021-07-31,8.0074
2021-08-01,8.0074
2021-08-02,7.9793
2021-08-03,8.0298
2021-08-04,7.8873
2021-08-05,7.958
2021-08-06,8.0448
2021-08-07,8.0448
2021-08-08,8.0448
2021-08-09,8.0019
2021-08-10,8.1034
2021-08-11,8.1846
2021-08-12,8.0786
2021-08-13,8.0583
2021-08-14,8.0583
2021-08-15,8.0583
2021-08-16,8.0538
2021-08-17,8.0132
2021-08-18,7.9771
2021-08-19,7.9478
2021-08-20,7.9489
2021-08-21,7.9489
2021-08-22,7.9489
2021-08-23,8.0166
2021-08-24,8.0955
2021-08-25,8.1226
2021-08-26,8.1034
2021-08-27,8.2996
2021-08-28,8.2996
2021-08-29,8.2996
2021-08-30,8.2421
2021-08-31,8.2703
2021-09-01,8.3108
2021-09-02,8.3965
2021-09-03,8.3165
2021-09-04,8.3165
2021-09-05,8.3165
2021-09-06,8.3165
2021-09-07,8.3097
2021-09-08,8.162
2021-09-09,8.1677
2021-09-10,8.1417
2021-09-11,8.1417
2021-09-12,8.1417
2021-09-13,8.2218
2021-09-14,8.153
2021-09-15,8.1451
2021-09-16,8.0617
2021-09-17,7.8869
2021-09-18,7.8869
2021-09-19,7.8869
2021-09-20,7.879
2021-09-21,7.8757
2021-09-22,7.9467
2021-09-23,8.0504
2021-09-24,8.0842
2021-09-25,8.0842
2021-09-26,8.0842
2021-09-27,8.2522
2021-09-28,8.1925
2021-09-29,8.1722
2021-09-30,9.8589
2021-10-01,9.9923
2021-10-02,9.9923
2021-10-03,9.9923
2021-10-04,9.9896
2021-10-05,9.9868
2021-10-06,9.9098
2021-10-07,10.0804
2021-10-08,10.1258
2021-10-09,10.1258
2021-10-10,10.1258
2021-10-11,10.0419
2021-10-12,10.1244
2021-10-13,10.0873
2021-10-14,10.1643
2021-10-15,10.1602
2021-10-16,10.1602
2021-10-17,10.1602
2021-10-18,10.196
2021-10-19,10.2744
2021-10-20,10.3198
2021-10-21,10.3446
2021-10-22,10.2992
2021-10-23,10.2992
2021-10-24,10.2992
2021-10-25,10.379
2021-10-26,10.346
2021-10-27,10.2386
2021-10-28,10.3749
2021-10-29,10.3859
2021-10-30,10.3859
2021-10-31,10.3859
2021-11-01,10.4808
2021-11-02,10.4629
2021-11-03,10.6556
2021-11-04,9.9813
2021-11-05,10.1531
2021-11-06,10.1531
2021-11-07,10.1531
2021-11-08,10.1132
2021-11-09,10.1311
2021-11-10,10.208
2021-11-11,10.3358
2021-11-12,10.3111
2021-11-13,10.3111
2021-11-14,10.3111
2021-11-15,10.285
2021-11-16,10.2286
2021-11-17,10.1174
2021-11-18,10.0954
2021-11-19,9.9965
2021-11-20,9.9965
2021-11-21,9.9965
2021-11-22,10.0102
2021-11-23,10.0968
2021-11-24,10.061
2021-11-25,10.061
2021-11-26,9.8879
2021-11-27,9.8879
2021-11-28,9.8879
2021-11-29,9.7807
2021-11-30,9.7066
2021-12-01,9.6379
2021-12-02,9.778
2021-12-03,9.8082
2021-12-04,9.8082
2021-12-05,9.8082
2021-12-06,9.9676
2021-12-07,9.969
2021-12-08,9.9965
2021-12-09,9.9017
2021-12-10,9.925
2021-12-11,9.925
2021-12-12,9.925
2021-12-13,9.7794
2021-12-14,9.7368
2021-12-15,9.8151
2021-12-16,9.7698
2021-12-17,9.6365
2021-12-18,9.6365
2021-12-19,9.6365
2021-12-20,9.5884
2021-12-21,9.7519
2021-12-22,9.7739
2021-12-23,9.8261
2021-12-24,9.8261
2021-12-25,9.8261
2021-12-26,9.8261
2021-12-27,9.8646
2021-12-28,9.8687
2021-12-29,9.8975
2021-12-30,9.8412
2021-12-31,9.1621
2022-01-01,9.1621
2022-01-02,9.1621
2022-01-03,9.2675
2022-01-04,9.2779
2022-01-05,9.4184
2022-01-06,9.3403
2022-01-07,9.2402
2022-01-08,9.2402
2022-01-09,9.2402
2022-01-10,9.2141
2022-01-11,9.2102
2022-01-12,9.1062
2022-01-13,9.1829
2022-01-14,9.1829
2022-01-15,9.1829
2022-01-16,9.1829
2022-01-17,9.1829
2022-01-18,9.0346
2022-01-19,9.0112
2022-01-20,8.98
2022-01-21,8.9891
2022-01-22,8.9891
2022-01-23,8.9891
2022-01-24,9.0489
2022-01-25,9.0268
2022-01-26,8.941
2022-01-27,8.9475
2022-01-28,9.0021
2022-01-29,9.0021
2022-01-30,9.0021
2022-01-31,8.9774
2022-02-01,9.0958
2022-02-02,9.1101
2022-02-03,9.0658
2022-02-04,8.9163
2022-02-05,8.9163
2022-02-06,8.9163
2022-02-07,8.9176
2022-02-08,8.9097
2022-02-09,8.9202
2022-02-10,8.9006
2022-02-11,8.8564
2022-02-12,8.8564
2022-02-13,8.8564
2022-02-14,8.8512
2022-02-15,9.0203
2022-02-16,9.101
2022-02-17,9.0177
2022-02-18,8.9566
2022-02-19,8.9566
2022-02-20,8.9566
2022-02-21,8.9566
2022-02-22,8.6613
2022-02-23,8.8054
2022-02-24,8.7538
2022-02-25,8.8338
2022-02-26,8.8338
2022-02-27,8.8338
2022-02-28,8.7834
2022-03-01,8.6854
2022-03-02,8.7654
2022-03-03,8.826
2022-03-04,8.7254
2022-03-05,8.7254
2022-03-06,8.7254
2022-03-07,8.6029
2022-03-08,8.6274
2022-03-09,8.7086
2022-03-10,8.7383
2022-03-11,8.7177
2022-03-12,8.7177
2022-03-13,8.7177
2022-03-14,8.697
2022-03-15,8.6467
2022-03-16,8.8157
2022-03-17,8.9473
2022-03-18,8.9473
2022-03-19,8.9473
2022-03-20,8.9473
2022-03-21,8.8725
2022-03-22,8.7667
2022-03-23,8.7344
2022-03-24,8.7396
2022-03-25,8.7383
2022-03-26,8.7383
2022-03-27,8.7383
2022-03-28,8.6545
2022-03-29,8.7306
2022-03-30,8.6906
2022-03-31,9.2129
2022-04-01,9.2089
2022-04-02,9.2089
2022-04-03,9.2089
2022-04-04,9.1687
2022-04-05,9.0072
2022-04-06,8.8733
2022-04-07,8.817
2022-04-08,8.8251
2022-04-09,8.8251
2022-04-10,8.8251
2022-04-11,8.9402
2022-04-12,9.0272
2022-04-13,9.1129
2022-04-14,9.1223
2022-04-15,9.1223
2022-04-16,9.1223
2022-04-17,9.1223
2022-04-18,9.0955
2022-04-19,9.1705
2022-04-20,9.1678
2022-04-21,9.0714
2022-04-22,8.9482
2022-04-23,8.9482
2022-04-24,8.9482
2022-04-25,8.896
2022-04-26,8.7327
2022-04-27,8.7729
2022-04-28,8.8559
2022-04-29,8.7769
2022-04-30,8.7769
2022-05-01,8.7769
2022-05-02,8.9108
2022-05-03,8.9148
2022-05-04,9.0554
2022-05-05,8.9335
2022-05-06,8.7669
2022-05-07,8.7669
2022-05-08,8.7669
2022-05-09,8.8084
2022-05-10,8.6396
2022-05-11,8.7683
2022-05-12,8.7348
2022-05-13,8.8138
2022-05-14,8.8138
2022-05-15,8.8138
2022-05-16,8.8393
2022-05-17,9.0496
2022-05-18,9.0295
2022-05-19,8.9411
2022-05-20,8.8004
2022-05-21,8.8004
2022-05-22,8.8004
2022-05-23,8.8781
2022-05-24,8.8808
2022-05-25,8.8888
2022-05-26,9.0188
2022-05-27,9.1246
2022-05-28,9.1246
2022-05-29,9.1246
2022-05-30,9.1246
2022-05-31,9.1594
2022-06-01,9.2144
2022-06-02,9.2974
2022-06-03,9.2827
2022-06-04,9.2827
2022-06-05,9.2827
2022-06-06,9.3108
2022-06-07,9.2773
2022-06-08,9.2546
2022-06-09,9.2291
2022-06-10,9.0992
2022-06-11,9.0992
2022-06-12,9.0992
2022-06-13,8.8835
2022-06-14,8.8768
2022-06-15,8.9156
2022-06-16,8.6169
2022-06-17,8.4762
2022-06-18,8.4762
2022-06-19,8.4762
2022-06-20,8.4762
2022-06-21,8.6129
2022-06-22,8.6048
2022-06-23,8.5432
2022-06-24,8.7013
2022-06-25,8.7013
2022-06-26,8.7013
2022-06-27,8.716
2022-06-28,8.6075
2022-06-29,8.566
2022-06-30,9.5802
2022-07-01,9.604
2022-07-02,9.604
2022-07-03,9.604
2022-07-04,9.604
2022-07-05,9.4866
2022-07-06,9.4168
2022-07-07,9.5059
2022-07-08,9.4733
2022-07-09,9.4733
2022-07-10,9.4733
2022-07-11,9.4287
2022-07-12,9.4228
2022-07-13,9.3945
2022-07-14,9.3381
2022-07-15,9.4139
2022-07-16,9.4139
2022-07-17,9.4139
2022-07-18,9.4139
2022-07-19,9.5713
2022-07-20,9.5965
2022-07-21,9.5653
2022-07-22,9.5876
2022-07-23,9.5876
2022-07-24,9.5876
2022-07-25,9.6203
2022-07-26,9.552
2022-07-27,9.6411
2022-07-28,9.6708
2022-07-29,9.7139
2022-07-30,9.7139
2022-07-31,9.7139
2022-08-01,9.751
2022-08-02,9.7614
2022-08-03,9.806
2022-08-04,9.6424
2022-08-05,9.7055
2022-08-06,9.7055
2022-08-07,9.7055
2022-08-08,9.8097
2022-08-09,9.7921
2022-08-10,9.8978
2022-08-11,9.98
2022-08-12,10.0651
2022-08-13,10.0651
2022-08-14,10.0651
2022-08-15,10.005
2022-08-16,10.0666
2022-08-17,10.0064
2022-08-18,10.1018
2022-08-19,9.9066
2022-08-20,9.9066
2022-08-21,9.9066
2022-08-22,9.8244
2022-08-23,9.8728
2022-08-24,9.8846
2022-08-25,10.0035
2022-08-26,9.8068
2022-08-27,9.8068
2022-08-28,9.8068
2022-08-29,9.7965
2022-08-30,9.6937
2022-08-31,9.569
2022-09-01,9.5117
2022-09-02,9.5293
2022-09-03,9.5293
2022-09-04,9.5293
2022-09-05,9.5293
2022-09-06,9.4735
2022-09-07,9.4941
2022-09-08,9.5455
2022-09-09,9.6101
2022-09-10,9.6101
2022-09-11,9.6101
2022-09-12,9.7011
2022-09-13,9.5117
2022-09-14,9.478
2022-09-15,9.478
2022-09-16,9.4075
2022-09-17,9.4075
2022-09-18,9.4075
2022-09-19,9.4559
2022-09-20,9.4016
2022-09-21,9.3679
2022-09-22,9.3385
2022-09-23,9.3194
2022-09-24,9.3194
2022-09-25,9.3194
2022-09-26,9.2196
2022-09-27,9.2137
2022-09-28,9.3033
2022-09-29,9.2651
2022-09-30,8.1008
2022-10-01,8.1008
2022-10-02,8.1008
2022-10-03,8.1998
2022-10-04,8.3132
2022-10-05,8.3353
2022-10-06,8.278
2022-10-07,8.2167
2022-10-08,8.2167
2022-10-09,8.2167
2022-10-10,8.3171
2022-10-11,8.2949
2022-10-12,8.2415
2022-10-13,8.2988
2022-10-14,8.261
2022-10-15,8.261
2022-10-16,8.261
2022-10-17,8.3457
2022-10-18,8.3991
2022-10-19,8.3457
2022-10-20,8.3223
2022-10-21,8.4278
2022-10-22,8.4278
2022-10-23,8.4278
2022-10-24,8.4773
2022-10-25,8.5294
2022-10-26,8.549
2022-10-27,8.5711
2022-10-28,8.6675
2022-10-29,8.6675
2022-10-30,8.6675
2022-10-31,8.6454
2022-11-01,8.6545
2022-11-02,8.5399
2022-11-03,8.5373
2022-11-04,9.0039
2022-11-05,9.0039
2022-11-06,9.0039
2022-11-07,9.0755
2022-11-08,9.0052
2022-11-09,8.8775
2022-11-10,9.0377
2022-11-11,9.0833
2022-11-12,9.0833
2022-11-13,9.0833
2022-11-14,9.0299
2022-11-15,9.0742
2022-11-16,9.039
2022-11-17,9.0873
2022-11-18,9.1798
2022-11-19,9.1798
2022-11-20,9.1798
2022-11-21,9.2032
2022-11-22,9.3322
2022-11-23,9.2488
2022-11-24,9.2488
2022-11-25,9.2384
2022-11-26,9.2384
2022-11-27,9.2384
2022-11-28,9.1863
2022-11-29,9.1954
2022-11-30,9.2749
2022-12-01,9.2879
2022-12-02,9.3622
2022-12-03,9.3622
2022-12-04,9.3622
2022-12-05,9.3426
2022-12-06,9.3896
2022-12-07,9.3661
2022-12-08,9.4026
2022-12-09,9.4026
2022-12-10,9.4026
2022-12-11,9.4026
2022-12-12,9.4651
2022-12-13,9.5133
2022-12-14,9.5316
2022-12-15,9.3856
2022-12-16,9.3114
2022-12-17,9.3114
2022-12-18,9.3114
2022-12-19,9.2501
2022-12-20,9.258
2022-12-21,9.3257
2022-12-22,9.1824
2022-12-23,9.2136
2022-12-24,9.2136
2022-12-25,9.2136
2022-12-26,9.2136
2022-12-27,9.1824
2022-12-28,9.0377
2022-12-29,9.0964
2022-12-30,10.16
2022-12-31,10.16
2023-01-01,10.16
2023-01-02,10.16
2023-01-03,10.1934
2023-01-04,10.2659
2023-01-05,10.2151
2023-01-06,10.3282
2023-01-07,10.3282
2023-01-08,10.3282
2023-01-09,10.3326
2023-01-10,10.3877
2023-01-11,10.4747
2023-01-12,10.6647
2023-01-13,10.7198
2023-01-14,10.7198
2023-01-15,10.7198
2023-01-16,10.7198
2023-01-17,10.7154
2023-01-18,10.6618
2023-01-19,10.6299
2023-01-20,10.6618
2023-01-21,10.6618
2023-01-22,10.6618
2023-01-23,10.6879
2023-01-24,10.7894
2023-01-25,10.843
2023-01-26,10.8111
2023-01-27,10.7662
2023-01-28,10.7662
2023-01-29,10.7662
2023-01-30,10.8024
2023-01-31,11.0896
2023-02-01,11.0707
2023-02-02,11.2085
2023-02-03,11.1867
2023-02-04,11.1867
2023-02-05,11.1867
2023-02-06,11.0301
2023-02-07,11.0751
2023-02-08,11.0214
2023-02-09,10.8343
2023-02-10,10.9199
2023-02-11,10.9199
2023-02-12,10.9199
2023-02-13,11.0214
2023-02-14,11.0055
2023-02-15,11.0562
2023-02-16,11.0838
2023-02-17,11.1012
2023-02-18,11.1012
2023-02-19,11.1012
2023-02-20,11.1012
2023-02-21,10.9605
2023-02-22,11.0171
2023-02-23,11.062
2023-02-24,11.0519
2023-02-25,11.0519
2023-02-26,11.0519
2023-02-27,11.16
2023-02-28,11.2583
2023-03-01,11.5807
2023-03-02,11.426
2023-03-03,11.4983
2023-03-04,11.4983
2023-03-05,11.4983
2023-03-06,11.1962
2023-03-07,11.2424
2023-03-08,11.2901
2023-03-09,11.1254
2023-03-10,10.9259
2023-03-11,10.9259
2023-03-12,10.9259
2023-03-13,10.67
2023-03-14,10.7813
2023-03-15,10.7336
2023-03-16,10.7712
2023-03-17,10.6628
2023-03-18,10.6628
