,OGE US Equity
2023-03-21,18.0318
2023-03-22,17.7573
2023-03-23,17.5476
2023-03-24,17.9208
2023-03-25,17.9208
2023-03-26,17.9208
2023-03-27,17.9639
2023-03-28,18.0842
2023-03-29,18.3278
2023-03-30,18.4018
2023-03-31,19.023
2023-04-01,19.023
2023-04-02,19.023
2023-04-03,18.8891
2023-04-04,18.9856
2023-04-05,19.428
2023-04-06,19.2816
2023-04-07,19.2816
2023-04-08,19.2816
2023-04-09,19.2816
2023-04-10,19.3315
2023-04-11,19.2941
2023-04-12,19.3159
2023-04-13,19.1726
2023-04-14,19.1103
2023-04-15,19.1103
2023-04-16,19.1103
2023-04-17,19.0853
2023-04-18,18.8922
2023-04-19,19.0043
2023-04-20,18.942
2023-04-21,19.0106
2023-04-22,19.0106
2023-04-23,19.0106
2023-04-24,19.1071
2023-04-25,19.1071
2023-04-26,18.8455
2023-04-27,19.0448
2023-04-28,18.9856
2023-04-29,18.9856
2023-04-30,18.9856
2023-05-01,18.9514
2023-05-02,18.7613
2023-05-03,18.7582
2023-05-04,18.9202
2023-05-05,19.0511
2023-05-06,19.0511
2023-05-07,19.0511
2023-05-08,18.9888
2023-05-09,19.0012
2023-05-10,19.1196
2023-05-11,18.9794
2023-05-12,19.0573
2023-05-13,19.0573
2023-05-14,19.0573
2023-05-15,18.8829
2023-05-16,18.7022
2023-05-17,18.6492
2023-05-18,18.6897
2023-05-19,18.5433
2023-05-20,18.5433
2023-05-21,18.5433
2023-05-22,18.5682
2023-05-23,18.4966
2023-05-24,18.428
2023-05-25,18.1757
2023-05-26,18.1819
2023-05-27,18.1819
2023-05-28,18.1819
2023-05-29,18.1819
2023-05-30,18.1975
2023-05-31,18.2816
2023-06-01,18.1975
2023-06-02,18.4062
2023-06-03,18.4062
2023-06-04,18.4062
2023-06-05,18.4342
2023-06-06,18.4093
2023-06-07,18.6492
2023-06-08,18.671
2023-06-09,18.5838
2023-06-10,18.5838
2023-06-11,18.5838
2023-06-12,18.5713
2023-06-13,18.59
2023-06-14,18.5713
2023-06-15,18.6772
2023-06-16,18.7551
2023-06-17,18.7551
2023-06-18,18.7551
2023-06-19,18.7551
2023-06-20,18.643
2023-06-21,18.6866
2023-06-22,18.5651
2023-06-23,18.4062
2023-06-24,18.4062
2023-06-25,18.4062
2023-06-26,18.5246
2023-06-27,18.5339
2023-06-28,18.3439
2023-06-29,18.3688
2023-06-30,18.8859
2023-07-01,18.8859
2023-07-02,18.8859
2023-07-03,18.984
2023-07-04,18.984
2023-07-05,19.0822
2023-07-06,18.9935
2023-07-07,18.7783
2023-07-08,18.7783
2023-07-09,18.7783
2023-07-10,18.696
2023-07-11,18.8384
2023-07-12,18.9967
2023-07-13,19.0822
2023-07-14,19.0252
2023-07-15,19.0252
2023-07-16,19.0252
2023-07-17,18.7878
2023-07-18,18.753
2023-07-19,18.9017
2023-07-20,19.0885
2023-07-21,19.2278
2023-07-22,19.2278
2023-07-23,19.2278
2023-07-24,19.098
2023-07-25,19.1455
2023-07-26,19.2056
2023-07-27,18.9429
2023-07-28,18.9017
2023-07-29,18.9017
2023-07-30,18.9017
2023-07-31,18.9619
2023-08-01,18.9112
2023-08-02,18.9714
2023-08-03,18.6802
2023-08-04,18.4965
2023-08-05,18.4965
2023-08-06,18.4965
2023-08-07,18.4902
2023-08-08,18.4491
2023-08-09,18.4491
2023-08-10,18.4269
2023-08-11,18.4617
2023-08-12,18.4617
2023-08-13,18.4617
2023-08-14,18.2528
2023-08-15,18.1008
2023-08-16,18.2085
2023-08-17,18.2465
2023-08-18,18.3193
2023-08-19,18.3193
2023-08-20,18.3193
2023-08-21,18.2211
2023-08-22,18.3224
2023-08-23,18.3889
2023-08-24,18.3098
2023-08-25,18.3541
2023-08-26,18.3541
2023-08-27,18.3541
2023-08-28,18.3319
2023-08-29,18.4142
2023-08-30,18.3984
2023-08-31,18.2971
2023-09-01,18.2116
2023-09-02,18.2116
2023-09-03,18.2116
2023-09-04,18.2116
2023-09-05,18.0534
2023-09-06,18.0534
2023-09-07,18.2939
2023-09-08,18.4776
2023-09-09,18.4776
2023-09-10,18.4776
2023-09-11,18.5504
2023-09-12,18.5662
2023-09-13,18.6643
2023-09-14,18.7878
2023-09-15,18.8416
2023-09-16,18.8416
2023-09-17,18.8416
2023-09-18,18.9144
2023-09-19,18.7878
2023-09-20,18.7973
2023-09-21,18.6707
2023-09-22,18.6232
2023-09-23,18.6232
2023-09-24,18.6232
2023-09-25,18.6263
2023-09-26,18.2338
2023-09-27,18.1293
2023-09-28,18.0217
2023-09-29,17.6868
2023-09-30,17.6868
2023-10-01,17.6868
2023-10-02,17.2557
2023-10-03,17.3736
2023-10-04,17.3736
2023-10-05,17.4728
2023-10-06,17.4728
2023-10-07,17.4728
2023-10-08,17.4728
2023-10-09,17.6309
2023-10-10,17.7178
2023-10-11,17.9007
2023-10-12,17.8511
2023-10-13,17.9317
2023-10-14,17.9317
2023-10-15,17.9317
2023-10-16,18.0713
2023-10-17,17.9844
2023-10-18,17.9193
2023-10-19,17.8635
2023-10-20,17.7457
2023-10-21,17.7457
2023-10-22,17.7457
2023-10-23,17.6464
2023-10-24,17.8821
2023-10-25,17.9658
2023-10-26,18.031
2023-10-27,17.8325
2023-10-28,17.8325
2023-10-29,17.8325
2023-10-30,17.8976
2023-10-31,17.9565
2023-11-01,18.0496
2023-11-02,18.369
2023-11-03,18.2821
2023-11-04,18.2821
2023-11-05,18.2821
2023-11-06,18.0775
2023-11-07,18.0124
2023-11-08,17.8294
2023-11-09,17.8759
2023-11-10,17.8852
2023-11-11,17.8852
2023-11-12,17.8852
2023-11-13,17.7581
2023-11-14,18.1333
2023-11-15,18.0403
2023-11-16,18.2263
2023-11-17,18.1364
2023-11-18,18.1364
2023-11-19,18.1364
2023-11-20,18.1054
2023-11-21,18.1085
2023-11-22,18.1736
2023-11-23,18.1736
2023-11-24,18.1457
2023-11-25,18.1457
2023-11-26,18.1457
2023-11-27,18.1829
2023-11-28,18.2263
2023-11-29,18.1395
2023-11-30,18.2201
2023-12-01,18.3566
2023-12-02,18.3566
2023-12-03,18.3566
2023-12-04,18.3845
2023-12-05,18.279
2023-12-06,18.4031
2023-12-07,18.3845
2023-12-08,18.2666
2023-12-09,18.2666
2023-12-10,18.2666
2023-12-11,18.3286
2023-12-12,18.3038
2023-12-13,18.6946
2023-12-14,18.5953
2023-12-15,18.3659
2023-12-16,18.3659
2023-12-17,18.3659
2023-12-18,18.3255
2023-12-19,18.4248
2023-12-20,18.1488
2023-12-21,18.1891
2023-12-22,18.217
2023-12-23,18.217
2023-12-24,18.217
2023-12-25,18.217
2023-12-26,18.1984
2023-12-27,18.1271
2023-12-28,18.186
2023-12-29,18.2498
2023-12-30,18.2498
2023-12-31,18.2498
2024-01-01,18.2498
2024-01-02,18.3977
2024-01-03,18.4501
2024-01-04,18.4963
2024-01-05,18.4285
2024-01-06,18.4285
2024-01-07,18.4285
2024-01-08,18.4162
2024-01-09,18.4038
2024-01-10,18.4069
2024-01-11,18.0465
2024-01-12,18.0712
2024-01-13,18.0712
2024-01-14,18.0712
2024-01-15,18.0712
2024-01-16,17.8401
2024-01-17,17.7231
2024-01-18,17.68
2024-01-19,17.7015
2024-01-20,17.7015
2024-01-21,17.7015
2024-01-22,17.5752
2024-01-23,17.6307
2024-01-24,17.4428
2024-01-25,17.643
2024-01-26,17.6214
2024-01-27,17.6214
2024-01-28,17.6214
2024-01-29,17.7385
2024-01-30,17.6954
2024-01-31,17.7292
2024-02-01,17.9233
2024-02-02,17.7477
2024-02-03,17.7477
2024-02-04,17.7477
2024-02-05,17.5444
2024-02-06,17.529
2024-02-07,17.5506
2024-02-08,17.492
2024-02-09,17.5506
2024-02-10,17.5506
2024-02-11,17.5506
2024-02-12,17.6307
2024-02-13,17.4428
2024-02-14,17.4828
2024-02-15,17.6307
2024-02-16,17.6553
2024-02-17,17.6553
2024-02-18,17.6553
2024-02-19,17.6553
2024-02-20,17.6307
2024-02-21,17.834
2024-02-22,17.7292
2024-02-23,17.8032
2024-02-24,17.8032
2024-02-25,17.8032
2024-02-26,17.5999
2024-02-27,17.7385
2024-02-28,17.6892
2024-02-29,17.6276
2024-03-01,17.606
2024-03-02,17.606
2024-03-03,17.606
2024-03-04,17.8186
2024-03-05,17.8371
2024-03-06,17.9325
2024-03-07,17.9972
2024-03-08,17.9171
2024-03-09,17.9171
2024-03-10,17.9171
2024-03-11,18.0003
2024-03-12,17.9017
2024-03-13,17.9541
2024-03-14,17.7878
2024-03-15,17.8155
2024-03-16,17.8155
2024-03-17,17.8155
2024-03-18,17.8617
2024-03-19,17.9726
2024-03-20,17.8371
2024-03-21,17.834
2024-03-22,17.874
2024-03-23,17.874
2024-03-24,17.874
2024-03-25,17.8617
2024-03-26,17.7693
2024-03-27,18.0712
2024-03-28,18.0558
2024-03-29,18.0558
2024-03-30,18.0558
2024-03-31,18.0558
2024-04-01,18.0712
2024-04-02,18.1328
2024-04-03,18.065
2024-04-04,18.0342
2024-04-05,17.874
2024-04-06,17.874
2024-04-07,17.874
2024-04-08,17.9726
