,AGM US Equity
2023-03-18,118.287
2023-03-19,118.287
2023-03-20,118.3293
2023-03-21,118.4875
2023-03-22,118.2321
2023-03-23,118.2098
2023-03-24,118.2398
2023-03-25,118.2398
2023-03-26,118.2398
2023-03-27,118.3468
2023-03-28,118.2986
2023-03-29,118.5333
2023-03-30,118.4559
2023-03-31,123.9898
2023-04-01,123.9898
2023-04-02,123.9898
2023-04-03,123.9986
2023-04-04,123.9336
2023-04-05,123.8833
2023-04-06,124.0238
2023-04-07,124.0238
2023-04-08,124.0238
2023-04-09,124.0238
2023-04-10,123.9514
2023-04-11,123.9315
2023-04-12,123.9294
2023-04-13,123.9284
2023-04-14,123.9182
2023-04-15,123.9182
2023-04-16,123.9182
2023-04-17,123.9992
2023-04-18,124.0602
2023-04-19,124.2354
2023-04-20,124.1284
2023-04-21,124.1346
2023-04-22,124.1346
2023-04-23,124.1346
2023-04-24,124.1073
2023-04-25,123.9942
2023-04-26,123.9507
2023-04-27,124.0005
2023-04-28,124.0091
2023-04-29,124.0091
2023-04-30,124.0091
2023-05-01,123.9832
2023-05-02,123.8104
2023-05-03,123.7185
2023-05-04,123.7177
2023-05-05,123.8468
2023-05-06,123.8468
2023-05-07,123.8468
2023-05-08,123.855
2023-05-09,123.8564
2023-05-10,123.5953
2023-05-11,123.8199
2023-05-12,123.8169
2023-05-13,123.8169
2023-05-14,123.8169
2023-05-15,124.1624
2023-05-16,124.0363
2023-05-17,124.1687
2023-05-18,124.3731
2023-05-19,124.3946
2023-05-20,124.3946
2023-05-21,124.3946
2023-05-22,124.3476
2023-05-23,124.3307
2023-05-24,124.2521
2023-05-25,124.17
2023-05-26,124.2139
2023-05-27,124.2139
2023-05-28,124.2139
2023-05-29,124.2139
2023-05-30,124.1746
2023-05-31,124.1059
2023-06-01,124.2146
2023-06-02,124.4101
2023-06-03,124.4101
2023-06-04,124.4101
2023-06-05,124.2989
2023-06-06,124.6451
2023-06-07,124.748
2023-06-08,124.874
2023-06-09,124.88
2023-06-10,124.88
2023-06-11,124.88
2023-06-12,124.8696
2023-06-13,124.8544
2023-06-14,124.8466
2023-06-15,124.8349
2023-06-16,124.7671
2023-06-17,124.7671
2023-06-18,124.7671
2023-06-19,124.7671
2023-06-20,124.6863
2023-06-21,124.598
2023-06-22,124.5594
2023-06-23,124.4399
2023-06-24,124.4399
2023-06-25,124.4399
2023-06-26,124.4077
2023-06-27,124.4333
2023-06-28,124.4795
2023-06-29,124.466
2023-06-30,118.8761
2023-07-01,118.8761
2023-07-02,118.8761
2023-07-03,118.9149
2023-07-04,118.9149
2023-07-05,118.7629
2023-07-06,118.6552
2023-07-07,118.705
2023-07-08,118.705
2023-07-09,118.705
2023-07-10,118.7874
2023-07-11,118.8461
2023-07-12,118.912
2023-07-13,119.0147
2023-07-14,119.1523
2023-07-15,119.1523
2023-07-16,119.1523
2023-07-17,119.2876
2023-07-18,119.4324
2023-07-19,119.4468
2023-07-20,119.4493
2023-07-21,119.4514
2023-07-22,119.4514
2023-07-23,119.4514
2023-07-24,119.4945
2023-07-25,119.5474
2023-07-26,119.5812
2023-07-27,119.5538
2023-07-28,119.6184
2023-07-29,119.6184
2023-07-30,119.6184
2023-07-31,119.6511
2023-08-01,119.7394
2023-08-02,119.8802
2023-08-03,119.884
2023-08-04,119.8874
2023-08-05,119.8874
2023-08-06,119.8874
2023-08-07,119.9339
2023-08-08,120.2582
2023-08-09,120.3177
2023-08-10,120.4191
2023-08-11,120.5252
2023-08-12,120.5252
2023-08-13,120.5252
2023-08-14,120.5363
2023-08-15,120.3318
2023-08-16,120.268
2023-08-17,120.0897
2023-08-18,120.1464
2023-08-19,120.1464
2023-08-20,120.1464
2023-08-21,120.1414
2023-08-22,120.0018
2023-08-23,120.0216
2023-08-24,120.0267
2023-08-25,119.9726
2023-08-26,119.9726
2023-08-27,119.9726
2023-08-28,120.088
2023-08-29,120.0677
2023-08-30,120.0237
2023-08-31,120.0313
2023-09-01,120.1201
2023-09-02,120.1201
2023-09-03,120.1201
2023-09-04,120.1201
2023-09-05,119.9359
2023-09-06,119.9105
2023-09-07,119.9135
2023-09-08,120.014
2023-09-09,120.014
2023-09-10,120.014
2023-09-11,120.0047
2023-09-12,119.992
2023-09-13,119.9506
2023-09-14,119.9184
2023-09-15,119.889
2023-09-16,119.889
2023-09-17,119.889
2023-09-18,119.832
2023-09-19,119.7391
2023-09-20,119.7789
2023-09-21,119.5165
2023-09-22,119.5131
2023-09-23,119.5131
2023-09-24,119.5131
2023-09-25,119.5038
2023-09-26,119.4268
2023-09-27,119.4395
2023-09-28,119.5125
2023-09-29,112.3751
2023-09-30,112.3751
2023-10-01,112.3751
2023-10-02,112.2639
2023-10-03,112.1595
2023-10-04,112.1865
2023-10-05,112.1919
2023-10-06,112.2063
2023-10-07,112.2063
2023-10-08,112.2063
2023-10-09,112.2434
2023-10-10,112.2342
2023-10-11,112.1951
2023-10-12,112.1607
2023-10-13,112.0154
2023-10-14,112.0154
2023-10-15,112.0154
2023-10-16,112.0891
2023-10-17,112.1836
2023-10-18,112.0214
2023-10-19,111.893
2023-10-20,111.833
2023-10-21,111.833
2023-10-22,111.833
2023-10-23,111.877
2023-10-24,111.9174
2023-10-25,111.864
2023-10-26,111.9648
2023-10-27,111.9595
2023-10-28,111.9595
2023-10-29,111.9595
2023-10-30,112.0747
2023-10-31,112.0994
2023-11-01,112.2574
2023-11-02,112.5329
2023-11-03,112.7331
2023-11-04,112.7331
2023-11-05,112.7331
2023-11-06,112.6637
2023-11-07,112.4972
2023-11-08,112.586
2023-11-09,112.4373
2023-11-10,112.5543
2023-11-11,112.5543
2023-11-12,112.5543
2023-11-13,112.5404
2023-11-14,112.8419
2023-11-15,112.9103
2023-11-16,112.7438
2023-11-17,112.7682
2023-11-18,112.7682
2023-11-19,112.7682
2023-11-20,112.8929
2023-11-21,112.7549
2023-11-22,112.7978
2023-11-23,112.7978
2023-11-24,112.811
2023-11-25,112.811
2023-11-26,112.811
2023-11-27,112.744
2023-11-28,112.6795
2023-11-29,112.7629
2023-11-30,112.8252
2023-12-01,112.9357
2023-12-02,112.9357
2023-12-03,112.9357
2023-12-04,113.0323
2023-12-05,113.0334
2023-12-06,112.9147
2023-12-07,113.1346
2023-12-08,113.1173
2023-12-09,113.1173
2023-12-10,113.1173
2023-12-11,113.0682
2023-12-12,113.084
2023-12-13,113.3314
2023-12-14,113.5091
2023-12-15,113.4156
2023-12-16,113.4156
2023-12-17,113.4156
2023-12-18,113.4797
2023-12-19,113.6382
2023-12-20,113.591
2023-12-21,113.7688
2023-12-22,113.763
2023-12-23,113.763
2023-12-24,113.763
2023-12-25,113.763
2023-12-26,113.8553
2023-12-27,114.02
2023-12-28,113.9346
2023-12-29,115.8144
2023-12-30,115.8144
2023-12-31,115.8144
2024-01-01,115.8144
2024-01-02,115.6546
2024-01-03,115.5183
2024-01-04,115.5303
2024-01-05,115.6218
2024-01-06,115.6218
2024-01-07,115.6218
2024-01-08,115.5576
2024-01-09,115.4749
2024-01-10,115.4753
2024-01-11,115.3657
2024-01-12,115.3061
2024-01-13,115.3061
2024-01-14,115.3061
2024-01-15,115.3061
2024-01-16,115.2913
2024-01-17,115.3291
2024-01-18,115.425
2024-01-19,115.5217
2024-01-20,115.5217
2024-01-21,115.5217
2024-01-22,115.6833
2024-01-23,115.61
2024-01-24,115.5126
2024-01-25,115.6331
2024-01-26,115.7105
2024-01-27,115.7105
2024-01-28,115.7105
2024-01-29,115.8068
2024-01-30,115.8565
2024-01-31,115.6133
2024-02-01,115.7024
2024-02-02,115.6888
2024-02-03,115.6888
2024-02-04,115.6888
2024-02-05,115.6586
2024-02-06,115.5923
2024-02-07,115.4582
2024-02-08,115.3951
2024-02-09,115.4865
2024-02-10,115.4865
2024-02-11,115.4865
2024-02-12,115.6398
2024-02-13,115.3385
2024-02-14,115.4579
2024-02-15,115.6606
2024-02-16,115.5378
2024-02-17,115.5378
2024-02-18,115.5378
2024-02-19,115.5378
2024-02-20,115.5246
2024-02-21,115.4953
2024-02-22,115.5869
2024-02-23,115.362
2024-02-24,115.362
2024-02-25,115.362
2024-02-26,115.2407
2024-02-27,115.3278
2024-02-28,115.1443
2024-02-29,115.273
2024-03-01,115.3592
2024-03-02,115.3592
2024-03-03,115.3592
2024-03-04,115.9222
2024-03-05,116.1048
2024-03-06,115.4351
2024-03-07,115.4657
2024-03-08,115.5685
2024-03-09,115.5685
2024-03-10,115.5685
2024-03-11,115.6864
2024-03-12,115.7991
2024-03-13,115.8934
2024-03-14,115.5529
2024-03-15,115.7058
2024-03-16,115.7058
2024-03-17,115.7058
2024-03-18,115.5788
2024-03-19,115.6374
2024-03-20,115.8434
2024-03-21,115.8487
2024-03-22,115.7561
2024-03-23,115.7561
2024-03-24,115.7561
2024-03-25,115.7375
2024-03-26,115.7364
2024-03-27,115.9435
2024-03-28,116.0275
2024-03-29,116.0275
2024-03-30,116.0275
2024-03-31,116.0275
2024-04-01,115.8372
2024-04-02,115.6605
2024-04-03,115.6087
2024-04-04,115.4965
2024-04-05,115.5962
2024-04-06,115.5962
2024-04-07,115.5962
2024-04-08,115.6881
