,LSTR US Equity
2020-05-17,14.364
2020-05-18,15.4075
2020-05-19,15.2675
2020-05-20,15.8118
2020-05-21,15.5884
2020-05-22,15.6775
2020-05-23,15.6775
2020-05-24,15.6775
2020-05-25,15.6775
2020-05-26,16.0592
2020-05-27,16.0536
2020-05-28,16.0748
2020-05-29,16.178
2020-05-30,16.178
2020-05-31,16.178
2020-06-01,15.7864
2020-06-02,16.0875
2020-06-03,16.0578
2020-06-04,15.8981
2020-06-05,15.6153
2020-06-06,15.6153
2020-06-07,15.6153
2020-06-08,15.5333
2020-06-09,15.669
2020-06-10,15.6591
2020-06-11,14.9734
2020-06-12,14.8221
2020-06-13,14.8221
2020-06-14,14.8221
2020-06-15,15.2392
2020-06-16,15.3283
2020-06-17,15.5785
2020-06-18,15.4174
2020-06-19,15.3947
2020-06-20,15.3947
2020-06-21,15.3947
2020-06-22,15.2816
2020-06-23,15.4909
2020-06-24,15.3382
2020-06-25,15.276
2020-06-26,17.9336
2020-06-27,17.9336
2020-06-28,17.9336
2020-06-29,18.4403
2020-06-30,18.7689
2020-07-01,18.5821
2020-07-02,18.717
2020-07-03,18.717
2020-07-04,18.717
2020-07-05,18.717
2020-07-06,18.8952
2020-07-07,19.1442
2020-07-08,19.3708
2020-07-09,19.267
2020-07-10,19.2255
2020-07-11,19.2255
2020-07-12,19.2255
2020-07-13,18.7482
2020-07-14,19.0992
2020-07-15,19.2532
2020-07-16,19.6095
2020-07-17,20.0574
2020-07-18,20.0574
2020-07-19,20.0574
2020-07-20,20.2148
2020-07-21,20.4068
2020-07-22,20.2632
2020-07-23,20.4292
2020-07-24,20.6818
2020-07-25,20.6818
2020-07-26,20.6818
2020-07-27,20.5382
2020-07-28,20.5607
2020-07-29,20.9775
2020-07-30,20.7648
2020-07-31,20.4117
2020-08-01,20.4117
2020-08-02,20.4117
2020-08-03,20.5414
2020-08-04,21.0794
2020-08-05,21.2265
2020-08-06,21.1382
2020-08-07,21.3891
2020-08-08,21.3891
2020-08-09,21.3891
2020-08-10,21.6451
2020-08-11,21.761
2020-08-12,21.9513
2020-08-13,21.9444
2020-08-14,21.7454
2020-08-15,21.7454
2020-08-16,21.7454
2020-08-17,21.8959
2020-08-18,21.8337
2020-08-19,21.9098
2020-08-20,22.0741
2020-08-21,22.3111
2020-08-22,22.3111
2020-08-23,22.3111
2020-08-24,22.5568
2020-08-25,22.4184
2020-08-26,22.863
2020-08-27,22.856
2020-08-28,22.6018
2020-08-29,22.6018
2020-08-30,22.6018
2020-08-31,22.3682
2020-09-01,22.5706
2020-09-02,22.69
2020-09-03,22.2713
2020-09-04,22.3682
2020-09-05,22.3682
2020-09-06,22.3682
2020-09-07,22.3682
2020-09-08,22.1745
2020-09-09,22.6692
2020-09-10,22.2281
2020-09-11,22.0759
2020-09-12,22.0759
2020-09-13,22.0759
2020-09-14,21.4064
2020-09-15,21.7783
2020-09-16,21.6468
2020-09-17,21.7714
2020-09-18,21.4392
2020-09-19,21.4392
2020-09-20,21.4392
2020-09-21,21.095
2020-09-22,21.3112
2020-09-23,21.2663
2020-09-24,21.1936
2020-09-25,20.1523
2020-09-26,20.1523
2020-09-27,20.1523
2020-09-28,20.4616
2020-09-29,20.3135
2020-09-30,20.1244
2020-10-01,20.0734
2020-10-02,20.0849
2020-10-03,20.0849
2020-10-04,20.0849
2020-10-05,20.6129
2020-10-06,20.3925
2020-10-07,20.6556
2020-10-08,21.1655
2020-10-09,21.1853
2020-10-10,21.1853
2020-10-11,21.1853
2020-10-12,21.307
2020-10-13,21.2675
2020-10-14,21.4386
2020-10-15,21.6244
2020-10-16,20.9682
2020-10-17,20.9682
2020-10-18,20.9682
2020-10-19,20.3579
2020-10-20,20.5849
2020-10-21,20.4204
2020-10-22,21.1014
2020-10-23,21.1918
2020-10-24,21.1918
2020-10-25,21.1918
2020-10-26,21.1129
2020-10-27,20.7214
2020-10-28,20.1606
2020-10-29,20.08
2020-10-30,19.9967
2020-10-31,19.9967
2020-11-01,19.9967
2020-11-02,19.7845
2020-11-03,20.5824
2020-11-04,19.9474
2020-11-05,20.0576
2020-11-06,19.8618
2020-11-07,19.8618
2020-11-08,19.8618
2020-11-09,19.9918
2020-11-10,20.9706
2020-11-11,20.8373
2020-11-12,20.4804
2020-11-13,20.6531
2020-11-14,20.6531
2020-11-15,20.6531
2020-11-16,21.1778
2020-11-17,21.2255
2020-11-18,21.1005
2020-11-19,21.0495
2020-11-20,20.834
2020-11-21,20.834
2020-11-22,20.834
2020-11-23,20.839
2020-11-24,21.3127
2020-11-25,20.9278
2020-11-26,20.9278
2020-11-27,20.9114
2020-11-28,20.9114
2020-11-29,20.9114
2020-11-30,21.1022
2020-12-01,21.3226
2020-12-02,20.9607
2020-12-03,21.0545
2020-12-04,21.4575
2020-12-05,21.4575
2020-12-06,21.4575
2020-12-07,21.6335
2020-12-08,22.1089
2020-12-09,22.4116
2020-12-10,22.4198
2020-12-11,22.303
2020-12-12,22.303
2020-12-13,22.303
2020-12-14,21.3868
2020-12-15,21.5957
2020-12-16,21.5397
2020-12-17,21.6236
2020-12-18,21.6763
2020-12-19,21.6763
2020-12-20,21.6763
2020-12-21,21.7421
2020-12-22,21.8375
2020-12-23,21.7519
2020-12-24,20.2561
2020-12-25,20.2561
2020-12-26,20.2561
2020-12-27,20.2561
2020-12-28,20.2943
2020-12-29,20.1612
2020-12-30,20.0878
2020-12-31,20.149
2021-01-01,20.149
2021-01-02,20.149
2021-01-03,20.149
2021-01-04,19.9088
2021-01-05,20.2683
2021-01-06,21.3864
2021-01-07,21.6006
2021-01-08,21.6404
2021-01-09,21.6404
2021-01-10,21.6404
2021-01-11,21.6358
2021-01-12,22.2002
2021-01-13,22.1895
2021-01-14,22.7753
2021-01-15,22.4358
2021-01-16,22.4358
2021-01-17,22.4358
2021-01-18,22.4358
2021-01-19,23.0063
2021-01-20,23.5723
2021-01-21,22.8916
2021-01-22,22.8579
2021-01-23,22.8579
2021-01-24,22.8579
2021-01-25,23.2143
2021-01-26,22.4633
2021-01-27,21.8102
2021-01-28,21.3253
2021-01-29,20.874
2021-01-30,20.874
2021-01-31,20.874
2021-02-01,21.0668
2021-02-02,21.5425
2021-02-03,21.544
2021-02-04,22.0151
2021-02-05,22.2415
2021-02-06,22.2415
2021-02-07,22.2415
2021-02-08,22.448
2021-02-09,22.939
2021-02-10,22.7218
2021-02-11,22.8625
2021-02-12,23.2434
2021-02-13,23.2434
2021-02-14,23.2434
2021-02-15,23.2434
2021-02-16,23.0858
2021-02-17,23.1317
2021-02-18,23.5692
2021-02-19,24.0434
2021-02-20,24.0434
2021-02-21,24.0434
2021-02-22,24.0694
2021-02-23,24.1019
2021-02-24,24.3053
2021-02-25,24.2931
2021-02-26,24.0484
2021-02-27,24.0484
2021-02-28,24.0484
2021-03-01,24.4568
2021-03-02,24.4109
2021-03-03,24.6985
2021-03-04,23.9948
2021-03-05,24.3895
2021-03-06,24.3895
2021-03-07,24.3895
2021-03-08,24.3329
2021-03-09,24.3681
2021-03-10,24.3803
2021-03-11,24.5685
2021-03-12,24.6847
2021-03-13,24.6847
2021-03-14,24.6847
2021-03-15,24.9738
2021-03-16,24.7612
2021-03-17,24.8836
2021-03-18,25.0075
2021-03-19,24.7933
2021-03-20,24.7933
2021-03-21,24.7933
2021-03-22,24.4859
2021-03-23,24.0897
2021-03-24,24.4446
2021-03-25,24.8729
2021-03-26,21.325
2021-03-27,21.325
2021-03-28,21.325
2021-03-29,20.9415
2021-03-30,21.3079
2021-03-31,20.8064
2021-04-01,21.1442
2021-04-02,21.1442
2021-04-03,21.1442
2021-04-04,21.1442
2021-04-05,21.4141
2021-04-06,21.2644
2021-04-07,21.1787
2021-04-08,21.2785
2021-04-09,21.3642
2021-04-10,21.3642
2021-04-11,21.3642
2021-04-12,21.794
2021-04-13,21.6981
2021-04-14,21.8042
2021-04-15,21.9449
2021-04-16,22.1765
2021-04-17,22.1765
2021-04-18,22.1765
2021-04-19,22.078
2021-04-20,22.0754
2021-04-21,21.8273
2021-04-22,21.3181
2021-04-23,21.6597
2021-04-24,21.6597
2021-04-25,21.6597
2021-04-26,21.3565
2021-04-27,21.6315
2021-04-28,21.2772
2021-04-29,21.588
2021-04-30,21.73
2021-05-01,21.73
2021-05-02,21.73
2021-05-03,22.1637
2021-05-04,22.5372
2021-05-05,22.3326
2021-05-06,22.1701
2021-05-07,22.5001
2021-05-08,22.5001
2021-05-09,22.5001
2021-05-10,22.7841
2021-05-11,22.2724
2021-05-12,21.6226
2021-05-13,21.9373
2021-05-14,22.0933
2021-05-15,22.0933
2021-05-16,22.0933
2021-05-17,22.0268
2021-05-18,21.7633
2021-05-19,21.7275
2021-05-20,21.2183
2021-05-21,21.0828
2021-05-22,21.0828
2021-05-23,21.0828
2021-05-24,21.2043
2021-05-25,20.832
2021-05-26,21.1416
2021-05-27,21.3258
2021-05-28,21.5023
2021-05-29,21.5023
2021-05-30,21.5023
2021-05-31,21.5023
2021-06-01,21.3719
2021-06-02,20.8243
2021-06-03,20.4585
2021-06-04,20.2602
2021-06-05,20.2602
2021-06-06,20.2602
2021-06-07,20.3242
2021-06-08,20.5864
2021-06-09,20.4124
2021-06-10,20.0031
2021-06-11,20.2679
2021-06-12,20.2679
2021-06-13,20.2679
2021-06-14,20.1336
2021-06-15,20.4201
2021-06-16,20.1438
2021-06-17,19.8534
2021-06-18,19.5183
2021-06-19,19.5183
2021-06-20,19.5183
2021-06-21,19.9148
2021-06-22,19.943
2021-06-23,19.8521
2021-06-24,19.9877
2021-06-25,15.5809
2021-06-26,15.5809
2021-06-27,15.5809
2021-06-28,15.4059
2021-06-29,15.4521
2021-06-30,15.3272
2021-07-01,15.5327
2021-07-02,15.3321
2021-07-03,15.3321
2021-07-04,15.3321
2021-07-05,15.3321
2021-07-06,15.2219
2021-07-07,15.3311
2021-07-08,15.037
2021-07-09,15.2318
2021-07-10,15.2318
2021-07-11,15.2318
2021-07-12,15.2514
2021-07-13,15.1058
2021-07-14,15.3114
2021-07-15,15.217
2021-07-16,15.0419
2021-07-17,15.0419
2021-07-18,15.0419
2021-07-19,14.7222
2021-07-20,14.9416
2021-07-21,15.0104
2021-07-22,14.4694
2021-07-23,14.7881
2021-07-24,14.7881
2021-07-25,14.7881
2021-07-26,14.8845
2021-07-27,14.8393
2021-07-28,14.798
2021-07-29,15.0891
2021-07-30,15.1735
2021-07-31,15.1735
2021-08-01,15.1735
2021-08-02,15.0274
2021-08-03,15.2783
2021-08-04,15.2274
2021-08-05,15.1833
2021-08-06,15.2323
2021-08-07,15.2323
2021-08-08,15.2323
2021-08-09,15.0784
2021-08-10,15.1362
2021-08-11,15.3764
2021-08-12,15.5714
2021-08-13,15.6567
2021-08-14,15.6567
2021-08-15,15.6567
2021-08-16,15.5518
2021-08-17,15.3205
2021-08-18,15.2411
2021-08-19,15.0852
2021-08-20,15.244
2021-08-21,15.244
2021-08-22,15.244
2021-08-23,15.7302
2021-08-24,15.7979
2021-08-25,15.9929
2021-08-26,16.038
2021-08-27,16.3625
2021-08-28,16.3625
2021-08-29,16.3625
2021-08-30,16.6281
2021-08-31,16.2547
2021-09-01,16.4723
2021-09-02,16.6301
2021-09-03,16.3644
2021-09-04,16.3644
2021-09-05,16.3644
2021-09-06,16.3644
2021-09-07,16.137
2021-09-08,15.9243
2021-09-09,15.5891
2021-09-10,15.6244
2021-09-11,15.6244
2021-09-12,15.6244
2021-09-13,15.5959
2021-09-14,15.4107
2021-09-15,15.5528
2021-09-16,15.6087
2021-09-17,15.4783
2021-09-18,15.4783
2021-09-19,15.4783
2021-09-20,15.3548
2021-09-21,15.5361
2021-09-22,15.4705
2021-09-23,15.7047
2021-09-24,14.1587
2021-09-25,14.1587
2021-09-26,14.1587
2021-09-27,14.244
2021-09-28,13.853
2021-09-29,13.7729
2021-09-30,13.5656
2021-10-01,13.5839
2021-10-02,13.5839
2021-10-03,13.5839
2021-10-04,13.4846
2021-10-05,13.5656
2021-10-06,13.6248
2021-10-07,13.6205
2021-10-08,13.3383
2021-10-09,13.3383
2021-10-10,13.3383
2021-10-11,13.3514
2021-10-12,13.4803
2021-10-13,13.3775
2021-10-14,13.7093
2021-10-15,13.9636
2021-10-16,13.9636
2021-10-17,13.9636
2021-10-18,14.1988
2021-10-19,14.305
2021-10-20,14.5349
2021-10-21,14.7405
2021-10-22,15.0148
2021-10-23,15.0148
2021-10-24,15.0148
2021-10-25,15.0061
2021-10-26,14.9774
2021-10-27,14.7422
2021-10-28,14.9329
2021-10-29,15.0655
2021-10-30,15.0655
2021-10-31,15.0655
2021-11-01,15.4236
2021-11-02,15.395
2021-11-03,15.5528
2021-11-04,15.9482
2021-11-05,15.069
2021-11-06,15.069
2021-11-07,15.069
2021-11-08,15.1184
2021-11-09,15.1704
2021-11-10,14.9848
2021-11-11,15.2086
2021-11-12,15.3906
2021-11-13,15.3906
2021-11-14,15.3906
2021-11-15,15.3932
2021-11-16,15.4071
2021-11-17,15.1244
2021-11-18,14.7412
2021-11-19,14.7464
2021-11-20,14.7464
2021-11-21,14.7464
2021-11-22,14.8877
2021-11-23,15.0161
2021-11-24,14.9857
2021-11-25,14.9857
2021-11-26,14.5825
2021-11-27,14.5825
2021-11-28,14.5825
2021-11-29,14.7646
2021-11-30,14.436
2021-12-01,14.3579
2021-12-02,14.3796
2021-12-03,14.3883
2021-12-04,14.3883
2021-12-05,14.3883
2021-12-06,14.7342
2021-12-07,14.8114
2021-12-08,14.7282
2021-12-09,15.0733
2021-12-10,15.1591
2021-12-11,15.1591
2021-12-12,15.1591
2021-12-13,15.3534
2021-12-14,15.1054
2021-12-15,15.0837
2021-12-16,14.9493
2021-12-17,14.5912
2021-12-18,14.5912
2021-12-19,14.5912
2021-12-20,14.3692
2021-12-21,14.6753
2021-12-22,14.5365
2021-12-23,12.939
2021-12-24,12.939
2021-12-25,12.939
2021-12-26,12.939
2021-12-27,13.2156
2021-12-28,13.3535
2021-12-29,13.5397
2021-12-30,13.398
2021-12-31,13.45
2022-01-01,13.45
2022-01-02,13.45
2022-01-03,13.3837
2022-01-04,13.5525
2022-01-05,13.4741
2022-01-06,12.7491
2022-01-07,12.575
2022-01-08,12.575
2022-01-09,12.575
2022-01-10,12.4303
2022-01-11,12.5585
2022-01-12,12.5592
2022-01-13,12.5464
2022-01-14,12.5637
2022-01-15,12.5637
2022-01-16,12.5637
2022-01-17,12.5637
2022-01-18,12.5245
2022-01-19,12.6918
2022-01-20,12.6331
2022-01-21,12.2336
2022-01-22,12.2336
2022-01-23,12.2336
2022-01-24,12.67
2022-01-25,12.2231
2022-01-26,11.8327
2022-01-27,11.3526
2022-01-28,11.7091
2022-01-29,11.7091
2022-01-30,11.7091
2022-01-31,12.0166
2022-02-01,12.0437
2022-02-02,12.2291
2022-02-03,11.9601
2022-02-04,11.6398
2022-02-05,11.6398
2022-02-06,11.6398
2022-02-07,11.5275
2022-02-08,11.688
2022-02-09,12.0158
2022-02-10,11.8342
2022-02-11,11.6466
2022-02-12,11.6466
2022-02-13,11.6466
2022-02-14,11.6526
2022-02-15,11.5893
2022-02-16,11.5931
2022-02-17,11.52
2022-02-18,11.2553
2022-02-19,11.2553
2022-02-20,11.2553
2022-02-21,11.2553
2022-02-22,11.0901
2022-02-23,11.0363
2022-02-24,11.346
2022-02-25,11.5592
2022-02-26,11.5592
2022-02-27,11.5592
2022-02-28,11.3468
2022-03-01,11.3682
2022-03-02,11.4382
2022-03-03,11.4471
2022-03-04,11.5076
2022-03-05,11.5076
2022-03-06,11.5076
2022-03-07,11.2516
2022-03-08,11.0429
2022-03-09,11.3372
2022-03-10,11.3269
2022-03-11,11.1558
2022-03-12,11.1558
2022-03-13,11.1558
2022-03-14,11.0599
2022-03-15,11.2524
2022-03-16,11.6595
2022-03-17,11.883
2022-03-18,11.8992
2022-03-19,11.8992
2022-03-20,11.8992
2022-03-21,11.6816
2022-03-22,11.7096
2022-03-23,11.4154
2022-03-24,11.2347
2022-03-25,10.318
2022-03-26,10.318
2022-03-27,10.318
2022-03-28,10.3688
2022-03-29,10.3874
2022-03-30,10.3592
2022-03-31,10.0643
2022-04-01,9.3411
2022-04-02,9.3411
2022-04-03,9.3411
2022-04-04,9.5263
2022-04-05,9.4199
2022-04-06,9.502
2022-04-07,9.6728
2022-04-08,9.5828
2022-04-09,9.5828
2022-04-10,9.5828
2022-04-11,9.571
2022-04-12,9.571
2022-04-13,9.7155
2022-04-14,9.6623
2022-04-15,9.6623
2022-04-16,9.6623
2022-04-17,9.6623
2022-04-18,9.6051
2022-04-19,9.8659
2022-04-20,9.9651
2022-04-21,10.3342
2022-04-22,10.2016
2022-04-23,10.2016
2022-04-24,10.2016
2022-04-25,10.4426
2022-04-26,10.2029
2022-04-27,10.2462
2022-04-28,10.4866
2022-04-29,10.3315
2022-04-30,10.3315
2022-05-01,10.3315
2022-05-02,10.1608
2022-05-03,10.3972
2022-05-04,10.6593
2022-05-05,10.4491
2022-05-06,10.3414
2022-05-07,10.3414
2022-05-08,10.3414
2022-05-09,10.4393
2022-05-10,10.392
2022-05-11,10.2415
2022-05-12,10.4517
2022-05-13,10.3808
2022-05-14,10.3808
2022-05-15,10.3808
2022-05-16,10.1476
2022-05-17,10.3368
2022-05-18,9.4829
2022-05-19,9.5118
2022-05-20,9.7239
2022-05-21,9.7239
2022-05-22,9.7239
2022-05-23,9.8606
2022-05-24,9.8645
2022-05-25,10.1135
2022-05-26,10.3
2022-05-27,10.2015
2022-05-28,10.2015
2022-05-29,10.2015
2022-05-30,10.2015
2022-05-31,10.1036
2022-06-01,9.9998
2022-06-02,10.1883
2022-06-03,10.2126
2022-06-04,10.2126
2022-06-05,10.2126
2022-06-06,10.3315
2022-06-07,10.1187
2022-06-08,9.8317
2022-06-09,9.8041
2022-06-10,9.7003
2022-06-11,9.7003
2022-06-12,9.7003
2022-06-13,9.5755
2022-06-14,9.6661
2022-06-15,9.7916
2022-06-16,9.4862
2022-06-17,9.2517
2022-06-18,9.2517
2022-06-19,9.2517
2022-06-20,9.2517
2022-06-21,9.6208
2022-06-22,9.431
2022-06-23,9.6097
2022-06-24,9.4373
2022-06-25,9.4373
2022-06-26,9.4373
2022-06-27,9.443
2022-06-28,9.224
2022-06-29,9.2515
2022-06-30,9.2778
2022-07-01,9.371
2022-07-02,9.371
2022-07-03,9.371
2022-07-04,9.371
2022-07-05,9.1946
2022-07-06,9.2715
2022-07-07,9.351
2022-07-08,9.3034
2022-07-09,9.3034
2022-07-10,9.3034
2022-07-11,9.3941
2022-07-12,9.2934
2022-07-13,9.1601
2022-07-14,9.1301
2022-07-15,9.2165
2022-07-16,9.2165
2022-07-17,9.2165
2022-07-18,9.2527
2022-07-19,9.8096
2022-07-20,9.9554
2022-07-21,9.7333
2022-07-22,9.5162
2022-07-23,9.5162
2022-07-24,9.5162
2022-07-25,9.4486
2022-07-26,9.2909
2022-07-27,9.4586
2022-07-28,9.8715
2022-07-29,9.7913
2022-07-30,9.7913
2022-07-31,9.7913
2022-08-01,9.6992
2022-08-02,9.5071
2022-08-03,9.5446
2022-08-04,9.5237
2022-08-05,9.6262
2022-08-06,9.6262
2022-08-07,9.6262
2022-08-08,9.6845
2022-08-09,9.531
2022-08-10,9.7078
2022-08-11,9.8466
2022-08-12,9.8496
2022-08-13,9.8496
2022-08-14,9.8496
2022-08-15,9.671
2022-08-16,9.9644
2022-08-17,9.7275
2022-08-18,9.7938
2022-08-19,9.779
2022-08-20,9.779
2022-08-21,9.779
2022-08-22,9.5439
2022-08-23,9.5581
2022-08-24,9.4776
2022-08-25,9.679
2022-08-26,9.4003
2022-08-27,9.4003
2022-08-28,9.4003
2022-08-29,9.2892
2022-08-30,9.2929
2022-08-31,9.1805
2022-09-01,9.2898
2022-09-02,9.094
2022-09-03,9.094
2022-09-04,9.094
2022-09-05,9.094
2022-09-06,8.9908
2022-09-07,9.0467
2022-09-08,8.9951
2022-09-09,9.1842
2022-09-10,9.1842
2022-09-11,9.1842
2022-09-12,9.2628
2022-09-13,9.0921
2022-09-14,9.1124
2022-09-15,9.0891
2022-09-16,8.8355
2022-09-17,8.8355
2022-09-18,8.8355
2022-09-19,9.1689
2022-09-20,8.9123
2022-09-21,9.0338
2022-09-22,8.9337
2022-09-23,8.6987
2022-09-24,8.6987
2022-09-25,8.6987
2022-09-26,8.815
2022-09-27,8.7287
2022-09-28,8.9018
2022-09-29,8.8829
2022-09-30,8.7984
2022-10-01,8.7984
2022-10-02,8.7984
2022-10-03,9.0229
2022-10-04,9.2175
2022-10-05,9.078
2022-10-06,9.0902
2022-10-07,8.7581
2022-10-08,8.7581
2022-10-09,8.7581
2022-10-10,8.848
2022-10-11,8.8841
2022-10-12,9.0431
2022-10-13,9.0083
2022-10-14,8.8076
2022-10-15,8.8076
2022-10-16,8.8076
2022-10-17,8.892
2022-10-18,9.0725
2022-10-19,8.7532
2022-10-20,8.9789
2022-10-21,8.9336
2022-10-22,8.9336
2022-10-23,8.9336
2022-10-24,9.1019
2022-10-25,9.1074
2022-10-26,9.2199
2022-10-27,9.1074
2022-10-28,9.1654
2022-10-29,9.1654
2022-10-30,9.1654
2022-10-31,9.3916
2022-11-01,9.4948
2022-11-02,9.1334
2022-11-03,9.1678
2022-11-04,9.3964
2022-11-05,9.3964
2022-11-06,9.3964
2022-11-07,9.7668
2022-11-08,9.7204
2022-11-09,9.4598
2022-11-10,10.0003
2022-11-11,10.1162
2022-11-12,10.1162
2022-11-13,10.1162
2022-11-14,10.1409
2022-11-15,10.4335
2022-11-16,10.0232
2022-11-17,9.9134
2022-11-18,9.981
2022-11-19,9.981
2022-11-20,9.981
2022-11-21,10.0775
2022-11-22,10.1602
2022-11-23,10.2724
2022-11-24,10.2724
2022-11-25,10.387
2022-11-26,10.387
2022-11-27,10.387
2022-11-28,10.3261
2022-11-29,10.2597
2022-11-30,10.4027
2022-12-01,10.3382
2022-12-02,10.375
2022-12-03,10.375
2022-12-04,10.375
2022-12-05,10.2784
2022-12-06,10.2091
2022-12-07,10.124
2022-12-08,10.2374
2022-12-09,10.1143
2022-12-10,10.1143
2022-12-11,10.1143
2022-12-12,10.3412
2022-12-13,10.3364
2022-12-14,10.3508
2022-12-15,10.0848
2022-12-16,10.1246
2022-12-17,10.1246
2022-12-18,10.1246
2022-12-19,10.0552
2022-12-20,9.8501
2022-12-21,9.9997
2022-12-22,9.9557
2022-12-23,10.0094
2022-12-24,10.0094
2022-12-25,10.0094
2022-12-26,10.0094
2022-12-27,9.9907
2022-12-28,9.8012
2022-12-29,9.908
2022-12-30,9.9059
2022-12-31,9.9059
2023-01-01,9.9059
2023-01-02,9.9059
2023-01-03,9.9543
2023-01-04,10.089
2023-01-05,9.8895
2023-01-06,10.1833
2023-01-07,10.1833
2023-01-08,10.1833
2023-01-09,10.4532
2023-01-10,10.5532
2023-01-11,10.6042
2023-01-12,10.4198
2023-01-13,10.345
2023-01-14,10.345
2023-01-15,10.345
2023-01-16,10.345
2023-01-17,10.2513
2023-01-18,10.1632
2023-01-19,10.065
2023-01-20,10.2475
2023-01-21,10.2475
2023-01-22,10.2475
2023-01-23,10.4588
2023-01-24,10.4198
2023-01-25,10.316
2023-01-26,10.3091
2023-01-27,10.5192
2023-01-28,10.5192
2023-01-29,10.5192
2023-01-30,10.2431
2023-01-31,10.5306
2023-02-01,10.9137
2023-02-02,11.2056
2023-02-03,11.0282
2023-02-04,11.0282
2023-02-05,11.0282
2023-02-06,11.171
2023-02-07,11.327
2023-02-08,11.2408
2023-02-09,10.9451
2023-02-10,11.0464
2023-02-11,11.0464
2023-02-12,11.0464
2023-02-13,11.1798
2023-02-14,11.2534
2023-02-15,11.2836
2023-02-16,11.3037
2023-02-17,11.2074
2023-02-18,11.2074
2023-02-19,11.2074
2023-02-20,11.2074
2023-02-21,10.9778
2023-02-22,10.9703
2023-02-23,11.0508
2023-02-24,11.009
2023-02-25,11.009
2023-02-26,11.009
2023-02-27,11.1015
2023-02-28,11.0323
2023-03-01,11.0046
2023-03-02,11.1223
2023-03-03,11.1254
2023-03-04,11.1254
2023-03-05,11.1254
2023-03-06,11.0273
2023-03-07,10.9549
2023-03-08,11.0247
2023-03-09,10.8958
2023-03-10,10.7655
2023-03-11,10.7655
2023-03-12,10.7655
2023-03-13,10.6856
2023-03-14,10.5359
2023-03-15,10.517
2023-03-16,10.7184
2023-03-17,10.5096
2023-03-18,10.5096
2023-03-19,10.5096
