,WMT US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,18.3058
2020-01-02,18.3185
2020-01-03,18.1847
2020-01-04,18.1847
2020-01-05,18.1847
2020-01-06,18.1541
2020-01-07,18.0151
2020-01-08,17.9641
2020-01-09,18.1171
2020-01-10,17.9921
2020-01-11,17.9921
2020-01-12,17.9921
2020-01-13,17.9284
2020-01-14,17.9666
2020-01-15,17.8519
2020-01-16,17.9309
2020-01-17,17.8111
2020-01-18,17.8111
2020-01-19,17.8111
2020-01-20,17.8111
2020-01-21,17.8914
2020-01-22,17.9564
2020-01-23,17.9195
2020-01-24,17.7359
2020-01-25,17.7359
2020-01-26,17.7359
2020-01-27,17.9258
2020-01-28,18.0202
2020-01-29,17.9297
2020-01-30,18.0176
2020-01-31,19.189
2020-02-01,19.189
2020-02-02,19.189
2020-02-03,19.1586
2020-02-04,19.2966
2020-02-05,19.509
2020-02-06,19.44
2020-02-07,19.4594
2020-02-08,19.4594
2020-02-09,19.4594
2020-02-10,19.2938
2020-02-11,19.3145
2020-02-12,19.3766
2020-02-13,19.5959
2020-02-14,19.658
2020-02-15,19.658
2020-02-16,19.658
2020-02-17,19.658
2020-02-18,19.898
2020-02-19,19.629
2020-02-20,19.6304
2020-02-21,19.7532
2020-02-22,19.7532
2020-02-23,19.7532
2020-02-24,19.4414
2020-02-25,19.1752
2020-02-26,19.0911
2020-02-27,18.6248
2020-02-28,18.2496
2020-02-29,18.2496
2020-03-01,18.2496
2020-03-02,19.3807
2020-03-03,18.971
2020-03-04,19.5035
2020-03-05,19.3862
2020-03-06,19.5669
2020-03-07,19.5669
2020-03-08,19.5669
2020-03-09,19.5573
2020-03-10,19.9201
2020-03-11,19.1807
2020-03-12,17.7489
2020-03-13,19.1352
2020-03-14,19.1352
2020-03-15,19.1352
2020-03-16,18.1227
2020-03-17,19.847
2020-03-18,20.3049
2020-03-19,19.8732
2020-03-20,19.0901
2020-03-21,19.0901
2020-03-22,19.0901
2020-03-23,19.1328
2020-03-24,19.2361
2020-03-25,18.4608
2020-03-26,18.5187
2020-03-27,18.4856
2020-03-28,18.4856
2020-03-29,18.4856
2020-03-30,19.2581
2020-03-31,19.0419
2020-04-01,19.1135
2020-04-02,19.7346
2020-04-03,19.8489
2020-04-04,19.8489
2020-04-05,19.8489
2020-04-06,20.7563
2020-04-07,20.1945
2020-04-08,20.1738
2020-04-09,20.1683
2020-04-10,20.1683
2020-04-11,20.1683
2020-04-12,20.1683
2020-04-13,20.6503
2020-04-14,21.1598
2020-04-15,21.1268
2020-04-16,21.6184
2020-04-17,21.5894
2020-04-18,21.5894
2020-04-19,21.5894
2020-04-20,21.2768
2020-04-21,21.1887
2020-04-22,21.5165
2020-04-23,21.0951
2020-04-24,21.2294
2020-04-25,21.2294
2020-04-26,21.2294
2020-04-27,21.0723
2020-04-28,21.031
2020-04-29,20.4248
2020-04-30,19.7059
2020-05-01,19.8921
2020-05-02,19.8921
2020-05-03,19.8921
2020-05-04,19.9981
2020-05-05,20.1381
2020-05-06,19.9438
2020-05-07,19.7521
2020-05-08,19.8948
2020-05-09,19.8948
2020-05-10,19.8948
2020-05-11,19.994
2020-05-12,20.009
2020-05-13,19.9995
2020-05-14,19.9601
2020-05-15,20.3026
2020-05-16,20.3026
2020-05-17,20.3026
2020-05-18,20.5364
2020-05-19,20.168
2020-05-20,20.236
2020-05-21,20.1735
2020-05-22,20.0838
2020-05-23,20.0838
2020-05-24,20.0838
2020-05-25,20.0838
2020-05-26,20.0199
2020-05-27,19.8323
2020-05-28,19.9968
2020-05-29,20.0471
2020-05-30,20.0471
2020-05-31,20.0471
2020-06-01,20.0335
2020-06-02,20.0307
2020-06-03,19.9565
2020-06-04,19.7718
2020-06-05,19.697
2020-06-06,19.697
2020-06-07,19.697
2020-06-08,19.6536
2020-06-09,19.6685
2020-06-10,19.6427
2020-06-11,19.4974
2020-06-12,19.1781
2020-06-13,19.1781
2020-06-14,19.1781
2020-06-15,19.2243
2020-06-16,19.4376
2020-06-17,19.3534
2020-06-18,19.2121
2020-06-19,19.4647
2020-06-20,19.4647
2020-06-21,19.4647
2020-06-22,19.7133
2020-06-23,19.6305
2020-06-24,19.5259
2020-06-25,19.4457
2020-06-26,19.2569
2020-06-27,19.2569
2020-06-28,19.2569
2020-06-29,19.3574
2020-06-30,19.4552
2020-07-01,19.443
2020-07-02,19.3778
2020-07-03,19.3778
2020-07-04,19.3778
2020-07-05,19.3778
2020-07-06,19.3343
2020-07-07,20.4292
2020-07-08,20.0883
2020-07-09,20.5379
2020-07-10,20.9359
2020-07-11,20.9359
2020-07-12,20.9359
2020-07-13,20.7784
2020-07-14,21.1166
2020-07-15,21.1153
2020-07-16,21.1424
2020-07-17,21.0799
2020-07-18,21.0799
2020-07-19,21.0799
2020-07-20,21.0433
2020-07-21,21.1601
2020-07-22,21.2049
2020-07-23,21.0664
2020-07-24,21.012
2020-07-25,21.012
2020-07-26,21.012
2020-07-27,21.0079
2020-07-28,21.0827
2020-07-29,20.9373
2020-07-30,20.8599
2020-07-31,19.9282
2020-08-01,19.9282
2020-08-02,19.9282
2020-08-03,19.915
2020-08-04,20.2257
2020-08-05,19.9827
2020-08-06,19.9216
2020-08-07,20.0039
2020-08-08,20.0039
2020-08-09,20.0039
2020-08-10,20.2576
2020-08-11,20.0345
2020-08-12,20.2589
2020-08-13,20.2536
2020-08-14,20.3532
2020-08-15,20.3532
2020-08-16,20.3532
2020-08-17,20.7517
2020-08-18,20.6335
2020-08-19,20.328
2020-08-20,20.0836
2020-08-21,20.2244
2020-08-22,20.2244
2020-08-23,20.2244
2020-08-24,20.1846
2020-08-25,20.0916
2020-08-26,20.1009
2020-08-27,20.8885
2020-08-28,21.3759
2020-08-29,21.3759
2020-08-30,21.3759
2020-08-31,21.1833
2020-09-01,22.3441
2020-09-02,22.3685
2020-09-03,21.9512
2020-09-04,21.724
2020-09-05,21.724
2020-09-06,21.724
2020-09-07,21.724
2020-09-08,21.1419
2020-09-09,21.3332
2020-09-10,20.9239
2020-09-11,20.9093
2020-09-12,20.9093
2020-09-13,20.9093
2020-09-14,20.9917
2020-09-15,20.997
2020-09-16,20.8508
2020-09-17,20.908
2020-09-18,20.7219
2020-09-19,20.7219
2020-09-20,20.7219
2020-09-21,20.9585
2020-09-22,21.1233
2020-09-23,20.8149
2020-09-24,20.9093
2020-09-25,20.9851
2020-09-26,20.9851
2020-09-27,20.9851
2020-09-28,20.9824
2020-09-29,20.9678
2020-09-30,21.3359
2020-10-01,21.7572
2020-10-02,21.4143
2020-10-03,21.4143
2020-10-04,21.4143
2020-10-05,21.5871
2020-10-06,21.4316
2020-10-07,21.4661
2020-10-08,21.5286
2020-10-09,21.7173
2020-10-10,21.7173
2020-10-11,21.7173
2020-10-12,21.9127
2020-10-13,22.1758
2020-10-14,21.8715
2020-10-15,21.9499
2020-10-16,21.9738
2020-10-17,21.9738
2020-10-18,21.9738
2020-10-19,21.7399
2020-10-20,21.8662
2020-10-21,21.9326
2020-10-22,21.8196
2020-10-23,21.8595
2020-10-24,21.8595
2020-10-25,21.8595
2020-10-26,21.6349
2020-10-27,21.7293
2020-10-28,21.3532
2020-10-29,21.3372
2020-10-30,20.2569
2020-10-31,20.2569
2020-11-01,20.2569
2020-11-02,20.4658
2020-11-03,20.7671
2020-11-04,20.6633
2020-11-05,20.8544
2020-11-06,21.1456
2020-11-07,21.1456
2020-11-08,21.1456
2020-11-09,20.8633
2020-11-10,21.119
2020-11-11,21.4254
2020-11-12,21.4571
2020-11-13,21.7495
2020-11-14,21.7495
2020-11-15,21.7495
2020-11-16,21.9901
2020-11-17,21.6014
2020-11-18,21.5659
2020-11-19,21.9495
2020-11-20,21.7115
2020-11-21,21.7115
2020-11-22,21.7115
2020-11-23,21.7989
2020-11-24,21.8533
2020-11-25,21.9128
2020-11-26,21.9128
2020-11-27,21.8837
2020-11-28,21.8837
2020-11-29,21.8837
2020-11-30,22.0344
2020-12-01,22.0154
2020-12-02,21.7169
2020-12-03,21.5627
2020-12-04,21.5134
2020-12-05,21.5134
2020-12-06,21.5134
2020-12-07,21.4123
2020-12-08,21.5817
2020-12-09,21.4325
2020-12-10,21.277
2020-12-11,21.272
2020-12-12,21.272
