,CACC US Equity
2020-07-04,27.232
2020-07-05,27.232
2020-07-06,27.6672
2020-07-07,27.4052
2020-07-08,27.7811
2020-07-09,27.054
2020-07-10,27.4468
2020-07-11,27.4468
2020-07-12,27.4468
2020-07-13,27.5207
2020-07-14,27.5561
2020-07-15,28.3075
2020-07-16,28.2431
2020-07-17,27.6818
2020-07-18,27.6818
2020-07-19,27.6818
2020-07-20,27.7894
2020-07-21,28.0192
2020-07-22,28.3857
2020-07-23,28.7487
2020-07-24,28.5479
2020-07-25,28.5479
2020-07-26,28.5479
2020-07-27,28.6025
2020-07-28,28.8803
2020-07-29,29.4982
2020-07-30,29.6749
2020-07-31,29.0441
2020-08-01,29.0441
2020-08-02,29.0441
2020-08-03,29.4392
2020-08-04,29.3218
2020-08-05,30.1463
2020-08-06,30.8585
2020-08-07,30.8381
2020-08-08,30.8381
2020-08-09,30.8381
2020-08-10,31.2623
2020-08-11,31.0423
2020-08-12,30.9151
2020-08-13,30.1396
2020-08-14,29.735
2020-08-15,29.735
2020-08-16,29.735
2020-08-17,29.3913
2020-08-18,29.0617
2020-08-19,28.9396
2020-08-20,28.7565
2020-08-21,28.8779
2020-08-22,28.8779
2020-08-23,28.8779
2020-08-24,29.387
2020-08-25,29.125
2020-08-26,28.7934
2020-08-27,28.8209
2020-08-28,28.7098
2020-08-29,28.7098
2020-08-30,28.7098
2020-08-31,25.8567
2020-09-01,25.3566
2020-09-02,25.8135
2020-09-03,25.3519
2020-09-04,25.4148
2020-09-05,25.4148
2020-09-06,25.4148
2020-09-07,25.4148
2020-09-08,24.897
2020-09-09,24.8487
2020-09-10,24.1636
2020-09-11,23.9338
2020-09-12,23.9338
2020-09-13,23.9338
2020-09-14,24.1581
2020-09-15,23.8847
2020-09-16,23.9998
2020-09-17,23.6129
2020-09-18,23.2185
2020-09-19,23.2185
2020-09-20,23.2185
2020-09-21,22.7986
2020-09-22,22.6996
2020-09-23,22.3413
2020-09-24,22.3622
2020-09-25,22.5762
2020-09-26,22.5762
2020-09-27,22.5762
2020-09-28,23.2719
2020-09-29,23.7433
2020-09-30,19.2986
2020-10-01,19.5717
2020-10-02,19.7905
2020-10-03,19.7905
2020-10-04,19.7905
2020-10-05,19.6641
2020-10-06,19.1786
2020-10-07,19.4341
2020-10-08,19.8713
2020-10-09,19.787
2020-10-10,19.787
2020-10-11,19.787
2020-10-12,19.5222
2020-10-13,19.4543
2020-10-14,19.5586
2020-10-15,19.4591
2020-10-16,19.1371
2020-10-17,19.1371
2020-10-18,19.1371
2020-10-19,19.1172
2020-10-20,19.3433
2020-10-21,19.2771
2020-10-22,19.2185
2020-10-23,19.3308
2020-10-24,19.3308
2020-10-25,19.3308
2020-10-26,19.1667
2020-10-27,18.8463
2020-10-28,18.4853
2020-10-29,18.6609
2020-10-30,17.995
2020-10-31,17.995
2020-11-01,17.995
2020-11-02,18.1561
2020-11-03,18.1101
2020-11-04,18.2346
2020-11-05,18.4129
2020-11-06,18.4531
2020-11-07,18.4531
2020-11-08,18.4531
2020-11-09,18.6056
2020-11-10,18.5592
2020-11-11,18.5351
2020-11-12,18.2021
2020-11-13,18.4827
2020-11-14,18.4827
2020-11-15,18.4827
2020-11-16,18.5625
2020-11-17,18.5116
2020-11-18,18.4293
2020-11-19,18.2999
2020-11-20,17.8402
2020-11-21,17.8402
2020-11-22,17.8402
2020-11-23,17.6787
2020-11-24,18.3035
2020-11-25,18.002
2020-11-26,18.002
2020-11-27,18.041
2020-11-28,18.041
2020-11-29,18.041
2020-11-30,18.0065
2020-12-01,18.7664
2020-12-02,18.8832
2020-12-03,19.0647
2020-12-04,19.0888
2020-12-05,19.0888
2020-12-06,19.0888
2020-12-07,18.9932
2020-12-08,19.1354
2020-12-09,19.0434
2020-12-10,19.2088
2020-12-11,19.1383
2020-12-12,19.1383
2020-12-13,19.1383
2020-12-14,19.0335
2020-12-15,19.323
2020-12-16,19.3172
2020-12-17,19.2731
2020-12-18,19.0914
2020-12-19,19.0914
2020-12-20,19.0914
2020-12-21,19.2069
2020-12-22,18.9801
2020-12-23,19.3101
2020-12-24,18.9884
2020-12-25,18.9884
2020-12-26,18.9884
2020-12-27,18.9884
2020-12-28,19.1544
2020-12-29,19.1473
2020-12-30,19.3844
2020-12-31,19.4807
2021-01-01,19.4807
2021-01-02,19.4807
2021-01-03,19.4807
2021-01-04,19.155
2021-01-05,19.4454
2021-01-06,19.0796
2021-01-07,19.1878
2021-01-08,19.2835
2021-01-09,19.2835
2021-01-10,19.2835
2021-01-11,19.3179
2021-01-12,19.3272
2021-01-13,19.4065
2021-01-14,19.7759
2021-01-15,19.7643
2021-01-16,19.7643
2021-01-17,19.7643
2021-01-18,19.7643
2021-01-19,19.2514
2021-01-20,19.4717
2021-01-21,19.472
2021-01-22,18.8078
2021-01-23,18.8078
2021-01-24,18.8078
2021-01-25,19.7309
2021-01-26,20.7713
2021-01-27,20.3993
2021-01-28,20.2949
2021-01-29,20.7536
2021-01-30,20.7536
2021-01-31,20.7536
2021-02-01,20.2628
2021-02-02,18.6758
2021-02-03,18.9184
2021-02-04,18.9143
2021-02-05,19.1566
2021-02-06,19.1566
2021-02-07,19.1566
2021-02-08,18.994
2021-02-09,19.2646
2021-02-10,19.2344
2021-02-11,19.3122
2021-02-12,19.4213
2021-02-13,19.4213
2021-02-14,19.4213
2021-02-15,19.4213
2021-02-16,19.5027
2021-02-17,19.3362
2021-02-18,19.3252
2021-02-19,19.5676
2021-02-20,19.5676
2021-02-21,19.5676
2021-02-22,19.4296
2021-02-23,19.519
2021-02-24,19.6399
2021-02-25,19.4706
2021-02-26,19.4743
2021-02-27,19.4743
2021-02-28,19.4743
2021-03-01,19.9475
2021-03-02,19.9251
2021-03-03,19.8388
2021-03-04,19.9542
2021-03-05,20.5914
2021-03-06,20.5914
2021-03-07,20.5914
2021-03-08,21.3946
2021-03-09,20.8651
2021-03-10,20.6413
2021-03-11,19.9744
2021-03-12,20.1345
2021-03-13,20.1345
2021-03-14,20.1345
2021-03-15,20.0246
2021-03-16,19.8495
2021-03-17,19.7528
2021-03-18,19.5376
2021-03-19,19.5269
2021-03-20,19.5269
2021-03-21,19.5269
2021-03-22,19.7308
2021-03-23,19.9573
2021-03-24,19.372
2021-03-25,19.335
2021-03-26,19.5976
2021-03-27,19.5976
2021-03-28,19.5976
2021-03-29,19.9297
2021-03-30,19.8575
2021-03-31,11.5789
2021-04-01,11.6286
2021-04-02,11.6286
2021-04-03,11.6286
2021-04-04,11.6286
2021-04-05,11.542
2021-04-06,11.5591
2021-04-07,11.5571
2021-04-08,11.631
2021-04-09,11.6181
2021-04-10,11.6181
2021-04-11,11.6181
2021-04-12,11.7183
2021-04-13,11.587
2021-04-14,11.6279
2021-04-15,11.6264
2021-04-16,11.8464
2021-04-17,11.8464
2021-04-18,11.8464
2021-04-19,11.8343
2021-04-20,11.8874
2021-04-21,11.8717
2021-04-22,11.9012
2021-04-23,11.8678
2021-04-24,11.8678
2021-04-25,11.8678
2021-04-26,11.988
2021-04-27,12.1263
2021-04-28,12.1793
2021-04-29,12.1028
2021-04-30,12.1599
2021-05-01,12.1599
2021-05-02,12.1599
2021-05-03,12.5414
2021-05-04,12.5816
2021-05-05,12.5809
2021-05-06,12.5654
2021-05-07,12.6873
2021-05-08,12.6873
2021-05-09,12.6873
2021-05-10,12.715
2021-05-11,12.6178
2021-05-12,12.5329
2021-05-13,12.6321
2021-05-14,12.6429
2021-05-15,12.6429
2021-05-16,12.6429
2021-05-17,12.7902
2021-05-18,12.7619
2021-05-19,12.7991
2021-05-20,12.8207
2021-05-21,12.8388
2021-05-22,12.8388
2021-05-23,12.8388
2021-05-24,12.9195
2021-05-25,12.9632
2021-05-26,12.9486
2021-05-27,13.0409
2021-05-28,13.1098
2021-05-29,13.1098
2021-05-30,13.1098
2021-05-31,13.1098
2021-06-01,13.1388
2021-06-02,13.3356
2021-06-03,11.9881
2021-06-04,12.2059
2021-06-05,12.2059
2021-06-06,12.2059
2021-06-07,12.1185
2021-06-08,12.3697
2021-06-09,12.5765
2021-06-10,12.5595
2021-06-11,12.6094
2021-06-12,12.6094
2021-06-13,12.6094
2021-06-14,12.4664
2021-06-15,12.6027
2021-06-16,12.6809
2021-06-17,12.8619
2021-06-18,12.356
2021-06-19,12.356
2021-06-20,12.356
2021-06-21,12.696
2021-06-22,12.7899
2021-06-23,12.8276
2021-06-24,12.9639
2021-06-25,13.0033
2021-06-26,13.0033
2021-06-27,13.0033
2021-06-28,12.9591
2021-06-29,13.021
2021-06-30,10.0489
2021-07-01,10.0294
2021-07-02,10.0363
2021-07-03,10.0363
2021-07-04,10.0363
2021-07-05,10.0363
2021-07-06,10.0025
2021-07-07,9.8235
2021-07-08,9.8325
2021-07-09,9.9729
2021-07-10,9.9729
2021-07-11,9.9729
2021-07-12,10.0028
2021-07-13,9.953
2021-07-14,9.8339
2021-07-15,10.0692
2021-07-16,10.0703
2021-07-17,10.0703
2021-07-18,10.0703
2021-07-19,10.0832
2021-07-20,10.2516
2021-07-21,10.3163
2021-07-22,10.3512
2021-07-23,10.3662
2021-07-24,10.3662
2021-07-25,10.3662
2021-07-26,10.3576
2021-07-27,10.3506
2021-07-28,10.3061
2021-07-29,10.1354
2021-07-30,10.1774
2021-07-31,10.1774
2021-08-01,10.1774
2021-08-02,10.748
2021-08-03,10.9272
2021-08-04,11.1987
2021-08-05,10.9663
2021-08-06,11.0784
2021-08-07,11.0784
2021-08-08,11.0784
2021-08-09,11.0231
2021-08-10,11.0231
2021-08-11,11.1345
2021-08-12,11.147
2021-08-13,11.2191
2021-08-14,11.2191
2021-08-15,11.2191
2021-08-16,11.3034
2021-08-17,11.3821
2021-08-18,11.3537
2021-08-19,11.4128
2021-08-20,11.4429
2021-08-21,11.4429
2021-08-22,11.4429
2021-08-23,11.332
2021-08-24,11.4388
2021-08-25,11.413
2021-08-26,11.3804
2021-08-27,11.4322
2021-08-28,11.4322
2021-08-29,11.4322
2021-08-30,11.3974
2021-08-31,11.4396
2021-09-01,11.5839
2021-09-02,12.5077
2021-09-03,12.6448
2021-09-04,12.6448
2021-09-05,12.6448
2021-09-06,12.6448
2021-09-07,12.355
2021-09-08,12.3748
2021-09-09,11.8694
2021-09-10,11.7269
2021-09-11,11.7269
2021-09-12,11.7269
2021-09-13,11.8852
2021-09-14,11.8017
2021-09-15,11.7331
2021-09-16,11.6944
2021-09-17,11.6582
2021-09-18,11.6582
2021-09-19,11.6582
2021-09-20,11.6942
2021-09-21,11.6393
2021-09-22,11.6868
2021-09-23,11.4582
2021-09-24,11.6116
2021-09-25,11.6116
2021-09-26,11.6116
2021-09-27,11.7324
2021-09-28,11.578
2021-09-29,11.5768
2021-09-30,11.5464
2021-10-01,11.4996
2021-10-02,11.4996
2021-10-03,11.4996
2021-10-04,11.7891
2021-10-05,11.9304
2021-10-06,11.9011
2021-10-07,12.0294
2021-10-08,11.9375
2021-10-09,11.9375
2021-10-10,11.9375
2021-10-11,12.0275
2021-10-12,12.1291
2021-10-13,12.1446
2021-10-14,11.9761
2021-10-15,11.9347
2021-10-16,11.9347
2021-10-17,11.9347
2021-10-18,11.9509
2021-10-19,11.9276
2021-10-20,12.0292
2021-10-21,11.946
2021-10-22,12.0344
2021-10-23,12.0344
2021-10-24,12.0344
2021-10-25,11.9881
2021-10-26,11.6712
2021-10-27,11.5936
2021-10-28,11.7792
2021-10-29,11.7161
2021-10-30,11.7161
2021-10-31,11.7161
2021-11-01,11.1215
2021-11-02,12.0269
2021-11-03,12.0949
2021-11-04,12.3434
2021-11-05,12.2172
2021-11-06,12.2172
2021-11-07,12.2172
2021-11-08,11.9623
2021-11-09,11.8893
2021-11-10,12.0246
2021-11-11,12.0491
2021-11-12,12.0799
2021-11-13,12.0799
2021-11-14,12.0799
2021-11-15,12.0558
2021-11-16,11.9938
2021-11-17,11.8197
2021-11-18,11.7358
2021-11-19,11.6856
2021-11-20,11.6856
2021-11-21,11.6856
2021-11-22,11.7785
2021-11-23,11.7971
2021-11-24,11.7657
2021-11-25,11.7657
2021-11-26,11.7249
2021-11-27,11.7249
2021-11-28,11.7249
2021-11-29,11.6501
2021-11-30,11.4733
2021-12-01,11.4751
2021-12-02,11.6954
2021-12-03,11.7624
2021-12-04,11.7624
2021-12-05,11.7624
2021-12-06,11.7502
2021-12-07,11.8655
2021-12-08,11.8043
2021-12-09,11.8283
2021-12-10,11.7007
2021-12-11,11.7007
2021-12-12,11.7007
2021-12-13,11.6902
2021-12-14,11.8535
2021-12-15,12.0639
2021-12-16,11.8696
2021-12-17,11.88
2021-12-18,11.88
2021-12-19,11.88
2021-12-20,11.8107
2021-12-21,11.9745
2021-12-22,12.0353
2021-12-23,12.1452
2021-12-24,12.1452
2021-12-25,12.1452
2021-12-26,12.1452
2021-12-27,12.0981
2021-12-28,12.1452
2021-12-29,12.0266
2021-12-30,12.0111
2021-12-31,11.5724
2022-01-01,11.5724
2022-01-02,11.5724
2022-01-03,11.1245
2022-01-04,10.9261
2022-01-05,10.9354
2022-01-06,11.0288
2022-01-07,10.9414
2022-01-08,10.9414
2022-01-09,10.9414
2022-01-10,10.7708
2022-01-11,10.7898
2022-01-12,10.6985
2022-01-13,10.5019
2022-01-14,10.2961
2022-01-15,10.2961
2022-01-16,10.2961
2022-01-17,10.2961
2022-01-18,10.3146
2022-01-19,10.0293
2022-01-20,9.9135
2022-01-21,9.9463
2022-01-22,9.9463
2022-01-23,9.9463
2022-01-24,9.9832
2022-01-25,9.9932
2022-01-26,9.8598
2022-01-27,9.7191
2022-01-28,9.7691
2022-01-29,9.7691
2022-01-30,9.7691
2022-01-31,9.6959
2022-02-01,9.5474
2022-02-02,9.4979
2022-02-03,9.3736
2022-02-04,9.4895
2022-02-05,9.4895
2022-02-06,9.4895
2022-02-07,9.4799
2022-02-08,9.6851
2022-02-09,9.8496
2022-02-10,9.7675
2022-02-11,9.6979
2022-02-12,9.6979
2022-02-13,9.6979
2022-02-14,9.6516
2022-02-15,9.7718
2022-02-16,9.7292
2022-02-17,9.4988
2022-02-18,9.6644
2022-02-19,9.6644
2022-02-20,9.6644
2022-02-21,9.6644
2022-02-22,9.7104
2022-02-23,9.572
2022-02-24,9.6911
2022-02-25,9.8663
2022-02-26,9.8663
2022-02-27,9.8663
2022-02-28,9.8006
2022-03-01,9.598
2022-03-02,9.8586
2022-03-03,9.8654
2022-03-04,9.6348
2022-03-05,9.6348
2022-03-06,9.6348
2022-03-07,9.0966
2022-03-08,9.2113
2022-03-09,9.3879
2022-03-10,9.1354
2022-03-11,8.9072
2022-03-12,8.9072
2022-03-13,8.9072
2022-03-14,8.9129
2022-03-15,9.1586
2022-03-16,9.2246
2022-03-17,9.3652
2022-03-18,9.4274
2022-03-19,9.4274
2022-03-20,9.4274
2022-03-21,9.405
2022-03-22,9.5044
2022-03-23,9.5201
2022-03-24,9.5411
2022-03-25,9.5447
2022-03-26,9.5447
2022-03-27,9.5447
2022-03-28,9.4828
2022-03-29,9.8331
2022-03-30,9.7726
2022-03-31,9.7491
2022-04-01,9.7419
2022-04-02,9.7419
2022-04-03,9.7419
2022-04-04,9.7519
2022-04-05,9.6884
2022-04-06,9.7692
2022-04-07,9.6044
2022-04-08,9.8715
2022-04-09,9.8715
2022-04-10,9.8715
2022-04-11,9.8458
2022-04-12,9.8146
2022-04-13,10.0215
2022-04-14,10.1408
2022-04-15,10.1408
2022-04-16,10.1408
2022-04-17,10.1408
2022-04-18,10.2048
2022-04-19,10.4656
2022-04-20,10.3767
2022-04-21,10.1383
2022-04-22,9.8167
2022-04-23,9.8167
2022-04-24,9.8167
2022-04-25,9.7245
2022-04-26,9.4318
2022-04-27,9.3337
2022-04-28,9.296
2022-04-29,9.0316
2022-04-30,9.0316
2022-05-01,9.0316
2022-05-02,8.9938
2022-05-03,10.0637
2022-05-04,10.2591
2022-05-05,9.8907
2022-05-06,9.835
2022-05-07,9.835
2022-05-08,9.835
2022-05-09,9.5677
2022-05-10,9.5711
2022-05-11,9.5117
2022-05-12,9.4441
2022-05-13,9.7222
2022-05-14,9.7222
2022-05-15,9.7222
2022-05-16,9.7568
2022-05-17,9.9625
2022-05-18,9.7498
2022-05-19,9.5077
2022-05-20,9.3521
2022-05-21,9.3521
2022-05-22,9.3521
2022-05-23,9.4579
2022-05-24,9.3774
2022-05-25,9.4434
2022-05-26,9.6485
2022-05-27,9.7368
2022-05-28,9.7368
2022-05-29,9.7368
2022-05-30,9.7368
2022-05-31,9.7912
2022-06-01,9.6717
2022-06-02,9.7734
2022-06-03,9.4837
2022-06-04,9.4837
2022-06-05,9.4837
2022-06-06,9.483
2022-06-07,9.6626
2022-06-08,9.4364
2022-06-09,9.2668
2022-06-10,9.04
2022-06-11,9.04
2022-06-12,9.04
2022-06-13,8.8757
2022-06-14,8.8708
2022-06-15,8.9415
2022-06-16,8.4104
2022-06-17,8.5038
2022-06-18,8.5038
2022-06-19,8.5038
2022-06-20,8.5038
2022-06-21,8.5561
2022-06-22,8.5715
2022-06-23,8.6101
2022-06-24,8.8696
2022-06-25,8.8696
2022-06-26,8.8696
2022-06-27,8.7609
2022-06-28,8.7077
2022-06-29,8.5184
2022-06-30,10.5496
2022-07-01,10.8304
2022-07-02,10.8304
2022-07-03,10.8304
2022-07-04,10.8304
2022-07-05,11.2191
2022-07-06,10.8536
2022-07-07,11.1394
2022-07-08,10.9459
2022-07-09,10.9459
2022-07-10,10.9459
2022-07-11,10.8743
2022-07-12,10.8853
2022-07-13,10.9653
2022-07-14,10.8945
2022-07-15,11.0372
2022-07-16,11.0372
2022-07-17,11.0372
2022-07-18,11.1069
2022-07-19,11.4096
2022-07-20,11.5435
2022-07-21,11.5679
2022-07-22,11.5394
2022-07-23,11.5394
2022-07-24,11.5394
2022-07-25,11.5329
2022-07-26,11.3997
2022-07-27,11.558
2022-07-28,11.6435
2022-07-29,11.8403
2022-07-30,11.8403
2022-07-31,11.8403
2022-08-01,11.7917
2022-08-02,11.1378
2022-08-03,11.3447
2022-08-04,11.3291
2022-08-05,11.3259
2022-08-06,11.3259
2022-08-07,11.3259
2022-08-08,11.523
2022-08-09,11.3493
2022-08-10,11.4751
2022-08-11,11.473
2022-08-12,11.4955
2022-08-13,11.4955
2022-08-14,11.4955
2022-08-15,11.7007
2022-08-16,12.0849
2022-08-17,12.0109
2022-08-18,12.0629
2022-08-19,11.9579
2022-08-20,11.9579
2022-08-21,11.9579
2022-08-22,11.5537
2022-08-23,11.7321
2022-08-24,11.7165
2022-08-25,11.8176
2022-08-26,11.5044
2022-08-27,11.5044
2022-08-28,11.5044
2022-08-29,11.4447
2022-08-30,11.2711
2022-08-31,11.1773
2022-09-01,11.1946
2022-09-02,11.0445
2022-09-03,11.0445
2022-09-04,11.0445
2022-09-05,11.0445
2022-09-06,10.8799
2022-09-07,10.9353
2022-09-08,10.9224
2022-09-09,10.9685
2022-09-10,10.9685
2022-09-11,10.9685
2022-09-12,11.1867
2022-09-13,10.7443
2022-09-14,10.7232
2022-09-15,10.7243
2022-09-16,10.6215
2022-09-17,10.6215
2022-09-18,10.6215
2022-09-19,10.7041
2022-09-20,10.4403
2022-09-21,10.4872
2022-09-22,10.3769
2022-09-23,10.3129
2022-09-24,10.3129
2022-09-25,10.3129
2022-09-26,10.1885
2022-09-27,10.1449
2022-09-28,10.302
2022-09-29,10.0511
2022-09-30,12.3289
2022-10-01,12.3289
2022-10-02,12.3289
2022-10-03,12.6371
2022-10-04,12.9584
2022-10-05,12.8044
2022-10-06,12.6359
2022-10-07,12.4114
2022-10-08,12.4114
2022-10-09,12.4114
2022-10-10,12.212
2022-10-11,12.2666
2022-10-12,12.361
2022-10-13,12.5129
2022-10-14,12.2356
2022-10-15,12.2356
2022-10-16,12.2356
2022-10-17,12.4536
2022-10-18,12.5157
2022-10-19,12.0447
2022-10-20,11.8591
2022-10-21,12.1137
2022-10-22,12.1137
2022-10-23,12.1137
2022-10-24,12.2321
2022-10-25,12.6497
2022-10-26,12.6498
2022-10-27,12.6047
2022-10-28,12.8471
2022-10-29,12.8471
2022-10-30,12.8471
2022-10-31,12.7571
2022-11-01,12.8553
2022-11-02,12.3198
2022-11-03,12.4411
2022-11-04,12.4043
2022-11-05,12.4043
2022-11-06,12.4043
2022-11-07,12.3761
2022-11-08,12.5063
2022-11-09,12.4476
2022-11-10,13.1385
2022-11-11,13.6285
2022-11-12,13.6285
2022-11-13,13.6285
2022-11-14,13.3395
2022-11-15,13.2261
2022-11-16,13.0045
2022-11-17,12.9145
2022-11-18,12.8858
2022-11-19,12.8858
2022-11-20,12.8858
2022-11-21,12.8922
2022-11-22,12.9001
2022-11-23,12.9829
2022-11-24,12.9829
2022-11-25,12.9507
2022-11-26,12.9507
2022-11-27,12.9507
2022-11-28,12.7664
2022-11-29,12.8471
2022-11-30,12.8882
2022-12-01,12.8955
2022-12-02,12.8917
2022-12-03,12.8917
2022-12-04,12.8917
2022-12-05,12.6845
2022-12-06,12.6368
2022-12-07,12.372
2022-12-08,12.5941
2022-12-09,12.7306
2022-12-10,12.7306
2022-12-11,12.7306
2022-12-12,12.7329
2022-12-13,12.6676
2022-12-14,12.5619
2022-12-15,12.556
2022-12-16,12.4037
2022-12-17,12.4037
2022-12-18,12.4037
2022-12-19,12.3615
2022-12-20,12.363
2022-12-21,12.7214
2022-12-22,12.3998
2022-12-23,12.7528
2022-12-24,12.7528
2022-12-25,12.7528
2022-12-26,12.7528
2022-12-27,12.7452
2022-12-28,12.7287
2022-12-29,12.9221
2022-12-30,15.0548
2022-12-31,15.0548
2023-01-01,15.0548
2023-01-02,15.0548
2023-01-03,14.7293
2023-01-04,13.767
2023-01-05,13.3081
2023-01-06,13.7451
2023-01-07,13.7451
2023-01-08,13.7451
2023-01-09,13.6334
2023-01-10,13.6519
2023-01-11,13.6412
2023-01-12,14.0391
2023-01-13,13.9016
2023-01-14,13.9016
2023-01-15,13.9016
2023-01-16,13.9016
2023-01-17,13.6355
2023-01-18,13.5688
2023-01-19,13.3664
2023-01-20,13.8124
2023-01-21,13.8124
2023-01-22,13.8124
2023-01-23,14.4613
2023-01-24,14.4252
2023-01-25,14.5917
2023-01-26,14.7197
2023-01-27,15.0139
2023-01-28,15.0139
2023-01-29,15.0139
2023-01-30,14.589
2023-01-31,14.8412
2023-02-01,15.8692
2023-02-02,16.2799
2023-02-03,15.9024
2023-02-04,15.9024
2023-02-05,15.9024
2023-02-06,15.6052
2023-02-07,15.5002
2023-02-08,15.0953
2023-02-09,15.1191
2023-02-10,14.8047
2023-02-11,14.8047
2023-02-12,14.8047
2023-02-13,15.3387
2023-02-14,15.2373
2023-02-15,15.2447
2023-02-16,15.0889
2023-02-17,14.8805
2023-02-18,14.8805
2023-02-19,14.8805
2023-02-20,14.8805
2023-02-21,14.6197
2023-02-22,14.6688
2023-02-23,14.6893
2023-02-24,14.555
2023-02-25,14.555
2023-02-26,14.555
2023-02-27,14.4135
2023-02-28,14.4519
2023-03-01,14.4501
2023-03-02,14.5326
2023-03-03,14.5512
2023-03-04,14.5512
2023-03-05,14.5512
2023-03-06,14.4941
2023-03-07,14.3958
2023-03-08,14.4373
2023-03-09,14.141
2023-03-10,13.95
2023-03-11,13.95
2023-03-12,13.95
2023-03-13,13.7142
2023-03-14,13.7612
2023-03-15,13.6869
2023-03-16,13.7542
