,KLAC US Equity
2022-03-15,16.0298
2022-03-16,16.8691
2022-03-17,16.9492
2022-03-18,17.5391
2022-03-19,17.5391
2022-03-20,17.5391
2022-03-21,17.1233
2022-03-22,17.3485
2022-03-23,16.7652
2022-03-24,17.579
2022-03-25,17.605
2022-03-26,17.605
2022-03-27,17.605
2022-03-28,18.0275
2022-03-29,18.4534
2022-03-30,17.955
2022-03-31,16.5786
2022-04-01,16.322
2022-04-02,16.322
2022-04-03,16.322
2022-04-04,16.6224
2022-04-05,15.6684
2022-04-06,15.6121
2022-04-07,16.0034
2022-04-08,15.4774
2022-04-09,15.4774
2022-04-10,15.4774
2022-04-11,15.0457
2022-04-12,14.9917
2022-04-13,15.2695
2022-04-14,14.603
2022-04-15,14.603
2022-04-16,14.603
2022-04-17,14.603
2022-04-18,14.8862
2022-04-19,15.3271
2022-04-20,15.6715
2022-04-21,15.246
2022-04-22,14.7271
2022-04-23,14.7271
2022-04-24,14.7271
2022-04-25,15.0342
2022-04-26,14.3052
2022-04-27,14.3061
2022-04-28,15.1029
2022-04-29,14.3657
2022-04-30,14.3657
2022-05-01,14.3657
2022-05-02,14.6895
2022-05-03,15.0125
2022-05-04,15.6873
2022-05-05,14.9861
2022-05-06,14.8962
2022-05-07,14.8962
2022-05-08,14.8962
2022-05-09,14.3486
2022-05-10,14.5395
2022-05-11,14.0309
2022-05-12,14.2051
2022-05-13,15.1187
2022-05-14,15.1187
2022-05-15,15.1187
2022-05-16,14.8607
2022-05-17,15.7808
2022-05-18,15.0059
2022-05-19,15.2108
2022-05-20,15.0774
2022-05-21,15.0774
2022-05-22,15.0774
2022-05-23,15.3275
2022-05-24,14.8409
2022-05-25,15.1871
2022-05-26,15.8585
2022-05-27,16.6479
2022-05-28,16.6479
2022-05-29,16.6479
2022-05-30,16.6479
2022-05-31,16.3662
2022-06-01,16.0213
2022-06-02,16.6698
2022-06-03,16.2604
2022-06-04,16.2604
2022-06-05,16.2604
2022-06-06,16.2617
2022-06-07,16.4701
2022-06-08,16.2183
2022-06-09,15.6961
2022-06-10,14.9976
2022-06-11,14.9976
2022-06-12,14.9976
2022-06-13,14.1296
2022-06-14,14.2433
2022-06-15,14.5645
2022-06-16,13.9769
2022-06-17,14.0441
2022-06-18,14.0441
2022-06-19,14.0441
2022-06-20,14.0441
2022-06-21,14.715
2022-06-22,14.593
2022-06-23,14.4271
2022-06-24,15.2538
2022-06-25,15.2538
2022-06-26,15.2538
2022-06-27,15.2139
2022-06-28,14.8409
2022-06-29,14.4232
2022-06-30,14.1365
2022-07-01,13.205
2022-07-02,13.205
2022-07-03,13.205
2022-07-04,13.205
2022-07-05,13.1764
2022-07-06,13.0719
2022-07-07,13.9361
2022-07-08,14.0451
2022-07-09,14.0451
2022-07-10,14.0451
2022-07-11,13.8953
2022-07-12,13.9202
2022-07-13,13.8933
2022-07-14,14.1369
2022-07-15,14.4284
2022-07-16,14.4284
2022-07-17,14.4284
2022-07-18,14.5615
2022-07-19,15.2183
2022-07-20,15.662
2022-07-21,15.8289
2022-07-22,15.5628
2022-07-23,15.5628
2022-07-24,15.5628
2022-07-25,15.4232
2022-07-26,15.2317
2022-07-27,15.8534
2022-07-28,16.2143
2022-07-29,16.7678
2022-07-30,16.7678
2022-07-31,16.7678
2022-08-01,16.8535
2022-08-02,16.7331
2022-08-03,17.2736
2022-08-04,17.3336
2022-08-05,16.4614
2022-08-06,16.4614
2022-08-07,16.4614
2022-08-08,16.1488
2022-08-09,15.01
2022-08-10,15.6379
2022-08-11,15.5697
2022-08-12,15.8974
2022-08-13,15.8974
2022-08-14,15.8974
2022-08-15,16.0185
2022-08-16,15.8792
2022-08-17,15.6604
2022-08-18,15.9292
2022-08-19,15.5332
2022-08-20,15.5332
2022-08-21,15.5332
2022-08-22,15.0674
2022-08-23,15.1702
2022-08-24,15.1787
2022-08-25,15.7237
2022-08-26,15.0433
2022-08-27,15.0433
2022-08-28,15.0433
2022-08-29,14.8184
2022-08-30,14.5763
2022-08-31,14.4596
2022-09-01,14.1873
2022-09-02,14.1151
2022-09-03,14.1151
2022-09-04,14.1151
2022-09-05,14.1151
2022-09-06,13.934
2022-09-07,14.2148
2022-09-08,14.7295
2022-09-09,15.0236
2022-09-10,15.0236
2022-09-11,15.0236
2022-09-12,14.977
2022-09-13,14.3258
2022-09-14,14.5558
2022-09-15,14.197
2022-09-16,14.126
2022-09-17,14.126
2022-09-18,14.126
2022-09-19,14.0802
2022-09-20,13.9076
2022-09-21,13.6346
2022-09-22,13.2548
2022-09-23,13.043
2022-09-24,13.043
2022-09-25,13.043
2022-09-26,12.8867
2022-09-27,13.0733
2022-09-28,13.3568
2022-09-29,13.1636
2022-09-30,11.7488
2022-10-01,11.7488
2022-10-02,11.7488
2022-10-03,12.2481
2022-10-04,12.6346
2022-10-05,12.6978
2022-10-06,12.6418
2022-10-07,12.163
2022-10-08,12.163
2022-10-09,12.163
2022-10-10,11.6307
2022-10-11,10.969
2022-10-12,10.7496
2022-10-13,10.8836
2022-10-14,10.3505
2022-10-15,10.3505
2022-10-16,10.3505
2022-10-17,10.3333
2022-10-18,10.5323
2022-10-19,10.6472
2022-10-20,10.8286
2022-10-21,11.3178
2022-10-22,11.3178
2022-10-23,11.3178
2022-10-24,11.4888
2022-10-25,11.8293
2022-10-26,11.8842
2022-10-27,11.9744
2022-10-28,12.4193
2022-10-29,12.4193
2022-10-30,12.4193
2022-10-31,12.238
2022-11-01,12.4078
2022-11-02,12.0934
2022-11-03,12.1659
2022-11-04,12.6537
2022-11-05,12.6537
2022-11-06,12.6537
2022-11-07,12.9818
2022-11-08,13.1598
2022-11-09,12.9944
2022-11-10,14.0974
2022-11-11,14.5268
2022-11-12,14.5268
2022-11-13,14.5268
2022-11-14,14.4442
2022-11-15,14.7184
2022-11-16,14.1753
2022-11-17,14.3753
2022-11-18,14.3878
2022-11-19,14.3878
2022-11-20,14.3878
2022-11-21,14.236
2022-11-22,14.5975
2022-11-23,14.7213
2022-11-24,14.7213
2022-11-25,14.5199
2022-11-26,14.5199
2022-11-27,14.5199
2022-11-28,14.3372
2022-11-29,14.3157
2022-11-30,14.9912
2022-12-01,14.9044
2022-12-02,14.8624
2022-12-03,14.8624
2022-12-04,14.8624
2022-12-05,14.8268
2022-12-06,14.6355
2022-12-07,14.8096
2022-12-08,15.0907
2022-12-09,15.0006
2022-12-10,15.0006
2022-12-11,15.0006
2022-12-12,15.2698
2022-12-13,15.5613
2022-12-14,15.46
2022-12-15,14.6897
2022-12-16,14.7181
2022-12-17,14.7181
2022-12-18,14.7181
2022-12-19,14.6506
2022-12-20,14.7314
2022-12-21,15.1215
2022-12-22,14.2985
2022-12-23,14.4255
2022-12-24,14.4255
2022-12-25,14.4255
2022-12-26,14.4255
2022-12-27,14.1997
2022-12-28,14.0799
2022-12-29,14.5142
2022-12-30,13.5815
2022-12-31,13.5815
2023-01-01,13.5815
2023-01-02,13.5815
2023-01-03,13.5652
2023-01-04,13.69
2023-01-05,13.4609
2023-01-06,14.2783
2023-01-07,14.2783
2023-01-08,14.2783
2023-01-09,14.6423
2023-01-10,14.9114
2023-01-11,15.009
2023-01-12,15.0063
2023-01-13,15.0392
2023-01-14,15.0392
2023-01-15,15.0392
2023-01-16,15.0392
2023-01-17,14.9006
2023-01-18,14.8704
2023-01-19,14.4312
2023-01-20,14.8294
2023-01-21,14.8294
2023-01-22,14.8294
2023-01-23,15.2269
2023-01-24,15.1442
2023-01-25,15.1266
2023-01-26,15.3347
2023-01-27,14.0293
2023-01-28,14.0293
2023-01-29,14.0293
2023-01-30,13.6422
2023-01-31,13.8012
2023-02-01,14.3738
2023-02-02,14.5224
2023-02-03,14.3241
2023-02-04,14.3241
2023-02-05,14.3241
2023-02-06,14.2353
2023-02-07,14.6076
2023-02-08,14.2006
2023-02-09,14.1741
2023-02-10,13.9071
2023-02-11,13.9071
2023-02-12,13.9071
2023-02-13,14.1396
2023-02-14,14.1274
2023-02-15,14.1979
2023-02-16,13.8128
2023-02-17,13.6502
2023-02-18,13.6502
2023-02-19,13.6502
2023-02-20,13.6502
2023-02-21,13.3329
2023-02-22,13.3134
2023-02-23,13.6651
2023-02-24,13.3829
2023-02-25,13.3829
2023-02-26,13.3829
2023-02-27,13.3577
2023-02-28,13.3673
2023-03-01,13.3329
2023-03-02,13.3319
2023-03-03,13.4385
2023-03-04,13.4385
2023-03-05,13.4385
2023-03-06,13.3769
2023-03-07,13.2355
2023-03-08,13.6333
2023-03-09,13.3372
2023-03-10,12.9742
2023-03-11,12.9742
2023-03-12,12.9742
2023-03-13,12.8852
2023-03-14,13.3554
2023-03-15,13.067
2023-03-16,13.7157
2023-03-17,13.6445
2023-03-18,13.6445
