,KLAC US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,21.5983
2020-01-02,22.0988
2020-01-03,21.7018
2020-01-04,21.7018
2020-01-05,21.7018
2020-01-06,21.2433
2020-01-07,21.4015
2020-01-08,21.4276
2020-01-09,21.2934
2020-01-10,21.0113
2020-01-11,21.0113
2020-01-12,21.0113
2020-01-13,21.249
2020-01-14,21.5198
2020-01-15,21.5698
2020-01-16,21.91
2020-01-17,21.662
2020-01-18,21.662
2020-01-19,21.662
2020-01-20,21.662
2020-01-21,21.6711
2020-01-22,21.8213
2020-01-23,22.0966
2020-01-24,21.7382
2020-01-25,21.7382
2020-01-26,21.7382
2020-01-27,20.7041
2020-01-28,21.3434
2020-01-29,20.8645
2020-01-30,21.001
2020-01-31,20.1842
2020-02-01,20.1842
2020-02-02,20.1842
2020-02-03,20.6609
2020-02-04,21.6699
2020-02-05,20.6882
2020-02-06,20.7402
2020-02-07,19.9897
2020-02-08,19.9897
2020-02-09,19.9897
2020-02-10,20.4215
2020-02-11,20.8871
2020-02-12,21.2183
2020-02-13,21.5291
2020-02-14,21.2533
2020-02-15,21.2533
2020-02-16,21.2533
2020-02-17,21.2533
2020-02-18,20.4565
2020-02-19,20.8803
2020-02-20,20.2383
2020-02-21,19.5398
2020-02-22,19.5398
2020-02-23,19.5398
2020-02-24,18.7046
2020-02-25,17.9902
2020-02-26,17.9744
2020-02-27,18.0558
2020-02-28,18.7023
2020-02-29,18.7023
2020-03-01,18.7023
2020-03-02,19.2708
2020-03-03,18.7136
2020-03-04,19.4935
2020-03-05,19.0391
2020-03-06,18.925
2020-03-07,18.925
2020-03-08,18.925
2020-03-09,17.7088
2020-03-10,18.7995
2020-03-11,17.7088
2020-03-12,15.498
2020-03-13,17.7597
2020-03-14,17.7597
2020-03-15,17.7597
2020-03-16,15.9659
2020-03-17,18.2412
2020-03-18,16.2507
2020-03-19,15.724
2020-03-20,14.2162
2020-03-21,14.2162
2020-03-22,14.2162
2020-03-23,14.4807
2020-03-24,16.7413
2020-03-25,16.8667
2020-03-26,18.2558
2020-03-27,17.4059
2020-03-28,17.4059
2020-03-29,17.4059
2020-03-30,18.2287
2020-03-31,18.5334
2020-04-01,17.0924
2020-04-02,17.191
2020-04-03,16.6564
2020-04-04,16.6564
2020-04-05,16.6564
2020-04-06,19.0989
2020-04-07,18.9527
2020-04-08,19.5586
2020-04-09,19.2913
2020-04-10,19.2913
2020-04-11,19.2913
2020-04-12,19.2913
2020-04-13,19.5253
2020-04-14,20.6706
2020-04-15,19.6596
2020-04-16,20.0671
2020-04-17,20.6088
2020-04-18,20.6088
2020-04-19,20.6088
2020-04-20,20.0255
2020-04-21,19.1096
2020-04-22,20.3082
2020-04-23,20.3997
2020-04-24,21.0495
2020-04-25,21.0495
2020-04-26,21.0495
2020-04-27,21.185
2020-04-28,21.2099
2020-04-29,22.3527
2020-04-30,20.9509
2020-05-01,19.3091
2020-05-02,19.3091
2020-05-03,19.3091
2020-05-04,19.5141
2020-05-05,19.9459
2020-05-06,20.7037
2020-05-07,20.7073
2020-05-08,21.6073
2020-05-09,21.6073
2020-05-10,21.6073
2020-05-11,21.2877
2020-05-12,20.9105
2020-05-13,20.7343
2020-05-14,22.2241
2020-05-15,21.1291
2020-05-16,21.1291
2020-05-17,21.1291
2020-05-18,21.7024
2020-05-19,21.7271
2020-05-20,22.3616
2020-05-21,21.7165
2020-05-22,21.7835
2020-05-23,21.7835
2020-05-24,21.7835
2020-05-25,21.7835
2020-05-26,22.2112
2020-05-27,22.2217
2020-05-28,21.9727
2020-05-29,22.1313
2020-05-30,22.1313
2020-05-31,22.1313
2020-06-01,22.1313
2020-06-02,22.2875
2020-06-03,23.3168
2020-06-04,23.345
2020-06-05,24.0722
2020-06-06,24.0722
2020-06-07,24.0722
2020-06-08,24.0006
2020-06-09,23.9019
2020-06-10,24.1063
2020-06-11,22.6741
2020-06-12,23.157
2020-06-13,23.157
2020-06-14,23.157
2020-06-15,23.5165
2020-06-16,24.1322
2020-06-17,24.2379
2020-06-18,24.2203
2020-06-19,24.1451
2020-06-20,24.1451
2020-06-21,24.1451
2020-06-22,23.9994
2020-06-23,24.158
2020-06-24,23.6187
2020-06-25,24.057
2020-06-26,23.7303
2020-06-27,23.7303
2020-06-28,23.7303
2020-06-29,23.9841
2020-06-30,21.1165
2020-07-01,20.9794
2020-07-02,21.3258
2020-07-03,21.3258
2020-07-04,21.3258
2020-07-05,21.3258
2020-07-06,22.0557
2020-07-07,21.9629
2020-07-08,22.1505
2020-07-09,22.0557
2020-07-10,21.9185
2020-07-11,21.9185
2020-07-12,21.9185
2020-07-13,21.6412
2020-07-14,21.7814
2020-07-15,21.2773
2020-07-16,21.2773
2020-07-17,21.3969
2020-07-18,21.3969
2020-07-19,21.3969
2020-07-20,21.9959
2020-07-21,22.0474
2020-07-22,22.2979
2020-07-23,22.0897
2020-07-24,20.4701
2020-07-25,20.4701
2020-07-26,20.4701
2020-07-27,21.3835
2020-07-28,20.9093
2020-07-29,21.1835
2020-07-30,21.4691
2020-07-31,21.668
2020-08-01,21.668
2020-08-02,21.668
2020-08-03,22.4742
2020-08-04,22.1907
2020-08-05,22.0969
2020-08-06,22.0557
2020-08-07,21.9794
2020-08-08,21.9794
2020-08-09,21.9794
2020-08-10,22.0598
2020-08-11,21.7962
2020-08-12,22.5673
2020-08-13,22.7699
2020-08-14,22.9302
2020-08-15,22.9302
2020-08-16,22.9302
2020-08-17,23.4594
2020-08-18,22.956
2020-08-19,22.8299
2020-08-20,22.4485
2020-08-21,22.1508
2020-08-22,22.1508
2020-08-23,22.1508
2020-08-24,22.6046
2020-08-25,22.803
2020-08-26,23.0046
2020-08-27,22.2004
2020-08-28,22.6304
2020-08-29,22.6304
2020-08-30,22.6304
2020-08-31,22.2717
2020-09-01,22.5622
2020-09-02,23.3467
2020-09-03,21.8862
2020-09-04,21.0551
2020-09-05,21.0551
2020-09-06,21.0551
2020-09-07,21.0551
2020-09-08,19.1014
2020-09-09,19.1004
2020-09-10,18.9629
2020-09-11,18.8399
2020-09-12,18.8399
2020-09-13,18.8399
2020-09-14,19.4746
2020-09-15,19.7516
2020-09-16,19.7568
2020-09-17,19.7237
2020-09-18,19.5656
2020-09-19,19.5656
2020-09-20,19.5656
2020-09-21,19.7868
2020-09-22,20.0142
2020-09-23,19.7126
2020-09-24,20.0993
2020-09-25,20.4469
2020-09-26,20.4469
2020-09-27,20.4469
2020-09-28,20.9976
2020-09-29,21.0059
2020-09-30,19.4695
2020-10-01,19.9712
2020-10-02,19.2991
2020-10-03,19.2991
2020-10-04,19.2991
2020-10-05,20.0641
2020-10-06,20.0526
2020-10-07,20.3465
2020-10-08,20.7094
2020-10-09,21.1259
2020-10-10,21.1259
2020-10-11,21.1259
2020-10-12,21.4619
2020-10-13,21.978
2020-10-14,21.6008
2020-10-15,21.3221
2020-10-16,20.8731
2020-10-17,20.8731
2020-10-18,20.8731
2020-10-19,20.7209
2020-10-20,20.6165
2020-10-21,20.672
2020-10-22,20.3858
2020-10-23,20.3724
2020-10-24,20.3724
2020-10-25,20.3724
2020-10-26,19.9674
2020-10-27,19.9339
2020-10-28,19.1641
2020-10-29,20.2556
2020-10-30,19.7197
2020-10-31,19.7197
2020-11-01,19.7197
2020-11-02,20.2011
2020-11-03,21.0258
2020-11-04,21.9459
2020-11-05,22.6676
2020-11-06,23.0089
2020-11-07,23.0089
2020-11-08,23.0089
2020-11-09,23.0699
2020-11-10,22.251
2020-11-11,23.1834
2020-11-12,23.1596
2020-11-13,23.4303
2020-11-14,23.4303
2020-11-15,23.4303
2020-11-16,23.9719
2020-11-17,23.9776
2020-11-18,23.8346
2020-11-19,24.1597
2020-11-20,24.0472
2020-11-21,24.0472
2020-11-22,24.0472
2020-11-23,24.7785
2020-11-24,24.7718
2020-11-25,24.6555
2020-11-26,24.6555
2020-11-27,25.1493
2020-11-28,25.1493
2020-11-29,25.1493
2020-11-30,24.9434
2020-12-01,25.3905
2020-12-02,25.3581
2020-12-03,25.4601
2020-12-04,26.0618
2020-12-05,26.0618
2020-12-06,26.0618
2020-12-07,26.3478
2020-12-08,26.3707
2020-12-09,25.3743
2020-12-10,25.3257
2020-12-11,25.483
2020-12-12,25.483
2020-12-13,25.483
2020-12-14,25.7214
2020-12-15,25.8053
2020-12-16,25.7614
2020-12-17,25.6785
2020-12-18,25.914
2020-12-19,25.914
2020-12-20,25.914
2020-12-21,25.7824
2020-12-22,25.4792
2020-12-23,25.0216
2020-12-24,25.6213
2020-12-25,25.6213
2020-12-26,25.6213
2020-12-27,25.6213
2020-12-28,25.4783
2020-12-29,25.1713
2020-12-30,25.7233
2020-12-31,23.8949
2021-01-01,23.8949
2021-01-02,23.8949
2021-01-03,23.8949
2021-01-04,24.0219
2021-01-05,24.5101
2021-01-06,24.4582
2021-01-07,25.6188
2021-01-08,26.065
2021-01-09,26.065
2021-01-10,26.065
2021-01-11,26.5952
2021-01-12,26.7633
2021-01-13,26.6838
2021-01-14,27.9159
2021-01-15,27.9383
2021-01-16,27.9383
2021-01-17,27.9383
2021-01-18,27.9383
2021-01-19,28.8279
2021-01-20,27.9561
2021-01-21,28.0339
2021-01-22,28.0169
2021-01-23,28.0169
2021-01-24,28.0169
2021-01-25,28.3648
2021-01-26,27.8864
2021-01-27,26.1777
2021-01-28,26.7732
2021-01-29,25.7869
2021-01-30,25.7869
2021-01-31,25.7869
2021-02-01,26.9091
2021-02-02,27.4599
2021-02-03,26.344
2021-02-04,26.9874
2021-02-05,26.4344
2021-02-06,26.4344
2021-02-07,26.4344
2021-02-08,27.7037
2021-02-09,27.3513
2021-02-10,27.2889
2021-02-11,29.6855
2021-02-12,30.3393
2021-02-13,30.3393
2021-02-14,30.3393
2021-02-15,30.3393
2021-02-16,30.8183
2021-02-17,30.2046
2021-02-18,29.7462
2021-02-19,30.2376
2021-02-20,30.2376
2021-02-21,30.2376
2021-02-22,28.9434
2021-02-23,29.1771
2021-02-24,30.0378
2021-02-25,27.9293
2021-02-26,28.5037
2021-02-27,28.5037
2021-02-28,28.5037
2021-03-01,29.8202
2021-03-02,28.378
2021-03-03,27.8419
2021-03-04,26.3979
2021-03-05,27.1337
2021-03-06,27.1337
2021-03-07,27.1337
2021-03-08,25.1866
2021-03-09,26.9758
2021-03-10,26.0259
2021-03-11,27.1774
2021-03-12,26.991
2021-03-13,26.991
2021-03-14,26.991
2021-03-15,27.4093
2021-03-16,27.676
2021-03-17,27.9828
2021-03-18,26.4978
2021-03-19,26.867
2021-03-20,26.867
2021-03-21,26.867
2021-03-22,27.9802
2021-03-23,27.2399
2021-03-24,27.3139
2021-03-25,27.4495
2021-03-26,29.2806
2021-03-27,29.2806
2021-03-28,29.2806
2021-03-29,28.7784
2021-03-30,29.0246
2021-03-31,23.3874
2021-04-01,24.5577
2021-04-02,24.5577
2021-04-03,24.5577
2021-04-04,24.5577
2021-04-05,25.0975
2021-04-06,24.5099
2021-04-07,24.6097
2021-04-08,25.0254
2021-04-09,24.943
2021-04-10,24.943
2021-04-11,24.943
2021-04-12,24.406
2021-04-13,24.3388
2021-04-14,23.8101
2021-04-15,23.9514
2021-04-16,23.5676
2021-04-17,23.5676
2021-04-18,23.5676
2021-04-19,22.971
2021-04-20,22.592
2021-04-21,23.4837
2021-04-22,23.0188
2021-04-23,23.5031
2021-04-24,23.5031
2021-04-25,23.5031
2021-04-26,23.7623
2021-04-27,23.3937
2021-04-28,23.0022
2021-04-29,23.1075
2021-04-30,22.3446
2021-05-01,22.3446
2021-05-02,22.3446
2021-05-03,21.9482
2021-05-04,21.7214
2021-05-05,21.9957
2021-05-06,22.2694
2021-05-07,22.532
2021-05-08,22.532
2021-05-09,22.532
2021-05-10,21.1672
2021-05-11,21.1934
2021-05-12,20.26
2021-05-13,20.9507
2021-05-14,21.5704
2021-05-15,21.5704
2021-05-16,21.5704
2021-05-17,21.0169
2021-05-18,20.755
2021-05-19,21.4457
2021-05-20,22.095
2021-05-21,21.8731
2021-05-22,21.8731
2021-05-23,21.8731
2021-05-24,22.3838
2021-05-25,22.4093
2021-05-26,22.3728
2021-05-27,22.3142
2021-05-28,22.3383
2021-05-29,22.3383
2021-05-30,22.3383
2021-05-31,22.3383
2021-06-01,22.2584
2021-06-02,22.2487
2021-06-03,21.7793
2021-06-04,22.3452
2021-06-05,22.3452
2021-06-06,22.3452
2021-06-07,22.4528
2021-06-08,22.1253
2021-06-09,22.1502
2021-06-10,22.5052
2021-06-11,22.5603
2021-06-12,22.5603
2021-06-13,22.5603
2021-06-14,22.9119
2021-06-15,22.5934
2021-06-16,22.2701
2021-06-17,22.4438
2021-06-18,21.4829
2021-06-19,21.4829
2021-06-20,21.4829
2021-06-21,21.7814
2021-06-22,21.7683
2021-06-23,21.9227
2021-06-24,22.2694
2021-06-25,22.2949
2021-06-26,22.2949
2021-06-27,22.2949
2021-06-28,22.7085
2021-06-29,22.9112
2021-06-30,20.3777
2021-07-01,19.6101
2021-07-02,19.615
2021-07-03,19.615
2021-07-04,19.615
2021-07-05,19.615
2021-07-06,19.5799
2021-07-07,19.322
2021-07-08,19.0777
2021-07-09,19.4267
2021-07-10,19.4267
2021-07-11,19.4267
2021-07-12,19.7504
2021-07-13,19.6021
2021-07-14,19.4488
2021-07-15,19.1183
2021-07-16,18.4701
2021-07-17,18.4701
2021-07-18,18.4701
2021-07-19,18.5384
2021-07-20,19.058
2021-07-21,19.9265
2021-07-22,19.7714
2021-07-23,20.1653
2021-07-24,20.1653
2021-07-25,20.1653
2021-07-26,20.0342
2021-07-27,19.4414
2021-07-28,19.8458
2021-07-29,20.0834
2021-07-30,21.8519
2021-07-31,21.8519
2021-08-01,21.8519
2021-08-02,21.7134
2021-08-03,21.7737
2021-08-04,22.199
2021-08-05,22.1935
2021-08-06,22.0941
2021-08-07,22.0941
2021-08-08,22.0941
2021-08-09,21.9818
2021-08-10,21.3979
2021-08-11,21.4384
2021-08-12,20.5705
2021-08-13,20.5319
2021-08-14,20.5319
2021-08-15,20.5319
2021-08-16,20.6122
2021-08-17,20.1988
2021-08-18,19.8983
2021-08-19,20.1927
2021-08-20,20.0467
2021-08-21,20.0467
2021-08-22,20.0467
2021-08-23,20.5723
2021-08-24,20.5392
2021-08-25,20.9085
2021-08-26,20.8919
2021-08-27,21.4549
2021-08-28,21.4549
2021-08-29,21.4549
2021-08-30,21.4047
2021-08-31,21.2728
2021-09-01,20.9962
2021-09-02,21.1348
2021-09-03,21.3826
2021-09-04,21.3826
2021-09-05,21.3826
2021-09-06,21.3826
2021-09-07,21.3863
2021-09-08,21.0759
2021-09-09,21.7555
2021-09-10,21.9235
2021-09-11,21.9235
2021-09-12,21.9235
2021-09-13,22.2321
2021-09-14,22.2805
2021-09-15,22.9521
2021-09-16,23.2392
2021-09-17,23.1036
2021-09-18,23.1036
2021-09-19,23.1036
2021-09-20,22.2063
2021-09-21,22.2922
2021-09-22,22.8399
2021-09-23,23.1754
2021-09-24,22.976
2021-09-25,22.976
2021-09-26,22.976
2021-09-27,22.7471
2021-09-28,21.6027
2021-09-29,20.8867
2021-09-30,18.6007
2021-10-01,18.6285
2021-10-02,18.6285
2021-10-03,18.6285
2021-10-04,18.3035
2021-10-05,18.4215
2021-10-06,18.3052
2021-10-07,18.3598
2021-10-08,18.1386
2021-10-09,18.1386
2021-10-10,18.1386
2021-10-11,18.0921
2021-10-12,17.7835
2021-10-13,17.8305
2021-10-14,18.3423
2021-10-15,18.3052
2021-10-16,18.3052
2021-10-17,18.3052
2021-10-18,18.1779
2021-10-19,18.4712
2021-10-20,18.4106
2021-10-21,18.6553
2021-10-22,19.0661
2021-10-23,19.0661
2021-10-24,19.0661
2021-10-25,19.077
2021-10-26,19.0082
2021-10-27,18.9317
2021-10-28,19.6911
2021-10-29,20.6403
2021-10-30,20.6403
2021-10-31,20.6403
2021-11-01,21.049
2021-11-02,21.5116
2021-11-03,21.7797
2021-11-04,22.6194
2021-11-05,23.0362
2021-11-06,23.0362
2021-11-07,23.0362
2021-11-08,22.8242
2021-11-09,23.0569
2021-11-10,22.3616
2021-11-11,22.8215
2021-11-12,22.8482
2021-11-13,22.8482
2021-11-14,22.8482
2021-11-15,22.8362
2021-11-16,23.3887
2021-11-17,23.2057
2021-11-18,23.3909
2021-11-19,23.3441
2021-11-20,23.3441
2021-11-21,23.3441
2021-11-22,22.5551
2021-11-23,22.7774
2021-11-24,22.8493
2021-11-25,22.8493
2021-11-26,22.0679
2021-11-27,22.0679
2021-11-28,22.0679
2021-11-29,22.8787
2021-11-30,22.5676
2021-12-01,22.7883
2021-12-02,22.2625
2021-12-03,22.1617
2021-12-04,22.1617
2021-12-05,22.1617
2021-12-06,22.099
2021-12-07,23.1681
2021-12-08,23.2841
2021-12-09,22.6352
2021-12-10,22.7071
2021-12-11,22.7071
2021-12-12,22.7071
2021-12-13,22.111
2021-12-14,22.0952
2021-12-15,22.6646
2021-12-16,21.978
2021-12-17,21.6642
2021-12-18,21.6642
2021-12-19,21.6642
2021-12-20,21.3345
2021-12-21,22.6368
2021-12-22,22.8444
2021-12-23,23.2558
2021-12-24,23.2558
2021-12-25,23.2558
2021-12-26,23.2558
2021-12-27,24.3134
2021-12-28,23.8764
2021-12-29,24.0361
2021-12-30,23.6002
2021-12-31,20.7469
2022-01-01,20.7469
2022-01-02,20.7469
2022-01-03,20.9845
2022-01-04,20.8008
2022-01-05,20.2999
2022-01-06,20.8476
2022-01-07,20.1172
2022-01-08,20.1172
2022-01-09,20.1172
2022-01-10,20.2041
2022-01-11,20.5323
2022-01-12,20.9258
2022-01-13,20.3352
2022-01-14,21.4573
2022-01-15,21.4573
2022-01-16,21.4573
2022-01-17,21.4573
2022-01-18,19.9298
2022-01-19,18.9857
2022-01-20,18.5129
2022-01-21,18.024
2022-01-22,18.024
2022-01-23,18.024
2022-01-24,18.886
2022-01-25,17.8847
2022-01-26,18.3851
2022-01-27,17.4882
2022-01-28,17.615
2022-01-29,17.615
2022-01-30,17.615
2022-01-31,18.6876
2022-02-01,18.6288
2022-02-02,18.9811
2022-02-03,17.9483
2022-02-04,18.1238
2022-02-05,18.1238
2022-02-06,18.1238
2022-02-07,18.0394
2022-02-08,18.4956
2022-02-09,19.2026
2022-02-10,18.7085
2022-02-11,17.7373
2022-02-12,17.7373
2022-02-13,17.7373
2022-02-14,17.5443
2022-02-15,18.6037
2022-02-16,18.516
2022-02-17,17.5865
2022-02-18,17.219
2022-02-19,17.219
2022-02-20,17.219
2022-02-21,17.219
2022-02-22,17.0976
2022-02-23,16.5305
2022-02-24,17.1996
2022-02-25,17.1882
2022-02-26,17.1882
2022-02-27,17.1882
2022-02-28,16.7543
2022-03-01,16.199
2022-03-02,16.6391
2022-03-03,16.4712
2022-03-04,15.9767
2022-03-05,15.9767
2022-03-06,15.9767
2022-03-07,15.125
2022-03-08,15.4892
2022-03-09,16.3304
2022-03-10,15.8197
2022-03-11,15.5579
2022-03-12,15.5579
2022-03-13,15.5579
2022-03-14,15.4029
