,JAZZ US Equity
2020-07-27,32.3955
2020-07-28,32.5002
2020-07-29,32.7437
2020-07-30,32.4531
2020-07-31,31.008
2020-08-01,31.008
2020-08-02,31.008
2020-08-03,31.9714
2020-08-04,31.6502
2020-08-05,34.7352
2020-08-06,36.0023
2020-08-07,35.7425
2020-08-08,35.7425
2020-08-09,35.7425
2020-08-10,35.8134
2020-08-11,34.848
2020-08-12,34.1843
2020-08-13,34.966
2020-08-14,35.2651
2020-08-15,35.2651
2020-08-16,35.2651
2020-08-17,35.2467
2020-08-18,34.8559
2020-08-19,35.2651
2020-08-20,35.3569
2020-08-21,35.1234
2020-08-22,35.1234
2020-08-23,35.1234
2020-08-24,35.0421
2020-08-25,35.0736
2020-08-26,35.3989
2020-08-27,36.7866
2020-08-28,37.7625
2020-08-29,37.7625
2020-08-30,37.7625
2020-08-31,37.9225
2020-09-01,38.2006
2020-09-02,38.3842
2020-09-03,37.9146
2020-09-04,37.2168
2020-09-05,37.2168
2020-09-06,37.2168
2020-09-07,37.2168
2020-09-08,38.9404
2020-09-09,39.6382
2020-09-10,39.1581
2020-09-11,38.5547
2020-09-12,38.5547
2020-09-13,38.5547
2020-09-14,39.5017
2020-09-15,39.7877
2020-09-16,40.4776
2020-09-17,39.4335
2020-09-18,39.8926
2020-09-19,39.8926
2020-09-20,39.8926
2020-09-21,39.1266
2020-09-22,39.187
2020-09-23,38.8879
2020-09-24,38.8826
2020-09-25,39.284
2020-09-26,39.284
2020-09-27,39.284
2020-09-28,39.7851
2020-09-29,39.326
2020-09-30,30.0068
2020-10-01,30.318
2020-10-02,30.1907
2020-10-03,30.1907
2020-10-04,30.1907
2020-10-05,30.3928
2020-10-06,29.643
2020-10-07,30.1543
2020-10-08,32.4787
2020-10-09,32.5979
2020-10-10,32.5979
2020-10-11,32.5979
2020-10-12,32.4504
2020-10-13,31.9269
2020-10-14,31.9491
2020-10-15,31.5894
2020-10-16,31.4984
2020-10-17,31.4984
2020-10-18,31.4984
2020-10-19,31.0436
2020-10-20,31.1851
2020-10-21,30.5727
2020-10-22,31.743
2020-10-23,31.557
2020-10-24,31.557
2020-10-25,31.557
2020-10-26,31.2882
2020-10-27,31.4155
2020-10-28,30.6192
2020-10-29,30.6212
2020-10-30,30.312
2020-10-31,30.312
2020-11-01,30.312
2020-11-02,31.0857
2020-11-03,31.37
2020-11-04,33.1324
2020-11-05,32.1517
2020-11-06,31.3821
2020-11-07,31.3821
2020-11-08,31.3821
2020-11-09,30.8684
2020-11-10,31.77
2020-11-11,31.1466
2020-11-12,30.7101
2020-11-13,31.0573
2020-11-14,31.0573
2020-11-15,31.0573
2020-11-16,30.8441
2020-11-17,30.8887
2020-11-18,30.3994
2020-11-19,30.3568
2020-11-20,30.2431
2020-11-21,30.2431
2020-11-22,30.2431
2020-11-23,30.4887
2020-11-24,30.1882
2020-11-25,29.9852
2020-11-26,29.9852
2020-11-27,30.2796
2020-11-28,30.2796
2020-11-29,30.2796
2020-11-30,29.7578
2020-12-01,30.2491
2020-12-02,30.5375
2020-12-03,31.8471
2020-12-04,31.7882
2020-12-05,31.7882
2020-12-06,31.7882
2020-12-07,31.3273
2020-12-08,31.4167
2020-12-09,30.842
2020-12-10,30.976
2020-12-11,30.7405
2020-12-12,30.7405
2020-12-13,30.7405
2020-12-14,31.4877
2020-12-15,32.1679
2020-12-16,31.9994
2020-12-17,31.4228
2020-12-18,31.7659
2020-12-19,31.7659
2020-12-20,31.7659
2020-12-21,31.6705
2020-12-22,31.9507
2020-12-23,32.8664
2020-12-24,33.1222
2020-12-25,33.1222
2020-12-26,33.1222
2020-12-27,33.1222
2020-12-28,33.6014
2020-12-29,33.7314
2020-12-30,34.6004
2020-12-31,24.0979
2021-01-01,24.0979
2021-01-02,24.0979
2021-01-03,24.0979
2021-01-04,23.4275
2021-01-05,23.7072
2021-01-06,23.9436
2021-01-07,23.7923
2021-01-08,23.5717
2021-01-09,23.5717
2021-01-10,23.5717
2021-01-11,23.6438
2021-01-12,23.576
2021-01-13,23.8009
2021-01-14,24.2075
2021-01-15,24.4814
2021-01-16,24.4814
2021-01-17,24.4814
2021-01-18,24.4814
2021-01-19,24.3791
2021-01-20,24.4209
2021-01-21,24.2017
2021-01-22,24.6169
2021-01-23,24.6169
2021-01-24,24.6169
2021-01-25,24.9529
2021-01-26,24.2421
2021-01-27,23.9393
2021-01-28,23.8384
2021-01-29,22.721
2021-01-30,22.721
2021-01-31,22.721
2021-02-01,22.6835
2021-02-02,22.9791
2021-02-03,22.1025
2021-02-04,21.9555
2021-02-05,23.1556
2021-02-06,23.1556
2021-02-07,23.1556
2021-02-08,24.4811
2021-02-09,24.7039
2021-02-10,24.3325
2021-02-11,24.6034
2021-02-12,24.701
2021-02-13,24.701
2021-02-14,24.701
2021-02-15,24.701
2021-02-16,24.551
2021-02-17,24.2291
2021-02-18,23.4615
2021-02-19,23.6931
2021-02-20,23.6931
2021-02-21,23.6931
2021-02-22,23.8504
2021-02-23,23.2542
2021-02-24,25.5907
2021-02-25,25.1884
2021-02-26,24.7949
2021-02-27,24.7949
2021-02-28,24.7949
2021-03-01,24.9057
2021-03-02,24.4611
2021-03-03,24.0471
2021-03-04,23.6886
2021-03-05,24.3153
2021-03-06,24.3153
2021-03-07,24.3153
2021-03-08,23.8285
2021-03-09,23.7454
2021-03-10,24.1623
2021-03-11,24.3576
2021-03-12,24.7191
2021-03-13,24.7191
2021-03-14,24.7191
2021-03-15,25.4654
2021-03-16,25.3561
2021-03-17,25.5397
2021-03-18,25.0266
2021-03-19,25.4231
2021-03-20,25.4231
2021-03-21,25.4231
2021-03-22,25.1666
2021-03-23,24.2512
2021-03-24,24.1637
2021-03-25,24.5937
2021-03-26,24.8503
2021-03-27,24.8503
2021-03-28,24.8503
2021-03-29,24.7191
2021-03-30,24.569
2021-03-31,12.2984
2021-04-01,12.3617
2021-04-02,12.3617
2021-04-03,12.3617
2021-04-04,12.3617
2021-04-05,12.3243
2021-04-06,12.1747
2021-04-07,12.1122
2021-04-08,12.0366
2021-04-09,12.0717
2021-04-10,12.0717
2021-04-11,12.0717
2021-04-12,12.1389
2021-04-13,12.2175
2021-04-14,12.451
2021-04-15,12.6051
2021-04-16,12.644
2021-04-17,12.644
2021-04-18,12.644
2021-04-19,12.5113
2021-04-20,12.5822
2021-04-21,12.712
2021-04-22,12.5387
2021-04-23,12.6064
2021-04-24,12.6064
2021-04-25,12.6064
2021-04-26,12.5208
2021-04-27,12.3358
2021-04-28,12.4846
2021-04-29,12.5308
2021-04-30,12.4268
2021-05-01,12.4268
2021-05-02,12.4268
2021-05-03,12.4838
2021-05-04,12.104
2021-05-05,12.9226
2021-05-06,13.0783
2021-05-07,13.2132
2021-05-08,13.2132
2021-05-09,13.2132
2021-05-10,14.2358
2021-05-11,14.0467
2021-05-12,14.2193
2021-05-13,14.4052
2021-05-14,14.4882
2021-05-15,14.4882
2021-05-16,14.4882
2021-05-17,14.2933
2021-05-18,14.1527
2021-05-19,14.1626
2021-05-20,14.4414
2021-05-21,14.5565
2021-05-22,14.5565
2021-05-23,14.5565
2021-05-24,14.471
2021-05-25,14.3682
2021-05-26,14.4216
2021-05-27,14.2086
2021-05-28,14.4027
2021-05-29,14.4027
2021-05-30,14.4027
2021-05-31,14.4027
2021-06-01,14.2462
2021-06-02,14.0952
2021-06-03,14.0647
2021-06-04,14.0746
2021-06-05,14.0746
2021-06-06,14.0746
2021-06-07,14.3138
2021-06-08,14.5176
2021-06-09,14.7568
2021-06-10,15.0951
2021-06-11,15.1347
2021-06-12,15.1347
2021-06-13,15.1347
2021-06-14,15.1554
2021-06-15,14.9067
2021-06-16,14.7184
2021-06-17,14.4391
2021-06-18,14.4003
2021-06-19,14.4003
2021-06-20,14.4003
2021-06-21,14.3954
2021-06-22,14.402
2021-06-23,14.3755
2021-06-24,14.5259
2021-06-25,14.7142
2021-06-26,14.7142
2021-06-27,14.7142
2021-06-28,14.7845
2021-06-29,14.5449
2021-06-30,35.8243
2021-07-01,36.2831
2021-07-02,36.3246
2021-07-03,36.3246
2021-07-04,36.3246
2021-07-05,36.3246
2021-07-06,36.5099
2021-07-07,36.6512
2021-07-08,36.563
2021-07-09,36.6473
2021-07-10,36.6473
2021-07-11,36.6473
2021-07-12,36.751
2021-07-13,36.4723
2021-07-14,36.1924
2021-07-15,35.9293
2021-07-16,35.5353
2021-07-17,35.5353
2021-07-18,35.5353
2021-07-19,35.0273
2021-07-20,35.5224
2021-07-21,35.7194
2021-07-22,35.3293
2021-07-23,35.3435
2021-07-24,35.3435
2021-07-25,35.3435
2021-07-26,35.2567
2021-07-27,35.315
2021-07-28,35.4226
2021-07-29,34.9107
2021-07-30,34.772
2021-07-31,34.772
2021-08-01,34.772
2021-08-02,34.9262
2021-08-03,35.0918
2021-08-04,32.7589
2021-08-05,32.1013
2021-08-06,32.3028
2021-08-07,32.3028
2021-08-08,32.3028
2021-08-09,32.4223
2021-08-10,31.5996
2021-08-11,31.649
2021-08-12,31.7322
2021-08-13,31.2786
2021-08-14,31.2786
2021-08-15,31.2786
2021-08-16,31.0239
2021-08-17,30.7198
2021-08-18,30.3104
2021-08-19,29.8963
2021-08-20,30.155
2021-08-21,30.155
2021-08-22,30.155
2021-08-23,30.8751
2021-08-24,30.5306
2021-08-25,30.3837
2021-08-26,30.0848
2021-08-27,30.1095
2021-08-28,30.1095
2021-08-29,30.1095
2021-08-30,29.8989
2021-08-31,29.9223
2021-09-01,29.9561
2021-09-02,30.437
2021-09-03,30.6008
2021-09-04,30.6008
2021-09-05,30.6008
2021-09-06,30.6008
2021-09-07,30.3487
2021-09-08,30.35
2021-09-09,30.2733
2021-09-10,30.2993
2021-09-11,30.2993
2021-09-12,30.2993
2021-09-13,30.3344
2021-09-14,30.3422
2021-09-15,30.116
2021-09-16,29.9262
2021-09-17,30.1186
2021-09-18,30.1186
2021-09-19,30.1186
2021-09-20,29.5233
2021-09-21,29.5831
2021-09-22,29.6416
2021-09-23,30.285
2021-09-24,30.4555
2021-09-25,30.4555
2021-09-26,30.4555
2021-09-27,30.2573
2021-09-28,30.1621
2021-09-29,29.9703
2021-09-30,45.3025
2021-10-01,45.2539
2021-10-02,45.2539
2021-10-03,45.2539
2021-10-04,44.6939
2021-10-05,44.8704
2021-10-06,46.6618
2021-10-07,46.9803
2021-10-08,46.4711
2021-10-09,46.4711
2021-10-10,46.4711
2021-10-11,46.6152
2021-10-12,46.2845
2021-10-13,46.1911
2021-10-14,46.7227
2021-10-15,47.4307
2021-10-16,47.4307
2021-10-17,47.4307
2021-10-18,47.3617
2021-10-19,48.1002
2021-10-20,48.439
2021-10-21,48.1286
2021-10-22,48.2706
2021-10-23,48.2706
2021-10-24,48.2706
2021-10-25,47.8324
2021-10-26,46.7551
2021-10-27,46.0633
2021-10-28,46.0491
2021-10-29,45.8767
2021-10-30,45.8767
2021-10-31,45.8767
2021-11-01,46.4468
2021-11-02,46.3149
2021-11-03,46.6618
2021-11-04,45.9761
2021-11-05,46.2865
2021-11-06,46.2865
2021-11-07,46.2865
2021-11-08,45.9315
2021-11-09,45.7118
2021-11-10,46.5897
2021-11-11,46.4211
2021-11-12,47.2421
2021-11-13,47.2421
2021-11-14,47.2421
2021-11-15,47.171
2021-11-16,46.923
2021-11-17,45.9333
2021-11-18,45.3704
2021-11-19,44.9741
2021-11-20,44.9741
2021-11-21,44.9741
2021-11-22,45.1875
2021-11-23,45.2139
2021-11-24,45.1651
2021-11-25,45.1651
2021-11-26,44.1043
2021-11-27,44.1043
2021-11-28,44.1043
2021-11-29,43.7629
2021-11-30,43.2467
2021-12-01,43.5089
2021-12-02,43.8218
2021-12-03,43.326
2021-12-04,43.326
2021-12-05,43.326
2021-12-06,43.58
2021-12-07,44.0433
2021-12-08,44.5148
2021-12-09,43.9011
2021-12-10,43.8259
2021-12-11,43.8259
2021-12-12,43.8259
2021-12-13,44.0129
2021-12-14,43.4316
2021-12-15,43.6247
2021-12-16,44.1937
2021-12-17,44.3482
2021-12-18,44.3482
2021-12-19,44.3482
2021-12-20,44.5941
2021-12-21,44.5798
2021-12-22,44.8379
2021-12-23,44.9375
2021-12-24,44.9375
2021-12-25,44.9375
2021-12-26,44.9375
2021-12-27,45.2261
2021-12-28,45.4009
2021-12-29,45.6163
2021-12-30,44.9517
2021-12-31,75.3501
2022-01-01,75.3501
2022-01-02,75.3501
2022-01-03,76.5985
2022-01-04,76.1247
2022-01-05,76.1801
2022-01-06,77.1968
2022-01-07,77.7813
2022-01-08,77.7813
2022-01-09,77.7813
2022-01-10,81.952
2022-01-11,83.0759
2022-01-12,81.4609
2022-01-13,80.9491
2022-01-14,81.1946
2022-01-15,81.1946
2022-01-16,81.1946
2022-01-17,81.1946
2022-01-18,80.6586
2022-01-19,79.9289
2022-01-20,79.4067
2022-01-21,78.587
2022-01-22,78.587
2022-01-23,78.587
2022-01-24,78.2101
2022-01-25,76.6089
2022-01-26,77.2936
2022-01-27,77.9957
2022-01-28,78.3934
2022-01-29,78.3934
2022-01-30,78.3934
2022-01-31,79.3306
2022-02-01,79.9807
2022-02-02,79.9635
2022-02-03,79.5727
2022-02-04,80.0326
2022-02-05,80.0326
2022-02-06,80.0326
2022-02-07,80.0983
2022-02-08,79.5796
2022-02-09,81.4644
2022-02-10,80.8142
2022-02-11,80.3819
2022-02-12,80.3819
2022-02-13,80.3819
2022-02-14,80.5064
2022-02-15,81.2534
2022-02-16,81.2949
2022-02-17,80.0188
2022-02-18,78.9778
2022-02-19,78.9778
2022-02-20,78.9778
2022-02-21,78.9778
2022-02-22,78.1409
2022-02-23,77.7052
2022-02-24,77.8435
2022-02-25,79.4309
2022-02-26,79.4309
2022-02-27,79.4309
2022-02-28,78.8153
2022-03-01,78.749
2022-03-02,84.4698
2022-03-03,84.4003
2022-03-04,84.9283
2022-03-05,84.9283
2022-03-06,84.9283
2022-03-07,84.7685
2022-03-08,84.6435
2022-03-09,84.7963
2022-03-10,85.1957
2022-03-11,85.0186
2022-03-12,85.0186
2022-03-13,85.0186
2022-03-14,84.7581
2022-03-15,85.036
2022-03-16,86.2864
2022-03-17,85.9877
2022-03-18,85.689
2022-03-19,85.689
2022-03-20,85.689
2022-03-21,86.8283
2022-03-22,86.6858
2022-03-23,86.335
2022-03-24,86.731
2022-03-25,87.1096
2022-03-26,87.1096
2022-03-27,87.1096
2022-03-28,86.2239
2022-03-29,86.2239
2022-03-30,85.9738
2022-03-31,159.2673
2022-04-01,161.3509
2022-04-02,161.3509
2022-04-03,161.3509
2022-04-04,162.5313
2022-04-05,163.9183
2022-04-06,164.1698
2022-04-07,167.6468
2022-04-08,165.7374
2022-04-09,165.7374
2022-04-10,165.7374
2022-04-11,162.1637
2022-04-12,162.6668
2022-04-13,163.5441
2022-04-14,166.7372
2022-04-15,166.7372
2022-04-16,166.7372
2022-04-17,166.7372
2022-04-18,165.6669
2022-04-19,167.275
2022-04-20,168.2256
2022-04-21,166.6305
2022-04-22,164.9703
2022-04-23,164.9703
2022-04-24,164.9703
2022-04-25,167.0146
2022-04-26,164.6643
2022-04-27,164.7229
2022-04-28,163.7919
2022-04-29,163.1604
2022-04-30,163.1604
2022-05-01,163.1604
2022-05-02,161.2593
2022-05-03,160.5431
2022-05-04,161.3439
2022-05-05,158.603
2022-05-06,158.2254
2022-05-07,158.2254
2022-05-08,158.2254
2022-05-09,151.2135
2022-05-10,152.6198
2022-05-11,152.1901
2022-05-12,151.8255
2022-05-13,154.2214
2022-05-14,154.2214
2022-05-15,154.2214
2022-05-16,154.6511
2022-05-17,158.0105
2022-05-18,154.892
2022-05-19,156.2006
2022-05-20,155.5495
2022-05-21,155.5495
2022-05-22,155.5495
2022-05-23,153.5768
2022-05-24,151.9362
2022-05-25,155.211
2022-05-26,158.1082
2022-05-27,157.099
2022-05-28,157.099
2022-05-29,157.099
2022-05-30,157.099
2022-05-31,156.2982
2022-06-01,154.9115
2022-06-02,157.1186
2022-06-03,157.5938
2022-06-04,157.5938
2022-06-05,157.5938
2022-06-06,156.0183
2022-06-07,159.4819
2022-06-08,157.5548
2022-06-09,155.2435
2022-06-10,154.8789
2022-06-11,154.8789
2022-06-12,154.8789
2022-06-13,151.2257
2022-06-14,152.1847
2022-06-15,153.9593
2022-06-16,151.8585
2022-06-17,152.0869
2022-06-18,152.0869
2022-06-19,152.0869
2022-06-20,152.0869
2022-06-21,156.1384
2022-06-22,156.0928
2022-06-23,157.215
2022-06-24,158.9896
2022-06-25,158.9896
2022-06-26,158.9896
2022-06-27,161.0773
2022-06-28,160.1313
2022-06-29,160.862
2022-06-30,60.1359
2022-07-01,60.7757
2022-07-02,60.7757
2022-07-03,60.7757
2022-07-04,60.7757
2022-07-05,61.1391
2022-07-06,61.2387
2022-07-07,60.706
2022-07-08,60.706
2022-07-09,60.706
2022-07-10,60.706
2022-07-11,60.0413
2022-07-12,59.7601
2022-07-13,59.6381
2022-07-14,59.9368
2022-07-15,60.4919
2022-07-16,60.4919
2022-07-17,60.4919
2022-07-18,60.0613
2022-07-19,60.8628
2022-07-20,60.1708
2022-07-21,60.7234
2022-07-22,60.5143
2022-07-23,60.5143
2022-07-24,60.5143
2022-07-25,60.5467
2022-07-26,60.7657
2022-07-27,61.0495
2022-07-28,60.5666
2022-07-29,60.1484
2022-07-30,60.1484
2022-07-31,60.1484
2022-08-01,58.8988
2022-08-02,59.3244
2022-08-03,59.1971
2022-08-04,59.0747
2022-08-05,59.7119
2022-08-06,59.7119
2022-08-07,59.7119
2022-08-08,59.8093
2022-08-09,60.419
2022-08-10,60.6389
2022-08-11,59.8443
2022-08-12,60.5514
2022-08-13,60.5514
2022-08-14,60.5514
2022-08-15,61.3461
2022-08-16,60.9612
2022-08-17,60.6814
2022-08-18,60.419
2022-08-19,60.444
2022-08-20,60.444
2022-08-21,60.444
2022-08-22,60.6314
2022-08-23,60.484
2022-08-24,61.576
2022-08-25,61.4085
2022-08-26,60.2491
2022-08-27,60.2491
2022-08-28,60.2491
2022-08-29,59.452
2022-08-30,59.3195
2022-08-31,60.0867
2022-09-01,60.5689
2022-09-02,60.0017
2022-09-03,60.0017
2022-09-04,60.0017
2022-09-05,60.0017
2022-09-06,59.0072
2022-09-07,59.2821
2022-09-08,59.1696
2022-09-09,59.447
2022-09-10,59.447
2022-09-11,59.447
2022-09-12,59.4995
2022-09-13,59.1421
2022-09-14,59.2371
2022-09-15,59.327
2022-09-16,58.1551
2022-09-17,58.1551
2022-09-18,58.1551
2022-09-19,58.3
2022-09-20,55.7438
2022-09-21,54.6043
2022-09-22,53.9296
2022-09-23,53.2025
2022-09-24,53.2025
2022-09-25,53.2025
2022-09-26,53.105
2022-09-27,52.9326
2022-09-28,53.5198
2022-09-29,54.3894
2022-09-30,53.6731
2022-10-01,53.6731
2022-10-02,53.6731
2022-10-03,54.2207
2022-10-04,54.9712
2022-10-05,54.459
2022-10-06,55.1435
2022-10-07,54.3095
2022-10-08,54.3095
2022-10-09,54.3095
2022-10-10,53.7061
2022-10-11,53.7162
2022-10-12,53.1306
2022-10-13,54.0002
2022-10-14,53.6528
2022-10-15,53.6528
2022-10-16,53.6528
2022-10-17,54.2664
2022-10-18,54.1269
2022-10-19,53.4297
2022-10-20,52.768
2022-10-21,54.1092
2022-10-22,54.1092
2022-10-23,54.1092
2022-10-24,54.0534
2022-10-25,54.7709
2022-10-26,55.2171
2022-10-27,55.7165
2022-10-28,56.3681
2022-10-29,56.3681
2022-10-30,56.3681
2022-10-31,56.3351
2022-11-01,56.7965
2022-11-02,56.1931
2022-11-03,56.6419
2022-11-04,57.0044
2022-11-05,57.0044
2022-11-06,57.0044
2022-11-07,56.7357
2022-11-08,56.0512
2022-11-09,55.536
2022-11-10,58.0573
2022-11-11,57.8663
2022-11-12,57.8663
2022-11-13,57.8663
2022-11-14,57.688
2022-11-15,57.6855
2022-11-16,56.2338
2022-11-17,56.8399
2022-11-18,57.3646
2022-11-19,57.3646
2022-11-20,57.3646
2022-11-21,57.7924
2022-11-22,58.9003
2022-11-23,58.4037
2022-11-24,58.4037
2022-11-25,58.8468
2022-11-26,58.8468
2022-11-27,58.8468
2022-11-28,59.0913
2022-11-29,59.5217
2022-11-30,59.8426
2022-12-01,59.7484
2022-12-02,59.9292
2022-12-03,59.9292
2022-12-04,59.9292
2022-12-05,58.3298
2022-12-06,58.0649
2022-12-07,58.3629
2022-12-08,58.1006
2022-12-09,58.5794
2022-12-10,58.5794
2022-12-11,58.5794
2022-12-12,58.7449
2022-12-13,58.6583
2022-12-14,59.9929
2022-12-15,58.8366
2022-12-16,60.0489
2022-12-17,60.0489
2022-12-18,60.0489
2022-12-19,59.7076
2022-12-20,59.621
2022-12-21,60.2373
2022-12-22,60.5913
2022-12-23,59.9139
2022-12-24,59.9139
2022-12-25,59.9139
2022-12-26,59.9139
2022-12-27,60.2424
2022-12-28,59.8502
2022-12-29,60.1584
2022-12-30,60.1584
2022-12-31,60.1584
2023-01-01,60.1584
2023-01-02,60.1584
2023-01-03,60.1584
2023-01-04,60.1584
2023-01-05,60.1584
2023-01-06,60.1584
2023-01-07,60.1584
2023-01-08,60.1584
2023-01-09,60.1584
2023-01-10,60.1584
2023-01-11,60.1584
2023-01-12,60.1584
2023-01-13,60.1584
2023-01-14,60.1584
2023-01-15,60.1584
2023-01-16,60.1584
2023-01-17,60.1584
2023-01-18,60.1584
2023-01-19,60.1584
2023-01-20,60.1584
2023-01-21,60.1584
2023-01-22,60.1584
2023-01-23,60.1584
2023-01-24,60.1584
2023-01-25,60.1584
2023-01-26,60.1584
2023-01-27,60.1584
2023-01-28,60.1584
2023-01-29,60.1584
2023-01-30,60.1584
2023-01-31,60.1584
2023-02-01,60.1584
2023-02-02,60.1584
2023-02-03,60.1584
2023-02-04,60.1584
2023-02-05,60.1584
2023-02-06,60.1584
2023-02-07,60.1584
2023-02-08,60.1584
2023-02-09,60.1584
2023-02-10,60.1584
2023-02-11,60.1584
2023-02-12,60.1584
2023-02-13,60.1584
2023-02-14,60.1584
2023-02-15,60.1584
2023-02-16,60.1584
2023-02-17,60.1584
2023-02-18,60.1584
2023-02-19,60.1584
2023-02-20,60.1584
2023-02-21,60.1584
2023-02-22,60.1584
2023-02-23,60.1584
2023-02-24,60.1584
2023-02-25,60.1584
2023-02-26,60.1584
2023-02-27,60.1584
2023-02-28,60.1584
2023-03-01,60.1584
2023-03-02,60.1584
2023-03-03,60.1584
2023-03-04,60.1584
2023-03-05,60.1584
2023-03-06,60.1584
2023-03-07,60.1584
2023-03-08,60.1584
2023-03-09,60.1584
2023-03-10,60.1584
2023-03-11,60.1584
2023-03-12,60.1584
2023-03-13,60.1584
2023-03-14,60.1584
2023-03-15,60.1584
2023-03-16,60.1584
2023-03-17,60.1584
2023-03-18,60.1584
2023-03-19,60.1584
