,MLKN US Equity
2023-03-17,20.0403
2023-03-18,20.0403
2023-03-19,20.0403
2023-03-20,19.851
2023-03-21,20.0449
2023-03-22,19.9637
2023-03-23,19.5536
2023-03-24,19.6482
2023-03-25,19.6482
2023-03-26,19.6482
2023-03-27,19.8556
2023-03-28,19.7474
2023-03-29,19.6662
2023-03-30,19.6662
2023-03-31,19.8781
2023-04-01,19.8781
2023-04-02,19.8781
2023-04-03,19.7924
2023-04-04,19.229
2023-04-05,18.9947
2023-04-06,18.9361
2023-04-07,18.9361
2023-04-08,18.9361
2023-04-09,18.9361
2023-04-10,18.8504
2023-04-11,19.0262
2023-04-12,18.9316
2023-04-13,18.9947
2023-04-14,18.7737
2023-04-15,18.7737
2023-04-16,18.7737
2023-04-17,18.9992
2023-04-18,18.7512
2023-04-19,18.6745
2023-04-20,18.3904
2023-04-21,18.4851
2023-04-22,18.4851
2023-04-23,18.4851
2023-04-24,18.5302
2023-04-25,18.2416
2023-04-26,18.0432
2023-04-27,18.2236
2023-04-28,18.3318
2023-04-29,18.3318
2023-04-30,18.3318
2023-05-01,18.2641
2023-05-02,18.0702
2023-05-03,17.9575
2023-05-04,17.5561
2023-05-05,17.8267
2023-05-06,17.8267
2023-05-07,17.8267
2023-05-08,18.2236
2023-05-09,18.1875
2023-05-10,18.1379
2023-05-11,18.1785
2023-05-12,18.0161
2023-05-13,18.0161
2023-05-14,18.0161
2023-05-15,17.9981
2023-05-16,17.6283
2023-05-17,17.8763
2023-05-18,18.1108
2023-05-19,17.7636
2023-05-20,17.7636
2023-05-21,17.7636
2023-05-22,17.7004
2023-05-23,17.6328
2023-05-24,17.3351
2023-05-25,17.2044
2023-05-26,17.2855
2023-05-27,17.2855
2023-05-28,17.2855
2023-05-29,17.2855
2023-05-30,17.0916
2023-05-31,16.7714
2023-06-01,16.7624
2023-06-02,23.1427
2023-06-03,23.1427
2023-06-04,23.1427
2023-06-05,22.8768
2023-06-06,23.4148
2023-06-07,23.7796
2023-06-08,23.3653
2023-06-09,23.2416
2023-06-10,23.2416
2023-06-11,23.2416
2023-06-12,23.254
2023-06-13,23.3653
2023-06-14,23.2231
2023-06-15,23.3406
2023-06-16,23.3777
2023-06-17,23.3777
2023-06-18,23.3777
2023-06-19,23.3777
2023-06-20,23.1736
2023-06-21,23.1118
2023-06-22,23.3715
2023-06-23,23.2354
2023-06-24,23.2354
2023-06-25,23.2354
2023-06-26,23.1427
2023-06-27,23.3282
2023-06-28,23.2231
2023-06-29,23.4024
2023-06-30,23.4766
2023-07-01,23.4766
2023-07-02,23.4766
2023-07-03,23.7116
2023-07-04,23.7116
2023-07-05,23.6745
2023-07-06,23.625
2023-07-07,23.8291
2023-07-08,23.8291
2023-07-09,23.8291
2023-07-10,23.8167
2023-07-11,24.1816
2023-07-12,24.5155
2023-07-13,25.1463
2023-07-14,24.8927
2023-07-15,24.8927
2023-07-16,24.8927
2023-07-17,24.7814
2023-07-18,25.0288
2023-07-19,25.3812
2023-07-20,25.239
2023-07-21,25.6471
2023-07-22,25.6471
2023-07-23,25.6471
2023-07-24,26.0615
2023-07-25,26.179
2023-07-26,26.4441
2023-07-27,26.2337
2023-07-28,26.3265
2023-07-29,26.3265
2023-07-30,26.3265
2023-07-31,26.4503
2023-08-01,26.636
2023-08-02,26.5741
2023-08-03,26.7041
2023-08-04,26.5494
2023-08-05,26.5494
2023-08-06,26.5494
2023-08-07,26.6608
2023-08-08,26.5679
2023-08-09,26.6793
2023-08-10,26.7598
2023-08-11,26.7722
2023-08-12,26.7722
2023-08-13,26.7722
2023-08-14,26.7598
2023-08-15,26.6051
2023-08-16,26.4194
2023-08-17,26.2151
2023-08-18,26.1285
2023-08-19,26.1285
2023-08-20,26.1285
2023-08-21,25.8994
2023-08-22,25.7818
2023-08-23,25.7942
2023-08-24,25.6209
2023-08-25,25.7571
2023-08-26,25.7571
2023-08-27,25.7571
2023-08-28,25.8994
2023-08-29,26.0047
2023-08-30,26.2522
2023-08-31,26.1594
2023-09-01,27.9734
2023-09-02,27.9734
2023-09-03,27.9734
2023-09-04,27.9734
2023-09-05,27.4379
2023-09-06,27.2705
2023-09-07,26.6211
2023-09-08,26.3734
2023-09-09,26.3734
2023-09-10,26.3734
2023-09-11,26.186
2023-09-12,26.4069
2023-09-13,26.6479
2023-09-14,27.4245
2023-09-15,27.1768
2023-09-16,27.1768
2023-09-17,27.1768
2023-09-18,27.15
2023-09-19,27.7324
2023-09-20,28.3215
2023-09-21,28.6295
2023-09-22,28.3818
2023-09-23,28.3818
2023-09-24,28.3818
2023-09-25,28.2278
2023-09-26,27.8261
2023-09-27,31.4144
2023-09-28,30.7114
2023-09-29,31.3742
2023-09-30,31.3742
2023-10-01,31.3742
2023-10-02,30.8186
2023-10-03,30.8386
2023-10-04,30.8453
2023-10-05,30.7918
2023-10-06,31.0127
2023-10-07,31.0127
2023-10-08,31.0127
2023-10-09,31.3742
2023-10-10,31.9031
2023-10-11,31.7865
2023-10-12,31.3198
2023-10-13,31.1095
2023-10-14,31.1095
2023-10-15,31.1095
2023-10-16,31.609
2023-10-17,32.0428
2023-10-18,30.9189
2023-10-19,30.4851
2023-10-20,30.1499
2023-10-21,30.1499
2023-10-22,30.1499
2023-10-23,30.0579
2023-10-24,30.1565
2023-10-25,30.0644
2023-10-26,30.1105
2023-10-27,29.8673
2023-10-28,29.8673
2023-10-29,29.8673
2023-10-30,30.1433
2023-10-31,30.4522
2023-11-01,30.656
2023-11-02,30.9978
2023-11-03,31.3724
2023-11-04,31.3724
2023-11-05,31.3724
2023-11-06,31.1555
2023-11-07,31.0241
2023-11-08,31.1095
2023-11-09,30.7086
2023-11-10,30.9058
2023-11-11,30.9058
2023-11-12,30.9058
2023-11-13,30.748
2023-11-14,31.8128
2023-11-15,31.7865
2023-11-16,31.287
2023-11-17,31.4447
2023-11-18,31.4447
2023-11-19,31.4447
2023-11-20,31.964
2023-11-21,31.9837
2023-11-22,31.8982
2023-11-23,31.8982
2023-11-24,31.8259
2023-11-25,31.8259
2023-11-26,31.8259
2023-11-27,31.8588
2023-11-28,31.6813
2023-11-29,31.9574
2023-11-30,31.964
2023-12-01,26.9413
2023-12-02,26.9413
2023-12-03,26.9413
2023-12-04,27.2221
2023-12-05,27.1615
2023-12-06,27.2881
2023-12-07,27.5908
2023-12-08,27.5798
2023-12-09,27.5798
2023-12-10,27.5798
2023-12-11,27.5138
2023-12-12,27.4753
2023-12-13,27.8991
2023-12-14,28.5651
2023-12-15,27.9817
2023-12-16,27.9817
2023-12-17,27.9817
2023-12-18,28.1193
2023-12-19,28.2018
2023-12-20,28.2294
2023-12-21,27.734
2023-12-22,27.6789
2023-12-23,27.6789
2023-12-24,27.6789
2023-12-25,27.6789
2023-12-26,27.4422
2023-12-27,27.2
2023-12-28,26.9909
2023-12-29,26.9523
2023-12-30,26.9523
2023-12-31,26.9523
2024-01-01,26.9523
2024-01-02,26.8478
2024-01-03,26.8257
2024-01-04,26.7817
2024-01-05,26.567
2024-01-06,26.567
2024-01-07,26.567
2024-01-08,26.6716
2024-01-09,26.5175
2024-01-10,26.3012
2024-01-11,26.3449
2024-01-12,26.1594
2024-01-13,26.1594
2024-01-14,26.1594
2024-01-15,26.1594
2024-01-16,25.9303
2024-01-17,25.7667
2024-01-18,25.8485
2024-01-19,26.143
2024-01-20,26.143
2024-01-21,26.143
2024-01-22,26.923
2024-01-23,26.994
2024-01-24,26.8958
2024-01-25,27.1085
2024-01-26,27.0158
2024-01-27,27.0158
2024-01-28,27.0158
2024-01-29,27.223
2024-01-30,27.3921
2024-01-31,26.7703
2024-02-01,27.1412
2024-02-02,26.9503
2024-02-03,26.9503
2024-02-04,26.9503
2024-02-05,26.8521
2024-02-06,26.8521
2024-02-07,26.8958
2024-02-08,27.1576
2024-02-09,27.2558
2024-02-10,27.2558
2024-02-11,27.2558
2024-02-12,27.8721
2024-02-13,27.3758
2024-02-14,28.0576
2024-02-15,28.8703
2024-02-16,28.6576
2024-02-17,28.6576
2024-02-18,28.6576
2024-02-19,28.6576
2024-02-20,27.9158
2024-02-21,28.1067
2024-02-22,28.2976
2024-02-23,28.3085
2024-02-24,28.3085
2024-02-25,28.3085
2024-02-26,28.2758
2024-02-27,28.783
2024-02-28,28.7121
2024-02-29,28.9303
2024-03-01,24.5161
2024-03-02,24.5161
2024-03-03,24.5161
2024-03-04,24.6663
2024-03-05,24.7274
2024-03-06,24.3846
2024-03-07,24.4644
2024-03-08,24.8307
2024-03-09,24.8307
2024-03-10,24.8307
2024-03-11,24.4785
2024-03-12,24.4832
2024-03-13,24.7555
2024-03-14,24.6476
2024-03-15,24.8729
2024-03-16,24.8729
2024-03-17,24.8729
2024-03-18,24.61
2024-03-19,24.7368
2024-03-20,24.887
2024-03-21,24.61
2024-03-22,24.4691
2024-03-23,24.4691
2024-03-24,24.4691
2024-03-25,24.61
2024-03-26,24.6569
2024-03-27,24.9152
2024-03-28,22.2062
2024-03-29,22.2062
2024-03-30,22.2062
2024-03-31,22.2062
2024-04-01,22.8541
2024-04-02,22.779
2024-04-03,23.1029
2024-04-04,23.2062
2024-04-05,23.1405
2024-04-06,23.1405
2024-04-07,23.1405
2024-04-08,23.3564
