,SCHW US Equity
2022-01-15,19.7634
2022-01-16,19.7634
2022-01-17,19.7634
2022-01-18,18.9373
2022-01-19,18.778
2022-01-20,18.7584
2022-01-21,18.2118
2022-01-22,18.2118
2022-01-23,18.2118
2022-01-24,18.0917
2022-01-25,18.0476
2022-01-26,18.4103
2022-01-27,18.3343
2022-01-28,18.1407
2022-01-29,18.1407
2022-01-30,18.1407
2022-01-31,17.8441
2022-02-01,18.4226
2022-02-02,18.4961
2022-02-03,18.1358
2022-02-04,18.8736
2022-02-05,18.8736
2022-02-06,18.8736
2022-02-07,19.1776
2022-02-08,19.6237
2022-02-09,19.5158
2022-02-10,19.1065
2022-02-11,18.1897
2022-02-12,18.1897
2022-02-13,18.1897
2022-02-14,17.8539
2022-02-15,18.3196
2022-02-16,18.2437
2022-02-17,17.4323
2022-02-18,17.3318
2022-02-19,17.3318
2022-02-20,17.3318
2022-02-21,17.3318
2022-02-22,17.0769
2022-02-23,16.5817
2022-02-24,16.5485
2022-02-25,17.403
2022-02-26,17.403
2022-02-27,17.403
2022-02-28,17.0862
2022-03-01,15.4656
2022-03-02,16.4355
2022-03-03,16.1654
2022-03-04,15.802
2022-03-05,15.802
2022-03-06,15.802
2022-03-07,15.0973
2022-03-08,14.9328
2022-03-09,15.8413
2022-03-10,15.9051
2022-03-11,16.05
2022-03-12,16.05
2022-03-13,16.05
2022-03-14,16.7916
2022-03-15,16.7695
2022-03-16,18.1863
2022-03-17,18.3925
2022-03-18,18.4466
2022-03-19,18.4466
2022-03-20,18.4466
2022-03-21,18.2035
2022-03-22,18.9868
2022-03-23,18.3852
2022-03-24,18.6749
2022-03-25,18.7805
2022-03-26,18.7805
2022-03-27,18.7805
2022-03-28,18.8885
2022-03-29,18.7461
2022-03-30,18.1421
2022-03-31,13.8971
2022-04-01,13.705
2022-04-02,13.705
2022-04-03,13.705
2022-04-04,13.4107
2022-04-05,13.3008
2022-04-06,13.0537
2022-04-07,12.844
2022-04-08,13.2584
2022-04-09,13.2584
2022-04-10,13.2584
2022-04-11,13.2309
2022-04-12,12.854
2022-04-13,13.7926
2022-04-14,13.523
2022-04-15,13.523
2022-04-16,13.523
2022-04-17,13.523
2022-04-18,11.5733
2022-04-19,12.0626
2022-04-20,11.9503
2022-04-21,11.1564
2022-04-22,10.42
2022-04-23,10.42
2022-04-24,10.42
2022-04-25,10.4175
2022-04-26,9.9756
2022-04-27,9.9856
2022-04-28,10.1204
2022-04-29,9.4239
2022-04-30,9.4239
2022-05-01,9.4239
2022-05-02,9.8133
2022-05-03,10.2053
2022-05-04,10.6796
2022-05-05,10.3026
2022-05-06,9.696
2022-05-07,9.696
2022-05-08,9.696
2022-05-09,8.8836
2022-05-10,8.996
2022-05-11,9.1308
2022-05-12,9.0884
2022-05-13,9.2532
2022-05-14,9.2532
2022-05-15,9.2532
2022-05-16,8.8611
2022-05-17,9.1508
2022-05-18,8.6687
2022-05-19,8.5164
2022-05-20,8.6712
2022-05-21,8.6712
2022-05-22,8.6712
2022-05-23,9.1683
2022-05-24,8.8361
2022-05-25,9.3007
2022-05-26,10.055
2022-05-27,10.4972
2022-05-28,10.4972
2022-05-29,10.4972
2022-05-30,10.4972
2022-05-31,10.3748
2022-06-01,10.2424
2022-06-02,10.7669
2022-06-03,10.3673
2022-06-04,10.3673
2022-06-05,10.3673
2022-06-06,9.8652
2022-06-07,9.7228
2022-06-08,9.2832
2022-06-09,8.9135
2022-06-10,8.4065
2022-06-11,8.4065
2022-06-12,8.4065
2022-06-13,7.9119
2022-06-14,8.1292
2022-06-15,8.2291
2022-06-16,8.0668
2022-06-17,7.8495
2022-06-18,7.8495
2022-06-19,7.8495
2022-06-20,7.8495
2022-06-21,8.4464
2022-06-22,8.4614
2022-06-23,8.359
2022-06-24,8.9585
2022-06-25,8.9585
2022-06-26,8.9585
2022-06-27,8.8886
2022-06-28,8.8936
2022-06-29,8.7562
2022-06-30,10.8719
2022-07-01,11.0442
2022-07-02,11.0442
2022-07-03,11.0442
2022-07-04,11.0442
2022-07-05,10.9208
2022-07-06,10.9324
2022-07-07,11.1186
2022-07-08,11.1466
2022-07-09,11.1466
2022-07-10,11.1466
2022-07-11,10.816
2022-07-12,10.6554
2022-07-13,10.4925
2022-07-14,10.2644
2022-07-15,10.6391
2022-07-16,10.6391
2022-07-17,10.6391
2022-07-18,10.4203
2022-07-19,10.8766
2022-07-20,10.7904
2022-07-21,10.8603
2022-07-22,10.8277
2022-07-23,10.8277
2022-07-24,10.8277
2022-07-25,10.9836
2022-07-26,10.404
2022-07-27,10.716
2022-07-28,11.924
2022-07-29,12.2383
2022-07-30,12.2383
2022-07-31,12.2383
2022-08-01,12.1614
2022-08-02,11.8891
2022-08-03,12.222
2022-08-04,12.2266
2022-08-05,12.2988
2022-08-06,12.2988
2022-08-07,12.2988
2022-08-08,12.1048
2022-08-09,12.2422
2022-08-10,12.4517
2022-08-11,13.0642
2022-08-12,13.63
2022-08-13,13.63
2022-08-14,13.63
2022-08-15,13.8303
2022-08-16,14.1376
2022-08-17,13.7371
2022-08-18,13.8046
2022-08-19,13.3645
2022-08-20,13.3645
2022-08-21,13.3645
2022-08-22,13.0595
2022-08-23,13.1154
2022-08-24,13.2388
2022-08-25,13.3971
2022-08-26,12.9058
2022-08-27,12.9058
2022-08-28,12.9058
2022-08-29,12.9175
2022-08-30,13.0479
2022-08-31,12.6869
2022-09-01,12.8662
2022-09-02,12.5449
2022-09-03,12.5449
2022-09-04,12.5449
2022-09-05,12.5449
2022-09-06,12.5752
2022-09-07,12.8825
2022-09-08,13.2015
2022-09-09,13.5229
2022-09-10,13.5229
2022-09-11,13.5229
2022-09-12,13.6114
2022-09-13,13.1526
2022-09-14,13.1061
2022-09-15,13.0665
2022-09-16,12.9012
2022-09-17,12.9012
2022-09-18,12.9012
2022-09-19,13.3296
2022-09-20,13.2458
2022-09-21,13.1433
2022-09-22,12.9454
2022-09-23,12.673
2022-09-24,12.673
2022-09-25,12.673
2022-09-26,12.673
2022-09-27,12.8453
2022-09-28,13.2225
2022-09-29,13.0805
2022-09-30,13.8037
2022-10-01,13.8037
2022-10-02,13.8037
2022-10-03,14.0921
2022-10-04,14.74
2022-10-05,14.6776
2022-10-06,14.6905
2022-10-07,14.3289
2022-10-08,14.3289
2022-10-09,14.3289
2022-10-10,14.1675
2022-10-11,13.7692
2022-10-12,13.808
2022-10-13,14.2772
2022-10-14,13.1816
2022-10-15,13.1816
2022-10-16,13.1816
2022-10-17,12.8479
2022-10-18,13.1019
2022-10-19,13.1234
2022-10-20,12.9706
2022-10-21,13.47
2022-10-22,13.47
2022-10-23,13.47
2022-10-24,13.5518
2022-10-25,13.9307
2022-10-26,14.0361
2022-10-27,14.979
2022-10-28,15.5946
2022-10-29,15.5946
2022-10-30,15.5946
2022-10-31,15.4827
2022-11-01,15.5301
2022-11-02,15.3234
2022-11-03,15.3277
2022-11-04,15.3492
2022-11-05,15.3492
2022-11-06,15.3492
2022-11-07,15.4784
2022-11-08,15.1999
2022-11-09,14.9118
2022-11-10,14.9732
2022-11-11,14.9309
2022-11-12,14.9309
2022-11-13,14.9309
2022-11-14,14.5305
2022-11-15,14.9182
2022-11-16,14.7296
2022-11-17,14.8334
2022-11-18,15.238
2022-11-19,15.238
2022-11-20,15.238
2022-11-21,15.2782
2022-11-22,15.5451
2022-11-23,15.5769
2022-11-24,15.5769
2022-11-25,15.6193
2022-11-26,15.6193
2022-11-27,15.6193
2022-11-28,15.2422
2022-11-29,15.3609
2022-11-30,15.8163
2022-12-01,15.6447
2022-12-02,15.7993
2022-12-03,15.7993
2022-12-04,15.7993
2022-12-05,15.5409
2022-12-06,15.4032
2022-12-07,15.3185
2022-12-08,15.3312
2022-12-09,15.2401
2022-12-10,15.2401
2022-12-11,15.2401
2022-12-12,15.3397
2022-12-13,14.8017
2022-12-14,14.7106
2022-12-15,14.6555
2022-12-16,14.8949
2022-12-17,14.8949
2022-12-18,14.8949
2022-12-19,14.9097
2022-12-20,15.185
2022-12-21,15.543
2022-12-22,15.4477
2022-12-23,15.6532
2022-12-24,15.6532
2022-12-25,15.6532
2022-12-26,15.6532
2022-12-27,15.7485
2022-12-28,15.776
2022-12-29,15.8417
2022-12-30,17.464
2022-12-31,17.464
2023-01-01,17.464
2023-01-02,17.464
2023-01-03,17.2015
2023-01-04,17.4819
2023-01-05,17.4341
2023-01-06,17.7185
2023-01-07,17.7185
2023-01-08,17.7185
2023-01-09,17.8955
2023-01-10,17.9332
2023-01-11,17.4958
2023-01-12,17.5077
2023-01-13,17.4083
2023-01-14,17.4083
2023-01-15,17.4083
2023-01-16,17.4083
2023-01-17,17.5097
2023-01-18,17.0901
2023-01-19,16.084
2023-01-20,16.2252
2023-01-21,16.2252
2023-01-22,16.2252
2023-01-23,16.3644
2023-01-24,16.6666
2023-01-25,16.6587
2023-01-26,16.428
2023-01-27,15.7599
2023-01-28,15.7599
2023-01-29,15.7599
2023-01-30,15.9209
2023-01-31,16.3027
2023-02-01,16.4678
2023-02-02,16.1436
2023-02-03,16.6209
2023-02-04,16.6209
2023-02-05,16.6209
2023-02-06,16.7879
2023-02-07,17.0524
2023-02-08,16.937
2023-02-09,16.7322
2023-02-10,16.9072
2023-02-11,16.9072
2023-02-12,16.9072
2023-02-13,16.8993
2023-02-14,16.9688
2023-02-15,16.9112
2023-02-16,16.8833
2023-02-17,16.8794
2023-02-18,16.8794
2023-02-19,16.8794
2023-02-20,16.8794
2023-02-21,16.7959
2023-02-22,16.8157
2023-02-23,16.6109
2023-02-24,16.7256
2023-02-25,16.7256
2023-02-26,16.7256
2023-02-27,16.1918
2023-02-28,16.1996
2023-03-01,16.0996
2023-03-02,15.8405
2023-03-03,16.0996
2023-03-04,16.0996
2023-03-05,16.0996
2023-03-06,15.9406
2023-03-07,15.6168
2023-03-08,15.8621
2023-03-09,13.9526
2023-03-10,12.4278
2023-03-11,12.4278
2023-03-12,12.4278
2023-03-13,11.0953
2023-03-14,12.0314
2023-03-15,12.5946
2023-03-16,12.2669
2023-03-17,11.9784
2023-03-18,11.9784
